"โรงพยาบาล","ปีการศึกษา 2558 เทอม 2 ตค.-ธค.","ปีการศึกษา 2559 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","148","13","8.78","425","49","11.53"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","112","18","16.07","628","96","15.29"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","80","11","13.75","361","50","13.85"
"27839  :  โรงพยาบาลบัวลาย","2","1","50.00","188","24","12.77"
"27840  :  โรงพยาบาลสีดา","51","6","11.76","451","67","14.86"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","6","1","16.67","6","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","324","36","11.11","660","97","14.70"
"10896  :  โรงพยาบาลกระสัง","1,146","171","14.92","1,059","136","12.84"
"10897  :  โรงพยาบาลนางรอง","273","32","11.72","793","92","11.60"
"10898  :  โรงพยาบาลหนองกี่","1,296","119","9.18","2,378","327","13.75"
"10899  :  โรงพยาบาลละหานทราย","314","40","12.74","2,446","175","7.15"
"10900  :  โรงพยาบาลประโคนชัย","461","48","10.41","5,501","944","17.16"
"10901  :  โรงพยาบาลบ้านกรวด","131","5","3.82","891","32","3.59"
"10902  :  โรงพยาบาลพุทไธสง","296","53","17.91","2,959","548","18.52"
"10904  :  โรงพยาบาลลำปลายมาศ","10","4","40.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","166","24","14.46","4,225","640","15.15"
"10906  :  โรงพยาบาลปะคำ","76","0","0.00","541","28","5.18"
"10907  :  โรงพยาบาลนาโพธิ์","28","4","14.29","760","121","15.92"
"10908  :  โรงพยาบาลหนองหงส์","492","72","14.63","841","72","8.56"
"10909  :  โรงพยาบาลพลับพลาชัย","207","13","6.28","1,015","110","10.84"
"10910  :  โรงพยาบาลห้วยราช","80","8","10.00","562","53","9.43"
"10911  :  โรงพยาบาลโนนสุวรรณ","225","26","11.56","641","73","11.39"
"10912  :  โรงพยาบาลชำนิ","33","3","9.09","373","50","13.40"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","78","6","7.69","777","104","13.38"
"10914  :  โรงพยาบาลโนนดินแดง","271","29","10.70","1,289","158","12.26"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","468","69","14.74","369","39","10.57"
"23578  :  โรงพยาบาลแคนดง","44","2","4.55","551","69","12.52"
"28020  :  โรงพยาบาลบ้านด่าน","164","12","7.32","1,056","46","4.36"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","303","12","3.96","683","71","10.40"
"10916  :  โรงพยาบาลท่าตูม","472","46","9.75","2,315","207","8.94"
"10917  :  โรงพยาบาลจอมพระ","258","42","16.28","1,980","263","13.28"
"10918  :  โรงพยาบาลปราสาท","302","32","10.60","3,437","480","13.97"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0.00","3","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","50","0","0.00","1,081","136","12.58"
"10921  :  โรงพยาบาลสนม","360","25","6.94","687","56","8.15"
"10922  :  โรงพยาบาลศีขรภูมิ","1,218","135","11.08","1,570","168","10.70"
"10923  :  โรงพยาบาลสังขะ","0","0","0.00","1,297","180","13.88"
"10924  :  โรงพยาบาลลำดวน","336","43","12.80","1,069","124","11.60"
"10925  :  โรงพยาบาลสำโรงทาบ","8","1","12.50","199","13","6.53"
"10926  :  โรงพยาบาลบัวเชด","0","0","0.00","146","11","7.53"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","486","84","17.28"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","79","7","8.86","398","32","8.04"
"27842  :  โรงพยาบาลเขวาสินรินทร์","212","17","8.02","242","27","11.16"
"27843  :  โรงพยาบาลศรีณรงค์","314","30","9.55","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","334","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,329","188","14.15","2,107","286","13.57"
"10927  :  โรงพยาบาลยางชุมน้อย","299","36","12.04","354","57","16.10"
"10928  :  โรงพยาบาลกันทรารมย์","623","65","10.43","2,143","335","15.63"
"10929  :  โรงพยาบาลกันทรลักษ์","1,285","113","8.79","2,169","196","9.04"
"10930  :  โรงพยาบาลขุขันธ์","26","2","7.69","2,135","225","10.54"
"10931  :  โรงพยาบาลไพรบึง","312","20","6.41","2,100","123","5.86"
"10932  :  โรงพยาบาลปรางค์กู่","741","75","10.12","901","93","10.32"
"10933  :  โรงพยาบาลขุนหาญ","1,023","106","10.36","1,512","149","9.85"
"10934  :  โรงพยาบาลราษีไศล","504","61","12.10","606","82","13.53"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","693","86","12.41","1,433","150","10.47"
"10936  :  โรงพยาบาลบึงบูรพ์","188","20","10.64","503","93","18.49"
"10937  :  โรงพยาบาลห้วยทับทัน","533","44","8.26","1,162","102","8.78"
"10938  :  โรงพยาบาลโนนคูณ","290","30","10.34","650","75","11.54"
"10939  :  โรงพยาบาลศรีรัตนะ","153","15","9.80","352","20","5.68"
"10940  :  โรงพยาบาลวังหิน","378","36","9.52","1,384","125","9.03"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","363","22","6.06","500","49","9.80"
"10942  :  โรงพยาบาลภูสิงห์","920","75","8.15","1,002","87","8.68"
"10943  :  โรงพยาบาลเมืองจันทร์","204","17","8.33","80","9","11.25"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","230","28","12.17","1,143","94","8.22"
"28014  :  โรงพยาบาลพยุห์","203","25","12.32","524","66","12.60"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","177","13","7.34","296","26","8.78"
"28016  :  โรงพยาบาลศิลาลาด","92","11","11.96","152","13","8.55"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","84","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","1","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","397","20","5.04","395","244","61.77"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0.00","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","25","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","8","0","0.00","1,607","195","12.13"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00","2","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3","0","0.00","1","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2","0","0.00","1,285","163","12.68"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","4","0","0.00","478","28","5.86"
"10958  :  โรงพยาบาลโพธิ์ไทร","5","0","0.00","1,436","128","8.91"
"10959  :  โรงพยาบาลสำโรง","33","0","0.00","908","90","9.91"
"10960  :  โรงพยาบาลดอนมดแดง","2","0","0.00","453","45","9.93"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","9","0","0.00","364","44","12.09"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","32","2","6.25"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","18","0","0.00","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","553","77","13.92","1,923","359","18.67"
"10966  :  โรงพยาบาลป่าติ้ว","134","15","11.19","14","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0.00","2","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","35","6","17.14","1","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","5","0","0.00","96","13","13.54"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00","663","86","12.97"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","4,066","978","24.05"
"10970  :  โรงพยาบาลบ้านเขว้า","76","8","10.53","21","2","9.52"
"10971  :  โรงพยาบาลคอนสวรรค์","610","145","23.77","1,136","205","18.05"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","232","46","19.83","1,110","198","17.84"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0.00","530","58","10.94"
"10974  :  โรงพยาบาลจัตุรัส","263","60","22.81","841","136","16.17"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","110","21","19.09","1,159","212","18.29"
"10976  :  โรงพยาบาลหนองบัวระเหว","4","0","0.00","13","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","3","0","0.00","727","163","22.42"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,241","213","17.16","369","50","13.55"
"10979  :  โรงพยาบาลบ้านแท่น","180","35","19.44","956","122","12.76"
"10980  :  โรงพยาบาลแก้งคร้อ","80","17","21.25","2,045","426","20.83"
"10981  :  โรงพยาบาลคอนสาร","11","0","0.00","294","59","20.07"
"10982  :  โรงพยาบาลภักดีชุมพล","81","12","14.81","360","51","14.17"
"10983  :  โรงพยาบาลเนินสง่า","2","0","0.00","555","82","14.77"
"10703  :  โรงพยาบาลอำนาจเจริญ","17","1","5.88","1,960","307","15.66"
"10985  :  โรงพยาบาลชานุมาน","136","13","9.56","414","33","7.97"
"10986  :  โรงพยาบาลปทุมราชวงศา","7","0","0.00","1,386","122","8.80"
"10987  :  โรงพยาบาลพนา","47","5","10.64","655","93","14.20"
"10988  :  โรงพยาบาลเสนางคนิคม","104","13","12.50","690","67","9.71"
"10989  :  โรงพยาบาลหัวตะพาน","3","1","33.33","555","70","12.61"
"10990  :  โรงพยาบาลลืออำนาจ","10","0","0.00","459","67","14.60"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1","0","0.00","1,601","194","12.12"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","341","39","11.44","1,063","164","15.43"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","366","44","12.02","1,881","267","14.19"
"11050  :  โรงพยาบาลบุ่งคล้า","20","2","10.00","182","19","10.44"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","0","0","0.00","0","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0.00","0","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0.00","0","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0.00","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","0","0","0.00","0","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","100","11","11.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","1,316","177","13.45"
"11014  :  โรงพยาบาลหนองวัวซอ","49","2","4.08","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","957","164","17.14","2,753","344","12.50"
"11016  :  โรงพยาบาลห้วยเกิ้ง","94","17","18.09","347","58","16.71"
"11017  :  โรงพยาบาลโนนสะอาด","48","1","2.08","29","3","10.34"
"11018  :  โรงพยาบาลหนองหาน","1","0","0.00","0","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","21","0","0.00","719","103","14.33"
"11020  :  โรงพยาบาลไชยวาน","701","88","12.55","274","33","12.04"
"11021  :  โรงพยาบาลศรีธาตุ","26","0","0.00","136","7","5.15"
"11022  :  โรงพยาบาลวังสามหมอ","60","0","0.00","1,898","253","13.33"
"11023  :  โรงพยาบาลบ้านผือ","2","0","0.00","3,371","508","15.07"
"11024  :  โรงพยาบาลน้ำโสม","36","2","5.56","2,457","371","15.10"
"11025  :  โรงพยาบาลเพ็ญ","302","25","8.28","2,627","359","13.67"
"11026  :  โรงพยาบาลสร้างคอม","279","36","12.90","544","62","11.40"
"11027  :  โรงพยาบาลหนองแสง","1,153","98","8.50","166","10","6.02"
"11028  :  โรงพยาบาลนายูง","72","7","9.72","456","32","7.02"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","1","0","0.00","113","13","11.50"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,285","141","10.97","878","135","15.38"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1","0","0.00","140","23","16.43"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","131","2","1.53","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","139","6","4.32","0","0","0.00"
"10705  :  โรงพยาบาลเลย","878","156","17.77","6,814","1,339","19.65"
"11030  :  โรงพยาบาลนาด้วง","96","10","10.42","1,142","141","12.35"
"11031  :  โรงพยาบาลเชียงคาน","336","33","9.82","793","118","14.88"
"11032  :  โรงพยาบาลปากชม","292","26","8.90","243","26","10.70"
"11033  :  โรงพยาบาลนาแห้ว","18","3","16.67","289","27","9.34"
"11034  :  โรงพยาบาลภูเรือ","143","18","12.59","607","97","15.98"
"11035  :  โรงพยาบาลท่าลี่","128","21","16.41","719","102","14.19"
"11036  :  โรงพยาบาลวังสะพุง","322","70","21.74","1,852","294","15.87"
"11037  :  โรงพยาบาลภูกระดึง","1","0","0.00","0","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","1","0","0.00","10","0","0.00"
"11039  :  โรงพยาบาลผาขาว","133","11","8.27","839","96","11.44"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","554","107","19.31","1,130","176","15.58"
"14133  :  โรงพยาบาลเอราวัณ","302","32","10.60","216","26","12.04"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","425","57","13.41","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","617","103","16.69","4,788","1,081","22.58"
"11042  :  โรงพยาบาลโพนพิสัย","127","11","8.66","742","77","10.38"
"11044  :  โรงพยาบาลศรีเชียงใหม่","246","50","20.33","1,525","261","17.11"
"11045  :  โรงพยาบาลสังคม","78","10","12.82","868","102","11.75"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","27","3","11.11","2,230","396","17.76"
"14558  :  โรงพยาบาลพิสัยเวช","1","0","0.00","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","168","14","8.33"
"28778  :  โรงพยาบาลโพธิ์ตาก","198","47","23.74","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","3","0","0.00","403","44","10.92"
"28815  :  โรงพยาบาลรัตนวาปี","21","3","14.29","15","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","1,351","218","16.14","1,728","302","17.48"
"11051  :  โรงพยาบาลแกดำ","115","19","16.52","248","49","19.76"
"11052  :  โรงพยาบาลโกสุมพิสัย","8","0","0.00","1,040","124","11.92"
"11053  :  โรงพยาบาลกันทรวิชัย","3","0","0.00","1,100","197","17.91"
"11054  :  โรงพยาบาลเชียงยืน","37","0","0.00","2,304","470","20.40"
"11055  :  โรงพยาบาลบรบือ","437","66","15.10","2,944","479","16.27"
"11056  :  โรงพยาบาลนาเชือก","82","11","13.41","1,229","116","9.44"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","662","76","11.48","3,007","415","13.80"
"11058  :  โรงพยาบาลวาปีปทุม","284","22","7.75","3,398","650","19.13"
"11059  :  โรงพยาบาลนาดูน","0","0","0.00","76","15","19.74"
"11060  :  โรงพยาบาลยางสีสุราช","22","2","9.09","408","51","12.50"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","65","23","35.38","450","149","33.11"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","973","144","14.80","1,682","257","15.28"
"11062  :  โรงพยาบาลปทุมรัตต์","2","0","0.00","1,014","160","15.78"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","186","26","13.98","1,906","331","17.37"
"11064  :  โรงพยาบาลธวัชบุรี","275","26","9.45","308","17","5.52"
"11065  :  โรงพยาบาลพนมไพร","251","26","10.36","2,409","404","16.77"
"11066  :  โรงพยาบาลโพนทอง","29","4","13.79","490","55","11.22"
"11067  :  โรงพยาบาลโพธิ์ชัย","202","26","12.87","759","91","11.99"
"11068  :  โรงพยาบาลหนองพอก","14","0","0.00","1,891","285","15.07"
"11069  :  โรงพยาบาลเสลภูมิ","2,110","283","13.41","1,584","261","16.48"
"11070  :  โรงพยาบาลสุวรรณภูมิ","293","42","14.33","1,944","297","15.28"
"11071  :  โรงพยาบาลเมืองสรวง","72","9","12.50","444","71","15.99"
"11072  :  โรงพยาบาลโพนทราย","102","18","17.65","429","63","14.69"
"11073  :  โรงพยาบาลอาจสามารถ","29","1","3.45","1,178","173","14.69"
"11074  :  โรงพยาบาลเมยวดี","1","0","0.00","871","112","12.86"
"11075  :  โรงพยาบาลศรีสมเด็จ","95","6","6.32","433","55","12.70"
"11076  :  โรงพยาบาลจังหาร","42","1","2.38","474","31","6.54"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","1","0","0.00","27","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1","0","0.00","9","1","11.11"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","7","0","0.00","86","7","8.14"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00","70","7","10.00"
"27990  :  โรงพยาบาลหนองฮี","34","4","11.76","328","52","15.85"
"10709  :  โรงพยาบาลกาฬสินธุ์","4","0","0.00","131","26","19.85"
"11077  :  โรงพยาบาลนามน","239","30","12.55","1,002","114","11.38"
"11078  :  โรงพยาบาลกมลาไสย","655","91","13.89","1,141","201","17.62"
"11079  :  โรงพยาบาลร่องคำ","224","10","4.46","85","14","16.47"
"11080  :  โรงพยาบาลเขาวง","787","143","18.17","920","141","15.33"
"11081  :  โรงพยาบาลยางตลาด","106","2","1.89","548","35","6.39"
"11082  :  โรงพยาบาลห้วยเม็ก","341","40","11.73","2,008","257","12.80"
"11083  :  โรงพยาบาลสหัสขันธ์","96","21","21.88","286","49","17.13"
"11084  :  โรงพยาบาลคำม่วง","148","19","12.84","1,471","184","12.51"
"11085  :  โรงพยาบาลท่าคันโท","111","9","8.11","792","91","11.49"
"11086  :  โรงพยาบาลหนองกุงศรี","3","0","0.00","1,976","306","15.49"
"11087  :  โรงพยาบาลสมเด็จ","408","63","15.44","3,003","407","13.55"
"11088  :  โรงพยาบาลห้วยผึ้ง","200","20","10.00","1,246","131","10.51"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","526","53","10.08","2,329","345","14.81"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","12","0","0.00","265","28","10.57"
"28789  :  โรงพยาบาลฆ้องชัย","32","2","6.25","314","41","13.06"
"28790  :  โรงพยาบาลดอนจาน","45","1","2.22","415","50","12.05"
"28791  :  โรงพยาบาลสามชัย","45","9","20.00","555","70","12.61"
"10710  :  โรงพยาบาลสกลนคร","164","2","1.22","67","1","1.49"
"11089  :  โรงพยาบาลกุสุมาลย์","208","24","11.54","1,486","78","5.25"
"11090  :  โรงพยาบาลกุดบาก","383","36","9.40","5","1","20.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","4","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","19","1","5.26","1,683","289","17.17"
"11093  :  โรงพยาบาลวาริชภูมิ","241","23","9.54","4","1","25.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","76","2","2.63"
"11095  :  โรงพยาบาลวานรนิวาส","13","0","0.00","1,775","242","13.63"
"11096  :  โรงพยาบาลคำตากล้า","3","0","0.00","1,477","143","9.68"
"11097  :  โรงพยาบาลบ้านม่วง","1","1","100.00","142","14","9.86"
"11098  :  โรงพยาบาลอากาศอำนวย","9","0","0.00","774","96","12.40"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00","1,189","100","8.41"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","866","117","13.51"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","9","0","0.00","2","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","125","12","9.60","1,120","119","10.63"
"11103  :  โรงพยาบาลโพนนาแก้ว","110","16","14.55","286","18","6.29"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","21","0","0.00","3,153","391","12.40"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","19","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1","0","0.00","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","0","0","0.00","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","509","61","11.98","40","2","5.00"
"11106  :  โรงพยาบาลบ้านแพง","4","0","0.00","1,561","242","15.50"
"11107  :  โรงพยาบาลนาทม","2","0","0.00","279","19","6.81"
"11108  :  โรงพยาบาลเรณูนคร","465","90","19.35","1,130","193","17.08"
"11109  :  โรงพยาบาลนาแก","1","0","0.00","30","2","6.67"
"11110  :  โรงพยาบาลศรีสงคราม","3","0","0.00","1,542","202","13.10"
"11111  :  โรงพยาบาลนาหว้า","15","0","0.00","210","2","0.95"
"11112  :  โรงพยาบาลโพนสวรรค์","11","0","0.00","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","0","0","0.00","18","1","5.56"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00","314","26","8.28"
