"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2563 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2564 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2564 (A-B)/A*100"
"10857  :  โรงพยาบาลกบินทร์บุรี","187","200","182","192","207","707","335","382","-11","-254","-84","-99"
"10858  :  โรงพยาบาลนาดี","232","247","178","123","69","72","38","69","70","71","79","44"
"10859  :  โรงพยาบาลบ้านสร้าง","188","166","151","132","154","141","102","100","18","15","32","24"
"10860  :  โรงพยาบาลประจันตคาม","13","9","9","15","5","11","13","111","62","-22","-44","-640"
"10861  :  โรงพยาบาลศรีมหาโพธิ","96","85","78","88","87","86","26","2","9","-1","67","98"
"10862  :  โรงพยาบาลศรีมโหสถ","81","62","66","24","0","0","0","0","100","100","100","100"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","2","1","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","6","6","1","1","11","3","2","5","-83","50","-100","-400"
"10863  :  โรงพยาบาลปากพลี","99","49","17","33","76","43","23","22","23","12","-35","33"
"10864  :  โรงพยาบาลบ้านนา","152","98","73","99","199","95","54","44","-31","3","26","56"
"10865  :  โรงพยาบาลองครักษ์","200","75","44","53","185","70","51","31","8","7","-16","42"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","2","4","25","141","150","200","140","118","-7,400","-4,900","-460","16"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","535","399","261","319","449","347","186","207","16","13","29","35"
"10866  :  โรงพยาบาลคลองหาด","8","11","3","4","9","4","1","0","-13","64","67","100"
"10867  :  โรงพยาบาลตาพระยา","92","36","14","40","86","24","22","14","7","33","-57","65"
"10868  :  โรงพยาบาลวังน้ำเย็น","113","34","13","38","85","22","7","1","25","35","46","97"
"10869  :  โรงพยาบาลวัฒนานคร","162","54","25","36","171","60","18","21","-6","-11","28","42"
"10870  :  โรงพยาบาลอรัญประเทศ","352","106","81","187","328","159","92","88","7","-50","-14","53"
"13817  :  โรงพยาบาลเขาฉกรรจ์","56","19","9","12","34","19","2","9","39","0","78","25"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","1","0","0","0","0","0","0","0","100","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","5","2","3","5","2","2","0","1","60","0","100","80"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","5","8","1","2","3","0","0","2","40","100","100","0"
"10873  :  โรงพยาบาลคง","51","28","8","21","49","18","4","18","4","36","50","14"
"10874  :  โรงพยาบาลบ้านเหลื่อม","10","1","1","2","6","3","1","3","40","-200","0","-50"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","2","3","2","2","10","13","8","8","-400","-333","-300","-300"
"10878  :  โรงพยาบาลโนนไทย","3","1","3","5","0","3","5","3","100","-200","-67","40"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","4","5","2","3","1","2","0","0","75","60","100","100"
"10884  :  โรงพยาบาลพิมาย","24","0","8","14","8","6","6","2","67","0","25","86"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","0","1","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","14","17","17","10","13","11","4","9","7","35","76","10"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1","3","3","5","3","6","3","3","-200","-100","0","40"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1","0","0","0","0","0","1","0","100","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","4","5","9","3","10","11","7","7","-150","-120","22","-133"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","6","1","2","5","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","10","3","4","3","4","0","0","1","60","100","100","67"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","15","14","12","7","14","19","6","10","7","-36","50","-43"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","84","84","55","77","93","67","44","40","-11","20","20","48"
"10906  :  โรงพยาบาลปะคำ","7","14","4","8","8","9","4","4","-14","36","0","50"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","2","2","1","2","3","1","1","0","-50","50","0","100"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","16","11","17","12","13","7","5","1","19","36","71","92"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","144","113","83","76","24","23","23","19","83","80","72","75"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","0","1","1","2","0","0","0","2","0","100","100","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","1","0","0","0","0","0","1","0","100","0","0"
"10921  :  โรงพยาบาลสนม","0","0","1","0","0","0","1","1","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","4","3","2","3","2","4","1","1","50","-33","50","67"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","1","0","0","3","0","0","0","0","100"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1","1","0","1","1","0","0","0","0","100","0","100"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","163","191","129","155","187","154","108","96","-15","19","16","38"
"10927  :  โรงพยาบาลยางชุมน้อย","8","10","5","8","7","5","6","2","13","50","-20","75"
"10928  :  โรงพยาบาลกันทรารมย์","11","8","5","9","15","9","5","2","-36","-13","0","78"
"10929  :  โรงพยาบาลกันทรลักษ์","33","18","16","20","29","24","20","8","12","-33","-25","60"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","1","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","2","2","2","0","5","0","0","0","-150","100","100","0"
"10932  :  โรงพยาบาลปรางค์กู่","8","8","11","7","5","3","11","10","38","63","0","-43"
"10933  :  โรงพยาบาลขุนหาญ","13","10","9","9","14","7","7","11","-8","30","22","-22"
"10934  :  โรงพยาบาลราษีไศล","4","7","15","3","13","10","8","12","-225","-43","47","-300"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","71","52","38","37","103","55","44","18","-45","-6","-16","51"
"10936  :  โรงพยาบาลบึงบูรพ์","38","31","23","33","30","29","26","22","21","6","-13","33"
"10937  :  โรงพยาบาลห้วยทับทัน","11","13","8","5","7","10","4","8","36","23","50","-60"
"10938  :  โรงพยาบาลโนนคูณ","5","5","4","3","6","5","1","2","-20","0","75","33"
"10939  :  โรงพยาบาลศรีรัตนะ","27","11","7","12","9","9","7","13","67","18","0","-8"
"10940  :  โรงพยาบาลวังหิน","21","19","9","11","18","10","6","3","14","47","33","73"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","9","9","3","7","4","4","1","2","56","56","67","71"
"10942  :  โรงพยาบาลภูสิงห์","19","10","5","7","24","10","7","3","-26","0","-40","57"
"10943  :  โรงพยาบาลเมืองจันทร์","4","6","6","2","6","3","2","1","-50","50","67","50"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","8","10","3","4","3","14","4","0","63","-40","-33","100"
"28014  :  โรงพยาบาลพยุห์","11","8","9","7","12","9","6","2","-9","-13","33","71"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2","5","0","2","4","2","3","1","-100","60","0","50"
"28016  :  โรงพยาบาลศิลาลาด","2","0","1","0","1","1","1","0","50","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","32","41","5","8","11","7","3","6","66","83","40","25"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5","0","1","0","0","1","0","0","100","0","100","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","1","0","0","0","1","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","1","2","0","0","0","0","0","2","100","100","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1","3","0","0","0","0","3","0","100","100","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","6","3","2","0","0","0","0","1","100","100","100","0"
"10950  :  โรงพยาบาลบุณฑริก","1","0","0","0","0","1","0","0","100","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","2","4","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","1","0","0","0","0","0","0","0","100","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1","1","0","0","0","0","1","0","100","100","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","4","1","0","0","18","18","16","7","-350","-1,700","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","4","2","2","2","1","2","1","1","75","0","50","50"
"10957  :  โรงพยาบาลตาลสุม","1","0","0","0","0","0","0","0","100","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","0","3","1","0","1","0","0","0","0","100","100","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","1","1","0","0","0","0","0","0","100"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","3","3","3","7","5","5","3","0","-67","-67","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","1","2","3","1","0","0","0","0","100","100"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1","0","0","1","0","0","0","0","100","0","0","100"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","2","1","3","7","14","4","5","0","-600","-300","-67"
"24032  :  โรงพยาบาลนาตาล","0","0","1","0","0","0","0","0","0","0","100","0"
"24821  :  โรงพยาบาลนาเยีย","0","3","0","0","0","0","0","0","0","100","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","1","0","0","0","0","2","2","0","100","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1","1","0","1","0","1","0","1","100","0","0","0"
"10701  :  โรงพยาบาลยโสธร","31","15","27","31","31","20","11","22","0","-33","59","29"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","1","0","1","0","0","0","0","0","100"
"10964  :  โรงพยาบาลกุดชุม","1","0","0","3","1","0","0","6","0","0","0","-100"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4","0","1","1","4","0","0","0","0","0","100","100"
"10966  :  โรงพยาบาลป่าติ้ว","1","3","2","0","1","1","0","0","0","67","100","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","1","0","0","0","1","1","3","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","0","1","1","0","3","1","0","1","0","0","100","0"
"10969  :  โรงพยาบาลไทยเจริญ","2","0","0","0","0","0","0","0","100","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","29","27","14","22","13","15","14","13","55","44","0","41"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","38","28","22","36","47","41","58","43","-24","-46","-164","-19"
"10970  :  โรงพยาบาลบ้านเขว้า","55","53","47","30","47","33","30","22","15","38","36","27"
"10971  :  โรงพยาบาลคอนสวรรค์","280","264","187","242","224","226","176","180","20","14","6","26"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","122","147","97","67","124","118","88","40","-2","20","9","40"
"10974  :  โรงพยาบาลจัตุรัส","105","88","55","88","102","66","52","42","3","25","5","52"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1","1","3","6","22","24","13","4","-2,100","-2,300","-333","33"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","1","1","1","0","0","0","0","0","100","100","100"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","190","182","129","179","177","189","97","101","7","-4","25","44"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","305","296","235","188","198","178","159","161","35","40","32","14"
"10981  :  โรงพยาบาลคอนสาร","12","8","12","7","11","30","5","3","8","-275","58","57"
"10982  :  โรงพยาบาลภักดีชุมพล","32","26","16","17","25","14","14","9","22","46","13","47"
"10983  :  โรงพยาบาลเนินสง่า","7","16","3","14","5","7","6","15","29","56","-100","-7"
"10703  :  โรงพยาบาลอำนาจเจริญ","111","75","33","91","128","47","44","38","-15","37","-33","58"
"10985  :  โรงพยาบาลชานุมาน","1","0","0","1","5","1","1","0","-400","0","0","100"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","1","0","0","0","0","0","0","0","100","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","2","4","0","2","0","0","0","0","100","100","0","100"
"10989  :  โรงพยาบาลหัวตะพาน","23","11","5","4","0","0","1","0","100","100","80","100"
"10990  :  โรงพยาบาลลืออำนาจ","14","8","3","5","16","3","0","1","-14","63","100","80"
"11040  :  โรงพยาบาลบึงกาฬ","94","114","88","90","78","105","50","55","17","8","43","39"
"11041  :  โรงพยาบาลพรเจริญ","42","35","26","36","28","37","15","23","33","-6","42","36"
"11043  :  โรงพยาบาลโซ่พิสัย","23","27","27","37","46","40","18","13","-100","-48","33","65"
"11046  :  โรงพยาบาลเซกา","81","79","47","61","48","55","37","38","41","30","21","38"
"11047  :  โรงพยาบาลปากคาด","0","3","6","1","1","1","7","5","0","67","-17","-400"
"11048  :  โรงพยาบาลบึงโขงหลง","37","44","37","16","12","18","13","7","68","59","65","56"
"11049  :  โรงพยาบาลศรีวิไล","59","60","27","57","33","46","22","29","44","23","19","49"
"11050  :  โรงพยาบาลบุ่งคล้า","18","11","8","8","8","11","5","3","56","0","38","63"
"10704  :  โรงพยาบาลหนองบัวลำภู","164","106","69","67","81","104","37","53","51","2","46","21"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","1","43","56","25","23","35","0","0","-2,200","19"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","112","99","80","133","126","103","61","67","-13","-4","24","50"
"10995  :  โรงพยาบาลบ้านฝาง","0","1","1","1","1","2","4","1","0","-100","-300","0"
"10996  :  โรงพยาบาลพระยืน","2","3","3","4","0","1","0","0","100","67","100","100"
"10997  :  โรงพยาบาลหนองเรือ","1","0","0","0","1","1","0","3","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","1","2","4","3","5","4","0","1","-400","-100","100","67"
"10999  :  โรงพยาบาลสีชมพู","10","9","8","4","5","1","3","3","50","89","63","25"
"11000  :  โรงพยาบาลน้ำพอง","0","2","0","0","0","0","0","2","0","100","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","1","0","1","1","1","0","2","1","0","0","-100","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","1","0","0","0","1","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11004  :  โรงพยาบาลพล","4","4","0","2","5","3","3","0","-25","25","0","100"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0","1","0","0","1","0","0","0","0"
"11006  :  โรงพยาบาลแวงน้อย","0","0","2","2","1","0","1","0","0","0","50","100"
"11007  :  โรงพยาบาลหนองสองห้อง","7","6","3","2","3","4","4","1","57","33","-33","50"
"11008  :  โรงพยาบาลภูเวียง","1","2","1","1","2","0","0","0","-100","100","100","100"
"11009  :  โรงพยาบาลมัญจาคีรี","3","2","0","1","2","1","0","0","33","50","0","100"
"11010  :  โรงพยาบาลชนบท","5","2","1","0","1","1","0","1","80","50","100","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","15","2","4","8","5","4","8","6","67","-100","-100","25"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","1","0","1","2","0","0","0","0","100","0","100"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","1","1","3","0","0","1","1","0","100","0","67"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","4","1","1","3","0","5","0","1","100","-400","100","67"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","151","170","171","218","178","195","27","68","-18","-15","84","69"
"14132  :  โรงพยาบาลซำสูง","0","0","1","0","0","0","1","0","0","0","0","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","1","0","1","0","0","0","0","0","100","0","100","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","28","20","17","20","21","20","17","19","25","0","0","5"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","22","23","27","33","27","25","19","19","-23","-9","30","42"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","1","0","0","1","4","6","8","7","-300","0","0","-600"
"11021  :  โรงพยาบาลศรีธาตุ","37","28","22","30","28","33","30","16","24","-18","-36","47"
"11022  :  โรงพยาบาลวังสามหมอ","0","2","0","2","2","2","0","4","0","0","0","-100"
"11023  :  โรงพยาบาลบ้านผือ","2","5","4","2","3","2","4","0","-50","60","0","100"
"11024  :  โรงพยาบาลน้ำโสม","39","45","30","37","31","30","19","22","21","33","37","41"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","11","11","9","11","11","9","8","9","0","18","11","18"
"11027  :  โรงพยาบาลหนองแสง","12","15","9","16","17","15","8","4","-42","0","11","75"
"11028  :  โรงพยาบาลนายูง","11","4","2","3","8","5","2","2","27","-25","0","33"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","11","12","9","10","14","12","10","5","-27","0","-11","50"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1","0","0","0","0","0","2","5","100","0","0","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","3","1","2","2","0","0","0","0","100","100","100","100"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","9","9","5","7","7","11","7","5","22","-22","-40","29"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","3","5","9","8","11","14","10","13","-267","-180","-11","-63"
"10705  :  โรงพยาบาลเลย","952","706","515","534","480","434","308","355","50","39","40","34"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","1","2","0","2","2","2","2","0","-100","0","0","100"
"11032  :  โรงพยาบาลปากชม","42","39","33","23","37","34","19","28","12","13","42","-22"
"11033  :  โรงพยาบาลนาแห้ว","10","7","12","3","6","4","5","3","40","43","58","0"
"11034  :  โรงพยาบาลภูเรือ","37","37","29","17","20","21","9","12","46","43","69","29"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","6","5","2","9","7","7","10","19","-17","-40","-400","-111"
"11037  :  โรงพยาบาลภูกระดึง","3","2","1","0","6","1","0","1","-100","50","100","0"
