"โรงพยาบาล","ปีการศึกษา 2559 เทอม 2 ตค.-ธค.","ปีการศึกษา 2560 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"14161  :  โรงพยาบาลกองบิน กองบิน1","143","22","15.38","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","70","0","0.00","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","663","84","12.67","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","345","56","16.23","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","37","0","0.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","818","51","6.23","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1","1","100.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","1","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,137","165","14.51","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","1,504","202","13.43","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","2,353","283","12.03","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","2,311","106","4.59","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","5,288","794","15.02","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","947","103","10.88","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","2,781","409","14.71","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","1","0","0.00","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","511","24","4.70","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","665","106","15.94","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","1,017","135","13.27","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","1,095","108","9.86","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","505","44","8.71","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","745","86","11.54","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","378","40","10.58","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","710","96","13.52","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","1,231","127","10.32","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","589","64","10.87","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","858","89","10.37","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","161","17","10.56","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","586","12","2.05","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","155","19","12.26","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","3,440","378","10.99","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0.00","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","303","36","11.88","0","0","0.00"
"10921  :  โรงพยาบาลสนม","618","49","7.93","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,311","145","11.06","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","33","1","3.03","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","216","19","8.80","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","719","68","9.46","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1","0","0.00","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","439","31","7.06","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","448","38","8.48","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","260","19","7.31","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","2,666","375","14.07","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","563","80","14.21","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","2,008","253","12.60","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","6,485","765","11.80","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","493","46","9.33","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","2,183","132","6.05","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","1,043","90","8.63","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,834","158","8.62","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,184","164","13.85","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","2,974","321","10.79","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","732","106","14.48","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","1,258","101","8.03","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","899","91","10.12","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","690","53","7.68","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","1,271","141","11.09","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","872","60","6.88","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","1,744","156","8.94","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","392","45","11.48","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1,147","112","9.76","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","759","96","12.65","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","349","41","11.75","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","266","26","9.77","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,681","60","3.57","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0.00","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","12","4","33.33","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","735","79","10.75","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","2","0","0.00","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1","0","0.00","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,025","330","16.30","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","342","21","6.14","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,403","131","9.34","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","563","45","7.99","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","76","0","0.00","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1","0","0.00","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","375","42","11.20","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,995","403","20.20","0","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","458","80","17.47","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0.00","0","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","674","107","15.88","0","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","304","41","13.49","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","215","32","14.88","0","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","40","1","2.50","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","489","72","14.72","0","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","1,529","316","20.67","0","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,261","206","16.34","0","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0.00","0","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","141","12","8.51","0","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,090","214","19.63","0","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","73","0","0.00","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0.00","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","237","21","8.86","0","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","30","1","3.33","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","252","51","20.24","0","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","550","89","16.18","0","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0.00","0","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","21","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","13","0","0.00","0","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,807","85","4.70","0","0","0.00"
"10987  :  โรงพยาบาลพนา","114","10","8.77","0","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","826","77","9.32","0","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","1","0","0.00","0","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","49","1","2.04","0","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","238","30","12.61","0","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,088","135","12.41","0","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,145","226","10.54","0","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","18","0","0.00","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","11","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1","0","0.00","0","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","922","128","13.88","0","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","429","50","11.66","0","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0.00","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","106","2","1.89","0","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","76","3","3.95","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","132","20","15.15","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","2,120","306","14.43","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","3","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","60","0","0.00","0","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","99","1","1.01","0","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","21","1","4.76","0","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","19","0","0.00","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","106","8","7.55","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","1,548","192","12.40","0","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","3,337","537","16.09","0","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","1,774","249","14.04","0","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","191","29","15.18","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","733","93","12.69","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","2","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","8","0","0.00","0","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","49","2","4.08","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,171","291","13.40","0","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","4","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","6,741","1,124","16.67","0","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","1,071","137","12.79","0","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,156","144","12.46","0","0","0.00"
"11032  :  โรงพยาบาลปากชม","0","0","0.00","0","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","323","33","10.22","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","928","164","17.67","0","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","571","73","12.78","0","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,704","318","18.66","0","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","13","0","0.00","0","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","4","0","0.00","0","0","0.00"
"11039  :  โรงพยาบาลผาขาว","838","86","10.26","0","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,435","223","15.54","0","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","800","96","12.00","0","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1","0","0.00","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","4,043","851","21.05","0","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","0","0","0.00","0","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,528","301","19.70","0","0","0.00"
"11045  :  โรงพยาบาลสังคม","376","68","18.09","0","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,903","356","18.71","0","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","1,132","15","1.33","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","4","0","0.00","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","27","2","7.41","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","458","38","8.30","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","30","2","6.67","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","2,327","382","16.42","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","295","44","14.92","0","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","23","0","0.00","0","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","1,116","140","12.54","0","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","2,105","357","16.96","0","0","0.00"
"11055  :  โรงพยาบาลบรบือ","2,937","482","16.41","0","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","733","61","8.32","0","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","3,178","557","17.53","0","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","3,424","581","16.97","0","0","0.00"
"11059  :  โรงพยาบาลนาดูน","125","25","20.00","0","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","430","52","12.09","0","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","1","0","0.00","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","176","2","1.14","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","2,273","364","16.01","0","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","18","0","0.00","0","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,706","314","18.41","0","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","458","51","11.14","0","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","67","6","8.96","0","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","556","41","7.37","0","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","81","9","11.11","0","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","913","137","15.01","0","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","3,695","554","14.99","0","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","2,063","280","13.57","0","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","387","66","17.05","0","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","429","44","10.26","0","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","46","0","0.00","0","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","7","0","0.00","0","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","407","32","7.86","0","0","0.00"
"11076  :  โรงพยาบาลจังหาร","415","44","10.60","0","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","17","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","63","6","9.52","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","5","0","0.00","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","1","0","0.00","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","285","36","12.63","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","4","1","25.00","0","0","0.00"
"11077  :  โรงพยาบาลนามน","904","92","10.18","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","2,080","314","15.10","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","0","0","0.00","0","0","0.00"
"11080  :  โรงพยาบาลเขาวง","1,042","133","12.76","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","107","2","1.87","0","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","1,933","208","10.76","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","55","11","20.00","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","1,013","134","13.23","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","984","65","6.61","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","1,932","276","14.29","0","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","3,058","448","14.65","0","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,192","155","13.00","0","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2,225","367","16.49","0","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","29","0","0.00","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","300","38","12.67","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","455","45","9.89","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","91","4","4.40","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","54","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,602","118","7.37","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","275","18","6.55","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","32","3","9.38","0","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","90","0","0.00","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","49","1","2.04","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","242","27","11.16","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","142","1","0.70","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","0","0","0.00","0","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","74","0","0.00","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","948","71","7.49","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","46","0","0.00","0","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","1,068","108","10.11","0","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","6","0","0.00","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","255","1","0.39","0","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1","0","0.00","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","0","0","0.00","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","6","0","0.00","0","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","7","0","0.00","0","0","0.00"
"11107  :  โรงพยาบาลนาทม","4","0","0.00","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","659","117","17.75","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","1","0","0.00","0","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","1,896","240","12.66","0","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","38","0","0.00","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","0","0","0.00","0","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","4","0","0.00","0","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","3","2","66.67","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","540","76","14.07","0","0","0.00"
