"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2556 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2557 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2557 (A-B)/A*100"
"10857  :  โรงพยาบาลกบินทร์บุรี","15","22","14","23","8","12","43","13","47","45","-207","43"
"10858  :  โรงพยาบาลนาดี","2","2","2","2","3","4","7","4","-50","-100","-250","-100"
"10859  :  โรงพยาบาลบ้านสร้าง","121","140","128","139","160","162","143","159","-32","-16","-12","-14"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0","0","0","1","1","89","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","1","1","2","0","0","0","0","28","100","100","100","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","1","0","0","7","4","9","19","0","-300","0","0"
"10698  :  โรงพยาบาลนครนายก","0","0","0","0","245","235","57","56","0","0","0","0"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","81","50","38","40","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","0","0","0","0","196","153","126","127","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","161","84","0","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","3","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","77","55","48","51","50","55","53","47","35","0","-10","8"
"10866  :  โรงพยาบาลคลองหาด","2","1","0","0","78","65","60","53","-3,800","-6,400","0","0"
"10867  :  โรงพยาบาลตาพระยา","7","370","16","16","11","7","3","13","-57","98","81","19"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","0","0","0","0","0","0","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0","0","0","1","1","0","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0","3","284","125","132","142","0","0","0","-4,633"
"13817  :  โรงพยาบาลเขาฉกรรจ์","73","49","26","43","80","36","28","35","-10","27","-8","19"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","3","1","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","1","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0","15","5","6","3","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","20","3","1","5","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","53","0","1","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","1","1","2","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","37","14","0","1","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","9","0","0","1","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","50","18","6","2","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","18","15","22","18","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0","34","7","2","7","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0","0","19","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","1","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","3","11","14","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","4","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","20","16","0","4","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","45","3","2","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","35","18","40","33","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","3","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","5","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","1","0","1","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","4","2","3","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","1","0","4","1","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","10","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","2","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","2","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","3","5","3","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","1","1","4","6","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","4","4","0","1","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","6","5","3","1","0","3","1","0","100","40","67","100"
"10895  :  โรงพยาบาลคูเมือง","46","52","24","13","65","71","72","56","-41","-37","-200","-331"
"10896  :  โรงพยาบาลกระสัง","78","45","52","0","8","8","8","6","90","82","85","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","7","23","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","50","60","49","28","1","25","13","4","98","58","73","86"
"10899  :  โรงพยาบาลละหานทราย","0","0","14","16","0","1","1","16","0","0","93","0"
"10900  :  โรงพยาบาลประโคนชัย","71","77","72","0","93","69","64","54","-31","10","11","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","19","0","2","2","1","0","0","0","95","0"
"10902  :  โรงพยาบาลพุทไธสง","27","2","55","47","0","0","0","0","100","100","100","100"
"10904  :  โรงพยาบาลลำปลายมาศ","148","0","81","0","1","1","15","0","99","0","81","0"
"10905  :  โรงพยาบาลสตึก","0","0","0","55","75","79","78","88","0","0","0","-60"
"10906  :  โรงพยาบาลปะคำ","35","20","42","33","0","10","18","0","100","50","57","100"
"10907  :  โรงพยาบาลนาโพธิ์","41","48","25","17","0","0","0","0","100","100","100","100"
"10908  :  โรงพยาบาลหนองหงส์","33","0","7","0","30","36","35","20","9","0","-400","0"
"10909  :  โรงพยาบาลพลับพลาชัย","7","0","10","15","0","0","0","0","100","0","100","100"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","7","19","16","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","1","1","2","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","1","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","21","34","22","8","0","0","0","0","100","100","100","100"
"10914  :  โรงพยาบาลโนนดินแดง","1","1","2","3","13","9","17","6","-1,200","-800","-750","-100"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","35","33","21","5","0","0","1","0","100","100","95","100"
"23578  :  โรงพยาบาลแคนดง","3","0","8","0","0","5","3","3","100","0","63","0"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","20","45","38","266","561","650","544","547","-2,705","-1,344","-1,332","-106"
"10915  :  โรงพยาบาลชุมพลบุรี","1","2","3","1","1","2","2","3","0","0","33","-200"
"10916  :  โรงพยาบาลท่าตูม","0","0","2","0","0","0","0","0","0","0","100","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","2","7","0","0","0","2","0","2","100","71","0","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","5","1","19","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1","0","0","8","0","0","0","0","100","0","0","100"
"10921  :  โรงพยาบาลสนม","0","0","1","1","1","0","0","66","0","0","100","-6,500"
"10922  :  โรงพยาบาลศีขรภูมิ","4","0","1","2","1","1","3","1","75","0","-200","50"
"10923  :  โรงพยาบาลสังขะ","1","0","0","0","2","124","175","1","-100","0","0","0"
"10924  :  โรงพยาบาลลำดวน","0","1","0","1","0","0","0","0","0","100","0","100"
"10925  :  โรงพยาบาลสำโรงทาบ","14","10","10","7","13","15","15","12","7","-50","-50","-71"
"10926  :  โรงพยาบาลบัวเชด","1","0","1","1","2","0","0","2","-100","0","100","-100"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","1","0","0","0","0","1","100","0","100","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2","0","0","0","0","0","1","1","100","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0","0","1","2","146","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","1","0","0","1","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","1","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","3","7","182","278","351","348","355","288","-11,600","-4,871","-95","-4"
"10927  :  โรงพยาบาลยางชุมน้อย","24","27","33","29","23","24","20","18","4","11","39","38"
"10928  :  โรงพยาบาลกันทรารมย์","0","0","31","5","55","43","33","27","0","0","-6","-440"
"10929  :  โรงพยาบาลกันทรลักษ์","1","0","7","22","65","29","17","13","-6,400","0","-143","41"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","0","0","1","3","7","8","3","3","0","0","-200","0"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0","0","23","13","15","14","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","1","0","7","14","26","17","12","13","-2,500","0","-71","7"
"10934  :  โรงพยาบาลราษีไศล","3","6","4","4","5","4","8","6","-67","33","-100","-50"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","57","65","78","72","75","76","72","55","-32","-17","8","24"
"10936  :  โรงพยาบาลบึงบูรพ์","42","30","35","45","45","41","39","36","-7","-37","-11","20"
"10937  :  โรงพยาบาลห้วยทับทัน","29","18","16","11","8","12","13","22","72","33","19","-100"
"10938  :  โรงพยาบาลโนนคูณ","12","5","11","4","14","8","6","6","-17","-60","45","-50"
"10939  :  โรงพยาบาลศรีรัตนะ","11","9","17","9","23","22","20","13","-109","-144","-18","-44"
"10940  :  โรงพยาบาลวังหิน","0","0","0","8","19","19","21","14","0","0","0","-75"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","20","9","10","8","22","12","6","4","-10","-33","40","50"
"10942  :  โรงพยาบาลภูสิงห์","7","8","10","11","12","6","8","4","-71","25","20","64"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","1","2","0","1","1","1","0","0","0","50"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","23","6","14","8","12","10","5","8","48","-67","64","0"
"28014  :  โรงพยาบาลพยุห์","0","0","0","0","1","5","4","5","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","2","8","4","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","50","52","45","47","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","0","0","0","0","0","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0","0","0","0","0","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","5","3","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0","0","1","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","356","238","183","247","181","94","0","0","49","61","100","100"
"10963  :  โรงพยาบาลทรายมูล","1","3","4","0","2","6","0","0","-100","-100","100","0"
"10964  :  โรงพยาบาลกุดชุม","3","1","3","2","3","3","1","8","0","-200","67","-300"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1","1","4","1","0","0","0","0","100","100","100","100"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","1","1","2","1","0","0","0","0","100","100"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","6","2","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","3","2","0","1","0","0","1","4","100","100","0","-300"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","9","5","3","1","0","0","0","0","100","100","100","100"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","6","138","58","7","205","95","0","0","-3,317","31"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","29","11","0","0","0","0","0","0","100","100"
"10971  :  โรงพยาบาลคอนสวรรค์","2","2","3","3","2","3","1","2","0","-50","67","33"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1","195","547","562","0","0","3","0","100","100","99","100"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0","0","0","0","1","6","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","117","37","18","13","41","31","19","41","65","16","-6","-215"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","2","1","0","0","0","0","0","0","100","100","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","1","1","2","0","1","0","0","2","0","100","100","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","4","5","8","7","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","16","22","9","0","2","1","0","0","88","95","100"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","2","0","1","13","2","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","4","18","7","15","0","0","0","0","100","100","100","100"
"10981  :  โรงพยาบาลคอนสาร","0","0","1","2","2","3","10","3","0","0","-900","-50"
"10982  :  โรงพยาบาลภักดีชุมพล","3","20","22","24","37","18","15","16","-1,133","10","32","33"
"10983  :  โรงพยาบาลเนินสง่า","25","17","19","10","29","34","33","18","-16","-100","-74","-80"
"10703  :  โรงพยาบาลอำนาจเจริญ","4","4","5","49","174","89","43","9","-4,250","-2,125","-760","82"
"10985  :  โรงพยาบาลชานุมาน","1","0","0","1","1","0","0","2","0","0","0","-100"
"10986  :  โรงพยาบาลปทุมราชวงศา","10","8","13","0","0","0","0","0","100","100","100","0"
"10987  :  โรงพยาบาลพนา","23","9","5","0","0","0","0","0","100","100","100","0"
"10988  :  โรงพยาบาลเสนางคนิคม","24","6","8","0","0","0","2","0","100","100","75","0"
"10989  :  โรงพยาบาลหัวตะพาน","54","23","13","16","58","12","17","17","-7","48","-31","-6"
"10990  :  โรงพยาบาลลืออำนาจ","28","4","6","0","0","0","0","0","100","100","100","0"
"11040  :  โรงพยาบาลบึงกาฬ","0","186","153","161","134","130","0","0","0","30","100","100"
"11041  :  โรงพยาบาลพรเจริญ","0","0","0","0","0","68","67","62","0","0","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","89","101","80","72","0","0","70","86","100","100","13","-19"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","122","0","0","0","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","0","0","0","0","5","2","5","8","0","0","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","62","69","0","0","77","73","89","70","-24","-6","0","0"
"11049  :  โรงพยาบาลศรีวิไล","78","88","79","69","67","58","56","65","14","34","29","6"
"11050  :  โรงพยาบาลบุ่งคล้า","29","15","20","18","0","7","15","23","100","53","25","-28"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","6","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","50","20","52","3","4","19","11","0","92","5","79"
"10992  :  โรงพยาบาลโนนสัง","0","143","150","44","3","0","115","38","0","100","23","14"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","120","206","207","158","0","0","0","0","100"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","31","60","75","61","54","3","0","0","-74","95"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","24","43","36","42","47","44","0","0","-96","-2"
"10670  :  โรงพยาบาลขอนแก่น","151","103","221","139","0","0","0","0","100","100","100","100"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","1","0","5","0","0","0","0","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0","0","0","0","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","1","0","0","0","0","0","0","0","100","0"
"10998  :  โรงพยาบาลชุมแพ","8","10","2","4","0","0","0","0","100","100","100","100"
"10999  :  โรงพยาบาลสีชมพู","409","356","0","0","0","0","0","0","100","100","0","0"
"11000  :  โรงพยาบาลน้ำพอง","1","1","0","0","0","0","0","0","100","100","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","0","1","3","3","0","0","0","0","0","100","100","100"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","2","3","1","2","2","15","6","7","0","-400","-500","-250"
"11004  :  โรงพยาบาลพล","0","0","0","0","0","0","0","1","0","0","0","0"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","84","1","0","0","0","0","0","0","100","100"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0","2","0","1","3","0","0","0","0"
"11008  :  โรงพยาบาลภูเวียง","1","0","0","0","0","0","0","0","100","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","0","0","0","3","0","0","1","1","0","0","0","67"
"11010  :  โรงพยาบาลชนบท","2","1","0","42","0","0","0","0","100","100","0","100"
"11011  :  โรงพยาบาลเขาสวนกวาง","1","0","4","2","3","2","2","3","-200","0","50","-50"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0","0","0","0","0","0","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","2","0","0","0","0","1","0","0","100","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","1","0","0","5","1","0","0","0","0","0","0","100"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"14132  :  โรงพยาบาลซำสูง","1","2","1","3","1","1","1","0","0","50","0","100"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","5","5","6","8","2","2","6","5","60","60","0","38"
"11013  :  โรงพยาบาลกุดจับ","43","4","0","1","0","0","0","1","100","100","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","2","2","1","3","0","0","2","17","100","100","-100","-467"
"11015  :  โรงพยาบาลกุมภวาปี","158","100","0","0","1","0","0","0","99","100","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","8","4","3","3","0","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","68","45","62","76","92","69","81","65","-35","-53","-31","14"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","30","24","29","28","28","20","23","24","7","17","21","14"
"11020  :  โรงพยาบาลไชยวาน","35","28","0","0","0","0","0","1","100","100","0","0"
"11021  :  โรงพยาบาลศรีธาตุ","46","59","36","44","57","36","40","38","-24","39","-11","14"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0","0","74","0","0","4","0","0","0","0"
"11023  :  โรงพยาบาลบ้านผือ","69","40","26","18","35","26","21","12","49","35","19","33"
"11024  :  โรงพยาบาลน้ำโสม","43","38","50","57","57","58","46","50","-33","-53","8","12"
"11025  :  โรงพยาบาลเพ็ญ","63","45","0","0","0","0","0","0","100","100","0","0"
"11026  :  โรงพยาบาลสร้างคอม","14","12","22","10","25","18","10","5","-79","-50","55","50"
"11027  :  โรงพยาบาลหนองแสง","20","15","16","16","16","16","9","19","20","-7","44","-19"
"11028  :  โรงพยาบาลนายูง","0","0","0","0","0","0","0","0","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","10","13","13","6","11","4","0","0","-10","69","100","100"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","89","99","97","60","96","95","74","49","-8","4","24","18"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0","0","0","14","0","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10705  :  โรงพยาบาลเลย","0","0","0","0","6","17","17","9","0","0","0","0"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","1","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11032  :  โรงพยาบาลปากชม","0","0","0","0","0","0","0","0","0","0","0","0"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0","0","0","0","1","1","0","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","0","0","0","0","0","0","0","0","0","0","0","0"
"11037  :  โรงพยาบาลภูกระดึง","0","0","0","0","2","0","3","0","0","0","0","0"
