"โรงพยาบาล","ปีการศึกษา 2557 เทอม 2 ตค.-ธค.","ปีการศึกษา 2558 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","53","6","11.32","882","94","10.66"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","14","1","7.14","623","81","13.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","64","10","15.63","375","35","9.33"
"27839  :  โรงพยาบาลบัวลาย","96","12","12.50","93","13","13.98"
"27840  :  โรงพยาบาลสีดา","14","1","7.14","523","71","13.58"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","3","0","0.00","56","2","3.57"
"10895  :  โรงพยาบาลคูเมือง","259","33","12.74","1,465","118","8.05"
"10896  :  โรงพยาบาลกระสัง","129","13","10.08","2,321","291","12.54"
"10897  :  โรงพยาบาลนางรอง","48","1","2.08","2","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","385","118","30.65","3,459","404","11.68"
"10899  :  โรงพยาบาลละหานทราย","49","2","4.08","762","108","14.17"
"10900  :  โรงพยาบาลประโคนชัย","308","48","15.58","5,442","714","13.12"
"10901  :  โรงพยาบาลบ้านกรวด","337","46","13.65","1,577","109","6.91"
"10902  :  โรงพยาบาลพุทไธสง","62","6","9.68","2,876","496","17.25"
"10904  :  โรงพยาบาลลำปลายมาศ","227","29","12.78","3,513","667","18.99"
"10905  :  โรงพยาบาลสตึก","2,041","288","14.11","1,366","131","9.59"
"10906  :  โรงพยาบาลปะคำ","80","9","11.25","590","36","6.10"
"10907  :  โรงพยาบาลนาโพธิ์","47","6","12.77","788","126","15.99"
"10908  :  โรงพยาบาลหนองหงส์","112","11","9.82","1,208","92","7.62"
"10909  :  โรงพยาบาลพลับพลาชัย","60","5","8.33","1,252","72","5.75"
"10910  :  โรงพยาบาลห้วยราช","428","43","10.05","26","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","1","0","0.00","694","79","11.38"
"10912  :  โรงพยาบาลชำนิ","134","15","11.19","372","37","9.95"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","89","2","2.25","815","117","14.36"
"10914  :  โรงพยาบาลโนนดินแดง","46","0","0.00","1,335","169","12.66"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","60","9","15.00","847","70","8.26"
"23578  :  โรงพยาบาลแคนดง","543","72","13.26","609","76","12.48"
"28020  :  โรงพยาบาลบ้านด่าน","54","6","11.11","1,132","82","7.24"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","5","0","0.00","863","71","8.23"
"10916  :  โรงพยาบาลท่าตูม","1,311","132","10.07","2,298","250","10.88"
"10917  :  โรงพยาบาลจอมพระ","3","0","0.00","2,284","294","12.87"
"10918  :  โรงพยาบาลปราสาท","35","0","0.00","1,891","203","10.74"
"10919  :  โรงพยาบาลกาบเชิง","1","0","0.00","1","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,465","180","12.29","27","1","3.70"
"10921  :  โรงพยาบาลสนม","10","0","0.00","458","33","7.21"
"10922  :  โรงพยาบาลศีขรภูมิ","2,423","205","8.46","1,255","101","8.05"
"10923  :  โรงพยาบาลสังขะ","0","0","0.00","582","74","12.71"
"10924  :  โรงพยาบาลลำดวน","128","11","8.59","701","64","9.13"
"10925  :  โรงพยาบาลสำโรงทาบ","4","0","0.00","473","40","8.46"
"10926  :  โรงพยาบาลบัวเชด","0","0","0.00","11","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","387","24","6.20","215","18","8.37"
"27842  :  โรงพยาบาลเขวาสินรินทร์","5","0","0.00","241","15","6.22"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","1","0","0.00","242","17","7.02"
"10700  :  โรงพยาบาลศรีสะเกษ","758","98","12.93","1,474","218","14.79"
"10927  :  โรงพยาบาลยางชุมน้อย","136","18","13.24","404","40","9.90"
"10928  :  โรงพยาบาลกันทรารมย์","438","45","10.27","1,270","183","14.41"
"10929  :  โรงพยาบาลกันทรลักษ์","1,229","107","8.71","1,946","168","8.63"
"10930  :  โรงพยาบาลขุขันธ์","6","0","0.00","1,108","93","8.39"
"10931  :  โรงพยาบาลไพรบึง","613","43","7.01","1,384","64","4.62"
"10932  :  โรงพยาบาลปรางค์กู่","468","34","7.26","1,191","104","8.73"
"10933  :  โรงพยาบาลขุนหาญ","565","54","9.56","780","80","10.26"
"10934  :  โรงพยาบาลราษีไศล","300","44","14.67","839","106","12.63"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","499","66","13.23","1,236","149","12.06"
"10936  :  โรงพยาบาลบึงบูรพ์","103","15","14.56","320","33","10.31"
"10937  :  โรงพยาบาลห้วยทับทัน","287","33","11.50","786","73","9.29"
"10938  :  โรงพยาบาลโนนคูณ","134","11","8.21","669","75","11.21"
"10939  :  โรงพยาบาลศรีรัตนะ","36","4","11.11","421","34","8.08"
"10940  :  โรงพยาบาลวังหิน","344","26","7.56","1,162","89","7.66"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","192","14","7.29","643","48","7.47"
"10942  :  โรงพยาบาลภูสิงห์","685","52","7.59","1,756","143","8.14"
"10943  :  โรงพยาบาลเมืองจันทร์","108","14","12.96","407","34","8.35"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","234","28","11.97","333","29","8.71"
"28014  :  โรงพยาบาลพยุห์","139","11","7.91","457","49","10.72"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","154","13","8.44","495","54","10.91"
"28016  :  โรงพยาบาลศิลาลาด","115","11","9.57","237","21","8.86"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","1","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","1","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00","22","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","5","0","0.00","389","19","4.88"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","76","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","6","0","0.00","87","4","4.60"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00","62","2","3.23"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00","77","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","504","57","11.31","622","73","11.74"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00","37","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00","11","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","34","1","2.94"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00","46","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00","31","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","723","47","6.50","4","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","422","67","15.88","954","143","14.99"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","13","0","0.00","4,215","792","18.79"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","2","0","0.00","1","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","19","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","190","22","11.58","2,364","355","15.02"
"10966  :  โรงพยาบาลป่าติ้ว","129","7","5.43","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","19","1","5.26","929","87","9.36"
"10968  :  โรงพยาบาลค้อวัง","295","35","11.86","213","33","15.49"
"10969  :  โรงพยาบาลไทยเจริญ","102","12","11.76","90","9","10.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","267","26","9.74","224","19","8.48"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00","229","24","10.48"
"10702  :  โรงพยาบาลชัยภูมิ","1","0","0.00","3,874","916","23.64"
"10970  :  โรงพยาบาลบ้านเขว้า","33","2","6.06","610","87","14.26"
"10971  :  โรงพยาบาลคอนสวรรค์","109","20","18.35","1,671","316","18.91"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","242","41","16.94","1,190","187","15.71"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0.00","1,798","215","11.96"
"10974  :  โรงพยาบาลจัตุรัส","13","1","7.69","1,471","155","10.54"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2","0","0.00","1,017","191","18.78"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0.00","60","1","1.67"
"10977  :  โรงพยาบาลเทพสถิต","1","0","0.00","458","41","8.95"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","17","0","0.00","5,354","881","16.45"
"10979  :  โรงพยาบาลบ้านแท่น","191","33","17.28","984","127","12.91"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","1,183","211","17.84"
"10981  :  โรงพยาบาลคอนสาร","59","6","10.17","370","73","19.73"
"10982  :  โรงพยาบาลภักดีชุมพล","0","0","0.00","486","56","11.52"
"10983  :  โรงพยาบาลเนินสง่า","3","0","0.00","516","61","11.82"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","0","0.00","1,821","306","16.80"
"10985  :  โรงพยาบาลชานุมาน","21","0","0.00","474","46","9.70"
"10986  :  โรงพยาบาลปทุมราชวงศา","629","22","3.50","1,163","139","11.95"
"10987  :  โรงพยาบาลพนา","86","13","15.12","644","87","13.51"
"10988  :  โรงพยาบาลเสนางคนิคม","129","16","12.40","685","68","9.93"
"10989  :  โรงพยาบาลหัวตะพาน","1","0","0.00","432","60","13.89"
"10990  :  โรงพยาบาลลืออำนาจ","1","0","0.00","37","1","2.70"
"11040  :  โรงพยาบาลบึงกาฬ","111","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","0","0","0.00","1,338","187","13.98"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","74","2","2.70","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","300","40","13.33","1,179","136","11.54"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","181","27","14.92","1,994","274","13.74"
"11050  :  โรงพยาบาลบุ่งคล้า","46","5","10.87","188","15","7.98"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","2","0","0.00","2","1","50.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","1","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","0","0","0.00","987","70","7.09"
"11000  :  โรงพยาบาลน้ำพอง","210","28","13.33","586","94","16.04"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0.00","147","13","8.84"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0.00","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","1,263","73","5.78","1,581","227","14.36"
"11009  :  โรงพยาบาลมัญจาคีรี","2","0","0.00","3","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","1","0","0.00","3","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","96","12","12.50","106","38","35.85"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","4","0","0.00","12","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","648","75","11.57","62","4","6.45"
"11015  :  โรงพยาบาลกุมภวาปี","804","167","20.77","2,922","540","18.48"
"11016  :  โรงพยาบาลห้วยเกิ้ง","301","47","15.61","15","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","4","0","0.00","1,515","188","12.41"
"11018  :  โรงพยาบาลหนองหาน","13","0","0.00","73","2","2.74"
"11019  :  โรงพยาบาลทุ่งฝน","54","5","9.26","1,120","160","14.29"
"11020  :  โรงพยาบาลไชยวาน","3","0","0.00","153","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","29","2","6.90","129","6","4.65"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","1,859","242","13.02"
"11023  :  โรงพยาบาลบ้านผือ","13","0","0.00","3,579","555","15.51"
"11024  :  โรงพยาบาลน้ำโสม","182","20","10.99","1,589","195","12.27"
"11025  :  โรงพยาบาลเพ็ญ","78","0","0.00","2,998","344","11.47"
"11026  :  โรงพยาบาลสร้างคอม","152","7","4.61","723","86","11.89"
"11027  :  โรงพยาบาลหนองแสง","404","53","13.12","914","82","8.97"
"11028  :  โรงพยาบาลนายูง","2","0","0.00","438","43","9.82"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","59","1","1.69","45","7","15.56"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","878","128","14.58","2,478","369","14.89"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1","0","0.00","28","6","21.43"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","95","5","5.26","101","6","5.94"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","31","4","12.90"
"10705  :  โรงพยาบาลเลย","844","135","16.00","5,749","862","14.99"
"11030  :  โรงพยาบาลนาด้วง","5","0","0.00","1,084","103","9.50"
"11031  :  โรงพยาบาลเชียงคาน","26","3","11.54","63","0","0.00"
"11032  :  โรงพยาบาลปากชม","0","0","0.00","26","3","11.54"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00","203","21","10.34"
"11034  :  โรงพยาบาลภูเรือ","131","29","22.14","643","110","17.11"
"11035  :  โรงพยาบาลท่าลี่","1","0","0.00","641","99","15.44"
"11036  :  โรงพยาบาลวังสะพุง","340","49","14.41","709","102","14.39"
"11037  :  โรงพยาบาลภูกระดึง","3","0","0.00","68","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","0","0","0.00","234","31","13.25"
"11039  :  โรงพยาบาลผาขาว","4","1","25.00","969","99","10.22"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","140","27","19.29","1,579","259","16.40"
"14133  :  โรงพยาบาลเอราวัณ","5","0","0.00","714","92","12.89"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","590","51","8.64","9","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","869","161","18.53","4,731","959","20.27"
"11042  :  โรงพยาบาลโพนพิสัย","0","0","0.00","538","40","7.43"
"11044  :  โรงพยาบาลศรีเชียงใหม่","182","38","20.88","1,580","280","17.72"
"11045  :  โรงพยาบาลสังคม","74","14","18.92","875","90","10.29"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","91","10","10.99","1,605","289","18.01"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00","3","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00","181","13","7.18"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","245","58","23.67"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00","37","2","5.41"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","65","2","3.08"
"10707  :  โรงพยาบาลมหาสารคาม","1,231","193","15.68","1,736","294","16.94"
"11051  :  โรงพยาบาลแกดำ","16","0","0.00","360","54","15.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","0","0.00","1,169","227","19.42"
"11053  :  โรงพยาบาลกันทรวิชัย","68","10","14.71","1,120","179","15.98"
"11054  :  โรงพยาบาลเชียงยืน","12","0","0.00","1,695","131","7.73"
"11055  :  โรงพยาบาลบรบือ","412","34","8.25","3,293","447","13.57"
"11056  :  โรงพยาบาลนาเชือก","11","0","0.00","767","123","16.04"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","993","98","9.87","2,531","401","15.84"
"11058  :  โรงพยาบาลวาปีปทุม","604","129","21.36","2,396","357","14.90"
"11059  :  โรงพยาบาลนาดูน","83","5","6.02","573","88","15.36"
"11060  :  โรงพยาบาลยางสีสุราช","3","0","0.00","517","42","8.12"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00","1,720","340","19.77"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","1","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","181","30","16.57","1,464","206","14.07"
"11062  :  โรงพยาบาลปทุมรัตต์","3","0","0.00","1,161","180","15.50"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","1,356","98","7.23","592","78","13.18"
"11064  :  โรงพยาบาลธวัชบุรี","78","4","5.13","287","26","9.06"
"11065  :  โรงพยาบาลพนมไพร","141","13","9.22","2,164","336","15.53"
"11066  :  โรงพยาบาลโพนทอง","7","0","0.00","10","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","470","61","12.98","616","71","11.53"
"11068  :  โรงพยาบาลหนองพอก","113","12","10.62","1,681","233","13.86"
"11069  :  โรงพยาบาลเสลภูมิ","1,159","175","15.10","2,429","298","12.27"
"11070  :  โรงพยาบาลสุวรรณภูมิ","14","1","7.14","1,758","258","14.68"
"11071  :  โรงพยาบาลเมืองสรวง","12","0","0.00","29","1","3.45"
"11072  :  โรงพยาบาลโพนทราย","262","36","13.74","460","63","13.70"
"11073  :  โรงพยาบาลอาจสามารถ","7","0","0.00","1,161","132","11.37"
"11074  :  โรงพยาบาลเมยวดี","1","0","0.00","894","116","12.98"
"11075  :  โรงพยาบาลศรีสมเด็จ","89","3","3.37","561","55","9.80"
"11076  :  โรงพยาบาลจังหาร","105","2","1.90","355","33","9.30"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","2","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","304","40","13.16","688","87","12.65"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","2","0","0.00","27","1","3.70"
"27989  :  โรงพยาบาลเชียงขวัญ","89","11","12.36","3","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","35","6","17.14","327","41","12.54"
"10709  :  โรงพยาบาลกาฬสินธุ์","1,964","311","15.84","533","81","15.20"
"11077  :  โรงพยาบาลนามน","483","52","10.77","557","59","10.59"
"11078  :  โรงพยาบาลกมลาไสย","115","9","7.83","2,255","349","15.48"
"11079  :  โรงพยาบาลร่องคำ","22","1","4.55","204","22","10.78"
"11080  :  โรงพยาบาลเขาวง","169","21","12.43","1,813","306","16.88"
"11081  :  โรงพยาบาลยางตลาด","174","5","2.87","506","50","9.88"
"11082  :  โรงพยาบาลห้วยเม็ก","408","66","16.18","1,854","220","11.87"
"11083  :  โรงพยาบาลสหัสขันธ์","293","44","15.02","461","74","16.05"
"11084  :  โรงพยาบาลคำม่วง","115","12","10.43","1,536","204","13.28"
"11085  :  โรงพยาบาลท่าคันโท","345","23","6.67","565","53","9.38"
"11086  :  โรงพยาบาลหนองกุงศรี","678","62","9.14","1,456","212","14.56"
"11087  :  โรงพยาบาลสมเด็จ","963","131","13.60","3,006","376","12.51"
"11088  :  โรงพยาบาลห้วยผึ้ง","64","5","7.81","1,308","144","11.01"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","51","5","9.80","2,463","348","14.13"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","32","0","0.00","259","29","11.20"
"28789  :  โรงพยาบาลฆ้องชัย","33","7","21.21","287","36","12.54"
"28790  :  โรงพยาบาลดอนจาน","8","0","0.00","296","28","9.46"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","207","1","0.48","43","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","143","12","8.39","1,603","123","7.67"
"11090  :  โรงพยาบาลกุดบาก","0","0","0.00","19","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","6","0","0.00","2,334","433","18.55"
"11093  :  โรงพยาบาลวาริชภูมิ","11","0","0.00","193","4","2.07"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","706","69","9.77"
"11095  :  โรงพยาบาลวานรนิวาส","17","0","0.00","1,065","52","4.88"
"11096  :  โรงพยาบาลคำตากล้า","286","12","4.20","1,355","106","7.82"
"11097  :  โรงพยาบาลบ้านม่วง","0","0","0.00","833","88","10.56"
"11098  :  โรงพยาบาลอากาศอำนวย","3","0","0.00","1,719","173","10.06"
"11099  :  โรงพยาบาลส่องดาว","428","31","7.24","739","24","3.25"
"11100  :  โรงพยาบาลเต่างอย","405","43","10.62","420","56","13.33"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","154","14","9.09","542","43","7.93"
"11102  :  โรงพยาบาลเจริญศิลป์","176","12","6.82","1,072","118","11.01"
"11103  :  โรงพยาบาลโพนนาแก้ว","50","6","12.00","382","27","7.07"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","69","0","0.00","1,691","190","11.24"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","7","0","0.00","2","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","50","1","2.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","0","0","0.00","1","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","5","0","0.00","1","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","2","0","0.00","392","54","13.78"
"11106  :  โรงพยาบาลบ้านแพง","1","0","0.00","1,000","124","12.40"
"11107  :  โรงพยาบาลนาทม","4","0","0.00","132","6","4.55"
"11108  :  โรงพยาบาลเรณูนคร","15","0","0.00","1,725","284","16.46"
"11109  :  โรงพยาบาลนาแก","3","0","0.00","629","111","17.65"
"11110  :  โรงพยาบาลศรีสงคราม","16","0","0.00","280","34","12.14"
"11111  :  โรงพยาบาลนาหว้า","476","21","4.41","1,327","95","7.16"
"11112  :  โรงพยาบาลโพนสวรรค์","0","0","0.00","290","18","6.21"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","4","0","0.00","1","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","0","0.00","57","0","0.00"
