"โรงพยาบาล","ปีการศึกษา 2556 เทอม 2 ตค.-ธค.","ปีการศึกษา 2557 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","37","1","2.70"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1","0","0.00","70","2","2.86"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2","0","0.00","380","40","10.53"
"27839  :  โรงพยาบาลบัวลาย","3","1","33.33","114","14","12.28"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","845","74","8.76"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","8","0","0.00","1,515","324","21.39"
"10895  :  โรงพยาบาลคูเมือง","458","43","9.39","1,057","116","10.97"
"10896  :  โรงพยาบาลกระสัง","268","17","6.34","2,302","304","13.21"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","567","48","8.47","2,020","315","15.59"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00","31","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","32","1","3.13","2,928","298","10.18"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","1,841","154","8.37"
"10902  :  โรงพยาบาลพุทไธสง","201","25","12.44","2,402","385","16.03"
"10904  :  โรงพยาบาลลำปลายมาศ","329","51","15.50","3,457","645","18.66"
"10905  :  โรงพยาบาลสตึก","23","0","0.00","2,487","312","12.55"
"10906  :  โรงพยาบาลปะคำ","6","0","0.00","786","65","8.27"
"10907  :  โรงพยาบาลนาโพธิ์","66","3","4.55","774","108","13.95"
"10908  :  โรงพยาบาลหนองหงส์","84","8","9.52","1,211","101","8.34"
"10909  :  โรงพยาบาลพลับพลาชัย","5","0","0.00","1,089","93","8.54"
"10910  :  โรงพยาบาลห้วยราช","1","0","0.00","199","10","5.03"
"10911  :  โรงพยาบาลโนนสุวรรณ","286","19","6.64","229","13","5.68"
"10912  :  โรงพยาบาลชำนิ","41","3","7.32","559","49","8.77"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","63","1","1.59","829","110","13.27"
"10914  :  โรงพยาบาลโนนดินแดง","168","19","11.31","1,492","172","11.53"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","421","38","9.03"
"23578  :  โรงพยาบาลแคนดง","150","15","10.00","1,091","138","12.65"
"28020  :  โรงพยาบาลบ้านด่าน","100","10","10.00","1,115","77","6.91"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0.00","630","71","11.27"
"10916  :  โรงพยาบาลท่าตูม","803","79","9.84","1,831","121","6.61"
"10917  :  โรงพยาบาลจอมพระ","276","19","6.88","188","4","2.13"
"10918  :  โรงพยาบาลปราสาท","1,654","208","12.58","63","3","4.76"
"10919  :  โรงพยาบาลกาบเชิง","252","9","3.57","125","7","5.60"
"10920  :  โรงพยาบาลรัตนบุรี","556","52","9.35","1,769","212","11.98"
"10921  :  โรงพยาบาลสนม","30","0","0.00","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,980","164","8.28","1,742","68","3.90"
"10923  :  โรงพยาบาลสังขะ","115","12","10.43","34","0","0.00"
"10924  :  โรงพยาบาลลำดวน","728","69","9.48","251","13","5.18"
"10925  :  โรงพยาบาลสำโรงทาบ","14","1","7.14","1","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","821","65","7.92","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","775","130","16.77"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","544","27","4.96","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","141","15","10.64","216","17","7.87"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","82","4","4.88","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","951","100","10.52","1,458","186","12.76"
"10927  :  โรงพยาบาลยางชุมน้อย","157","14","8.92","269","29","10.78"
"10928  :  โรงพยาบาลกันทรารมย์","993","126","12.69","1,544","174","11.27"
"10929  :  โรงพยาบาลกันทรลักษ์","856","79","9.23","1,355","107","7.90"
"10930  :  โรงพยาบาลขุขันธ์","20","0","0.00","532","47","8.83"
"10931  :  โรงพยาบาลไพรบึง","1,260","56","4.44","753","38","5.05"
"10932  :  โรงพยาบาลปรางค์กู่","422","32","7.58","1,397","145","10.38"
"10933  :  โรงพยาบาลขุนหาญ","762","60","7.87","1,124","95","8.45"
"10934  :  โรงพยาบาลราษีไศล","1,464","195","13.32","591","66","11.17"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","614","74","12.05","944","118","12.50"
"10936  :  โรงพยาบาลบึงบูรพ์","357","43","12.04","335","37","11.04"
"10937  :  โรงพยาบาลห้วยทับทัน","557","40","7.18","648","51","7.87"
"10938  :  โรงพยาบาลโนนคูณ","331","25","7.55","432","36","8.33"
"10939  :  โรงพยาบาลศรีรัตนะ","224","19","8.48","557","44","7.90"
"10940  :  โรงพยาบาลวังหิน","212","18","8.49","1,011","78","7.72"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","283","20","7.07","476","32","6.72"
"10942  :  โรงพยาบาลภูสิงห์","501","34","6.79","1,559","112","7.18"
"10943  :  โรงพยาบาลเมืองจันทร์","230","28","12.17","398","32","8.04"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","72","2","2.78","394","40","10.15"
"28014  :  โรงพยาบาลพยุห์","68","9","13.24","114","11","9.65"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","110","8","7.27","378","29","7.67"
"28016  :  โรงพยาบาลศิลาลาด","40","5","12.50","280","21","7.50"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","1","0","0.00","2","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","292","26","8.90","692","54","7.80"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0.00","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","270","28","10.37","938","110","11.73"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0.00","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","514","102","19.84","4,808","735","15.29"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","214","1","0.47","29","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","33","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","1","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","342","40","11.70","2,122","358","16.87"
"10966  :  โรงพยาบาลป่าติ้ว","42","5","11.90","296","34","11.49"
"10967  :  โรงพยาบาลมหาชนะชัย","543","63","11.60","442","85","19.23"
"10968  :  โรงพยาบาลค้อวัง","13","1","7.69","444","60","13.51"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","540","40","7.41","52","2","3.85"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","1","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00","114","8","7.02"
"10702  :  โรงพยาบาลชัยภูมิ","1","0","0.00","2,669","695","26.04"
"10970  :  โรงพยาบาลบ้านเขว้า","9","0","0.00","12","2","16.67"
"10971  :  โรงพยาบาลคอนสวรรค์","129","22","17.05","1,565","318","20.32"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","163","23","14.11","1,170","172","14.70"
"10973  :  โรงพยาบาลหนองบัวแดง","370","42","11.35","13","1","7.69"
"10974  :  โรงพยาบาลจัตุรัส","5","0","0.00","1,215","245","20.16"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","21","1","4.76","993","176","17.72"
"10976  :  โรงพยาบาลหนองบัวระเหว","10","0","0.00","9","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","26","0","0.00","291","22","7.56"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","23","2","8.70","4","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","6","0","0.00","958","109","11.38"
"10980  :  โรงพยาบาลแก้งคร้อ","233","32","13.73","1,542","307","19.91"
"10981  :  โรงพยาบาลคอนสาร","8","0","0.00","394","59","14.97"
"10982  :  โรงพยาบาลภักดีชุมพล","102","13","12.75","472","42","8.90"
"10983  :  โรงพยาบาลเนินสง่า","1","0","0.00","565","56","9.91"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,308","187","14.30","899","152","16.91"
"10985  :  โรงพยาบาลชานุมาน","60","3","5.00","560","38","6.79"
"10986  :  โรงพยาบาลปทุมราชวงศา","172","11","6.40","115","0","0.00"
"10987  :  โรงพยาบาลพนา","43","2","4.65","659","84","12.75"
"10988  :  โรงพยาบาลเสนางคนิคม","5","1","20.00","675","63","9.33"
"10989  :  โรงพยาบาลหัวตะพาน","0","0","0.00","183","23","12.57"
"10990  :  โรงพยาบาลลืออำนาจ","281","46","16.37","808","106","13.12"
"11040  :  โรงพยาบาลบึงกาฬ","362","66","18.23","639","75","11.74"
"11041  :  โรงพยาบาลพรเจริญ","0","0","0.00","1,605","181","11.28"
"11043  :  โรงพยาบาลโซ่พิสัย","28","0","0.00","436","2","0.46"
"11046  :  โรงพยาบาลเซกา","332","44","13.25","5","0","0.00"
"11047  :  โรงพยาบาลปากคาด","208","16","7.69","1,072","149","13.90"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2","0","0.00","1,628","203","12.47"
"11050  :  โรงพยาบาลบุ่งคล้า","45","2","4.44","166","12","7.23"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1","0","0.00","4","1","25.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","0","0","0.00","1,476","112","7.59"
"11000  :  โรงพยาบาลน้ำพอง","686","85","12.39","240","32","13.33"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0.00","0","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0.00","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","1,996","9","0.45"
"11009  :  โรงพยาบาลมัญจาคีรี","1","0","0.00","2","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","5","0","0.00","591","81","13.71"
"11014  :  โรงพยาบาลหนองวัวซอ","1,018","113","11.10","46","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","601","110","18.30","3,243","448","13.81"
"11016  :  โรงพยาบาลห้วยเกิ้ง","29","1","3.45","118","23","19.49"
"11017  :  โรงพยาบาลโนนสะอาด","244","13","5.33","0","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","6","0","0.00","144","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","98","11","11.22","1,177","156","13.25"
"11020  :  โรงพยาบาลไชยวาน","428","1","0.23","161","2","1.24"
"11021  :  โรงพยาบาลศรีธาตุ","86","2","2.33","39","2","5.13"
"11022  :  โรงพยาบาลวังสามหมอ","36","1","2.78","1,727","125","7.24"
"11023  :  โรงพยาบาลบ้านผือ","262","31","11.83","3,112","319","10.25"
"11024  :  โรงพยาบาลน้ำโสม","599","81","13.52","987","105","10.64"
"11025  :  โรงพยาบาลเพ็ญ","789","34","4.31","2,157","138","6.40"
"11026  :  โรงพยาบาลสร้างคอม","295","25","8.47","449","26","5.79"
"11027  :  โรงพยาบาลหนองแสง","814","62","7.62","98","0","0.00"
"11028  :  โรงพยาบาลนายูง","277","17","6.14","0","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","1","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","548","80","14.60","2,193","217","9.90"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","2,700","512","18.96","2,656","428","16.11"
"11030  :  โรงพยาบาลนาด้วง","95","8","8.42","907","87","9.59"
"11031  :  โรงพยาบาลเชียงคาน","34","0","0.00","102","1","0.98"
"11032  :  โรงพยาบาลปากชม","0","0","0.00","442","46","10.41"
"11033  :  โรงพยาบาลนาแห้ว","2","0","0.00","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","121","18","14.88","609","102","16.75"
"11035  :  โรงพยาบาลท่าลี่","2","0","0.00","804","118","14.68"
"11036  :  โรงพยาบาลวังสะพุง","22","1","4.55","26","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","0","0","0.00","3","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","1","0","0.00","2","0","0.00"
"11039  :  โรงพยาบาลผาขาว","12","0","0.00","212","13","6.13"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","146","23","15.75","1,436","212","14.76"
"14133  :  โรงพยาบาลเอราวัณ","6","1","16.67","604","81","13.41"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","19","0","0.00","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","1,862","364","19.55","2,330","402","17.25"
"11042  :  โรงพยาบาลโพนพิสัย","446","27","6.05","7","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","302","65","21.52","1,207","217","17.98"
"11045  :  โรงพยาบาลสังคม","160","21","13.13","739","108","14.61"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,907","332","17.41","637","101","15.86"
"14558  :  โรงพยาบาลพิสัยเวช","8","1","12.50","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","8","0","0.00","160","13","8.13"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","125","16","12.80","257","48","18.68"
"11052  :  โรงพยาบาลโกสุมพิสัย","0","0","0.00","743","113","15.21"
"11053  :  โรงพยาบาลกันทรวิชัย","690","66","9.57","205","20","9.76"
"11054  :  โรงพยาบาลเชียงยืน","277","32","11.55","1,711","243","14.20"
"11055  :  โรงพยาบาลบรบือ","2,912","332","11.40","72","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","1,684","152","9.03","881","133","15.10"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","101","22","21.78","3,289","313","9.52"
"11058  :  โรงพยาบาลวาปีปทุม","1,282","185","14.43","2,340","410","17.52"
"11059  :  โรงพยาบาลนาดูน","239","25","10.46","301","44","14.62"
"11060  :  โรงพยาบาลยางสีสุราช","22","1","4.55","439","47","10.71"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","67","19","28.36","1,926","499","25.91"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","1,515","181","11.95","1,051","129","12.27"
"11062  :  โรงพยาบาลปทุมรัตต์","15","0","0.00","130","1","0.77"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","262","26","9.92","1,928","184","9.54"
"11064  :  โรงพยาบาลธวัชบุรี","95","3","3.16","354","17","4.80"
"11065  :  โรงพยาบาลพนมไพร","84","4","4.76","2,061","325","15.77"
"11066  :  โรงพยาบาลโพนทอง","356","38","10.67","0","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","119","5","4.20","965","91","9.43"
"11068  :  โรงพยาบาลหนองพอก","72","2","2.78","1,514","177","11.69"
"11069  :  โรงพยาบาลเสลภูมิ","3,387","443","13.08","98","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","23","0","0.00","710","78","10.99"
"11071  :  โรงพยาบาลเมืองสรวง","266","20","7.52","266","32","12.03"
"11072  :  โรงพยาบาลโพนทราย","0","0","0.00","207","29","14.01"
"11073  :  โรงพยาบาลอาจสามารถ","304","42","13.82","1,013","164","16.19"
"11074  :  โรงพยาบาลเมยวดี","0","0","0.00","423","36","8.51"
"11075  :  โรงพยาบาลศรีสมเด็จ","487","43","8.83","54","2","3.70"
"11076  :  โรงพยาบาลจังหาร","73","8","10.96","466","32","6.87"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","12","1","8.33","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","216","32","14.81","101","1","0.99"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","7","0","0.00","78","4","5.13"
"27989  :  โรงพยาบาลเชียงขวัญ","8","0","0.00","37","2","5.41"
"27990  :  โรงพยาบาลหนองฮี","45","4","8.89","241","22","9.13"
"10709  :  โรงพยาบาลกาฬสินธุ์","47","9","19.15","2,383","371","15.57"
"11077  :  โรงพยาบาลนามน","3","0","0.00","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","116","3","2.59","668","80","11.98"
"11079  :  โรงพยาบาลร่องคำ","21","0","0.00","440","13","2.95"
"11080  :  โรงพยาบาลเขาวง","268","50","18.66","1,577","268","16.99"
"11081  :  โรงพยาบาลยางตลาด","6","0","0.00","91","15","16.48"
"11082  :  โรงพยาบาลห้วยเม็ก","244","22","9.02","1,989","242","12.17"
"11083  :  โรงพยาบาลสหัสขันธ์","162","22","13.58","690","102","14.78"
"11084  :  โรงพยาบาลคำม่วง","130","12","9.23","1,542","178","11.54"
"11085  :  โรงพยาบาลท่าคันโท","1","0","0.00","602","20","3.32"
"11086  :  โรงพยาบาลหนองกุงศรี","183","20","10.93","2,021","258","12.77"
"11087  :  โรงพยาบาลสมเด็จ","234","37","15.81","3,375","431","12.77"
"11088  :  โรงพยาบาลห้วยผึ้ง","48","6","12.50","1,325","119","8.98"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","705","61","8.65","2,799","324","11.58"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","27","8","29.63","377","43","11.41"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00","1","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","271","45","16.61","292","21","7.19"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","322","0","0.00","105","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","138","6","4.35","1,416","106","7.49"
"11090  :  โรงพยาบาลกุดบาก","765","73","9.54","0","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","144","25","17.36","2,362","422","17.87"
"11093  :  โรงพยาบาลวาริชภูมิ","1,007","103","10.23","146","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","240","10","4.17","7","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","2","0","0.00","1,248","80","6.41"
"11096  :  โรงพยาบาลคำตากล้า","240","12","5.00","1,607","167","10.39"
"11097  :  โรงพยาบาลบ้านม่วง","17","2","11.76","727","87","11.97"
"11098  :  โรงพยาบาลอากาศอำนวย","39","0","0.00","46","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","877","21","2.39","250","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","303","23","7.59","460","53","11.52"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","287","35","12.20","598","53","8.86"
"11102  :  โรงพยาบาลเจริญศิลป์","654","63","9.63","535","50","9.35"
"11103  :  โรงพยาบาลโพนนาแก้ว","17","1","5.88","378","29","7.67"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","110","1","0.91","1,018","131","12.87"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","284","38","13.38","77","2","2.60"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","0","0","0.00","469","43","9.17"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","3","2","66.67","6","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","909","58","6.38","2","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","477","42","8.81","76","1","1.32"
"11106  :  โรงพยาบาลบ้านแพง","1,585","180","11.36","2","0","0.00"
"11107  :  โรงพยาบาลนาทม","42","1","2.38","317","16","5.05"
"11108  :  โรงพยาบาลเรณูนคร","968","102","10.54","535","61","11.40"
"11109  :  โรงพยาบาลนาแก","1,808","242","13.38","45","3","6.67"
"11110  :  โรงพยาบาลศรีสงคราม","424","48","11.32","1,852","206","11.12"
"11111  :  โรงพยาบาลนาหว้า","1,532","73","4.77","50","2","4.00"
"11112  :  โรงพยาบาลโพนสวรรค์","1,100","78","7.09","2","1","50.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","5","0","0.00","108","14","12.96"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","0","0","0.00","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","23","0","0.00","890","123","13.82"
