"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2560 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2561 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2561 (A-B)/A*100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","600","350","165","65","70","49","87","229","88","86","47","-252"
"10858  :  โรงพยาบาลนาดี","198","225","115","52","42","33","46","56","79","85","60","-8"
"10859  :  โรงพยาบาลบ้านสร้าง","177","188","198","187","203","180","188","179","-15","4","5","4"
"10860  :  โรงพยาบาลประจันตคาม","150","17","11","6","7","17","2","13","95","0","82","-117"
"10861  :  โรงพยาบาลศรีมหาโพธิ","98","83","169","160","128","89","149","118","-31","-7","12","26"
"10862  :  โรงพยาบาลศรีมโหสถ","122","134","136","124","118","100","97","75","3","25","29","40"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","2","5","4","2","3","6","3","6","-50","-20","25","-200"
"10698  :  โรงพยาบาลนครนายก","1","10","24","9","27","29","4","5","-2,600","-190","83","44"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","168","147","100","115","180","120","115","96","-7","18","-15","17"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","1","0","0","0","0","0","0","0","100"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","2","2","3","2","0","1","24","41","100","50","-700","-1,950"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","680","489","283","335","751","436","281","395","-10","11","1","-18"
"10866  :  โรงพยาบาลคลองหาด","4","1","2","5","4","6","7","4","0","-500","-250","20"
"10867  :  โรงพยาบาลตาพระยา","30","47","15","17","121","44","28","39","-303","6","-87","-129"
"10868  :  โรงพยาบาลวังน้ำเย็น","205","68","34","43","244","51","28","30","-19","25","18","30"
"10869  :  โรงพยาบาลวัฒนานคร","189","90","44","43","379","107","45","42","-101","-19","-2","2"
"10870  :  โรงพยาบาลอรัญประเทศ","93","53","28","146","280","150","109","149","-201","-183","-289","-2"
"13817  :  โรงพยาบาลเขาฉกรรจ์","123","32","12","28","95","14","0","0","23","56","100","100"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","2","3","8","6","5","3","1","4","-150","0","88","33"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","18","11","1","2","12","5","4","4","33","55","-300","-100"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","1","2","3","1","1","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","11","8","12","6","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","0","1","0","1","2","4","3","0","0","-300","0","100"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","2","0","0","2","3","1","0","0","-50","0","0","100"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","12","22","12","14","13","18","12","7","-8","18","0","50"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","1","2","5","4","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","1","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","2","7","5","6","9","5","5","7","-350","29","0","-17"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","7","1","3","1","3","4","1","0","57","-300","67","100"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","1","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","76","74","107","85","87","76","79","79","-14","-3","26","7"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","32","33","39","24","7","7","11","4","78","79","72","83"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","19","14","9","9","27","21","29","12","-42","-50","-222","-33"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","498","571","513","54","20","7","13","14","96","99","97","74"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","1","0","0","0","0","0","0","0","100","0","0"
"10918  :  โรงพยาบาลปราสาท","3","1","2","0","1","0","0","1","67","100","100","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1","0","0","1","0","0","1","0","100","0","0","100"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","10","5","6","1","3","3","3","6","70","40","50","-500"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","2","0","2","0","2","1","2","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","1","3","1","0","2","1","1","0","-100","67","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","354","362","168","214","213","204","172","186","40","44","-2","13"
"10927  :  โรงพยาบาลยางชุมน้อย","20","6","11","8","15","11","4","3","25","-83","64","63"
"10928  :  โรงพยาบาลกันทรารมย์","26","36","32","19","15","12","17","15","42","67","47","21"
"10929  :  โรงพยาบาลกันทรลักษ์","39","8","23","27","29","14","17","17","26","-75","26","37"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","7","3","1","2","7","7","9","1","0","-133","-800","50"
"10932  :  โรงพยาบาลปรางค์กู่","23","12","5","19","12","7","11","1","48","42","-120","95"
"10933  :  โรงพยาบาลขุนหาญ","28","18","16","13","11","7","12","9","61","61","25","31"
"10934  :  โรงพยาบาลราษีไศล","13","9","12","9","18","5","9","11","-38","44","25","-22"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","52","52","58","39","65","57","52","45","-25","-10","10","-15"
"10936  :  โรงพยาบาลบึงบูรพ์","64","72","26","24","37","33","29","32","42","54","-12","-33"
"10937  :  โรงพยาบาลห้วยทับทัน","21","14","13","14","25","18","12","28","-19","-29","8","-100"
"10938  :  โรงพยาบาลโนนคูณ","6","8","4","3","9","9","4","2","-50","-13","0","33"
"10939  :  โรงพยาบาลศรีรัตนะ","5","9","11","9","16","22","12","15","-220","-144","-9","-67"
"10940  :  โรงพยาบาลวังหิน","29","30","27","23","18","28","19","20","38","7","30","13"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","23","23","18","12","19","20","9","10","17","13","50","17"
"10942  :  โรงพยาบาลภูสิงห์","3","6","4","3","6","11","17","8","-100","-83","-325","-167"
"10943  :  โรงพยาบาลเมืองจันทร์","7","7","1","3","5","5","5","0","29","29","-400","100"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","5","2","4","6","10","4","1","2","-100","-100","75","67"
"28014  :  โรงพยาบาลพยุห์","9","8","2","2","6","11","11","5","33","-38","-450","-150"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","3","1","1","2","4","6","1","78","-33","-500","0"
"28016  :  โรงพยาบาลศิลาลาด","1","3","0","0","1","1","3","1","0","67","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","52","35","52","38","41","31","30","26","21","11","42","32"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","2","0","0","0","0","1","1","0","100","0","0"
"10945  :  โรงพยาบาลโขงเจียม","1","1","2","1","1","1","0","1","0","0","100","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","1","0","1","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","4","3","0","1","0","2","1","1","100","33","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","3","3","1","3","1","0","2","2","67","100","-100","33"
"10950  :  โรงพยาบาลบุณฑริก","4","6","2","1","0","0","3","7","100","100","-50","-600"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","1","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","1","0","0","0","0","0","0","0","100","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","1","1","3","3","2","1","0","0","-100","0"
"10954  :  โรงพยาบาลวารินชำราบ","2","1","1","1","2","4","2","3","0","-300","-100","-200"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","0","0","0","0","0","0","1","100","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","1","0","0","0","0","0","0","0","100","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","1","0","0","0","0","0","0","0","100","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","1","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","2","0","0","1","0","0","0","1","100","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","1","5","4","4","3","1","3","0","-200","80","25","100"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1","3","2","3","1","0","1","1","0","100","50","67"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","2","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","1","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","6","4","6","2","1","3","8","2","83","25","-33","0"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","1","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","1","0","0","0","0","1","0","0","100","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","2","0","2","0","0","0","0","0","100","0","100","0"
"27968  :  โรงพยาบาลน้ำขุ่น","1","1","0","0","1","0","1","1","0","100","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","4","2","1","1","1","0","0","0","75","100","100"
"10701  :  โรงพยาบาลยโสธร","88","85","81","92","61","83","77","70","31","2","5","24"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","1","1","1","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","2","4","6","2","4","5","0","2","-100","-25","100","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4","1","2","1","2","3","2","3","50","-200","0","-200"
"10966  :  โรงพยาบาลป่าติ้ว","2","1","2","1","1","2","0","1","50","-100","100","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","1","0","0","2","0","0","0","0","100","0","0","100"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","1","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","0","0","0","0","2","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","15","20","23","23","29","15","37","15","-93","25","-61","35"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","0","0","0","0","0","61","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","173","174","184","183","188","191","212","179","-9","-10","-15","2"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","80","66","32","57","74","52","46","61","8","21","-44","-7"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","0","0","0","1","3","2","4","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","2","1","0","1","0","1","0","0","100","0","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","171","166","198","192","68","67","54","52","60","60","73","73"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","337","335","350","346","242","249","288","59","28","26","18","83"
"10981  :  โรงพยาบาลคอนสาร","0","0","0","0","13","10","4","9","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","19","17","15","19","22","29","20","8","-16","-71","-33","58"
"10983  :  โรงพยาบาลเนินสง่า","22","33","33","30","1","3","3","11","95","91","91","63"
"10703  :  โรงพยาบาลอำนาจเจริญ","122","83","90","44","98","73","71","65","20","12","21","-48"
"10985  :  โรงพยาบาลชานุมาน","8","2","3","0","3","2","0","3","63","0","100","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","7","3","1","5","3","0","3","2","57","100","-200","60"
"10987  :  โรงพยาบาลพนา","0","1","1","0","1","2","1","1","0","-100","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","5","6","1","3","4","6","2","0","20","0","-100","100"
"10989  :  โรงพยาบาลหัวตะพาน","32","14","6","7","15","5","8","6","53","64","-33","14"
"10990  :  โรงพยาบาลลืออำนาจ","19","8","7","6","33","3","4","4","-74","63","43","33"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0","163","186","165","140","0","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","63","56","57","61","50","45","44","51","21","20","23","16"
"11043  :  โรงพยาบาลโซ่พิสัย","74","63","20","41","36","54","75","32","51","14","-275","22"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","83","81","97","81","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","3","2","3","1","1","5","2","2","67","-150","33","-100"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","41","43","57","40","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","68","74","65","75","73","74","68","67","-7","0","-5","11"
"11050  :  โรงพยาบาลบุ่งคล้า","12","11","16","13","10","12","8","11","17","-9","50","15"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","107","65","84","66","84","88","87","88","21","-35","-4","-33"
"10995  :  โรงพยาบาลบ้านฝาง","4","29","1","1","0","1","0","2","100","97","100","-100"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","6","7","2","4","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","2","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","1","0","1","2","1","1","4","2","0","0","-300","0"
"10999  :  โรงพยาบาลสีชมพู","0","0","0","0","0","0","0","0","0","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","2","0","2","1","2","1","0","0","0","0","100","100"
"11004  :  โรงพยาบาลพล","0","2","1","2","4","1","0","0","0","50","100","100"
"11005  :  โรงพยาบาลแวงใหญ่","3","1","1","2","0","0","0","0","100","100","100","100"
"11006  :  โรงพยาบาลแวงน้อย","0","0","1","0","0","1","0","1","0","0","100","0"
"11007  :  โรงพยาบาลหนองสองห้อง","2","0","1","1","2","0","2","3","0","0","-100","-200"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0","0","0","0","0","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","1","6","4","2","6","0","3","3","-500","100","25","-50"
"11010  :  โรงพยาบาลชนบท","1","1","1","0","0","0","0","0","100","100","100","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","8","6","5","6","12","3","11","6","-50","50","-120","0"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","3","1","0","1","1","1","0","0","67","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","1","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","7","7","2","3","5","0","1","0","29","100","50","100"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","150","147","177","190","236","27","0","0","-57","82","100","100"
"14132  :  โรงพยาบาลซำสูง","2","6","2","1","2","0","0","0","0","100","100","100"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","1","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","1","2","1","3","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","1","0","0","0","0","0","0","0","100","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","1","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","2","0","0","0","0","0","0","0","100"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","31","31","26","25","28","9","8","11","10","71","69","56"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","2","1","1","0","0","0","0","0","100","100","100"
"11017  :  โรงพยาบาลโนนสะอาด","22","16","23","15","21","21","26","25","5","-31","-13","-67"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","0","1","6","6","11","11","7","5","0","-1,000","-17","17"
"11021  :  โรงพยาบาลศรีธาตุ","32","28","18","20","19","30","4","22","41","-7","78","-10"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0","1","0","0","2","4","0","0","0","-300"
"11023  :  โรงพยาบาลบ้านผือ","4","8","8","14","9","9","12","16","-125","-13","-50","-14"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0","0","44","26","32","34","0","0","0","0"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","2","1","5","4","5","5","6","4","-150","-400","-20","0"
"11027  :  โรงพยาบาลหนองแสง","10","12","11","13","7","11","7","19","30","8","36","-46"
"11028  :  โรงพยาบาลนายูง","0","0","0","0","0","0","0","2","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","1","8","6","12","10","14","5","0","-900","-75","17"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1","0","13","1","1","0","0","0","0","0","100","100"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1","1","3","1","3","0","0","0","-200","100","100","100"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","4","16","16","18","11","11","15","14","-175","31","6","22"
"10705  :  โรงพยาบาลเลย","680","499","462","503","523","481","538","648","23","4","-16","-29"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","2","2","2","5","1","1","2","3","50","50","0","40"
"11032  :  โรงพยาบาลปากชม","6","11","24","39","40","32","47","44","-567","-191","-96","-13"
"11033  :  โรงพยาบาลนาแห้ว","10","8","8","13","15","13","3","24","-50","-63","63","-85"
"11034  :  โรงพยาบาลภูเรือ","0","0","1","0","0","18","30","30","0","0","-2,900","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
