"โรงพยาบาล","จำนวนที่ได้รับการเจาะเลือดตรวจHematocrit/Hemoglobin","จำนวนที่พบภาวะโลหิตจาง","อัตรา"
"10946  :  โรงพยาบาลเขื่องใน","116","23","19.83"
"10947  :  โรงพยาบาลเขมราฐ","63","15","23.81"
"10948  :  โรงพยาบาลนาจะหลวย","65","15","23.08"
"10949  :  โรงพยาบาลน้ำยืน","9","5","55.56"
"10950  :  โรงพยาบาลบุณฑริก","145","45","31.03"
"10951  :  โรงพยาบาลตระการพืชผล","48","5","10.42"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","28","6","21.43"
"10953  :  โรงพยาบาลม่วงสามสิบ","109","2","1.83"
"10954  :  โรงพยาบาลวารินชำราบ","173","51","29.48"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","296","92","31.08"
"10957  :  โรงพยาบาลตาลสุม","43","7","16.28"
"10958  :  โรงพยาบาลโพธิ์ไทร","58","26","44.83"
"10959  :  โรงพยาบาลสำโรง","22","3","13.64"
"10960  :  โรงพยาบาลดอนมดแดง","21","4","19.05"
"10961  :  โรงพยาบาลสิรินธร","65","13","20.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","23","2","8.70"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1","0","0.00"
"24032  :  โรงพยาบาลนาตาล","28","9","32.14"
"24821  :  โรงพยาบาลนาเยีย","29","9","31.03"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","26","11","42.31"
"27968  :  โรงพยาบาลน้ำขุ่น","21","7","33.33"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","36","3","8.33"
"10701  :  โรงพยาบาลยโสธร","42","15","35.71"
"10963  :  โรงพยาบาลทรายมูล","7","1","14.29"
"10964  :  โรงพยาบาลกุดชุม","8","4","50.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","39","15","38.46"
"10966  :  โรงพยาบาลป่าติ้ว","8","3","37.50"
"10967  :  โรงพยาบาลมหาชนะชัย","31","11","35.48"
"10968  :  โรงพยาบาลค้อวัง","26","7","26.92"
"10969  :  โรงพยาบาลไทยเจริญ","9","1","11.11"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","80","18","22.50"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","53","10","18.87"
"10702  :  โรงพยาบาลชัยภูมิ","266","112","42.11"
"10970  :  โรงพยาบาลบ้านเขว้า","57","8","14.04"
"10971  :  โรงพยาบาลคอนสวรรค์","35","13","37.14"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","42","12","28.57"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","124","26","20.97"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","70","16","22.86"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","93","17","18.28"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","84","22","26.19"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","70","26","37.14"
"10981  :  โรงพยาบาลคอนสาร","17","4","23.53"
"10982  :  โรงพยาบาลภักดีชุมพล","36","11","30.56"
"10983  :  โรงพยาบาลเนินสง่า","11","2","18.18"
"10703  :  โรงพยาบาลอำนาจเจริญ","192","90","46.88"
"10985  :  โรงพยาบาลชานุมาน","36","4","11.11"
"10986  :  โรงพยาบาลปทุมราชวงศา","59","12","20.34"
"10987  :  โรงพยาบาลพนา","37","9","24.32"
"10988  :  โรงพยาบาลเสนางคนิคม","57","13","22.81"
"10989  :  โรงพยาบาลหัวตะพาน","52","12","23.08"
"10990  :  โรงพยาบาลลืออำนาจ","20","7","35.00"
"11040  :  โรงพยาบาลบึงกาฬ","210","82","39.05"
"11041  :  โรงพยาบาลพรเจริญ","78","15","19.23"
"11043  :  โรงพยาบาลโซ่พิสัย","67","23","34.33"
"11046  :  โรงพยาบาลเซกา","56","23","41.07"
"11047  :  โรงพยาบาลปากคาด","48","27","56.25"
"11048  :  โรงพยาบาลบึงโขงหลง","21","9","42.86"
"11049  :  โรงพยาบาลศรีวิไล","69","20","28.99"
"11050  :  โรงพยาบาลบุ่งคล้า","14","2","14.29"
"10704  :  โรงพยาบาลหนองบัวลำภู","81","31","38.27"
"10991  :  โรงพยาบาลนากลาง","21","8","38.10"
"10992  :  โรงพยาบาลโนนสัง","47","17","36.17"
"10993  :  โรงพยาบาลศรีบุญเรือง","59","30","50.85"
"10994  :  โรงพยาบาลสุวรรณคูหา","18","6","33.33"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","13","2","15.38"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","3","2","66.67"
"10996  :  โรงพยาบาลพระยืน","16","3","18.75"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","108","37","34.26"
"10999  :  โรงพยาบาลสีชมพู","32","15","46.88"
"11000  :  โรงพยาบาลน้ำพอง","71","23","32.39"
"11001  :  โรงพยาบาลอุบลรัตน์","13","3","23.08"
"11002  :  โรงพยาบาลบ้านไผ่","46","19","41.30"
"11003  :  โรงพยาบาลเปือยน้อย","35","10","28.57"
"11004  :  โรงพยาบาลพล","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","15","5","33.33"
"11007  :  โรงพยาบาลหนองสองห้อง","52","18","34.62"
"11008  :  โรงพยาบาลภูเวียง","10","3","30.00"
"11009  :  โรงพยาบาลมัญจาคีรี","33","5","15.15"
"11010  :  โรงพยาบาลชนบท","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","2","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","3","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","72","18","25.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","342","193","56.43"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","13","2","15.38"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","7","4","57.14"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","5","1","20.00"
"77650  :  โรงพยาบาลเวียงเก่า","7","1","14.29"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","18","3","16.67"
"77652  :  โรงพยาบาลโนนศิลา","5","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","17","6","35.29"
"11014  :  โรงพยาบาลหนองวัวซอ","9","3","33.33"
"11015  :  โรงพยาบาลกุมภวาปี","41","14","34.15"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","14","5","35.71"
"11018  :  โรงพยาบาลหนองหาน","88","11","12.50"
"11019  :  โรงพยาบาลทุ่งฝน","18","6","33.33"
"11020  :  โรงพยาบาลไชยวาน","44","14","31.82"
"11021  :  โรงพยาบาลศรีธาตุ","50","17","34.00"
"11022  :  โรงพยาบาลวังสามหมอ","7","1","14.29"
"11023  :  โรงพยาบาลบ้านผือ","19","8","42.11"
"11024  :  โรงพยาบาลน้ำโสม","20","10","50.00"
"11025  :  โรงพยาบาลเพ็ญ","21","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","2","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","5","1","20.00"
"11028  :  โรงพยาบาลนายูง","5","3","60.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","1","1","100.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","180","74","41.11"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","9","2","22.22"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","11","0","0.00"
"10705  :  โรงพยาบาลเลย","198","38","19.19"
"11030  :  โรงพยาบาลนาด้วง","61","17","27.87"
"11031  :  โรงพยาบาลเชียงคาน","68","15","22.06"
"11032  :  โรงพยาบาลปากชม","25","4","16.00"
"11033  :  โรงพยาบาลนาแห้ว","7","2","28.57"
"11034  :  โรงพยาบาลภูเรือ","28","17","60.71"
"11035  :  โรงพยาบาลท่าลี่","28","7","25.00"
"11036  :  โรงพยาบาลวังสะพุง","42","11","26.19"
"11037  :  โรงพยาบาลภูกระดึง","6","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","5","1","20.00"
"11039  :  โรงพยาบาลผาขาว","81","14","17.28"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","51","6","11.76"
"14133  :  โรงพยาบาลเอราวัณ","44","9","20.45"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","25","5","20.00"
"10706  :  โรงพยาบาลหนองคาย","93","24","25.81"
"11042  :  โรงพยาบาลโพนพิสัย","90","31","34.44"
"11044  :  โรงพยาบาลศรีเชียงใหม่","101","27","26.73"
"11045  :  โรงพยาบาลสังคม","62","9","14.52"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","165","49","29.70"
"14558  :  โรงพยาบาลพิสัยเวช","5","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","4","3","75.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","16","4","25.00"
"10707  :  โรงพยาบาลมหาสารคาม","76","26","34.21"
"11051  :  โรงพยาบาลแกดำ","33","7","21.21"
"11052  :  โรงพยาบาลโกสุมพิสัย","30","6","20.00"
"11053  :  โรงพยาบาลกันทรวิชัย","5","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","27","14","51.85"
"11055  :  โรงพยาบาลบรบือ","46","15","32.61"
"11056  :  โรงพยาบาลนาเชือก","33","9","27.27"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","7","3","42.86"
"11058  :  โรงพยาบาลวาปีปทุม","51","18","35.29"
"11059  :  โรงพยาบาลนาดูน","13","1","7.69"
"11060  :  โรงพยาบาลยางสีสุราช","17","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","87","23","26.44"
"24704  :  โรงพยาบาลกุดรัง","13","7","53.85"
"28843  :  โรงพยาบาลชื่นชม","11","4","36.36"
"10708  :  โรงพยาบาลร้อยเอ็ด","98","37","37.76"
"11061  :  โรงพยาบาลเกษตรวิสัย","119","26","21.85"
"11062  :  โรงพยาบาลปทุมรัตต์","46","17","36.96"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","29","1","3.45"
"11064  :  โรงพยาบาลธวัชบุรี","3","3","100.00"
"11065  :  โรงพยาบาลพนมไพร","16","10","62.50"
"11066  :  โรงพยาบาลโพนทอง","104","36","34.62"
"11067  :  โรงพยาบาลโพธิ์ชัย","42","23","54.76"
"11068  :  โรงพยาบาลหนองพอก","5","3","60.00"
"11069  :  โรงพยาบาลเสลภูมิ","94","56","59.57"
"11070  :  โรงพยาบาลสุวรรณภูมิ","96","32","33.33"
"11071  :  โรงพยาบาลเมืองสรวง","14","6","42.86"
"11072  :  โรงพยาบาลโพนทราย","3","2","66.67"
"11073  :  โรงพยาบาลอาจสามารถ","26","13","50.00"
"11074  :  โรงพยาบาลเมยวดี","11","9","81.82"
"11075  :  โรงพยาบาลศรีสมเด็จ","31","9","29.03"
"11076  :  โรงพยาบาลจังหาร","2","1","50.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","5","1","20.00"
"27989  :  โรงพยาบาลเชียงขวัญ","2","1","50.00"
"27990  :  โรงพยาบาลหนองฮี","2","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","184","51","27.72"
"11077  :  โรงพยาบาลนามน","33","11","33.33"
"11078  :  โรงพยาบาลกมลาไสย","65","19","29.23"
"11079  :  โรงพยาบาลร่องคำ","18","2","11.11"
"11080  :  โรงพยาบาลเขาวง","21","10","47.62"
"11081  :  โรงพยาบาลยางตลาด","11","4","36.36"
"11082  :  โรงพยาบาลห้วยเม็ก","23","8","34.78"
"11083  :  โรงพยาบาลสหัสขันธ์","20","8","40.00"
"11084  :  โรงพยาบาลคำม่วง","13","6","46.15"
"11085  :  โรงพยาบาลท่าคันโท","45","17","37.78"
"11086  :  โรงพยาบาลหนองกุงศรี","46","7","15.22"
"11087  :  โรงพยาบาลสมเด็จ","56","16","28.57"
"11088  :  โรงพยาบาลห้วยผึ้ง","74","19","25.68"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","128","41","32.03"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","2","1","50.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","21","5","23.81"
"28791  :  โรงพยาบาลสามชัย","7","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","23","5","21.74"
"11090  :  โรงพยาบาลกุดบาก","5","2","40.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","84","22","26.19"
"11093  :  โรงพยาบาลวาริชภูมิ","10","7","70.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","116","33","28.45"
"11096  :  โรงพยาบาลคำตากล้า","57","15","26.32"
"11097  :  โรงพยาบาลบ้านม่วง","35","17","48.57"
"11098  :  โรงพยาบาลอากาศอำนวย","11","5","45.45"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","8","6","75.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","6","3","50.00"
"11102  :  โรงพยาบาลเจริญศิลป์","4","1","25.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","12","2","16.67"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","56","37","66.07"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","11","2","18.18"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","24","9","37.50"
"11104  :  โรงพยาบาลปลาปาก","11","6","54.55"
"11105  :  โรงพยาบาลท่าอุเทน","24","4","16.67"
"11106  :  โรงพยาบาลบ้านแพง","18","8","44.44"
"11107  :  โรงพยาบาลนาทม","35","7","20.00"
"11108  :  โรงพยาบาลเรณูนคร","32","13","40.63"
"11109  :  โรงพยาบาลนาแก","19","3","15.79"
"11110  :  โรงพยาบาลศรีสงคราม","143","50","34.97"
"11111  :  โรงพยาบาลนาหว้า","37","16","43.24"
"11112  :  โรงพยาบาลโพนสวรรค์","33","12","36.36"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","32","19","59.38"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","23","11","47.83"
"10712  :  โรงพยาบาลมุกดาหาร","197","72","36.55"
"11113  :  โรงพยาบาลนิคมคำสร้อย","80","15","18.75"
"11114  :  โรงพยาบาลดอนตาล","18","10","55.56"
"11115  :  โรงพยาบาลดงหลวง","55","18","32.73"
"11116  :  โรงพยาบาลคำชะอี","11","5","45.45"
"11117  :  โรงพยาบาลหว้านใหญ่","22","4","18.18"
"11118  :  โรงพยาบาลหนองสูง","9","4","44.44"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","260","40","15.38"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","164","28","17.07"
"11121  :  โรงพยาบาลเชียงดาว","60","20","33.33"
"11122  :  โรงพยาบาลดอยสะเก็ด","202","24","11.88"
"11123  :  โรงพยาบาลแม่แตง","46","5","10.87"
"11124  :  โรงพยาบาลสะเมิง","12","4","33.33"
"11125  :  โรงพยาบาลฝาง","138","34","24.64"
"11126  :  โรงพยาบาลแม่อาย","59","10","16.95"
"11127  :  โรงพยาบาลพร้าว","25","8","32.00"
"11128  :  โรงพยาบาลสันป่าตอง","35","14","40.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","60","23","38.33"
"11131  :  โรงพยาบาลหางดง","126","39","30.95"
"11132  :  โรงพยาบาลฮอด","211","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","31","11","35.48"
"11134  :  โรงพยาบาลอมก๋อย","153","35","22.88"
"11135  :  โรงพยาบาลสารภี","22","12","54.55"
"11136  :  โรงพยาบาลเวียงแหง","2","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","25","5","20.00"
"11138  :  โรงพยาบาลแม่วาง","34","6","17.65"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","27","8","29.63"
"11141  :  โรงพยาบาลบ้านโฮ่ง","13","4","30.77"
"11142  :  โรงพยาบาลลี้","96","39","40.63"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","8","7","87.50"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","6","2","33.33"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","24","7","29.17"
"10672  :  โรงพยาบาลลำปาง","304","119","39.14"
"11146  :  โรงพยาบาลแม่เมาะ","63","18","28.57"
"11147  :  โรงพยาบาลเกาะคา","55","14","25.45"
"11148  :  โรงพยาบาลเสริมงาม","88","12","13.64"
"11149  :  โรงพยาบาลงาว","6","2","33.33"
"11150  :  โรงพยาบาลแจ้ห่ม","64","7","10.94"
"11151  :  โรงพยาบาลวังเหนือ","86","22","25.58"
"11152  :  โรงพยาบาลเถิน","127","28","22.05"
"11153  :  โรงพยาบาลแม่พริก","24","7","29.17"
"11154  :  โรงพยาบาลแม่ทะ","27","6","22.22"
"11155  :  โรงพยาบาลสบปราบ","50","12","24.00"
"11156  :  โรงพยาบาลห้างฉัตร","29","15","51.72"
"11157  :  โรงพยาบาลเมืองปาน","15","5","33.33"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","195","62","31.79"
"11158  :  โรงพยาบาลตรอน","19","8","42.11"
"11159  :  โรงพยาบาลท่าปลา","45","14","31.11"
"11160  :  โรงพยาบาลน้ำปาด","32","4","12.50"
"11161  :  โรงพยาบาลฟากท่า","23","4","17.39"
"11162  :  โรงพยาบาลบ้านโคก","16","5","31.25"
"11163  :  โรงพยาบาลพิชัย","49","17","34.69"
"11164  :  โรงพยาบาลลับแล","67","18","26.87"
"11165  :  โรงพยาบาลทองแสนขัน","34","6","17.65"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","28","10","35.71"
"11166  :  โรงพยาบาลร้องกวาง","22","7","31.82"
"11167  :  โรงพยาบาลลอง","32","10","31.25"
"11169  :  โรงพยาบาลสูงเม่น","18","2","11.11"
"11170  :  โรงพยาบาลสอง","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","3","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","2","2","100.00"
"11174  :  โรงพยาบาลบ้านหลวง","11","1","9.09"
"11175  :  โรงพยาบาลนาน้อย","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","43","9","20.93"
"11177  :  โรงพยาบาลเวียงสา","88","17","19.32"
"11178  :  โรงพยาบาลทุ่งช้าง","32","8","25.00"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","14","1","7.14"
"11181  :  โรงพยาบาลสันติสุข","25","6","24.00"
"11182  :  โรงพยาบาลบ่อเกลือ","5","1","20.00"
"11183  :  โรงพยาบาลสองแคว","4","3","75.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","36","7","19.44"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","4","1","25.00"
"25017  :  โรงพยาบาลภูเพียง","1","0","0.00"
"10717  :  โรงพยาบาลพะเยา","63","32","50.79"
"10718  :  โรงพยาบาลเชียงคำ","73","31","42.47"
"11184  :  โรงพยาบาลจุน","31","7","22.58"
"11185  :  โรงพยาบาลเชียงม่วน","18","5","27.78"
"11186  :  โรงพยาบาลดอกคำใต้","30","11","36.67"
"11187  :  โรงพยาบาลปง","21","5","23.81"
"11188  :  โรงพยาบาลแม่ใจ","47","19","40.43"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","0","0.00"
"11189  :  โรงพยาบาลเทิง","64","19","29.69"
"11190  :  โรงพยาบาลพาน","14","10","71.43"
"11191  :  โรงพยาบาลป่าแดด","47","2","4.26"
"11192  :  โรงพยาบาลแม่จัน","114","26","22.81"
"11193  :  โรงพยาบาลเชียงแสน","43","11","25.58"
"11194  :  โรงพยาบาลแม่สาย","89","29","32.58"
"11195  :  โรงพยาบาลแม่สรวย","90","28","31.11"
"11196  :  โรงพยาบาลเวียงป่าเป้า","42","14","33.33"
"11197  :  โรงพยาบาลพญาเม็งราย","43","7","16.28"
"11198  :  โรงพยาบาลเวียงแก่น","74","4","5.41"
"11199  :  โรงพยาบาลขุนตาล","27","3","11.11"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","83","25","30.12"
"11201  :  โรงพยาบาลแม่ลาว","32","3","9.38"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","67","6","8.96"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","46","15","32.61"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","24","2","8.33"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","57","10","17.54"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","124","26","20.97"
"11203  :  โรงพยาบาลขุนยวม","25","2","8.00"
"11204  :  โรงพยาบาลปาย","95","36","37.89"
"11205  :  โรงพยาบาลแม่สะเรียง","170","71","41.76"
"11206  :  โรงพยาบาลแม่ลาน้อย","60","22","36.67"
"11207  :  โรงพยาบาลสบเมย","66","27","40.91"
"11208  :  โรงพยาบาลปางมะผ้า","73","18","24.66"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","119","34","28.57"
"11209  :  โรงพยาบาลโกรกพระ","8","2","25.00"
"11210  :  โรงพยาบาลชุมแสง","21","9","42.86"
"11211  :  โรงพยาบาลหนองบัว","50","10","20.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","24","6","25.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","8","2","25.00"
"11214  :  โรงพยาบาลตาคลี","14","6","42.86"
"11215  :  โรงพยาบาลท่าตะโก","35","10","28.57"
"11216  :  โรงพยาบาลไพศาลี","11","4","36.36"
"11217  :  โรงพยาบาลพยุหะคีรี","15","1","6.67"
