"โรงพยาบาล","จำนวนที่ได้รับการเจาะเลือดตรวจHematocrit/Hemoglobin","จำนวนที่พบภาวะโลหิตจาง","อัตรา"
"10946  :  โรงพยาบาลเขื่องใน","167","51","30.54"
"10947  :  โรงพยาบาลเขมราฐ","241","111","46.06"
"10948  :  โรงพยาบาลนาจะหลวย","197","73","37.06"
"10949  :  โรงพยาบาลน้ำยืน","72","42","58.33"
"10950  :  โรงพยาบาลบุณฑริก","221","112","50.68"
"10951  :  โรงพยาบาลตระการพืชผล","281","117","41.64"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","80","27","33.75"
"10953  :  โรงพยาบาลม่วงสามสิบ","2","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","558","216","38.71"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","497","215","43.26"
"10957  :  โรงพยาบาลตาลสุม","71","20","28.17"
"10958  :  โรงพยาบาลโพธิ์ไทร","124","42","33.87"
"10959  :  โรงพยาบาลสำโรง","120","36","30.00"
"10960  :  โรงพยาบาลดอนมดแดง","82","31","37.80"
"10961  :  โรงพยาบาลสิรินธร","135","57","42.22"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","51","18","35.29"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","14","1","7.14"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","106","38","35.85"
"24821  :  โรงพยาบาลนาเยีย","76","33","43.42"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","97","42","43.30"
"27968  :  โรงพยาบาลน้ำขุ่น","18","12","66.67"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","69","24","34.78"
"10701  :  โรงพยาบาลยโสธร","110","50","45.45"
"10963  :  โรงพยาบาลทรายมูล","14","4","28.57"
"10964  :  โรงพยาบาลกุดชุม","42","20","47.62"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","98","38","38.78"
"10966  :  โรงพยาบาลป่าติ้ว","47","8","17.02"
"10967  :  โรงพยาบาลมหาชนะชัย","82","21","25.61"
"10968  :  โรงพยาบาลค้อวัง","54","7","12.96"
"10969  :  โรงพยาบาลไทยเจริญ","19","7","36.84"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","174","92","52.87"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","42","10","23.81"
"10702  :  โรงพยาบาลชัยภูมิ","455","179","39.34"
"10970  :  โรงพยาบาลบ้านเขว้า","78","9","11.54"
"10971  :  โรงพยาบาลคอนสวรรค์","38","10","26.32"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","124","45","36.29"
"10973  :  โรงพยาบาลหนองบัวแดง","339","128","37.76"
"10974  :  โรงพยาบาลจัตุรัส","2","1","50.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","85","32","37.65"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","133","32","24.06"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","146","55","37.67"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","188","88","46.81"
"10981  :  โรงพยาบาลคอนสาร","13","3","23.08"
"10982  :  โรงพยาบาลภักดีชุมพล","69","30","43.48"
"10983  :  โรงพยาบาลเนินสง่า","60","19","31.67"
"10703  :  โรงพยาบาลอำนาจเจริญ","207","85","41.06"
"10985  :  โรงพยาบาลชานุมาน","106","30","28.30"
"10986  :  โรงพยาบาลปทุมราชวงศา","119","43","36.13"
"10987  :  โรงพยาบาลพนา","45","10","22.22"
"10988  :  โรงพยาบาลเสนางคนิคม","22","7","31.82"
"10989  :  โรงพยาบาลหัวตะพาน","74","24","32.43"
"10990  :  โรงพยาบาลลืออำนาจ","38","10","26.32"
"11040  :  โรงพยาบาลบึงกาฬ","404","126","31.19"
"11041  :  โรงพยาบาลพรเจริญ","40","21","52.50"
"11043  :  โรงพยาบาลโซ่พิสัย","192","88","45.83"
"11046  :  โรงพยาบาลเซกา","54","27","50.00"
"11047  :  โรงพยาบาลปากคาด","54","30","55.56"
"11048  :  โรงพยาบาลบึงโขงหลง","112","37","33.04"
"11049  :  โรงพยาบาลศรีวิไล","87","32","36.78"
"11050  :  โรงพยาบาลบุ่งคล้า","28","7","25.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","146","47","32.19"
"10991  :  โรงพยาบาลนากลาง","75","31","41.33"
"10992  :  โรงพยาบาลโนนสัง","34","12","35.29"
"10993  :  โรงพยาบาลศรีบุญเรือง","95","50","52.63"
"10994  :  โรงพยาบาลสุวรรณคูหา","55","15","27.27"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","30","12","40.00"
"10670  :  โรงพยาบาลขอนแก่น","1","1","100.00"
"10995  :  โรงพยาบาลบ้านฝาง","40","8","20.00"
"10996  :  โรงพยาบาลพระยืน","72","19","26.39"
"10997  :  โรงพยาบาลหนองเรือ","1","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","312","96","30.77"
"10999  :  โรงพยาบาลสีชมพู","123","30","24.39"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","2","1","50.00"
"11002  :  โรงพยาบาลบ้านไผ่","128","50","39.06"
"11003  :  โรงพยาบาลเปือยน้อย","59","33","55.93"
"11004  :  โรงพยาบาลพล","1","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","36","10","27.78"
"11007  :  โรงพยาบาลหนองสองห้อง","141","71","50.35"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","142","18","12.68"
"11010  :  โรงพยาบาลชนบท","25","16","64.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","49","17","34.69"
"11012  :  โรงพยาบาลภูผาม่าน","40","12","30.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","154","68","44.16"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","675","393","58.22"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","39","13","33.33"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","37","11","29.73"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","36","7","19.44"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","46","19","41.30"
"77652  :  โรงพยาบาลโนนศิลา","4","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","42","18","42.86"
"11014  :  โรงพยาบาลหนองวัวซอ","22","9","40.91"
"11015  :  โรงพยาบาลกุมภวาปี","159","57","35.85"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","68","27","39.71"
"11018  :  โรงพยาบาลหนองหาน","137","26","18.98"
"11019  :  โรงพยาบาลทุ่งฝน","72","10","13.89"
"11020  :  โรงพยาบาลไชยวาน","113","37","32.74"
"11021  :  โรงพยาบาลศรีธาตุ","57","24","42.11"
"11022  :  โรงพยาบาลวังสามหมอ","80","25","31.25"
"11023  :  โรงพยาบาลบ้านผือ","76","43","56.58"
"11024  :  โรงพยาบาลน้ำโสม","42","20","47.62"
"11025  :  โรงพยาบาลเพ็ญ","95","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","5","3","60.00"
"11027  :  โรงพยาบาลหนองแสง","37","12","32.43"
"11028  :  โรงพยาบาลนายูง","30","8","26.67"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","19","7","36.84"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","226","68","30.09"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","13","5","38.46"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","52","17","32.69"
"10705  :  โรงพยาบาลเลย","309","86","27.83"
"11030  :  โรงพยาบาลนาด้วง","143","42","29.37"
"11031  :  โรงพยาบาลเชียงคาน","149","37","24.83"
"11032  :  โรงพยาบาลปากชม","91","14","15.38"
"11033  :  โรงพยาบาลนาแห้ว","7","2","28.57"
"11034  :  โรงพยาบาลภูเรือ","21","10","47.62"
"11035  :  โรงพยาบาลท่าลี่","73","25","34.25"
"11036  :  โรงพยาบาลวังสะพุง","95","33","34.74"
"11037  :  โรงพยาบาลภูกระดึง","98","13","13.27"
"11038  :  โรงพยาบาลภูหลวง","23","13","56.52"
"11039  :  โรงพยาบาลผาขาว","136","42","30.88"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","118","16","13.56"
"14133  :  โรงพยาบาลเอราวัณ","116","37","31.90"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","24","4","16.67"
"10706  :  โรงพยาบาลหนองคาย","216","70","32.41"
"11042  :  โรงพยาบาลโพนพิสัย","115","37","32.17"
"11044  :  โรงพยาบาลศรีเชียงใหม่","183","94","51.37"
"11045  :  โรงพยาบาลสังคม","98","18","18.37"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","317","124","39.12"
"14558  :  โรงพยาบาลพิสัยเวช","35","7","20.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","37","16","43.24"
"10707  :  โรงพยาบาลมหาสารคาม","278","94","33.81"
"11051  :  โรงพยาบาลแกดำ","104","25","24.04"
"11052  :  โรงพยาบาลโกสุมพิสัย","56","13","23.21"
"11053  :  โรงพยาบาลกันทรวิชัย","38","16","42.11"
"11054  :  โรงพยาบาลเชียงยืน","132","40","30.30"
"11055  :  โรงพยาบาลบรบือ","145","49","33.79"
"11056  :  โรงพยาบาลนาเชือก","107","31","28.97"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","14","3","21.43"
"11058  :  โรงพยาบาลวาปีปทุม","137","47","34.31"
"11059  :  โรงพยาบาลนาดูน","41","3","7.32"
"11060  :  โรงพยาบาลยางสีสุราช","0","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","103","26","25.24"
"24704  :  โรงพยาบาลกุดรัง","68","34","50.00"
"28843  :  โรงพยาบาลชื่นชม","44","15","34.09"
"10708  :  โรงพยาบาลร้อยเอ็ด","224","95","42.41"
"11061  :  โรงพยาบาลเกษตรวิสัย","220","57","25.91"
"11062  :  โรงพยาบาลปทุมรัตต์","0","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","0","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","0","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","17","9","52.94"
"11066  :  โรงพยาบาลโพนทอง","70","14","20.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","71","30","42.25"
"11068  :  โรงพยาบาลหนองพอก","34","13","38.24"
"11069  :  โรงพยาบาลเสลภูมิ","86","44","51.16"
"11070  :  โรงพยาบาลสุวรรณภูมิ","347","134","38.62"
"11071  :  โรงพยาบาลเมืองสรวง","6","3","50.00"
"11072  :  โรงพยาบาลโพนทราย","10","5","50.00"
"11073  :  โรงพยาบาลอาจสามารถ","43","10","23.26"
"11074  :  โรงพยาบาลเมยวดี","0","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","18","6","33.33"
"11076  :  โรงพยาบาลจังหาร","24","13","54.17"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","4","3","75.00"
"27989  :  โรงพยาบาลเชียงขวัญ","4","2","50.00"
"27990  :  โรงพยาบาลหนองฮี","7","6","85.71"
"10709  :  โรงพยาบาลกาฬสินธุ์","501","176","35.13"
"11077  :  โรงพยาบาลนามน","97","22","22.68"
"11078  :  โรงพยาบาลกมลาไสย","131","51","38.93"
"11079  :  โรงพยาบาลร่องคำ","8","2","25.00"
"11080  :  โรงพยาบาลเขาวง","31","17","54.84"
"11081  :  โรงพยาบาลยางตลาด","104","28","26.92"
"11082  :  โรงพยาบาลห้วยเม็ก","43","13","30.23"
"11083  :  โรงพยาบาลสหัสขันธ์","62","18","29.03"
"11084  :  โรงพยาบาลคำม่วง","66","40","60.61"
"11085  :  โรงพยาบาลท่าคันโท","45","15","33.33"
"11086  :  โรงพยาบาลหนองกุงศรี","166","45","27.11"
"11087  :  โรงพยาบาลสมเด็จ","130","64","49.23"
"11088  :  โรงพยาบาลห้วยผึ้ง","158","75","47.47"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","248","76","30.65"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","24","7","29.17"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","76","24","31.58"
"28791  :  โรงพยาบาลสามชัย","38","8","21.05"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","139","39","28.06"
"11090  :  โรงพยาบาลกุดบาก","21","12","57.14"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","126","41","32.54"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","9","1","11.11"
"11095  :  โรงพยาบาลวานรนิวาส","209","82","39.23"
"11096  :  โรงพยาบาลคำตากล้า","81","30","37.04"
"11097  :  โรงพยาบาลบ้านม่วง","85","37","43.53"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","58","30","51.72"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","31","16","51.61"
"11102  :  โรงพยาบาลเจริญศิลป์","24","11","45.83"
"11103  :  โรงพยาบาลโพนนาแก้ว","28","18","64.29"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","173","95","54.91"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","13","6","46.15"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","48","14","29.17"
"11104  :  โรงพยาบาลปลาปาก","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","61","18","29.51"
"11106  :  โรงพยาบาลบ้านแพง","20","7","35.00"
"11107  :  โรงพยาบาลนาทม","84","14","16.67"
"11108  :  โรงพยาบาลเรณูนคร","0","0","0.00"
"11109  :  โรงพยาบาลนาแก","73","24","32.88"
"11110  :  โรงพยาบาลศรีสงคราม","193","82","42.49"
"11111  :  โรงพยาบาลนาหว้า","99","60","60.61"
"11112  :  โรงพยาบาลโพนสวรรค์","65","28","43.08"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","52","36","69.23"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","26","7","26.92"
"10712  :  โรงพยาบาลมุกดาหาร","232","119","51.29"
"11113  :  โรงพยาบาลนิคมคำสร้อย","134","23","17.16"
"11114  :  โรงพยาบาลดอนตาล","25","4","16.00"
"11115  :  โรงพยาบาลดงหลวง","39","14","35.90"
"11116  :  โรงพยาบาลคำชะอี","16","8","50.00"
"11117  :  โรงพยาบาลหว้านใหญ่","18","5","27.78"
"11118  :  โรงพยาบาลหนองสูง","9","3","33.33"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","186","60","32.26"
"11119  :  โรงพยาบาลจอมทอง","270","70","25.93"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","214","41","19.16"
"11121  :  โรงพยาบาลเชียงดาว","257","84","32.68"
"11122  :  โรงพยาบาลดอยสะเก็ด","328","60","18.29"
"11123  :  โรงพยาบาลแม่แตง","207","23","11.11"
"11124  :  โรงพยาบาลสะเมิง","21","11","52.38"
"11125  :  โรงพยาบาลฝาง","283","52","18.37"
"11126  :  โรงพยาบาลแม่อาย","68","21","30.88"
"11127  :  โรงพยาบาลพร้าว","200","31","15.50"
"11128  :  โรงพยาบาลสันป่าตอง","85","36","42.35"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","55","18","32.73"
"11131  :  โรงพยาบาลหางดง","197","79","40.10"
"11132  :  โรงพยาบาลฮอด","242","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","50","19","38.00"
"11134  :  โรงพยาบาลอมก๋อย","336","125","37.20"
"11135  :  โรงพยาบาลสารภี","55","33","60.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","75","9","12.00"
"11138  :  โรงพยาบาลแม่วาง","92","23","25.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","41","19","46.34"
"11142  :  โรงพยาบาลลี้","204","116","56.86"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","43","19","44.19"
"11144  :  โรงพยาบาลป่าซาง","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","11","5","45.45"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","72","16","22.22"
"10672  :  โรงพยาบาลลำปาง","608","224","36.84"
"11146  :  โรงพยาบาลแม่เมาะ","157","37","23.57"
"11147  :  โรงพยาบาลเกาะคา","81","28","34.57"
"11148  :  โรงพยาบาลเสริมงาม","142","34","23.94"
"11149  :  โรงพยาบาลงาว","34","15","44.12"
"11150  :  โรงพยาบาลแจ้ห่ม","72","17","23.61"
"11151  :  โรงพยาบาลวังเหนือ","116","21","18.10"
"11152  :  โรงพยาบาลเถิน","212","46","21.70"
"11153  :  โรงพยาบาลแม่พริก","35","8","22.86"
"11154  :  โรงพยาบาลแม่ทะ","38","16","42.11"
"11155  :  โรงพยาบาลสบปราบ","105","31","29.52"
"11156  :  โรงพยาบาลห้างฉัตร","54","24","44.44"
"11157  :  โรงพยาบาลเมืองปาน","26","15","57.69"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","420","141","33.57"
"11158  :  โรงพยาบาลตรอน","42","20","47.62"
"11159  :  โรงพยาบาลท่าปลา","75","27","36.00"
"11160  :  โรงพยาบาลน้ำปาด","53","21","39.62"
"11161  :  โรงพยาบาลฟากท่า","46","5","10.87"
"11162  :  โรงพยาบาลบ้านโคก","32","9","28.13"
"11163  :  โรงพยาบาลพิชัย","107","65","60.75"
"11164  :  โรงพยาบาลลับแล","84","28","33.33"
"11165  :  โรงพยาบาลทองแสนขัน","71","13","18.31"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","76","35","46.05"
"11166  :  โรงพยาบาลร้องกวาง","73","22","30.14"
"11167  :  โรงพยาบาลลอง","90","20","22.22"
"11169  :  โรงพยาบาลสูงเม่น","28","5","17.86"
"11170  :  โรงพยาบาลสอง","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","21","4","19.05"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","0","0","0.00"
"11173  :  โรงพยาบาลแม่จริม","3","1","33.33"
"11174  :  โรงพยาบาลบ้านหลวง","17","5","29.41"
"11175  :  โรงพยาบาลนาน้อย","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","80","23","28.75"
"11177  :  โรงพยาบาลเวียงสา","203","49","24.14"
"11178  :  โรงพยาบาลทุ่งช้าง","62","18","29.03"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","12","1","8.33"
"11181  :  โรงพยาบาลสันติสุข","30","7","23.33"
"11182  :  โรงพยาบาลบ่อเกลือ","16","7","43.75"
"11183  :  โรงพยาบาลสองแคว","56","37","66.07"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","118","40","33.90"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","17","5","29.41"
"25017  :  โรงพยาบาลภูเพียง","25","9","36.00"
"10717  :  โรงพยาบาลพะเยา","213","91","42.72"
"10718  :  โรงพยาบาลเชียงคำ","218","80","36.70"
"11184  :  โรงพยาบาลจุน","9","2","22.22"
"11185  :  โรงพยาบาลเชียงม่วน","53","21","39.62"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00"
"11187  :  โรงพยาบาลปง","44","5","11.36"
"11188  :  โรงพยาบาลแม่ใจ","101","35","34.65"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","0","0.00"
"11189  :  โรงพยาบาลเทิง","169","40","23.67"
"11190  :  โรงพยาบาลพาน","113","51","45.13"
"11191  :  โรงพยาบาลป่าแดด","18","7","38.89"
"11192  :  โรงพยาบาลแม่จัน","357","158","44.26"
"11193  :  โรงพยาบาลเชียงแสน","97","34","35.05"
"11194  :  โรงพยาบาลแม่สาย","309","97","31.39"
"11195  :  โรงพยาบาลแม่สรวย","179","71","39.66"
"11196  :  โรงพยาบาลเวียงป่าเป้า","87","43","49.43"
"11197  :  โรงพยาบาลพญาเม็งราย","119","28","23.53"
"11198  :  โรงพยาบาลเวียงแก่น","174","16","9.20"
"11199  :  โรงพยาบาลขุนตาล","99","20","20.20"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","199","59","29.65"
"11201  :  โรงพยาบาลแม่ลาว","75","25","33.33"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","170","29","17.06"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","144","39","27.08"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","175","32","18.29"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","135","24","17.78"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","254","64","25.20"
"11203  :  โรงพยาบาลขุนยวม","62","5","8.06"
"11204  :  โรงพยาบาลปาย","150","41","27.33"
"11205  :  โรงพยาบาลแม่สะเรียง","274","98","35.77"
"11206  :  โรงพยาบาลแม่ลาน้อย","92","24","26.09"
"11207  :  โรงพยาบาลสบเมย","58","25","43.10"
"11208  :  โรงพยาบาลปางมะผ้า","80","26","32.50"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","326","111","34.05"
"11209  :  โรงพยาบาลโกรกพระ","18","2","11.11"
"11210  :  โรงพยาบาลชุมแสง","103","37","35.92"
"11211  :  โรงพยาบาลหนองบัว","113","27","23.89"
"11212  :  โรงพยาบาลบรรพตพิสัย","82","33","40.24"
"11213  :  โรงพยาบาลเก้าเลี้ยว","9","0","0.00"
"11214  :  โรงพยาบาลตาคลี","50","19","38.00"
"11215  :  โรงพยาบาลท่าตะโก","86","27","31.40"
"11216  :  โรงพยาบาลไพศาลี","48","13","27.08"
"11217  :  โรงพยาบาลพยุหะคีรี","31","5","16.13"
