"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10898  :  โรงพยาบาลหนองกี่","278","1","0.36","28","0","0.00","15","0","0.00","49","1","2.04","36","0","0.00","16","0","0.00","14","0","0.00","18","0","0.00","17","0","0.00","22","0","0.00","26","0","0.00","19","0","0.00","18","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","410","0","0.00","41","0","0.00","45","0","0.00","51","0","0.00","36","0","0.00","24","0","0.00","25","0","0.00","11","0","0.00","19","0","0.00","38","0","0.00","35","0","0.00","44","0","0.00","41","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","732","0","0.00","70","0","0.00","63","0","0.00","81","0","0.00","60","0","0.00","57","0","0.00","88","0","0.00","27","0","0.00","40","0","0.00","55","0","0.00","56","0","0.00","74","0","0.00","61","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","609","1","0.16","55","0","0.00","68","0","0.00","60","1","1.67","69","0","0.00","68","0","0.00","39","0","0.00","21","0","0.00","31","0","0.00","30","0","0.00","37","0","0.00","74","0","0.00","57","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","1,052","0","0.00","70","0","0.00","89","0","0.00","114","0","0.00","88","0","0.00","103","0","0.00","77","0","0.00","42","0","0.00","86","0","0.00","101","0","0.00","99","0","0.00","97","0","0.00","86","0","0.00"
"10905  :  โรงพยาบาลสตึก","870","0","0.00","72","0","0.00","65","0","0.00","69","0","0.00","84","0","0.00","74","0","0.00","78","0","0.00","39","0","0.00","59","0","0.00","86","0","0.00","95","0","0.00","90","0","0.00","59","0","0.00"
"10906  :  โรงพยาบาลปะคำ","552","6","1.09","36","1","2.78","55","0","0.00","68","0","0.00","53","1","1.89","48","0","0.00","37","0","0.00","25","0","0.00","48","0","0.00","32","1","3.13","68","2","2.94","34","0","0.00","48","1","2.08"
"10907  :  โรงพยาบาลนาโพธิ์","32","1","3.13","0","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","19","0","0.00","7","1","14.29"
"10908  :  โรงพยาบาลหนองหงส์","384","1","0.26","29","0","0.00","32","0","0.00","42","0","0.00","26","0","0.00","34","0","0.00","21","0","0.00","19","0","0.00","37","0","0.00","34","0","0.00","36","0","0.00","43","1","2.33","31","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","309","0","0.00","30","0","0.00","37","0","0.00","44","0","0.00","37","0","0.00","15","0","0.00","22","0","0.00","9","0","0.00","18","0","0.00","27","0","0.00","25","0","0.00","23","0","0.00","22","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","217","0","0.00","26","0","0.00","22","0","0.00","14","0","0.00","25","0","0.00","14","0","0.00","13","0","0.00","11","0","0.00","14","0","0.00","14","0","0.00","17","0","0.00","21","0","0.00","26","0","0.00"
"10912  :  โรงพยาบาลชำนิ","4","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","85","0","0.00","14","0","0.00","16","0","0.00","16","0","0.00","10","0","0.00","5","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","5","0","0.00","5","0","0.00","4","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","398","0","0.00","18","0","0.00","61","0","0.00","40","0","0.00","34","0","0.00","27","0","0.00","28","0","0.00","20","0","0.00","26","0","0.00","28","0","0.00","38","0","0.00","45","0","0.00","33","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","129","0","0.00","23","0","0.00","30","0","0.00","28","0","0.00","16","0","0.00","11","0","0.00","12","0","0.00","2","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","174","0","0.00","14","0","0.00","22","0","0.00","24","0","0.00","8","0","0.00","20","0","0.00","8","0","0.00","6","0","0.00","4","0","0.00","9","0","0.00","15","0","0.00","22","0","0.00","22","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","166","2","1.20","8","0","0.00","9","0","0.00","26","0","0.00","15","0","0.00","9","0","0.00","14","0","0.00","11","0","0.00","14","0","0.00","10","0","0.00","24","0","0.00","19","1","5.26","7","1","14.29"
"10668  :  โรงพยาบาลสุรินทร์","4,219","12","0.28","370","1","0.27","427","2","0.47","480","1","0.21","418","1","0.24","380","1","0.26","324","0","0.00","158","1","0.63","250","2","0.80","287","0","0.00","395","1","0.25","352","1","0.28","378","1","0.26"
"10915  :  โรงพยาบาลชุมพลบุรี","420","0","0.00","31","0","0.00","44","0","0.00","51","0","0.00","31","0","0.00","39","0","0.00","34","0","0.00","14","0","0.00","23","0","0.00","30","0","0.00","46","0","0.00","46","0","0.00","31","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","557","3","0.54","38","0","0.00","54","0","0.00","69","0","0.00","64","0","0.00","43","0","0.00","32","1","3.13","25","0","0.00","37","0","0.00","44","0","0.00","48","1","2.08","59","0","0.00","44","1","2.27"
"10917  :  โรงพยาบาลจอมพระ","700","0","0.00","64","0","0.00","79","0","0.00","79","0","0.00","65","0","0.00","67","0","0.00","65","0","0.00","25","0","0.00","47","0","0.00","36","0","0.00","59","0","0.00","60","0","0.00","54","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,351","0","0.00","155","0","0.00","118","0","0.00","130","0","0.00","122","0","0.00","117","0","0.00","98","0","0.00","56","0","0.00","91","0","0.00","104","0","0.00","142","0","0.00","112","0","0.00","106","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","449","0","0.00","47","0","0.00","46","0","0.00","43","0","0.00","49","0","0.00","34","0","0.00","27","0","0.00","15","0","0.00","32","0","0.00","36","0","0.00","30","0","0.00","47","0","0.00","43","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","35","0","0.00","3","0","0.00","4","0","0.00","13","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10921  :  โรงพยาบาลสนม","3","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,314","0","0.00","124","0","0.00","151","0","0.00","158","0","0.00","112","0","0.00","116","0","0.00","99","0","0.00","48","0","0.00","91","0","0.00","104","0","0.00","127","0","0.00","91","0","0.00","93","0","0.00"
"10923  :  โรงพยาบาลสังขะ","1,144","0","0.00","82","0","0.00","122","0","0.00","112","0","0.00","95","0","0.00","76","0","0.00","103","0","0.00","47","0","0.00","68","0","0.00","98","0","0.00","143","0","0.00","95","0","0.00","103","0","0.00"
"10924  :  โรงพยาบาลลำดวน","11","0","0.00","6","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","285","0","0.00","27","0","0.00","27","0","0.00","34","0","0.00","34","0","0.00","17","0","0.00","23","0","0.00","11","0","0.00","20","0","0.00","18","0","0.00","22","0","0.00","25","0","0.00","27","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","132","0","0.00","9","0","0.00","16","0","0.00","24","0","0.00","12","0","0.00","15","0","0.00","7","0","0.00","5","0","0.00","15","0","0.00","4","0","0.00","8","0","0.00","17","0","0.00","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","145","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","9","0","0.00","24","0","0.00","27","0","0.00","31","0","0.00","43","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","387","0","0.00","16","0","0.00","34","0","0.00","31","0","0.00","37","0","0.00","38","0","0.00","47","0","0.00","23","0","0.00","27","0","0.00","33","0","0.00","41","0","0.00","33","0","0.00","27","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","137","0","0.00","13","0","0.00","1","0","0.00","6","0","0.00","4","0","0.00","11","0","0.00","11","0","0.00","3","0","0.00","14","0","0.00","13","0","0.00","32","0","0.00","11","0","0.00","18","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","138","0","0.00","13","0","0.00","10","0","0.00","14","0","0.00","14","0","0.00","14","0","0.00","13","0","0.00","8","0","0.00","6","0","0.00","18","0","0.00","9","0","0.00","7","0","0.00","12","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","288","1","0.35","31","0","0.00","42","1","2.38","33","0","0.00","22","0","0.00","31","0","0.00","20","0","0.00","10","0","0.00","26","0","0.00","10","0","0.00","0","0","0.00","28","0","0.00","35","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","799","0","0.00","51","0","0.00","45","0","0.00","81","0","0.00","91","0","0.00","81","0","0.00","45","0","0.00","31","0","0.00","87","0","0.00","93","0","0.00","67","0","0.00","70","0","0.00","57","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","511","8","1.57","56","0","0.00","77","0","0.00","37","0","0.00","45","0","0.00","49","1","2.04","36","0","0.00","13","0","0.00","27","1","3.70","45","4","8.89","47","0","0.00","37","0","0.00","42","2","4.76"
"10931  :  โรงพยาบาลไพรบึง","209","3","1.44","18","0","0.00","17","0","0.00","16","0","0.00","26","0","0.00","19","1","5.26","24","0","0.00","6","0","0.00","19","0","0.00","16","1","6.25","12","1","8.33","10","0","0.00","26","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","347","0","0.00","29","0","0.00","50","0","0.00","57","0","0.00","30","0","0.00","42","0","0.00","25","0","0.00","11","0","0.00","13","0","0.00","21","0","0.00","19","0","0.00","26","0","0.00","24","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","807","0","0.00","66","0","0.00","97","0","0.00","70","0","0.00","66","0","0.00","46","0","0.00","72","0","0.00","51","0","0.00","68","0","0.00","42","0","0.00","72","0","0.00","78","0","0.00","79","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","545","1","0.18","21","0","0.00","79","0","0.00","86","0","0.00","69","0","0.00","42","0","0.00","58","0","0.00","30","0","0.00","37","0","0.00","32","0","0.00","29","0","0.00","27","1","3.70","35","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","71","0","0.00","15","0","0.00","9","0","0.00","2","0","0.00","1","0","0.00","6","0","0.00","0","0","0.00","10","0","0.00","5","0","0.00","3","0","0.00","14","0","0.00","4","0","0.00","2","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","73","0","0.00","1","0","0.00","10","0","0.00","10","0","0.00","10","0","0.00","3","0","0.00","4","0","0.00","3","0","0.00","7","0","0.00","6","0","0.00","5","0","0.00","12","0","0.00","2","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","30","0","0.00","2","0","0.00","1","0","0.00","6","0","0.00","3","0","0.00","5","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","8","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","138","0","0.00","14","0","0.00","11","0","0.00","12","0","0.00","8","0","0.00","10","0","0.00","11","0","0.00","11","0","0.00","11","0","0.00","12","0","0.00","10","0","0.00","14","0","0.00","14","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","63","0","0.00","6","0","0.00","10","0","0.00","17","0","0.00","11","0","0.00","3","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00","6","0","0.00","1","0","0.00","2","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","47","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00","3","0","0.00","3","0","0.00","6","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","6","0","0.00","6","0","0.00","6","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","19","0","0.00","3","0","0.00","5","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","118","0","0.00","7","0","0.00","15","0","0.00","17","0","0.00","11","0","0.00","5","0","0.00","6","0","0.00","3","0","0.00","6","0","0.00","10","0","0.00","13","0","0.00","15","0","0.00","10","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","7","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","4,237","105","2.48","397","11","2.77","433","11","2.54","497","13","2.62","441","10","2.27","378","10","2.65","350","6","1.71","190","4","2.11","280","9","3.21","374","11","2.94","384","9","2.34","131","2","1.53","382","9","2.36"
"10944  :  โรงพยาบาลศรีเมืองใหม่","36","1","2.78","1","0","0.00","1","0","0.00","6","0","0.00","2","0","0.00","4","1","25.00","2","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00","5","0","0.00","3","0","0.00","4","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","156","0","0.00","13","0","0.00","9","0","0.00","9","0","0.00","23","0","0.00","10","0","0.00","15","0","0.00","8","0","0.00","2","0","0.00","15","0","0.00","16","0","0.00","20","0","0.00","16","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","86","0","0.00","7","0","0.00","9","0","0.00","7","0","0.00","8","0","0.00","10","0","0.00","8","0","0.00","5","0","0.00","3","0","0.00","7","0","0.00","15","0","0.00","4","0","0.00","3","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","258","3","1.16","24","1","4.17","32","1","3.13","22","0","0.00","19","0","0.00","25","0","0.00","26","0","0.00","10","0","0.00","17","0","0.00","12","0","0.00","20","1","5.00","20","0","0.00","31","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","7","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","512","1","0.20","49","0","0.00","43","0","0.00","53","0","0.00","44","0","0.00","35","0","0.00","38","0","0.00","22","0","0.00","39","0","0.00","46","0","0.00","44","0","0.00","54","0","0.00","45","1","2.22"
"10950  :  โรงพยาบาลบุณฑริก","21","0","0.00","3","0","0.00","5","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","173","1","0.58","8","0","0.00","6","0","0.00","18","0","0.00","15","0","0.00","10","0","0.00","12","0","0.00","6","0","0.00","13","1","7.69","25","0","0.00","23","0","0.00","26","0","0.00","11","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","239","1","0.42","17","0","0.00","19","0","0.00","26","1","3.85","17","0","0.00","19","0","0.00","18","0","0.00","14","0","0.00","11","0","0.00","20","0","0.00","31","0","0.00","20","0","0.00","27","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","823","0","0.00","98","0","0.00","104","0","0.00","87","0","0.00","51","0","0.00","80","0","0.00","71","0","0.00","43","0","0.00","69","0","0.00","61","0","0.00","81","0","0.00","26","0","0.00","52","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","1,077","17","1.58","107","7","6.54","99","2","2.02","118","1","0.85","112","0","0.00","111","3","2.70","91","0","0.00","44","0","0.00","63","0","0.00","59","2","3.39","89","2","2.25","66","0","0.00","118","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","323","1","0.31","32","0","0.00","35","0","0.00","56","0","0.00","27","0","0.00","12","0","0.00","19","0","0.00","8","0","0.00","17","0","0.00","24","0","0.00","30","0","0.00","27","1","3.70","36","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","194","4","2.06","24","2","8.33","23","0","0.00","21","0","0.00","23","0","0.00","19","0","0.00","14","1","7.14","5","0","0.00","16","0","0.00","11","0","0.00","25","1","4.00","13","0","0.00","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","170","2","1.18","10","0","0.00","14","0","0.00","23","0","0.00","11","0","0.00","12","0","0.00","23","0","0.00","8","0","0.00","10","0","0.00","18","0","0.00","21","0","0.00","7","0","0.00","13","2","15.38"
"10959  :  โรงพยาบาลสำโรง","149","1","0.67","16","0","0.00","19","0","0.00","14","0","0.00","9","1","11.11","6","0","0.00","12","0","0.00","10","0","0.00","7","0","0.00","15","0","0.00","10","0","0.00","19","0","0.00","12","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","208","0","0.00","10","0","0.00","4","0","0.00","29","0","0.00","25","0","0.00","16","0","0.00","19","0","0.00","4","0","0.00","15","0","0.00","16","0","0.00","16","0","0.00","23","0","0.00","31","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","108","0","0.00","7","0","0.00","12","0","0.00","13","0","0.00","11","0","0.00","11","0","0.00","11","0","0.00","3","0","0.00","4","0","0.00","7","0","0.00","13","0","0.00","3","0","0.00","13","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","76","0","0.00","6","0","0.00","9","0","0.00","9","0","0.00","7","0","0.00","7","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","9","0","0.00","14","0","0.00","4","0","0.00","3","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","404","0","0.00","5","0","0.00","13","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00","10","0","0.00","23","0","0.00","152","0","0.00","191","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","40","0","0.00","0","0","0.00","3","0","0.00","4","0","0.00","4","0","0.00","4","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","7","0","0.00","7","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","479","0","0.00","49","0","0.00","54","0","0.00","52","0","0.00","41","0","0.00","39","0","0.00","43","0","0.00","33","0","0.00","30","0","0.00","35","0","0.00","34","0","0.00","37","0","0.00","32","0","0.00"
"24032  :  โรงพยาบาลนาตาล","123","1","0.81","8","1","12.50","7","0","0.00","14","0","0.00","9","0","0.00","7","0","0.00","16","0","0.00","12","0","0.00","8","0","0.00","20","0","0.00","14","0","0.00","8","0","0.00","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","130","1","0.77","13","0","0.00","11","0","0.00","11","0","0.00","9","0","0.00","11","0","0.00","10","0","0.00","7","0","0.00","10","0","0.00","9","0","0.00","7","1","14.29","12","0","0.00","20","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","196","4","2.04","20","0","0.00","25","0","0.00","31","1","3.23","18","0","0.00","13","0","0.00","18","1","5.56","22","2","9.09","13","0","0.00","15","0","0.00","7","0","0.00","6","0","0.00","8","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","159","0","0.00","25","0","0.00","11","0","0.00","26","0","0.00","5","0","0.00","15","0","0.00","13","0","0.00","6","0","0.00","20","0","0.00","13","0","0.00","11","0","0.00","6","0","0.00","8","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","313","4","1.28","32","1","3.13","30","1","3.33","45","0","0.00","25","0","0.00","24","0","0.00","32","2","6.25","20","0","0.00","16","0","0.00","27","0","0.00","22","0","0.00","18","0","0.00","22","0","0.00"
"10701  :  โรงพยาบาลยโสธร","1,363","0","0.00","109","0","0.00","98","0","0.00","161","0","0.00","175","0","0.00","69","0","0.00","100","0","0.00","56","0","0.00","130","0","0.00","84","0","0.00","82","0","0.00","79","0","0.00","220","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","197","0","0.00","24","0","0.00","18","0","0.00","27","0","0.00","16","0","0.00","9","0","0.00","19","0","0.00","11","0","0.00","9","0","0.00","16","0","0.00","12","0","0.00","19","0","0.00","17","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","411","1","0.24","54","0","0.00","45","0","0.00","46","0","0.00","0","0","0.00","28","0","0.00","33","1","3.03","19","0","0.00","38","0","0.00","31","0","0.00","44","0","0.00","42","0","0.00","31","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","448","5","1.12","44","1","2.27","48","1","2.08","65","1","1.54","55","0","0.00","37","0","0.00","36","0","0.00","26","0","0.00","25","0","0.00","15","0","0.00","31","1","3.23","28","1","3.57","38","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","128","1","0.78","10","0","0.00","16","1","6.25","18","0","0.00","8","0","0.00","16","0","0.00","10","0","0.00","5","0","0.00","5","0","0.00","9","0","0.00","11","0","0.00","13","0","0.00","7","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","62","0","0.00","6","0","0.00","7","0","0.00","4","0","0.00","13","0","0.00","12","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","6","0","0.00","5","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","73","0","0.00","9","0","0.00","7","0","0.00","4","0","0.00","11","0","0.00","8","0","0.00","7","0","0.00","3","0","0.00","4","0","0.00","5","0","0.00","7","0","0.00","3","0","0.00","5","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","176","5","2.84","15","2","13.33","23","0","0.00","22","1","4.55","14","0","0.00","9","1","11.11","14","0","0.00","9","0","0.00","11","0","0.00","19","1","5.26","17","0","0.00","14","0","0.00","9","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","106","0","0.00","20","0","0.00","17","0","0.00","14","0","0.00","9","0","0.00","8","0","0.00","7","0","0.00","4","0","0.00","7","0","0.00","7","0","0.00","3","0","0.00","2","0","0.00","8","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","237","0","0.00","19","0","0.00","19","0","0.00","23","0","0.00","22","0","0.00","21","0","0.00","24","0","0.00","7","0","0.00","23","0","0.00","18","0","0.00","24","0","0.00","17","0","0.00","20","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","2,977","23","0.77","304","6","1.97","283","2","0.71","341","1","0.29","281","2","0.71","245","3","1.22","215","0","0.00","116","0","0.00","171","2","1.17","216","4","1.85","261","3","1.15","281","0","0.00","263","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","22","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","507","4","0.79","48","1","2.08","45","0","0.00","57","0","0.00","44","0","0.00","41","0","0.00","41","0","0.00","23","0","0.00","34","0","0.00","44","1","2.27","41","1","2.44","39","0","0.00","50","1","2.00"
