"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,066","18","34","0","16","1","46","0","49","2","34","0","38","0","41","0","41","1","33","2","33","3","65","0","30","0","34","1","25","0","25","0","43","0","34","0","48","1","24","0","34","1","65","2","33","0","36","0","26","0","24","1","13","1","41","1","40","0","28","2","31","1","16","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","213","3","4","1","14","0","5","0","3","1","5","0","4","0","6","0","5","0","1","0","7","0","4","0","2","0","11","0","6","0","2","0","1","0","7","0","9","0","4","0","5","0","11","0","5","0","6","0","6","0","11","0","18","0","14","1","10","0","20","0","1","0","11","0"
"28005  :  โรงพยาบาลเมืองพัทยา","3","6","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","65","0","5","0","4","0","1","0","3","0","0","0","3","0","3","0","6","0","2","0","1","0","3","0","3","0","6","0","1","0","2","0","2","0","3","0","3","0","3","0","2","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0"
"10663  :  โรงพยาบาลระยอง","118","30","4","4","14","0","4","3","5","0","0","1","2","2","2","2","7","1","2","2","5","2","4","2","1","0","2","1","0","0","4","0","5","1","6","0","5","1","1","0","4","1","3","0","2","1","3","0","3","0","8","0","3","1","12","3","3","1","3","1","4","0","2","2"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","39","7","0","0","1","1","0","0","1","0","0","0","1","0","3","1","1","0","6","0","2","0","3","1","0","0","0","1","1","1","2","0","1","0","2","0","0","0","0","0","3","0","0","0","1","0","0","0","2","0","4","0","1","0","1","1","2","0","0","1","1","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","1,204","26","35","0","42","2","60","3","57","0","18","0","42","1","21","2","51","1","31","2","52","1","38","1","66","2","51","0","44","0","39","0","48","1","30","0","58","0","27","2","50","0","61","2","28","1","26","1","36","0","47","0","30","0","21","0","47","3","15","0","47","1","7","0"
"10829  :  โรงพยาบาลแกลง","54","18","6","0","5","2","2","1","3","1","1","1","3","1","1","0","1","2","2","0","1","0","4","1","2","1","0","0","1","0","0","0","1","1","3","1","8","0","0","0","1","0","0","0","1","0","1","1","0","1","2","0","0","0","2","1","2","0","1","2","1","1","0","1"
"10830  :  โรงพยาบาลวังจันทร์","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","262","1","8","0","10","0","8","0","11","0","11","0","5","0","7","0","12","0","7","0","7","0","9","0","3","0","5","0","7","0","11","0","10","0","9","0","6","0","9","0","14","0","13","0","12","0","2","0","9","0","12","0","7","0","7","0","6","0","15","0","11","1","5","0"
"10832  :  โรงพยาบาลปลวกแดง","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","9","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","16","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","3","0","1","0","0","0","0","0","2","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","11","19","2","2","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","0","3","0","1","0","0","0","0","2","2","0","1","1","0","0","0","1","1","0","1","0","0"
"10834  :  โรงพยาบาลขลุง","99","0","2","0","3","0","9","0","6","0","4","0","4","0","3","0","0","0","2","0","0","0","2","0","3","0","2","0","3","0","4","0","0","0","0","0","3","0","0","0","1","0","2","0","0","0","2","0","4","0","6","0","3","0","11","0","5","0","6","0","5","0","8","0"
"10835  :  โรงพยาบาลท่าใหม่","3","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","4","9","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","5","3","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","35","2","1","0","1","0","0","1","1","1","1","0","2","0","1","0","2","0","4","0","1","0","0","0","2","0","1","0","2","0","4","0","2","0","1","0","0","0","0","0","0","0","4","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0"
"10842  :  โรงพยาบาลแก่งหางแมว","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","28","1","0","0","1","0","2","0","0","0","0","0","1","0","1","0","2","0","0","0","2","0","0","0","2","1","1","0","1","0","1","0","1","0","4","0","0","0","1","0","3","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","6","8","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0"
"10696  :  โรงพยาบาลตราด","246","16","10","0","1","1","12","2","12","1","1","1","13","0","7","0","3","0","27","0","3","1","14","1","7","0","3","0","14","0","5","1","4","1","4","0","2","0","8","1","6","2","4","3","2","0","9","1","8","0","7","0","5","0","21","0","4","0","11","0","11","0","14","0"
"10845  :  โรงพยาบาลคลองใหญ่","27","2","1","0","1","0","4","0","0","0","0","0","1","0","1","0","1","0","2","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","3","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","11","2","0","0","2","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10847  :  โรงพยาบาลบ่อไร่","48","2","3","0","2","0","2","0","1","0","1","0","1","0","1","0","2","0","2","1","0","0","1","0","0","0","2","0","0","0","1","0","0","0","4","0","1","0","2","0","4","0","1","0","4","1","2","0","0","0","3","0","1","0","3","0","4","0","1","1","2","0","2","0"
"10848  :  โรงพยาบาลแหลมงอบ","8","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","4","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","78","5","2","0","2","0","3","0","5","0","3","0","4","0","2","1","3","0","0","0","0","0","7","1","1","1","1","0","0","0","6","1","0","0","10","0","1","0","3","1","2","0","2","0","2","0","3","0","5","0","4","0","2","0","3","0","1","0","0","0","1","0","1","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"10850  :  โรงพยาบาลบางคล้า","3","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","6","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","4","8","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","0","0","0","0","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","12","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","30","2","0","0","0","0","3","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","2","0","3","1","1","0","2","0","1","0","3","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","1","0","1","0"
"13747  :  โรงพยาบาลราชสาส์น","18","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","2","0","0","0","0","1","0","0","2","0","1","0","2","0","3","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","41","7","1","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","2","2","0","0","2","0","0","1","0","0","7","0","2","0","0","0","2","0","0","2","1","0","2","0","0","0","1","0","9","0","3","0","0","0","1","1","1","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","4","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","12","0","0","0","4","0","0","0","0","0","1","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","31","1","0","0","2","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","3","0","3","0","5","0","0","0","1","0","1","0","3","0","1","0","0","0","1","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","8","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"10863  :  โรงพยาบาลปากพลี","8","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","29","3","0","0","0","0","2","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","2","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2","2","0","1","0","1","0","6","0","0","0","2","0","3","0","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","9","3","0","0","0","1","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","38","8","0","0","7","0","2","0","0","0","0","0","0","0","1","0","0","0","0","1","3","0","2","1","0","0","0","0","0","0","0","0","2","2","2","0","2","1","0","0","0","0","2","0","2","0","1","1","0","2","1","0","1","0","1","0","6","0","2","0","3","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","58","3","3","1","5","0","2","0","1","0","3","0","2","0","1","0","2","0","2","0","3","1","1","0","1","0","7","0","2","0","1","0","4","0","4","1","1","0","1","0","1","0","2","0","1","0","2","0","3","0","0","0","1","0","2","0","2","0","0","0","1","0","1","0"
"10866  :  โรงพยาบาลคลองหาด","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","55","1","4","0","2","0","2","0","2","0","0","0","2","0","0","0","1","0","0","0","1","0","4","0","3","0","5","0","1","0","1","0","2","0","1","0","5","0","1","0","3","0","1","0","2","0","2","0","3","0","0","0","2","0","2","0","2","0","2","0","0","1","1","0"
"10870  :  โรงพยาบาลอรัญประเทศ","33","0","1","0","0","0","0","0","3","0","0","0","1","0","3","0","0","0","1","0","1","0","0","0","2","0","1","0","1","0","1","0","0","0","0","0","2","0","0","0","1","0","3","0","0","0","3","0","0","0","4","0","1","0","0","0","3","0","1","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","7","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","28","16","4","0","0","0","0","1","0","1","1","0","0","1","2","1","0","1","2","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","2","1","0","0","0","2","0","0","0","0","0","3","1","0","0","1","2","0","0","1","0","1","2","7","1"
"10871  :  โรงพยาบาลครบุรี","6","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","11","0","1","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","58","1","0","0","2","0","4","0","2","0","1","1","2","0","1","0","2","0","2","0","3","0","4","0","0","0","2","0","2","0","0","0","4","0","4","0","3","0","1","0","2","0","1","0","0","0","5","0","3","0","3","0","0","0","1","0","3","0","0","0","1","0","1","0"
"10876  :  โรงพยาบาลโชคชัย","65","5","3","0","3","0","0","0","2","0","2","0","1","0","2","0","0","0","1","0","3","0","3","1","1","1","2","0","1","0","1","0","3","0","3","0","3","0","5","0","6","1","3","0","2","1","0","0","4","0","4","0","1","0","2","0","3","0","3","0","1","1","2","0"
"10877  :  โรงพยาบาลด่านขุนทด","26","2","2","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","4","0","0","0","1","0","2","0","3","0","0","0","0","1","1","0","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","2","0","1","0","1","0"
"10878  :  โรงพยาบาลโนนไทย","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","182","0","7","0","2","0","6","0","3","0","7","0","4","0","7","0","4","0","2","0","8","0","2","0","9","0","16","0","6","0","5","0","9","0","5","0","6","0","5","0","6","0","9","0","1","0","3","0","16","0","6","0","4","0","9","0","6","0","10","0","1","0","2","0"
"10880  :  โรงพยาบาลขามสะแกแสง","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","3","8","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1"
"10882  :  โรงพยาบาลประทาย","7","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","14","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","2","0","0","0"
"10884  :  โรงพยาบาลพิมาย","115","0","4","0","5","0","6","0","4","0","5","0","6","0","4","0","4","0","4","0","2","0","4","0","3","0","6","0","5","0","2","0","11","0","2","0","6","0","0","0","2","0","4","0","2","0","2","0","1","0","2","0","4","0","1","0","6","0","2","0","4","0","3","0"
"10885  :  โรงพยาบาลห้วยแถลง","29","0","0","0","2","0","0","0","1","0","2","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","2","0","1","0","1","0","0","0","3","0","0","0","2","0","1","0","3","0","0","0","1","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","12","22","0","1","0","2","1","3","0","1","1","1","1","0","0","0","1","1","0","4","0","0","0","1","0","1","0","1","0","1","2","2","1","1","1","0","0","2","1","1","0","3","2","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1"
"10887  :  โรงพยาบาลสูงเนิน","7","6","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","1","0","1","1"
"10888  :  โรงพยาบาลขามทะเลสอ","149","0","11","0","10","0","1","0","10","0","0","0","5","0","2","0","2","0","9","0","9","0","1","0","6","0","5","0","5","0","9","0","4","0","0","0","4","0","1","0","11","0","3","0","1","0","3","0","1","0","9","0","6","0","7","0","0","0","6","0","5","0","3","0"
"10889  :  โรงพยาบาลสีคิ้ว","49","0","0","0","1","0","3","0","2","0","1","0","2","0","0","0","2","0","1","0","0","0","4","0","1","0","0","0","2","0","0","0","1","0","3","0","0","0","3","0","2","0","3","0","1","0","0","0","2","0","2","0","4","0","3","0","2","0","1","0","1","0","2","0"
