"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10818  :  โรงพยาบาลหนองใหญ่","80","581","3","9","4","12","3","11","2","3","4","3","4","9","2","95","1","4","4","7","3","6","3","4","3","14","2","11","2","14","3","5","3","56","3","25","1","10","0","17","1","7","3","19","2","11","6","139","2","122","3","21","1","10","5","33","1","56","3","13","4","35","0","4"
"10819  :  โรงพยาบาลบางละมุง","13","2,551","0","79","1","81","1","67","0","67","1","68","0","76","0","86","0","127","2","116","0","96","0","78","1","93","1","96","1","106","2","70","0","91","0","68","0","65","0","87","2","60","0","79","0","68","0","47","0","77","0","68","0","86","0","126","0","84","0","97","0","80","1","72"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","57","78","2","3","0","1","2","1","1","2","0","2","3","1","0","1","1","2","3","1","0","6","0","3","2","5","2","5","3","4","2","3","0","0","0","4","0","3","2","3","1","4","2","2","3","2","7","5","5","2","1","1","3","2","3","0","5","2","2","2","3","5","0","4"
"10821  :  โรงพยาบาลพานทอง","363","432","11","11","13","14","16","16","4","12","7","13","32","12","5","9","51","7","0","16","1","14","5","14","15","10","15","11","10","18","15","17","6","12","12","22","33","15","5","12","9","8","1","15","5","20","18","21","4","23","5","16","2","17","2","14","14","15","8","8","41","21","1","4"
"10822  :  โรงพยาบาลพนัสนิคม","5","435","1","9","0","14","0","20","0","18","0","17","0","6","0","15","0","14","0","10","0","19","0","14","0","17","1","12","0","17","1","11","0","16","0","29","0","9","0","14","0","22","0","18","1","10","0","19","1","18","0","13","0","7","0","17","0","11","0","11","0","9","0","7"
"10823  :  โรงพยาบาลแหลมฉบัง","112","841","1","42","1","16","3","35","2","46","8","25","2","38","6","22","4","24","5","48","3","23","4","29","2","36","4","61","9","28","2","21","7","37","6","31","1","30","14","43","7","38","3","25","1","11","4","25","1","17","0","18","1","15","4","10","1","14","3","17","0","21","3","13"
"10824  :  โรงพยาบาลเกาะสีชัง","5","30","0","0","0","0","0","0","0","2","0","0","1","1","1","0","0","1","0","0","0","3","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","2","0","0","0","4","0","1","0","3","0","1","0","1","0","3","0","3","0","1","0","1"
"10825  :  โรงพยาบาลสัตหีบกม10","147","2,176","5","58","0","74","0","123","2","69","1","64","0","107","2","65","2","58","5","128","17","43","7","60","13","37","0","104","2","82","4","131","0","99","6","103","2","198","4","86","9","102","13","51","0","86","4","76","0","71","2","145","26","108","1","105","3","119","11","109","7","94","0","44"
"10826  :  โรงพยาบาลบ่อทอง","1,568","253","124","6","138","16","113","5","140","4","153","5","125","6","134","5","165","11","177","11","174","26","186","7","220","4","196","10","211","6","232","6","206","21","240","6","221","6","235","9","226","10","242","7","247","3","265","9","213","13","220","12","209","12","201","16","230","14","242","10","210","23","136","8"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","245","1","10","0","14","0","11","0","5","0","11","0","4","0","4","0","10","0","9","0","9","0","7","0","7","0","2","0","6","0","5","0","8","0","11","0","7","0","9","0","9","0","9","0","8","0","9","0","8","0","12","0","6","0","19","0","3","0","6","1","9","0","3","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","446","159","2","5","16","5","11","5","7","4","12","7","10","7","8","4","28","9","15","9","16","6","14","6","65","8","16","6","9","5","16","7","10","6","12","6","22","7","10","6","20","5","23","3","4","6","13","5","17","4","17","2","23","3","4","4","10","4","10","2","7","4","6","1"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","520","271","18","4","29","2","18","24","20","10","13","6","35","6","18","4","22","9","16","6","21","16","6","7","5","6","19","5","12","8","9","2","38","3","26","21","25","11","19","8","20","22","12","8","11","5","31","10","18","11","12","5","13","4","11","20","14","15","9","6","36","9","7","5"
"28005  :  โรงพยาบาลเมืองพัทยา","49","193","3","7","0","6","2","7","0","5","15","2","1","4","0","7","0","2","0","7","0","3","0","9","1","8","0","4","1","8","1","3","0","4","1","8","0","4","0","5","1","6","0","11","0","3","0","11","0","3","1","8","2","11","0","8","0","7","18","12","1","8","2","2"
"28006  :  โรงพยาบาลเกาะจันทร์","102","60","2","4","6","1","3","6","20","6","16","1","3","2","1","1","3","2","7","2","10","1","5","7","0","3","0","4","0","1","2","0","3","0","1","0","3","0","1","0","0","0","1","0","1","0","2","1","2","4","0","3","0","0","0","4","0","2","6","1","8","7","0","0"
"10663  :  โรงพยาบาลระยอง","120","1,852","2","44","2","68","3","67","1","56","6","72","3","64","2","48","5","53","1","49","12","53","2","64","1","51","8","75","1","49","3","50","2","56","4","80","4","63","1","48","5","33","3","68","8","76","3","72","3","63","7","48","8","42","6","61","3","77","3","67","6","101","2","37"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","26","449","0","9","0","13","0","8","0","19","1","18","0","9","3","11","1","7","1","11","1","23","1","21","2","19","0","19","0","12","1","24","2","8","0","11","0","12","0","17","2","13","0","16","1","8","0","19","3","21","2","19","5","19","0","17","0","27","0","14","0","17","0","6"
"10828  :  โรงพยาบาลบ้านฉาง","325","104","14","3","25","0","11","1","6","2","16","1","17","5","7","3","10","4","15","4","25","3","6","2","10","4","4","6","7","6","14","2","18","2","10","1","1","0","14","3","19","6","8","2","4","6","8","2","7","1","3","2","10","8","22","6","7","5","2","4","8","10","2","1"
"10829  :  โรงพยาบาลแกลง","68","215","3","6","1","8","1","13","5","4","1","2","6","13","2","5","0","14","1","10","1","3","0","5","3","5","2","5","2","7","1","2","2","9","0","7","1","12","1","0","2","12","7","11","0","2","0","3","1","7","2","7","0","7","0","10","9","9","0","12","15","10","0","6"
"10830  :  โรงพยาบาลวังจันทร์","71","82","0","1","1","1","0","0","0","0","0","0","0","0","0","2","0","1","1","1","0","1","1","0","0","7","1","0","2","0","1","3","0","2","0","7","2","6","1","0","5","0","1","3","1","8","0","14","1","4","1","4","2","6","3","2","0","3","21","7","20","1","7","0"
"10831  :  โรงพยาบาลบ้านค่าย","53","99","4","8","4","6","1","3","1","0","2","5","0","3","0","2","0","1","2","6","2","6","0","1","0","1","2","5","0","5","2","0","1","1","1","2","3","3","2","2","1","4","1","2","0","5","3","8","1","7","2","5","3","1","5","6","3","5","1","3","2","7","6","3"
"10832  :  โรงพยาบาลปลวกแดง","35","733","2","23","0","15","0","15","1","15","0","11","0","16","2","27","0","38","3","32","1","14","2","12","2","29","1","9","0","31","4","31","0","31","2","39","5","47","0","36","4","27","1","45","0","21","0","7","0","12","2","40","0","14","0","7","0","21","0","12","3","36","0","28"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","29","2","0","0","0","1","3","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","3","0","7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","5","0","2","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","26","6","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","2","2","2","1","2","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","2","0","1","0","1","0","2","0","0","0","1","2","1","1","0","0","0","0","0","0","1","0","2","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","145","1,246","4","45","3","34","5","40","6","41","8","43","6","38","2","41","1","47","3","32","5","34","5","45","4","45","2","34","2","23","3","42","3","36","1","36","2","38","2","36","1","39","3","46","5","43","8","66","12","56","11","44","7","46","14","39","0","36","5","43","6","48","7","30"
"10834  :  โรงพยาบาลขลุง","37","16","1","0","3","0","0","0","1","1","9","2","2","0","3","0","6","1","2","2","1","1","1","3","1","1","0","0","0","3","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","9","8","1","0","1","0","0","0","0","0","4","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","10","100","0","2","1","6","0","3","0","2","0","6","0","3","0","4","0","3","1","2","0","3","0","1","2","1","0","0","0","22","3","2","1","4","1","1","0","0","0","3","0","4","0","0","0","3","1","2","0","5","0","1","0","4","0","0","0","5","0","2","0","0","0","6"
"10837  :  โรงพยาบาลสองพี่น้อง","29","33","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","3","0","4","0","15","0","3","2","0","0","0","0","0","5","1","2","0","5","0","1","0","4","0","2","0","1","0","1","0","1","0","1","0","3","0","0","0","3","0","0","0","2","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","22","126","0","2","0","2","1","2","0","3","1","2","2","3","0","4","4","12","2","2","2","3","3","5","0","9","0","5","0","8","2","1","1","3","0","5","1","3","0","12","0","6","0","0","1","10","0","2","1","1","4","3","0","6","0","6","0","2","0","3","0","1","0","0"
"10839  :  โรงพยาบาลมะขาม","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","5","3","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","32","3","1","2","1","0","1","0","3","0","1","0","1","0","1","0","1","0","5","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","3","0","1","0","1","0","1","0","3","0","0","1","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","0","20","0","0","0","1","0","1","0","0","0","1","0","2","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","2","0","3","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0"
"10843  :  โรงพยาบาลนายายอาม","35","7","0","0","5","0","0","0","1","0","2","0","0","0","1","0","6","0","2","0","0","0","2","0","1","0","1","0","0","0","1","0","2","1","0","0","0","0","2","0","0","0","3","0","2","0","2","0","0","1","0","0","0","0","1","0","0","1","1","4","2","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","2","9","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10696  :  โรงพยาบาลตราด","589","347","16","7","16","7","22","11","23","14","22","11","10","16","31","15","24","19","18","11","17","10","29","13","16","8","21","21","13","6","11","3","18","3","24","6","18","12","4","8","11","15","21","13","13","11","36","11","25","7","37","5","9","11","16","15","19","14","32","10","17","27","3","11"
"10845  :  โรงพยาบาลคลองใหญ่","328","129","1","2","2","2","4","3","2","3","2","0","4","0","66","7","61","8","4","1","3","1","5","9","1","3","45","2","7","3","2","4","2","2","5","8","6","2","2","0","1","3","2","4","16","6","6","13","14","10","8","4","6","8","16","7","6","6","13","6","17","5","0","2"
"10846  :  โรงพยาบาลเขาสมิง","169","35","1","0","1","3","5","4","0","2","1","0","2","2","3","2","9","2","6","1","8","0","1","4","6","1","6","0","19","1","12","0","10","2","3","0","0","1","2","0","11","0","8","1","0","1","3","1","20","2","5","1","3","3","1","1","4","3","14","0","4","1","2","0"
"10847  :  โรงพยาบาลบ่อไร่","136","1","2","0","4","0","2","0","2","0","3","0","5","0","3","0","5","0","5","1","8","0","4","0","6","0","4","0","14","0","4","0","5","0","8","0","11","0","9","0","5","0","7","0","11","0","0","0","0","0","4","0","2","0","2","0","3","0","0","0","1","0","3","0"
"10848  :  โรงพยาบาลแหลมงอบ","48","73","0","1","2","3","1","5","1","3","0","2","1","5","3","3","1","1","0","2","0","1","0","2","2","0","1","1","1","2","0","2","2","3","1","1","0","0","1","4","2","2","4","3","2","3","2","3","2","0","9","12","2","1","5","0","0","0","3","7","0","0","0","3"
"10849  :  โรงพยาบาลเกาะกูด","14","6","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","0","0","0","3","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","30","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","1","0","2","0","2","0","2","0","1","0","0","0","1","0","3","0","4","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","205","1,035","4","49","8","60","20","48","11","57","17","66","4","50","6","54","5","59","4","71","18","77","16","38","5","41","30","62","4","43","10","38","7","36","14","38","7","26","0","23","2","28","2","17","4","16","3","6","1","8","1","8","0","9","4","9","0","6","0","7","0","8","1","1"
"10833  :  โรงพยาบาลท่าตะเกียบ","12","97","0","1","0","7","0","3","0","5","0","2","0","3","1","0","1","2","1","2","0","4","0","2","0","3","0","7","0","2","0","2","1","2","0","5","0","0","1","5","0","4","5","5","0","5","0","7","0","0","0","9","0","6","1","2","0","3","1","5","2","2","0","1"
"10850  :  โรงพยาบาลบางคล้า","3","40","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","5","0","5","1","0","1","1","0","4","0","5","0","2","0","2","0","1","0","1","0","3","0","4"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","112","2,289","14","102","5","115","7","101","5","84","2","73","1","41","3","70","4","89","8","62","4","66","2","75","2","82","3","94","12","78","2","85","2","136","2","112","9","152","3","112","4","110","2","134","4","95","2","102","2","81","4","87","3","78","5","103","2","82","1","93","3","66","3","61"
"10852  :  โรงพยาบาลบางปะกง","6","227","0","6","0","6","0","9","0","20","0","3","0","16","0","10","0","8","0","12","0","10","0","3","0","11","0","3","0","8","0","9","0","6","0","8","1","3","0","14","0","5","0","7","1","17","1","8","1","6","2","9","0","1","0","5","0","3","0","4","0","7","0","8"
"10853  :  โรงพยาบาลบ้านโพธิ์","41","533","1","13","2","15","2","8","0","14","0","12","0","15","0","9","0","15","0","12","0","18","0","7","1","25","0","16","0","22","2","4","2","14","0","19","0","16","2","8","1","27","0","28","2","24","1","25","1","15","2","24","2","21","4","36","4","18","8","19","4","36","0","16"
"10854  :  โรงพยาบาลพนมสารคาม","6","702","0","18","0","17","0","28","0","16","0","22","0","22","0","21","1","23","0","19","0","23","0","20","0","22","0","24","0","19","0","28","0","25","1","14","0","19","0","14","0","18","0","26","0","11","0","26","0","27","2","24","1","32","0","25","0","35","1","30","0","41","0","29"
"10855  :  โรงพยาบาลสนามชัยเขต","10","484","0","10","0","15","1","29","0","24","0","37","0","16","0","15","0","9","0","21","0","22","0","26","0","10","0","23","0","19","1","21","0","20","1","46","2","16","0","9","0","17","0","13","0","21","1","17","0","25","0","18","0","18","1","35","0","21","1","12","2","34","0","26"
"10856  :  โรงพยาบาลแปลงยาว","876","319","64","18","12","5","27","16","29","5","41","15","48","15","47","10","43","7","60","9","16","21","7","13","30","10","15","14","17","9","54","10","38","8","35","14","38","11","38","10","20","8","8","8","30","7","17","9","28","20","15","8","19","9","21","4","9","4","35","14","17","12","5","4"
"13747  :  โรงพยาบาลราชสาส์น","17","74","0","2","1","2","0","4","0","1","2","4","1","4","0","2","0","7","1","3","2","3","0","2","0","2","0","2","0","3","1","0","1","0","0","4","0","6","2","5","0","3","1","1","0","2","1","2","1","0","0","3","3","3","0","1","0","0","0","3","0","1","0","2"
"31327  :  โรงพยาบาลคลองเขื่อน","4","53","0","1","0","2","0","1","0","2","0","0","1","4","0","4","0","8","0","3","0","3","0","3","0","3","1","5","0","2","0","3","0","1","0","0","0","1","0","0","0","2","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","140","1,520","9","93","6","61","8","72","6","63","4","60","1","67","4","61","2","61","4","61","1","54","4","49","1","43","2","72","5","48","3","53","22","86","12","80","1","38","4","66","6","62","4","52","1","39","12","43","1","39","2","12","6","12","2","17","2","72","1","12","3","17","2","13"
"10857  :  โรงพยาบาลกบินทร์บุรี","5","1,063","0","44","2","48","0","42","1","48","0","39","0","47","0","33","0","31","0","40","0","38","1","66","0","35","0","41","0","39","0","52","0","49","0","25","0","45","0","42","0","44","0","33","0","24","0","41","0","30","1","49","0","28","0","31","0","31","0","41","0","29","0","16"
"10858  :  โรงพยาบาลนาดี","7","267","0","24","0","6","0","7","0","1","0","16","0","16","0","20","0","10","0","3","2","18","0","7","1","5","0","9","0","6","0","4","0","3","0","6","0","2","0","9","0","10","2","10","0","8","1","17","0","10","0","5","0","9","0","7","0","8","1","8","0","4","0","4"
"10859  :  โรงพยาบาลบ้านสร้าง","18","128","0","2","0","4","0","2","0","3","0","5","1","7","0","5","0","5","0","7","0","10","0","0","0","3","0","5","0","2","0","2","0","11","2","9","0","3","0","5","2","3","0","3","2","4","4","3","0","7","0","0","2","3","0","2","0","3","2","4","3","3","0","3"
"10860  :  โรงพยาบาลประจันตคาม","14","173","0","6","0","2","0","8","0","7","2","3","0","1","0","1","0","5","2","5","0","6","0","5","1","1","0","1","0","10","2","10","0","4","0","5","0","6","0","5","0","4","0","17","0","11","2","9","0","7","0","5","1","6","1","2","1","6","2","7","0","8","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","66","189","2","3","2","14","1","38","2","28","2","18","4","17","1","1","3","24","2","4","0","2","1","0","0","3","3","1","3","0","2","0","4","9","1","0","1","1","3","3","5","2","1","0","3","10","8","5","0","1","2","5","4","0","4","0","1","0","0","0","1","0","1","0"
"10862  :  โรงพยาบาลศรีมโหสถ","74","120","1","0","0","0","0","1","0","0","0","1","5","1","6","6","6","2","0","7","0","20","0","13","1","12","2","1","5","3","0","4","1","5","4","2","1","1","1","0","0","0","5","21","0","1","4","2","12","1","7","4","0","1","2","1","9","3","0","0","3","6","0","1"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","12","11","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","2","2","2","0","0","2","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","50","843","0","34","1","36","1","60","1","22","1","24","0","29","1","39","0","22","2","16","0","19","0","23","2","19","3","24","4","23","1","33","24","38","2","35","1","38","1","17","1","40","1","20","0","26","0","36","0","13","1","21","0","15","0","34","0","25","1","30","1","28","0","19"
"10863  :  โรงพยาบาลปากพลี","3","139","1","6","0","7","1","5","0","5","0","1","1","8","0","1","0","1","0","4","0","5","0","4","0","0","0","7","0","4","1","3","0","3","0","3","0","7","0","1","0","4","0","1","0","7","0","2","0","9","0","4","0","13","0","4","0","10","0","2","0","13","0","7"
"10864  :  โรงพยาบาลบ้านนา","30","641","1","20","2","23","0","28","1","15","5","10","1","58","2","37","0","18","1","27","0","40","0","26","0","19","0","27","1","12","1","21","0","33","1","25","0","24","2","16","1","22","1","35","3","20","1","27","2","19","0","14","2","17","0","48","0","19","1","39","4","14","0","3"
"10865  :  โรงพยาบาลองครักษ์","15","343","0","18","0","7","2","9","0","23","0","17","0","17","0","17","0","19","1","13","0","4","0","6","1","5","0","7","0","19","2","11","0","9","1","9","0","2","0","12","1","11","3","24","0","14","1","7","0","14","0","4","2","28","0","1","0","5","0","10","1","2","0","3"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","69","614","9","31","2","28","4","20","1","19","2","16","0","24","1","14","5","10","9","18","2","21","1","16","0","28","2","28","1","19","0","17","6","30","3","26","4","24","4","21","2","16","0","9","2","21","1","31","1","30","0","19","4","20","2","17","0","16","0","14","0","8","1","5"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","111","866","2","34","4","12","2","37","2","20","4","21","3","18","6","24","3","38","5","25","9","21","7","33","1","26","3","24","5","29","5","25","5","27","4","39","2","30","1","25","2","16","8","56","7","41","1","28","2","39","2","23","4","28","2","39","2","25","3","30","7","32","0","18"
"10866  :  โรงพยาบาลคลองหาด","118","29","2","3","1","1","4","0","3","1","0","2","3","1","1","0","3","0","0","0","1","1","8","2","12","0","6","2","5","0","9","1","0","1","2","3","2","0","1","0","1","1","1","0","9","1","10","0","5","1","1","2","8","1","1","2","9","0","4","1","4","3","2","1"
"10867  :  โรงพยาบาลตาพระยา","59","36","0","2","0","0","0","1","0","0","0","2","2","1","0","0","0","0","4","2","0","0","7","6","2","0","1","3","6","1","0","3","1","1","1","1","1","1","4","0","2","0","3","1","6","1","3","2","0","3","0","3","0","0","4","3","7","0","4","0","0","0","1","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","5","31","0","1","0","5","1","4","0","3","0","1","0","1","0","3","0","0","0","4","0","0","1","2","0","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","926","159","20","5","19","7","30","4","14","4","29","5","33","1","26","9","43","6","11","8","48","0","33","8","30","5","27","2","27","4","61","7","21","2","44","5","43","20","34","7","15","6","43","5","34","10","23","2","93","7","18","6","33","6","45","3","36","4","53","10","39","3","13","3"
"10870  :  โรงพยาบาลอรัญประเทศ","19","367","0","11","0","7","0","12","1","21","0","6","1","8","0","15","0","3","0","13","0","13","1","7","4","13","0","5","2","13","1","13","0","7","2","9","0","11","1","12","0","13","0","10","1","6","0","20","0","17","1","9","0","11","1","17","2","15","0","25","1","22","0","7"
"13817  :  โรงพยาบาลเขาฉกรรจ์","1","22","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","0","0","0","3","0","1","0","4","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","24","5","5","0","0","0","1","0","4","1","3","1","1","0","0","1","1","0","1","0","0","2","0","0","0","0","1","0","0","0","5","0","1","0","0","0","2","1","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","916","1,107","69","14","59","18","136","59","24","41","32","21","20","40","15","21","77","30","16","24","16","40","13","36","7","33","12","26","9","40","7","27","15","29","6","42","11","35","17","33","27","35","27","31","29","60","38","38","15","51","27","46","25","38","32","38","33","42","54","52","30","54","18","19"
"10871  :  โรงพยาบาลครบุรี","8","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"10872  :  โรงพยาบาลเสิงสาง","159","252","4","8","2","10","8","12","3","11","1","7","5","9","4","14","3","9","9","10","10","10","4","10","5","9","5","13","11","4","0","6","7","10","7","13","4","4","4","5","4","7","1","13","4","4","12","5","2","10","6","6","3","10","10","6","5","7","5","7","10","13","2","9"
"10873  :  โรงพยาบาลคง","8","34","0","0","0","0","0","2","0","0","1","8","0","7","0","2","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","2","0","1","0","2","0","0","0","0","1","1","0","4","0","2","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","39","123","1","1","0","5","2","2","7","8","2","7","6","8","2","7","1","4","3","2","0","3","1","6","1","4","0","7","0","1","1","8","3","5","0","3","0","5","0","2","1","1","2","8","1","5","2","4","0","4","1","2","0","2","0","4","0","4","1","7","1","1","1","1"
"10875  :  โรงพยาบาลจักราช","27","159","0","3","1","1","2","8","1","4","1","10","1","6","1","6","0","6","3","5","1","7","0","5","0","4","0","3","2","5","1","5","4","9","2","4","1","9","1","6","0","2","0","5","0","5","0","8","1","8","1","3","1","2","2","9","1","6","1","6","0","8","0","0"
"10876  :  โรงพยาบาลโชคชัย","155","174","7","5","4","11","3","6","1","4","1","3","2","4","2","3","0","2","0","7","0","2","1","2","3","3","0","6","0","3","2","1","9","10","7","11","3","7","8","7","19","15","6","4","7","3","11","14","2","4","26","8","6","2","4","11","7","15","8","7","8","15","3","12"
"10877  :  โรงพยาบาลด่านขุนทด","23","398","0","18","3","14","1","13","0","10","1","11","2","20","1","12","1","10","0","15","0","14","0","19","0","12","1","24","2","18","0","13","2","23","0","18","1","9","1","19","1","12","1","9","1","12","1","18","0","24","0","23","0","19","0","19","0","10","1","17","4","21","0","15"
"10878  :  โรงพยาบาลโนนไทย","130","206","4","6","4","10","3","11","7","10","5","3","7","9","11","6","0","3","2","7","2","7","1","8","0","6","1","4","1","5","7","18","4","11","1","10","7","8","4","8","8","9","7","9","0","8","6","6","4","8","2","5","9","10","15","8","1","8","3","9","12","13","5","13"
"10879  :  โรงพยาบาลโนนสูง","134","692","5","13","4","24","2","33","5","28","2","26","1","28","3","33","0","23","1","42","3","60","6","58","2","20","0","37","0","29","0","29","4","59","6","40","9","38","7","29","10","26","6","27","3","26","23","21","3","19","9","29","2","26","4","27","5","20","5","19","9","43","7","22"
