"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10892  :  โรงพยาบาลแก้งสนามนาง","51","0","0.00","12","0","0.00","4","0","0.00","6","0","0.00","4","0","0.00","2","0","0.00","5","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","5","0","0.00","2","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","227","0","0.00","27","0","0.00","24","0","0.00","37","0","0.00","18","0","0.00","19","0","0.00","12","0","0.00","14","0","0.00","10","0","0.00","30","0","0.00","17","0","0.00","19","0","0.00","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","635","4","0.63","16","0","0.00","10","1","10.00","20","0","0.00","48","0","0.00","68","1","1.47","52","1","1.92","61","0","0.00","102","0","0.00","52","0","0.00","107","0","0.00","62","1","1.61","37","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","13","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","130","0","0.00","12","0","0.00","19","0","0.00","14","0","0.00","7","0","0.00","20","0","0.00","10","0","0.00","13","0","0.00","6","0","0.00","10","0","0.00","5","0","0.00","13","0","0.00","1","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","127","0","0.00","9","0","0.00","10","0","0.00","17","0","0.00","22","0","0.00","23","0","0.00","10","0","0.00","18","0","0.00","4","0","0.00","6","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","53","0","0.00","0","0","0.00","0","0","0.00","8","0","0.00","10","0","0.00","9","0","0.00","7","0","0.00","6","0","0.00","1","0","0.00","5","0","0.00","5","0","0.00","2","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","18","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","25","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","6","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","408","0","0.00","1","0","0.00","32","0","0.00","64","0","0.00","48","0","0.00","51","0","0.00","1","0","0.00","57","0","0.00","47","0","0.00","49","0","0.00","58","0","0.00","0","0","0.00","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","386","0","0.00","10","0","0.00","33","0","0.00","36","0","0.00","39","0","0.00","20","0","0.00","34","0","0.00","30","0","0.00","37","0","0.00","47","0","0.00","40","0","0.00","39","0","0.00","21","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,350","3","0.22","121","0","0.00","88","0","0.00","214","0","0.00","123","0","0.00","128","0","0.00","126","0","0.00","132","1","0.76","127","0","0.00","96","1","1.04","76","0","0.00","57","0","0.00","62","1","1.61"
"10896  :  โรงพยาบาลกระสัง","494","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","47","0","0.00","25","0","0.00","91","0","0.00","53","0","0.00","63","0","0.00","75","0","0.00","71","0","0.00","69","0","0.00"
"10897  :  โรงพยาบาลนางรอง","14","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","662","0","0.00","59","0","0.00","43","0","0.00","83","0","0.00","61","0","0.00","40","0","0.00","86","0","0.00","47","0","0.00","60","0","0.00","32","0","0.00","56","0","0.00","63","0","0.00","32","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","296","0","0.00","18","0","0.00","26","0","0.00","17","0","0.00","24","0","0.00","6","0","0.00","23","0","0.00","22","0","0.00","20","0","0.00","51","0","0.00","27","0","0.00","35","0","0.00","27","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","720","0","0.00","51","0","0.00","82","0","0.00","79","0","0.00","81","0","0.00","73","0","0.00","67","0","0.00","49","0","0.00","38","0","0.00","50","0","0.00","54","0","0.00","47","0","0.00","49","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","71","0","0.00","1","0","0.00","4","0","0.00","21","0","0.00","10","0","0.00","8","0","0.00","10","0","0.00","3","0","0.00","5","0","0.00","5","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","846","0","0.00","56","0","0.00","69","0","0.00","116","0","0.00","75","0","0.00","62","0","0.00","72","0","0.00","94","0","0.00","48","0","0.00","62","0","0.00","61","0","0.00","65","0","0.00","66","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","461","0","0.00","12","0","0.00","15","0","0.00","17","0","0.00","12","0","0.00","22","0","0.00","61","0","0.00","56","0","0.00","25","0","0.00","42","0","0.00","58","0","0.00","79","0","0.00","62","0","0.00"
"10905  :  โรงพยาบาลสตึก","355","0","0.00","27","0","0.00","30","0","0.00","37","0","0.00","22","0","0.00","29","0","0.00","31","0","0.00","29","0","0.00","33","0","0.00","37","0","0.00","20","0","0.00","23","0","0.00","37","0","0.00"
"10906  :  โรงพยาบาลปะคำ","276","1","0.36","8","0","0.00","14","1","7.14","13","0","0.00","8","0","0.00","3","0","0.00","5","0","0.00","12","0","0.00","24","0","0.00","49","0","0.00","65","0","0.00","34","0","0.00","41","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","355","0","0.00","52","0","0.00","29","0","0.00","35","0","0.00","19","0","0.00","25","0","0.00","26","0","0.00","25","0","0.00","28","0","0.00","18","0","0.00","4","0","0.00","61","0","0.00","33","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","396","0","0.00","39","0","0.00","32","0","0.00","32","0","0.00","19","0","0.00","36","0","0.00","29","0","0.00","38","0","0.00","26","0","0.00","33","0","0.00","30","0","0.00","49","0","0.00","33","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","369","0","0.00","31","0","0.00","32","0","0.00","49","0","0.00","34","0","0.00","23","0","0.00","23","0","0.00","52","0","0.00","28","0","0.00","20","0","0.00","32","0","0.00","26","0","0.00","19","0","0.00"
"10912  :  โรงพยาบาลชำนิ","9","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","256","0","0.00","11","0","0.00","18","0","0.00","31","0","0.00","16","0","0.00","20","0","0.00","38","0","0.00","16","0","0.00","17","0","0.00","13","0","0.00","31","0","0.00","24","0","0.00","21","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","511","0","0.00","46","0","0.00","63","0","0.00","46","0","0.00","27","0","0.00","38","0","0.00","47","0","0.00","49","0","0.00","35","0","0.00","46","0","0.00","37","0","0.00","46","0","0.00","31","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","117","0","0.00","2","0","0.00","8","0","0.00","3","0","0.00","2","0","0.00","10","0","0.00","19","0","0.00","14","0","0.00","14","0","0.00","14","0","0.00","8","0","0.00","10","0","0.00","13","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","34","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","11","0","0.00","4","0","0.00","3","0","0.00","6","0","0.00","5","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","621","0","0.00","100","0","0.00","38","0","0.00","47","0","0.00","32","0","0.00","42","0","0.00","70","0","0.00","87","0","0.00","51","0","0.00","47","0","0.00","32","0","0.00","34","0","0.00","41","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","799","8","1.00","71","1","1.41","80","0","0.00","82","2","2.44","54","1","1.85","63","2","3.17","76","0","0.00","79","0","0.00","53","0","0.00","47","1","2.13","73","0","0.00","46","0","0.00","75","1","1.33"
"10917  :  โรงพยาบาลจอมพระ","1,060","0","0.00","78","0","0.00","91","0","0.00","111","0","0.00","73","0","0.00","64","0","0.00","109","0","0.00","74","0","0.00","80","0","0.00","102","0","0.00","95","0","0.00","92","0","0.00","91","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,277","0","0.00","85","0","0.00","98","0","0.00","135","0","0.00","101","0","0.00","125","0","0.00","150","0","0.00","76","0","0.00","108","0","0.00","80","0","0.00","141","0","0.00","50","0","0.00","128","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","540","0","0.00","48","0","0.00","47","0","0.00","65","0","0.00","33","0","0.00","50","0","0.00","45","0","0.00","24","0","0.00","31","0","0.00","45","0","0.00","60","0","0.00","58","0","0.00","34","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","116","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","32","0","0.00","0","0","0.00","39","0","0.00","12","0","0.00","7","0","0.00","25","0","0.00"
"10921  :  โรงพยาบาลสนม","132","0","0.00","26","0","0.00","50","0","0.00","10","0","0.00","9","0","0.00","6","0","0.00","6","0","0.00","4","0","0.00","3","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","9","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,440","0","0.00","109","0","0.00","120","0","0.00","149","0","0.00","105","0","0.00","95","0","0.00","138","0","0.00","95","0","0.00","129","0","0.00","119","0","0.00","147","0","0.00","119","0","0.00","115","0","0.00"
"10923  :  โรงพยาบาลสังขะ","365","0","0.00","1","0","0.00","3","0","0.00","56","0","0.00","41","0","0.00","25","0","0.00","15","0","0.00","26","0","0.00","44","0","0.00","61","0","0.00","24","0","0.00","35","0","0.00","34","0","0.00"
"10924  :  โรงพยาบาลลำดวน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","477","0","0.00","38","0","0.00","60","0","0.00","43","0","0.00","43","0","0.00","45","0","0.00","53","0","0.00","31","0","0.00","31","0","0.00","24","0","0.00","44","0","0.00","33","0","0.00","32","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","351","0","0.00","44","0","0.00","35","0","0.00","23","0","0.00","28","0","0.00","30","0","0.00","30","0","0.00","22","0","0.00","27","0","0.00","28","0","0.00","28","0","0.00","28","0","0.00","28","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","6","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","213","0","0.00","19","0","0.00","19","0","0.00","17","0","0.00","17","0","0.00","19","0","0.00","23","0","0.00","14","0","0.00","26","0","0.00","17","0","0.00","14","0","0.00","18","0","0.00","10","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","402","0","0.00","25","0","0.00","34","0","0.00","43","0","0.00","29","0","0.00","38","0","0.00","43","0","0.00","31","0","0.00","20","0","0.00","32","0","0.00","46","0","0.00","38","0","0.00","23","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","13","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","9","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","196","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","34","0","0.00","49","0","0.00","51","0","0.00","25","0","0.00","10","0","0.00","10","0","0.00","12","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","143","0","0.00","9","0","0.00","10","0","0.00","10","0","0.00","15","0","0.00","9","0","0.00","23","0","0.00","16","0","0.00","7","0","0.00","17","0","0.00","11","0","0.00","8","0","0.00","8","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","749","2","0.27","62","1","1.61","60","0","0.00","85","0","0.00","82","1","1.22","62","0","0.00","62","0","0.00","77","0","0.00","52","0","0.00","64","0","0.00","31","0","0.00","62","0","0.00","50","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","143","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","26","0","0.00","47","0","0.00","22","0","0.00","0","0","0.00","0","0","0.00","30","0","0.00","9","0","0.00","8","0","0.00","1","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","951","0","0.00","107","0","0.00","95","0","0.00","128","0","0.00","102","0","0.00","55","0","0.00","59","0","0.00","60","0","0.00","60","0","0.00","57","0","0.00","81","0","0.00","71","0","0.00","76","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","364","4","1.10","21","0","0.00","36","0","0.00","47","0","0.00","22","0","0.00","15","0","0.00","37","0","0.00","25","2","8.00","31","0","0.00","35","0","0.00","27","0","0.00","36","2","5.56","32","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","534","0","0.00","56","0","0.00","70","0","0.00","61","0","0.00","40","0","0.00","37","0","0.00","48","0","0.00","41","0","0.00","37","0","0.00","40","0","0.00","39","0","0.00","33","0","0.00","32","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","493","1","0.20","105","0","0.00","71","1","1.41","77","0","0.00","63","0","0.00","46","0","0.00","40","0","0.00","41","0","0.00","22","0","0.00","14","0","0.00","7","0","0.00","0","0","0.00","7","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","40","1","2.50","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","7","0","0.00","7","1","14.29","6","0","0.00","4","0","0.00","2","0","0.00","6","0","0.00","5","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","147","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","22","0","0.00","22","0","0.00","23","0","0.00","29","0","0.00","47","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","130","0","0.00","8","0","0.00","4","0","0.00","3","0","0.00","5","0","0.00","7","0","0.00","14","0","0.00","10","0","0.00","20","0","0.00","21","0","0.00","21","0","0.00","10","0","0.00","7","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","9","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","6","0","0.00"
"10940  :  โรงพยาบาลวังหิน","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","83","0","0.00","0","0","0.00","14","0","0.00","23","0","0.00","16","0","0.00","5","0","0.00","6","0","0.00","13","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","13","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","9","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","85","0","0.00","0","0","0.00","9","0","0.00","13","0","0.00","17","0","0.00","18","0","0.00","11","0","0.00","7","0","0.00","3","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00"
"28014  :  โรงพยาบาลพยุห์","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","2,120","1","0.05","100","0","0.00","124","0","0.00","98","0","0.00","117","0","0.00","121","0","0.00","107","0","0.00","131","0","0.00","146","1","0.68","295","0","0.00","299","0","0.00","207","0","0.00","375","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","69","1","1.45","4","0","0.00","18","0","0.00","13","1","7.69","5","0","0.00","10","0","0.00","6","0","0.00","5","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","215","3","1.40","28","0","0.00","27","1","3.70","15","0","0.00","12","0","0.00","18","0","0.00","25","0","0.00","13","0","0.00","8","1","12.50","7","0","0.00","25","1","4.00","23","0","0.00","14","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","422","1","0.24","29","1","3.45","37","0","0.00","40","0","0.00","27","0","0.00","34","0","0.00","43","0","0.00","42","0","0.00","49","0","0.00","32","0","0.00","25","0","0.00","29","0","0.00","35","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","253","3","1.19","31","0","0.00","15","0","0.00","23","0","0.00","25","1","4.00","17","0","0.00","21","0","0.00","17","0","0.00","15","0","0.00","26","0","0.00","20","0","0.00","22","2","9.09","21","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","64","0","0.00","15","0","0.00","2","0","0.00","2","0","0.00","10","0","0.00","9","0","0.00","2","0","0.00","4","0","0.00","5","0","0.00","7","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","150","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","8","0","0.00","26","0","0.00","32","0","0.00","31","0","0.00","16","0","0.00","9","0","0.00","9","0","0.00","5","0","0.00","13","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","30","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","7","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","6","0","0.00","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","193","0","0.00","13","0","0.00","20","0","0.00","10","0","0.00","10","0","0.00","18","0","0.00","27","0","0.00","14","0","0.00","15","0","0.00","19","0","0.00","13","0","0.00","24","0","0.00","10","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","266","3","1.13","27","0","0.00","25","1","4.00","32","0","0.00","15","0","0.00","21","0","0.00","20","0","0.00","26","0","0.00","18","0","0.00","23","0","0.00","18","1","5.56","27","1","3.70","14","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","947","5","0.53","72","1","1.39","81","2","2.47","83","0","0.00","87","0","0.00","75","0","0.00","90","1","1.11","61","0","0.00","49","0","0.00","67","0","0.00","81","0","0.00","95","0","0.00","106","1","0.94"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","550","1","0.18","57","0","0.00","35","0","0.00","61","0","0.00","42","0","0.00","59","0","0.00","52","0","0.00","55","0","0.00","46","0","0.00","32","0","0.00","39","0","0.00","35","0","0.00","37","1","2.70"
"10957  :  โรงพยาบาลตาลสุม","322","1","0.31","29","0","0.00","25","0","0.00","34","0","0.00","29","0","0.00","29","0","0.00","26","0","0.00","33","0","0.00","20","0","0.00","23","0","0.00","32","0","0.00","18","1","5.56","24","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","39","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","5","0","0.00","4","0","0.00","3","0","0.00","4","0","0.00","9","0","0.00","10","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","253","0","0.00","19","0","0.00","14","0","0.00","29","0","0.00","22","0","0.00","14","0","0.00","38","0","0.00","25","0","0.00","14","0","0.00","18","0","0.00","16","0","0.00","18","0","0.00","26","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","120","1","0.83","7","0","0.00","9","0","0.00","9","0","0.00","13","0","0.00","9","0","0.00","10","0","0.00","9","0","0.00","3","0","0.00","12","0","0.00","13","0","0.00","14","0","0.00","12","1","8.33"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","60","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","13","0","0.00","9","0","0.00","14","0","0.00","6","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","4","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","58","0","0.00","20","0","0.00","24","0","0.00","5","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
