"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","86","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","17","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","594","248","61","18"
"10944  :  โรงพยาบาลศรีเมืองใหม่","84","56","2","4"
"10945  :  โรงพยาบาลโขงเจียม","19","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","197","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","77","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","48","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","113","46","0","1"
"10950  :  โรงพยาบาลบุณฑริก","38","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","202","186","15","27"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","21","1","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","270","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","473","1","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","98","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","21","4","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","39","0","0","0"
"10959  :  โรงพยาบาลสำโรง","64","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","16","3","1","0"
"10961  :  โรงพยาบาลสิรินธร","37","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","29","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","205","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","48","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","13","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1,145","2","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","1","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","242","1","0","1"
"24032  :  โรงพยาบาลนาตาล","46","40","1","0"
"24821  :  โรงพยาบาลนาเยีย","25","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","29","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","33","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","21","0","0","0"
"10701  :  โรงพยาบาลยโสธร","409","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","36","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","114","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","144","1","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","72","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","107","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","43","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","91","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","180","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","4","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","13","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","810","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","174","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","62","0","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","132","1","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","181","3","0","0"
"10974  :  โรงพยาบาลจัตุรัส","259","92","8","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","168","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","229","10","0","0"
"10977  :  โรงพยาบาลเทพสถิต","76","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","261","5","1","0"
"10979  :  โรงพยาบาลบ้านแท่น","54","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","135","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","84","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","78","0","0","0"
"10983  :  โรงพยาบาลเนินสง่า","45","0","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","326","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","37","1","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","60","2","0","0"
"10987  :  โรงพยาบาลพนา","49","23","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","39","1","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","79","2","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","62","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","218","25","1","0"
"11041  :  โรงพยาบาลพรเจริญ","38","0","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","46","2","0","0"
"11046  :  โรงพยาบาลเซกา","56","5","0","0"
"11047  :  โรงพยาบาลปากคาด","40","0","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","53","1","0","0"
"11049  :  โรงพยาบาลศรีวิไล","57","1","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","36","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","393","2","0","0"
"10991  :  โรงพยาบาลนากลาง","101","1","0","0"
"10992  :  โรงพยาบาลโนนสัง","105","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","132","1","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","78","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","47","1","0","0"
"10670  :  โรงพยาบาลขอนแก่น","1,136","391","3","1"
"10995  :  โรงพยาบาลบ้านฝาง","90","3","0","0"
"10996  :  โรงพยาบาลพระยืน","97","7","0","0"
"10997  :  โรงพยาบาลหนองเรือ","127","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","537","489","169","247"
"10999  :  โรงพยาบาลสีชมพู","111","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","89","1","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","16","1","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","184","2","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","55","3","0","0"
"11004  :  โรงพยาบาลพล","217","120","5","5"
"11005  :  โรงพยาบาลแวงใหญ่","78","81","2","10"
"11006  :  โรงพยาบาลแวงน้อย","28","12","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","120","0","0","0"
"11008  :  โรงพยาบาลภูเวียง","141","16","3","0"
"11009  :  โรงพยาบาลมัญจาคีรี","103","4","0","0"
"11010  :  โรงพยาบาลชนบท","85","1","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","91","0","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","22","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","92","1","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","4","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","87","1","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","159","16","0","0"
"14132  :  โรงพยาบาลซำสูง","96","18","1","1"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","691","543","0","0"
"11013  :  โรงพยาบาลกุดจับ","79","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","110","0","0","0"
"11015  :  โรงพยาบาลกุมภวาปี","94","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","5","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","93","0","0","0"
"11018  :  โรงพยาบาลหนองหาน","156","1","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","15","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","41","55","1","0"
"11021  :  โรงพยาบาลศรีธาตุ","15","0","0","0"
"11022  :  โรงพยาบาลวังสามหมอ","38","0","0","0"
"11023  :  โรงพยาบาลบ้านผือ","104","2","0","0"
"11024  :  โรงพยาบาลน้ำโสม","34","0","0","0"
"11025  :  โรงพยาบาลเพ็ญ","84","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","23","5","0","0"
"11027  :  โรงพยาบาลหนองแสง","34","0","0","0"
"11028  :  โรงพยาบาลนายูง","27","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","37","0","0","0"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","127","1","0","1"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","48","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","43","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","20","0","0","0"
"10705  :  โรงพยาบาลเลย","109","8","1","0"
"11030  :  โรงพยาบาลนาด้วง","25","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","72","0","0","0"
"11032  :  โรงพยาบาลปากชม","62","56","0","0"
"11033  :  โรงพยาบาลนาแห้ว","25","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","32","1","0","0"
"11035  :  โรงพยาบาลท่าลี่","65","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","84","0","0","0"
"11037  :  โรงพยาบาลภูกระดึง","60","0","0","0"
"11038  :  โรงพยาบาลภูหลวง","29","0","0","0"
"11039  :  โรงพยาบาลผาขาว","24","0","0","0"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","201","13","0","0"
"14133  :  โรงพยาบาลเอราวัณ","66","0","0","0"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","1,801","24","0","0"
"28861  :  โรงพยาบาลหนองหิน","23","0","0","0"
"10706  :  โรงพยาบาลหนองคาย","369","1","0","0"
"11042  :  โรงพยาบาลโพนพิสัย","100","0","0","0"
"11044  :  โรงพยาบาลศรีเชียงใหม่","48","0","0","0"
"11045  :  โรงพยาบาลสังคม","19","0","0","0"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","98","0","0","0"
"14558  :  โรงพยาบาลพิสัยเวช","1","0","0","0"
"21356  :  โรงพยาบาลสระใคร","27","0","0","0"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0","0"
"28811  :  โรงพยาบาลเฝ้าไร่","56","0","0","0"
"28815  :  โรงพยาบาลรัตนวาปี","9","0","0","0"
"10707  :  โรงพยาบาลมหาสารคาม","953","28","0","0"
"11051  :  โรงพยาบาลแกดำ","57","0","0","0"
"11052  :  โรงพยาบาลโกสุมพิสัย","158","0","0","0"
"11053  :  โรงพยาบาลกันทรวิชัย","156","0","0","0"
"11054  :  โรงพยาบาลเชียงยืน","170","0","0","0"
"11055  :  โรงพยาบาลบรบือ","699","1","0","0"
"11056  :  โรงพยาบาลนาเชือก","75","0","0","0"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","192","0","0","0"
"11058  :  โรงพยาบาลวาปีปทุม","103","1","0","0"
"11059  :  โรงพยาบาลนาดูน","42","0","0","0"
"11060  :  โรงพยาบาลยางสีสุราช","41","0","0","0"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","29","13","0","0"
"24704  :  โรงพยาบาลกุดรัง","24","0","0","0"
"28843  :  โรงพยาบาลชื่นชม","4","0","0","0"
"10708  :  โรงพยาบาลร้อยเอ็ด","754","26","0","0"
"11061  :  โรงพยาบาลเกษตรวิสัย","258","1","0","0"
"11062  :  โรงพยาบาลปทุมรัตต์","67","0","0","0"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","203","1","0","0"
"11064  :  โรงพยาบาลธวัชบุรี","272","4","1","2"
"11065  :  โรงพยาบาลพนมไพร","0","0","0","0"
"11066  :  โรงพยาบาลโพนทอง","94","6","0","0"
"11067  :  โรงพยาบาลโพธิ์ชัย","46","0","0","0"
"11068  :  โรงพยาบาลหนองพอก","90","1","0","0"
"11069  :  โรงพยาบาลเสลภูมิ","198","118","0","0"
"11070  :  โรงพยาบาลสุวรรณภูมิ","263","24","0","0"
"11071  :  โรงพยาบาลเมืองสรวง","69","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","81","103","0","0"
"11073  :  โรงพยาบาลอาจสามารถ","66","0","0","0"
"11074  :  โรงพยาบาลเมยวดี","32","0","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","19","0","0","0"
"11076  :  โรงพยาบาลจังหาร","52","1","1","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","8","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","14","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","15","0","0","0"
"27989  :  โรงพยาบาลเชียงขวัญ","35","0","0","0"
"27990  :  โรงพยาบาลหนองฮี","43","0","0","0"
"10709  :  โรงพยาบาลกาฬสินธุ์","380","0","0","0"
"11077  :  โรงพยาบาลนามน","29","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","347","1","0","0"
"11079  :  โรงพยาบาลร่องคำ","23","5","3","0"
"11080  :  โรงพยาบาลเขาวง","56","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","140","3","0","0"
"11082  :  โรงพยาบาลห้วยเม็ก","25","0","0","0"
"11083  :  โรงพยาบาลสหัสขันธ์","61","2","0","0"
"11084  :  โรงพยาบาลคำม่วง","76","0","0","0"
"11085  :  โรงพยาบาลท่าคันโท","9","0","0","0"
"11086  :  โรงพยาบาลหนองกุงศรี","27","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","80","0","0","0"
"11088  :  โรงพยาบาลห้วยผึ้ง","15","0","0","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","145","0","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","6","0","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","15","1","0","0"
"28790  :  โรงพยาบาลดอนจาน","5","0","0","0"
"28791  :  โรงพยาบาลสามชัย","0","0","0","0"
"10710  :  โรงพยาบาลสกลนคร","668","210","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","46","0","0","0"
"11090  :  โรงพยาบาลกุดบาก","60","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","179","0","0","0"
"11092  :  โรงพยาบาลพังโคน","147","0","0","0"
"11093  :  โรงพยาบาลวาริชภูมิ","47","0","0","0"
"11094  :  โรงพยาบาลนิคมน้ำอูน","20","0","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","72","0","0","0"
"11096  :  โรงพยาบาลคำตากล้า","57","0","0","0"
"11097  :  โรงพยาบาลบ้านม่วง","104","0","0","0"
"11098  :  โรงพยาบาลอากาศอำนวย","59","1","0","0"
"11099  :  โรงพยาบาลส่องดาว","40","0","0","0"
"11100  :  โรงพยาบาลเต่างอย","73","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","94","2","0","0"
"11102  :  โรงพยาบาลเจริญศิลป์","43","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","28","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","304","2","0","0"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","3","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","31","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","83","4","0","0"
"11104  :  โรงพยาบาลปลาปาก","23","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","60","0","0","0"
"11106  :  โรงพยาบาลบ้านแพง","47","0","0","0"
"11107  :  โรงพยาบาลนาทม","35","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","72","0","0","0"
"11109  :  โรงพยาบาลนาแก","94","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","145","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","84","0","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","27","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","247","1","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0"
"40840  :  โรงพยาบาลวังยาง","0","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","334","1","0","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","40","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","38","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","43","1","0","1"
"11116  :  โรงพยาบาลคำชะอี","85","0","0","0"
"11117  :  โรงพยาบาลหว้านใหญ่","46","0","0","0"
"11118  :  โรงพยาบาลหนองสูง","40","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","555","10","0","0"
"11119  :  โรงพยาบาลจอมทอง","496","13","0","0"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","316","0","0","0"
"11121  :  โรงพยาบาลเชียงดาว","172","1","0","0"
"11122  :  โรงพยาบาลดอยสะเก็ด","267","0","0","0"
"11123  :  โรงพยาบาลแม่แตง","247","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","101","0","0","0"
"11125  :  โรงพยาบาลฝาง","364","0","0","0"
"11126  :  โรงพยาบาลแม่อาย","230","55","0","0"
"11127  :  โรงพยาบาลพร้าว","192","47","2","0"
"11128  :  โรงพยาบาลสันป่าตอง","528","7","0","0"
"11129  :  โรงพยาบาลสันกำแพง","194","0","0","0"
"11130  :  โรงพยาบาลสันทราย","302","28","0","0"
"11131  :  โรงพยาบาลหางดง","362","3","0","0"
"11132  :  โรงพยาบาลฮอด","133","0","0","0"
"11133  :  โรงพยาบาลดอยเต่า","106","0","0","0"
"11134  :  โรงพยาบาลอมก๋อย","34","0","0","0"
"11135  :  โรงพยาบาลสารภี","268","0","0","0"
"11136  :  โรงพยาบาลเวียงแหง","61","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","108","1","0","0"
"11138  :  โรงพยาบาลแม่วาง","130","0","0","0"
"11139  :  โรงพยาบาลแม่ออน","128","3","0","0"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","141","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","49","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","16","0","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","25","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","905","5","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","242","67","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","70","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","21","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","15","0","0","0"
"10714  :  โรงพยาบาลลำพูน","788","102","0","0"
"11140  :  โรงพยาบาลแม่ทา","196","2","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","221","4","0","0"
"11142  :  โรงพยาบาลลี้","247","12","0","0"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","43","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","312","2","0","0"
"11145  :  โรงพยาบาลบ้านธิ","137","1","0","0"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","22","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","175","3","0","0"
"10672  :  โรงพยาบาลลำปาง","875","102","0","0"
"11146  :  โรงพยาบาลแม่เมาะ","195","10","0","0"
"11147  :  โรงพยาบาลเกาะคา","244","0","0","0"
"11148  :  โรงพยาบาลเสริมงาม","149","0","0","0"
"11149  :  โรงพยาบาลงาว","266","28","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","307","50","0","0"
"11151  :  โรงพยาบาลวังเหนือ","193","2","0","0"
"11152  :  โรงพยาบาลเถิน","148","0","0","0"
"11153  :  โรงพยาบาลแม่พริก","31","2","0","0"
"11154  :  โรงพยาบาลแม่ทะ","319","0","0","0"
"11155  :  โรงพยาบาลสบปราบ","100","0","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","374","4","0","0"
"11157  :  โรงพยาบาลเมืองปาน","258","0","0","0"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","962","509","0","0"
"11158  :  โรงพยาบาลตรอน","79","0","0","0"
"11159  :  โรงพยาบาลท่าปลา","126","0","0","0"
"11160  :  โรงพยาบาลน้ำปาด","36","0","0","0"
"11161  :  โรงพยาบาลฟากท่า","13","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","15","10","1","0"
"11163  :  โรงพยาบาลพิชัย","99","1","0","0"
"11164  :  โรงพยาบาลลับแล","82","2","0","0"
"11165  :  โรงพยาบาลทองแสนขัน","182","57","0","0"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","20","0","0","0"
"10715  :  โรงพยาบาลแพร่","0","0","0","0"
"11166  :  โรงพยาบาลร้องกวาง","0","0","0","0"
"11167  :  โรงพยาบาลลอง","0","0","0","0"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0"
"11170  :  โรงพยาบาลสอง","0","0","0","0"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0","0"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0","0"
"10716  :  โรงพยาบาลน่าน","660","104","3","0"
"11173  :  โรงพยาบาลแม่จริม","161","2","0","0"
"11174  :  โรงพยาบาลบ้านหลวง","29","0","0","0"
"11175  :  โรงพยาบาลนาน้อย","74","0","0","0"
"11176  :  โรงพยาบาลท่าวังผา","207","0","0","0"
"11177  :  โรงพยาบาลเวียงสา","200","7","0","0"
"11178  :  โรงพยาบาลทุ่งช้าง","82","30","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","112","1","0","0"
"11180  :  โรงพยาบาลนาหมื่น","36","0","0","0"
"11181  :  โรงพยาบาลสันติสุข","34","0","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","133","0","0","0"
"11183  :  โรงพยาบาลสองแคว","40","0","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","154","1","0","0"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","29","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","6","15","0","0"
"10717  :  โรงพยาบาลพะเยา","510","4","0","0"
"10718  :  โรงพยาบาลเชียงคำ","315","4","0","0"
"11184  :  โรงพยาบาลจุน","131","5","0","0"
"11185  :  โรงพยาบาลเชียงม่วน","79","0","0","0"
"11186  :  โรงพยาบาลดอกคำใต้","243","11","0","2"
"11187  :  โรงพยาบาลปง","185","0","0","0"
"11188  :  โรงพยาบาลแม่ใจ","133","1","0","0"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","6","0","0","0"
"40744  :  โรงพยาบาลภูซาง","0","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","826","66","0","0"
"11189  :  โรงพยาบาลเทิง","415","2","0","0"
"11190  :  โรงพยาบาลพาน","410","0","0","0"
"11191  :  โรงพยาบาลป่าแดด","246","55","4","4"
"11192  :  โรงพยาบาลแม่จัน","360","0","0","0"
"11193  :  โรงพยาบาลเชียงแสน","124","0","0","0"
"11194  :  โรงพยาบาลแม่สาย","220","53","0","0"
"11195  :  โรงพยาบาลแม่สรวย","268","370","0","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","240","0","0","0"
"11197  :  โรงพยาบาลพญาเม็งราย","181","0","0","0"
"11198  :  โรงพยาบาลเวียงแก่น","36","84","36","33"
"11199  :  โรงพยาบาลขุนตาล","116","0","0","0"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","45","0","0","0"
"11201  :  โรงพยาบาลแม่ลาว","164","37","4","3"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0","0"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","269","16","1","1"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","244","317","6","1"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","26","0","0","0"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","81","9","0","0"
"11203  :  โรงพยาบาลขุนยวม","48","0","0","0"
"11204  :  โรงพยาบาลปาย","229","8","0","0"
"11205  :  โรงพยาบาลแม่สะเรียง","175","0","0","0"
"11206  :  โรงพยาบาลแม่ลาน้อย","44","1","0","1"
"11207  :  โรงพยาบาลสบเมย","68","2","2","0"
"11208  :  โรงพยาบาลปางมะผ้า","49","0","0","0"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0","0"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","263","30","0","0"
"11209  :  โรงพยาบาลโกรกพระ","74","2","1","0"
