"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2559 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2560 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2560 (A-B)/A*100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","8","6","26","43","600","350","165","65","-7,400","-5,733","-535","-51"
"10858  :  โรงพยาบาลนาดี","226","248","225","214","198","225","115","52","12","9","49","76"
"10859  :  โรงพยาบาลบ้านสร้าง","130","185","180","186","177","188","198","187","-36","-2","-10","-1"
"10860  :  โรงพยาบาลประจันตคาม","139","15","266","104","150","17","11","6","-8","-13","96","94"
"10861  :  โรงพยาบาลศรีมหาโพธิ","127","132","161","152","98","83","169","160","23","37","-5","-5"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0","0","122","134","136","124","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","6","9","3","4","2","5","4","2","67","44","-33","50"
"10698  :  โรงพยาบาลนครนายก","2","2","3","3","1","10","24","9","50","-400","-700","-200"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","0","0","86","130","168","147","100","115","0","0","-16","12"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","1","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","1","1","2","1","2","2","3","2","-100","-100","-50","-100"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","650","545","306","427","680","489","283","335","-5","10","8","22"
"10866  :  โรงพยาบาลคลองหาด","1","3","5","3","4","1","2","5","-300","67","60","-67"
"10867  :  โรงพยาบาลตาพระยา","27","21","16","14","30","47","15","17","-11","-124","6","-21"
"10868  :  โรงพยาบาลวังน้ำเย็น","235","100","59","94","205","68","34","43","13","32","42","54"
"10869  :  โรงพยาบาลวัฒนานคร","190","63","54","63","189","90","44","43","1","-43","19","32"
"10870  :  โรงพยาบาลอรัญประเทศ","75","47","28","40","93","53","28","146","-24","-13","0","-265"
"13817  :  โรงพยาบาลเขาฉกรรจ์","103","49","30","23","123","32","12","28","-19","35","60","-22"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","2","5","1","2","2","3","8","6","0","40","-700","-200"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","19","11","10","7","18","11","1","2","5","0","90","71"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0","0","1","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","0","3","2","4","0","1","0","1","0","67","100","75"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","1","0","0","2","2","0","0","2","-100","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","15","11","17","6","12","22","12","14","20","-100","29","-133"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1","1","0","0","2","7","5","6","-100","-600","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","7","1","3","1","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","12","0","0","0","0","0","0","0","100","0","0","0"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","11","0","0","0","0","0","0","0","100","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","0","0","1","23","76","74","107","85","0","0","-10,600","-270"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","32","33","39","24","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","16","12","18","6","19","14","9","9","-19","-17","50","-50"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","593","573","519","536","498","571","513","54","16","0","1","90"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","1","0","1","0","0","0","0","0","100"
"10918  :  โรงพยาบาลปราสาท","1","2","1","0","3","1","2","0","-200","50","-100","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","1","1","0","0","1","0","0","0","0"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","1","6","3","4","10","5","6","1","-900","17","-100","75"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","1","1","3","1","2","0","2","0","-100","100","33","100"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","1","1","4","0","1","3","1","0","0","-200","75"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","329","339","256","232","354","362","168","214","-8","-7","34","8"
"10927  :  โรงพยาบาลยางชุมน้อย","22","11","11","412","20","6","11","8","9","45","0","98"
"10928  :  โรงพยาบาลกันทรารมย์","22","18","29","16","26","36","32","19","-18","-100","-10","-19"
"10929  :  โรงพยาบาลกันทรลักษ์","43","27","22","17","39","8","23","27","9","70","-5","-59"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","6","5","20","2","7","3","1","2","-17","40","95","0"
"10932  :  โรงพยาบาลปรางค์กู่","133","190","6","9","23","12","5","19","83","94","17","-111"
"10933  :  โรงพยาบาลขุนหาญ","18","14","6","11","28","18","16","13","-56","-29","-167","-18"
"10934  :  โรงพยาบาลราษีไศล","13","11","16","13","13","9","12","9","0","18","25","31"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","52","37","36","28","52","52","58","39","0","-41","-61","-39"
"10936  :  โรงพยาบาลบึงบูรพ์","52","28","62","58","64","72","26","24","-23","-157","58","59"
"10937  :  โรงพยาบาลห้วยทับทัน","32","15","49","27","21","14","13","14","34","7","73","48"
"10938  :  โรงพยาบาลโนนคูณ","12","14","10","4","6","8","4","3","50","43","60","25"
"10939  :  โรงพยาบาลศรีรัตนะ","21","10","13","6","5","9","11","9","76","10","15","-50"
"10940  :  โรงพยาบาลวังหิน","31","49","26","14","29","30","27","23","6","39","-4","-64"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","29","15","14","8","23","23","18","12","21","-53","-29","-50"
"10942  :  โรงพยาบาลภูสิงห์","9","10","9","3","3","6","4","3","67","40","56","0"
"10943  :  โรงพยาบาลเมืองจันทร์","4","4","6","8","7","7","1","3","-75","-75","83","63"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","11","8","5","7","5","2","4","6","55","75","20","14"
"28014  :  โรงพยาบาลพยุห์","0","0","1","2","9","8","2","2","0","0","-100","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","13","5","3","3","9","3","1","1","31","40","67","67"
"28016  :  โรงพยาบาลศิลาลาด","4","1","1","1","1","3","0","0","75","-200","100","100"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","45","51","50","26","52","35","52","38","-16","31","-4","-46"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","2","0","2","0","0","0","0","0","100"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","1","1","1","2","1","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","4","0","1","0","0","0","0","0","100","0","100"
"10947  :  โรงพยาบาลเขมราฐ","2","1","0","0","4","3","0","1","-100","-200","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","1","1","1","1","3","3","1","3","-200","-200","0","-200"
"10950  :  โรงพยาบาลบุณฑริก","0","1","0","0","4","6","2","1","0","-500","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1","2","0","0","0","0","1","0","100","100","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0","1","1","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","1","1","1","0","2","1","1","1","-100","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","1","0","1","1","0","0","0","0","100","0","100"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","1","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","1","1","0","0","0","0","1","0","100","100","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","2","0","0","1","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","1","1","5","4","4","0","0","0","-300"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","1","3","2","3","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","4","4","2","6","4","6","2","0","0","-50","0"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","1","0","0","0","1","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","17","1","1","2","0","2","0","0","100","-100","100"
"27968  :  โรงพยาบาลน้ำขุ่น","0","1","1","0","1","1","0","0","0","0","100","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","2","0","0","0","0","4","2","1","100","0","0","0"
"10701  :  โรงพยาบาลยโสธร","94","70","84","76","88","85","81","92","6","-21","4","-21"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","0","1","5","5","2","4","6","2","0","-300","-20","60"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","0","0","0","4","1","2","1","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","1","0","3","1","2","1","2","1","-100","0","33","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","1","0","0","0","1","0","0","2","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","0","0","0","0","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","15","14","23","16","15","20","23","23","0","-43","0","-44"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","187","179","186","208","173","174","184","183","7","3","1","12"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","78","52","17","32","80","66","32","57","-3","-27","-88","-78"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","1","1","0","2","1","0","0","0","0","100"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","15","10","23","85","171","166","198","192","-1,040","-1,560","-761","-126"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0","0","337","335","350","346","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","0","0","0","0","0","0","0","0","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","34","1","8","7","19","17","15","19","44","-1,600","-88","-171"
"10983  :  โรงพยาบาลเนินสง่า","25","28","31","20","22","33","33","30","12","-18","-6","-50"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","0","0","0","122","83","90","44","-12,100","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","3","10","4","2","8","2","3","0","-167","80","25","100"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","7","6","7","3","1","5","0","0","86","17"
"10987  :  โรงพยาบาลพนา","1","0","0","0","0","1","1","0","100","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","0","6","2","6","5","6","1","3","0","0","50","50"
"10989  :  โรงพยาบาลหัวตะพาน","27","13","12","6","32","14","6","7","-19","-8","50","-17"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0","0","19","8","7","6","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0","0","0","0","0","0","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","45","54","75","65","63","56","57","61","-40","-4","24","6"
"11043  :  โรงพยาบาลโซ่พิสัย","23","15","16","91","74","63","20","41","-222","-320","-25","55"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0","0","0","0","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","30","5","10","3","3","2","3","1","90","60","70","67"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","77","59","58","72","68","74","65","75","12","-25","-12","-4"
"11050  :  โรงพยาบาลบุ่งคล้า","21","19","17","20","12","11","16","13","43","42","6","35"
"10704  :  โรงพยาบาลหนองบัวลำภู","363","302","190","2","0","0","0","0","100","100","100","100"
"10991  :  โรงพยาบาลนากลาง","16","8","10","0","0","0","0","0","100","100","100","0"
"10992  :  โรงพยาบาลโนนสัง","124","121","124","0","0","0","0","0","100","100","100","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","218","238","232","0","0","0","0","0","100","100","100","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","74","72","51","14","0","0","0","0","100","100","100","100"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","44","47","25","0","0","0","0","0","100","100","100","0"
"10670  :  โรงพยาบาลขอนแก่น","101","90","89","117","107","65","84","66","-6","28","6","44"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","1","0","4","29","1","1","0","0","0","0"
"10996  :  โรงพยาบาลพระยืน","14","179","3","1","0","0","0","0","100","100","100","100"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","4","3","3","5","1","0","1","2","75","100","67","60"
"10999  :  โรงพยาบาลสีชมพู","0","0","0","0","0","0","0","0","0","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","2","2","1","1","0","0","0","0","100","100","100","100"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0","0","2","0","2","1","0","0","0","0"
"11004  :  โรงพยาบาลพล","4","1","4","1","0","2","1","2","100","-100","75","-100"
"11005  :  โรงพยาบาลแวงใหญ่","0","1","13","4","3","1","1","2","0","0","92","50"
"11006  :  โรงพยาบาลแวงน้อย","1","0","1","1","0","0","1","0","100","0","0","100"
"11007  :  โรงพยาบาลหนองสองห้อง","3","1","2","0","2","0","1","1","33","100","50","0"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0","0","0","0","0","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","1","3","0","2","1","6","4","2","0","-100","0","0"
"11010  :  โรงพยาบาลชนบท","0","1","1","0","1","1","1","0","0","0","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","1","7","2","7","8","6","5","6","-700","14","-150","14"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0","0","3","1","0","0","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","1","7","7","2","3","0","0","0","-200"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","106","159","119","131","150","147","177","190","-42","8","-49","-45"
"14132  :  โรงพยาบาลซำสูง","2","0","1","0","2","6","2","1","0","0","-100","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","1","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","0","2","2","1","0","0","0","2","0","100","100","-100"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","9","1","2","3","31","31","26","25","-244","-3,000","-1,200","-733"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","1","0","0","0","0","2","1","1","100","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","2","13","12","16","22","16","23","15","-1,000","-23","-92","6"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","0","0","0","0","0","1","6","6","0","0","0","0"
"11021  :  โรงพยาบาลศรีธาตุ","26","25","26","19","32","28","18","20","-23","-12","31","-5"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0","0","0","0","0","1","0","0","0","0"
"11023  :  โรงพยาบาลบ้านผือ","3","1","2","3","4","8","8","14","-33","-700","-300","-367"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0","0","0","0","0","0","0","0","0","0"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","6","7","7","8","2","1","5","4","67","86","29","50"
"11027  :  โรงพยาบาลหนองแสง","13","22","14","14","10","12","11","13","23","45","21","7"
"11028  :  โรงพยาบาลนายูง","0","0","0","0","0","0","0","0","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","5","7","12","5","0","1","8","6","100","86","33","-20"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","0","0","0","0","1","0","13","1","0","0","0","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","2","5","2","1","1","1","3","1","50","80","-50","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","4","16","16","18","0","0","0","0"
"10705  :  โรงพยาบาลเลย","0","0","202","257","680","499","462","503","0","0","-129","-96"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","0","0","0","0","2","2","2","5","0","0","0","0"
"11032  :  โรงพยาบาลปากชม","0","0","0","0","6","11","24","39","0","0","0","0"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0","0","10","8","8","13","0","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","0","0","0","0","0","0","1","0","0","0","0","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
