"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10881  :  โรงพยาบาลบัวใหญ่","671","0","0.00","47","0","0.00","61","0","0.00","138","0","0.00","75","0","0.00","38","0","0.00","26","0","0.00","51","0","0.00","33","0","0.00","61","0","0.00","57","0","0.00","41","0","0.00","43","0","0.00"
"10882  :  โรงพยาบาลประทาย","112","0","0.00","13","0","0.00","8","0","0.00","6","0","0.00","5","0","0.00","11","0","0.00","9","0","0.00","5","0","0.00","9","0","0.00","12","0","0.00","12","0","0.00","10","0","0.00","12","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","461","3","0.65","33","0","0.00","27","0","0.00","48","0","0.00","13","0","0.00","41","0","0.00","46","0","0.00","50","0","0.00","45","0","0.00","51","0","0.00","31","2","6.45","38","0","0.00","38","1","2.63"
"10884  :  โรงพยาบาลพิมาย","58","0","0.00","2","0","0.00","10","0","0.00","7","0","0.00","6","0","0.00","4","0","0.00","13","0","0.00","4","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","621","0","0.00","36","0","0.00","43","0","0.00","56","0","0.00","47","0","0.00","77","0","0.00","94","0","0.00","66","0","0.00","43","0","0.00","52","0","0.00","39","0","0.00","42","0","0.00","26","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","414","0","0.00","25","0","0.00","24","0","0.00","63","0","0.00","27","0","0.00","42","0","0.00","38","0","0.00","30","0","0.00","23","0","0.00","39","0","0.00","33","0","0.00","30","0","0.00","40","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","13","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","332","2","0.60","28","0","0.00","35","0","0.00","35","0","0.00","36","1","2.78","24","1","4.17","25","0","0.00","28","0","0.00","29","0","0.00","39","0","0.00","22","0","0.00","19","0","0.00","12","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","112","0","0.00","19","0","0.00","11","0","0.00","33","0","0.00","14","0","0.00","10","0","0.00","5","0","0.00","5","0","0.00","5","0","0.00","9","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","2,809","0","0.00","247","0","0.00","212","0","0.00","248","0","0.00","312","0","0.00","253","0","0.00","257","0","0.00","270","0","0.00","200","0","0.00","216","0","0.00","149","0","0.00","218","0","0.00","227","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","640","2","0.31","41","0","0.00","58","0","0.00","64","0","0.00","60","0","0.00","51","0","0.00","68","0","0.00","69","0","0.00","58","1","1.72","53","1","1.89","33","0","0.00","45","0","0.00","40","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","177","0","0.00","1","0","0.00","0","0","0.00","15","0","0.00","20","0","0.00","10","0","0.00","44","0","0.00","30","0","0.00","9","0","0.00","15","0","0.00","7","0","0.00","9","0","0.00","17","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","318","0","0.00","17","0","0.00","30","0","0.00","54","0","0.00","18","0","0.00","13","0","0.00","29","0","0.00","37","0","0.00","24","0","0.00","26","0","0.00","27","0","0.00","14","0","0.00","29","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","696","11","1.58","75","2","2.67","58","3","5.17","88","0","0.00","64","0","0.00","58","3","5.17","52","0","0.00","50","0","0.00","58","1","1.72","46","0","0.00","44","0","0.00","58","1","1.72","45","1","2.22"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","102","0","0.00","3","0","0.00","11","0","0.00","15","0","0.00","8","0","0.00","10","0","0.00","7","0","0.00","11","0","0.00","10","0","0.00","3","0","0.00","4","0","0.00","6","0","0.00","14","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","14","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","97","0","0.00","10","0","0.00","8","0","0.00","13","0","0.00","9","0","0.00","7","0","0.00","8","0","0.00","9","0","0.00","0","0","0.00","2","0","0.00","14","0","0.00","13","0","0.00","4","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","4","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","66","0","0.00","1","0","0.00","6","0","0.00","5","0","0.00","6","0","0.00","5","0","0.00","8","0","0.00","6","0","0.00","8","0","0.00","5","0","0.00","11","0","0.00","0","0","0.00","5","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","581","0","0.00","50","0","0.00","50","0","0.00","69","0","0.00","49","0","0.00","52","0","0.00","49","0","0.00","55","0","0.00","32","0","0.00","43","0","0.00","32","0","0.00","44","0","0.00","56","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","525","0","0.00","106","0","0.00","93","0","0.00","149","0","0.00","122","0","0.00","0","0","0.00","55","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","341","0","0.00","29","0","0.00","29","0","0.00","40","0","0.00","25","0","0.00","30","0","0.00","35","0","0.00","36","0","0.00","26","0","0.00","22","0","0.00","23","0","0.00","26","0","0.00","20","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","62","0","0.00","10","0","0.00","7","0","0.00","12","0","0.00","0","0","0.00","4","0","0.00","9","0","0.00","0","0","0.00","5","0","0.00","2","0","0.00","6","0","0.00","5","0","0.00","2","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","91","0","0.00","10","0","0.00","6","0","0.00","9","0","0.00","7","0","0.00","5","0","0.00","7","0","0.00","6","0","0.00","9","0","0.00","7","0","0.00","12","0","0.00","9","0","0.00","4","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","899","0","0.00","56","0","0.00","78","0","0.00","140","0","0.00","88","0","0.00","58","0","0.00","77","0","0.00","128","0","0.00","63","0","0.00","51","0","0.00","67","0","0.00","38","0","0.00","55","0","0.00"
"10896  :  โรงพยาบาลกระสัง","864","2","0.23","75","0","0.00","71","0","0.00","84","0","0.00","107","0","0.00","73","0","0.00","83","0","0.00","64","1","1.56","57","0","0.00","64","0","0.00","52","0","0.00","59","0","0.00","75","1","1.33"
"10897  :  โรงพยาบาลนางรอง","136","0","0.00","11","0","0.00","16","0","0.00","19","0","0.00","15","0","0.00","10","0","0.00","8","0","0.00","7","0","0.00","5","0","0.00","13","0","0.00","16","0","0.00","7","0","0.00","9","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","363","6","1.65","44","1","2.27","31","1","3.23","72","0","0.00","43","0","0.00","36","1","2.78","15","1","6.67","25","0","0.00","15","2","13.33","20","0","0.00","14","0","0.00","26","0","0.00","22","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","357","0","0.00","16","0","0.00","39","0","0.00","39","0","0.00","36","0","0.00","30","0","0.00","34","0","0.00","33","0","0.00","24","0","0.00","27","0","0.00","13","0","0.00","27","0","0.00","39","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","851","0","0.00","74","0","0.00","83","0","0.00","83","0","0.00","68","0","0.00","71","0","0.00","85","0","0.00","85","0","0.00","62","0","0.00","77","0","0.00","74","0","0.00","30","0","0.00","59","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","884","0","0.00","80","0","0.00","80","0","0.00","82","0","0.00","90","0","0.00","75","0","0.00","77","0","0.00","84","0","0.00","75","0","0.00","72","0","0.00","59","0","0.00","60","0","0.00","50","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","1,203","0","0.00","87","0","0.00","104","0","0.00","141","0","0.00","125","0","0.00","116","0","0.00","113","0","0.00","86","0","0.00","100","0","0.00","100","0","0.00","85","0","0.00","80","0","0.00","66","0","0.00"
"10905  :  โรงพยาบาลสตึก","815","0","0.00","28","0","0.00","45","0","0.00","90","0","0.00","70","0","0.00","84","0","0.00","64","0","0.00","70","0","0.00","62","0","0.00","86","0","0.00","69","0","0.00","67","0","0.00","80","0","0.00"
"10906  :  โรงพยาบาลปะคำ","623","14","2.25","43","1","2.33","55","3","5.45","126","0","0.00","43","0","0.00","51","2","3.92","49","1","2.04","51","1","1.96","51","1","1.96","51","3","5.88","34","1","2.94","30","1","3.33","39","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","442","1","0.23","22","0","0.00","43","0","0.00","45","0","0.00","33","0","0.00","27","0","0.00","31","1","3.23","47","0","0.00","31","0","0.00","32","0","0.00","55","0","0.00","49","0","0.00","27","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","425","1","0.24","45","0","0.00","28","0","0.00","41","0","0.00","43","0","0.00","32","0","0.00","23","0","0.00","46","0","0.00","48","1","2.08","27","0","0.00","22","0","0.00","38","0","0.00","32","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","336","4","1.19","15","0","0.00","30","0","0.00","40","0","0.00","33","0","0.00","27","0","0.00","23","1","4.35","36","0","0.00","28","0","0.00","35","1","2.86","26","0","0.00","19","2","10.53","24","0","0.00"
"10912  :  โรงพยาบาลชำนิ","82","1","1.22","0","0","0.00","0","0","0.00","10","0","0.00","8","0","0.00","24","0","0.00","10","0","0.00","10","0","0.00","3","0","0.00","5","0","0.00","9","1","11.11","0","0","0.00","3","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","152","0","0.00","13","0","0.00","9","0","0.00","16","0","0.00","8","0","0.00","12","0","0.00","12","0","0.00","11","0","0.00","17","0","0.00","17","0","0.00","10","0","0.00","12","0","0.00","15","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","408","0","0.00","21","0","0.00","34","0","0.00","50","0","0.00","29","0","0.00","23","0","0.00","53","0","0.00","31","0","0.00","35","0","0.00","34","0","0.00","33","0","0.00","28","0","0.00","37","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","110","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","19","0","0.00","30","0","0.00","4","0","0.00","19","0","0.00","12","0","0.00","17","0","0.00","9","0","0.00"
"23578  :  โรงพยาบาลแคนดง","230","0","0.00","15","0","0.00","24","0","0.00","24","0","0.00","27","0","0.00","16","0","0.00","26","0","0.00","19","0","0.00","15","0","0.00","15","0","0.00","18","0","0.00","14","0","0.00","17","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","105","2","1.90","7","0","0.00","6","0","0.00","8","0","0.00","4","0","0.00","6","0","0.00","17","0","0.00","17","1","5.88","2","1","50.00","6","0","0.00","6","0","0.00","12","0","0.00","14","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","5,069","13","0.26","445","0","0.00","498","1","0.20","523","0","0.00","442","0","0.00","407","0","0.00","444","0","0.00","435","2","0.46","369","2","0.54","427","3","0.70","399","2","0.50","320","1","0.31","360","2","0.56"
"10915  :  โรงพยาบาลชุมพลบุรี","721","0","0.00","73","0","0.00","58","0","0.00","92","0","0.00","77","0","0.00","91","0","0.00","67","0","0.00","42","0","0.00","37","0","0.00","52","0","0.00","77","0","0.00","32","0","0.00","23","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","675","7","1.04","59","0","0.00","62","0","0.00","67","2","2.99","50","0","0.00","57","0","0.00","71","1","1.41","60","1","1.67","38","0","0.00","63","2","3.17","57","1","1.75","43","0","0.00","48","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,031","0","0.00","95","0","0.00","69","0","0.00","119","0","0.00","89","0","0.00","67","0","0.00","83","0","0.00","134","0","0.00","68","0","0.00","75","0","0.00","94","0","0.00","72","0","0.00","66","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,592","0","0.00","151","0","0.00","141","0","0.00","164","0","0.00","137","0","0.00","116","0","0.00","156","0","0.00","147","0","0.00","90","0","0.00","136","0","0.00","113","0","0.00","110","0","0.00","131","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","539","0","0.00","50","0","0.00","53","0","0.00","52","0","0.00","37","0","0.00","36","0","0.00","50","0","0.00","54","0","0.00","39","0","0.00","44","0","0.00","36","0","0.00","39","0","0.00","49","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","340","0","0.00","92","0","0.00","74","0","0.00","34","0","0.00","23","0","0.00","3","0","0.00","5","0","0.00","17","0","0.00","19","0","0.00","34","0","0.00","17","0","0.00","16","0","0.00","6","0","0.00"
"10921  :  โรงพยาบาลสนม","8","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,461","0","0.00","92","0","0.00","132","0","0.00","156","0","0.00","129","0","0.00","136","0","0.00","127","0","0.00","133","0","0.00","111","0","0.00","115","0","0.00","134","0","0.00","94","0","0.00","102","0","0.00"
"10923  :  โรงพยาบาลสังขะ","1,508","0","0.00","110","0","0.00","162","0","0.00","135","0","0.00","109","0","0.00","97","0","0.00","177","0","0.00","148","0","0.00","117","0","0.00","126","0","0.00","140","0","0.00","94","0","0.00","93","0","0.00"
"10924  :  โรงพยาบาลลำดวน","103","0","0.00","1","0","0.00","2","0","0.00","32","0","0.00","24","0","0.00","22","0","0.00","1","0","0.00","21","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","326","0","0.00","24","0","0.00","23","0","0.00","40","0","0.00","40","0","0.00","16","0","0.00","27","0","0.00","26","0","0.00","34","0","0.00","14","0","0.00","35","0","0.00","28","0","0.00","19","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","134","0","0.00","14","0","0.00","14","0","0.00","20","0","0.00","8","0","0.00","12","0","0.00","6","0","0.00","11","0","0.00","8","0","0.00","12","0","0.00","8","0","0.00","7","0","0.00","14","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","276","0","0.00","20","0","0.00","26","0","0.00","25","0","0.00","26","0","0.00","23","0","0.00","22","0","0.00","39","0","0.00","26","0","0.00","24","0","0.00","19","0","0.00","15","0","0.00","11","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","304","0","0.00","30","0","0.00","20","0","0.00","44","0","0.00","34","0","0.00","26","0","0.00","22","0","0.00","26","0","0.00","17","0","0.00","25","0","0.00","27","0","0.00","15","0","0.00","18","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","193","0","0.00","19","0","0.00","16","0","0.00","27","0","0.00","21","0","0.00","9","0","0.00","11","0","0.00","21","0","0.00","18","0","0.00","14","0","0.00","15","0","0.00","10","0","0.00","12","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","128","1","0.78","9","0","0.00","18","0","0.00","12","0","0.00","7","0","0.00","6","0","0.00","12","0","0.00","9","0","0.00","10","0","0.00","18","1","5.56","5","0","0.00","14","0","0.00","8","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","409","5","1.22","21","0","0.00","34","1","2.94","40","0","0.00","25","0","0.00","29","0","0.00","40","0","0.00","39","0","0.00","34","0","0.00","37","0","0.00","42","1","2.38","38","1","2.63","30","2","6.67"
"10929  :  โรงพยาบาลกันทรลักษ์","1,036","0","0.00","99","0","0.00","92","0","0.00","92","0","0.00","92","0","0.00","70","0","0.00","79","0","0.00","108","0","0.00","91","0","0.00","80","0","0.00","78","0","0.00","81","0","0.00","74","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","866","0","0.00","88","0","0.00","56","0","0.00","83","0","0.00","81","0","0.00","122","0","0.00","72","0","0.00","56","0","0.00","53","0","0.00","75","0","0.00","39","0","0.00","76","0","0.00","65","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","275","4","1.45","27","0","0.00","12","0","0.00","22","0","0.00","12","0","0.00","36","0","0.00","19","1","5.26","18","1","5.56","31","1","3.23","20","0","0.00","27","0","0.00","17","1","5.88","34","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","435","0","0.00","33","0","0.00","48","0","0.00","63","0","0.00","27","0","0.00","42","0","0.00","25","0","0.00","39","0","0.00","25","0","0.00","37","0","0.00","27","0","0.00","35","0","0.00","34","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","939","5","0.53","64","0","0.00","76","1","1.32","90","0","0.00","80","0","0.00","82","0","0.00","90","2","2.22","75","0","0.00","59","0","0.00","99","1","1.01","85","1","1.18","64","0","0.00","75","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","33","0","0.00","1","0","0.00","5","0","0.00","4","0","0.00","5","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","77","0","0.00","4","0","0.00","3","0","0.00","7","0","0.00","7","0","0.00","17","0","0.00","6","0","0.00","4","0","0.00","10","0","0.00","2","0","0.00","5","0","0.00","9","0","0.00","3","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","43","0","0.00","1","0","0.00","9","0","0.00","3","0","0.00","1","0","0.00","5","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","10","0","0.00","2","0","0.00","4","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","91","0","0.00","5","0","0.00","9","0","0.00","15","0","0.00","11","0","0.00","2","0","0.00","13","0","0.00","3","0","0.00","5","0","0.00","5","0","0.00","10","0","0.00","11","0","0.00","2","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","176","0","0.00","18","0","0.00","23","0","0.00","23","0","0.00","11","0","0.00","8","0","0.00","12","0","0.00","11","0","0.00","18","0","0.00","17","0","0.00","14","0","0.00","14","0","0.00","7","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","14","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","5","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","346","0","0.00","28","0","0.00","39","0","0.00","40","0","0.00","41","0","0.00","43","0","0.00","25","0","0.00","36","0","0.00","30","0","0.00","29","0","0.00","16","0","0.00","9","0","0.00","10","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","34","0","0.00","4","0","0.00","4","0","0.00","5","0","0.00","6","0","0.00","4","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","73","1","1.37","6","0","0.00","11","0","0.00","8","0","0.00","8","0","0.00","6","0","0.00","2","0","0.00","11","1","9.09","9","0","0.00","2","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00"
"28014  :  โรงพยาบาลพยุห์","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","163","0","0.00","10","0","0.00","17","0","0.00","23","0","0.00","6","0","0.00","21","0","0.00","10","0","0.00","15","0","0.00","23","0","0.00","21","0","0.00","11","0","0.00","3","0","0.00","3","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","11","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","2,409","1","0.04","231","0","0.00","273","0","0.00","289","0","0.00","283","0","0.00","199","1","0.50","264","0","0.00","192","0","0.00","178","0","0.00","191","0","0.00","168","0","0.00","32","0","0.00","109","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","19","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","168","1","0.60","11","0","0.00","14","0","0.00","19","0","0.00","15","0","0.00","10","0","0.00","19","0","0.00","22","0","0.00","6","0","0.00","10","0","0.00","19","0","0.00","9","1","11.11","14","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","232","2","0.86","19","0","0.00","30","0","0.00","42","1","2.38","25","1","4.00","20","0","0.00","20","0","0.00","26","0","0.00","20","0","0.00","11","0","0.00","13","0","0.00","6","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","323","1","0.31","29","0","0.00","31","0","0.00","30","0","0.00","37","0","0.00","26","1","3.85","28","0","0.00","25","0","0.00","25","0","0.00","25","0","0.00","20","0","0.00","19","0","0.00","28","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","13","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","422","1","0.24","2","0","0.00","4","0","0.00","7","0","0.00","5","0","0.00","56","0","0.00","48","0","0.00","49","0","0.00","48","0","0.00","55","0","0.00","34","1","2.94","55","0","0.00","59","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","44","1","2.27","3","0","0.00","3","0","0.00","12","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","6","1","16.67","1","0","0.00","5","0","0.00","2","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","192","1","0.52","12","0","0.00","17","0","0.00","19","1","5.26","15","0","0.00","18","0","0.00","18","0","0.00","16","0","0.00","19","0","0.00","15","0","0.00","11","0","0.00","15","0","0.00","17","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","286","0","0.00","22","0","0.00","22","0","0.00","26","0","0.00","25","0","0.00","19","0","0.00","30","0","0.00","22","0","0.00","34","0","0.00","27","0","0.00","28","0","0.00","17","0","0.00","14","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,011","0","0.00","60","0","0.00","95","0","0.00","113","0","0.00","103","0","0.00","80","0","0.00","106","0","0.00","93","0","0.00","61","0","0.00","75","0","0.00","77","0","0.00","74","0","0.00","74","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","1,170","5","0.43","58","0","0.00","88","1","1.14","101","1","0.99","108","0","0.00","114","1","0.88","117","1","0.85","98","1","1.02","76","0","0.00","97","0","0.00","92","0","0.00","126","0","0.00","95","0","0.00"
