"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","187","1","0","0"
"28016  :  โรงพยาบาลศิลาลาด","84","2","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","661","639","173","84"
"10944  :  โรงพยาบาลศรีเมืองใหม่","487","779","6","1"
"10945  :  โรงพยาบาลโขงเจียม","175","144","9","90"
"10946  :  โรงพยาบาลเขื่องใน","679","386","55","208"
"10947  :  โรงพยาบาลเขมราฐ","329","225","154","20"
"10948  :  โรงพยาบาลนาจะหลวย","75","84","7","29"
"10949  :  โรงพยาบาลน้ำยืน","93","20","5","0"
"10950  :  โรงพยาบาลบุณฑริก","549","355","63","239"
"10951  :  โรงพยาบาลตระการพืชผล","909","766","120","51"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","62","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","446","16","9","3"
"10954  :  โรงพยาบาลวารินชำราบ","884","766","77","524"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","627","511","83","298"
"10957  :  โรงพยาบาลตาลสุม","35","9","3","1"
"10958  :  โรงพยาบาลโพธิ์ไทร","60","3","0","2"
"10959  :  โรงพยาบาลสำโรง","401","246","24","222"
"10960  :  โรงพยาบาลดอนมดแดง","35","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","256","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","105","145","7","66"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","1,000","559","142","273"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","34","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","3,074","574","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","862","581","48","312"
"24032  :  โรงพยาบาลนาตาล","71","94","30","44"
"24821  :  โรงพยาบาลนาเยีย","86","112","54","16"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","59","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","81","30","7","13"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","40","1","0","0"
"10701  :  โรงพยาบาลยโสธร","517","600","104","181"
"10963  :  โรงพยาบาลทรายมูล","75","1","0","1"
"10964  :  โรงพยาบาลกุดชุม","146","79","16","22"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","268","24","0","2"
"10966  :  โรงพยาบาลป่าติ้ว","115","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","140","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","467","637","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","70","8","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","252","11","1","8"
"11921  :  โรงพยาบาลนายแพทย์หาญ","4","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","55","7","3","0"
"10702  :  โรงพยาบาลชัยภูมิ","794","105","5","1"
"10970  :  โรงพยาบาลบ้านเขว้า","164","11","5","2"
"10971  :  โรงพยาบาลคอนสวรรค์","517","1,712","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","315","461","28","170"
"10973  :  โรงพยาบาลหนองบัวแดง","138","574","47","154"
"10974  :  โรงพยาบาลจัตุรัส","296","207","3","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","294","551","115","147"
"10976  :  โรงพยาบาลหนองบัวระเหว","176","7","1","0"
"10977  :  โรงพยาบาลเทพสถิต","76","13","1","1"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","277","441","78","134"
"10979  :  โรงพยาบาลบ้านแท่น","60","260","32","157"
"10980  :  โรงพยาบาลแก้งคร้อ","562","452","39","73"
"10981  :  โรงพยาบาลคอนสาร","102","28","6","0"
"10982  :  โรงพยาบาลภักดีชุมพล","133","101","32","10"
"10983  :  โรงพยาบาลเนินสง่า","50","26","1","1"
"10703  :  โรงพยาบาลอำนาจเจริญ","520","182","1","0"
"10985  :  โรงพยาบาลชานุมาน","33","15","6","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","68","5","0","1"
"10987  :  โรงพยาบาลพนา","206","118","11","2"
"10988  :  โรงพยาบาลเสนางคนิคม","84","116","63","2"
"10989  :  โรงพยาบาลหัวตะพาน","133","33","5","1"
"10990  :  โรงพยาบาลลืออำนาจ","128","121","84","21"
"11040  :  โรงพยาบาลบึงกาฬ","347","46","0","0"
"11041  :  โรงพยาบาลพรเจริญ","63","360","1","0"
"11043  :  โรงพยาบาลโซ่พิสัย","82","6","0","0"
"11046  :  โรงพยาบาลเซกา","245","268","59","48"
"11047  :  โรงพยาบาลปากคาด","87","17","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","58","190","0","0"
"11049  :  โรงพยาบาลศรีวิไล","41","7","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","48","6","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","553","261","0","0"
"10991  :  โรงพยาบาลนากลาง","202","7","0","0"
"10992  :  โรงพยาบาลโนนสัง","148","25","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","189","16","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","87","103","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","77","11","0","0"
"10670  :  โรงพยาบาลขอนแก่น","1,335","995","789","19"
"10995  :  โรงพยาบาลบ้านฝาง","95","9","0","1"
"10996  :  โรงพยาบาลพระยืน","63","16","2","2"
"10997  :  โรงพยาบาลหนองเรือ","189","5","0","0"
"10998  :  โรงพยาบาลชุมแพ","696","456","234","107"
"10999  :  โรงพยาบาลสีชมพู","227","175","3","1"
"11000  :  โรงพยาบาลน้ำพอง","203","90","11","5"
"11001  :  โรงพยาบาลอุบลรัตน์","56","5","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","333","44","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","36","2","0","0"
"11004  :  โรงพยาบาลพล","536","461","45","173"
"11005  :  โรงพยาบาลแวงใหญ่","94","64","7","21"
"11006  :  โรงพยาบาลแวงน้อย","50","0","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","161","1","0","0"
"11008  :  โรงพยาบาลภูเวียง","114","17","2","0"
"11009  :  โรงพยาบาลมัญจาคีรี","154","110","48","38"
"11010  :  โรงพยาบาลชนบท","266","260","26","9"
"11011  :  โรงพยาบาลเขาสวนกวาง","99","0","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","26","44","1","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","132","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","2,122","457","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","176","11","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","312","270","0","0"
"14132  :  โรงพยาบาลซำสูง","76","11","1","1"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","56","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","8","19","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","44","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","52","1","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","33","12","0","3"
"77652  :  โรงพยาบาลโนนศิลา","25","1","0","0"
"10671  :  โรงพยาบาลอุดรธานี","1,037","91","1","0"
"11013  :  โรงพยาบาลกุดจับ","117","19","1","5"
"11014  :  โรงพยาบาลหนองวัวซอ","135","40","12","8"
"11015  :  โรงพยาบาลกุมภวาปี","233","30","26","1"
"11016  :  โรงพยาบาลห้วยเกิ้ง","10","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","65","2","0","2"
"11018  :  โรงพยาบาลหนองหาน","229","79","5","47"
"11019  :  โรงพยาบาลทุ่งฝน","57","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","58","194","11","18"
"11021  :  โรงพยาบาลศรีธาตุ","25","15","2","6"
"11022  :  โรงพยาบาลวังสามหมอ","54","2","0","1"
"11023  :  โรงพยาบาลบ้านผือ","144","29","8","4"
"11024  :  โรงพยาบาลน้ำโสม","77","96","16","33"
"11025  :  โรงพยาบาลเพ็ญ","150","5","1","2"
"11026  :  โรงพยาบาลสร้างคอม","48","6","1","1"
"11027  :  โรงพยาบาลหนองแสง","29","1","1","0"
"11028  :  โรงพยาบาลนายูง","45","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","48","15","8","5"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","194","84","8","65"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","51","2","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","27","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","34","1","0","0"
"10705  :  โรงพยาบาลเลย","259","16","3","1"
"11030  :  โรงพยาบาลนาด้วง","68","34","12","10"
"11031  :  โรงพยาบาลเชียงคาน","110","14","0","0"
"11032  :  โรงพยาบาลปากชม","69","8","0","0"
"11033  :  โรงพยาบาลนาแห้ว","13","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","60","3","0","0"
"11035  :  โรงพยาบาลท่าลี่","67","2","0","0"
"11036  :  โรงพยาบาลวังสะพุง","206","11","1","2"
"11037  :  โรงพยาบาลภูกระดึง","63","0","0","0"
"11038  :  โรงพยาบาลภูหลวง","41","58","0","0"
"11039  :  โรงพยาบาลผาขาว","56","10","1","0"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","216","14","0","0"
"14133  :  โรงพยาบาลเอราวัณ","57","4","0","0"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","1,458","239","0","0"
"28861  :  โรงพยาบาลหนองหิน","61","2","0","0"
"10706  :  โรงพยาบาลหนองคาย","355","196","0","0"
"11042  :  โรงพยาบาลโพนพิสัย","104","572","0","0"
"11044  :  โรงพยาบาลศรีเชียงใหม่","56","2","0","0"
"11045  :  โรงพยาบาลสังคม","53","2","0","0"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","142","143","0","0"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0","0"
"21356  :  โรงพยาบาลสระใคร","31","50","0","0"
"28778  :  โรงพยาบาลโพธิ์ตาก","11","0","0","0"
"28811  :  โรงพยาบาลเฝ้าไร่","43","4","0","0"
"28815  :  โรงพยาบาลรัตนวาปี","27","4","0","0"
"10707  :  โรงพยาบาลมหาสารคาม","836","619","112","250"
"11051  :  โรงพยาบาลแกดำ","86","13","4","5"
"11052  :  โรงพยาบาลโกสุมพิสัย","217","202","73","84"
"11053  :  โรงพยาบาลกันทรวิชัย","472","457","50","228"
"11054  :  โรงพยาบาลเชียงยืน","128","1","0","0"
"11055  :  โรงพยาบาลบรบือ","867","866","103","72"
"11056  :  โรงพยาบาลนาเชือก","96","5","0","0"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","202","39","3","3"
"11058  :  โรงพยาบาลวาปีปทุม","321","240","33","157"
"11059  :  โรงพยาบาลนาดูน","56","6","0","0"
"11060  :  โรงพยาบาลยางสีสุราช","153","105","23","77"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","63","20","0","0"
"24704  :  โรงพยาบาลกุดรัง","61","20","2","9"
"28843  :  โรงพยาบาลชื่นชม","33","0","0","0"
"10708  :  โรงพยาบาลร้อยเอ็ด","1,324","193","2","10"
"11061  :  โรงพยาบาลเกษตรวิสัย","411","119","4","17"
"11062  :  โรงพยาบาลปทุมรัตต์","117","1","0","0"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","251","44","0","0"
"11064  :  โรงพยาบาลธวัชบุรี","342","339","79","126"
"11065  :  โรงพยาบาลพนมไพร","136","13","0","2"
"11066  :  โรงพยาบาลโพนทอง","188","443","97","214"
"11067  :  โรงพยาบาลโพธิ์ชัย","89","22","0","6"
"11068  :  โรงพยาบาลหนองพอก","1,681","1,328","663","558"
"11069  :  โรงพยาบาลเสลภูมิ","129","52","4","2"
"11070  :  โรงพยาบาลสุวรรณภูมิ","337","14","3","4"
"11071  :  โรงพยาบาลเมืองสรวง","64","0","0","0"
"11072  :  โรงพยาบาลโพนทราย","222","163","4","6"
"11073  :  โรงพยาบาลอาจสามารถ","75","20","3","3"
"11074  :  โรงพยาบาลเมยวดี","49","32","0","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","68","1","0","0"
"11076  :  โรงพยาบาลจังหาร","94","25","8","9"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","12","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","28","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","61","35","0","2"
"27989  :  โรงพยาบาลเชียงขวัญ","31","2","0","0"
"27990  :  โรงพยาบาลหนองฮี","180","88","0","1"
"10709  :  โรงพยาบาลกาฬสินธุ์","550","115","0","0"
"11077  :  โรงพยาบาลนามน","35","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","214","7","0","0"
"11079  :  โรงพยาบาลร่องคำ","37","2","1","0"
"11080  :  โรงพยาบาลเขาวง","56","7","0","0"
"11081  :  โรงพยาบาลยางตลาด","199","9","0","2"
"11082  :  โรงพยาบาลห้วยเม็ก","148","160","56","62"
"11083  :  โรงพยาบาลสหัสขันธ์","56","1","0","0"
"11084  :  โรงพยาบาลคำม่วง","102","5","0","0"
"11085  :  โรงพยาบาลท่าคันโท","59","1","0","0"
"11086  :  โรงพยาบาลหนองกุงศรี","64","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","130","24","1","1"
"11088  :  โรงพยาบาลห้วยผึ้ง","32","0","0","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","188","1","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","20","3","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","25","8","0","0"
"28790  :  โรงพยาบาลดอนจาน","43","3","0","0"
"28791  :  โรงพยาบาลสามชัย","22","1","0","0"
"10710  :  โรงพยาบาลสกลนคร","789","176","48","48"
"11089  :  โรงพยาบาลกุสุมาลย์","57","4","1","0"
"11090  :  โรงพยาบาลกุดบาก","60","1","1","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","127","3","0","0"
"11092  :  โรงพยาบาลพังโคน","262","78","6","53"
"11093  :  โรงพยาบาลวาริชภูมิ","62","44","3","39"
"11094  :  โรงพยาบาลนิคมน้ำอูน","27","3","0","2"
"11095  :  โรงพยาบาลวานรนิวาส","172","1,387","83","234"
"11096  :  โรงพยาบาลคำตากล้า","109","16","2","14"
"11097  :  โรงพยาบาลบ้านม่วง","167","244","38","142"
"11098  :  โรงพยาบาลอากาศอำนวย","1,457","928","2","0"
"11099  :  โรงพยาบาลส่องดาว","50","24","5","13"
"11100  :  โรงพยาบาลเต่างอย","47","45","2","4"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","102","75","9","51"
"11102  :  โรงพยาบาลเจริญศิลป์","93","0","0","0"
"11103  :  โรงพยาบาลโพนนาแก้ว","42","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","395","369","47","70"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","3","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","40","1","1","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","354","9","0","0"
"11104  :  โรงพยาบาลปลาปาก","50","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","92","6","0","4"
"11106  :  โรงพยาบาลบ้านแพง","98","0","0","0"
"11107  :  โรงพยาบาลนาทม","28","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","112","9","0","0"
"11109  :  โรงพยาบาลนาแก","94","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","170","1","0","0"
"11111  :  โรงพยาบาลนาหว้า","96","5","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","48","3","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","244","0","0","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","782","18","0","0"
"40840  :  โรงพยาบาลวังยาง","30","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","544","106","0","1"
"11113  :  โรงพยาบาลนิคมคำสร้อย","87","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","73","9","4","0"
"11115  :  โรงพยาบาลดงหลวง","33","1","0","0"
"11116  :  โรงพยาบาลคำชะอี","79","50","0","0"
"11117  :  โรงพยาบาลหว้านใหญ่","144","6","0","0"
"11118  :  โรงพยาบาลหนองสูง","92","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","9","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","643","103","0","0"
"11119  :  โรงพยาบาลจอมทอง","1,047","558","7","1"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","94","4","1","2"
"11121  :  โรงพยาบาลเชียงดาว","224","196","19","121"
"11122  :  โรงพยาบาลดอยสะเก็ด","248","43","0","0"
"11123  :  โรงพยาบาลแม่แตง","208","0","0","0"
"11124  :  โรงพยาบาลสะเมิง","87","2","0","1"
"11125  :  โรงพยาบาลฝาง","510","82","5","8"
"11126  :  โรงพยาบาลแม่อาย","362","221","43","24"
"11127  :  โรงพยาบาลพร้าว","209","168","36","65"
"11128  :  โรงพยาบาลสันป่าตอง","596","250","11","44"
"11129  :  โรงพยาบาลสันกำแพง","159","35","2","10"
"11130  :  โรงพยาบาลสันทราย","361","174","16","9"
"11131  :  โรงพยาบาลหางดง","761","551","69","47"
"11132  :  โรงพยาบาลฮอด","189","496","31","16"
"11133  :  โรงพยาบาลดอยเต่า","140","11","2","3"
"11134  :  โรงพยาบาลอมก๋อย","78","13","0","2"
"11135  :  โรงพยาบาลสารภี","195","12","0","0"
"11136  :  โรงพยาบาลเวียงแหง","89","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","216","77","3","31"
"11138  :  โรงพยาบาลแม่วาง","201","11","1","2"
"11139  :  โรงพยาบาลแม่ออน","143","149","0","0"
"11507  :  โรงพยาบาลกองบิน 41","2","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","7","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","112","0","0","0"
"11978  :  โรงพยาบาลดารารัศมี","7","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","45","44","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","54","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","1,945","9","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","19","1","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","204","35","0","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","791","492","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","137","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","36","0","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","23","6","0","0"
"10714  :  โรงพยาบาลลำพูน","552","100","0","0"
"11140  :  โรงพยาบาลแม่ทา","178","40","2","8"
"11141  :  โรงพยาบาลบ้านโฮ่ง","141","18","3","11"
"11142  :  โรงพยาบาลลี้","293","555","105","335"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","76","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","336","35","1","3"
"11145  :  โรงพยาบาลบ้านธิ","147","86","0","3"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","6","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","169","13","4","4"
"10672  :  โรงพยาบาลลำปาง","810","237","3","0"
"11146  :  โรงพยาบาลแม่เมาะ","188","124","0","0"
"11147  :  โรงพยาบาลเกาะคา","231","1","0","0"
"11148  :  โรงพยาบาลเสริมงาม","142","5","1","1"
"11149  :  โรงพยาบาลงาว","191","12","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","232","40","0","0"
"11151  :  โรงพยาบาลวังเหนือ","162","28","0","0"
"11152  :  โรงพยาบาลเถิน","78","29","0","1"
"11153  :  โรงพยาบาลแม่พริก","47","1","0","0"
"11154  :  โรงพยาบาลแม่ทะ","187","14","0","0"
"11155  :  โรงพยาบาลสบปราบ","114","4","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","195","8","0","1"
"11157  :  โรงพยาบาลเมืองปาน","159","24","1","2"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","1","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,017","92","0","0"
"11158  :  โรงพยาบาลตรอน","52","3","0","0"
"11159  :  โรงพยาบาลท่าปลา","88","44","2","15"
"11160  :  โรงพยาบาลน้ำปาด","82","4","1","0"
"11161  :  โรงพยาบาลฟากท่า","14","0","0","0"
"11162  :  โรงพยาบาลบ้านโคก","23","32","9","9"
"11163  :  โรงพยาบาลพิชัย","142","2","0","0"
"11164  :  โรงพยาบาลลับแล","101","126","8","41"
"11165  :  โรงพยาบาลทองแสนขัน","140","85","18","26"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","7","0","0","0"
"10715  :  โรงพยาบาลแพร่","796","209","0","0"
"11166  :  โรงพยาบาลร้องกวาง","284","190","0","0"
"11167  :  โรงพยาบาลลอง","95","8","3","1"
"11169  :  โรงพยาบาลสูงเม่น","320","173","0","0"
"11170  :  โรงพยาบาลสอง","144","32","0","0"
"11171  :  โรงพยาบาลวังชิ้น","123","57","1","9"
"11172  :  โรงพยาบาลหนองม่วงไข่","56","156","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","191","182","7","0"
"10716  :  โรงพยาบาลน่าน","661","72","16","32"
"11173  :  โรงพยาบาลแม่จริม","133","73","10","15"
"11174  :  โรงพยาบาลบ้านหลวง","46","11","2","0"
"11175  :  โรงพยาบาลนาน้อย","122","12","1","2"
"11176  :  โรงพยาบาลท่าวังผา","141","27","3","1"
"11177  :  โรงพยาบาลเวียงสา","206","77","3","5"
"11178  :  โรงพยาบาลทุ่งช้าง","98","59","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","135","62","0","0"
"11180  :  โรงพยาบาลนาหมื่น","61","45","0","0"
"11181  :  โรงพยาบาลสันติสุข","71","31","2","3"
"11182  :  โรงพยาบาลบ่อเกลือ","136","6","0","0"
"11183  :  โรงพยาบาลสองแคว","47","2","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","264","80","0","1"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","567","263","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","71","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","62","45","6","2"
"10717  :  โรงพยาบาลพะเยา","711","65","0","4"
"10718  :  โรงพยาบาลเชียงคำ","334","96","6","3"
"11184  :  โรงพยาบาลจุน","160","116","15","28"
"11185  :  โรงพยาบาลเชียงม่วน","86","0","0","0"
"11186  :  โรงพยาบาลดอกคำใต้","190","320","32","225"
"11187  :  โรงพยาบาลปง","151","67","8","2"
"11188  :  โรงพยาบาลแม่ใจ","118","37","15","10"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","57","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,025","92","20","0"
"11189  :  โรงพยาบาลเทิง","231","47","17","12"
"11190  :  โรงพยาบาลพาน","415","393","6","0"
"11191  :  โรงพยาบาลป่าแดด","114","29","22","3"
"11192  :  โรงพยาบาลแม่จัน","426","5","0","0"
"11193  :  โรงพยาบาลเชียงแสน","143","124","0","3"
"11194  :  โรงพยาบาลแม่สาย","173","96","0","0"
"11195  :  โรงพยาบาลแม่สรวย","345","44","0","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","286","57","17","13"
"11197  :  โรงพยาบาลพญาเม็งราย","211","54","4","5"
"11198  :  โรงพยาบาลเวียงแก่น","59","5","0","0"
"11199  :  โรงพยาบาลขุนตาล","131","121","22","51"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","79","16","0","1"
"11201  :  โรงพยาบาลแม่ลาว","183","215","59","85"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","106","16","0","0"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","222","91","0","0"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","196","90","5","2"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","67","33","7","10"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","16","4","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","307","62","0","0"
"11203  :  โรงพยาบาลขุนยวม","62","0","0","0"
"11204  :  โรงพยาบาลปาย","114","4","0","0"
"11205  :  โรงพยาบาลแม่สะเรียง","238","2","0","0"
"11206  :  โรงพยาบาลแม่ลาน้อย","64","25","1","17"
"11207  :  โรงพยาบาลสบเมย","73","2","0","0"
"11208  :  โรงพยาบาลปางมะผ้า","126","0","0","0"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","247","51","0","0"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","518","261","0","0"
