"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2557 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2558 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2558 (A-B)/A*100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","8","12","43","13","167","109","4","0","-1,988","-808","91","100"
"10858  :  โรงพยาบาลนาดี","3","4","7","4","207","231","225","270","-6,800","-5,675","-3,114","-6,650"
"10859  :  โรงพยาบาลบ้านสร้าง","160","162","143","159","151","150","150","151","6","7","-5","5"
"10860  :  โรงพยาบาลประจันตคาม","0","1","1","89","279","308","304","326","0","-30,700","-30,300","-266"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","0","0","99","120","88","87","0","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0","28","91","0","0","0","0","0","0","100"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","7","4","9","19","31","19","4","11","-343","-375","56","42"
"10698  :  โรงพยาบาลนครนายก","245","235","57","56","25","7","6","2","90","97","89","96"
"10863  :  โรงพยาบาลปากพลี","81","50","38","40","0","0","0","0","100","100","100","100"
"10864  :  โรงพยาบาลบ้านนา","196","153","126","127","87","0","0","0","56","100","100","100"
"10865  :  โรงพยาบาลองครักษ์","161","84","0","0","0","0","0","0","100","100","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","3","0","0","3","1","1","0","0","67","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","50","55","53","47","413","477","423","480","-726","-767","-698","-921"
"10866  :  โรงพยาบาลคลองหาด","78","65","60","53","78","49","50","47","0","25","17","11"
"10867  :  โรงพยาบาลตาพระยา","11","7","3","13","9","7","7","13","18","0","-133","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","0","0","229","38","0","63","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","0","1","1","0","1","1","1","46","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","284","125","132","142","322","89","27","25","-13","29","80","82"
"13817  :  โรงพยาบาลเขาฉกรรจ์","80","36","28","35","96","65","58","37","-20","-81","-107","-6"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","3","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","0","0","3","1","0","0","0","1","0","0","100","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","1","2","0","0","0","0","0","0","100"
"10874  :  โรงพยาบาลบ้านเหลื่อม","15","5","6","3","0","0","0","0","100","100","100","100"
"10875  :  โรงพยาบาลจักราช","20","3","1","5","4","2","0","0","80","33","100","100"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","53","0","1","0","30","0","0","0","43","0","100","0"
"10878  :  โรงพยาบาลโนนไทย","0","1","1","2","13","0","0","0","0","100","100","100"
"10879  :  โรงพยาบาลโนนสูง","37","14","0","1","0","0","0","0","100","100","0","100"
"10880  :  โรงพยาบาลขามสะแกแสง","9","0","0","1","0","0","0","0","100","0","0","100"
"10881  :  โรงพยาบาลบัวใหญ่","50","18","6","2","1","0","0","0","98","100","100","100"
"10882  :  โรงพยาบาลประทาย","18","15","22","18","0","0","0","0","100","100","100","100"
"10883  :  โรงพยาบาลปักธงชัย","34","7","2","7","5","3","0","3","85","57","100","57"
"10884  :  โรงพยาบาลพิมาย","0","0","0","19","18","0","20","13","0","0","0","32"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","1","0","0","0","0","0","0","0","100"
"10886  :  โรงพยาบาลชุมพวง","0","3","11","14","2","0","0","1","0","100","100","93"
"10887  :  โรงพยาบาลสูงเนิน","4","0","0","0","0","0","0","0","100","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","20","16","0","4","7","1","2","2","65","94","0","50"
"10889  :  โรงพยาบาลสีคิ้ว","45","3","2","0","2","0","0","0","96","100","100","0"
"10890  :  โรงพยาบาลปากช่องนานา","35","18","40","33","105","133","71","3","-200","-639","-78","91"
"10891  :  โรงพยาบาลหนองบุญมาก","3","0","0","0","0","0","0","0","100","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","5","0","0","0","0","0","0","0","100","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","1","0","1","0","0","0","0","0","100","0","100"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","4","2","3","0","0","0","0","0","100","100","100"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","12","9","12","15","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1","0","4","1","0","0","0","0","100","0","100","100"
"11608  :  โรงพยาบาลลำทะเมนชัย","10","0","0","0","0","0","0","0","100","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","2","0","0","0","0","0","0","0","100"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","2","0","0","0","0","0","0","0","100"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","3","5","3","10","3","0","0","0","0","100","100"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1","1","4","6","3","0","0","0","-200","100","100","100"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","4","4","0","1","0","0","0","0","100","100","0","100"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","3","1","0","0","0","0","0","0","100","100","0"
"10895  :  โรงพยาบาลคูเมือง","65","71","72","56","0","1","11","2","100","99","85","96"
"10896  :  โรงพยาบาลกระสัง","8","8","8","6","28","0","0","0","-250","100","100","100"
"10897  :  โรงพยาบาลนางรอง","0","7","23","0","1","0","0","0","0","100","100","0"
"10898  :  โรงพยาบาลหนองกี่","1","25","13","4","0","0","0","0","100","100","100","100"
"10899  :  โรงพยาบาลละหานทราย","0","1","1","16","22","0","0","0","0","100","100","100"
"10900  :  โรงพยาบาลประโคนชัย","93","69","64","54","0","0","0","0","100","100","100","100"
"10901  :  โรงพยาบาลบ้านกรวด","2","2","1","0","0","0","0","0","100","100","100","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","1","1","15","0","32","0","0","0","-3,100","100","100","0"
"10905  :  โรงพยาบาลสตึก","75","79","78","88","28","0","0","0","63","100","100","100"
"10906  :  โรงพยาบาลปะคำ","0","10","18","0","0","0","0","0","0","100","100","0"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","33","19","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","30","36","35","20","0","0","0","0","100","100","100","100"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","7","19","16","27","9","2","8","0","-29","89","50"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","1","1","2","4","0","0","0","0","100","100","100"
"10912  :  โรงพยาบาลชำนิ","0","0","0","1","2","1","0","0","0","0","0","100"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","13","9","17","6","12","0","0","0","8","100","100","100"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","1","0","0","0","0","0","0","0","100","0"
"23578  :  โรงพยาบาลแคนดง","0","5","3","3","24","18","14","0","0","-260","-367","100"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","561","650","544","547","676","731","676","659","-20","-12","-24","-20"
"10915  :  โรงพยาบาลชุมพลบุรี","1","2","2","3","0","0","0","0","100","100","100","100"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","2","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","0","2","0","2","2","0","1","0","0","100","0","100"
"10919  :  โรงพยาบาลกาบเชิง","5","1","19","0","0","0","0","0","100","100","100","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","1","0","1","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","1","0","0","66","0","0","0","0","100","0","0","100"
"10922  :  โรงพยาบาลศีขรภูมิ","1","1","3","1","0","0","0","0","100","100","100","100"
"10923  :  โรงพยาบาลสังขะ","2","124","175","1","4","7","5","3","-100","94","97","-200"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","13","15","15","12","0","0","0","0","100","100","100","100"
"10926  :  โรงพยาบาลบัวเชด","2","0","0","2","0","2","3","2","100","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","1","1","0","0","0","0","0","0","100"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","1","1","0","0","0","0","0","0","100","100"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","1","2","146","0","0","17","0","0","100","-750","100"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0","1","0","0","0","0","100","0","0","100"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","1","1","0","0","0","0","0","0","100"
"10700  :  โรงพยาบาลศรีสะเกษ","351","348","355","288","293","257","294","328","17","26","17","-14"
"10927  :  โรงพยาบาลยางชุมน้อย","23","24","20","18","22","11","24","12","4","54","-20","33"
"10928  :  โรงพยาบาลกันทรารมย์","55","43","33","27","35","27","18","27","36","37","45","0"
"10929  :  โรงพยาบาลกันทรลักษ์","65","29","17","13","23","7","15","37","65","76","12","-185"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","7","8","3","3","9","2","3","317","-29","75","0","-10,467"
"10932  :  โรงพยาบาลปรางค์กู่","23","13","15","14","4","6","11","85","83","54","27","-507"
"10933  :  โรงพยาบาลขุนหาญ","26","17","12","13","19","9","10","12","27","47","17","8"
"10934  :  โรงพยาบาลราษีไศล","5","4","8","6","4","6","13","13","20","-50","-63","-117"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","75","76","72","55","29","18","60","75","61","76","17","-36"
"10936  :  โรงพยาบาลบึงบูรพ์","45","41","39","36","37","27","37","47","18","34","5","-31"
"10937  :  โรงพยาบาลห้วยทับทัน","8","12","13","22","23","22","24","23","-188","-83","-85","-5"
"10938  :  โรงพยาบาลโนนคูณ","14","8","6","6","12","5","2","7","14","38","67","-17"
"10939  :  โรงพยาบาลศรีรัตนะ","23","22","20","13","16","13","20","16","30","41","0","-23"
"10940  :  โรงพยาบาลวังหิน","19","19","21","14","35","19","14","28","-84","0","33","-100"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","22","12","6","4","18","8","14","9","18","33","-133","-125"
"10942  :  โรงพยาบาลภูสิงห์","12","6","8","4","4","8","4","8","67","-33","50","-100"
"10943  :  โรงพยาบาลเมืองจันทร์","0","1","1","1","1","0","1","3","0","100","0","-200"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","12","10","5","8","14","8","5","6","-17","20","0","25"
"28014  :  โรงพยาบาลพยุห์","1","5","4","5","4","10","4","4","-300","-100","0","20"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2","8","4","0","9","1","10","4","-350","88","-150","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","1","1","4","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","50","52","45","47","45","50","45","47","10","4","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","1","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","0","0","0","0","2","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","1","5","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","36","21","1","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0","0","1","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","1","1","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0","1","0","0","2","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","2","0","2","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","1","1","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0","0","1","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","5","3","0","0","0","0","0","0","100","100","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","1","0","0","0","2","0","0","0","-100"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0","1","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","1","0","1","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","1","0","1","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","2","2","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","181","94","0","0","173","0","20","81","4","100","0","0"
"10963  :  โรงพยาบาลทรายมูล","2","6","0","0","0","0","0","0","100","100","0","0"
"10964  :  โรงพยาบาลกุดชุม","3","3","1","8","1","1","5","3","67","67","-400","63"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","2","1","0","0","0","2","0","0","100","-100","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","6","2","0","0","0","0","0","0","100","100","0","0"
"10968  :  โรงพยาบาลค้อวัง","0","0","0","0","0","2","0","5","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","1","4","0","0","0","0","0","0","100","100"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","0","0","2","0","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","58","7","205","95","11","8","3","6","81","-14","99","94"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","2","3","1","2","1","0","2","2","50","100","-100","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","3","0","0","0","0","0","0","0","100","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","1","6","0","0","0","0","0","0","100","100"
"10974  :  โรงพยาบาลจัตุรัส","41","31","19","41","53","29","34","53","-29","6","-79","-29"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","1","0","0","2","0","1","0","1","100","0","0","50"
"10977  :  โรงพยาบาลเทพสถิต","4","5","8","7","11","0","0","0","-175","100","100","100"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","2","1","0","0","0","0","0","0","100","100","0"
"10979  :  โรงพยาบาลบ้านแท่น","1","13","2","0","0","0","0","0","100","100","100","0"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0","0","0","0","0","0","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","2","3","10","3","1","0","0","0","50","100","100","100"
"10982  :  โรงพยาบาลภักดีชุมพล","37","18","15","16","25","8","7","17","32","56","53","-6"
"10983  :  โรงพยาบาลเนินสง่า","29","34","33","18","29","35","20","16","0","-3","39","11"
"10703  :  โรงพยาบาลอำนาจเจริญ","174","89","43","9","1","1","3","79","99","99","93","-778"
"10985  :  โรงพยาบาลชานุมาน","1","0","0","2","0","1","2","1","100","0","0","50"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","0","0","0","0","0","0","0","0","0","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","0","0","2","0","0","0","0","0","0","0","100","0"
"10989  :  โรงพยาบาลหัวตะพาน","58","12","17","17","45","12","10","12","22","0","41","29"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0","0","0","0","0","0","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","134","130","0","0","2","0","0","0","99","100","0","0"
"11041  :  โรงพยาบาลพรเจริญ","0","68","67","62","54","56","62","47","0","18","7","24"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","70","86","33","17","13","15","0","0","81","83"
"11046  :  โรงพยาบาลเซกา","122","0","0","0","2","3","0","0","98","0","0","0"
"11047  :  โรงพยาบาลปากคาด","5","2","5","8","10","29","9","5","-100","-1,350","-80","38"
"11048  :  โรงพยาบาลบึงโขงหลง","77","73","89","70","0","0","0","0","100","100","100","100"
"11049  :  โรงพยาบาลศรีวิไล","67","58","56","65","64","68","62","66","4","-17","-11","-2"
"11050  :  โรงพยาบาลบุ่งคล้า","0","7","15","23","28","24","25","18","0","-243","-67","22"
"10704  :  โรงพยาบาลหนองบัวลำภู","6","0","0","0","2","3","56","344","67","0","0","0"
"10991  :  โรงพยาบาลนากลาง","3","4","19","11","8","6","14","9","-167","-50","26","18"
"10992  :  โรงพยาบาลโนนสัง","3","0","115","38","96","131","110","128","-3,100","0","4","-237"
"10993  :  โรงพยาบาลศรีบุญเรือง","206","207","158","0","223","218","193","209","-8","-5","-22","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","75","61","54","3","81","63","59","61","-8","-3","-9","-1,933"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","36","42","47","44","48","53","49","45","-33","-26","-4","-2"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0","0","82","85","76","102","0","0","0","0"
"10995  :  โรงพยาบาลบ้านฝาง","1","0","5","0","1","0","0","2","0","0","100","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0","0","41","0","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0","10","7","2","4","0","0","0","0"
"10999  :  โรงพยาบาลสีชมพู","0","0","0","0","0","0","0","0","0","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0","0","2","0","0","1","0","0","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","2","15","6","7","0","0","0","0","100","100","100","100"
"11004  :  โรงพยาบาลพล","0","0","0","1","0","4","3","3","0","0","0","-200"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0","75","36","1","1","0","0","0","0"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","2","0","1","3","1","0","5","0","50","0","-400","100"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0","0","0","0","0","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","0","0","1","1","0","0","2","0","0","0","-100","100"
"11010  :  โรงพยาบาลชนบท","0","0","0","0","0","3","2","1","0","0","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","3","2","2","3","0","0","0","0","100","100","100","100"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","1","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0","0","0","0","0","0","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","1","0","0","0","0","0","0","0","100","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","1","0","0","0","0","0","0","0","100","0","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0","0","29","50","0","0","0","0"
"14132  :  โรงพยาบาลซำสูง","1","1","1","0","0","1","1","2","100","0","0","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","2","2","6","5","3","0","0","1","-50","100","100","80"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","1","0","0","0","0","0","0","0","100"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","2","17","36","52","32","8","0","0","-1,500","53"
"11015  :  โรงพยาบาลกุมภวาปี","1","0","0","0","0","0","0","0","100","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","8","4","3","3","3","0","0","0","63","100","100","100"
"11017  :  โรงพยาบาลโนนสะอาด","92","69","81","65","96","114","61","38","-4","-65","25","42"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","1","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","28","20","23","24","0","0","0","0","100","100","100","100"
"11020  :  โรงพยาบาลไชยวาน","0","0","0","1","1","0","0","0","0","0","0","100"
"11021  :  โรงพยาบาลศรีธาตุ","57","36","40","38","43","31","32","26","25","14","20","32"
"11022  :  โรงพยาบาลวังสามหมอ","74","0","0","4","1","0","0","0","99","0","0","100"
"11023  :  โรงพยาบาลบ้านผือ","35","26","21","12","23","22","4","3","34","15","81","75"
"11024  :  โรงพยาบาลน้ำโสม","57","58","46","50","0","0","0","0","100","100","100","100"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","25","18","10","5","2","5","3","5","92","72","70","0"
"11027  :  โรงพยาบาลหนองแสง","16","16","9","19","12","13","13","22","25","19","-44","-16"
"11028  :  โรงพยาบาลนายูง","0","0","0","0","0","0","0","0","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","11","4","0","0","0","0","5","0","100","100","0","0"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","96","95","74","49","39","24","82","0","59","75","-11","100"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","14","6","0","0","0","0","0","0","100"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10705  :  โรงพยาบาลเลย","6","17","17","9","10","0","0","0","-67","100","100","100"
"11030  :  โรงพยาบาลนาด้วง","0","0","1","0","0","0","0","0","0","0","100","0"
"11031  :  โรงพยาบาลเชียงคาน","0","0","0","0","1","0","0","0","0","0","0","0"
"11032  :  โรงพยาบาลปากชม","0","0","0","0","0","0","0","0","0","0","0","0"
"11033  :  โรงพยาบาลนาแห้ว","0","0","1","1","0","0","0","0","0","0","100","100"
"11034  :  โรงพยาบาลภูเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","0","0","0","0","0","0","0","0","0","0","0","0"
