"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10805  :  โรงพยาบาลสรรคบุรี","179","2","1.12","7","0","0.00","3","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","12","0","0.00","47","1","2.13","35","0","0.00","24","0","0.00","23","0","0.00","12","1","8.33","8","0","0.00"
"10806  :  โรงพยาบาลหันคา","592","6","1.01","67","1","1.49","66","3","4.55","68","0","0.00","35","1","2.86","52","0","0.00","57","0","0.00","52","0","0.00","39","0","0.00","38","0","0.00","46","0","0.00","39","1","2.56","33","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","269","0","0.00","36","0","0.00","17","0","0.00","31","0","0.00","17","0","0.00","35","0","0.00","18","0","0.00","30","0","0.00","16","0","0.00","16","0","0.00","19","0","0.00","14","0","0.00","20","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","34","0","0.00","2","0","0.00","4","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","6","0","0.00","7","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","546","2","0.37","195","0","0.00","164","1","0.61","187","1","0.53","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","752","0","0.00","149","0","0.00","133","0","0.00","173","0","0.00","181","0","0.00","69","0","0.00","39","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00"
"10808  :  โรงพยาบาลหนองแค","1,273","0","0.00","191","0","0.00","185","0","0.00","185","0","0.00","148","0","0.00","169","0","0.00","130","0","0.00","65","0","0.00","47","0","0.00","43","0","0.00","42","0","0.00","33","0","0.00","35","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","1,093","9","0.82","107","0","0.00","118","1","0.85","138","1","0.72","82","0","0.00","106","2","1.89","113","2","1.77","83","0","0.00","103","0","0.00","80","1","1.25","50","0","0.00","51","1","1.96","62","1","1.61"
"10810  :  โรงพยาบาลหนองแซง","197","0","0.00","14","0","0.00","24","0","0.00","19","0","0.00","19","0","0.00","22","0","0.00","21","0","0.00","9","0","0.00","16","0","0.00","16","0","0.00","21","0","0.00","8","0","0.00","8","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","172","2","1.16","21","0","0.00","15","0","0.00","19","0","0.00","22","0","0.00","16","0","0.00","26","0","0.00","25","2","8.00","13","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00","6","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","87","0","0.00","6","0","0.00","4","0","0.00","2","0","0.00","11","0","0.00","7","0","0.00","15","0","0.00","8","0","0.00","7","0","0.00","10","0","0.00","7","0","0.00","5","0","0.00","5","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","34","0","0.00","10","0","0.00","6","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","4","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","305","2","0.66","48","0","0.00","45","0","0.00","26","0","0.00","25","0","0.00","21","1","4.76","21","0","0.00","33","0","0.00","14","0","0.00","15","0","0.00","15","0","0.00","18","0","0.00","24","1","4.17"
"10815  :  โรงพยาบาลมวกเหล็ก","810","0","0.00","83","0","0.00","81","0","0.00","90","0","0.00","78","0","0.00","76","0","0.00","78","0","0.00","57","0","0.00","58","0","0.00","51","0","0.00","58","0","0.00","45","0","0.00","55","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","277","4","1.44","33","0","0.00","20","0","0.00","20","1","5.00","38","0","0.00","29","0","0.00","38","1","2.63","21","1","4.76","24","0","0.00","12","0","0.00","17","0","0.00","11","0","0.00","14","1","7.14"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","6,076","50","0.82","1,046","15","1.43","961","13","1.35","1,036","12","1.16","670","7","1.04","434","0","0.00","421","1","0.24","275","1","0.36","277","0","0.00","286","0","0.00","253","0","0.00","188","1","0.53","229","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","3,215","29","0.90","350","0","0.00","364","4","1.10","356","1","0.28","277","2","0.72","257","1","0.39","426","7","1.64","285","5","1.75","233","0","0.00","280","3","1.07","211","2","0.95","176","4","2.27","0","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","413","0","0.00","33","0","0.00","47","0","0.00","42","0","0.00","37","0","0.00","32","0","0.00","47","0","0.00","27","0","0.00","31","0","0.00","40","0","0.00","17","0","0.00","22","0","0.00","38","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","915","1","0.11","99","0","0.00","93","0","0.00","109","0","0.00","75","1","1.33","73","0","0.00","90","0","0.00","79","0","0.00","42","0","0.00","79","0","0.00","60","0","0.00","45","0","0.00","71","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","639","0","0.00","50","0","0.00","61","0","0.00","65","0","0.00","40","0","0.00","54","0","0.00","73","0","0.00","53","0","0.00","66","0","0.00","50","0","0.00","43","0","0.00","45","0","0.00","39","0","0.00"
"10821  :  โรงพยาบาลพานทอง","2,184","0","0.00","240","0","0.00","246","0","0.00","240","0","0.00","191","0","0.00","210","0","0.00","210","0","0.00","159","0","0.00","105","0","0.00","153","0","0.00","135","0","0.00","140","0","0.00","155","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","2,756","21","0.76","321","7","2.18","307","2","0.65","256","1","0.39","210","1","0.48","276","1","0.36","260","1","0.38","223","2","0.90","249","1","0.40","164","3","1.83","172","1","0.58","122","1","0.82","196","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","101","6","5.94","21","0","0.00","12","0","0.00","12","2","16.67","5","0","0.00","10","1","10.00","9","1","11.11","7","0","0.00","3","0","0.00","8","2","25.00","9","0","0.00","3","0","0.00","2","0","0.00"
"10824  :  โรงพยาบาลเกาะสีชัง","49","0","0.00","5","0","0.00","2","0","0.00","5","0","0.00","2","0","0.00","3","0","0.00","11","0","0.00","5","0","0.00","3","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","273","7","2.56","18","3","16.67","32","0","0.00","24","0","0.00","16","0","0.00","29","1","3.45","37","1","2.70","15","0","0.00","30","1","3.33","24","0","0.00","11","0","0.00","23","1","4.35","14","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","337","0","0.00","18","0","0.00","31","0","0.00","16","0","0.00","23","0","0.00","41","0","0.00","32","0","0.00","37","0","0.00","41","0","0.00","30","0","0.00","22","0","0.00","25","0","0.00","21","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","19","0","0.00","2","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","53","0","0.00","0","0","0.00","4","0","0.00","0","0","0.00","3","0","0.00","8","0","0.00","13","0","0.00","4","0","0.00","4","0","0.00","5","0","0.00","7","0","0.00","0","0","0.00","5","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","94","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","94","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1,178","0","0.00","140","0","0.00","126","0","0.00","149","0","0.00","80","0","0.00","121","0","0.00","114","0","0.00","81","0","0.00","55","0","0.00","92","0","0.00","81","0","0.00","54","0","0.00","85","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","342","0","0.00","33","0","0.00","38","0","0.00","44","0","0.00","25","0","0.00","41","0","0.00","29","0","0.00","20","0","0.00","39","0","0.00","20","0","0.00","22","0","0.00","14","0","0.00","17","0","0.00"
"10663  :  โรงพยาบาลระยอง","2,071","12","0.58","260","1","0.38","233","3","1.29","246","0","0.00","172","0","0.00","178","0","0.00","213","0","0.00","187","4","2.14","165","1","0.61","147","2","1.36","75","0","0.00","88","1","1.14","107","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,110","0","0.00","140","0","0.00","137","0","0.00","125","0","0.00","94","0","0.00","103","0","0.00","134","0","0.00","86","0","0.00","66","0","0.00","69","0","0.00","65","0","0.00","42","0","0.00","49","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","39","0","0.00","8","0","0.00","4","0","0.00","8","0","0.00","3","0","0.00","7","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00"
"10829  :  โรงพยาบาลแกลง","40","1","2.50","6","0","0.00","14","1","7.14","7","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","539","5","0.93","55","0","0.00","58","0","0.00","57","1","1.75","32","0","0.00","32","0","0.00","65","1","1.54","62","1","1.61","50","1","2.00","36","0","0.00","34","0","0.00","30","1","3.33","28","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","213","1","0.47","31","0","0.00","37","0","0.00","31","0","0.00","21","1","4.76","17","0","0.00","16","0","0.00","13","0","0.00","19","0","0.00","12","0","0.00","5","0","0.00","6","0","0.00","5","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","1,545","23","1.49","95","4","4.21","147","0","0.00","161","4","2.48","157","4","2.55","166","2","1.20","202","1","0.50","126","0","0.00","154","3","1.95","174","1","0.57","6","0","0.00","70","1","1.43","87","3","3.45"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","297","0","0.00","31","0","0.00","30","0","0.00","29","0","0.00","15","0","0.00","20","0","0.00","30","0","0.00","30","0","0.00","28","0","0.00","23","0","0.00","21","0","0.00","20","0","0.00","20","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,694","0","0.00","217","0","0.00","160","0","0.00","147","0","0.00","111","0","0.00","133","0","0.00","161","0","0.00","112","0","0.00","135","0","0.00","167","0","0.00","169","0","0.00","86","0","0.00","96","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","3,001","12","0.40","140","1","0.71","342","2","0.58","381","0","0.00","264","0","0.00","350","1","0.29","383","3","0.78","357","2","0.56","292","1","0.34","279","1","0.36","213","1","0.47","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","216","0","0.00","14","0","0.00","25","0","0.00","34","0","0.00","16","0","0.00","32","0","0.00","27","0","0.00","21","0","0.00","11","0","0.00","15","0","0.00","12","0","0.00","2","0","0.00","7","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","418","0","0.00","51","0","0.00","46","0","0.00","51","0","0.00","42","0","0.00","39","0","0.00","31","0","0.00","42","0","0.00","36","0","0.00","28","0","0.00","21","0","0.00","18","0","0.00","13","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","8","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","9","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","272","0","0.00","38","0","0.00","38","0","0.00","29","0","0.00","20","0","0.00","28","0","0.00","24","0","0.00","14","0","0.00","17","0","0.00","23","0","0.00","11","0","0.00","14","0","0.00","16","0","0.00"
"10839  :  โรงพยาบาลมะขาม","712","1","0.14","44","1","2.27","71","0","0.00","69","0","0.00","60","0","0.00","69","0","0.00","71","0","0.00","89","0","0.00","65","0","0.00","51","0","0.00","37","0","0.00","51","0","0.00","35","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","227","0","0.00","21","0","0.00","30","0","0.00","22","0","0.00","7","0","0.00","18","0","0.00","35","0","0.00","11","0","0.00","13","0","0.00","21","0","0.00","17","0","0.00","21","0","0.00","11","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","582","0","0.00","70","0","0.00","73","0","0.00","84","0","0.00","79","0","0.00","68","0","0.00","60","0","0.00","40","0","0.00","28","0","0.00","27","0","0.00","18","0","0.00","19","0","0.00","16","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","339","0","0.00","27","0","0.00","32","0","0.00","58","0","0.00","22","0","0.00","39","0","0.00","36","0","0.00","19","0","0.00","29","0","0.00","24","0","0.00","17","0","0.00","17","0","0.00","19","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","152","0","0.00","21","0","0.00","27","0","0.00","11","0","0.00","8","0","0.00","10","0","0.00","17","0","0.00","11","0","0.00","12","0","0.00","16","0","0.00","5","0","0.00","10","0","0.00","4","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","329","0","0.00","40","0","0.00","38","0","0.00","28","0","0.00","23","0","0.00","27","0","0.00","34","0","0.00","23","0","0.00","28","0","0.00","28","0","0.00","24","0","0.00","14","0","0.00","22","0","0.00"
"10696  :  โรงพยาบาลตราด","1,774","24","1.35","161","2","1.24","207","3","1.45","202","3","1.49","145","1","0.69","170","2","1.18","184","2","1.09","131","0","0.00","146","5","3.42","122","1","0.82","95","1","1.05","106","0","0.00","105","4","3.81"
"10845  :  โรงพยาบาลคลองใหญ่","288","1","0.35","16","1","6.25","38","0","0.00","28","0","0.00","37","0","0.00","26","0","0.00","32","0","0.00","35","0","0.00","23","0","0.00","21","0","0.00","17","0","0.00","8","0","0.00","7","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","467","0","0.00","41","0","0.00","41","0","0.00","47","0","0.00","39","0","0.00","35","0","0.00","48","0","0.00","44","0","0.00","64","0","0.00","50","0","0.00","17","0","0.00","20","0","0.00","21","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","422","0","0.00","33","0","0.00","37","0","0.00","38","0","0.00","52","0","0.00","34","0","0.00","62","0","0.00","45","0","0.00","31","0","0.00","27","0","0.00","22","0","0.00","17","0","0.00","24","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","237","0","0.00","24","0","0.00","24","0","0.00","27","0","0.00","21","0","0.00","24","0","0.00","21","0","0.00","25","0","0.00","16","0","0.00","23","0","0.00","8","0","0.00","10","0","0.00","14","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","56","0","0.00","6","0","0.00","5","0","0.00","8","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00","16","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00","3","0","0.00","3","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","205","0","0.00","30","0","0.00","29","0","0.00","14","0","0.00","19","0","0.00","24","0","0.00","17","0","0.00","25","0","0.00","10","0","0.00","12","0","0.00","5","0","0.00","11","0","0.00","9","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","2,771","2","0.07","308","1","0.32","275","0","0.00","318","0","0.00","220","0","0.00","263","0","0.00","268","0","0.00","230","0","0.00","191","0","0.00","186","0","0.00","159","1","0.63","156","0","0.00","197","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","221","5","2.26","31","1","3.23","13","0","0.00","40","1","2.50","10","0","0.00","18","0","0.00","18","0","0.00","28","1","3.57","11","0","0.00","17","1","5.88","20","0","0.00","5","1","20.00","10","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","471","4","0.85","59","1","1.69","54","0","0.00","66","0","0.00","0","0","0.00","0","0","0.00","67","0","0.00","45","0","0.00","46","1","2.17","58","1","1.72","32","1","3.13","44","0","0.00","0","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","653","0","0.00","52","0","0.00","87","0","0.00","65","0","0.00","57","0","0.00","79","0","0.00","74","0","0.00","40","0","0.00","47","0","0.00","46","0","0.00","36","0","0.00","17","0","0.00","53","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","598","0","0.00","72","0","0.00","74","0","0.00","62","0","0.00","47","0","0.00","52","0","0.00","62","0","0.00","54","0","0.00","48","0","0.00","50","0","0.00","31","0","0.00","16","0","0.00","30","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","237","1","0.42","20","0","0.00","20","0","0.00","35","0","0.00","22","0","0.00","15","0","0.00","35","0","0.00","21","0","0.00","12","0","0.00","15","0","0.00","14","0","0.00","13","1","7.69","15","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","1,380","6","0.43","127","0","0.00","175","2","1.14","151","0","0.00","121","0","0.00","130","1","0.77","140","2","1.43","86","1","1.16","122","0","0.00","104","0","0.00","60","0","0.00","96","0","0.00","68","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","745","3","0.40","77","0","0.00","107","0","0.00","72","0","0.00","62","0","0.00","44","0","0.00","82","0","0.00","73","0","0.00","50","0","0.00","49","2","4.08","43","0","0.00","32","1","3.13","54","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","639","9","1.41","66","1","1.52","62","0","0.00","65","0","0.00","61","2","3.28","75","0","0.00","71","2","2.82","49","1","2.04","42","0","0.00","42","1","2.38","45","1","2.22","25","0","0.00","36","1","2.78"
"13747  :  โรงพยาบาลราชสาส์น","127","0","0.00","12","0","0.00","17","0","0.00","12","0","0.00","6","0","0.00","5","0","0.00","11","0","0.00","7","0","0.00","12","0","0.00","15","0","0.00","17","0","0.00","4","0","0.00","9","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","181","1","0.55","23","0","0.00","16","0","0.00","23","1","4.35","13","0","0.00","14","0","0.00","14","0","0.00","11","0","0.00","25","0","0.00","7","0","0.00","11","0","0.00","13","0","0.00","11","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,046","3","0.29","99","1","1.01","87","0","0.00","166","0","0.00","92","0","0.00","142","1","0.70","87","0","0.00","92","0","0.00","75","0","0.00","67","0","0.00","41","1","2.44","27","0","0.00","71","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","794","3","0.38","196","1","0.51","197","0","0.00","206","2","0.97","172","0","0.00","17","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10858  :  โรงพยาบาลนาดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","339","8","2.36","10","0","0.00","16","1","6.25","44","1","2.27","31","2","6.45","52","2","3.85","46","1","2.17","31","0","0.00","31","0","0.00","34","0","0.00","14","0","0.00","15","1","6.67","15","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","699","6","0.86","113","0","0.00","74","0","0.00","104","1","0.96","64","2","3.13","62","1","1.61","84","0","0.00","57","0","0.00","41","1","2.44","32","0","0.00","24","0","0.00","1","0","0.00","43","1","2.33"
"10862  :  โรงพยาบาลศรีมโหสถ","293","0","0.00","57","0","0.00","58","0","0.00","50","0","0.00","22","0","0.00","13","0","0.00","21","0","0.00","15","0","0.00","16","0","0.00","14","0","0.00","7","0","0.00","10","0","0.00","10","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","2,015","9","0.45","196","2","1.02","223","0","0.00","212","0","0.00","199","1","0.50","206","2","0.97","219","0","0.00","176","0","0.00","136","1","0.74","140","1","0.71","103","2","1.94","94","0","0.00","111","0","0.00"
"10863  :  โรงพยาบาลปากพลี","20","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","3","0","0.00","4","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","671","5","0.75","63","1","1.59","82","0","0.00","69","2","2.90","60","1","1.67","54","0","0.00","69","0","0.00","61","1","1.64","41","0","0.00","57","0","0.00","36","0","0.00","38","0","0.00","41","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,473","2","0.14","167","0","0.00","181","0","0.00","200","1","0.50","137","0","0.00","122","0","0.00","142","0","0.00","114","1","0.88","124","0","0.00","69","0","0.00","83","0","0.00","45","0","0.00","89","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","408","0","0.00","41","0","0.00","38","0","0.00","53","0","0.00","45","0","0.00","48","0","0.00","27","0","0.00","28","0","0.00","42","0","0.00","32","0","0.00","21","0","0.00","16","0","0.00","17","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","515","0","0.00","54","0","0.00","53","0","0.00","53","0","0.00","50","0","0.00","41","0","0.00","50","0","0.00","58","0","0.00","46","0","0.00","36","0","0.00","36","0","0.00","17","0","0.00","21","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","590","0","0.00","55","0","0.00","63","0","0.00","77","0","0.00","50","0","0.00","47","0","0.00","71","0","0.00","51","0","0.00","46","0","0.00","45","0","0.00","35","0","0.00","24","0","0.00","26","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","500","13","2.60","46","1","2.17","40","1","2.50","79","1","1.27","68","2","2.94","57","3","5.26","48","2","4.17","42","1","2.38","34","0","0.00","27","0","0.00","22","1","4.55","14","0","0.00","23","1","4.35"
"10870  :  โรงพยาบาลอรัญประเทศ","496","0","0.00","52","0","0.00","77","0","0.00","57","0","0.00","46","0","0.00","49","0","0.00","81","0","0.00","28","0","0.00","21","0","0.00","27","0","0.00","23","0","0.00","15","0","0.00","20","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","585","0","0.00","71","0","0.00","76","0","0.00","41","0","0.00","57","0","0.00","46","0","0.00","71","0","0.00","47","0","0.00","46","0","0.00","45","0","0.00","23","0","0.00","28","0","0.00","34","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","6,986","0","0.00","714","0","0.00","864","0","0.00","952","0","0.00","553","0","0.00","721","0","0.00","776","0","0.00","435","0","0.00","490","0","0.00","613","0","0.00","466","0","0.00","0","0","0.00","402","0","0.00"
"10871  :  โรงพยาบาลครบุรี","411","0","0.00","56","0","0.00","44","0","0.00","57","0","0.00","61","0","0.00","44","0","0.00","49","0","0.00","59","0","0.00","26","0","0.00","0","0","0.00","7","0","0.00","8","0","0.00","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","604","7","1.16","65","0","0.00","58","1","1.72","65","1","1.54","57","0","0.00","47","0","0.00","61","1","1.64","44","0","0.00","49","0","0.00","42","2","4.76","30","1","3.33","49","1","2.04","37","0","0.00"
"10873  :  โรงพยาบาลคง","316","0","0.00","43","0","0.00","31","0","0.00","25","0","0.00","27","0","0.00","28","0","0.00","40","0","0.00","18","0","0.00","16","0","0.00","28","0","0.00","13","0","0.00","16","0","0.00","31","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","162","1","0.62","14","0","0.00","13","0","0.00","24","0","0.00","16","0","0.00","12","0","0.00","20","0","0.00","15","0","0.00","19","1","5.26","10","0","0.00","10","0","0.00","2","0","0.00","7","0","0.00"
"10875  :  โรงพยาบาลจักราช","323","0","0.00","25","0","0.00","34","0","0.00","29","0","0.00","27","0","0.00","30","0","0.00","39","0","0.00","24","0","0.00","30","0","0.00","32","0","0.00","20","0","0.00","25","0","0.00","8","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","237","0","0.00","44","0","0.00","30","0","0.00","17","0","0.00","21","0","0.00","20","0","0.00","29","0","0.00","27","0","0.00","12","0","0.00","9","0","0.00","8","0","0.00","12","0","0.00","8","0","0.00"
