"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10821  :  โรงพยาบาลพานทอง","2,854","0","0.00","221","0","0.00","267","0","0.00","259","0","0.00","259","0","0.00","256","0","0.00","224","0","0.00","177","0","0.00","233","0","0.00","227","0","0.00","259","0","0.00","224","0","0.00","248","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","3,205","11","0.34","255","1","0.39","408","2","0.49","339","2","0.59","360","0","0.00","323","0","0.00","264","0","0.00","230","3","1.30","219","1","0.46","237","1","0.42","212","0","0.00","182","0","0.00","176","1","0.57"
"10823  :  โรงพยาบาลแหลมฉบัง","1,412","11","0.78","83","1","1.20","141","1","0.71","149","1","0.67","122","1","0.82","122","0","0.00","113","2","1.77","125","0","0.00","117","0","0.00","103","0","0.00","119","1","0.84","124","1","0.81","94","3","3.19"
"10824  :  โรงพยาบาลเกาะสีชัง","166","0","0.00","16","0","0.00","7","0","0.00","10","0","0.00","10","0","0.00","12","0","0.00","32","0","0.00","16","0","0.00","11","0","0.00","15","0","0.00","21","0","0.00","7","0","0.00","9","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","296","7","2.36","31","0","0.00","19","1","5.26","34","2","5.88","19","0","0.00","24","1","4.17","15","0","0.00","29","1","3.45","19","0","0.00","26","0","0.00","21","1","4.76","32","1","3.13","27","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","481","0","0.00","47","0","0.00","53","0","0.00","49","0","0.00","36","0","0.00","34","0","0.00","36","0","0.00","22","0","0.00","44","0","0.00","46","0","0.00","43","0","0.00","34","0","0.00","37","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","33","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","4","0","0.00","4","0","0.00","5","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1,087","0","0.00","0","0","0.00","0","0","0.00","144","0","0.00","72","0","0.00","105","0","0.00","136","0","0.00","0","0","0.00","129","0","0.00","115","0","0.00","107","0","0.00","146","0","0.00","133","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","132","0","0.00","15","0","0.00","20","0","0.00","19","0","0.00","13","0","0.00","22","0","0.00","20","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","16","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","358","0","0.00","41","0","0.00","42","0","0.00","47","0","0.00","33","0","0.00","26","0","0.00","22","0","0.00","26","0","0.00","17","0","0.00","37","0","0.00","18","0","0.00","28","0","0.00","21","0","0.00"
"10663  :  โรงพยาบาลระยอง","383","2","0.52","32","0","0.00","29","0","0.00","27","0","0.00","33","0","0.00","35","0","0.00","32","0","0.00","29","0","0.00","35","0","0.00","36","0","0.00","28","0","0.00","28","2","7.14","39","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","2,412","0","0.00","184","0","0.00","160","0","0.00","224","0","0.00","208","0","0.00","221","0","0.00","224","0","0.00","212","0","0.00","218","0","0.00","147","0","0.00","184","0","0.00","185","0","0.00","245","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","113","1","0.88","10","0","0.00","16","1","6.25","7","0","0.00","10","0","0.00","16","0","0.00","5","0","0.00","8","0","0.00","7","0","0.00","8","0","0.00","7","0","0.00","11","0","0.00","8","0","0.00"
"10829  :  โรงพยาบาลแกลง","1,135","2","0.18","30","0","0.00","162","0","0.00","162","1","0.62","123","1","0.81","112","0","0.00","122","0","0.00","82","0","0.00","85","0","0.00","55","0","0.00","73","0","0.00","65","0","0.00","64","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","854","0","0.00","52","0","0.00","76","0","0.00","90","0","0.00","78","0","0.00","72","0","0.00","86","0","0.00","83","0","0.00","65","0","0.00","65","0","0.00","58","0","0.00","69","0","0.00","60","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","582","0","0.00","129","0","0.00","164","0","0.00","37","0","0.00","47","0","0.00","42","0","0.00","38","0","0.00","35","0","0.00","28","0","0.00","22","0","0.00","13","0","0.00","15","0","0.00","12","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","677","0","0.00","0","0","0.00","0","0","0.00","10","0","0.00","36","0","0.00","48","0","0.00","57","0","0.00","44","0","0.00","47","0","0.00","101","0","0.00","109","0","0.00","96","0","0.00","129","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","457","0","0.00","41","0","0.00","43","0","0.00","38","0","0.00","26","0","0.00","26","0","0.00","21","0","0.00","38","0","0.00","30","0","0.00","67","0","0.00","55","0","0.00","28","0","0.00","44","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","456","0","0.00","44","0","0.00","44","0","0.00","15","0","0.00","13","0","0.00","7","0","0.00","52","0","0.00","44","0","0.00","31","0","0.00","18","0","0.00","3","0","0.00","88","0","0.00","97","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","489","0","0.00","47","0","0.00","15","0","0.00","47","0","0.00","43","0","0.00","48","0","0.00","21","0","0.00","63","0","0.00","40","0","0.00","37","0","0.00","48","0","0.00","40","0","0.00","40","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","717","0","0.00","41","0","0.00","71","0","0.00","61","0","0.00","73","0","0.00","59","0","0.00","59","0","0.00","65","0","0.00","79","0","0.00","61","0","0.00","49","0","0.00","51","0","0.00","48","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","76","0","0.00","7","0","0.00","4","0","0.00","8","0","0.00","8","0","0.00","3","0","0.00","7","0","0.00","7","0","0.00","7","0","0.00","3","0","0.00","6","0","0.00","13","0","0.00","3","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","40","0","0.00","8","0","0.00","11","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","4","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","594","0","0.00","49","0","0.00","37","0","0.00","72","0","0.00","54","0","0.00","53","0","0.00","62","0","0.00","53","0","0.00","52","0","0.00","40","0","0.00","29","0","0.00","51","0","0.00","42","0","0.00"
"10839  :  โรงพยาบาลมะขาม","814","0","0.00","55","0","0.00","77","0","0.00","100","0","0.00","80","0","0.00","64","0","0.00","85","0","0.00","47","0","0.00","59","0","0.00","83","0","0.00","55","0","0.00","55","0","0.00","54","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","323","0","0.00","12","0","0.00","26","0","0.00","57","0","0.00","45","0","0.00","25","0","0.00","24","0","0.00","22","0","0.00","13","0","0.00","14","0","0.00","28","0","0.00","28","0","0.00","29","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","354","0","0.00","2","0","0.00","3","0","0.00","5","0","0.00","10","0","0.00","32","0","0.00","41","0","0.00","62","0","0.00","28","0","0.00","30","0","0.00","34","0","0.00","61","0","0.00","46","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","492","0","0.00","28","0","0.00","55","0","0.00","50","0","0.00","46","0","0.00","40","0","0.00","45","0","0.00","40","0","0.00","43","0","0.00","45","0","0.00","29","0","0.00","46","0","0.00","25","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","165","0","0.00","21","0","0.00","19","0","0.00","26","0","0.00","17","0","0.00","13","0","0.00","12","0","0.00","13","0","0.00","10","0","0.00","8","0","0.00","2","0","0.00","11","0","0.00","13","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","309","0","0.00","17","0","0.00","25","0","0.00","21","0","0.00","24","0","0.00","21","0","0.00","29","0","0.00","23","0","0.00","41","0","0.00","33","0","0.00","24","0","0.00","21","0","0.00","30","0","0.00"
"10696  :  โรงพยาบาลตราด","2,176","27","1.24","158","0","0.00","216","3","1.39","215","2","0.93","174","1","0.57","179","5","2.79","205","2","0.98","167","4","2.40","204","3","1.47","171","1","0.58","164","3","1.83","160","1","0.63","163","2","1.23"
"10845  :  โรงพยาบาลคลองใหญ่","391","1","0.26","36","0","0.00","33","0","0.00","34","0","0.00","54","0","0.00","27","1","3.70","30","0","0.00","34","0","0.00","31","0","0.00","36","0","0.00","28","0","0.00","17","0","0.00","31","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","666","0","0.00","36","0","0.00","65","0","0.00","47","0","0.00","48","0","0.00","52","0","0.00","68","0","0.00","56","0","0.00","50","0","0.00","82","0","0.00","61","0","0.00","49","0","0.00","52","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","675","0","0.00","36","0","0.00","51","0","0.00","56","0","0.00","68","0","0.00","55","0","0.00","68","0","0.00","51","0","0.00","68","0","0.00","46","0","0.00","55","0","0.00","60","0","0.00","61","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","362","0","0.00","36","0","0.00","28","0","0.00","29","0","0.00","26","0","0.00","33","0","0.00","42","0","0.00","29","0","0.00","30","0","0.00","30","0","0.00","26","0","0.00","20","0","0.00","33","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","223","0","0.00","22","0","0.00","13","0","0.00","26","0","0.00","35","0","0.00","22","0","0.00","36","0","0.00","15","0","0.00","11","0","0.00","11","0","0.00","18","0","0.00","10","0","0.00","4","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","623","0","0.00","72","0","0.00","68","0","0.00","50","0","0.00","101","0","0.00","78","0","0.00","52","0","0.00","42","0","0.00","46","0","0.00","19","0","0.00","26","0","0.00","29","0","0.00","40","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","277","9","3.25","7","0","0.00","10","0","0.00","35","1","2.86","51","3","5.88","31","0","0.00","17","2","11.76","25","0","0.00","13","0","0.00","22","1","4.55","9","1","11.11","29","1","3.45","28","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","1,059","20","1.89","92","2","2.17","94","1","1.06","114","1","0.88","83","1","1.20","66","5","7.58","111","1","0.90","88","3","3.41","63","0","0.00","77","1","1.30","89","1","1.12","90","0","0.00","92","4","4.35"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","1,087","0","0.00","94","0","0.00","116","0","0.00","98","0","0.00","83","0","0.00","90","0","0.00","120","0","0.00","80","0","0.00","92","0","0.00","88","0","0.00","68","0","0.00","84","0","0.00","74","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","892","0","0.00","76","0","0.00","90","0","0.00","80","0","0.00","80","0","0.00","66","0","0.00","82","0","0.00","66","0","0.00","67","0","0.00","76","0","0.00","83","0","0.00","66","0","0.00","60","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","330","2","0.61","30","0","0.00","34","0","0.00","35","0","0.00","29","0","0.00","28","0","0.00","18","1","5.56","24","0","0.00","19","1","5.26","23","0","0.00","35","0","0.00","35","0","0.00","20","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","868","31","3.57","70","2","2.86","83","2","2.41","113","5","4.42","77","7","9.09","48","0","0.00","55","0","0.00","66","0","0.00","73","5","6.85","58","0","0.00","62","2","3.23","50","7","14.00","113","1","0.88"
"10855  :  โรงพยาบาลสนามชัยเขต","842","0","0.00","76","0","0.00","68","0","0.00","70","0","0.00","89","0","0.00","68","0","0.00","76","0","0.00","95","0","0.00","47","0","0.00","56","0","0.00","69","0","0.00","77","0","0.00","51","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","1,140","12","1.05","94","0","0.00","128","0","0.00","100","0","0.00","79","0","0.00","96","0","0.00","117","0","0.00","101","0","0.00","81","0","0.00","100","1","1.00","87","2","2.30","87","1","1.15","70","8","11.43"
"13747  :  โรงพยาบาลราชสาส์น","190","0","0.00","19","0","0.00","16","0","0.00","13","0","0.00","13","0","0.00","15","0","0.00","22","0","0.00","16","0","0.00","20","0","0.00","16","0","0.00","14","0","0.00","9","0","0.00","17","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","79","0","0.00","3","0","0.00","2","0","0.00","3","0","0.00","6","0","0.00","2","0","0.00","3","0","0.00","3","0","0.00","4","0","0.00","9","0","0.00","12","0","0.00","14","0","0.00","18","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10858  :  โรงพยาบาลนาดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","198","0","0.00","9","0","0.00","25","0","0.00","21","0","0.00","18","0","0.00","13","0","0.00","20","0","0.00","16","0","0.00","19","0","0.00","10","0","0.00","15","0","0.00","19","0","0.00","13","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,658","31","1.87","158","3","1.90","203","2","0.99","25","0","0.00","171","7","4.09","111","2","1.80","172","3","1.74","159","4","2.52","162","1","0.62","155","3","1.94","94","0","0.00","106","1","0.94","142","5","3.52"
"10862  :  โรงพยาบาลศรีมโหสถ","925","0","0.00","96","0","0.00","62","0","0.00","99","0","0.00","92","0","0.00","72","0","0.00","79","0","0.00","42","0","0.00","47","0","0.00","100","0","0.00","83","0","0.00","75","0","0.00","78","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","2,334","1","0.04","188","1","0.53","210","0","0.00","246","0","0.00","203","0","0.00","156","0","0.00","210","0","0.00","178","0","0.00","187","0","0.00","165","0","0.00","197","0","0.00","175","0","0.00","219","0","0.00"
"10863  :  โรงพยาบาลปากพลี","119","0","0.00","8","0","0.00","10","0","0.00","7","0","0.00","16","0","0.00","7","0","0.00","7","0","0.00","8","0","0.00","17","0","0.00","15","0","0.00","10","0","0.00","9","0","0.00","5","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","1,007","9","0.89","92","0","0.00","99","0","0.00","132","0","0.00","85","0","0.00","99","0","0.00","75","2","2.67","80","4","5.00","72","0","0.00","56","0","0.00","77","0","0.00","64","2","3.13","76","1","1.32"
"10865  :  โรงพยาบาลองครักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","4","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","519","0","0.00","42","0","0.00","41","0","0.00","60","0","0.00","58","0","0.00","40","0","0.00","42","0","0.00","38","0","0.00","38","0","0.00","49","0","0.00","40","0","0.00","40","0","0.00","31","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","684","0","0.00","45","0","0.00","71","0","0.00","67","0","0.00","75","0","0.00","47","0","0.00","79","0","0.00","63","0","0.00","53","0","0.00","66","0","0.00","36","0","0.00","38","0","0.00","44","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,250","0","0.00","141","0","0.00","151","0","0.00","159","0","0.00","162","0","0.00","126","0","0.00","112","0","0.00","85","0","0.00","89","0","0.00","73","0","0.00","58","0","0.00","43","0","0.00","51","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","420","0","0.00","39","0","0.00","19","0","0.00","42","0","0.00","42","0","0.00","26","0","0.00","59","0","0.00","35","0","0.00","30","0","0.00","5","0","0.00","8","0","0.00","45","0","0.00","70","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","445","0","0.00","13","0","0.00","19","0","0.00","35","0","0.00","16","0","0.00","6","0","0.00","29","0","0.00","55","0","0.00","60","0","0.00","56","0","0.00","49","0","0.00","49","0","0.00","58","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","1,035","0","0.00","80","0","0.00","80","0","0.00","100","0","0.00","88","0","0.00","113","0","0.00","88","0","0.00","79","0","0.00","95","0","0.00","100","0","0.00","77","0","0.00","74","0","0.00","61","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","9,956","0","0.00","783","0","0.00","958","0","0.00","1,058","0","0.00","762","0","0.00","909","0","0.00","869","0","0.00","807","0","0.00","729","0","0.00","787","0","0.00","727","0","0.00","746","0","0.00","821","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,250","0","0.00","117","0","0.00","127","0","0.00","164","0","0.00","109","0","0.00","100","0","0.00","107","0","0.00","110","0","0.00","76","0","0.00","79","0","0.00","87","0","0.00","98","0","0.00","76","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","928","9","0.97","80","2","2.50","65","1","1.54","98","0","0.00","73","1","1.37","86","1","1.16","70","1","1.43","84","0","0.00","70","1","1.43","85","0","0.00","65","1","1.54","90","0","0.00","62","1","1.61"
"10873  :  โรงพยาบาลคง","179","0","0.00","7","0","0.00","16","0","0.00","6","0","0.00","18","0","0.00","16","0","0.00","27","0","0.00","12","0","0.00","13","0","0.00","23","0","0.00","17","0","0.00","13","0","0.00","11","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","298","2","0.67","42","2","4.76","41","0","0.00","29","0","0.00","26","0","0.00","20","0","0.00","15","0","0.00","15","0","0.00","28","0","0.00","19","0","0.00","19","0","0.00","20","0","0.00","24","0","0.00"
"10875  :  โรงพยาบาลจักราช","549","0","0.00","42","0","0.00","65","0","0.00","71","0","0.00","52","0","0.00","54","0","0.00","48","0","0.00","46","0","0.00","35","0","0.00","28","0","0.00","32","0","0.00","33","0","0.00","43","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","9","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","595","0","0.00","47","0","0.00","63","0","0.00","53","0","0.00","48","0","0.00","47","0","0.00","67","0","0.00","64","0","0.00","34","0","0.00","39","0","0.00","41","0","0.00","49","0","0.00","43","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","429","0","0.00","39","0","0.00","40","0","0.00","84","0","0.00","42","0","0.00","38","0","0.00","14","0","0.00","36","0","0.00","25","0","0.00","32","0","0.00","44","0","0.00","12","0","0.00","23","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","452","0","0.00","0","0","0.00","27","0","0.00","24","0","0.00","30","0","0.00","49","0","0.00","40","0","0.00","45","0","0.00","34","0","0.00","44","0","0.00","59","0","0.00","50","0","0.00","50","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","765","0","0.00","64","0","0.00","73","0","0.00","102","0","0.00","87","0","0.00","62","0","0.00","53","0","0.00","89","0","0.00","44","0","0.00","56","0","0.00","47","0","0.00","43","0","0.00","45","0","0.00"
"10882  :  โรงพยาบาลประทาย","233","0","0.00","22","0","0.00","22","0","0.00","37","0","0.00","14","0","0.00","17","0","0.00","23","0","0.00","20","0","0.00","21","0","0.00","11","0","0.00","14","0","0.00","17","0","0.00","15","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","142","0","0.00","10","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","29","0","0.00","87","0","0.00"
"10884  :  โรงพยาบาลพิมาย","62","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","6","0","0.00","4","0","0.00","5","0","0.00","7","0","0.00","5","0","0.00","4","0","0.00","7","0","0.00","9","0","0.00","12","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","195","0","0.00","20","0","0.00","16","0","0.00","18","0","0.00","14","0","0.00","13","0","0.00","40","0","0.00","8","0","0.00","14","0","0.00","20","0","0.00","10","0","0.00","11","0","0.00","11","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","506","0","0.00","35","0","0.00","52","0","0.00","39","0","0.00","51","0","0.00","52","0","0.00","57","0","0.00","41","0","0.00","25","0","0.00","40","0","0.00","34","0","0.00","32","0","0.00","48","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","345","4","1.16","24","0","0.00","25","1","4.00","51","1","1.96","35","0","0.00","35","0","0.00","24","0","0.00","15","0","0.00","8","0","0.00","38","0","0.00","33","1","3.03","24","1","4.17","33","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","420","0","0.00","140","0","0.00","38","0","0.00","51","0","0.00","94","0","0.00","9","0","0.00","11","0","0.00","3","0","0.00","6","0","0.00","6","0","0.00","5","0","0.00","17","0","0.00","40","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","678","3","0.44","54","0","0.00","58","0","0.00","64","0","0.00","76","0","0.00","63","0","0.00","69","0","0.00","68","0","0.00","40","0","0.00","48","0","0.00","43","0","0.00","42","1","2.38","53","2","3.77"
"10892  :  โรงพยาบาลแก้งสนามนาง","49","0","0.00","2","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","4","0","0.00","4","0","0.00","1","0","0.00","11","0","0.00","6","0","0.00","7","0","0.00","5","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","325","0","0.00","47","0","0.00","55","0","0.00","34","0","0.00","32","0","0.00","9","0","0.00","23","0","0.00","17","0","0.00","19","0","0.00","19","0","0.00","15","0","0.00","41","0","0.00","14","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","735","6","0.82","71","1","1.41","81","2","2.47","90","1","1.11","83","0","0.00","57","1","1.75","55","0","0.00","53","0","0.00","48","1","2.08","65","0","0.00","48","0","0.00","26","0","0.00","58","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","2","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","173","0","0.00","7","0","0.00","21","0","0.00","22","0","0.00","21","0","0.00","13","0","0.00","18","0","0.00","21","0","0.00","3","0","0.00","14","0","0.00","12","0","0.00","12","0","0.00","9","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","40","0","0.00","5","0","0.00","2","0","0.00","3","0","0.00","4","0","0.00","10","0","0.00","2","0","0.00","7","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","59","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","5","0","0.00","6","0","0.00","2","0","0.00","9","0","0.00","1","0","0.00","6","0","0.00","10","0","0.00","7","0","0.00","7","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
