"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2561 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2562 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2562 (A-B)/A*100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","70","49","87","229","192","194","214","209","-174","-296","-146","9"
"10858  :  โรงพยาบาลนาดี","42","33","46","56","88","175","253","233","-110","-430","-450","-316"
"10859  :  โรงพยาบาลบ้านสร้าง","203","180","188","179","180","164","185","181","11","9","2","-1"
"10860  :  โรงพยาบาลประจันตคาม","7","17","2","13","14","12","21","15","-100","29","-950","-15"
"10861  :  โรงพยาบาลศรีมหาโพธิ","128","89","149","118","140","103","124","91","-9","-16","17","23"
"10862  :  โรงพยาบาลศรีมโหสถ","118","100","97","75","88","76","45","63","25","24","54","16"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","3","6","3","6","0","2","0","1","100","67","100","83"
"10698  :  โรงพยาบาลนครนายก","27","29","4","5","2","0","1","5","93","100","75","0"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","102","34","30","40","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","180","120","115","96","183","98","77","76","-2","18","33","21"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","178","79","53","80","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","1","24","41","0","0","0","0","0","100","100","100"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","751","436","281","395","576","359","308","429","23","18","-10","-9"
"10866  :  โรงพยาบาลคลองหาด","4","6","7","4","4","6","5","2","0","0","29","50"
"10867  :  โรงพยาบาลตาพระยา","121","44","28","39","80","42","24","40","34","5","14","-3"
"10868  :  โรงพยาบาลวังน้ำเย็น","244","51","28","30","111","49","23","31","55","4","18","-3"
"10869  :  โรงพยาบาลวัฒนานคร","379","107","45","42","171","60","49","46","55","44","-9","-10"
"10870  :  โรงพยาบาลอรัญประเทศ","280","150","109","149","360","167","155","166","-29","-11","-42","-11"
"13817  :  โรงพยาบาลเขาฉกรรจ์","95","14","0","0","27","15","20","21","72","-7","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","5","3","1","4","4","3","4","10","20","0","-300","-150"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","3","7","5","5","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","12","5","4","4","7","8","1","11","42","-60","75","-175"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","2","3","1","1","2","2","2","1","0","33","-100","0"
"10878  :  โรงพยาบาลโนนไทย","11","8","12","6","7","5","4","7","36","38","67","-17"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","2","4","3","0","10","4","0","2","-400","0","100","0"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","3","1","0","0","0","1","0","0","100","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","13","18","12","7","22","18","17","14","-69","0","-42","-100"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1","2","5","4","3","5","5","4","-200","-150","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","1","0","0","0","0","0","0","0","100"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","9","5","5","7","4","8","6","7","56","-60","-20","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3","4","1","0","6","4","2","8","-100","0","-100","0"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","1","0","0","0","0","0","0","0","100"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","87","76","79","79","66","56","75","69","24","26","5","13"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","14","10","8","10","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","7","7","11","4","2","3","4","1","71","57","64","75"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","27","21","29","12","18","15","21","11","33","29","28","8"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","20","7","13","14","13","68","43","118","35","-871","-231","-743"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","1","0","1","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","1","0","0","1","0","0","0","0","100","0","0","100"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","1","0","1","1","1","1","0","0","0","0"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","3","3","3","6","8","10","7","2","-167","-233","-133","67"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","2","1","2","0","0","0","2","1","100","100","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","2","1","1","4","1","3","3","0","50","-200","-200"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","213","204","172","186","216","161","151","182","-1","21","12","2"
"10927  :  โรงพยาบาลยางชุมน้อย","15","11","4","3","2","6","11","5","87","45","-175","-67"
"10928  :  โรงพยาบาลกันทรารมย์","15","12","17","15","29","12","14","11","-93","0","18","27"
"10929  :  โรงพยาบาลกันทรลักษ์","29","14","17","17","29","25","16","22","0","-79","6","-29"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","7","7","9","1","6","6","6","2","14","14","33","-100"
"10932  :  โรงพยาบาลปรางค์กู่","12","7","11","1","3","1","1","7","75","86","91","-600"
"10933  :  โรงพยาบาลขุนหาญ","11","7","12","9","18","10","10","11","-64","-43","17","-22"
"10934  :  โรงพยาบาลราษีไศล","18","5","9","11","7","8","15","19","61","-60","-67","-73"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","65","57","52","45","69","45","41","32","-6","21","21","29"
"10936  :  โรงพยาบาลบึงบูรพ์","37","33","29","32","34","32","25","29","8","3","14","9"
"10937  :  โรงพยาบาลห้วยทับทัน","25","18","12","28","26","25","18","17","-4","-39","-50","39"
"10938  :  โรงพยาบาลโนนคูณ","9","9","4","2","11","10","4","1","-22","-11","0","50"
"10939  :  โรงพยาบาลศรีรัตนะ","16","22","12","15","27","23","16","8","-69","-5","-33","47"
"10940  :  โรงพยาบาลวังหิน","18","28","19","20","26","35","22","18","-44","-25","-16","10"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","19","20","9","10","14","12","9","8","26","40","0","20"
"10942  :  โรงพยาบาลภูสิงห์","6","11","17","8","11","7","15","12","-83","36","12","-50"
"10943  :  โรงพยาบาลเมืองจันทร์","5","5","5","0","4","3","2","4","20","40","60","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","10","4","1","2","5","5","8","6","50","-25","-700","-200"
"28014  :  โรงพยาบาลพยุห์","6","11","11","5","16","9","13","3","-167","18","-18","40"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2","4","6","1","2","6","0","2","0","-50","100","-100"
"28016  :  โรงพยาบาลศิลาลาด","1","1","3","1","3","0","0","3","-200","100","100","-200"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","41","31","30","26","32","40","29","17","22","-29","3","35"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","1","1","1","2","2","0","0","0","-100","100"
"10945  :  โรงพยาบาลโขงเจียม","1","1","0","1","0","0","1","1","100","100","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","1","0","1","1","0","3","0","0","100","0","100"
"10947  :  โรงพยาบาลเขมราฐ","0","2","1","1","0","0","6","3","0","100","-500","-200"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","1","0","2","2","0","0","4","4","100","0","-100","-100"
"10950  :  โรงพยาบาลบุณฑริก","0","0","3","7","3","2","3","1","0","0","0","86"
"10951  :  โรงพยาบาลตระการพืชผล","0","1","0","0","0","1","2","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","1","0","1","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","3","3","2","1","0","1","3","1","100","67","-50","0"
"10954  :  โรงพยาบาลวารินชำราบ","2","4","2","3","4","6","4","3","-100","-50","-100","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","1","0","0","0","4","0","0","0","-300"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","1","1","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","1","0","1","0","0","0","0","0","100"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","1","1","1","0","1","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","3","1","3","0","4","2","2","0","-33","-100","33","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1","0","1","1","0","1","2","0","100","0","-100","100"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","2","2","3","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","2","0","0","0","0","0","0","0","100"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1","0","0","0","0","0","0","0","100","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1","3","8","2","11","3","3","5","-1,000","0","63","-150"
"24032  :  โรงพยาบาลนาตาล","0","1","0","0","0","0","0","0","0","100","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","1","1","1","1","0","0","0","0","100"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","1","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","1","0","1","1","0","0","0","0","100","0","100","100"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1","1","0","0","0","0","0","0","100","100","0","0"
"10701  :  โรงพยาบาลยโสธร","61","83","77","70","66","118","94","72","-8","-42","-22","-3"
"10963  :  โรงพยาบาลทรายมูล","0","1","1","1","1","0","0","0","0","100","100","100"
"10964  :  โรงพยาบาลกุดชุม","4","5","0","2","0","1","2","1","100","80","0","50"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2","3","2","3","8","5","3","5","-300","-67","-50","-67"
"10966  :  โรงพยาบาลป่าติ้ว","1","2","0","1","1","1","1","4","0","50","0","-300"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","0","0","0","0","1","0","0","0","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","0","1","0","0","1","5","0","1","0","-400","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","2","11","20","27","21","0","0","0","-950"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","29","15","37","15","26","27","25","13","10","-80","32","13"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","0","61","58","58","44","54","0","0","0","11"
"10971  :  โรงพยาบาลคอนสวรรค์","188","191","212","179","217","172","195","222","-15","10","8","-24"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","74","52","46","61","100","90","60","69","-35","-73","-30","-13"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1","3","2","4","3","8","6","5","-200","-167","-200","-25"
"10976  :  โรงพยาบาลหนองบัวระเหว","1","0","1","0","0","1","1","0","100","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","68","67","54","52","90","147","216","171","-32","-119","-300","-229"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","242","249","288","59","302","285","220","288","-25","-14","24","-388"
"10981  :  โรงพยาบาลคอนสาร","13","10","4","9","15","16","20","17","-15","-60","-400","-89"
"10982  :  โรงพยาบาลภักดีชุมพล","22","29","20","8","24","19","15","15","-9","34","25","-88"
"10983  :  โรงพยาบาลเนินสง่า","1","3","3","11","12","12","7","12","-1,100","-300","-133","-9"
"10703  :  โรงพยาบาลอำนาจเจริญ","98","73","71","65","120","57","62","65","-22","22","13","0"
"10985  :  โรงพยาบาลชานุมาน","3","2","0","3","3","3","3","1","0","-50","0","67"
"10986  :  โรงพยาบาลปทุมราชวงศา","3","0","3","2","1","1","1","0","67","0","67","100"
"10987  :  โรงพยาบาลพนา","1","2","1","1","1","0","0","1","0","100","100","0"
"10988  :  โรงพยาบาลเสนางคนิคม","4","6","2","0","6","3","4","2","-50","50","-100","0"
"10989  :  โรงพยาบาลหัวตะพาน","15","5","8","6","18","15","5","3","-20","-200","38","50"
"10990  :  โรงพยาบาลลืออำนาจ","33","3","4","4","11","6","4","2","67","-100","0","50"
"11040  :  โรงพยาบาลบึงกาฬ","163","186","165","140","107","118","80","107","34","37","52","24"
"11041  :  โรงพยาบาลพรเจริญ","50","45","44","51","59","53","52","49","-18","-18","-18","4"
"11043  :  โรงพยาบาลโซ่พิสัย","36","54","75","32","31","28","52","25","14","48","31","22"
"11046  :  โรงพยาบาลเซกา","83","81","97","81","89","70","92","85","-7","14","5","-5"
"11047  :  โรงพยาบาลปากคาด","1","5","2","2","1","4","4","4","0","20","-100","-100"
"11048  :  โรงพยาบาลบึงโขงหลง","41","43","57","40","2","14","13","23","95","67","77","43"
"11049  :  โรงพยาบาลศรีวิไล","73","74","68","67","56","76","66","70","23","-3","3","-4"
"11050  :  โรงพยาบาลบุ่งคล้า","10","12","8","11","17","21","14","13","-70","-75","-75","-18"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","191","195","229","206","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","84","88","87","88","105","79","109","98","-25","10","-25","-11"
"10995  :  โรงพยาบาลบ้านฝาง","0","1","0","2","0","0","1","0","0","100","0","100"
"10996  :  โรงพยาบาลพระยืน","6","7","2","4","7","2","3","6","-17","71","-50","-50"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","2","2","1","1","0","0","0","0","100"
"10998  :  โรงพยาบาลชุมแพ","1","1","4","2","2","1","2","1","-100","0","50","50"
"10999  :  โรงพยาบาลสีชมพู","0","0","0","0","8","2","2","5","0","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0","0","1","0","0","0","0","0","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","1","3","1","0","0","0","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","2","1","0","0","0","0","0","0","100","100","0","0"
"11004  :  โรงพยาบาลพล","4","1","0","0","0","2","1","2","100","-100","0","0"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0","0","1","1","1","0","0","0","0"
"11006  :  โรงพยาบาลแวงน้อย","0","1","0","1","0","0","0","0","0","100","0","100"
"11007  :  โรงพยาบาลหนองสองห้อง","2","0","2","3","2","2","2","1","0","0","0","67"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0","0","2","1","0","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","6","0","3","3","4","2","1","3","33","0","67","0"
"11010  :  โรงพยาบาลชนบท","0","0","0","0","0","1","1","0","0","0","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","12","3","11","6","9","6","7","6","25","-100","36","0"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","1","1","1","0","1","0","1","0","0","100","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","1","0","0","0","0","0","0","0","100"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","5","0","1","0","2","1","1","3","60","0","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","236","27","0","0","203","205","189","219","14","-659","0","0"
"14132  :  โรงพยาบาลซำสูง","2","0","0","0","1","0","1","1","50","0","0","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","1","0","0","0","0","0","0","0","100"
"77649  :  โรงพยาบาลหนองนาคำ","1","2","1","3","3","0","0","2","-200","100","100","33"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","1","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","1","0","1","0","0","0","0","0","100","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0","0","0","1","0","0","0","0"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","28","9","8","11","19","16","30","21","32","-78","-275","-91"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","21","21","26","25","21","21","39","29","0","0","-50","-16"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","11","11","7","5","2","2","6","0","82","82","14","100"
"11021  :  โรงพยาบาลศรีธาตุ","19","30","4","22","22","32","29","32","-16","-7","-625","-45"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","2","4","0","2","3","2","0","0","-50","50"
"11023  :  โรงพยาบาลบ้านผือ","9","9","12","16","3","6","16","6","67","33","-33","63"
"11024  :  โรงพยาบาลน้ำโสม","44","26","32","34","32","38","40","45","27","-46","-25","-32"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","5","5","6","4","12","15","16","15","-140","-200","-167","-275"
"11027  :  โรงพยาบาลหนองแสง","7","11","7","19","12","17","17","21","-71","-55","-143","-11"
"11028  :  โรงพยาบาลนายูง","0","0","0","2","2","5","1","11","0","0","0","-450"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","12","10","14","5","9","11","10","10","25","-10","29","-100"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1","0","0","0","3","1","0","0","-200","0","0","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","3","0","0","0","2","0","0","1","33","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","13","18","16","15","0","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","11","11","15","14","13","11","18","9","-18","0","-20","36"
"10705  :  โรงพยาบาลเลย","523","481","538","648","695","622","583","522","-33","-29","-8","19"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","1","1","2","3","2","4","1","1","-100","-300","50","67"
"11032  :  โรงพยาบาลปากชม","40","32","47","44","43","62","52","51","-8","-94","-11","-16"
"11033  :  โรงพยาบาลนาแห้ว","15","13","3","24","12","15","16","17","20","-15","-433","29"
"11034  :  โรงพยาบาลภูเรือ","0","18","30","30","39","33","42","41","0","-83","-40","-37"
