"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"10854  :  โรงพยาบาลพนมสารคาม","11,100","42,135","3.80","851","3,750","4.41","968","2,673","2.76","7,685","30,792","4.01","1,596","4,920","3.08","0","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","9,015","43,495","4.82","384","2,015","5.25","377","1,432","3.80","6,574","31,898","4.85","1,680","8,146","4.85","1","4","4.00"
"10856  :  โรงพยาบาลแปลงยาว","4,090","15,476","3.78","188","882","4.69","831","2,526","3.04","3,036","11,946","3.93","35","122","3.49","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","535","1,780","3.33","21","78","3.71","49","108","2.20","452","1,569","3.47","13","25","1.92","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","733","2,161","2.95","42","111","2.64","84","158","1.88","592","1,862","3.15","15","30","2.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","30,050","127,362","4.24","3,496","19,510","5.58","6,416","23,420","3.65","17,337","74,850","4.32","2,761","9,454","3.42","40","128","3.20"
"10857  :  โรงพยาบาลกบินทร์บุรี","14,767","61,772","4.18","705","3,096","4.39","2,293","8,454","3.69","9,555","42,088","4.40","2,217","8,134","3.67","0","0","0.00"
"10858  :  โรงพยาบาลนาดี","2,969","10,778","3.63","147","631","4.29","341","1,018","2.99","2,346","8,793","3.75","136","336","2.47","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","1,529","5,770","3.77","97","416","4.29","125","360","2.88","1,212","4,751","3.92","95","243","2.56","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,492","5,356","3.59","114","527","4.62","143","430","3.01","1,151","4,240","3.68","84","159","1.89","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","4,315","11,215","2.60","120","370","3.08","745","1,690","2.27","3,163","8,591","2.72","287","564","1.97","0","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","1,427","4,020","2.82","122","398","3.26","165","348","2.11","1,063","3,107","2.92","77","167","2.17","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","582","2,532","4.35","360","1,572","4.37","32","96","3.00","140","511","3.65","50","353","7.06","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","22,527","116,827","5.19","2,641","16,925","6.41","3,409","14,996","4.40","15,296","80,511","5.26","1,187","4,395","3.70","0","0","0.00"
"10863  :  โรงพยาบาลปากพลี","1,154","3,231","2.80","145","426","2.94","152","318","2.09","858","2,487","2.90","0","0","0.00","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","4,423","13,163","2.98","336","1,498","4.46","568","1,260","2.22","3,467","10,279","2.96","53","126","2.38","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2,955","8,417","2.85","128","399","3.12","358","845","2.36","2,393","6,993","2.92","76","180","2.37","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","187","868","4.64","101","493","4.88","3","4","1.33","77","352","4.57","6","19","3.17","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","17,306","85,254","4.93","5,098","27,160","5.33","2,543","11,210","4.41","9,566","46,364","4.85","99","520","5.25","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","27,360","142,798","5.22","2,497","14,945","5.99","4,148","16,447","3.97","20,715","111,406","5.38","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","2,374","8,092","3.41","110","464","4.22","88","276","3.14","1,710","6,267","3.66","466","1,085","2.33","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","3,066","9,691","3.16","200","687","3.44","70","198","2.83","2,468","7,968","3.23","328","838","2.55","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","4,482","15,742","3.51","255","882","3.46","301","948","3.15","3,381","12,555","3.71","546","1,357","2.49","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","4,824","16,562","3.43","377","1,598","4.24","273","847","3.10","3,671","13,008","3.54","503","1,109","2.20","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","12,218","46,320","3.79","1,171","5,113","4.37","904","2,907","3.22","8,641","33,309","3.85","1,509","4,991","3.31","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3,198","10,326","3.23","130","438","3.37","123","358","2.91","2,600","8,755","3.37","345","775","2.25","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","491","12,292","25.03","39","508","13.03","22","439","19.95","400","10,414","26.04","30","931","31.03","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","100,280","530,043","5.29","10,432","62,534","5.99","10,319","50,085","4.85","75,065","401,485","5.35","4,465","15,939","3.57","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","11,146","40,826","3.66","712","3,471","4.88","615","1,962","3.19","8,572","31,835","3.71","1,247","3,558","2.85","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","5,195","15,424","2.97","258","872","3.38","385","818","2.12","4,147","12,773","3.08","405","961","2.37","0","0","0.00"
"10873  :  โรงพยาบาลคง","1,864","6,394","3.43","121","411","3.40","105","223","2.12","1,630","5,740","3.52","8","20","2.50","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,720","8,210","3.02","226","635","2.81","89","286","3.21","2,339","7,160","3.06","66","129","1.95","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","4,832","17,411","3.60","311","1,317","4.23","236","671","2.84","4,224","15,275","3.62","62","148","2.39","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","7,914","26,553","3.36","441","1,698","3.85","1,607","4,671","2.91","5,719","19,797","3.46","150","387","2.58","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","10,827","41,547","3.84","747","3,173","4.25","806","2,495","3.10","9,110","35,561","3.90","164","312","1.90","1","6","6.00"
"10878  :  โรงพยาบาลโนนไทย","6,747","19,358","2.87","488","1,649","3.38","786","2,129","2.71","5,310","15,284","2.88","163","296","1.82","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","7,104","23,979","3.38","537","2,090","3.89","440","1,158","2.63","5,869","20,118","3.43","269","613","2.28","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","492","1,450","2.95","47","116","2.47","20","48","2.40","412","1,253","3.04","13","33","2.54","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","13,222","45,980","3.48","1,274","5,653","4.44","783","2,318","2.96","9,670","32,911","3.40","1,498","5,098","3.40","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","6,391","17,651","2.76","551","1,518","2.75","298","646","2.17","5,367","15,153","2.82","176","334","1.90","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","9,719","28,678","2.95","630","1,867","2.96","917","2,473","2.70","7,383","21,661","2.93","789","2,677","3.39","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","16,428","53,874","3.28","1,244","5,201","4.18","2,297","8,181","3.56","11,915","38,271","3.21","986","2,221","2.25","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","5,394","25,546","4.74","365","1,791","4.91","302","983","3.25","4,662","21,969","4.71","67","803","11.99","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","5,837","17,123","2.93","370","980","2.65","316","698","2.21","4,793","14,047","2.93","358","1,398","3.91","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","7,247","30,140","4.16","417","1,975","4.74","887","2,803","3.16","5,587","24,326","4.35","369","1,036","2.81","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","2,980","7,250","2.43","157","370","2.36","598","1,341","2.24","2,128","5,377","2.53","97","162","1.67","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","9,641","31,407","3.26","539","2,154","4.00","1,348","3,903","2.90","7,423","24,584","3.31","334","766","2.29","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","21,715","88,294","4.07","989","4,981","5.04","3,508","13,074","3.73","16,178","66,712","4.12","1,002","3,400","3.39","41","127","3.10"
"10891  :  โรงพยาบาลหนองบุญมาก","4,808","14,619","3.04","155","462","2.98","359","846","2.36","4,195","13,042","3.11","100","269","2.69","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","2,244","6,127","2.73","81","215","2.65","279","637","2.28","1,884","5,275","2.80","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","2,448","6,537","2.67","192","536","2.79","139","268","1.93","2,053","5,570","2.71","64","163","2.55","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","3,873","10,249","2.65","192","513","2.67","159","421","2.65","3,398","8,938","2.63","159","377","2.37","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","6,495","29,384","4.52","4,522","22,142","4.90","315","1,230","3.90","889","3,701","4.16","769","2,311","3.01","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,720","5,208","3.03","94","290","3.09","122","312","2.56","1,503","4,600","3.06","1","6","6.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,621","5,193","3.20","110","368","3.35","39","134","3.44","1,451","4,649","3.20","21","42","2.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","3,443","6,222","1.81","24","37","1.54","91","144","1.58","3,117","5,695","1.83","211","346","1.64","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,549","3,807","2.46","0","0","0.00","44","163","3.70","507","1,107","2.18","999","2,537","2.54","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3,519","104,147","29.60","252","5,205","20.65","176","4,432","25.18","3,081","94,244","30.59","10","266","26.60","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","3","1.50","0","0","0.00","0","0","0.00","2","3","1.50","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,557","7,789","3.05","0","0","0.00","0","0","0.00","2,557","7,789","3.05","0","0","0.00","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","17,272","56,106","3.25","1,438","5,856","4.07","1,430","3,949","2.76","11,536","36,412","3.16","2,868","9,889","3.45","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","3,297","12,792","3.88","28","71","2.54","145","324","2.23","123","265","2.15","3,001","12,132","4.04","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,198","5,737","2.61","162","400","2.47","149","357","2.40","1,848","4,911","2.66","40","69","1.73","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","750","2,001","2.67","56","153","2.73","18","34","1.89","675","1,807","2.68","1","7","7.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","1,213","3,023","2.49","72","133","1.85","41","83","2.02","1,044","2,714","2.60","56","93","1.66","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1,882","5,030","2.67","9","14","1.56","6","11","1.83","1,825","4,933","2.70","42","72","1.71","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","72,745","304,302","4.18","7,729","34,271","4.43","9,439","37,724","4.00","55,199","230,998","4.18","378","1,309","3.46","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","5,493","20,211","3.68","337","1,214","3.60","316","1,028","3.25","4,709","17,630","3.74","132","339","2.57","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","6,612","23,298","3.52","396","1,514","3.82","337","918","2.72","5,569","20,041","3.60","313","825","2.64","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","22,743","106,078","4.66","3,009","17,656","5.87","1,189","5,312","4.47","17,461","75,894","4.35","460","4,018","8.73","626","3,198","5.11"
"10898  :  โรงพยาบาลหนองกี่","7,376","20,147","2.73","484","1,402","2.90","513","1,229","2.40","6,113","16,883","2.76","266","633","2.38","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","8,528","27,145","3.18","542","1,782","3.29","614","1,433","2.33","7,346","23,856","3.25","26","74","2.85","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","10,307","34,707","3.37","28","95","3.39","652","1,533","2.35","9,577","32,941","3.44","50","138","2.76","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","6,190","24,348","3.93","522","2,217","4.25","347","1,187","3.42","5,205","20,660","3.97","119","284","2.39","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","6,304","17,069","2.71","730","2,047","2.80","380","913","2.40","4,815","13,163","2.73","379","946","2.50","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","12,800","37,402","2.92","1,473","5,603","3.80","595","1,526","2.56","10,140","28,466","2.81","592","1,807","3.05","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","8,100","27,194","3.36","614","2,242","3.65","399","1,183","2.96","6,870","23,275","3.39","217","494","2.28","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","3,502","9,433","2.69","338","907","2.68","202","416","2.06","2,874","7,954","2.77","88","156","1.77","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","2,880","7,471","2.59","416","1,040","2.50","371","970","2.61","2,070","5,408","2.61","23","53","2.30","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","3,631","9,394","2.59","310","904","2.92","153","357","2.33","3,075","7,943","2.58","93","190","2.04","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","4,365","12,062","2.76","295","867","2.94","437","1,310","3.00","3,627","9,873","2.72","6","12","2.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","2,636","7,369","2.80","48","113","2.35","98","214","2.18","2,490","7,042","2.83","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,385","6,726","2.82","159","529","3.33","65","163","2.51","2,130","5,957","2.80","31","77","2.48","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","3,211","8,879","2.77","230","726","3.16","105","268","2.55","2,789","7,678","2.75","87","207","2.38","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,495","7,851","3.15","323","986","3.05","216","484","2.24","1,956","6,381","3.26","0","0","0.00","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","3,257","9,015","2.77","241","727","3.02","373","997","2.67","2,642","7,290","2.76","1","1","1.00","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","5","20","4.00","2","4","2.00","0","0","0.00","0","0","0.00","3","16","5.33","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,912","7,169","2.46","392","950","2.42","664","1,686","2.54","1,843","4,502","2.44","13","31","2.38","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","2,851","7,777","2.73","61","180","2.95","301","697","2.32","2,476","6,871","2.78","13","29","2.23","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","4,055","12,844","3.17","284","849","2.99","384","1,105","2.88","3,381","10,870","3.22","6","20","3.33","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","63,346","301,105","4.75","7,470","41,952","5.62","4,365","18,181","4.17","47,178","228,740","4.85","4,333","12,232","2.82","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","4,147","16,724","4.03","383","1,523","3.98","249","758","3.04","3,511","14,424","4.11","5","19","3.80","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","10,161","32,510","3.20","952","3,299","3.47","519","1,346","2.59","8,244","26,782","3.25","447","1,083","2.42","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","3,551","9,704","2.73","216","658","3.05","290","694","2.39","2,867","7,944","2.77","178","408","2.29","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","19,445","67,370","3.46","1,497","5,707","3.81","2,156","6,740","3.13","15,306","53,304","3.48","486","1,619","3.33","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","6,021","19,041","3.16","419","1,406","3.36","398","955","2.40","5,106","16,445","3.22","98","235","2.40","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","11,606","32,226","2.78","1,116","3,238","2.90","794","1,968","2.48","9,695","27,018","2.79","1","2","2.00","0","0","0.00"
"10921  :  โรงพยาบาลสนม","5,160","12,324","2.39","458","1,122","2.45","274","568","2.07","4,189","10,023","2.39","239","611","2.56","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","26,759","64,614","2.41","2,256","5,787","2.57","1,392","3,099","2.23","22,775","55,055","2.42","336","673","2.00","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","16,464","43,505","2.64","1,211","3,177","2.62","2,550","6,174","2.42","12,222","32,617","2.67","481","1,537","3.20","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","13,794","45,191","3.28","1,200","4,872","4.06","1,014","2,971","2.93","11,535","37,211","3.23","46","137","2.98","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","4,360","11,830","2.71","272","811","2.98","213","438","2.06","3,772","10,336","2.74","103","245","2.38","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","3,375","10,824","3.21","182","499","2.74","397","1,044","2.63","2,791","9,272","3.32","5","9","1.80","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","333","900","2.70","13","26","2.00","48","173","3.60","116","310","2.67","156","391","2.51","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","4,008","12,226","3.05","283","863","3.05","268","713","2.66","3,392","10,460","3.08","66","190","2.88","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,896","4,250","2.24","104","212","2.04","67","129","1.93","1,696","3,856","2.27","29","53","1.83","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","3,178","8,036","2.53","130","290","2.23","203","442","2.18","2,825","7,240","2.56","20","64","3.20","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","2,734","6,490","2.37","73","148","2.03","182","338","1.86","2,479","6,004","2.42","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","60,249","263,954","4.38","3,812","21,614","5.67","3,134","10,883","3.47","33,503","165,840","4.95","19,814","65,617","3.31","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","2,518","7,483","2.97","177","577","3.26","97","191","1.97","1,609","4,917","3.06","635","1,798","2.83","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","9,138","29,239","3.20","560","1,961","3.50","258","755","2.93","5,901","18,686","3.17","2,588","7,837","3.03","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","9,447","38,722","4.10","199","961","4.83","244","756","3.10","1,836","8,566","4.67","7,182","28,439","3.96","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","9,750","37,495","3.85","0","0","0.00","581","1,514","2.61","8,875","35,117","3.96","295","864","2.93","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","3,175","9,565","3.01","85","257","3.02","206","468","2.27","2,321","7,086","3.05","564","1,754","3.11","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","5,046","15,770","3.13","307","1,006","3.28","365","893","2.45","4,095","13,012","3.18","283","859","3.04","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","8,645","23,543","2.72","347","993","2.86","357","789","2.21","4,889","13,363","2.73","3,052","8,398","2.75","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","9,283","33,605","3.62","377","1,484","3.94","416","1,299","3.12","4,657","16,430","3.53","3,871","14,392","3.72","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","11,147","39,104","3.51","375","1,688","4.50","257","691","2.69","4,316","14,237","3.30","6,642","22,488","3.39","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","1,651","4,457","2.70","212","738","3.48","94","217","2.31","1,262","3,328","2.64","83","174","2.10","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","2,108","7,305","3.47","110","365","3.32","120","284","2.37","1,793","6,446","3.60","85","210","2.47","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","3,283","10,838","3.30","232","730","3.15","123","317","2.58","2,851","9,549","3.35","85","242","2.85","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","4,615","13,750","2.98","242","709","2.93","303","731","2.41","4,016","12,118","3.02","55","192","3.49","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","3,068","8,991","2.93","138","382","2.77","139","319","2.29","2,217","6,744","3.04","575","1,546","2.69","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2,690","8,137","3.02","135","390","2.89","63","150","2.38","1,610","4,965","3.08","882","2,632","2.98","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","3,198","10,130","3.17","64","257","4.02","112","234","2.09","1,392","4,513","3.24","1,635","5,126","3.14","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","2,362","7,717","3.27","231","787","3.41","120","364","3.03","1,957","6,414","3.28","56","152","2.71","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,740","7,500","2.74","110","243","2.21","153","272","1.78","1,962","5,651","2.88","515","1,334","2.59","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","2,547","6,253","2.46","131","402","3.07","67","130","1.94","1,761","4,291","2.44","588","1,430","2.43","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2,566","6,207","2.42","126","378","3.00","126","288","2.29","2,247","5,392","2.40","67","149","2.22","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","1,405","4,160","2.96","79","207","2.62","36","72","2.00","1,210","3,713","3.07","80","168","2.10","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","73,482","393,703","5.36","12,133","70,502","5.81","5,601","25,088","4.48","55,142","296,193","5.37","606","1,920","3.17","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","6,142","15,778","2.57","361","898","2.49","177","374","2.11","5,364","14,085","2.63","241","421","1.75","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","4,699","12,605","2.68","270","723","2.68","219","488","2.23","3,815","10,458","2.74","395","936","2.37","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","6,769","20,333","3.00","551","1,742","3.16","254","615","2.42","5,740","17,422","3.04","224","554","2.47","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","5,193","14,335","2.76","395","1,208","3.06","198","458","2.31","3,969","11,138","2.81","631","1,531","2.43","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","3,476","9,828","2.83","200","612","3.06","201","412","2.05","3,075","8,804","2.86","0","0","0.00","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","6,155","17,378","2.82","363","1,094","3.01","258","587","2.28","5,326","15,317","2.88","212","380","1.79","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","5,979","19,197","3.21","316","1,166","3.69","359","835","2.33","5,237","17,041","3.25","67","155","2.31","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","14,832","47,124","3.18","1,241","4,138","3.33","573","1,705","2.98","10,894","35,058","3.22","2,127","6,223","2.93","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,480","11,795","3.39","294","1,106","3.76","141","380","2.70","2,971","10,066","3.39","89","240","2.70","2","3","1.50"
"10953  :  โรงพยาบาลม่วงสามสิบ","6,686","18,373","2.75","396","1,508","3.81","443","922","2.08","5,823","15,872","2.73","24","71","2.96","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","22,826","79,357","3.48","1,451","5,903","4.07","1,182","3,452","2.92","17,400","62,246","3.58","1,186","3,424","2.89","1,613","4,332","2.69"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","13,155","40,238","3.06","666","2,049","3.08","732","1,820","2.49","11,098","34,185","3.08","661","2,184","3.30","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","1,981","6,915","3.49","106","339","3.20","106","274","2.58","1,709","6,132","3.59","62","170","2.74","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,976","12,183","3.06","325","1,221","3.76","86","206","2.40","3,210","9,982","3.11","355","774","2.18","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","4,197","11,315","2.70","194","545","2.81","399","862","2.16","3,600","9,892","2.75","6","16","2.67","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","2,663","7,336","2.75","183","515","2.81","128","299","2.34","2,261","6,312","2.79","91","210","2.31","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","5,620","13,886","2.47","285","879","3.08","262","558","2.13","4,572","11,241","2.46","287","631","2.20","225","577","2.56"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2,587","6,090","2.35","148","386","2.61","85","169","1.99","2,315","5,464","2.36","39","71","1.82","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","26,979","100,079","3.71","2,003","9,410","4.70","2,273","7,399","3.26","20,491","75,386","3.68","2,212","7,884","3.56","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","7,174","8,097","1.13","67","92","1.37","12","29","2.42","7,091","7,968","1.12","4","8","2.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","3,030","97,176","32.07","191","4,404","23.06","99","2,186","22.08","2,565","74,892","29.20","175","15,694","89.68","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","19,518","81,571","4.18","2,132","10,605","4.97","1,597","7,660","4.80","15,117","61,185","4.05","673","2,121","3.15","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","2,744","12,088","4.41","144","667","4.63","64","198","3.09","2,430","10,875","4.48","109","348","3.19","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","2,461","5,392","2.19","126","360","2.86","98","189","1.93","2,222","4,817","2.17","16","26","1.63","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1,774","5,486","3.09","44","127","2.89","71","175","2.46","1,654","5,168","3.12","5","16","3.20","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","3,973","5,781","1.46","195","281","1.44","170","233","1.37","3,605","5,264","1.46","3","3","1.00","0","0","0.00"
