"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"31327  :  โรงพยาบาลคลองเขื่อน","958","6,121","6.39","85","370","4.35","160","1,438","8.99","702","4,274","6.09","11","39","3.55","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","26,696","156,954","5.88","3,040","21,143","6.95","6,252","37,372","5.98","15,029","89,318","5.94","2,377","9,121","3.84","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","12,932","75,702","5.85","680","4,460","6.56","3,434","21,774","6.34","7,494","43,350","5.78","1,324","6,118","4.62","0","0","0.00"
"10858  :  โรงพยาบาลนาดี","2,548","13,859","5.44","131","529","4.04","529","4,433","8.38","1,790","8,639","4.83","99","258","2.61","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","1,379","8,848","6.42","70","426","6.09","246","2,127","8.65","990","5,917","5.98","73","378","5.18","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,673","12,163","7.27","96","430","4.48","428","1,383","3.23","1,119","10,297","9.20","31","53","1.71","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,116","6,211","2.94","58","237","4.09","420","1,331","3.17","1,461","4,084","2.80","177","559","3.16","0","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","485","2,038","4.20","49","171","3.49","49","163","3.33","361","1,613","4.47","27","91","3.37","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","530","2,751","5.19","302","1,728","5.72","22","120","5.45","152","727","4.78","54","176","3.26","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","20,620","137,882","6.69","2,175","17,493","8.04","3,995","24,902","6.23","13,336","90,576","6.79","1,115","4,911","4.40","0","0","0.00"
"10863  :  โรงพยาบาลปากพลี","970","4,707","4.85","92","449","4.88","229","1,407","6.14","649","2,851","4.39","0","0","0.00","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","5,289","28,080","5.31","450","2,833","6.30","1,160","7,293","6.29","3,648","17,854","4.89","31","100","3.23","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","5,130","36,443","7.10","155","921","5.94","2,037","17,959","8.82","2,800","16,922","6.04","140","641","4.58","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","17,031","98,451","5.78","4,568","27,184","5.95","2,899","18,461","6.37","9,512","52,544","5.52","52","262","5.04","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","25,637","156,339","6.10","2,169","14,181","6.54","4,354","23,390","5.37","19,114","118,768","6.21","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","2,186","9,267","4.24","70","216","3.09","146","950","6.51","1,677","7,372","4.40","293","729","2.49","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","3,181","16,020","5.04","193","811","4.20","76","282","3.71","2,583","13,945","5.40","329","982","2.98","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","4,263","17,928","4.21","155","814","5.25","0","0","0.00","3,671","15,863","4.32","437","1,251","2.86","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","4,449","21,181","4.76","331","1,539","4.65","446","2,895","6.49","3,273","15,685","4.79","399","1,062","2.66","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","14,044","92,371","6.58","1,095","5,952","5.44","1,065","6,692","6.28","9,137","64,135","7.02","2,776","15,592","5.62","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,598","12,298","4.73","100","452","4.52","211","1,576","7.47","1,952","9,282","4.76","335","988","2.95","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","3,355","35,087","10.46","100","1,011","10.11","223","3,219","14.43","3,032","30,857","10.18","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","91,550","500,222","5.46","9,633","53,709","5.58","9,693","51,025","5.26","69,093","384,895","5.57","3,131","10,593","3.38","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","8,648","36,429","4.21","520","2,287","4.40","545","3,361","6.17","6,552","27,897","4.26","1,031","2,884","2.80","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","4,742","20,852","4.40","232","906","3.91","727","3,319","4.57","3,628","16,282","4.49","155","345","2.23","0","0","0.00"
"10873  :  โรงพยาบาลคง","3,237","13,178","4.07","193","613","3.18","500","2,400","4.80","2,528","10,093","3.99","16","72","4.50","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,457","10,277","4.18","197","722","3.66","225","2,136","9.49","1,985","7,290","3.67","50","129","2.58","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","5,526","23,429","4.24","711","3,788","5.33","319","1,117","3.50","4,140","17,477","4.22","356","1,047","2.94","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","6,691","23,011","3.44","414","1,608","3.88","622","1,750","2.81","5,495","19,105","3.48","163","548","3.36","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","9,691","50,053","5.16","538","2,921","5.43","1,063","7,315","6.88","7,962","39,293","4.94","150","524","3.49","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","4,340","16,148","3.72","275","942","3.43","674","2,847","4.22","3,281","12,123","3.69","110","236","2.15","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","7,244","29,061","4.01","464","1,582","3.41","922","5,161","5.60","5,659","21,879","3.87","203","439","2.16","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","3,261","12,989","3.98","309","1,089","3.52","394","2,452","6.22","2,497","9,290","3.72","61","158","2.59","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","12,618","54,026","4.28","1,178","6,184","5.25","1,119","6,557","5.86","9,849","40,038","4.07","472","1,247","2.64","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","5,648","23,417","4.15","453","1,634","3.61","645","4,735","7.34","4,391","16,702","3.80","160","346","2.16","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","7,255","31,182","4.30","488","1,978","4.05","1,025","5,901","5.76","5,155","21,137","4.10","587","2,166","3.69","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","14,587","62,872","4.31","1,178","5,059","4.29","2,346","11,514","4.91","10,390","44,403","4.27","695","1,896","2.73","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","3,792","15,666","4.13","244","972","3.98","335","1,935","5.78","3,165","12,663","4.00","50","96","1.92","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","4,828","17,911","3.71","290","932","3.21","469","2,825","6.02","3,820","12,958","3.39","249","1,196","4.80","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","5,525","28,986","5.25","318","1,994","6.27","784","3,006","3.83","4,055","21,996","5.42","378","1,990","5.26","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","2,233","8,106","3.63","161","525","3.26","250","1,120","4.48","1,783","6,384","3.58","39","77","1.97","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","9,013","35,543","3.94","31","136","4.39","1,523","6,607","4.34","7,107","27,831","3.92","354","969","2.74","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","17,744","89,208","5.03","1,026","5,690","5.55","3,256","16,222","4.98","12,884","65,036","5.05","579","2,260","3.90","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","4,200","16,127","3.84","142","461","3.25","505","1,947","3.86","3,496","13,550","3.88","57","169","2.96","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,999","7,450","3.73","107","331","3.09","317","1,681","5.30","1,575","5,438","3.45","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","2,529","8,611","3.40","168","431","2.57","289","1,378","4.77","1,990","6,592","3.31","82","210","2.56","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","1,662","4,400","2.65","74","160","2.16","57","123","2.16","1,489","4,030","2.71","42","87","2.07","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","5,394","29,751","5.52","4,005","23,942","5.98","238","1,058","4.45","706","3,397","4.81","445","1,354","3.04","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,663","6,364","3.83","103","332","3.22","208","968","4.65","1,347","5,033","3.74","5","31","6.20","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,874","6,791","3.62","132","431","3.27","138","643","4.66","1,575","5,674","3.60","29","43","1.48","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,575","3,412","1.33","35","72","2.06","74","113","1.53","2,452","3,208","1.31","14","19","1.36","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","922","2,599","2.82","0","0","0.00","51","207","4.06","313","588","1.88","558","1,804","3.23","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","112","781","6.97","57","459","8.05","49","257","5.24","6","65","10.83","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3,766","81,471","21.63","289","5,035","17.42","171","3,321","19.42","3,302","73,012","22.11","4","103","25.75","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","13","80","6.15","12","72","6.00","1","8","8.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,419","5,050","3.56","6","20","3.33","39","271","6.95","1,364","4,735","3.47","10","24","2.40","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","15,287","58,950","3.86","1,240","5,184","4.18","1,526","6,699","4.39","11,247","42,664","3.79","1,274","4,403","3.46","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","13,791","71,906","5.21","5,332","25,959","4.87","2,168","11,102","5.12","5,959","33,745","5.66","332","1,100","3.31","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,641","5,256","3.20","125","431","3.45","181","626","3.46","1,284","4,109","3.20","51","90","1.76","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","817","4,903","6.00","59","284","4.81","156","1,450","9.29","602","3,169","5.26","0","0","0.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","1,349","4,205","3.12","79","201","2.54","50","149","2.98","1,164","3,710","3.19","56","145","2.59","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1,463","5,756","3.93","13","38","2.92","170","1,277","7.51","1,242","4,386","3.53","38","55","1.45","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","54,951","232,675","4.23","6,538","29,945","4.58","7,315","31,042","4.24","40,865","170,568","4.17","233","1,120","4.81","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,605","28,872","4.37","435","1,794","4.12","741","6,198","8.36","5,270","20,450","3.88","159","430","2.70","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","7,000","26,684","3.81","386","1,365","3.54","328","844","2.57","5,786","23,174","4.01","501","1,301","2.60","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","19,010","94,945","4.99","2,480","14,478","5.84","1,160","5,039","4.34","14,363","70,530","4.91","394","1,868","4.74","613","3,030","4.94"
"10898  :  โรงพยาบาลหนองกี่","4,173","11,634","2.79","290","824","2.84","321","823","2.56","3,419","9,662","2.83","143","325","2.27","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","7,282","31,107","4.27","409","1,718","4.20","876","5,442","6.21","5,976","23,844","3.99","25","103","4.12","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","11,970","64,706","5.41","940","5,244","5.58","2,617","15,808","6.04","8,366","43,365","5.18","47","289","6.15","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","4,970","20,135","4.05","393","1,400","3.56","558","3,406","6.10","3,899","15,048","3.86","120","281","2.34","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","4,295","16,427","3.82","380","1,314","3.46","404","2,645","6.55","3,277","11,789","3.60","234","679","2.90","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","10,649","49,648","4.66","1,051","4,299","4.09","1,464","10,728","7.33","7,564","32,654","4.32","570","1,967","3.45","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","8,739","33,781","3.87","664","2,263","3.41","831","4,210","5.07","7,057","26,779","3.79","202","529","2.62","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","3,247","11,268","3.47","224","651","2.91","396","1,962","4.95","2,559","8,484","3.32","68","171","2.51","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","2,635","12,194","4.63","310","930","3.00","510","4,618","9.05","1,722","6,353","3.69","93","293","3.15","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","3,793","13,946","3.68","369","1,155","3.13","364","2,600","7.14","2,976","10,013","3.36","85","178","2.09","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","3,303","11,184","3.39","192","555","2.89","482","2,204","4.57","2,627","8,418","3.20","4","7","1.75","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","1,870","6,569","3.51","0","0","0.00","77","178","2.31","1,793","6,391","3.56","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,658","6,959","4.20","90","325","3.61","123","1,001","8.14","1,435","5,610","3.91","10","23","2.30","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","2,793","11,358","4.07","138","404","2.93","303","2,488","8.21","2,256","8,257","3.66","96","209","2.18","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,978","7,735","3.91","50","142","2.84","120","289","2.41","1,806","7,287","4.03","2","17","8.50","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","3,524","12,859","3.65","215","683","3.18","549","3,594","6.55","2,754","8,506","3.09","8","76","9.50","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","14","7.00","0","0","0.00","0","0","0.00","1","11","11.00","1","3","3.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,592","11,739","4.53","281","768","2.73","657","4,048","6.16","1,645","6,892","4.19","9","31","3.44","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","2,763","10,985","3.98","198","721","3.64","275","1,764","6.41","2,283","8,465","3.71","7","35","5.00","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","2,882","12,405","4.30","246","775","3.15","358","2,535","7.08","2,272","9,070","3.99","6","25","4.17","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","58,802","304,762","5.18","7,054","40,184","5.70","5,673","28,460","5.02","43,155","228,426","5.29","2,920","7,692","2.63","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","4,028","22,555","5.60","311","1,052","3.38","611","5,945","9.73","3,097","15,438","4.98","9","120","13.33","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","8,889","40,571","4.56","743","3,414","4.59","959","6,052","6.31","6,863","30,225","4.40","325","880","2.71","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","3,618","13,528","3.74","206","641","3.11","505","2,792","5.53","2,767","9,750","3.52","140","345","2.46","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","17,168","74,892","4.36","1,256","5,173","4.12","2,646","14,937","5.65","13,122","54,258","4.13","144","524","3.64","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","4,763","21,823","4.58","296","1,253","4.23","548","4,267","7.79","3,897","16,219","4.16","23","84","3.65","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","11,354","54,184","4.77","931","3,727","4.00","1,470","12,404","8.44","8,936","37,881","4.24","18","172","9.56","0","0","0.00"
"10921  :  โรงพยาบาลสนม","3,569","10,200","2.86","298","846","2.84","453","1,798","3.97","2,632","7,152","2.72","186","404","2.17","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","18,905","69,192","3.66","1,356","4,410","3.25","1,663","11,087","6.67","15,657","53,079","3.39","229","616","2.69","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","15,891","53,030","3.34","1,142","3,571","3.13","3,684","15,143","4.11","10,606","32,280","3.04","490","2,036","4.16","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","11,044","35,760","3.24","1,000","3,967","3.97","606","1,780","2.94","9,424","29,963","3.18","14","50","3.57","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","3,002","8,808","2.93","217","629","2.90","169","467","2.76","2,526","7,512","2.97","90","200","2.22","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","3,505","16,756","4.78","219","1,026","4.68","581","4,256","7.33","2,705","11,473","4.24","1","1","1.00","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","388","1,136","2.93","8","18","2.25","71","298","4.20","201","403","2.00","108","417","3.86","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3,636","15,180","4.17","251","907","3.61","410","2,612","6.37","2,962","11,548","3.90","15","113","7.53","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","3,101","8,989","2.90","195","427","2.19","314","2,230","7.10","2,567","6,279","2.45","25","53","2.12","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","3,391","11,573","3.41","146","429","2.94","434","3,060","7.05","2,763","7,994","2.89","48","90","1.88","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","3,102","9,804","3.16","212","583","2.75","314","1,677","5.34","2,570","7,494","2.92","6","50","8.33","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","53,925","266,114","4.93","5,153","28,524","5.54","4,241","18,856","4.45","41,433","206,631","4.99","3,118","12,103","3.88","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","2,397","10,447","4.36","204","712","3.49","287","1,693","5.90","1,865","7,964","4.27","41","78","1.90","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","5,728","20,907","3.65","368","1,384","3.76","540","2,590","4.80","4,558","16,197","3.55","262","736","2.81","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","18,476","86,551","4.68","1,177","5,744","4.88","2,479","9,946","4.01","12,845","62,943","4.90","1,975","7,918","4.01","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","9,848","42,611","4.33","604","2,785","4.61","1,201","5,279","4.40","7,543","33,141","4.39","500","1,406","2.81","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","3,061","12,996","4.25","121","474","3.92","574","2,536","4.42","2,337","9,871","4.22","29","115","3.97","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","5,525","19,637","3.55","265","814","3.07","615","2,657","4.32","3,572","12,547","3.51","1,074","3,619","3.37","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","10,288","34,268","3.33","733","2,450","3.34","851","4,285","5.04","8,401","26,881","3.20","304","652","2.14","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","7,983","37,851","4.74","331","1,526","4.61","936","5,141","5.49","4,535","21,911","4.83","2,443","9,273","3.80","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,066","3,895","3.65","151","602","3.99","76","338","4.45","793","2,783","3.51","46","172","3.74","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","1,202","4,758","3.96","135","377","2.79","135","863","6.39","890","3,345","3.76","42","173","4.12","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","1,902","9,618","5.06","86","355","4.13","353","2,417","6.85","1,405","6,682","4.76","58","164","2.83","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","3,093","12,563","4.06","220","668","3.04","336","2,296","6.83","2,498","9,512","3.81","39","87","2.23","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","4,215","17,672","4.19","212","743","3.50","485","2,882","5.94","3,487","13,882","3.98","32","165","5.16","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","2,898","11,246","3.88","126","504","4.00","396","2,246","5.67","2,261","8,186","3.62","115","310","2.70","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2,218","7,281","3.28","116","391","3.37","205","917","4.47","1,837","5,872","3.20","60","101","1.68","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","3,723","13,734","3.69","168","588","3.50","544","2,204","4.05","2,972","10,751","3.62","39","191","4.90","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","1,838","9,402","5.12","125","496","3.97","247","2,379","9.63","1,432","6,405","4.47","34","122","3.59","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,674","9,991","3.74","150","466","3.11","419","2,581","6.16","1,758","5,949","3.38","347","995","2.87","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","2,393","7,889","3.30","143","411","2.87","281","1,590","5.66","1,934","5,809","3.00","35","79","2.26","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2,011","8,162","4.06","100","265","2.65","259","2,138","8.25","1,600","5,626","3.52","52","133","2.56","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","1,353","6,049","4.47","55","193","3.51","167","1,103","6.60","1,104","4,654","4.22","27","99","3.67","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","70,783","411,513","5.81","12,684","74,083","5.84","4,906","21,466","4.38","40,913","260,446","6.37","12,285","55,518","4.52","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,143","15,348","2.98","368","1,235","3.36","253","926","3.66","4,394","12,934","2.94","128","253","1.98","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","4,375","13,503","3.09","220","589","2.68","399","2,459","6.16","3,481","9,810","2.82","276","645","2.34","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","9,582","47,124","4.92","810","3,269","4.04","1,291","11,112","8.61","7,297","32,000","4.39","187","743","3.97","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","6,259","19,736","3.15","449","1,263","2.81","344","1,513","4.40","5,088","15,528","3.05","378","1,432","3.79","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","3,341","12,397","3.71","179","579","3.23","440","2,613","5.94","2,722","9,205","3.38","0","0","0.00","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","4,630","22,383","4.83","222","961","4.33","244","882","3.61","3,758","17,065","4.54","407","3,475","8.54","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","5,760","27,983","4.86","256","881","3.44","746","6,113","8.19","4,662","20,600","4.42","96","389","4.05","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","14,071","58,679","4.17","1,115","4,337","3.89","1,143","9,331","8.16","10,303","40,624","3.94","1,513","4,387","2.90","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,912","23,546","6.02","394","1,903","4.83","304","2,966","9.76","3,169","18,378","5.80","65","299","4.60","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","8,071","27,476","3.40","534","2,069","3.87","733","3,486","4.76","6,778","21,824","3.22","26","97","3.73","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","18,563","74,393","4.01","21","58","2.76","147","620","4.22","14,975","59,686","3.99","3,422","14,029","4.10","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","13,163","60,267","4.58","892","3,126","3.50","936","11,053","11.81","10,691","43,643","4.08","652","2,445","3.75","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","1,596","8,218","5.15","93","250","2.69","219","2,205","10.07","1,265","5,671","4.48","20","92","4.60","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,377","14,587","4.32","246","1,086","4.41","166","1,211","7.30","2,679","11,544","4.31","286","746","2.61","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","2,637","9,018","3.42","108","371","3.44","312","1,574","5.04","2,210","7,044","3.19","7","29","4.14","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","2,075","7,203","3.47","118","326","2.76","231","1,450","6.28","1,672","5,316","3.18","54","111","2.06","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","3,848","11,653","3.03","231","683","2.96","292","1,538","5.27","3,256","9,207","2.83","70","225","3.21","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2,065","8,261","4.00","111","325","2.93","77","241","3.13","1,688","5,840","3.46","190","1,855","9.76","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","28,227","132,982","4.71","2,190","10,942","5.00","2,875","17,613","6.13","23,147","104,312","4.51","15","115","7.67","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","5,574","21,162","3.80","3,268","12,784","3.91","1,542","5,300","3.44","764","3,078","4.03","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","3,215","108,668","33.80","181","4,214","23.28","121","8,611","71.17","2,776","84,800","30.55","137","11,043","80.61","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","18,807","74,327","3.95","1,988","9,423","4.74","1,861","7,771","4.18","14,410","54,675","3.79","548","2,458","4.49","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","2,838","10,964","3.86","163","690","4.23","103","339","3.29","2,498","9,730","3.90","75","198","2.64","4","7","1.75"
"24821  :  โรงพยาบาลนาเยีย","1,811","6,783","3.75","104","316","3.04","269","2,282","8.48","1,415","4,089","2.89","24","96","4.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1,438","5,527","3.84","31","98","3.16","199","1,321","6.64","1,205","4,104","3.41","3","4","1.33","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","2,195","6,296","2.87","148","257","1.74","240","1,766","7.36","1,804","4,249","2.36","3","24","8.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,451","5,403","3.72","70","226","3.23","129","810","6.28","1,244","4,323","3.48","13","44","3.38","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","24,248","90,930","3.75","2,629","9,299","3.54","1,825","6,483","3.55","18,732","67,278","3.59","1,062","7,870","7.41","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","1,553","6,596","4.25","161","995","6.18","115","354","3.08","1,239","5,164","4.17","38","83","2.18","0","0","0.00"
