"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","111","1","0","0"
"28016  :  โรงพยาบาลศิลาลาด","125","4","1","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","415","291","50","2"
"10944  :  โรงพยาบาลศรีเมืองใหม่","210","103","0","0"
"10945  :  โรงพยาบาลโขงเจียม","125","65","19","32"
"10946  :  โรงพยาบาลเขื่องใน","444","200","51","88"
"10947  :  โรงพยาบาลเขมราฐ","89","15","5","0"
"10948  :  โรงพยาบาลนาจะหลวย","66","30","3","7"
"10949  :  โรงพยาบาลน้ำยืน","82","3","0","0"
"10950  :  โรงพยาบาลบุณฑริก","86","319","0","1"
"10951  :  โรงพยาบาลตระการพืชผล","640","326","1","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","69","1","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","396","3","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","522","356","107","138"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","101","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","34","1","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","55","3","0","0"
"10959  :  โรงพยาบาลสำโรง","314","186","39","106"
"10960  :  โรงพยาบาลดอนมดแดง","45","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","70","6","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","63","44","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","490","227","77","62"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","28","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1,117","234","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","576","292","23","77"
"24032  :  โรงพยาบาลนาตาล","50","64","0","0"
"24821  :  โรงพยาบาลนาเยีย","66","41","19","7"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","45","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","73","2","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","33","0","0","0"
"10701  :  โรงพยาบาลยโสธร","385","626","15","25"
"10963  :  โรงพยาบาลทรายมูล","54","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","78","19","5","2"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","149","8","0","3"
"10966  :  โรงพยาบาลป่าติ้ว","87","9","0","4"
"10967  :  โรงพยาบาลมหาชนะชัย","120","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","64","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","62","5","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","227","7","0","5"
"11921  :  โรงพยาบาลนายแพทย์หาญ","3","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","35","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","562","84","0","2"
"10970  :  โรงพยาบาลบ้านเขว้า","136","4","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","624","550","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","222","57","5","21"
"10973  :  โรงพยาบาลหนองบัวแดง","158","266","3","14"
"10974  :  โรงพยาบาลจัตุรัส","229","275","1","1"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","113","240","21","96"
"10976  :  โรงพยาบาลหนองบัวระเหว","163","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","43","8","5","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","194","28","7","3"
"10979  :  โรงพยาบาลบ้านแท่น","50","170","31","89"
"10980  :  โรงพยาบาลแก้งคร้อ","389","296","13","0"
"10981  :  โรงพยาบาลคอนสาร","102","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","66","31","6","0"
"10983  :  โรงพยาบาลเนินสง่า","28","10","1","1"
"10703  :  โรงพยาบาลอำนาจเจริญ","356","13","1","0"
"10985  :  โรงพยาบาลชานุมาน","34","4","0","2"
"10986  :  โรงพยาบาลปทุมราชวงศา","79","3","0","0"
"10987  :  โรงพยาบาลพนา","183","86","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","81","5","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","115","9","1","0"
"10990  :  โรงพยาบาลลืออำนาจ","204","33","11","0"
"11040  :  โรงพยาบาลบึงกาฬ","355","21","0","3"
"11041  :  โรงพยาบาลพรเจริญ","60","284","1","3"
"11043  :  โรงพยาบาลโซ่พิสัย","58","0","0","0"
"11046  :  โรงพยาบาลเซกา","160","87","30","8"
"11047  :  โรงพยาบาลปากคาด","74","1","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","50","99","0","0"
"11049  :  โรงพยาบาลศรีวิไล","52","1","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","45","4","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","450","182","0","0"
"10991  :  โรงพยาบาลนากลาง","126","3","0","0"
"10992  :  โรงพยาบาลโนนสัง","88","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","151","15","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","86","30","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","70","3","0","0"
"10670  :  โรงพยาบาลขอนแก่น","632","61","3","0"
"10995  :  โรงพยาบาลบ้านฝาง","41","3","0","0"
"10996  :  โรงพยาบาลพระยืน","47","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","137","2","0","0"
"10998  :  โรงพยาบาลชุมแพ","440","263","157","48"
"10999  :  โรงพยาบาลสีชมพู","77","17","0","0"
"11000  :  โรงพยาบาลน้ำพอง","208","80","0","1"
"11001  :  โรงพยาบาลอุบลรัตน์","86","1","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","213","4","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","55","1","0","0"
"11004  :  โรงพยาบาลพล","325","224","21","44"
"11005  :  โรงพยาบาลแวงใหญ่","27","2","0","1"
"11006  :  โรงพยาบาลแวงน้อย","29","0","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","99","0","0","0"
"11008  :  โรงพยาบาลภูเวียง","77","1","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","104","40","6","17"
"11010  :  โรงพยาบาลชนบท","185","210","6","3"
"11011  :  โรงพยาบาลเขาสวนกวาง","47","0","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","11","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","103","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","1,284","290","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","126","3","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","178","163","0","0"
"14132  :  โรงพยาบาลซำสูง","65","11","2","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","5","15","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","31","2","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","33","2","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","20","7","0","1"
"77652  :  โรงพยาบาลโนนศิลา","19","1","0","0"
"10671  :  โรงพยาบาลอุดรธานี","623","97","1","0"
"11013  :  โรงพยาบาลกุดจับ","65","1","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","135","15","8","0"
"11015  :  โรงพยาบาลกุมภวาปี","172","5","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","1","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","71","2","0","1"
"11018  :  โรงพยาบาลหนองหาน","117","39","6","16"
"11019  :  โรงพยาบาลทุ่งฝน","34","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","32","39","0","4"
"11021  :  โรงพยาบาลศรีธาตุ","32","20","2","15"
"11022  :  โรงพยาบาลวังสามหมอ","45","3","1","0"
"11023  :  โรงพยาบาลบ้านผือ","87","2","0","0"
"11024  :  โรงพยาบาลน้ำโสม","42","34","4","8"
"11025  :  โรงพยาบาลเพ็ญ","139","1","0","1"
"11026  :  โรงพยาบาลสร้างคอม","61","2","0","0"
"11027  :  โรงพยาบาลหนองแสง","23","0","0","0"
"11028  :  โรงพยาบาลนายูง","42","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","49","9","4","3"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","213","46","9","25"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","31","1","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","32","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","38","0","0","0"
"10705  :  โรงพยาบาลเลย","238","15","3","0"
"11030  :  โรงพยาบาลนาด้วง","61","33","3","12"
"11031  :  โรงพยาบาลเชียงคาน","101","10","0","0"
"11032  :  โรงพยาบาลปากชม","46","1","0","0"
"11033  :  โรงพยาบาลนาแห้ว","17","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","48","3","0","0"
"11035  :  โรงพยาบาลท่าลี่","69","1","0","0"
"11036  :  โรงพยาบาลวังสะพุง","119","1","0","0"
"11037  :  โรงพยาบาลภูกระดึง","55","0","0","0"
"11038  :  โรงพยาบาลภูหลวง","26","24","0","0"
"11039  :  โรงพยาบาลผาขาว","54","5","0","0"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","207","15","0","0"
"14133  :  โรงพยาบาลเอราวัณ","67","3","0","0"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","1,390","153","0","0"
"28861  :  โรงพยาบาลหนองหิน","56","2","0","0"
"10706  :  โรงพยาบาลหนองคาย","383","175","0","0"
"11042  :  โรงพยาบาลโพนพิสัย","85","146","1","0"
"11044  :  โรงพยาบาลศรีเชียงใหม่","40","1","0","0"
"11045  :  โรงพยาบาลสังคม","53","67","0","0"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","137","120","0","0"
"14558  :  โรงพยาบาลพิสัยเวช","1","0","0","0"
"21356  :  โรงพยาบาลสระใคร","31","10","0","0"
"28778  :  โรงพยาบาลโพธิ์ตาก","16","0","0","0"
"28811  :  โรงพยาบาลเฝ้าไร่","30","2","0","0"
"28815  :  โรงพยาบาลรัตนวาปี","31","3","1","0"
"10707  :  โรงพยาบาลมหาสารคาม","651","560","153","180"
"11051  :  โรงพยาบาลแกดำ","84","4","0","0"
"11052  :  โรงพยาบาลโกสุมพิสัย","145","232","35","106"
"11053  :  โรงพยาบาลกันทรวิชัย","303","221","51","95"
"11054  :  โรงพยาบาลเชียงยืน","92","1","0","0"
"11055  :  โรงพยาบาลบรบือ","387","431","3","1"
"11056  :  โรงพยาบาลนาเชือก","72","6","0","0"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","127","3","0","1"
"11058  :  โรงพยาบาลวาปีปทุม","218","176","13","121"
"11059  :  โรงพยาบาลนาดูน","48","2","0","0"
"11060  :  โรงพยาบาลยางสีสุราช","99","49","20","18"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","42","15","0","0"
"24704  :  โรงพยาบาลกุดรัง","59","25","0","2"
"28843  :  โรงพยาบาลชื่นชม","25","3","1","0"
"10708  :  โรงพยาบาลร้อยเอ็ด","1,069","165","3","7"
"11061  :  โรงพยาบาลเกษตรวิสัย","156","21","1","0"
"11062  :  โรงพยาบาลปทุมรัตต์","112","2","0","0"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","166","24","0","0"
"11064  :  โรงพยาบาลธวัชบุรี","219","172","21","16"
"11065  :  โรงพยาบาลพนมไพร","100","29","0","0"
"11066  :  โรงพยาบาลโพนทอง","253","122","5","30"
"11067  :  โรงพยาบาลโพธิ์ชัย","65","11","0","8"
"11068  :  โรงพยาบาลหนองพอก","573","526","89","243"
"11069  :  โรงพยาบาลเสลภูมิ","114","13","5","3"
"11070  :  โรงพยาบาลสุวรรณภูมิ","221","2","0","0"
"11071  :  โรงพยาบาลเมืองสรวง","67","7","0","0"
"11072  :  โรงพยาบาลโพนทราย","131","46","0","0"
"11073  :  โรงพยาบาลอาจสามารถ","62","7","1","0"
"11074  :  โรงพยาบาลเมยวดี","25","68","2","0"
"11075  :  โรงพยาบาลศรีสมเด็จ","39","0","0","0"
"11076  :  โรงพยาบาลจังหาร","63","2","0","0"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0","0"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","16","0","0","0"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","52","38","13","16"
"27989  :  โรงพยาบาลเชียงขวัญ","43","1","0","0"
"27990  :  โรงพยาบาลหนองฮี","113","33","9","15"
"10709  :  โรงพยาบาลกาฬสินธุ์","319","75","0","0"
"11077  :  โรงพยาบาลนามน","46","0","0","0"
"11078  :  โรงพยาบาลกมลาไสย","144","2","0","0"
"11079  :  โรงพยาบาลร่องคำ","36","0","0","0"
"11080  :  โรงพยาบาลเขาวง","23","0","0","0"
"11081  :  โรงพยาบาลยางตลาด","154","10","0","2"
"11082  :  โรงพยาบาลห้วยเม็ก","112","76","12","22"
"11083  :  โรงพยาบาลสหัสขันธ์","42","0","0","0"
"11084  :  โรงพยาบาลคำม่วง","71","4","0","0"
"11085  :  โรงพยาบาลท่าคันโท","27","1","0","0"
"11086  :  โรงพยาบาลหนองกุงศรี","41","0","0","0"
"11087  :  โรงพยาบาลสมเด็จ","86","27","1","9"
"11088  :  โรงพยาบาลห้วยผึ้ง","12","0","0","0"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","109","1","0","0"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0"
"28017  :  โรงพยาบาลนาคู","18","26","0","0"
"28789  :  โรงพยาบาลฆ้องชัย","38","2","0","0"
"28790  :  โรงพยาบาลดอนจาน","18","0","0","0"
"28791  :  โรงพยาบาลสามชัย","21","1","0","0"
"10710  :  โรงพยาบาลสกลนคร","560","53","0","0"
"11089  :  โรงพยาบาลกุสุมาลย์","55","2","1","0"
"11090  :  โรงพยาบาลกุดบาก","44","0","0","0"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","76","4","0","0"
"11092  :  โรงพยาบาลพังโคน","178","60","9","27"
"11093  :  โรงพยาบาลวาริชภูมิ","51","32","2","29"
"11094  :  โรงพยาบาลนิคมน้ำอูน","16","1","0","0"
"11095  :  โรงพยาบาลวานรนิวาส","157","1,047","57","133"
"11096  :  โรงพยาบาลคำตากล้า","87","1","0","1"
"11097  :  โรงพยาบาลบ้านม่วง","137","391","60","275"
"11098  :  โรงพยาบาลอากาศอำนวย","100","12","0","0"
"11099  :  โรงพยาบาลส่องดาว","51","21","0","12"
"11100  :  โรงพยาบาลเต่างอย","31","0","0","0"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","60","44","1","20"
"11102  :  โรงพยาบาลเจริญศิลป์","84","5","0","1"
"11103  :  โรงพยาบาลโพนนาแก้ว","38","0","0","0"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","421","379","33","66"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1","0","0","0"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","36","0","0","0"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0"
"10711  :  โรงพยาบาลนครพนม","253","3","0","0"
"11104  :  โรงพยาบาลปลาปาก","42","0","0","0"
"11105  :  โรงพยาบาลท่าอุเทน","93","9","0","1"
"11106  :  โรงพยาบาลบ้านแพง","59","0","0","0"
"11107  :  โรงพยาบาลนาทม","30","0","0","0"
"11108  :  โรงพยาบาลเรณูนคร","91","1","0","0"
"11109  :  โรงพยาบาลนาแก","100","0","0","0"
"11110  :  โรงพยาบาลศรีสงคราม","113","0","0","0"
"11111  :  โรงพยาบาลนาหว้า","85","1","0","0"
"11112  :  โรงพยาบาลโพนสวรรค์","63","0","0","0"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","224","3","1","0"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","364","2","0","0"
"40840  :  โรงพยาบาลวังยาง","35","0","0","0"
"10712  :  โรงพยาบาลมุกดาหาร","499","19","0","0"
"11113  :  โรงพยาบาลนิคมคำสร้อย","52","0","0","0"
"11114  :  โรงพยาบาลดอนตาล","43","0","0","0"
"11115  :  โรงพยาบาลดงหลวง","43","0","0","0"
"11116  :  โรงพยาบาลคำชะอี","51","17","0","0"
"11117  :  โรงพยาบาลหว้านใหญ่","133","1","0","0"
"11118  :  โรงพยาบาลหนองสูง","47","0","0","0"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0","0"
"10713  :  โรงพยาบาลนครพิงค์","331","63","0","0"
"11119  :  โรงพยาบาลจอมทอง","538","110","0","1"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","117","4","0","0"
"11121  :  โรงพยาบาลเชียงดาว","239","205","24","136"
"11122  :  โรงพยาบาลดอยสะเก็ด","171","16","0","0"
"11123  :  โรงพยาบาลแม่แตง","175","4","0","0"
"11124  :  โรงพยาบาลสะเมิง","54","0","0","0"
"11125  :  โรงพยาบาลฝาง","367","45","0","4"
"11126  :  โรงพยาบาลแม่อาย","244","86","8","3"
"11127  :  โรงพยาบาลพร้าว","150","56","4","22"
"11128  :  โรงพยาบาลสันป่าตอง","517","179","18","27"
"11129  :  โรงพยาบาลสันกำแพง","136","25","4","9"
"11130  :  โรงพยาบาลสันทราย","215","63","3","5"
"11131  :  โรงพยาบาลหางดง","618","349","13","6"
"11132  :  โรงพยาบาลฮอด","141","69","0","1"
"11133  :  โรงพยาบาลดอยเต่า","115","5","0","0"
"11134  :  โรงพยาบาลอมก๋อย","80","11","0","0"
"11135  :  โรงพยาบาลสารภี","138","10","1","0"
"11136  :  โรงพยาบาลเวียงแหง","73","0","0","0"
"11137  :  โรงพยาบาลไชยปราการ","189","53","2","14"
"11138  :  โรงพยาบาลแม่วาง","154","16","2","1"
"11139  :  โรงพยาบาลแม่ออน","174","13","0","0"
"11507  :  โรงพยาบาลกองบิน 41","1","0","0","0"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","5","0","0","0"
"11643  :  โรงพยาบาลดอยหล่อ","81","1","0","0"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","25","7","0","0"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","32","0","0","0"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0"
"12280  :  โรงพยาบาลสวนปรุง","1,218","10","0","0"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","7","0","0","0"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","182","28","1","0"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","548","479","0","0"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","83","0","0","0"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","21","1","0","0"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","29","2","0","0"
"10714  :  โรงพยาบาลลำพูน","438","57","1","0"
"11140  :  โรงพยาบาลแม่ทา","137","14","0","0"
"11141  :  โรงพยาบาลบ้านโฮ่ง","99","13","0","0"
"11142  :  โรงพยาบาลลี้","279","320","72","145"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","61","0","0","0"
"11144  :  โรงพยาบาลป่าซาง","209","13","0","1"
"11145  :  โรงพยาบาลบ้านธิ","77","18","0","1"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0"
"24956  :  โรงพยาบาลเวียงหนองล่อง","150","7","0","1"
"10672  :  โรงพยาบาลลำปาง","688","199","2","0"
"11146  :  โรงพยาบาลแม่เมาะ","139","28","0","0"
"11147  :  โรงพยาบาลเกาะคา","208","7","0","0"
"11148  :  โรงพยาบาลเสริมงาม","160","2","0","0"
"11149  :  โรงพยาบาลงาว","149","1","0","0"
"11150  :  โรงพยาบาลแจ้ห่ม","201","23","0","0"
"11151  :  โรงพยาบาลวังเหนือ","135","13","0","0"
"11152  :  โรงพยาบาลเถิน","95","2","0","0"
"11153  :  โรงพยาบาลแม่พริก","19","2","0","0"
"11154  :  โรงพยาบาลแม่ทะ","167","9","0","0"
"11155  :  โรงพยาบาลสบปราบ","64","6","0","0"
"11156  :  โรงพยาบาลห้างฉัตร","149","2","0","0"
"11157  :  โรงพยาบาลเมืองปาน","124","20","0","1"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0"
"10673  :  โรงพยาบาลอุตรดิตถ์","607","61","0","0"
"11158  :  โรงพยาบาลตรอน","46","0","0","0"
"11159  :  โรงพยาบาลท่าปลา","90","26","1","3"
"11160  :  โรงพยาบาลน้ำปาด","67","3","0","0"
"11161  :  โรงพยาบาลฟากท่า","25","3","0","0"
"11162  :  โรงพยาบาลบ้านโคก","26","17","1","10"
"11163  :  โรงพยาบาลพิชัย","96","1","0","0"
"11164  :  โรงพยาบาลลับแล","119","152","23","76"
"11165  :  โรงพยาบาลทองแสนขัน","115","55","16","19"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","4","0","0","0"
"10715  :  โรงพยาบาลแพร่","626","146","0","0"
"11166  :  โรงพยาบาลร้องกวาง","158","169","0","0"
"11167  :  โรงพยาบาลลอง","79","7","0","2"
"11169  :  โรงพยาบาลสูงเม่น","254","177","0","0"
"11170  :  โรงพยาบาลสอง","135","19","0","0"
"11171  :  โรงพยาบาลวังชิ้น","81","13","2","4"
"11172  :  โรงพยาบาลหนองม่วงไข่","40","7","0","0"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","147","43","2","0"
"10716  :  โรงพยาบาลน่าน","533","224","33","34"
"11173  :  โรงพยาบาลแม่จริม","93","38","4","10"
"11174  :  โรงพยาบาลบ้านหลวง","20","3","0","0"
"11175  :  โรงพยาบาลนาน้อย","134","6","1","2"
"11176  :  โรงพยาบาลท่าวังผา","97","52","0","0"
"11177  :  โรงพยาบาลเวียงสา","161","46","4","3"
"11178  :  โรงพยาบาลทุ่งช้าง","112","46","0","0"
"11179  :  โรงพยาบาลเชียงกลาง","144","24","1","0"
"11180  :  โรงพยาบาลนาหมื่น","57","39","1","0"
"11181  :  โรงพยาบาลสันติสุข","68","15","0","0"
"11182  :  โรงพยาบาลบ่อเกลือ","109","4","0","0"
"11183  :  โรงพยาบาลสองแคว","34","3","0","0"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","238","81","0","0"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","3","0","0","0"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","56","0","0","0"
"25017  :  โรงพยาบาลภูเพียง","32","2","0","0"
"10717  :  โรงพยาบาลพะเยา","475","41","1","1"
"10718  :  โรงพยาบาลเชียงคำ","351","93","12","11"
"11184  :  โรงพยาบาลจุน","167","98","3","8"
"11185  :  โรงพยาบาลเชียงม่วน","77","2","0","1"
"11186  :  โรงพยาบาลดอกคำใต้","107","184","21","98"
"11187  :  โรงพยาบาลปง","110","61","3","6"
"11188  :  โรงพยาบาลแม่ใจ","113","28","7","6"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0","0"
"40744  :  โรงพยาบาลภูซาง","59","0","0","0"
"40745  :  โรงพยาบาลภูกามยาว","4","0","0","0"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","3","0","0","0"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","654","29","0","0"
"11189  :  โรงพยาบาลเทิง","157","13","0","2"
"11190  :  โรงพยาบาลพาน","267","190","2","1"
"11191  :  โรงพยาบาลป่าแดด","105","47","2","2"
"11192  :  โรงพยาบาลแม่จัน","320","74","0","0"
"11193  :  โรงพยาบาลเชียงแสน","138","69","5","3"
"11194  :  โรงพยาบาลแม่สาย","116","79","0","0"
"11195  :  โรงพยาบาลแม่สรวย","307","12","0","0"
"11196  :  โรงพยาบาลเวียงป่าเป้า","218","37","5","2"
"11197  :  โรงพยาบาลพญาเม็งราย","214","28","2","2"
"11198  :  โรงพยาบาลเวียงแก่น","35","0","0","0"
"11199  :  โรงพยาบาลขุนตาล","72","53","3","11"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","64","12","0","0"
"11201  :  โรงพยาบาลแม่ลาว","144","40","3","11"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","75","7","0","1"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","176","49","0","0"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","140","50","4","0"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0","0"
"28823  :  โรงพยาบาลดอยหลวง","32","10","0","0"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","4","0","0","0"
"10719  :  โรงพยาบาลศรีสังวาลย์","305","38","0","0"
"11203  :  โรงพยาบาลขุนยวม","81","0","0","0"
"11204  :  โรงพยาบาลปาย","124","6","0","0"
"11205  :  โรงพยาบาลแม่สะเรียง","219","2","0","0"
"11206  :  โรงพยาบาลแม่ลาน้อย","71","20","9","7"
"11207  :  โรงพยาบาลสบเมย","70","2","0","0"
"11208  :  โรงพยาบาลปางมะผ้า","106","1","0","0"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","97","31","0","0"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","411","243","0","0"
"11209  :  โรงพยาบาลโกรกพระ","72","27","8","2"
