"โรงพยาบาล","รวม","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"10882  :  โรงพยาบาลประทาย","36","0","0.00","5","0","0.00","4","0","0.00","7","0","0.00","6","0","0.00","2","0","0.00","4","0","0.00","2","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","207","2","0.97","38","0","0.00","45","0","0.00","46","0","0.00","33","0","0.00","18","0","0.00","16","0","0.00","11","2","18.18","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","550","0","0.00","61","0","0.00","125","0","0.00","101","0","0.00","99","0","0.00","49","0","0.00","42","0","0.00","38","0","0.00","35","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","217","0","0.00","28","0","0.00","37","0","0.00","34","0","0.00","40","0","0.00","24","0","0.00","10","0","0.00","32","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","203","0","0.00","31","0","0.00","54","0","0.00","30","0","0.00","18","0","0.00","15","0","0.00","13","0","0.00","24","0","0.00","18","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","13","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","171","2","1.17","8","0","0.00","30","1","3.33","28","0","0.00","18","0","0.00","29","0","0.00","20","0","0.00","16","1","6.25","22","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","1,545","0","0.00","148","0","0.00","249","0","0.00","269","0","0.00","263","0","0.00","180","0","0.00","224","0","0.00","212","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","284","3","1.06","31","0","0.00","54","0","0.00","57","0","0.00","35","0","0.00","49","0","0.00","32","3","9.38","15","0","0.00","11","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","26","0","0.00","3","0","0.00","5","0","0.00","5","0","0.00","5","0","0.00","5","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","121","0","0.00","8","0","0.00","16","0","0.00","13","0","0.00","17","0","0.00","17","0","0.00","17","0","0.00","19","0","0.00","14","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","199","3","1.51","35","0","0.00","34","1","2.94","33","0","0.00","28","1","3.57","28","0","0.00","26","1","3.85","13","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","28","0","0.00","6","0","0.00","1","0","0.00","3","0","0.00","6","0","0.00","6","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","5","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","18","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00","6","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","138","0","0.00","16","0","0.00","22","0","0.00","27","0","0.00","23","0","0.00","17","0","0.00","15","0","0.00","18","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","349","0","0.00","36","0","0.00","83","0","0.00","55","0","0.00","49","0","0.00","31","0","0.00","33","0","0.00","22","0","0.00","40","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","730","0","0.00","90","0","0.00","119","0","0.00","138","0","0.00","76","0","0.00","114","0","0.00","104","0","0.00","89","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","121","0","0.00","19","0","0.00","27","0","0.00","19","0","0.00","21","0","0.00","9","0","0.00","14","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","18","0","0.00","1","0","0.00","1","0","0.00","7","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","34","0","0.00","5","0","0.00","8","0","0.00","9","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","51","0","0.00","6","0","0.00","10","0","0.00","9","0","0.00","7","0","0.00","7","0","0.00","4","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","361","0","0.00","61","0","0.00","31","0","0.00","58","0","0.00","58","0","0.00","25","0","0.00","76","0","0.00","33","0","0.00","19","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","360","3","0.83","37","0","0.00","70","1","1.43","57","0","0.00","66","1","1.52","26","0","0.00","36","1","2.78","46","0","0.00","22","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","362","0","0.00","43","0","0.00","62","0","0.00","58","0","0.00","51","0","0.00","28","0","0.00","33","0","0.00","40","0","0.00","47","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","160","0","0.00","13","0","0.00","34","0","0.00","23","0","0.00","24","0","0.00","13","0","0.00","23","0","0.00","14","0","0.00","16","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","318","0","0.00","38","0","0.00","46","0","0.00","53","0","0.00","45","0","0.00","34","0","0.00","24","0","0.00","37","0","0.00","41","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","496","0","0.00","59","0","0.00","86","0","0.00","83","0","0.00","67","0","0.00","60","0","0.00","45","0","0.00","55","0","0.00","41","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","11","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","322","0","0.00","35","0","0.00","56","0","0.00","49","0","0.00","53","0","0.00","34","0","0.00","39","0","0.00","36","0","0.00","20","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","650","0","0.00","102","0","0.00","76","0","0.00","83","0","0.00","97","0","0.00","79","0","0.00","67","0","0.00","72","0","0.00","74","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","697","0","0.00","73","0","0.00","114","0","0.00","126","0","0.00","85","0","0.00","76","0","0.00","72","0","0.00","73","0","0.00","75","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","396","2","0.51","46","0","0.00","58","0","0.00","53","0","0.00","51","1","1.96","47","0","0.00","70","0","0.00","33","1","3.03","38","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","26","0","0.00","8","0","0.00","2","0","0.00","7","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","220","0","0.00","28","0","0.00","28","0","0.00","37","0","0.00","27","0","0.00","16","0","0.00","28","0","0.00","27","0","0.00","29","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","135","0","0.00","17","0","0.00","17","0","0.00","32","0","0.00","25","0","0.00","13","0","0.00","9","0","0.00","12","0","0.00","10","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","121","0","0.00","18","0","0.00","18","0","0.00","29","0","0.00","13","0","0.00","13","0","0.00","10","0","0.00","20","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","38","0","0.00","9","0","0.00","6","0","0.00","3","0","0.00","5","0","0.00","8","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","161","0","0.00","25","0","0.00","28","0","0.00","22","0","0.00","23","0","0.00","21","0","0.00","17","0","0.00","11","0","0.00","14","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","11","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","132","0","0.00","9","0","0.00","14","0","0.00","20","0","0.00","23","0","0.00","15","0","0.00","16","0","0.00","14","0","0.00","20","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","71","0","0.00","6","0","0.00","16","0","0.00","20","0","0.00","9","0","0.00","1","0","0.00","7","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","2,156","5","0.23","254","0","0.00","345","1","0.29","477","0","0.00","323","0","0.00","271","2","0.74","258","1","0.39","228","1","0.44","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","260","0","0.00","28","0","0.00","39","0","0.00","47","0","0.00","37","0","0.00","38","0","0.00","24","0","0.00","30","0","0.00","17","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","238","7","2.94","30","1","3.33","30","2","6.67","50","1","2.00","42","2","4.76","30","0","0.00","30","1","3.33","18","0","0.00","8","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","276","0","0.00","21","0","0.00","40","0","0.00","64","0","0.00","48","0","0.00","29","0","0.00","50","0","0.00","24","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","757","0","0.00","78","0","0.00","123","0","0.00","125","0","0.00","122","0","0.00","75","0","0.00","97","0","0.00","73","0","0.00","64","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","239","0","0.00","34","0","0.00","33","0","0.00","54","0","0.00","31","0","0.00","22","0","0.00","32","0","0.00","13","0","0.00","20","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10921  :  โรงพยาบาลสนม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","733","0","0.00","97","0","0.00","142","0","0.00","121","0","0.00","104","0","0.00","94","0","0.00","93","0","0.00","82","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","603","0","0.00","39","0","0.00","129","0","0.00","147","0","0.00","131","0","0.00","82","0","0.00","53","0","0.00","22","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","181","0","0.00","16","0","0.00","24","0","0.00","34","0","0.00","34","0","0.00","33","0","0.00","14","0","0.00","13","0","0.00","13","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","112","0","0.00","12","0","0.00","19","0","0.00","20","0","0.00","21","0","0.00","12","0","0.00","9","0","0.00","12","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","190","0","0.00","20","0","0.00","32","0","0.00","49","0","0.00","27","0","0.00","21","0","0.00","18","0","0.00","11","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","247","0","0.00","46","0","0.00","30","0","0.00","39","0","0.00","33","0","0.00","26","0","0.00","19","0","0.00","24","0","0.00","30","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","121","0","0.00","16","0","0.00","22","0","0.00","19","0","0.00","23","0","0.00","17","0","0.00","11","0","0.00","6","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","36","0","0.00","10","0","0.00","9","0","0.00","6","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","182","1","0.55","25","0","0.00","15","0","0.00","27","0","0.00","27","0","0.00","6","0","0.00","19","0","0.00","35","1","2.86","28","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","98","0","0.00","13","0","0.00","21","0","0.00","16","0","0.00","8","0","0.00","29","0","0.00","11","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","238","11","4.62","27","2","7.41","35","3","8.57","45","3","6.67","54","3","5.56","34","0","0.00","19","0","0.00","24","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","106","1","0.94","18","0","0.00","20","0","0.00","17","0","0.00","15","1","6.67","8","0","0.00","7","0","0.00","11","0","0.00","10","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","157","0","0.00","22","0","0.00","27","0","0.00","24","0","0.00","21","0","0.00","21","0","0.00","13","0","0.00","12","0","0.00","17","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","368","0","0.00","27","0","0.00","54","0","0.00","65","0","0.00","49","0","0.00","47","0","0.00","49","0","0.00","54","0","0.00","23","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","151","1","0.66","20","0","0.00","26","1","3.85","18","0","0.00","30","0","0.00","15","0","0.00","15","0","0.00","19","0","0.00","8","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","35","0","0.00","1","0","0.00","6","0","0.00","11","0","0.00","3","0","0.00","3","0","0.00","6","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","9","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","11","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","61","0","0.00","2","0","0.00","12","0","0.00","13","0","0.00","7","0","0.00","6","0","0.00","11","0","0.00","5","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","10","1","10.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","7","1","14.29","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","60","0","0.00","10","0","0.00","11","0","0.00","11","0","0.00","10","0","0.00","3","0","0.00","9","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","4","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","22","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","6","0","0.00","5","0","0.00","2","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","42","0","0.00","5","0","0.00","6","0","0.00","13","0","0.00","2","0","0.00","4","0","0.00","4","0","0.00","1","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","2,257","68","3.01","295","7","2.37","327","14","4.28","471","16","3.40","328","7","2.13","298","6","2.01","274","10","3.65","264","8","3.03","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","30","0","0.00","6","0","0.00","3","0","0.00","7","0","0.00","6","0","0.00","5","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","74","1","1.35","10","0","0.00","17","0","0.00","13","0","0.00","14","0","0.00","8","0","0.00","5","1","20.00","6","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","28","2","7.14","2","0","0.00","7","0","0.00","9","0","0.00","4","0","0.00","0","0","0.00","5","1","20.00","0","0","0.00","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","71","1","1.41","6","0","0.00","6","0","0.00","17","1","5.88","16","0","0.00","0","0","0.00","15","0","0.00","11","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","10","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","313","2","0.64","38","0","0.00","72","0","0.00","67","0","0.00","46","0","0.00","31","1","3.23","5","0","0.00","28","1","3.57","26","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","9","1","11.11","3","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","3","1","33.33","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","62","0","0.00","5","0","0.00","8","0","0.00","18","0","0.00","10","0","0.00","5","0","0.00","3","0","0.00","11","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","134","0","0.00","11","0","0.00","25","0","0.00","32","0","0.00","23","0","0.00","9","0","0.00","19","0","0.00","15","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","405","4","0.99","59","1","1.69","59","0","0.00","71","2","2.82","48","1","2.08","45","0","0.00","56","0","0.00","36","0","0.00","31","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","189","0","0.00","21","0","0.00","25","0","0.00","45","0","0.00","24","0","0.00","22","0","0.00","16","0","0.00","20","0","0.00","16","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
