"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","117","11","9.40","10","90.91","121","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","37","1","2.70","1","100.00","45","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","32","2","6.25","2","100.00","42","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","17","1","5.88","1","100.00","19","1","5.26","1","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","97","2","2.06","2","100.00","98","10","10.20","10","100.00"
"10850  :  โรงพยาบาลบางคล้า","197","3","1.52","2","66.67","55","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","31","0","0.00","0","0.00","32","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","387","21","5.43","21","100.00","332","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","52","2","3.85","2","100.00","58","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","113","0","0.00","0","0.00","60","1","1.67","1","100.00"
"13747  :  โรงพยาบาลราชสาส์น","52","0","0.00","0","0.00","54","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","22","5","22.73","5","100.00","4","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","153","6","3.92","5","83.33","66","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","89","19","21.35","17","89.47","30","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","58","4","6.90","4","100.00","62","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","214","8","3.74","8","100.00","137","1","0.73","1","100.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","362","18","4.97","18","100.00","65","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","256","22","8.59","22","100.00","57","1","1.75","1","100.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","59","2","3.39","2","100.00","7","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","310","1","0.32","1","100.00","221","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","20","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","230","51","22.17","44","86.27","191","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","231","3","1.30","3","100.00","183","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","23","0","0.00","0","0.00","23","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","421","15","3.56","15","100.00","326","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","132","29","21.97","29","100.00","134","7","5.22","7","100.00"
"10867  :  โรงพยาบาลตาพระยา","120","0","0.00","0","0.00","92","10","10.87","10","100.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","231","8","3.46","7","87.50","168","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","170","38","22.35","36","94.74","175","1","0.57","1","100.00"
"10870  :  โรงพยาบาลอรัญประเทศ","524","16","3.05","16","100.00","132","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","103","28","27.18","25","89.29","104","1","0.96","1","100.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","192","88","45.83","83","94.32","77","38","49.35","35","92.11"
"10872  :  โรงพยาบาลเสิงสาง","310","85","27.42","83","97.65","188","95","50.53","88","92.63"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","43","34","79.07","27","79.41","43","22","51.16","22","100.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","347","163","46.97","148","90.80","296","4","1.35","4","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","158","29","18.35","22","75.86","117","25","21.37","23","92.00"
"10879  :  โรงพยาบาลโนนสูง","216","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","163","12","7.36","12","100.00","138","6","4.35","6","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","77","4","5.19","2","50.00","35","12","34.29","8","66.67"
"10882  :  โรงพยาบาลประทาย","237","133","56.12","113","84.96","171","75","43.86","62","82.67"
"10883  :  โรงพยาบาลปักธงชัย","56","21","37.50","15","71.43","55","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","273","33","12.09","20","60.61","282","117","41.49","51","43.59"
"10885  :  โรงพยาบาลห้วยแถลง","139","90","64.75","76","84.44","142","4","2.82","4","100.00"
"10886  :  โรงพยาบาลชุมพวง","235","126","53.62","114","90.48","132","61","46.21","58","95.08"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","108","69","63.89","67","97.10","106","51","48.11","50","98.04"
"10889  :  โรงพยาบาลสีคิ้ว","72","0","0.00","0","0.00","71","1","1.41","1","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","452","85","18.81","82","96.47","167","7","4.19","7","100.00"
"10891  :  โรงพยาบาลหนองบุญมาก","19","12","63.16","12","100.00","19","12","63.16","12","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","47","14","29.79","12","85.71","46","19","41.30","18","94.74"
"10893  :  โรงพยาบาลโนนแดง","92","56","60.87","50","89.29","91","46","50.55","41","89.13"
"10894  :  โรงพยาบาลวังน้ำเขียว","45","5","11.11","5","100.00","32","9","28.13","9","100.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","17","2","11.76","2","100.00","18","1","5.56","1","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","60","23","38.33","22","95.65","59","33","55.93","32","96.97"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","89","18","20.22","14","77.78","87","22","25.29","13","59.09"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","92","31","33.70","30","96.77","95","10","10.53","8","80.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","44","0","0.00","0","0.00","42","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","21","11","52.38","11","100.00","24","12","50.00","12","100.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","56","34","60.71","33","97.06","54","9","16.67","9","100.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","99","3","3.03","3","100.00","99","1","1.01","1","100.00"
"10916  :  โรงพยาบาลท่าตูม","235","99","42.13","82","82.83","188","1","0.53","1","100.00"
"10917  :  โรงพยาบาลจอมพระ","203","2","0.99","2","100.00","201","3","1.49","3","100.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","128","5","3.91","5","100.00","132","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","158","2","1.27","2","100.00","158","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","78","4","5.13","4","100.00","77","1","1.30","1","100.00"
"10922  :  โรงพยาบาลศีขรภูมิ","321","0","0.00","0","0.00","224","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","168","1","0.60","1","100.00","165","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","103","1","0.97","1","100.00","104","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","100","13","13.00","11","84.62","99","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","132","0","0.00","0","0.00","133","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","54","7","12.96","7","100.00","57","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","25","5","20.00","5","100.00","25","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","24","0","0.00","0","0.00","24","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","183","7","3.83","7","100.00","22","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","131","0","0.00","0","0.00","86","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","149","2","1.34","2","100.00","151","1","0.66","1","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","587","15","2.56","15","100.00","389","1","0.26","1","100.00"
"10930  :  โรงพยาบาลขุขันธ์","323","47","14.55","45","95.74","268","1","0.37","1","100.00"
"10931  :  โรงพยาบาลไพรบึง","156","1","0.64","1","100.00","140","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","49","1","2.04","1","100.00","48","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","156","2","1.28","2","100.00","156","29","18.59","25","86.21"
"10934  :  โรงพยาบาลราษีไศล","151","15","9.93","15","100.00","119","3","2.52","3","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","427","36","8.43","33","91.67","239","1","0.42","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","48","0","0.00","0","0.00","49","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","55","6","10.91","6","100.00","51","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","29","1","3.45","1","100.00","30","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","60","2","3.33","2","100.00","59","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","49","2","4.08","2","100.00","49","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","99","1","1.01","1","100.00","41","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","111","0","0.00","0","0.00","111","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","99","4","4.04","4","100.00","45","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","11","0","0.00","0","0.00","12","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","10","0","0.00","0","0.00","10","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","42","0","0.00","0","0.00","42","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","87","15","17.24","14","93.33","92","8","8.70","8","100.00"
"10946  :  โรงพยาบาลเขื่องใน","235","200","85.11","195","97.50","237","45","18.99","45","100.00"
"10947  :  โรงพยาบาลเขมราฐ","247","68","27.53","67","98.53","246","100","40.65","99","99.00"
"10948  :  โรงพยาบาลนาจะหลวย","235","134","57.02","125","93.28","179","92","51.40","85","92.39"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","315","114","36.19","111","97.37","143","56","39.16","44","78.57"
"10951  :  โรงพยาบาลตระการพืชผล","235","17","7.23","17","100.00","140","21","15.00","19","90.48"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","84","40","47.62","35","87.50","85","28","32.94","25","89.29"
"10953  :  โรงพยาบาลม่วงสามสิบ","270","98","36.30","85","86.73","145","73","50.34","58","79.45"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","36","8","22.22","8","100.00","37","2","5.41","2","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","150","48","32.00","41","85.42","120","66","55.00","57","86.36"
"10959  :  โรงพยาบาลสำโรง","109","41","37.61","39","95.12","60","42","70.00","41","97.62"
"10960  :  โรงพยาบาลดอนมดแดง","34","14","41.18","14","100.00","35","10","28.57","10","100.00"
"10961  :  โรงพยาบาลสิรินธร","122","6","4.92","6","100.00","122","29","23.77","27","93.10"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","78","12","15.38","11","91.67","78","40","51.28","37","92.50"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","105","28","26.67","28","100.00","9","5","55.56","5","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","676","39","5.77","38","97.44","383","198","51.70","195","98.48"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","20","1","5.00","1","100.00","20","12","60.00","12","100.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","51","11","21.57","11","100.00","8","2","25.00","2","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","230","13","5.65","12","92.31","219","2","0.91","2","100.00"
"10966  :  โรงพยาบาลป่าติ้ว","86","7","8.14","6","85.71","88","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","144","2","1.39","1","50.00","117","1","0.85","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","63","4","6.35","2","50.00","50","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","61","2","3.28","2","100.00","35","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","72","3","4.17","3","100.00","71","3","4.23","3","100.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","68","0","0.00","0","0.00","69","1","1.45","1","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","134","0","0.00","0","0.00","133","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","149","1","0.67","1","100.00","87","1","1.15","1","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","155","18","11.61","14","77.78","84","4","4.76","4","100.00"
"10973  :  โรงพยาบาลหนองบัวแดง","285","15","5.26","14","93.33","236","3","1.27","2","66.67"
"10974  :  โรงพยาบาลจัตุรัส","249","28","11.24","25","89.29","164","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","107","7","6.54","6","85.71","105","3","2.86","3","100.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","51","0","0.00","0","0.00","53","15","28.30","15","100.00"
"10977  :  โรงพยาบาลเทพสถิต","226","8","3.54","8","100.00","214","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","327","82","25.08","81","98.78","283","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","132","5","3.79","5","100.00","119","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","26","0","0.00","0","0.00","27","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","57","3","5.26","3","100.00","59","5","8.47","5","100.00"
"10983  :  โรงพยาบาลเนินสง่า","53","0","0.00","0","0.00","53","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","71","1","1.41","1","100.00","72","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","186","1","0.54","0","0.00","132","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","28","0","0.00","0","0.00","29","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","78","10","12.82","9","90.00","80","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","69","1","1.45","1","100.00","67","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","44","2","4.55","2","100.00","23","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","205","27","13.17","26","96.30","80","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","159","4","2.52","3","75.00","96","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","287","1","0.35","1","100.00","250","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","22","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","129","7","5.43","6","85.71","115","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","47","7","14.89","6","85.71","48","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","70","0","0.00","0","0.00","64","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","46","3","6.52","3","100.00","49","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","159","0","0.00","0","0.00","106","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","411","75","18.25","70","93.33","134","12","8.96","12","100.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","104","1","0.96","1","100.00","85","1","1.18","1","100.00"
