"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","164","12","7.32","11","91.67","175","1","0.57","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","83","8","9.64","0","0.00","91","4","4.40","3","75.00"
"10849  :  โรงพยาบาลเกาะกูด","15","0","0.00","0","0.00","18","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","239","14","5.86","13","92.86","301","2","0.66","1","50.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","49","1","2.04","1","100.00","48","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","584","92","15.75","56","60.87","590","37","6.27","29","78.38"
"10855  :  โรงพยาบาลสนามชัยเขต","242","220","90.91","220","100.00","244","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","123","2","1.63","1","50.00","127","2","1.57","2","100.00"
"13747  :  โรงพยาบาลราชสาส์น","19","0","0.00","0","0.00","19","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,024","50","4.88","46","92.00","1,019","59","5.79","54","91.53"
"10857  :  โรงพยาบาลกบินทร์บุรี","409","16","3.91","6","37.50","404","2","0.50","1","50.00"
"10858  :  โรงพยาบาลนาดี","156","1","0.64","0","0.00","158","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","136","3","2.21","0","0.00","138","3","2.17","1","33.33"
"10860  :  โรงพยาบาลประจันตคาม","265","20","7.55","16","80.00","286","22","7.69","16","72.73"
"10861  :  โรงพยาบาลศรีมหาโพธิ","742","93","12.53","80","86.02","746","27","3.62","25","92.59"
"10862  :  โรงพยาบาลศรีมโหสถ","302","25","8.28","24","96.00","306","23","7.52","21","91.30"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","59","1","1.69","1","100.00","59","1","1.69","1","100.00"
"10698  :  โรงพยาบาลนครนายก","798","1","0.13","0","0.00","865","43","4.97","34","79.07"
"10863  :  โรงพยาบาลปากพลี","110","1","0.91","1","100.00","102","1","0.98","1","100.00"
"10864  :  โรงพยาบาลบ้านนา","553","3","0.54","3","100.00","559","9","1.61","8","88.89"
"10865  :  โรงพยาบาลองครักษ์","358","1","0.28","0","0.00","360","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","623","17","2.73","13","76.47","667","17","2.55","13","76.47"
"10866  :  โรงพยาบาลคลองหาด","213","180","84.51","113","62.78","221","8","3.62","8","100.00"
"10867  :  โรงพยาบาลตาพระยา","168","4","2.38","4","100.00","174","27","15.52","24","88.89"
"10868  :  โรงพยาบาลวังน้ำเย็น","673","83","12.33","78","93.98","666","149","22.37","138","92.62"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","720","100","13.89","95","95.00","893","172","19.26","170","98.84"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","129","0","0.00","0","0.00","127","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","344","0","0.00","0","0.00","341","12","3.52","10","83.33"
"10873  :  โรงพยาบาลคง","403","0","0.00","0","0.00","402","5","1.24","4","80.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","123","0","0.00","0","0.00","122","2","1.64","1","50.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","656","15","2.29","15","100.00","652","11","1.69","10","90.91"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","37","0","0.00","0","0.00","38","2","5.26","2","100.00"
"10879  :  โรงพยาบาลโนนสูง","559","1","0.18","1","100.00","579","34","5.87","31","91.18"
"10880  :  โรงพยาบาลขามสะแกแสง","217","0","0.00","0","0.00","215","2","0.93","2","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","9","0","0.00","0","0.00","7","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","116","1","0.86","0","0.00","123","3","2.44","3","100.00"
"10883  :  โรงพยาบาลปักธงชัย","37","0","0.00","0","0.00","37","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","689","0","0.00","0","0.00","709","15","2.12","6","40.00"
"10885  :  โรงพยาบาลห้วยแถลง","354","1","0.28","0","0.00","352","8","2.27","8","100.00"
"10886  :  โรงพยาบาลชุมพวง","376","13","3.46","10","76.92","375","2","0.53","2","100.00"
"10887  :  โรงพยาบาลสูงเนิน","44","0","0.00","0","0.00","39","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","194","0","0.00","0","0.00","197","2","1.02","1","50.00"
"10889  :  โรงพยาบาลสีคิ้ว","187","1","0.53","0","0.00","189","3","1.59","3","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","475","27","5.68","25","92.59","477","19","3.98","18","94.74"
"10891  :  โรงพยาบาลหนองบุญมาก","105","1","0.95","0","0.00","105","2","1.90","2","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","17","0","0.00","0","0.00","18","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","163","0","0.00","0","0.00","162","1","0.62","1","100.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","12","0","0.00","0","0.00","13","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","116","0","0.00","0","0.00","114","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","58","1","1.72","0","0.00","58","1","1.72","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","31","0","0.00","0","0.00","31","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","21","0","0.00","0","0.00","20","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","198","0","0.00","0","0.00","198","2","1.01","1","50.00"
"27841  :  โรงพยาบาลเทพารักษ์","12","0","0.00","0","0.00","12","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","41","0","0.00","0","0.00","81","5","6.17","5","100.00"
"10895  :  โรงพยาบาลคูเมือง","252","4","1.59","2","50.00","253","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","563","16","2.84","14","87.50","553","21","3.80","16","76.19"
"10897  :  โรงพยาบาลนางรอง","1,147","18","1.57","15","83.33","1,141","34","2.98","31","91.18"
"10898  :  โรงพยาบาลหนองกี่","606","3","0.50","3","100.00","603","24","3.98","21","87.50"
"10899  :  โรงพยาบาลละหานทราย","759","7","0.92","6","85.71","752","33","4.39","32","96.97"
"10900  :  โรงพยาบาลประโคนชัย","910","18","1.98","17","94.44","913","17","1.86","15","88.24"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","206","9","4.37","9","100.00","206","11","5.34","11","100.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","13","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","28","0","0.00","0","0.00","28","2","7.14","2","100.00"
"23578  :  โรงพยาบาลแคนดง","61","0","0.00","0","0.00","61","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","203","2","0.99","1","50.00","202","3","1.49","2","66.67"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","250","5","2.00","2","40.00","251","16","6.37","8","50.00"
"10916  :  โรงพยาบาลท่าตูม","431","23","5.34","22","95.65","431","2","0.46","2","100.00"
"10917  :  โรงพยาบาลจอมพระ","382","7","1.83","3","42.86","389","6","1.54","6","100.00"
"10918  :  โรงพยาบาลปราสาท","743","1","0.13","0","0.00","751","20","2.66","14","70.00"
"10919  :  โรงพยาบาลกาบเชิง","213","3","1.41","1","33.33","214","9","4.21","5","55.56"
"10920  :  โรงพยาบาลรัตนบุรี","415","12","2.89","5","41.67","412","5","1.21","4","80.00"
"10921  :  โรงพยาบาลสนม","169","5","2.96","2","40.00","166","3","1.81","2","66.67"
"10922  :  โรงพยาบาลศีขรภูมิ","459","3","0.65","2","66.67","456","1","0.22","1","100.00"
"10923  :  โรงพยาบาลสังขะ","352","0","0.00","0","0.00","352","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","322","1","0.31","0","0.00","319","253","79.31","205","81.03"
"10925  :  โรงพยาบาลสำโรงทาบ","13","0","0.00","0","0.00","14","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","425","1","0.24","1","100.00","420","10","2.38","10","100.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","208","0","0.00","0","0.00","207","1","0.48","1","100.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","145","2","1.38","2","100.00","145","11","7.59","11","100.00"
"27843  :  โรงพยาบาลศรีณรงค์","17","0","0.00","0","0.00","17","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","887","65","7.33","65","100.00","890","69","7.75","65","94.20"
"10927  :  โรงพยาบาลยางชุมน้อย","172","163","94.77","133","81.60","173","1","0.58","1","100.00"
"10928  :  โรงพยาบาลกันทรารมย์","471","31","6.58","29","93.55","467","17","3.64","16","94.12"
"10929  :  โรงพยาบาลกันทรลักษ์","765","18","2.35","14","77.78","767","20","2.61","19","95.00"
"10930  :  โรงพยาบาลขุขันธ์","909","221","24.31","187","84.62","919","55","5.98","49","89.09"
"10931  :  โรงพยาบาลไพรบึง","72","8","11.11","8","100.00","75","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","353","25","7.08","22","88.00","352","13","3.69","9","69.23"
"10933  :  โรงพยาบาลขุนหาญ","94","2","2.13","2","100.00","98","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","69","15","21.74","14","93.33","407","12","2.95","11","91.67"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","398","53","13.32","51","96.23","426","69","16.20","63","91.30"
"10936  :  โรงพยาบาลบึงบูรพ์","80","13","16.25","13","100.00","80","26","32.50","25","96.15"
"10937  :  โรงพยาบาลห้วยทับทัน","228","20","8.77","16","80.00","226","61","26.99","60","98.36"
"10938  :  โรงพยาบาลโนนคูณ","114","1","0.88","1","100.00","113","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","285","14","4.91","11","78.57","290","21","7.24","18","85.71"
"10940  :  โรงพยาบาลวังหิน","112","9","8.04","9","100.00","110","8","7.27","8","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","77","0","0.00","0","0.00","78","1","1.28","1","100.00"
"10942  :  โรงพยาบาลภูสิงห์","130","17","13.08","14","82.35","134","1","0.75","1","100.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","218","15","6.88","12","80.00","220","17","7.73","12","70.59"
"28014  :  โรงพยาบาลพยุห์","90","5","5.56","5","100.00","90","2","2.22","2","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","134","1","0.75","1","100.00","135","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","307","3","0.98","2","66.67","313","7","2.24","3","42.86"
"10948  :  โรงพยาบาลนาจะหลวย","319","14","4.39","9","64.29","318","8","2.52","3","37.50"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","373","29","7.77","28","96.55","398","6","1.51","5","83.33"
"10951  :  โรงพยาบาลตระการพืชผล","657","13","1.98","10","76.92","657","20","3.04","19","95.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","180","8","4.44","8","100.00","179","5","2.79","5","100.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","420","51","12.14","35","68.63","437","25","5.72","19","76.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","565","22","3.89","22","100.00"
"10957  :  โรงพยาบาลตาลสุม","114","0","0.00","0","0.00","116","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","276","3","1.09","2","66.67","277","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","146","10","6.85","10","100.00","145","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","108","0","0.00","0","0.00","110","3","2.73","3","100.00"
"10961  :  โรงพยาบาลสิรินธร","203","17","8.37","14","82.35","216","1","0.46","1","100.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","87","0","0.00","0","0.00","86","1","1.16","1","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","161","2","1.24","2","100.00","157","8","5.10","7","87.50"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","489","19","3.89","17","89.47","510","20","3.92","20","100.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","382","11","2.88","7","63.64","381","9","2.36","8","88.89"
"10966  :  โรงพยาบาลป่าติ้ว","159","3","1.89","2","66.67","160","2","1.25","2","100.00"
"10967  :  โรงพยาบาลมหาชนะชัย","255","4","1.57","2","50.00","257","13","5.06","12","92.31"
"10968  :  โรงพยาบาลค้อวัง","137","2","1.46","2","100.00","139","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","47","1","2.13","1","100.00","45","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","82","1","1.22","1","100.00","81","7","8.64","5","71.43"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","127","0","0.00","0","0.00","128","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","173","1","0.58","1","100.00","170","13","7.65","13","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","23","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","525","9","1.71","5","55.56","514","7","1.36","5","71.43"
"10974  :  โรงพยาบาลจัตุรัส","78","0","0.00","0","0.00","78","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","94","0","0.00","0","0.00","92","1","1.09","1","100.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","150","1","0.67","1","100.00","148","1","0.68","1","100.00"
"10977  :  โรงพยาบาลเทพสถิต","226","0","0.00","0","0.00","228","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","505","15","2.97","15","100.00","504","18","3.57","18","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","269","9","3.35","9","100.00","271","13","4.80","13","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","141","26","18.44","26","100.00","159","13","8.18","11","84.62"
"10981  :  โรงพยาบาลคอนสาร","24","0","0.00","0","0.00","23","1","4.35","1","100.00"
"10982  :  โรงพยาบาลภักดีชุมพล","112","18","16.07","18","100.00","113","14","12.39","13","92.86"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","200","41","20.50","25","60.98","201","1","0.50","1","100.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","452","1","0.22","0","0.00","457","2","0.44","2","100.00"
"10987  :  โรงพยาบาลพนา","10","0","0.00","0","0.00","10","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","187","2","1.07","2","100.00","191","1","0.52","1","100.00"
"10989  :  โรงพยาบาลหัวตะพาน","270","0","0.00","0","0.00","269","4","1.49","4","100.00"
"10990  :  โรงพยาบาลลืออำนาจ","207","0","0.00","0","0.00","210","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","20","1","5.00","1","100.00","20","3","15.00","3","100.00"
"11041  :  โรงพยาบาลพรเจริญ","464","1","0.22","1","100.00","460","4","0.87","2","50.00"
"11043  :  โรงพยาบาลโซ่พิสัย","21","1","4.76","1","100.00","23","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","34","1","2.94","1","100.00","35","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","406","31","7.64","24","77.42","406","36","8.87","36","100.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","380","6","1.58","5","83.33","369","6","1.63","5","83.33"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","410","3","0.73","3","100.00","414","2","0.48","2","100.00"
"11000  :  โรงพยาบาลน้ำพอง","83","1","1.20","1","100.00","85","1","1.18","1","100.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","15","0","0.00","0","0.00","15","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","117","0","0.00","0","0.00","116","23","19.83","19","82.61"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","441","24","5.44","22","91.67","444","20","4.50","18","90.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","760","35","4.61","29","82.86","756","46","6.08","39","84.78"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","279","2","0.72","2","100.00","286","16","5.59","15","93.75"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","98","1","1.02","1","100.00","98","7","7.14","3","42.86"
