"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10848  :  โรงพยาบาลแหลมงอบ","94","3","3.19","3","100.00","97","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","32","9","28.13","6","66.67","36","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","126","3","2.38","2","66.67","39","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","32","0","0.00","0","0.00","33","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","531","25","4.71","23","92.00","540","1","0.19","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","188","2","1.06","2","100.00","185","1","0.54","1","100.00"
"10856  :  โรงพยาบาลแปลงยาว","107","0","0.00","0","0.00","106","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","17","0","0.00","0","0.00","16","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","919","34","3.70","29","85.29","894","3","0.34","1","33.33"
"10857  :  โรงพยาบาลกบินทร์บุรี","327","10","3.06","2","20.00","259","1","0.39","0","0.00"
"10858  :  โรงพยาบาลนาดี","158","1","0.63","0","0.00","158","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","114","2","1.75","0","0.00","112","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","293","54","18.43","47","87.04","293","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","582","99","17.01","88","88.89","229","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","235","21","8.94","21","100.00","109","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","60","1","1.67","1","100.00","11","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","668","12","1.80","9","75.00","667","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","83","2","2.41","2","100.00","82","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","481","1","0.21","1","100.00","437","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","303","0","0.00","0","0.00","289","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","568","10","1.76","10","100.00","540","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","195","6","3.08","5","83.33","198","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","187","5","2.67","5","100.00","182","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","501","21","4.19","16","76.19","477","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","662","15","2.27","14","93.33","304","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","112","0","0.00","0","0.00","73","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","303","0","0.00","0","0.00","299","16","5.35","9","56.25"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","122","0","0.00","0","0.00","124","1","0.81","1","100.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","644","13","2.02","13","100.00","610","11","1.80","10","90.91"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","21","0","0.00","0","0.00","9","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","549","1","0.18","0","0.00","544","13","2.39","11","84.62"
"10880  :  โรงพยาบาลขามสะแกแสง","226","0","0.00","0","0.00","224","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","8","0","0.00","0","0.00","8","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","116","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","30","0","0.00","0","0.00","17","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","661","1","0.15","1","100.00","658","8","1.22","6","75.00"
"10885  :  โรงพยาบาลห้วยแถลง","305","7","2.30","6","85.71","302","1","0.33","1","100.00"
"10886  :  โรงพยาบาลชุมพวง","361","26","7.20","8","30.77","344","55","15.99","29","52.73"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","188","0","0.00","0","0.00","185","2","1.08","1","50.00"
"10889  :  โรงพยาบาลสีคิ้ว","96","0","0.00","0","0.00","83","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","360","1","0.28","0","0.00","196","9","4.59","8","88.89"
"10891  :  โรงพยาบาลหนองบุญมาก","89","0","0.00","0","0.00","90","7","7.78","7","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","2","0","0.00","0","0.00","2","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","164","0","0.00","0","0.00","161","1","0.62","1","100.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","11","0","0.00","0","0.00","9","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","113","0","0.00","0","0.00","110","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","78","3","3.85","2","66.67","68","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","24","0","0.00","0","0.00","24","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","21","0","0.00","0","0.00","20","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","40","1","2.50","1","100.00","11","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","251","6","2.39","3","50.00","247","12","4.86","5","41.67"
"10896  :  โรงพยาบาลกระสัง","586","19","3.24","15","78.95","570","30","5.26","18","60.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","498","4","0.80","4","100.00","458","20","4.37","17","85.00"
"10899  :  โรงพยาบาลละหานทราย","484","6","1.24","6","100.00","459","15","3.27","13","86.67"
"10900  :  โรงพยาบาลประโคนชัย","923","16","1.73","14","87.50","885","16","1.81","11","68.75"
"10901  :  โรงพยาบาลบ้านกรวด","433","36","8.31","24","66.67","420","15","3.57","10","66.67"
"10902  :  โรงพยาบาลพุทไธสง","414","46","11.11","41","89.13","410","12","2.93","8","66.67"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","510","174","34.12","91","52.30","460","22","4.78","15","68.18"
"10906  :  โรงพยาบาลปะคำ","112","1","0.89","1","100.00","111","4","3.60","4","100.00"
"10907  :  โรงพยาบาลนาโพธิ์","179","42","23.46","42","100.00","178","23","12.92","19","82.61"
"10908  :  โรงพยาบาลหนองหงส์","190","0","0.00","0","0.00","179","2","1.12","2","100.00"
"10909  :  โรงพยาบาลพลับพลาชัย","172","5","2.91","5","100.00","167","3","1.80","3","100.00"
"10910  :  โรงพยาบาลห้วยราช","178","21","11.80","21","100.00","176","17","9.66","15","88.24"
"10911  :  โรงพยาบาลโนนสุวรรณ","149","6","4.03","4","66.67","148","2","1.35","1","50.00"
"10912  :  โรงพยาบาลชำนิ","99","1","1.01","1","100.00","96","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","152","1","0.66","1","100.00","152","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","161","15","9.32","8","53.33","148","7","4.73","2","28.57"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","114","0","0.00","0","0.00","114","5","4.39","5","100.00"
"23578  :  โรงพยาบาลแคนดง","166","11","6.63","10","90.91","160","1","0.63","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","156","1","0.64","1","100.00","147","8","5.44","8","100.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","207","5","2.42","5","100.00","205","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","426","3","0.70","3","100.00","425","2","0.47","2","100.00"
"10917  :  โรงพยาบาลจอมพระ","393","1","0.25","1","100.00","394","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","213","4","1.88","1","25.00","204","2","0.98","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","428","10","2.34","4","40.00","424","1","0.24","0","0.00"
"10921  :  โรงพยาบาลสนม","171","6","3.51","3","50.00","171","1","0.58","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","490","0","0.00","0","0.00","489","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","371","2","0.54","1","50.00","366","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","309","1","0.32","1","100.00","305","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","40","0","0.00","0","0.00","38","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","366","0","0.00","0","0.00","357","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","191","1","0.52","0","0.00","189","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","136","2","1.47","2","100.00","135","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","16","0","0.00","0","0.00","17","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","908","35","3.85","33","94.29","532","1","0.19","1","100.00"
"10927  :  โรงพยาบาลยางชุมน้อย","158","0","0.00","0","0.00","157","65","41.40","49","75.38"
"10928  :  โรงพยาบาลกันทรารมย์","478","19","3.97","18","94.74","469","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","675","6","0.89","6","100.00","623","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","857","26","3.03","20","76.92","657","9","1.37","7","77.78"
"10931  :  โรงพยาบาลไพรบึง","64","3","4.69","3","100.00","16","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","306","6","1.96","5","83.33","303","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","92","0","0.00","0","0.00","86","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","45","2","4.44","1","50.00","11","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","310","30","9.68","25","83.33","110","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","47","0","0.00","0","0.00","47","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","216","49","22.69","21","42.86","218","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","87","0","0.00","0","0.00","84","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","256","3","1.17","3","100.00","255","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","118","21","17.80","20","95.24","113","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","53","0","0.00","0","0.00","8","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","123","12","9.76","11","91.67","123","1","0.81","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","202","3","1.49","1","33.33","203","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","96","8","8.33","8","100.00","98","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","159","8","5.03","4","50.00","151","1","0.66","1","100.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","284","40","14.08","31","77.50","288","62","21.53","55","88.71"
"10948  :  โรงพยาบาลนาจะหลวย","330","23","6.97","19","82.61","282","10","3.55","8","80.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","399","165","41.35","160","96.97","354","6","1.69","5","83.33"
"10951  :  โรงพยาบาลตระการพืชผล","620","45","7.26","42","93.33","555","37","6.67","32","86.49"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","186","98","52.69","89","90.82","185","13","7.03","11","84.62"
"10953  :  โรงพยาบาลม่วงสามสิบ","400","10","2.50","7","70.00","291","51","17.53","43","84.31"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","101","3","2.97","2","66.67","93","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","180","14","7.78","14","100.00","180","18","10.00","17","94.44"
"10959  :  โรงพยาบาลสำโรง","149","9","6.04","8","88.89","117","7","5.98","7","100.00"
"10960  :  โรงพยาบาลดอนมดแดง","98","4","4.08","4","100.00","96","31","32.29","29","93.55"
"10961  :  โรงพยาบาลสิรินธร","194","23","11.86","18","78.26","195","50","25.64","38","76.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","72","12","16.67","12","100.00","71","24","33.80","24","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","161","40","24.84","40","100.00","164","39","23.78","37","94.87"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","429","101","23.54","94","93.07","33","4","12.12","3","75.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","353","5","1.42","2","40.00","353","1","0.28","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","159","1","0.63","1","100.00","158","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","210","2","0.95","0","0.00","206","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","121","0","0.00","0","0.00","121","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","8","0","0.00","0","0.00","8","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","38","0","0.00","0","0.00","39","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","78","3","3.85","3","100.00","75","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","115","0","0.00","0","0.00","116","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","181","8","4.42","7","87.50","183","1","0.55","1","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","17","0","0.00","0","0.00","16","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","509","2","0.39","2","100.00","500","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","72","0","0.00","0","0.00","71","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","107","0","0.00","0","0.00","102","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","158","0","0.00","0","0.00","156","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","224","0","0.00","0","0.00","203","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","496","5","1.01","5","100.00","494","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","277","0","0.00","0","0.00","268","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","16","0","0.00","0","0.00","14","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","113","8","7.08","8","100.00","111","5","4.50","5","100.00"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","186","3","1.61","0","0.00","184","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","382","1","0.26","1","100.00","298","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","202","1","0.50","0","0.00","197","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","139","0","0.00","0","0.00","153","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","285","7","2.46","7","100.00","291","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","144","0","0.00","0","0.00","107","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","356","0","0.00","0","0.00","327","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","283","0","0.00","0","0.00","269","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","361","1","0.28","1","100.00","355","1","0.28","1","100.00"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","27","0","0.00","0","0.00","19","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","68","2","2.94","2","100.00","69","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","9","0","0.00","0","0.00","9","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","103","5","4.85","3","60.00","102","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","399","15","3.76","14","93.33","397","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","514","27","5.25","25","92.59","387","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","134","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","97","5","5.15","5","100.00","100","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
