"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10845  :  โรงพยาบาลคลองใหญ่","777","1","0.13","1","100.00","759","11","1.45","9","81.82"
"10846  :  โรงพยาบาลเขาสมิง","62","1","1.61","0","0.00","66","1","1.52","1","100.00"
"10847  :  โรงพยาบาลบ่อไร่","609","20","3.28","13","65.00","548","2","0.36","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","380","8","2.11","0","0.00","282","5","1.77","4","80.00"
"10849  :  โรงพยาบาลเกาะกูด","115","9","7.83","5","55.56","78","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","42","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","804","31","3.86","27","87.10","906","5","0.55","3","60.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","313","1","0.32","1","100.00","133","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","1,872","102","5.45","55","53.92","1,719","90","5.24","77","85.56"
"10855  :  โรงพยาบาลสนามชัยเขต","692","221","31.94","220","99.55","683","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","367","2","0.54","1","50.00","377","3","0.80","3","100.00"
"13747  :  โรงพยาบาลราชสาส์น","67","1","1.49","1","100.00","66","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","2,978","104","3.49","80","76.92","2,967","82","2.76","71","86.59"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,149","32","2.79","9","28.13","1,145","4","0.35","1","25.00"
"10858  :  โรงพยาบาลนาดี","476","1","0.21","0","0.00","477","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","432","9","2.08","1","11.11","433","5","1.15","3","60.00"
"10860  :  โรงพยาบาลประจันตคาม","887","58","6.54","47","81.03","941","50","5.31","38","76.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,144","218","10.17","182","83.49","2,136","59","2.76","52","88.14"
"10862  :  โรงพยาบาลศรีมโหสถ","977","45","4.61","31","68.89","984","31","3.15","30","96.77"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","220","2","0.91","2","100.00","223","3","1.35","3","100.00"
"10698  :  โรงพยาบาลนครนายก","2,315","3","0.13","0","0.00","2,433","44","1.81","34","77.27"
"10863  :  โรงพยาบาลปากพลี","313","2","0.64","2","100.00","301","1","0.33","1","100.00"
"10864  :  โรงพยาบาลบ้านนา","1,723","7","0.41","2","28.57","1,726","16","0.93","10","62.50"
"10865  :  โรงพยาบาลองครักษ์","1,124","1","0.09","0","0.00","1,123","1","0.09","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,839","40","2.18","30","75.00","1,986","28","1.41","20","71.43"
"10866  :  โรงพยาบาลคลองหาด","621","191","30.76","108","56.54","625","14","2.24","12","85.71"
"10867  :  โรงพยาบาลตาพระยา","520","12","2.31","12","100.00","522","54","10.34","50","92.59"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,973","103","5.22","87","84.47","1,948","163","8.37","142","87.12"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","2,105","132","6.27","123","93.18","2,597","302","11.63","300","99.34"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","365","0","0.00","0","0.00","367","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","1,449","0","0.00","0","0.00","1,010","12","1.19","10","83.33"
"10873  :  โรงพยาบาลคง","1,167","1","0.09","0","0.00","1,157","5","0.43","4","80.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","519","0","0.00","0","0.00","402","2","0.50","1","50.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","1,983","19","0.96","17","89.47","1,944","11","0.57","9","81.82"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","523","1","0.19","0","0.00","92","2","2.17","2","100.00"
"10879  :  โรงพยาบาลโนนสูง","1,706","4","0.23","4","100.00","1,776","35","1.97","31","88.57"
"10880  :  โรงพยาบาลขามสะแกแสง","683","0","0.00","0","0.00","681","2","0.29","2","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","275","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","319","1","0.31","0","0.00","356","3","0.84","3","100.00"
"10883  :  โรงพยาบาลปักธงชัย","111","0","0.00","0","0.00","110","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","1,999","1","0.05","1","100.00","2,043","18","0.88","7","38.89"
"10885  :  โรงพยาบาลห้วยแถลง","1,055","2","0.19","1","50.00","1,042","9","0.86","9","100.00"
"10886  :  โรงพยาบาลชุมพวง","1,088","13","1.19","10","76.92","1,074","3","0.28","3","100.00"
"10887  :  โรงพยาบาลสูงเนิน","124","0","0.00","0","0.00","113","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","618","0","0.00","0","0.00","615","2","0.33","1","50.00"
"10889  :  โรงพยาบาลสีคิ้ว","465","1","0.22","0","0.00","466","6","1.29","5","83.33"
"10890  :  โรงพยาบาลปากช่องนานา","1,311","31","2.36","26","83.87","1,320","20","1.52","18","90.00"
"10891  :  โรงพยาบาลหนองบุญมาก","309","1","0.32","0","0.00","303","3","0.99","3","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","45","0","0.00","0","0.00","48","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","509","0","0.00","0","0.00","509","1","0.20","1","100.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","38","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","360","1","0.28","1","100.00","352","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","185","1","0.54","0","0.00","184","1","0.54","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","81","0","0.00","0","0.00","80","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","45","0","0.00","0","0.00","45","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","580","0","0.00","0","0.00","578","3","0.52","2","66.67"
"27841  :  โรงพยาบาลเทพารักษ์","49","0","0.00","0","0.00","49","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","117","1","0.85","1","100.00","242","5","2.07","5","100.00"
"10895  :  โรงพยาบาลคูเมือง","796","10","1.26","3","30.00","725","1","0.14","0","0.00"
"10896  :  โรงพยาบาลกระสัง","2,356","49","2.08","21","42.86","1,670","48","2.87","24","50.00"
"10897  :  โรงพยาบาลนางรอง","4,473","23","0.51","18","78.26","3,454","40","1.16","34","85.00"
"10898  :  โรงพยาบาลหนองกี่","2,325","3","0.13","2","66.67","1,762","24","1.36","21","87.50"
"10899  :  โรงพยาบาลละหานทราย","2,474","8","0.32","6","75.00","2,119","39","1.84","35","89.74"
"10900  :  โรงพยาบาลประโคนชัย","2,664","20","0.75","18","90.00","2,646","18","0.68","16","88.89"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","551","21","3.81","18","85.71","554","11","1.99","11","100.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","33","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","79","0","0.00","0","0.00","79","2","2.53","2","100.00"
"23578  :  โรงพยาบาลแคนดง","143","0","0.00","0","0.00","143","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","513","3","0.58","1","33.33","504","3","0.60","1","33.33"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","695","6","0.86","3","50.00","699","47","6.72","20","42.55"
"10916  :  โรงพยาบาลท่าตูม","1,276","28","2.19","27","96.43","1,264","2","0.16","2","100.00"
"10917  :  โรงพยาบาลจอมพระ","1,184","8","0.68","2","25.00","1,187","9","0.76","8","88.89"
"10918  :  โรงพยาบาลปราสาท","2,252","16","0.71","9","56.25","2,228","30","1.35","15","50.00"
"10919  :  โรงพยาบาลกาบเชิง","634","10","1.58","3","30.00","626","20","3.19","8","40.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,235","29","2.35","10","34.48","1,226","25","2.04","8","32.00"
"10921  :  โรงพยาบาลสนม","491","15","3.05","5","33.33","488","16","3.28","3","18.75"
"10922  :  โรงพยาบาลศีขรภูมิ","1,863","4","0.21","3","75.00","1,429","2","0.14","2","100.00"
"10923  :  โรงพยาบาลสังขะ","1,097","4","0.36","2","50.00","1,095","1","0.09","0","0.00"
"10924  :  โรงพยาบาลลำดวน","1,180","4","0.34","0","0.00","969","716","73.89","421","58.80"
"10925  :  โรงพยาบาลสำโรงทาบ","71","0","0.00","0","0.00","71","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1,118","1","0.09","1","100.00","1,108","10","0.90","10","100.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","807","5","0.62","4","80.00","553","1","0.18","1","100.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","425","5","1.18","4","80.00","426","13","3.05","12","92.31"
"27843  :  โรงพยาบาลศรีณรงค์","237","0","0.00","0","0.00","51","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","3,260","132","4.05","103","78.03","2,743","140","5.10","115","82.14"
"10927  :  โรงพยาบาลยางชุมน้อย","798","230","28.82","65","28.26","580","3","0.52","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","1,880","46","2.45","40","86.96","1,477","30","2.03","22","73.33"
"10929  :  โรงพยาบาลกันทรลักษ์","3,015","44","1.46","37","84.09","2,204","36","1.63","29","80.56"
"10930  :  โรงพยาบาลขุขันธ์","2,662","283","10.63","178","62.90","2,676","139","5.19","113","81.29"
"10931  :  โรงพยาบาลไพรบึง","492","12","2.44","5","41.67","193","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","1,017","38","3.74","31","81.58","1,040","20","1.92","13","65.00"
"10933  :  โรงพยาบาลขุนหาญ","233","2","0.86","1","50.00","233","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","667","20","3.00","16","80.00","1,172","31","2.65","27","87.10"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,688","92","5.45","73","79.35","1,193","158","13.24","112","70.89"
"10936  :  โรงพยาบาลบึงบูรพ์","299","14","4.68","14","100.00","203","51","25.12","35","68.63"
"10937  :  โรงพยาบาลห้วยทับทัน","721","160","22.19","38","23.75","704","140","19.89","36","25.71"
"10938  :  โรงพยาบาลโนนคูณ","305","1","0.33","1","100.00","302","1","0.33","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","768","15","1.95","11","73.33","775","26","3.35","22","84.62"
"10940  :  โรงพยาบาลวังหิน","349","19","5.44","15","78.95","342","28","8.19","27","96.43"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","171","0","0.00","0","0.00","183","2","1.09","2","100.00"
"10942  :  โรงพยาบาลภูสิงห์","359","33","9.19","28","84.85","360","3","0.83","3","100.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","620","19","3.06","6","31.58","623","19","3.05","12","63.16"
"28014  :  โรงพยาบาลพยุห์","266","21","7.89","17","80.95","269","3","1.12","3","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","402","1","0.25","1","100.00","398","1","0.25","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","906","24","2.65","5","20.83","913","46","5.04","28","60.87"
"10948  :  โรงพยาบาลนาจะหลวย","951","27","2.84","15","55.56","950","21","2.21","9","42.86"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,106","31","2.80","22","70.97","1,151","33","2.87","30","90.91"
"10951  :  โรงพยาบาลตระการพืชผล","1,843","39","2.12","31","79.49","1,857","41","2.21","36","87.80"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","830","13","1.57","12","92.31","519","6","1.16","6","100.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,754","92","5.25","60","65.22","1,326","77","5.81","48","62.34"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","1,675","72","4.30","59","81.94"
"10957  :  โรงพยาบาลตาลสุม","593","3","0.51","0","0.00","273","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,193","9","0.75","5","55.56","691","23","3.33","22","95.65"
"10959  :  โรงพยาบาลสำโรง","443","11","2.48","10","90.91","438","16","3.65","15","93.75"
"10960  :  โรงพยาบาลดอนมดแดง","568","11","1.94","2","18.18","316","5","1.58","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","1,045","40","3.83","34","85.00","657","3","0.46","2","66.67"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","383","4","1.04","3","75.00","227","6","2.64","4","66.67"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","526","4","0.76","3","75.00","529","26","4.91","23","88.46"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,429","43","3.01","34","79.07","1,478","32","2.17","29","90.63"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","224","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,134","19","1.68","9","47.37","1,136","21","1.85","17","80.95"
"10966  :  โรงพยาบาลป่าติ้ว","435","5","1.15","2","40.00","433","7","1.62","7","100.00"
"10967  :  โรงพยาบาลมหาชนะชัย","636","13","2.04","6","46.15","635","25","3.94","20","80.00"
"10968  :  โรงพยาบาลค้อวัง","378","3","0.79","2","66.67","374","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","20","0","0.00","0","0.00","19","1","5.26","1","100.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","131","1","0.76","0","0.00","127","1","0.79","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","242","6","2.48","5","83.33","242","15","6.20","9","60.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","375","0","0.00","0","0.00","377","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","526","8","1.52","7","87.50","517","15","2.90","13","86.67"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","54","0","0.00","0","0.00","54","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,488","12","0.81","8","66.67","1,452","7","0.48","5","71.43"
"10974  :  โรงพยาบาลจัตุรัส","211","0","0.00","0","0.00","211","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","281","0","0.00","0","0.00","279","2","0.72","1","50.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","431","2","0.46","2","100.00","426","2","0.47","2","100.00"
"10977  :  โรงพยาบาลเทพสถิต","685","0","0.00","0","0.00","693","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,540","22","1.43","21","95.45","1,533","18","1.17","18","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","775","11","1.42","11","100.00","774","14","1.81","14","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","492","35","7.11","33","94.29","498","17","3.41","12","70.59"
"10981  :  โรงพยาบาลคอนสาร","55","0","0.00","0","0.00","54","1","1.85","1","100.00"
"10982  :  โรงพยาบาลภักดีชุมพล","350","38","10.86","38","100.00","362","23","6.35","22","95.65"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","581","44","7.57","24","54.55","579","5","0.86","2","40.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,201","2","0.17","1","50.00","1,210","6","0.50","3","50.00"
"10987  :  โรงพยาบาลพนา","39","0","0.00","0","0.00","39","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","529","2","0.38","1","50.00","533","1","0.19","1","100.00"
"10989  :  โรงพยาบาลหัวตะพาน","874","0","0.00","0","0.00","856","4","0.47","4","100.00"
"10990  :  โรงพยาบาลลืออำนาจ","641","1","0.16","1","100.00","654","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","47","2","4.26","2","100.00","47","3","6.38","3","100.00"
"11041  :  โรงพยาบาลพรเจริญ","1,351","1","0.07","0","0.00","1,340","4","0.30","2","50.00"
"11043  :  โรงพยาบาลโซ่พิสัย","76","1","1.32","1","100.00","79","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","120","1","0.83","0","0.00","124","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,183","31","2.62","14","45.16","1,178","37","3.14","35","94.59"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,113","9","0.81","8","88.89","1,087","6","0.55","5","83.33"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,656","4","0.24","4","100.00","1,218","2","0.16","2","100.00"
"11000  :  โรงพยาบาลน้ำพอง","899","4","0.44","4","100.00","284","2","0.70","2","100.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","38","0","0.00","0","0.00","39","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","357","1","0.28","1","100.00","350","59","16.86","49","83.05"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,190","41","3.45","38","92.68","1,204","20","1.66","17","85.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","2,267","68","3.00","56","82.35","2,251","57","2.53","47","82.46"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","416","3","0.72","3","100.00","423","18","4.26","17","94.44"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
