"โรงพยาบาล","รวมทั้งปีการศึกษา 2561","ปีการศึกษา 2561 เทอม1","ปีการศึกษา 2561 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","254","0","0.00","0","0","0.00","254","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,245","0","0.00","0","0","0.00","1,245","0","0.00"
"10858  :  โรงพยาบาลนาดี","220","0","0.00","0","0","0.00","220","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","426","0","0.00","0","0","0.00","426","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,393","0","0.00","0","0","0.00","1,393","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,799","0","0.00","0","0","0.00","2,799","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","2,013","422","20.96","0","0","0.00","2,013","416","20.67"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","507","0","0.00","0","0","0.00","507","0","0.00"
"10698  :  โรงพยาบาลนครนายก","3,061","0","0.00","1,010","0","0.00","2,051","0","0.00"
"10863  :  โรงพยาบาลปากพลี","112","0","0.00","0","0","0.00","112","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","2,063","0","0.00","0","0","0.00","2,063","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","1,852","0","0.00","0","0","0.00","1,852","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","176","0","0.00","0","0","0.00","176","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","805","0","0.00","0","0","0.00","805","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","643","0","0.00","0","0","0.00","643","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,602","0","0.00","0","0","0.00","1,602","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","1,230","0","0.00","0","0","0.00","1,230","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0.00","0","0","0.00","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","576","0","0.00","0","0","0.00","576","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,109","0","0.00","0","0","0.00","1,109","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","1,883","0","0.00","0","0","0.00","1,883","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0","0.00","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0","0.00","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,086","0","0.00","0","0","0.00","1,086","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","1,704","0","0.00","251","0","0.00","1,453","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","1,060","0","0.00","0","0","0.00","1,060","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","309","0","0.00","0","0","0.00","309","0","0.00"
"10882  :  โรงพยาบาลประทาย","1,789","0","0.00","0","0","0.00","1,789","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","236","0","0.00","0","0","0.00","236","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0","0.00","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","903","0","0.00","0","0","0.00","903","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","1,548","0","0.00","0","0","0.00","1,548","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","615","0","0.00","0","0","0.00","615","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","408","0","0.00","0","0","0.00","408","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0","0.00","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","58","0","0.00","0","0","0.00","58","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","406","0","0.00","0","0","0.00","406","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","826","0","0.00","228","0","0.00","598","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","327","0","0.00","0","0","0.00","327","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0","0.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","539","0","0.00","0","0","0.00","539","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","295","0","0.00","0","0","0.00","295","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","137","0","0.00","0","0","0.00","137","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","363","0","0.00","0","0","0.00","363","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","990","4","0.40","0","0","0.00","990","4","0.40"
"10896  :  โรงพยาบาลกระสัง","904","3","0.33","0","0","0.00","904","3","0.33"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","2,432","32","1.32","0","0","0.00","2,432","32","1.32"
"10899  :  โรงพยาบาลละหานทราย","1,928","0","0.00","0","0","0.00","1,928","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","3,159","0","0.00","0","0","0.00","3,159","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","1,991","1","0.05","0","0","0.00","1,991","1","0.05"
"10902  :  โรงพยาบาลพุทไธสง","1,905","0","0.00","0","0","0.00","1,905","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,643","0","0.00","0","0","0.00","2,643","0","0.00"
"10906  :  โรงพยาบาลปะคำ","373","0","0.00","0","0","0.00","373","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","343","0","0.00","0","0","0.00","343","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","739","730","98.78","0","0","0.00","739","676","91.47"
"10909  :  โรงพยาบาลพลับพลาชัย","613","0","0.00","0","0","0.00","613","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","127","1","0.79","0","0","0.00","127","1","0.79"
"10911  :  โรงพยาบาลโนนสุวรรณ","716","0","0.00","0","0","0.00","716","0","0.00"
"10912  :  โรงพยาบาลชำนิ","252","0","0.00","0","0","0.00","252","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","257","0","0.00","0","0","0.00","257","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","561","542","96.61","0","0","0.00","561","542","96.61"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","512","0","0.00","0","0","0.00","512","0","0.00"
"23578  :  โรงพยาบาลแคนดง","672","0","0.00","0","0","0.00","672","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","703","1","0.14","0","0","0.00","703","1","0.14"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","605","1","0.17","0","0","0.00","605","1","0.17"
"10916  :  โรงพยาบาลท่าตูม","1,499","0","0.00","0","0","0.00","1,499","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,224","0","0.00","0","0","0.00","1,224","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0","0.00","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","785","0","0.00","0","0","0.00","785","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,066","0","0.00","0","0","0.00","1,066","0","0.00"
"10921  :  โรงพยาบาลสนม","0","0","0.00","0","0","0.00","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,778","1,724","96.96","0","0","0.00","1,778","1,275","71.71"
"10923  :  โรงพยาบาลสังขะ","1,036","0","0.00","0","0","0.00","1,036","0","0.00"
"10924  :  โรงพยาบาลลำดวน","620","0","0.00","0","0","0.00","620","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","663","0","0.00","0","0","0.00","663","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","771","0","0.00","0","0","0.00","771","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","133","0","0.00","0","0","0.00","133","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","134","0","0.00","0","0","0.00","134","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","100","0","0.00","0","0","0.00","100","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,624","0","0.00","0","0","0.00","1,624","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","973","0","0.00","0","0","0.00","973","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","925","0","0.00","0","0","0.00","925","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","1,270","0","0.00","0","0","0.00","1,270","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","372","0","0.00","0","0","0.00","372","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","949","0","0.00","0","0","0.00","949","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,125","0","0.00","17","0","0.00","1,108","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0.00","0","0","0.00","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","256","0","0.00","0","0","0.00","256","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0.00","0","0","0.00","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0.00","0","0","0.00","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","171","0","0.00","0","0","0.00","171","0","0.00"
"10940  :  โรงพยาบาลวังหิน","253","0","0.00","0","0","0.00","253","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0.00","0","0","0.00","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","674","0","0.00","0","0","0.00","674","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","119","0","0.00","0","0","0.00","119","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","61","0","0.00","0","0","0.00","61","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0","0.00","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","3","0","0.00","0","0","0.00","3","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","487","0","0.00","0","0","0.00","487","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,301","0","0.00","0","0","0.00","1,301","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,527","0","0.00","0","0","0.00","1,527","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,420","0","0.00","0","0","0.00","1,420","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,048","0","0.00","9","0","0.00","2,039","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,570","0","0.00","163","0","0.00","1,407","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","541","0","0.00","0","0","0.00","541","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,803","0","0.00","0","0","0.00","1,803","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","364","0","0.00","0","0","0.00","364","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","745","0","0.00","0","0","0.00","745","0","0.00"
"10959  :  โรงพยาบาลสำโรง","711","0","0.00","0","0","0.00","711","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","245","0","0.00","0","0","0.00","245","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","776","0","0.00","0","0","0.00","776","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","412","0","0.00","0","0","0.00","412","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","746","0","0.00","0","0","0.00","746","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3,626","0","0.00","0","0","0.00","3,626","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","138","0","0.00","0","0","0.00","138","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","297","0","0.00","0","0","0.00","297","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,369","0","0.00","0","0","0.00","1,369","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","455","0","0.00","0","0","0.00","455","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","709","0","0.00","0","0","0.00","709","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","476","463","97.27","0","0","0.00","476","429","90.13"
"10969  :  โรงพยาบาลไทยเจริญ","341","0","0.00","0","0","0.00","341","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","992","0","0.00","491","0","0.00","501","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","378","11","2.91","0","0","0.00","378","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","707","0","0.00","0","0","0.00","707","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","941","0","0.00","0","0","0.00","941","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","985","0","0.00","0","0","0.00","985","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,769","0","0.00","0","0","0.00","1,769","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","1,553","0","0.00","0","0","0.00","1,553","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","773","0","0.00","0","0","0.00","773","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","344","0","0.00","0","0","0.00","344","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,403","1","0.07","0","0","0.00","1,403","1","0.07"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,225","0","0.00","0","0","0.00","2,225","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","994","0","0.00","0","0","0.00","994","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0","0.00","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","231","0","0.00","0","0","0.00","231","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","401","0","0.00","0","0","0.00","401","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","239","0","0.00","0","0","0.00","239","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","419","0","0.00","0","0","0.00","419","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,361","0","0.00","0","0","0.00","1,361","0","0.00"
"10987  :  โรงพยาบาลพนา","192","0","0.00","0","0","0.00","192","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","572","0","0.00","0","0","0.00","572","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","528","0","0.00","0","0","0.00","528","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","632","0","0.00","267","0","0.00","365","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,991","6","0.30","377","0","0.00","1,614","6","0.37"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,149","98","8.53","24","21","87.50","1,125","77","6.84"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,345","3","0.22","0","0","0.00","1,345","3","0.22"
"11050  :  โรงพยาบาลบุ่งคล้า","168","165","98.21","0","0","0.00","168","165","98.21"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","1","0","0.00","0","0","0.00","1","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","853","3","0.35","0","0","0.00","853","2","0.23"
"11000  :  โรงพยาบาลน้ำพอง","569","0","0.00","295","0","0.00","274","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","421","1","0.24","0","0","0.00","421","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","599","554","92.49","185","0","0.00","414","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,555","4","0.26","554","1","0.18","1,001","1","0.10"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,105","3","0.10","0","0","0.00","3,105","1","0.03"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","788","97","12.31","148","0","0.00","640","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,705","4","0.23","0","0","0.00","1,705","1","0.06"
"11014  :  โรงพยาบาลหนองวัวซอ","1,148","916","79.79","0","0","0.00","1,148","713","62.11"
"11015  :  โรงพยาบาลกุมภวาปี","4,478","0","0.00","0","0","0.00","4,478","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","876","0","0.00","0","0","0.00","876","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","667","0","0.00","0","0","0.00","667","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","619","0","0.00","0","0","0.00","619","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","965","0","0.00","0","0","0.00","965","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","694","0","0.00","0","0","0.00","694","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","1,390","0","0.00","0","0","0.00","1,390","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","1,813","0","0.00","0","0","0.00","1,813","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","1,443","0","0.00","0","0","0.00","1,443","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0","0.00","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","241","0","0.00","0","0","0.00","241","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","329","0","0.00","0","0","0.00","329","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","106","0","0.00","0","0","0.00","106","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","0","0","0.00","0","0","0.00","0","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","4,938","0","0.00","663","0","0.00","4,275","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","692","0","0.00","432","0","0.00","260","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,323","0","0.00","226","0","0.00","1,097","0","0.00"
"11032  :  โรงพยาบาลปากชม","482","0","0.00","0","0","0.00","482","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","180","0","0.00","0","0","0.00","180","0","0.00"
