"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2562","ภาคเรียนที่  2 ปีการศึกษา 2562"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","66","55","83.33","65","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","96","0","0.00","96","83","86.46"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","39","35","89.74","38","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","29","26","89.66","29","1","3.45"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","57","0","0.00","57","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","139","137","98.56","137","1","0.73"
"10896  :  โรงพยาบาลกระสัง","145","133","91.72","143","3","2.10"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","331","0","0.00","211","1","0.47"
"10899  :  โรงพยาบาลละหานทราย","317","276","87.07","267","1","0.37"
"10900  :  โรงพยาบาลประโคนชัย","508","497","97.83","413","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","290","267","92.07","272","4","1.47"
"10902  :  โรงพยาบาลพุทไธสง","258","218","84.50","202","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","358","320","89.39","289","1","0.35"
"10906  :  โรงพยาบาลปะคำ","65","65","100.00","66","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","40","1","2.50","34","32","94.12"
"10908  :  โรงพยาบาลหนองหงส์","123","121","98.37","93","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","119","111","93.28","116","3","2.59"
"10910  :  โรงพยาบาลห้วยราช","22","22","100.00","22","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","110","0","0.00","112","103","91.96"
"10912  :  โรงพยาบาลชำนิ","25","24","96.00","26","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","41","0","0.00","41","39","95.12"
"10914  :  โรงพยาบาลโนนดินแดง","93","93","100.00","85","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","75","74","98.67","74","0","0.00"
"23578  :  โรงพยาบาลแคนดง","97","0","0.00","96","88","91.67"
"28020  :  โรงพยาบาลบ้านด่าน","126","0","0.00","125","121","96.80"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","112","48","42.86","111","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","229","183","79.91","179","37","20.67"
"10917  :  โรงพยาบาลจอมพระ","194","0","0.00","194","182","93.81"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","120","107","89.17","115","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","165","0","0.00","165","163","98.79"
"10921  :  โรงพยาบาลสนม","88","80","90.91","88","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","264","224","84.85","209","0","0.00"
"10923  :  โรงพยาบาลสังขะ","159","0","0.00","156","139","89.10"
"10924  :  โรงพยาบาลลำดวน","86","0","0.00","85","71","83.53"
"10925  :  โรงพยาบาลสำโรงทาบ","98","0","0.00","98","63","64.29"
"10926  :  โรงพยาบาลบัวเชด","124","0","0.00","123","108","87.80"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","63","27","42.86","63","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","23","0","0.00","24","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","18","0","0.00","19","19","100.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","282","182","64.54","64","2","3.13"
"10927  :  โรงพยาบาลยางชุมน้อย","112","107","95.54","90","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","153","0","0.00","153","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","599","524","87.48","415","10","2.41"
"10930  :  โรงพยาบาลขุขันธ์","372","0","0.00","294","289","98.30"
"10931  :  โรงพยาบาลไพรบึง","154","0","0.00","126","124","98.41"
"10932  :  โรงพยาบาลปรางค์กู่","78","0","0.00","79","71","89.87"
"10933  :  โรงพยาบาลขุนหาญ","132","0","0.00","131","108","82.44"
"10934  :  โรงพยาบาลราษีไศล","186","185","99.46","143","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","473","452","95.56","271","1","0.37"
"10936  :  โรงพยาบาลบึงบูรพ์","33","32","96.97","33","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","54","0","0.00","54","53","98.15"
"10938  :  โรงพยาบาลโนนคูณ","29","26","89.66","30","2","6.67"
"10939  :  โรงพยาบาลศรีรัตนะ","63","60","95.24","63","0","0.00"
"10940  :  โรงพยาบาลวังหิน","42","41","97.62","41","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","68","63","92.65","30","2","6.67"
"10942  :  โรงพยาบาลภูสิงห์","110","95","86.36","109","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","108","29","26.85","40","0","0.00"
"28014  :  โรงพยาบาลพยุห์","20","20","100.00","20","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","0","0.00","9","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","36","35","97.22","35","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","63","54","85.71","66","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","216","1","0.46","216","213","98.61"
"10947  :  โรงพยาบาลเขมราฐ","228","105","46.05","221","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","214","0","0.00","166","139","83.73"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","289","0","0.00","142","139","97.89"
"10951  :  โรงพยาบาลตระการพืชผล","256","1","0.39","132","117","88.64"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","92","0","0.00","92","10","10.87"
"10953  :  โรงพยาบาลม่วงสามสิบ","276","1","0.36","161","155","96.27"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","56","53","94.64","56","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","123","0","0.00","108","102","94.44"
"10959  :  โรงพยาบาลสำโรง","114","0","0.00","67","1","1.49"
"10960  :  โรงพยาบาลดอนมดแดง","33","32","96.97","34","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","113","86","76.11","111","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","63","1","1.59","61","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","122","0","0.00","8","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","568","489","86.09","315","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","31","8","25.81","31","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","47","0","0.00","7","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","201","181","90.05","201","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","79","1","1.27","80","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","94","75","79.79","93","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","70","0","0.00","70","69","98.57"
"10969  :  โรงพยาบาลไทยเจริญ","51","0","0.00","48","46","95.83"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","90","86","95.56","89","1","1.12"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","58","1","1.72","56","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","100","91","91.00","101","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","143","143","100.00","84","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","189","183","96.83","115","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","299","0","0.00","247","14","5.67"
"10974  :  โรงพยาบาลจัตุรัส","236","221","93.64","146","6","4.11"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","139","131","94.24","141","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","45","0","0.00","45","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","162","35","21.60","143","101","70.63"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","354","0","0.00","295","1","0.34"
"10979  :  โรงพยาบาลบ้านแท่น","153","143","93.46","142","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","37","0","0.00","36","30","83.33"
"10982  :  โรงพยาบาลภักดีชุมพล","64","63","98.44","61","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","45","43","95.56","45","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","66","48","72.73","67","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","216","182","84.26","111","4","3.60"
"10987  :  โรงพยาบาลพนา","35","0","0.00","36","36","100.00"
"10988  :  โรงพยาบาลเสนางคนิคม","102","99","97.06","100","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","73","0","0.00","74","65","87.84"
"10990  :  โรงพยาบาลลืออำนาจ","56","9","16.07","20","17","85.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","196","79","40.31","67","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","161","94","58.39","101","41","40.59"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","126","89","70.63","96","2","2.08"
"11050  :  โรงพยาบาลบุ่งคล้า","19","0","0.00","19","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","126","1","0.79","116","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","52","35","67.31","52","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","47","0","0.00","41","37","90.24"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","87","1","1.15","87","1","1.15"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","173","66","38.15","127","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","396","303","76.52","153","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","97","64","65.98","85","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0.00","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0.00","0","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","0","0","0.00","0","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0.00","0","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","53","51","96.23","51","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","465","0","0.00","374","282","75.40"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","671","633","94.34","534","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","42","42","100.00","44","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","188","137","72.87","177","1","0.56"
"11032  :  โรงพยาบาลปากชม","76","2","2.63","75","2","2.67"
"11033  :  โรงพยาบาลนาแห้ว","20","15","75.00","20","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","73","60","82.19","66","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","87","76","87.36","89","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","279","251","89.96","175","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","115","0","0.00","102","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","86","31","36.05","84","1","1.19"
"11039  :  โรงพยาบาลผาขาว","94","0","0.00","94","1","1.06"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","158","140","88.61","153","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","150","144","96.00","150","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","200","186","93.00","21","1","4.76"
"10706  :  โรงพยาบาลหนองคาย","373","166","44.50","262","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","106","2","1.89","71","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","144","78","54.17","113","0","0.00"
"11045  :  โรงพยาบาลสังคม","49","49","100.00","49","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","218","0","0.00","204","185","90.69"
"14558  :  โรงพยาบาลพิสัยเวช","228","2","0.88","211","0","0.00"
"21356  :  โรงพยาบาลสระใคร","17","16","94.12","18","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","38","24","63.16","23","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","6","0","0.00","6","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","39","0","0.00","40","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","390","370","94.87","297","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","143","23","16.08","129","91","70.54"
"11054  :  โรงพยาบาลเชียงยืน","211","205","97.16","178","0","0.00"
"11055  :  โรงพยาบาลบรบือ","310","0","0.00","300","239","79.67"
"11056  :  โรงพยาบาลนาเชือก","165","139","84.24","50","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","443","1","0.23","225","6","2.67"
"11058  :  โรงพยาบาลวาปีปทุม","387","365","94.32","383","0","0.00"
"11059  :  โรงพยาบาลนาดูน","63","1","1.59","63","62","98.41"
"11060  :  โรงพยาบาลยางสีสุราช","61","52","85.25","52","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","216","0","0.00","7","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","28","8","28.57","28","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","253","191","75.49","228","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","219","211","96.35","144","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","159","157","98.74","143","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","46","35","76.09","45","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","177","126","71.19","130","5","3.85"
"11066  :  โรงพยาบาลโพนทอง","365","0","0.00","250","225","90.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","97","86","88.66","80","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","285","175","61.40","195","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","440","4","0.91","247","233","94.33"
"11070  :  โรงพยาบาลสุวรรณภูมิ","392","371","94.64","336","1","0.30"
"11071  :  โรงพยาบาลเมืองสรวง","66","44","66.67","39","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","61","55","90.16","61","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","168","152","90.48","156","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","67","0","0.00","61","57","93.44"
"11075  :  โรงพยาบาลศรีสมเด็จ","88","17","19.32","47","36","76.60"
"11076  :  โรงพยาบาลจังหาร","22","0","0.00","22","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","3","0","0.00","3","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","11","11","100.00","13","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","16","16","100.00","16","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","420","176","41.90","367","0","0.00"
"11077  :  โรงพยาบาลนามน","137","6","4.38","104","89","85.58"
"11078  :  โรงพยาบาลกมลาไสย","208","126","60.58","131","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","39","17","43.59","22","0","0.00"
"11080  :  โรงพยาบาลเขาวง","127","125","98.43","95","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","205","137","66.83","172","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","43","41","95.35","43","1","2.33"
"11084  :  โรงพยาบาลคำม่วง","159","95","59.75","119","13","10.92"
"11085  :  โรงพยาบาลท่าคันโท","133","116","87.22","91","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","170","166","97.65","71","1","1.41"
"11087  :  โรงพยาบาลสมเด็จ","446","437","97.98","319","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","168","53","31.55","106","42","39.62"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","362","303","83.70","322","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","36","0","0.00","34","32","94.12"
"28789  :  โรงพยาบาลฆ้องชัย","28","0","0.00","29","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","36","30","83.33","36","0","0.00"
"28791  :  โรงพยาบาลสามชัย","54","49","90.74","54","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","164","0","0.00","162","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","72","0","0.00","73","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","147","0","0.00","149","0","0.00"
"11092  :  โรงพยาบาลพังโคน","160","1","0.63","158","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","308","216","70.13","277","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","193","0","0.00","180","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","132","0","0.00","107","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","93","80","86.02","96","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","122","117","95.90","122","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","646","2","0.31","383","0","0.00"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","142","0","0.00","12","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","45","37","82.22","45","3","6.67"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","80","63","78.75","12","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","140","1","0.71","142","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","75","0","0.00","76","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","152","130","85.53","151","0","0.00"
"11107  :  โรงพยาบาลนาทม","18","13","72.22","18","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","166","142","85.54","168","0","0.00"
"11109  :  โรงพยาบาลนาแก","317","4","1.26","218","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","256","1","0.39","210","29","13.81"
"11111  :  โรงพยาบาลนาหว้า","177","1","0.56","176","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","78","75","96.15","78","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","13","13","100.00","14","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","43","0","0.00","43","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","552","479","86.78","327","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","92","47","51.09","72","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","98","81","82.65","84","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","113","36","31.86","107","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","167","154","92.22","126","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","31","1","3.23","28","27","96.43"
