"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","127","67","52.76","62","92.54","132","1","0.76","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","40","35","87.50","28","80.00","42","26","61.90","26","100.00"
"10849  :  โรงพยาบาลเกาะกูด","29","12","41.38","7","58.33","34","8","23.53","6","75.00"
"13816  :  โรงพยาบาลเกาะช้าง","21","5","23.81","5","100.00","21","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","112","98","87.50","86","87.76","109","84","77.06","73","86.90"
"10850  :  โรงพยาบาลบางคล้า","284","13","4.58","13","100.00","348","44","12.64","44","100.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","20","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","419","12","2.86","12","100.00","421","22","5.23","22","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","64","22","34.38","22","100.00","115","46","40.00","44","95.65"
"10856  :  โรงพยาบาลแปลงยาว","147","4","2.72","4","100.00","153","23","15.03","19","82.61"
"13747  :  โรงพยาบาลราชสาส์น","62","0","0.00","0","0.00","65","28","43.08","27","96.43"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","35","26","74.29","18","69.23","36","3","8.33","3","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","236","142","60.17","140","98.59","237","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","147","130","88.44","116","89.23","148","4","2.70","4","100.00"
"10859  :  โรงพยาบาลบ้านสร้าง","55","8","14.55","0","0.00","55","33","60.00","15","45.45"
"10860  :  โรงพยาบาลประจันตคาม","234","92","39.32","74","80.43","235","24","10.21","21","87.50"
"10861  :  โรงพยาบาลศรีมหาโพธิ","451","138","30.60","128","92.75","459","44","9.59","41","93.18"
"10862  :  โรงพยาบาลศรีมโหสถ","334","125","37.43","106","84.80","333","83","24.92","78","93.98"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","56","1","1.79","1","100.00","57","3","5.26","3","100.00"
"10698  :  โรงพยาบาลนครนายก","446","189","42.38","169","89.42","542","215","39.67","165","76.74"
"10863  :  โรงพยาบาลปากพลี","21","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","310","174","56.13","144","82.76","315","13","4.13","12","92.31"
"10865  :  โรงพยาบาลองครักษ์","275","4","1.45","3","75.00","280","103","36.79","77","74.76"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","17","0","0.00","0","0.00","18","4","22.22","4","100.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","480","202","42.08","171","84.65","507","31","6.11","29","93.55"
"10866  :  โรงพยาบาลคลองหาด","131","106","80.92","103","97.17","139","110","79.14","107","97.27"
"10867  :  โรงพยาบาลตาพระยา","110","85","77.27","85","100.00","113","3","2.65","2","66.67"
"10868  :  โรงพยาบาลวังน้ำเย็น","187","9","4.81","7","77.78","361","310","85.87","303","97.74"
"10869  :  โรงพยาบาลวัฒนานคร","189","167","88.36","161","96.41","187","42","22.46","39","92.86"
"10870  :  โรงพยาบาลอรัญประเทศ","590","233","39.49","227","97.42","747","500","66.93","495","99.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","93","73","78.49","63","86.30","98","28","28.57","27","96.43"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","179","110","61.45","91","82.73","179","104","58.10","89","85.58"
"10872  :  โรงพยาบาลเสิงสาง","291","56","19.24","39","69.64","298","250","83.89","211","84.40"
"10873  :  โรงพยาบาลคง","124","7","5.65","7","100.00","160","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","55","54","98.18","37","68.52","54","51","94.44","38","74.51"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","328","241","73.48","193","80.08","324","37","11.42","36","97.30"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","161","3","1.86","3","100.00","160","5","3.13","4","80.00"
"10879  :  โรงพยาบาลโนนสูง","250","1","0.40","1","100.00","312","72","23.08","63","87.50"
"10880  :  โรงพยาบาลขามสะแกแสง","161","66","40.99","63","95.45","161","8","4.97","8","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","56","0","0.00","0","0.00","62","40","64.52","29","72.50"
"10882  :  โรงพยาบาลประทาย","263","29","11.03","25","86.21","263","3","1.14","2","66.67"
"10883  :  โรงพยาบาลปักธงชัย","60","55","91.67","52","94.55","59","44","74.58","43","97.73"
"10884  :  โรงพยาบาลพิมาย","314","296","94.27","216","72.97","308","1","0.32","1","100.00"
"10885  :  โรงพยาบาลห้วยแถลง","157","108","68.79","91","84.26","155","22","14.19","18","81.82"
"10886  :  โรงพยาบาลชุมพวง","267","196","73.41","174","88.78","268","21","7.84","20","95.24"
"10887  :  โรงพยาบาลสูงเนิน","418","110","26.32","90","81.82","424","71","16.75","55","77.46"
"10888  :  โรงพยาบาลขามทะเลสอ","113","102","90.27","97","95.10","112","92","82.14","86","93.48"
"10889  :  โรงพยาบาลสีคิ้ว","467","146","31.26","121","82.88","473","11","2.33","10","90.91"
"10890  :  โรงพยาบาลปากช่องนานา","503","64","12.72","56","87.50","511","287","56.16","258","89.90"
"10891  :  โรงพยาบาลหนองบุญมาก","11","0","0.00","0","0.00","11","11","100.00","9","81.82"
"10892  :  โรงพยาบาลแก้งสนามนาง","67","57","85.07","39","68.42","66","35","53.03","23","65.71"
"10893  :  โรงพยาบาลโนนแดง","157","6","3.82","6","100.00","158","152","96.20","122","80.26"
"10894  :  โรงพยาบาลวังน้ำเขียว","50","38","76.00","36","94.74","54","45","83.33","42","93.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","18","0","0.00","0","0.00","17","1","5.88","1","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","58","0","0.00","0","0.00","61","53","86.89","49","92.45"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","95","1","1.05","1","100.00","96","1","1.04","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","69","7","10.14","5","71.43","70","27","38.57","25","92.59"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","57","0","0.00","0","0.00","54","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","26","24","92.31","19","79.17","27","27","100.00","18","66.67"
"27840  :  โรงพยาบาลสีดา","38","0","0.00","0","0.00","37","2","5.41","2","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","59","0","0.00","0","0.00","60","43","71.67","36","83.72"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","210","4","1.90","3","75.00","211","175","82.94","160","91.43"
"10896  :  โรงพยาบาลกระสัง","160","8","5.00","8","100.00","158","139","87.97","121","87.05"
"10897  :  โรงพยาบาลนางรอง","789","64","8.11","64","100.00","800","273","34.13","255","93.41"
"10898  :  โรงพยาบาลหนองกี่","428","257","60.05","181","70.43","428","134","31.31","123","91.79"
"10899  :  โรงพยาบาลละหานทราย","543","380","69.98","379","99.74","546","148","27.11","145","97.97"
"10900  :  โรงพยาบาลประโคนชัย","487","40","8.21","40","100.00","519","338","65.13","324","95.86"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","64","25","39.06","25","100.00","65","29","44.62","29","100.00"
"23578  :  โรงพยาบาลแคนดง","171","34","19.88","33","97.06","171","80","46.78","70","87.50"
"28020  :  โรงพยาบาลบ้านด่าน","106","72","67.92","53","73.61","105","93","88.57","74","79.57"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","85","45","52.94","37","82.22","84","35","41.67","29","82.86"
"10916  :  โรงพยาบาลท่าตูม","213","6","2.82","6","100.00","213","167","78.40","134","80.24"
"10917  :  โรงพยาบาลจอมพระ","165","45","27.27","39","86.67","166","155","93.37","135","87.10"
"10918  :  โรงพยาบาลปราสาท","368","12","3.26","12","100.00","372","74","19.89","70","94.59"
"10919  :  โรงพยาบาลกาบเชิง","144","56","38.89","52","92.86","144","72","50.00","62","86.11"
"10920  :  โรงพยาบาลรัตนบุรี","160","10","6.25","9","90.00","161","30","18.63","21","70.00"
"10921  :  โรงพยาบาลสนม","95","14","14.74","14","100.00","94","31","32.98","24","77.42"
"10922  :  โรงพยาบาลศีขรภูมิ","305","1","0.33","1","100.00","304","108","35.53","93","86.11"
"10923  :  โรงพยาบาลสังขะ","182","14","7.69","12","85.71","182","165","90.66","131","79.39"
"10924  :  โรงพยาบาลลำดวน","112","2","1.79","0","0.00","109","97","88.99","85","87.63"
"10925  :  โรงพยาบาลสำโรงทาบ","105","35","33.33","34","97.14","107","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","136","78","57.35","72","92.31","134","45","33.58","43","95.56"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","18","13","72.22","10","76.92","18","17","94.44","12","70.59"
"27842  :  โรงพยาบาลเขวาสินรินทร์","17","17","100.00","17","100.00","18","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","20","0","0.00","0","0.00","20","20","100.00","17","85.00"
"27844  :  โรงพยาบาลโนนนารายณ์","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","199","141","70.85","108","76.60","200","23","11.50","22","95.65"
"10927  :  โรงพยาบาลยางชุมน้อย","150","5","3.33","4","80.00","150","143","95.33","125","87.41"
"10928  :  โรงพยาบาลกันทรารมย์","150","16","10.67","13","81.25","153","6","3.92","4","66.67"
"10929  :  โรงพยาบาลกันทรลักษ์","626","89","14.22","79","88.76","634","521","82.18","458","87.91"
"10930  :  โรงพยาบาลขุขันธ์","327","102","31.19","94","92.16","329","109","33.13","103","94.50"
"10931  :  โรงพยาบาลไพรบึง","164","1","0.61","1","100.00","165","76","46.06","62","81.58"
"10932  :  โรงพยาบาลปรางค์กู่","54","1","1.85","1","100.00","54","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","167","146","87.43","128","87.67","168","33","19.64","30","90.91"
"10934  :  โรงพยาบาลราษีไศล","202","64","31.68","63","98.44","200","80","40.00","80","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","439","121","27.56","109","90.08","446","276","61.88","263","95.29"
"10936  :  โรงพยาบาลบึงบูรพ์","48","5","10.42","2","40.00","47","40","85.11","35","87.50"
"10937  :  โรงพยาบาลห้วยทับทัน","61","7","11.48","7","100.00","61","47","77.05","42","89.36"
"10938  :  โรงพยาบาลโนนคูณ","29","2","6.90","2","100.00","31","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","55","8","14.55","7","87.50","55","46","83.64","44","95.65"
"10940  :  โรงพยาบาลวังหิน","46","4","8.70","4","100.00","46","15","32.61","15","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","124","20","16.13","19","95.00","125","26","20.80","24","92.31"
"10942  :  โรงพยาบาลภูสิงห์","94","69","73.40","37","53.62","95","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","16","0","0.00","0","0.00","16","16","100.00","13","81.25"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","76","1","1.32","1","100.00","78","2","2.56","2","100.00"
"28014  :  โรงพยาบาลพยุห์","18","1","5.56","1","100.00","18","18","100.00","17","94.44"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","14","0","0.00","0","0.00","13","13","100.00","10","76.92"
"28016  :  โรงพยาบาลศิลาลาด","36","0","0.00","0","0.00","37","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","94","0","0.00","0","0.00","98","64","65.31","64","100.00"
"10946  :  โรงพยาบาลเขื่องใน","228","148","64.91","147","99.32","234","33","14.10","32","96.97"
"10947  :  โรงพยาบาลเขมราฐ","257","3","1.17","3","100.00","259","151","58.30","150","99.34"
"10948  :  โรงพยาบาลนาจะหลวย","218","95","43.58","92","96.84","220","125","56.82","125","100.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","256","87","33.98","86","98.85","273","192","70.33","192","100.00"
"10951  :  โรงพยาบาลตระการพืชผล","212","78","36.79","77","98.72","236","92","38.98","91","98.91"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","83","1","1.20","1","100.00","83","47","56.63","38","80.85"
"10953  :  โรงพยาบาลม่วงสามสิบ","281","214","76.16","159","74.30","283","259","91.52","188","72.59"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","61","0","0.00","0","0.00","59","11","18.64","11","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","131","2","1.53","2","100.00","132","53","40.15","46","86.79"
"10959  :  โรงพยาบาลสำโรง","109","5","4.59","5","100.00","109","90","82.57","90","100.00"
"10960  :  โรงพยาบาลดอนมดแดง","33","20","60.61","20","100.00","32","29","90.63","29","100.00"
"10961  :  โรงพยาบาลสิรินธร","101","0","0.00","0","0.00","107","81","75.70","81","100.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","64","2","3.13","2","100.00","64","54","84.38","54","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","109","2","1.83","1","50.00","116","4","3.45","4","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","639","33","5.16","30","90.91","678","153","22.57","151","98.69"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","25","12","48.00","12","100.00","26","13","50.00","7","53.85"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","48","2","4.17","2","100.00","49","36","73.47","36","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","252","18","7.14","17","94.44","254","159","62.60","155","97.48"
"10966  :  โรงพยาบาลป่าติ้ว","71","22","30.99","22","100.00","69","5","7.25","4","80.00"
"10967  :  โรงพยาบาลมหาชนะชัย","135","9","6.67","5","55.56","137","88","64.23","55","62.50"
"10968  :  โรงพยาบาลค้อวัง","74","8","10.81","7","87.50","76","74","97.37","52","70.27"
"10969  :  โรงพยาบาลไทยเจริญ","69","4","5.80","4","100.00","74","61","82.43","56","91.80"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","93","72","77.42","60","83.33","152","71","46.71","55","77.46"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","60","5","8.33","5","100.00","60","13","21.67","13","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","130","57","43.85","56","98.25","131","35","26.72","35","100.00"
"10971  :  โรงพยาบาลคอนสวรรค์","171","2","1.17","2","100.00","170","99","58.24","98","98.99"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","146","113","77.40","89","78.76","152","28","18.42","27","96.43"
"10973  :  โรงพยาบาลหนองบัวแดง","262","33","12.60","30","90.91","268","147","54.85","145","98.64"
"10974  :  โรงพยาบาลจัตุรัส","209","114","54.55","107","93.86","214","96","44.86","95","98.96"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","120","30","25.00","28","93.33","125","116","92.80","106","91.38"
"10976  :  โรงพยาบาลหนองบัวระเหว","45","42","93.33","42","100.00","45","37","82.22","37","100.00"
"10977  :  โรงพยาบาลเทพสถิต","219","28","12.79","23","82.14","216","31","14.35","27","87.10"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","276","234","84.78","231","98.72","279","27","9.68","27","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","146","0","0.00","0","0.00","146","123","84.25","123","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","455","91","20.00","88","96.70","454","127","27.97","124","97.64"
"10981  :  โรงพยาบาลคอนสาร","31","0","0.00","0","0.00","33","18","54.55","18","100.00"
"10982  :  โรงพยาบาลภักดีชุมพล","48","47","97.92","36","76.60","48","2","4.17","2","100.00"
"10983  :  โรงพยาบาลเนินสง่า","29","1","3.45","0","0.00","29","27","93.10","20","74.07"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","83","19","22.89","11","57.89","83","36","43.37","33","91.67"
"10986  :  โรงพยาบาลปทุมราชวงศา","192","9","4.69","9","100.00","193","97","50.26","95","97.94"
"10987  :  โรงพยาบาลพนา","97","9","9.28","8","88.89","98","78","79.59","74","94.87"
"10988  :  โรงพยาบาลเสนางคนิคม","73","43","58.90","40","93.02","74","63","85.14","60","95.24"
"10989  :  โรงพยาบาลหัวตะพาน","81","26","32.10","25","96.15","83","26","31.33","21","80.77"
"10990  :  โรงพยาบาลลืออำนาจ","110","10","9.09","10","100.00","111","107","96.40","98","91.59"
"11040  :  โรงพยาบาลบึงกาฬ","108","2","1.85","2","100.00","112","94","83.93","94","100.00"
"11041  :  โรงพยาบาลพรเจริญ","304","179","58.88","155","86.59","311","15","4.82","14","93.33"
"11043  :  โรงพยาบาลโซ่พิสัย","86","9","10.47","9","100.00","86","60","69.77","37","61.67"
"11046  :  โรงพยาบาลเซกา","90","6","6.67","5","83.33","96","9","9.38","8","88.89"
"11047  :  โรงพยาบาลปากคาด","173","8","4.62","8","100.00","200","167","83.50","123","73.65"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","231","1","0.43","0","0.00","233","183","78.54","151","82.51"
"11050  :  โรงพยาบาลบุ่งคล้า","26","0","0.00","0","0.00","26","24","92.31","22","91.67"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","131","12","9.16","12","100.00","135","4","2.96","4","100.00"
"11000  :  โรงพยาบาลน้ำพอง","76","66","86.84","57","86.36","110","61","55.45","52","85.25"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","52","3","5.77","3","100.00","55","9","16.36","9","100.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","70","5","7.14","5","100.00","69","46","66.67","45","97.83"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","129","32","24.81","25","78.13","191","69","36.13","64","92.75"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","560","461","82.32","398","86.33","570","263","46.14","239","90.87"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","123","44","35.77","44","100.00","146","97","66.44","87","89.69"
