"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","95","22","23.16","18","81.82","101","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","42","4","9.52","4","100.00","43","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","20","2","10.00","1","50.00","29","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","9","0","0.00","0","0.00","10","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","103","12","11.65","10","83.33","103","12","11.65","9","75.00"
"10850  :  โรงพยาบาลบางคล้า","186","15","8.06","14","93.33","42","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","17","0","0.00","0","0.00","19","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","387","18","4.65","18","100.00","324","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","43","14","32.56","7","50.00","45","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","96","1","1.04","1","100.00","53","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","50","0","0.00","0","0.00","53","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","33","7","21.21","5","71.43","3","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","153","7","4.58","5","71.43","70","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","127","46","36.22","28","60.87","57","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","49","8","16.33","7","87.50","51","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","201","21","10.45","19","90.48","122","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","369","37","10.03","35","94.59","81","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","256","31","12.11","25","80.65","54","1","1.85","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","71","0","0.00","0","0.00","7","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","326","10","3.07","8","80.00","227","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","18","0","0.00","0","0.00","17","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","239","96","40.17","71","73.96","194","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","216","2","0.93","0","0.00","174","1","0.57","1","100.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","28","1","3.57","0","0.00","27","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","423","36","8.51","28","77.78","350","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","123","71","57.72","60","84.51","132","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","100","0","0.00","0","0.00","91","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","226","9","3.98","6","66.67","163","1","0.61","1","100.00"
"10869  :  โรงพยาบาลวัฒนานคร","158","75","47.47","59","78.67","162","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","510","37","7.25","35","94.59","106","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","86","51","59.30","33","64.71","88","2","2.27","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","149","0","0.00","0","0.00","56","42","75.00","24","57.14"
"10872  :  โรงพยาบาลเสิงสาง","281","0","0.00","0","0.00","180","64","35.56","26","40.63"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","50","38","76.00","16","42.11","48","35","72.92","20","57.14"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","325","0","0.00","0","0.00","264","6","2.27","4","66.67"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","162","1","0.62","1","100.00","120","3","2.50","2","66.67"
"10879  :  โรงพยาบาลโนนสูง","211","1","0.47","1","100.00","19","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","179","7","3.91","4","57.14","124","3","2.42","1","33.33"
"10881  :  โรงพยาบาลบัวใหญ่","58","0","0.00","0","0.00","31","19","61.29","10","52.63"
"10882  :  โรงพยาบาลประทาย","276","217","78.62","136","62.67","193","138","71.50","89","64.49"
"10883  :  โรงพยาบาลปักธงชัย","48","0","0.00","0","0.00","48","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","285","0","0.00","0","0.00","291","6","2.06","3","50.00"
"10885  :  โรงพยาบาลห้วยแถลง","110","0","0.00","0","0.00","110","15","13.64","8","53.33"
"10886  :  โรงพยาบาลชุมพวง","241","4","1.66","3","75.00","152","129","84.87","110","85.27"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","94","1","1.06","0","0.00","93","1","1.08","1","100.00"
"10889  :  โรงพยาบาลสีคิ้ว","70","4","5.71","0","0.00","77","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","471","2","0.42","2","100.00","191","53","27.75","47","88.68"
"10891  :  โรงพยาบาลหนองบุญมาก","15","15","100.00","15","100.00","15","14","93.33","11","78.57"
"10892  :  โรงพยาบาลแก้งสนามนาง","52","0","0.00","0","0.00","53","22","41.51","10","45.45"
"10893  :  โรงพยาบาลโนนแดง","90","15","16.67","14","93.33","89","56","62.92","44","78.57"
"10894  :  โรงพยาบาลวังน้ำเขียว","39","2","5.13","2","100.00","28","16","57.14","12","75.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","17","0","0.00","0","0.00","17","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","44","21","47.73","17","80.95","44","31","70.45","20","64.52"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","74","1","1.35","1","100.00","74","1","1.35","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","73","52","71.23","29","55.77","73","31","42.47","20","64.52"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","36","0","0.00","0","0.00","37","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","28","0","0.00","0","0.00","27","17","62.96","11","64.71"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","50","0","0.00","0","0.00","51","49","96.08","39","79.59"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","90","4","4.44","3","75.00","91","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","203","11","5.42","6","54.55","158","2","1.27","2","100.00"
"10917  :  โรงพยาบาลจอมพระ","192","1","0.52","1","100.00","187","5","2.67","1","20.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","122","1","0.82","0","0.00","122","1","0.82","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","177","4","2.26","2","50.00","173","1","0.58","0","0.00"
"10921  :  โรงพยาบาลสนม","98","4","4.08","1","25.00","98","3","3.06","1","33.33"
"10922  :  โรงพยาบาลศีขรภูมิ","280","1","0.36","0","0.00","200","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","176","9","5.11","8","88.89","174","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","93","0","0.00","0","0.00","93","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","88","29","32.95","18","62.07","85","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","119","0","0.00","0","0.00","116","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","56","10","17.86","7","70.00","57","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","29","25","86.21","25","100.00","29","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","17","0","0.00","0","0.00","17","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","245","6","2.45","5","83.33","36","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","117","60","51.28","34","56.67","85","51","60.00","16","31.37"
"10928  :  โรงพยาบาลกันทรารมย์","152","4","2.63","4","100.00","158","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","565","20","3.54","15","75.00","362","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","314","13","4.14","9","69.23","257","3","1.17","2","66.67"
"10931  :  โรงพยาบาลไพรบึง","164","2","1.22","2","100.00","138","1","0.72","1","100.00"
"10932  :  โรงพยาบาลปรางค์กู่","47","3","6.38","3","100.00","48","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","163","1","0.61","1","100.00","159","75","47.17","59","78.67"
"10934  :  โรงพยาบาลราษีไศล","141","41","29.08","35","85.37","106","2","1.89","2","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","421","70","16.63","52","74.29","220","1","0.45","1","100.00"
"10936  :  โรงพยาบาลบึงบูรพ์","36","0","0.00","0","0.00","36","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","49","6","12.24","5","83.33","50","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","24","0","0.00","0","0.00","24","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","48","3","6.25","2","66.67","48","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","30","0","0.00","0","0.00","29","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","71","1","1.41","1","100.00","33","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","114","1","0.88","1","100.00","111","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","102","4","3.92","3","75.00","36","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","17","0","0.00","0","0.00","18","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","6","0","0.00","0","0.00","6","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","23","0","0.00","0","0.00","23","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","69","7","10.14","3","42.86","71","2","2.82","2","100.00"
"10946  :  โรงพยาบาลเขื่องใน","199","37","18.59","36","97.30","202","58","28.71","49","84.48"
"10947  :  โรงพยาบาลเขมราฐ","242","161","66.53","122","75.78","239","159","66.53","120","75.47"
"10948  :  โรงพยาบาลนาจะหลวย","249","188","75.50","113","60.11","202","127","62.87","76","59.84"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","324","139","42.90","128","92.09","148","82","55.41","47","57.32"
"10951  :  โรงพยาบาลตระการพืชผล","199","13","6.53","10","76.92","113","15","13.27","6","40.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","90","63","70.00","28","44.44","90","55","61.11","33","60.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","247","112","45.34","48","42.86","126","86","68.25","26","30.23"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","53","35","66.04","27","77.14","56","35","62.50","22","62.86"
"10958  :  โรงพยาบาลโพธิ์ไทร","120","66","55.00","48","72.73","101","67","66.34","48","71.64"
"10959  :  โรงพยาบาลสำโรง","112","32","28.57","22","68.75","55","38","69.09","26","68.42"
"10960  :  โรงพยาบาลดอนมดแดง","45","18","40.00","9","50.00","45","36","80.00","16","44.44"
"10961  :  โรงพยาบาลสิรินธร","133","11","8.27","9","81.82","133","50","37.59","45","90.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","80","21","26.25","17","80.95","78","63","80.77","41","65.08"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","107","10","9.35","9","90.00","5","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","588","111","18.88","107","96.40","337","112","33.23","106","94.64"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","22","0","0.00","0","0.00","22","16","72.73","13","81.25"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","46","14","30.43","13","92.86","2","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","200","10","5.00","9","90.00","182","0","0.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","57","7","12.28","5","71.43","57","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","112","0","0.00","0","0.00","94","2","2.13","1","50.00"
"10968  :  โรงพยาบาลค้อวัง","68","2","2.94","0","0.00","62","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","59","4","6.78","3","75.00","36","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","72","0","0.00","0","0.00","73","28","38.36","15","53.57"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","61","2","3.28","2","100.00","62","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","112","29","25.89","28","96.55","111","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","142","3","2.11","3","100.00","73","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","135","13","9.63","5","38.46","76","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","281","23","8.19","17","73.91","230","5","2.17","5","100.00"
"10974  :  โรงพยาบาลจัตุรัส","219","34","15.53","34","100.00","143","6","4.20","6","100.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","114","8","7.02","5","62.50","113","8","7.08","5","62.50"
"10976  :  โรงพยาบาลหนองบัวระเหว","71","0","0.00","0","0.00","71","32","45.07","31","96.88"
"10977  :  โรงพยาบาลเทพสถิต","175","9","5.14","8","88.89","164","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","329","201","61.09","188","93.53","276","1","0.36","1","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","142","7","4.93","7","100.00","135","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","22","1","4.55","1","100.00","21","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","56","5","8.93","5","100.00","57","10","17.54","7","70.00"
"10983  :  โรงพยาบาลเนินสง่า","39","1","2.56","1","100.00","37","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","64","0","0.00","0","0.00","64","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","188","58","30.85","48","82.76","117","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","33","0","0.00","0","0.00","33","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","86","18","20.93","12","66.67","88","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","85","0","0.00","0","0.00","85","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","38","0","0.00","0","0.00","16","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","246","28","11.38","25","89.29","96","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","167","1","0.60","1","100.00","110","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","212","0","0.00","0","0.00","174","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","21","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","119","10","8.40","10","100.00","94","17","18.09","17","100.00"
"11000  :  โรงพยาบาลน้ำพอง","34","19","55.88","12","63.16","35","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","69","1","1.45","1","100.00","58","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","58","5","8.62","5","100.00","60","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","135","10","7.41","10","100.00","95","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","359","88","24.51","66","75.00","112","5","4.46","3","60.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","99","1","1.01","1","100.00","75","0","0.00","0","0.00"
