"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","127","39","30.71","39","100.00","132","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","40","27","67.50","27","100.00","42","24","57.14","24","100.00"
"10849  :  โรงพยาบาลเกาะกูด","29","11","37.93","7","63.64","34","6","17.65","4","66.67"
"13816  :  โรงพยาบาลเกาะช้าง","21","1","4.76","1","100.00","21","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","112","75","66.96","73","97.33","109","80","73.39","71","88.75"
"10850  :  โรงพยาบาลบางคล้า","284","10","3.52","10","100.00","348","39","11.21","38","97.44"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","20","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","419","6","1.43","6","100.00","421","19","4.51","19","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","64","20","31.25","20","100.00","115","43","37.39","43","100.00"
"10856  :  โรงพยาบาลแปลงยาว","147","4","2.72","4","100.00","153","22","14.38","19","86.36"
"13747  :  โรงพยาบาลราชสาส์น","62","0","0.00","0","0.00","65","25","38.46","25","100.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","35","20","57.14","17","85.00","36","1","2.78","1","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","236","121","51.27","118","97.52","237","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","147","111","75.51","107","96.40","148","4","2.70","4","100.00"
"10859  :  โรงพยาบาลบ้านสร้าง","55","8","14.55","0","0.00","55","31","56.36","6","19.35"
"10860  :  โรงพยาบาลประจันตคาม","234","67","28.63","66","98.51","235","16","6.81","16","100.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","451","123","27.27","115","93.50","459","33","7.19","28","84.85"
"10862  :  โรงพยาบาลศรีมโหสถ","334","100","29.94","94","94.00","333","39","11.71","36","92.31"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","56","1","1.79","1","100.00","57","3","5.26","3","100.00"
"10698  :  โรงพยาบาลนครนายก","446","175","39.24","155","88.57","542","198","36.53","156","78.79"
"10863  :  โรงพยาบาลปากพลี","21","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","310","149","48.06","133","89.26","315","11","3.49","10","90.91"
"10865  :  โรงพยาบาลองครักษ์","275","4","1.45","3","75.00","280","100","35.71","74","74.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","17","0","0.00","0","0.00","18","3","16.67","3","100.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","480","157","32.71","151","96.18","507","24","4.73","24","100.00"
"10866  :  โรงพยาบาลคลองหาด","131","104","79.39","102","98.08","139","106","76.26","103","97.17"
"10867  :  โรงพยาบาลตาพระยา","110","84","76.36","84","100.00","113","2","1.77","2","100.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","187","8","4.28","6","75.00","361","267","73.96","263","98.50"
"10869  :  โรงพยาบาลวัฒนานคร","189","141","74.60","129","91.49","187","36","19.25","36","100.00"
"10870  :  โรงพยาบาลอรัญประเทศ","590","156","26.44","155","99.36","747","415","55.56","414","99.76"
"13817  :  โรงพยาบาลเขาฉกรรจ์","93","63","67.74","62","98.41","98","26","26.53","26","100.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","179","91","50.84","87","95.60","179","97","54.19","85","87.63"
"10872  :  โรงพยาบาลเสิงสาง","291","50","17.18","38","76.00","298","221","74.16","194","87.78"
"10873  :  โรงพยาบาลคง","124","7","5.65","7","100.00","160","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","55","46","83.64","35","76.09","54","46","85.19","37","80.43"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","328","206","62.80","181","87.86","324","34","10.49","33","97.06"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","161","3","1.86","3","100.00","160","3","1.88","3","100.00"
"10879  :  โรงพยาบาลโนนสูง","250","1","0.40","1","100.00","312","67","21.47","59","88.06"
"10880  :  โรงพยาบาลขามสะแกแสง","161","62","38.51","61","98.39","161","7","4.35","7","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","56","0","0.00","0","0.00","62","38","61.29","28","73.68"
"10882  :  โรงพยาบาลประทาย","263","27","10.27","23","85.19","263","2","0.76","2","100.00"
"10883  :  โรงพยาบาลปักธงชัย","60","52","86.67","51","98.08","59","44","74.58","43","97.73"
"10884  :  โรงพยาบาลพิมาย","314","265","84.39","199","75.09","308","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","157","98","62.42","89","90.82","155","19","12.26","17","89.47"
"10886  :  โรงพยาบาลชุมพวง","267","171","64.04","166","97.08","268","19","7.09","18","94.74"
"10887  :  โรงพยาบาลสูงเนิน","418","93","22.25","84","90.32","424","67","15.80","53","79.10"
"10888  :  โรงพยาบาลขามทะเลสอ","113","88","77.88","87","98.86","112","85","75.89","82","96.47"
"10889  :  โรงพยาบาลสีคิ้ว","467","142","30.41","117","82.39","473","11","2.33","9","81.82"
"10890  :  โรงพยาบาลปากช่องนานา","503","53","10.54","52","98.11","511","262","51.27","240","91.60"
"10891  :  โรงพยาบาลหนองบุญมาก","11","0","0.00","0","0.00","11","10","90.91","8","80.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","67","53","79.10","37","69.81","66","35","53.03","22","62.86"
"10893  :  โรงพยาบาลโนนแดง","157","6","3.82","6","100.00","158","141","89.24","117","82.98"
"10894  :  โรงพยาบาลวังน้ำเขียว","50","36","72.00","36","100.00","54","43","79.63","42","97.67"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","18","0","0.00","0","0.00","17","1","5.88","1","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","58","0","0.00","0","0.00","61","49","80.33","49","100.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","95","1","1.05","1","100.00","96","1","1.04","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","69","6","8.70","5","83.33","70","25","35.71","25","100.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","57","0","0.00","0","0.00","54","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","26","22","84.62","19","86.36","27","23","85.19","18","78.26"
"27840  :  โรงพยาบาลสีดา","38","0","0.00","0","0.00","37","2","5.41","2","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","59","0","0.00","0","0.00","60","39","65.00","30","76.92"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","210","2","0.95","2","100.00","211","170","80.57","156","91.76"
"10896  :  โรงพยาบาลกระสัง","160","6","3.75","6","100.00","158","134","84.81","114","85.07"
"10897  :  โรงพยาบาลนางรอง","789","49","6.21","49","100.00","800","236","29.50","225","95.34"
"10898  :  โรงพยาบาลหนองกี่","428","200","46.73","155","77.50","428","112","26.17","103","91.96"
"10899  :  โรงพยาบาลละหานทราย","543","354","65.19","350","98.87","546","114","20.88","108","94.74"
"10900  :  โรงพยาบาลประโคนชัย","487","30","6.16","30","100.00","519","315","60.69","301","95.56"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","64","25","39.06","25","100.00","65","23","35.38","23","100.00"
"23578  :  โรงพยาบาลแคนดง","171","33","19.30","32","96.97","171","78","45.61","69","88.46"
"28020  :  โรงพยาบาลบ้านด่าน","106","61","57.55","50","81.97","105","87","82.86","71","81.61"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","85","40","47.06","37","92.50","84","31","36.90","27","87.10"
"10916  :  โรงพยาบาลท่าตูม","213","5","2.35","5","100.00","213","155","72.77","124","80.00"
"10917  :  โรงพยาบาลจอมพระ","165","43","26.06","37","86.05","166","148","89.16","131","88.51"
"10918  :  โรงพยาบาลปราสาท","368","11","2.99","11","100.00","372","65","17.47","63","96.92"
"10919  :  โรงพยาบาลกาบเชิง","144","49","34.03","49","100.00","144","60","41.67","59","98.33"
"10920  :  โรงพยาบาลรัตนบุรี","160","9","5.63","8","88.89","161","23","14.29","18","78.26"
"10921  :  โรงพยาบาลสนม","95","14","14.74","14","100.00","94","23","24.47","21","91.30"
"10922  :  โรงพยาบาลศีขรภูมิ","305","1","0.33","1","100.00","304","101","33.22","87","86.14"
"10923  :  โรงพยาบาลสังขะ","182","13","7.14","11","84.62","182","159","87.36","122","76.73"
"10924  :  โรงพยาบาลลำดวน","112","1","0.89","0","0.00","109","91","83.49","84","92.31"
"10925  :  โรงพยาบาลสำโรงทาบ","105","34","32.38","33","97.06","107","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","136","75","55.15","69","92.00","134","40","29.85","35","87.50"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","18","10","55.56","10","100.00","18","11","61.11","9","81.82"
"27842  :  โรงพยาบาลเขวาสินรินทร์","17","11","64.71","11","100.00","18","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","20","0","0.00","0","0.00","20","18","90.00","16","88.89"
"27844  :  โรงพยาบาลโนนนารายณ์","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","199","122","61.31","92","75.41","200","21","10.50","20","95.24"
"10927  :  โรงพยาบาลยางชุมน้อย","150","2","1.33","2","100.00","150","134","89.33","121","90.30"
"10928  :  โรงพยาบาลกันทรารมย์","150","12","8.00","11","91.67","153","4","2.61","4","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","626","71","11.34","66","92.96","634","490","77.29","438","89.39"
"10930  :  โรงพยาบาลขุขันธ์","327","93","28.44","92","98.92","329","98","29.79","95","96.94"
"10931  :  โรงพยาบาลไพรบึง","164","1","0.61","1","100.00","165","71","43.03","59","83.10"
"10932  :  โรงพยาบาลปรางค์กู่","54","1","1.85","1","100.00","54","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","167","132","79.04","122","92.42","168","24","14.29","24","100.00"
"10934  :  โรงพยาบาลราษีไศล","202","48","23.76","47","97.92","200","70","35.00","70","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","439","97","22.10","95","97.94","446","260","58.30","251","96.54"
"10936  :  โรงพยาบาลบึงบูรพ์","48","1","2.08","1","100.00","47","36","76.60","32","88.89"
"10937  :  โรงพยาบาลห้วยทับทัน","61","6","9.84","6","100.00","61","42","68.85","41","97.62"
"10938  :  โรงพยาบาลโนนคูณ","29","2","6.90","2","100.00","31","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","55","7","12.73","6","85.71","55","43","78.18","43","100.00"
"10940  :  โรงพยาบาลวังหิน","46","2","4.35","2","100.00","46","15","32.61","15","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","124","14","11.29","13","92.86","125","24","19.20","20","83.33"
"10942  :  โรงพยาบาลภูสิงห์","94","29","30.85","29","100.00","95","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","16","0","0.00","0","0.00","16","15","93.75","12","80.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","76","1","1.32","1","100.00","78","2","2.56","2","100.00"
"28014  :  โรงพยาบาลพยุห์","18","1","5.56","1","100.00","18","17","94.44","17","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","14","0","0.00","0","0.00","13","10","76.92","9","90.00"
"28016  :  โรงพยาบาลศิลาลาด","36","0","0.00","0","0.00","37","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","94","0","0.00","0","0.00","98","60","61.22","54","90.00"
"10946  :  โรงพยาบาลเขื่องใน","228","105","46.05","105","100.00","234","31","13.25","29","93.55"
"10947  :  โรงพยาบาลเขมราฐ","257","2","0.78","2","100.00","259","147","56.76","138","93.88"
"10948  :  โรงพยาบาลนาจะหลวย","218","86","39.45","76","88.37","220","121","55.00","109","90.08"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","256","78","30.47","64","82.05","273","140","51.28","106","75.71"
"10951  :  โรงพยาบาลตระการพืชผล","212","70","33.02","54","77.14","236","80","33.90","77","96.25"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","83","1","1.20","1","100.00","83","43","51.81","38","88.37"
"10953  :  โรงพยาบาลม่วงสามสิบ","281","200","71.17","159","79.50","283","241","85.16","183","75.93"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","61","0","0.00","0","0.00","59","11","18.64","11","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","131","2","1.53","2","100.00","132","41","31.06","37","90.24"
"10959  :  โรงพยาบาลสำโรง","109","4","3.67","4","100.00","109","88","80.73","87","98.86"
"10960  :  โรงพยาบาลดอนมดแดง","33","19","57.58","19","100.00","32","24","75.00","24","100.00"
"10961  :  โรงพยาบาลสิรินธร","101","0","0.00","0","0.00","107","68","63.55","67","98.53"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","64","2","3.13","2","100.00","64","50","78.13","48","96.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","109","2","1.83","1","50.00","116","3","2.59","3","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","639","21","3.29","21","100.00","678","140","20.65","140","100.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","25","11","44.00","7","63.64","26","13","50.00","7","53.85"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","48","2","4.17","2","100.00","49","35","71.43","30","85.71"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","252","14","5.56","14","100.00","254","149","58.66","126","84.56"
"10966  :  โรงพยาบาลป่าติ้ว","71","22","30.99","22","100.00","69","4","5.80","4","100.00"
"10967  :  โรงพยาบาลมหาชนะชัย","135","8","5.93","4","50.00","137","85","62.04","50","58.82"
"10968  :  โรงพยาบาลค้อวัง","74","7","9.46","7","100.00","76","69","90.79","48","69.57"
"10969  :  โรงพยาบาลไทยเจริญ","69","4","5.80","4","100.00","74","59","79.73","55","93.22"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","93","67","72.04","56","83.58","152","66","43.42","54","81.82"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","60","5","8.33","5","100.00","60","13","21.67","13","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","130","50","38.46","48","96.00","131","35","26.72","35","100.00"
"10971  :  โรงพยาบาลคอนสวรรค์","171","2","1.17","2","100.00","170","91","53.53","89","97.80"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","146","96","65.75","87","90.63","152","26","17.11","26","100.00"
"10973  :  โรงพยาบาลหนองบัวแดง","262","30","11.45","27","90.00","268","133","49.63","122","91.73"
"10974  :  โรงพยาบาลจัตุรัส","209","94","44.98","94","100.00","214","93","43.46","93","100.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","120","27","22.50","26","96.30","125","108","86.40","96","88.89"
"10976  :  โรงพยาบาลหนองบัวระเหว","45","42","93.33","42","100.00","45","37","82.22","37","100.00"
"10977  :  โรงพยาบาลเทพสถิต","219","24","10.96","22","91.67","216","29","13.43","25","86.21"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","276","234","84.78","231","98.72","279","27","9.68","27","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","146","0","0.00","0","0.00","146","120","82.19","120","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","455","86","18.90","85","98.84","454","123","27.09","120","97.56"
"10981  :  โรงพยาบาลคอนสาร","31","0","0.00","0","0.00","33","16","48.48","16","100.00"
"10982  :  โรงพยาบาลภักดีชุมพล","48","40","83.33","36","90.00","48","1","2.08","1","100.00"
"10983  :  โรงพยาบาลเนินสง่า","29","0","0.00","0","0.00","29","26","89.66","19","73.08"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","83","7","8.43","7","100.00","83","29","34.94","28","96.55"
"10986  :  โรงพยาบาลปทุมราชวงศา","192","6","3.13","6","100.00","193","91","47.15","91","100.00"
"10987  :  โรงพยาบาลพนา","97","1","1.03","1","100.00","98","69","70.41","63","91.30"
"10988  :  โรงพยาบาลเสนางคนิคม","73","40","54.79","36","90.00","74","60","81.08","58","96.67"
"10989  :  โรงพยาบาลหัวตะพาน","81","25","30.86","25","100.00","83","18","21.69","16","88.89"
"10990  :  โรงพยาบาลลืออำนาจ","110","10","9.09","10","100.00","111","98","88.29","92","93.88"
"11040  :  โรงพยาบาลบึงกาฬ","108","2","1.85","2","100.00","112","74","66.07","71","95.95"
"11041  :  โรงพยาบาลพรเจริญ","304","165","54.28","142","86.06","311","14","4.50","13","92.86"
"11043  :  โรงพยาบาลโซ่พิสัย","86","9","10.47","8","88.89","86","55","63.95","36","65.45"
"11046  :  โรงพยาบาลเซกา","90","6","6.67","4","66.67","96","9","9.38","8","88.89"
"11047  :  โรงพยาบาลปากคาด","173","6","3.47","6","100.00","200","154","77.00","115","74.68"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","231","0","0.00","0","0.00","233","177","75.97","149","84.18"
"11050  :  โรงพยาบาลบุ่งคล้า","26","0","0.00","0","0.00","26","23","88.46","20","86.96"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","131","10","7.63","10","100.00","135","3","2.22","3","100.00"
"11000  :  โรงพยาบาลน้ำพอง","76","63","82.89","57","90.48","110","58","52.73","50","86.21"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","52","3","5.77","3","100.00","55","9","16.36","9","100.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","70","3","4.29","3","100.00","69","42","60.87","40","95.24"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","129","24","18.60","17","70.83","191","64","33.51","61","95.31"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","560","393","70.18","360","91.60","570","243","42.63","226","93.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","123","40","32.52","40","100.00","146","89","60.96","81","91.01"
