"โรงพยาบาล","รวมทั้งปีการศึกษา 2563","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"13747  :  โรงพยาบาลราชสาส์น","382","0","0.00","366","0","0.00","372","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","245","0","0.00","238","0","0.00","245","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,246","0","0.00","1,212","0","0.00","1,229","0","0.00"
"10858  :  โรงพยาบาลนาดี","920","365","39.67","906","365","40.29","914","364","39.82"
"10859  :  โรงพยาบาลบ้านสร้าง","400","0","0.00","378","0","0.00","395","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,419","1","0.07","1,396","0","0.00","1,405","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,879","433","15.04","2,825","429","15.19","2,863","414","14.46"
"10862  :  โรงพยาบาลศรีมโหสถ","2,174","4","0.18","2,150","2","0.09","2,168","4","0.18"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","488","0","0.00","484","0","0.00","488","0","0.00"
"10698  :  โรงพยาบาลนครนายก","3,181","1","0.03","2,622","0","0.00","3,157","1","0.03"
"10863  :  โรงพยาบาลปากพลี","131","1","0.76","122","0","0.00","127","1","0.79"
"10864  :  โรงพยาบาลบ้านนา","2,019","1,584","78.45","1,981","1,475","74.46","1,997","1,463","73.26"
"10865  :  โรงพยาบาลองครักษ์","1,855","1","0.05","1,827","1","0.05","1,833","1","0.05"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","142","0","0.00","138","0","0.00","140","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3,230","0","0.00","3,035","0","0.00","3,192","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","854","0","0.00","807","0","0.00","843","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","706","0","0.00","655","0","0.00","703","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,707","0","0.00","1,473","0","0.00","2,672","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","1,296","0","0.00","1,228","0","0.00","1,270","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","4,450","0","0.00","3,483","0","0.00","4,436","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","661","0","0.00","611","0","0.00","650","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,137","0","0.00","1,114","0","0.00","1,126","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","1,931","0","0.00","1,883","0","0.00","1,908","0","0.00"
"10873  :  โรงพยาบาลคง","1,119","0","0.00","937","0","0.00","1,108","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","336","0","0.00","327","0","0.00","324","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,197","0","0.00","2,183","0","0.00","2,177","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,114","0","0.00","1,094","0","0.00","1,063","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","1,793","0","0.00","1,489","0","0.00","1,793","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","1,026","0","0.00","1,021","0","0.00","1,020","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","430","0","0.00","409","0","0.00","416","0","0.00"
"10882  :  โรงพยาบาลประทาย","1,735","0","0.00","1,722","0","0.00","1,718","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","340","80","23.53","332","73","21.99","332","72","21.69"
"10884  :  โรงพยาบาลพิมาย","1,839","0","0.00","1,822","0","0.00","1,819","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","873","0","0.00","866","0","0.00","863","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","1,628","0","0.00","1,605","0","0.00","1,618","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","2,608","0","0.00","2,566","0","0.00","2,583","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","660","0","0.00","652","0","0.00","648","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","3,093","0","0.00","3,051","0","0.00","3,070","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","3,260","0","0.00","3,186","0","0.00","3,233","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","71","0","0.00","71","0","0.00","71","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","402","0","0.00","395","0","0.00","399","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","843","0","0.00","834","0","0.00","835","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","313","0","0.00","303","0","0.00","311","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","118","0","0.00","118","0","0.00","117","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","350","0","0.00","334","0","0.00","345","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","520","0","0.00","517","0","0.00","517","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","541","0","0.00","528","0","0.00","524","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","303","2","0.66","300","0","0.00","298","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","157","0","0.00","153","0","0.00","156","0","0.00"
"27840  :  โรงพยาบาลสีดา","267","0","0.00","265","0","0.00","261","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","400","0","0.00","386","0","0.00","387","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,185","1","0.08","1,118","1","0.09","1,163","0","0.00"
"10896  :  โรงพยาบาลกระสัง","1,008","0","0.00","969","0","0.00","950","0","0.00"
"10897  :  โรงพยาบาลนางรอง","5,291","3","0.06","5,143","1","0.02","5,158","1","0.02"
"10898  :  โรงพยาบาลหนองกี่","3,171","474","14.95","3,088","364","11.79","3,067","361","11.77"
"10899  :  โรงพยาบาลละหานทราย","3,666","1","0.03","3,594","1","0.03","3,609","1","0.03"
"10900  :  โรงพยาบาลประโคนชัย","3,379","0","0.00","3,226","0","0.00","3,356","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0","0.00","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0","0.00","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0","0.00","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0","0.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0","0.00","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0","0.00","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0","0.00","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","493","0","0.00","486","0","0.00","489","0","0.00"
"23578  :  โรงพยาบาลแคนดง","983","0","0.00","975","0","0.00","969","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","627","0","0.00","612","0","0.00","623","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","617","0","0.00","609","0","0.00","608","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","1,436","0","0.00","1,424","0","0.00","1,426","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,258","0","0.00","1,208","0","0.00","1,247","0","0.00"
"10918  :  โรงพยาบาลปราสาท","2,289","1","0.04","2,257","0","0.00","2,276","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","802","0","0.00","783","0","0.00","794","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,120","1","0.09","1,099","0","0.00","1,108","0","0.00"
"10921  :  โรงพยาบาลสนม","565","0","0.00","558","0","0.00","560","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","2,004","1","0.05","1,944","1","0.05","1,944","1","0.05"
"10923  :  โรงพยาบาลสังขะ","1,059","0","0.00","1,048","0","0.00","1,045","0","0.00"
"10924  :  โรงพยาบาลลำดวน","675","0","0.00","658","0","0.00","655","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","628","0","0.00","618","0","0.00","626","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","813","0","0.00","803","0","0.00","805","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","157","0","0.00","146","0","0.00","143","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","133","0","0.00","131","0","0.00","131","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","147","0","0.00","129","0","0.00","131","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","81","0","0.00","80","0","0.00","81","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,690","1","0.06","1,575","1","0.06","1,618","1","0.06"
"10927  :  โรงพยาบาลยางชุมน้อย","1,108","0","0.00","1,050","0","0.00","1,022","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","1,081","1","0.09","1,043","0","0.00","1,046","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","3,971","0","0.00","3,893","0","0.00","3,839","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","2,158","4","0.19","2,140","4","0.19","2,140","4","0.19"
"10931  :  โรงพยาบาลไพรบึง","1,050","0","0.00","1,026","0","0.00","1,014","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","412","2","0.49","339","2","0.59","406","2","0.49"
"10933  :  โรงพยาบาลขุนหาญ","1,003","397","39.58","995","0","0.00","991","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,193","87","7.29","1,118","1","0.09","1,160","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","2,895","28","0.97","2,811","16","0.57","2,807","22","0.78"
"10936  :  โรงพยาบาลบึงบูรพ์","300","6","2.00","292","6","2.05","262","6","2.29"
"10937  :  โรงพยาบาลห้วยทับทัน","482","215","44.61","456","215","47.15","478","214","44.77"
"10938  :  โรงพยาบาลโนนคูณ","171","0","0.00","168","0","0.00","168","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","395","49","12.41","388","48","12.37","389","48","12.34"
"10940  :  โรงพยาบาลวังหิน","308","0","0.00","252","0","0.00","305","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","615","1","0.16","588","0","0.00","610","1","0.16"
"10942  :  โรงพยาบาลภูสิงห์","656","383","58.38","639","383","59.94","648","381","58.80"
"10943  :  โรงพยาบาลเมืองจันทร์","81","8","9.88","78","8","10.26","79","8","10.13"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","584","0","0.00","550","0","0.00","583","0","0.00"
"28014  :  โรงพยาบาลพยุห์","115","9","7.83","104","0","0.00","113","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","64","0","0.00","64","0","0.00","62","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","247","0","0.00","244","0","0.00","246","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","20","0","0.00","0","0","0.00","20","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","533","0","0.00","513","0","0.00","529","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,434","0","0.00","1,420","0","0.00","1,421","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,571","0","0.00","1,532","0","0.00","1,542","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,467","0","0.00","1,437","0","0.00","1,458","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,010","0","0.00","1,945","0","0.00","1,998","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,525","0","0.00","1,355","0","0.00","1,517","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","609","0","0.00","582","0","0.00","560","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,006","3","0.15","1,968","0","0.00","1,880","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","425","89","20.94","366","89","24.32","405","88","21.73"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,074","0","0.00","1,056","0","0.00","844","0","0.00"
"10959  :  โรงพยาบาลสำโรง","691","0","0.00","676","0","0.00","689","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","264","97","36.74","256","97","37.89","252","97","38.49"
"10961  :  โรงพยาบาลสิรินธร","920","0","0.00","873","0","0.00","785","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","569","0","0.00","562","0","0.00","434","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","704","0","0.00","691","0","0.00","704","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4,246","0","0.00","4,114","0","0.00","4,229","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","142","0","0.00","131","0","0.00","141","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","334","0","0.00","325","0","0.00","290","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,590","0","0.00","1,511","0","0.00","1,575","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","462","0","0.00","445","0","0.00","456","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","818","0","0.00","793","0","0.00","809","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","486","11","2.26","465","0","0.00","482","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","390","0","0.00","367","0","0.00","384","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","988","0","0.00","517","0","0.00","986","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","424","2","0.47","412","0","0.00","418","1","0.24"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","765","0","0.00","749","0","0.00","754","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","955","0","0.00","948","0","0.00","953","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","932","0","0.00","908","0","0.00","929","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,832","9","0.49","1,795","7","0.39","1,807","9","0.50"
"10974  :  โรงพยาบาลจัตุรัส","1,539","0","0.00","1,516","0","0.00","1,523","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","760","0","0.00","744","0","0.00","755","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","347","0","0.00","343","0","0.00","343","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,422","0","0.00","1,396","0","0.00","1,399","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,025","0","0.00","1,999","0","0.00","2,003","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","970","0","0.00","954","0","0.00","961","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","2,780","28","1.01","2,734","23","0.84","2,757","26","0.94"
"10981  :  โรงพยาบาลคอนสาร","225","0","0.00","217","0","0.00","218","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","383","1","0.26","371","0","0.00","377","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","242","231","95.45","237","228","96.20","240","227","94.58"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","451","0","0.00","439","0","0.00","444","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,326","0","0.00","1,293","0","0.00","1,320","0","0.00"
"10987  :  โรงพยาบาลพนา","565","0","0.00","561","0","0.00","564","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","526","0","0.00","517","0","0.00","520","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","529","0","0.00","512","0","0.00","524","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","639","0","0.00","628","0","0.00","635","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","877","0","0.00","860","0","0.00","877","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,925","0","0.00","1,880","0","0.00","1,912","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","494","0","0.00","487","0","0.00","494","0","0.00"
"11046  :  โรงพยาบาลเซกา","465","0","0.00","446","0","0.00","465","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,221","0","0.00","1,088","0","0.00","1,207","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,503","0","0.00","1,476","0","0.00","1,483","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","165","159","96.36","165","159","96.36","163","157","96.32"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,003","3","0.30","954","2","0.21","906","2","0.22"
"11000  :  โรงพยาบาลน้ำพอง","666","0","0.00","406","0","0.00","632","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","443","5","1.13","425","2","0.47","439","3","0.68"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","591","1","0.17","582","0","0.00","580","1","0.17"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,423","0","0.00","957","0","0.00","1,412","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,177","3,009","94.71","3,141","2,987","95.10","3,159","2,978","94.27"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","822","2","0.24","676","1","0.15","813","2","0.25"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,818","2","0.11","1,780","2","0.11","1,744","2","0.11"
"11014  :  โรงพยาบาลหนองวัวซอ","1,222","675","55.24","1,210","664","54.88","1,220","667","54.67"
"11015  :  โรงพยาบาลกุมภวาปี","3,866","0","0.00","3,787","0","0.00","3,644","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","1,575","0","0.00","1,221","0","0.00","1,344","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","2,227","0","0.00","2,125","0","0.00","1,974","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","713","0","0.00","688","0","0.00","658","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","1,133","0","0.00","1,111","0","0.00","1,028","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","80","0","0.00","77","0","0.00","79","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","1,470","0","0.00","1,427","0","0.00","1,457","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","2,511","0","0.00","2,482","0","0.00","2,491","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","1,903","0","0.00","1,859","0","0.00","1,873","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","2,304","0","0.00","2,238","0","0.00","2,286","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","560","0","0.00","515","0","0.00","549","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,031","0","0.00","982","0","0.00","1,016","0","0.00"
"11028  :  โรงพยาบาลนายูง","345","0","0.00","339","0","0.00","340","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","121","0","0.00","105","0","0.00","121","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","3,225","0","0.00","2,879","0","0.00","3,183","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
