"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","95","2","2.11","96","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","69","1","1.45","70","30","42.86"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","57","2","3.51","54","46","85.19"
"27839  :  โรงพยาบาลบัวลาย","26","21","80.77","27","25","92.59"
"27840  :  โรงพยาบาลสีดา","38","23","60.53","37","11","29.73"
"27841  :  โรงพยาบาลเทพารักษ์","59","6","10.17","60","33","55.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","210","0","0.00","211","2","0.95"
"10896  :  โรงพยาบาลกระสัง","160","1","0.63","158","131","82.91"
"10897  :  โรงพยาบาลนางรอง","789","36","4.56","800","45","5.63"
"10898  :  โรงพยาบาลหนองกี่","428","175","40.89","428","38","8.88"
"10899  :  โรงพยาบาลละหานทราย","543","310","57.09","546","97","17.77"
"10900  :  โรงพยาบาลประโคนชัย","487","8","1.64","519","96","18.50"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","64","33","51.56","65","25","38.46"
"23578  :  โรงพยาบาลแคนดง","171","0","0.00","171","78","45.61"
"28020  :  โรงพยาบาลบ้านด่าน","106","66","62.26","105","5","4.76"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","85","12","14.12","84","25","29.76"
"10916  :  โรงพยาบาลท่าตูม","213","23","10.80","213","139","65.26"
"10917  :  โรงพยาบาลจอมพระ","165","72","43.64","166","82","49.40"
"10918  :  โรงพยาบาลปราสาท","368","8","2.17","372","62","16.67"
"10919  :  โรงพยาบาลกาบเชิง","144","65","45.14","144","24","16.67"
"10920  :  โรงพยาบาลรัตนบุรี","160","2","1.25","161","23","14.29"
"10921  :  โรงพยาบาลสนม","95","3","3.16","94","20","21.28"
"10922  :  โรงพยาบาลศีขรภูมิ","305","15","4.92","304","109","35.86"
"10923  :  โรงพยาบาลสังขะ","182","13","7.14","182","73","40.11"
"10924  :  โรงพยาบาลลำดวน","112","0","0.00","109","94","86.24"
"10925  :  โรงพยาบาลสำโรงทาบ","105","1","0.95","107","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","136","1","0.74","134","98","73.13"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","18","6","33.33","18","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","17","0","0.00","18","15","83.33"
"27843  :  โรงพยาบาลศรีณรงค์","20","1","5.00","20","16","80.00"
"27844  :  โรงพยาบาลโนนนารายณ์","11","0","0.00","11","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","199","74","37.19","200","13","6.50"
"10927  :  โรงพยาบาลยางชุมน้อย","150","3","2.00","150","73","48.67"
"10928  :  โรงพยาบาลกันทรารมย์","150","4","2.67","153","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","626","123","19.65","634","245","38.64"
"10930  :  โรงพยาบาลขุขันธ์","327","90","27.52","329","23","6.99"
"10931  :  โรงพยาบาลไพรบึง","164","0","0.00","165","72","43.64"
"10932  :  โรงพยาบาลปรางค์กู่","54","26","48.15","54","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","167","45","26.95","168","51","30.36"
"10934  :  โรงพยาบาลราษีไศล","202","136","67.33","200","19","9.50"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","439","72","16.40","446","324","72.65"
"10936  :  โรงพยาบาลบึงบูรพ์","48","0","0.00","47","15","31.91"
"10937  :  โรงพยาบาลห้วยทับทัน","61","12","19.67","61","20","32.79"
"10938  :  โรงพยาบาลโนนคูณ","29","1","3.45","31","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","55","23","41.82","55","15","27.27"
"10940  :  โรงพยาบาลวังหิน","46","0","0.00","46","14","30.43"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","124","21","16.94","125","2","1.60"
"10942  :  โรงพยาบาลภูสิงห์","94","23","24.47","95","1","1.05"
"10943  :  โรงพยาบาลเมืองจันทร์","16","0","0.00","16","16","100.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","76","9","11.84","78","27","34.62"
"28014  :  โรงพยาบาลพยุห์","18","0","0.00","18","1","5.56"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","14","0","0.00","13","2","15.38"
"28016  :  โรงพยาบาลศิลาลาด","36","0","0.00","37","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","94","4","4.26","98","16","16.33"
"10946  :  โรงพยาบาลเขื่องใน","228","2","0.88","234","196","83.76"
"10947  :  โรงพยาบาลเขมราฐ","257","4","1.56","259","87","33.59"
"10948  :  โรงพยาบาลนาจะหลวย","218","2","0.92","220","137","62.27"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","256","85","33.20","273","44","16.12"
"10951  :  โรงพยาบาลตระการพืชผล","212","68","32.08","236","35","14.83"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","83","7","8.43","83","71","85.54"
"10953  :  โรงพยาบาลม่วงสามสิบ","281","166","59.07","283","64","22.61"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","61","0","0.00","59","24","40.68"
"10958  :  โรงพยาบาลโพธิ์ไทร","131","7","5.34","132","24","18.18"
"10959  :  โรงพยาบาลสำโรง","109","4","3.67","109","47","43.12"
"10960  :  โรงพยาบาลดอนมดแดง","33","18","54.55","32","14","43.75"
"10961  :  โรงพยาบาลสิรินธร","101","1","0.99","107","36","33.64"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","64","5","7.81","64","51","79.69"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","109","2","1.83","116","1","0.86"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","639","3","0.47","678","62","9.14"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","25","9","36.00","26","10","38.46"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","48","2","4.17","49","16","32.65"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","252","6","2.38","254","29","11.42"
"10966  :  โรงพยาบาลป่าติ้ว","71","20","28.17","69","2","2.90"
"10967  :  โรงพยาบาลมหาชนะชัย","135","10","7.41","137","74","54.01"
"10968  :  โรงพยาบาลค้อวัง","74","0","0.00","76","61","80.26"
"10969  :  โรงพยาบาลไทยเจริญ","69","4","5.80","74","23","31.08"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","93","1","1.08","152","81","53.29"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","60","3","5.00","60","8","13.33"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","130","0","0.00","131","70","53.44"
"10971  :  โรงพยาบาลคอนสวรรค์","171","2","1.17","170","68","40.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","146","56","38.36","152","21","13.82"
"10973  :  โรงพยาบาลหนองบัวแดง","262","1","0.38","268","129","48.13"
"10974  :  โรงพยาบาลจัตุรัส","209","81","38.76","214","34","15.89"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","120","26","21.67","125","4","3.20"
"10976  :  โรงพยาบาลหนองบัวระเหว","45","1","2.22","45","8","17.78"
"10977  :  โรงพยาบาลเทพสถิต","219","22","10.05","216","25","11.57"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","276","171","61.96","279","7","2.51"
"10979  :  โรงพยาบาลบ้านแท่น","146","17","11.64","146","113","77.40"
"10980  :  โรงพยาบาลแก้งคร้อ","455","50","10.99","454","94","20.70"
"10981  :  โรงพยาบาลคอนสาร","31","6","19.35","33","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","48","30","62.50","48","10","20.83"
"10983  :  โรงพยาบาลเนินสง่า","29","0","0.00","29","23","79.31"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","83","21","25.30","83","53","63.86"
"10986  :  โรงพยาบาลปทุมราชวงศา","192","7","3.65","193","162","83.94"
"10987  :  โรงพยาบาลพนา","97","2","2.06","98","66","67.35"
"10988  :  โรงพยาบาลเสนางคนิคม","73","29","39.73","74","55","74.32"
"10989  :  โรงพยาบาลหัวตะพาน","81","0","0.00","83","20","24.10"
"10990  :  โรงพยาบาลลืออำนาจ","110","1","0.91","111","90","81.08"
"11040  :  โรงพยาบาลบึงกาฬ","108","3","2.78","112","17","15.18"
"11041  :  โรงพยาบาลพรเจริญ","304","27","8.88","311","4","1.29"
"11043  :  โรงพยาบาลโซ่พิสัย","86","7","8.14","86","50","58.14"
"11046  :  โรงพยาบาลเซกา","90","0","0.00","96","1","1.04"
"11047  :  โรงพยาบาลปากคาด","173","7","4.05","200","136","68.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","231","6","2.60","233","139","59.66"
"11050  :  โรงพยาบาลบุ่งคล้า","26","19","73.08","26","2","7.69"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","131","20","15.27","135","32","23.70"
"11000  :  โรงพยาบาลน้ำพอง","76","14","18.42","110","43","39.09"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","52","0","0.00","55","22","40.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","70","0","0.00","69","1","1.45"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","129","12","9.30","191","118","61.78"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","560","314","56.07","570","92","16.14"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","123","3","2.44","146","118","80.82"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","275","8","2.91","277","249","89.89"
"11014  :  โรงพยาบาลหนองวัวซอ","207","10","4.83","211","129","61.14"
"11015  :  โรงพยาบาลกุมภวาปี","579","57","9.84","590","256","43.39"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","168","0","0.00","230","1","0.43"
"11018  :  โรงพยาบาลหนองหาน","284","19","6.69","285","39","13.68"
"11019  :  โรงพยาบาลทุ่งฝน","113","5","4.42","114","6","5.26"
"11020  :  โรงพยาบาลไชยวาน","146","2","1.37","147","1","0.68"
"11021  :  โรงพยาบาลศรีธาตุ","20","0","0.00","21","9","42.86"
"11022  :  โรงพยาบาลวังสามหมอ","268","5","1.87","275","237","86.18"
"11023  :  โรงพยาบาลบ้านผือ","388","60","15.46","391","94","24.04"
"11024  :  โรงพยาบาลน้ำโสม","354","4","1.13","362","231","63.81"
"11025  :  โรงพยาบาลเพ็ญ","340","134","39.41","351","7","1.99"
"11026  :  โรงพยาบาลสร้างคอม","73","0","0.00","74","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","152","3","1.97","155","13","8.39"
"11028  :  โรงพยาบาลนายูง","49","0","0.00","48","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","19","1","5.26","19","11","57.89"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","446","5","1.12","508","230","45.28"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","781","75","9.60","884","430","48.64"
"11030  :  โรงพยาบาลนาด้วง","112","47","41.96","112","7","6.25"
"11031  :  โรงพยาบาลเชียงคาน","176","52","29.55","217","47","21.66"
"11032  :  โรงพยาบาลปากชม","63","50","79.37","63","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","22","7","31.82","21","2","9.52"
"11034  :  โรงพยาบาลภูเรือ","86","17","19.77","85","29","34.12"
"11035  :  โรงพยาบาลท่าลี่","107","6","5.61","107","46","42.99"
"11036  :  โรงพยาบาลวังสะพุง","214","6","2.80","212","129","60.85"
"11037  :  โรงพยาบาลภูกระดึง","166","37","22.29","166","29","17.47"
"11038  :  โรงพยาบาลภูหลวง","94","2","2.13","88","27","30.68"
"11039  :  โรงพยาบาลผาขาว","129","46","35.66","128","38","29.69"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","154","63","40.91","157","30","19.11"
"14133  :  โรงพยาบาลเอราวัณ","160","95","59.38","161","18","11.18"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","212","5","2.36","214","10","4.67"
"10706  :  โรงพยาบาลหนองคาย","286","4","1.40","445","202","45.39"
"11042  :  โรงพยาบาลโพนพิสัย","80","43","53.75","82","20","24.39"
"11044  :  โรงพยาบาลศรีเชียงใหม่","108","60","55.56","143","79","55.24"
"11045  :  โรงพยาบาลสังคม","88","0","0.00","90","4","4.44"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","253","58","22.92","430","140","32.56"
"14558  :  โรงพยาบาลพิสัยเวช","200","94","47.00","203","48","23.65"
"21356  :  โรงพยาบาลสระใคร","24","14","58.33","23","14","60.87"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","53","7","13.21","57","35","61.40"
"28815  :  โรงพยาบาลรัตนวาปี","4","0","0.00","4","4","100.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","42","2","4.76","41","22","53.66"
"11052  :  โรงพยาบาลโกสุมพิสัย","327","13","3.98","331","219","66.16"
"11053  :  โรงพยาบาลกันทรวิชัย","150","59","39.33","151","37","24.50"
"11054  :  โรงพยาบาลเชียงยืน","208","20","9.62","208","86","41.35"
"11055  :  โรงพยาบาลบรบือ","227","1","0.44","261","5","1.92"
"11056  :  โรงพยาบาลนาเชือก","157","5","3.18","208","22","10.58"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","466","9","1.93","466","254","54.51"
"11058  :  โรงพยาบาลวาปีปทุม","386","100","25.91","469","190","40.51"
"11059  :  โรงพยาบาลนาดูน","64","0","0.00","66","52","78.79"
"11060  :  โรงพยาบาลยางสีสุราช","69","42","60.87","69","10","14.49"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","293","14","4.78","295","10","3.39"
"24704  :  โรงพยาบาลกุดรัง","19","8","42.11","18","18","100.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","231","5","2.16","233","199","85.41"
"11062  :  โรงพยาบาลปทุมรัตต์","193","10","5.18","194","47","24.23"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","155","90","58.06","156","72","46.15"
"11064  :  โรงพยาบาลธวัชบุรี","50","37","74.00","51","14","27.45"
"11065  :  โรงพยาบาลพนมไพร","193","89","46.11","198","29","14.65"
"11066  :  โรงพยาบาลโพนทอง","342","30","8.77","352","25","7.10"
"11067  :  โรงพยาบาลโพธิ์ชัย","90","10","11.11","91","31","34.07"
"11068  :  โรงพยาบาลหนองพอก","266","17","6.39","307","26","8.47"
"11069  :  โรงพยาบาลเสลภูมิ","429","129","30.07","436","178","40.83"
"11070  :  โรงพยาบาลสุวรรณภูมิ","359","152","42.34","357","80","22.41"
"11071  :  โรงพยาบาลเมืองสรวง","123","53","43.09","125","58","46.40"
"11072  :  โรงพยาบาลโพนทราย","70","0","0.00","71","64","90.14"
"11073  :  โรงพยาบาลอาจสามารถ","153","2","1.31","155","77","49.68"
"11074  :  โรงพยาบาลเมยวดี","94","56","59.57","96","3","3.13"
"11075  :  โรงพยาบาลศรีสมเด็จ","108","4","3.70","109","60","55.05"
"11076  :  โรงพยาบาลจังหาร","23","19","82.61","23","6","26.09"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","7","7","100.00","8","7","87.50"
"27989  :  โรงพยาบาลเชียงขวัญ","6","1","16.67","5","4","80.00"
"27990  :  โรงพยาบาลหนองฮี","22","15","68.18","22","20","90.91"
"10709  :  โรงพยาบาลกาฬสินธุ์","332","2","0.60","332","8","2.41"
"11077  :  โรงพยาบาลนามน","122","51","41.80","123","73","59.35"
"11078  :  โรงพยาบาลกมลาไสย","163","0","0.00","188","18","9.57"
"11079  :  โรงพยาบาลร่องคำ","58","1","1.72","173","82","47.40"
"11080  :  โรงพยาบาลเขาวง","154","115","74.68","156","11","7.05"
"11081  :  โรงพยาบาลยางตลาด","215","95","44.19","216","9","4.17"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","36","0","0.00","35","26","74.29"
"11084  :  โรงพยาบาลคำม่วง","173","0","0.00","179","2","1.12"
"11085  :  โรงพยาบาลท่าคันโท","96","11","11.46","136","82","60.29"
"11086  :  โรงพยาบาลหนองกุงศรี","175","99","56.57","186","7","3.76"
"11087  :  โรงพยาบาลสมเด็จ","406","46","11.33","409","189","46.21"
"11088  :  โรงพยาบาลห้วยผึ้ง","177","4","2.26","184","46","25.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","309","8","2.59","313","3","0.96"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","40","2","5.00","41","1","2.44"
"28789  :  โรงพยาบาลฆ้องชัย","30","0","0.00","30","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","45","0","0.00","46","0","0.00"
"28791  :  โรงพยาบาลสามชัย","47","10","21.28","47","42","89.36"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","137","88","64.23","142","1","0.70"
"11090  :  โรงพยาบาลกุดบาก","121","6","4.96","125","18","14.40"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","115","5","4.35","118","5","4.24"
"11092  :  โรงพยาบาลพังโคน","268","151","56.34","272","6","2.21"
"11093  :  โรงพยาบาลวาริชภูมิ","184","1","0.54","186","20","10.75"
"11094  :  โรงพยาบาลนิคมน้ำอูน","84","1","1.19","87","1","1.15"
"11095  :  โรงพยาบาลวานรนิวาส","316","138","43.67","312","111","35.58"
"11096  :  โรงพยาบาลคำตากล้า","92","57","61.96","215","7","3.26"
"11097  :  โรงพยาบาลบ้านม่วง","192","5","2.60","196","114","58.16"
"11098  :  โรงพยาบาลอากาศอำนวย","253","180","71.15","250","15","6.00"
"11099  :  โรงพยาบาลส่องดาว","173","32","18.50","174","1","0.57"
"11100  :  โรงพยาบาลเต่างอย","68","24","35.29","65","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","133","61","45.86","135","6","4.44"
"11102  :  โรงพยาบาลเจริญศิลป์","128","79","61.72","126","16","12.70"
"11103  :  โรงพยาบาลโพนนาแก้ว","57","31","54.39","57","1","1.75"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","581","160","27.54","589","197","33.45"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","170","1","0.59","174","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","38","27","71.05","38","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","102","1","0.98","163","4","2.45"
"11104  :  โรงพยาบาลปลาปาก","158","45","28.48","162","61","37.65"
"11105  :  โรงพยาบาลท่าอุเทน","65","0","0.00","65","9","13.85"
"11106  :  โรงพยาบาลบ้านแพง","194","28","14.43","195","9","4.62"
"11107  :  โรงพยาบาลนาทม","54","0","0.00","52","1","1.92"
"11108  :  โรงพยาบาลเรณูนคร","159","99","62.26","157","54","34.39"
"11109  :  โรงพยาบาลนาแก","316","35","11.08","322","124","38.51"
"11110  :  โรงพยาบาลศรีสงคราม","275","2","0.73","274","36","13.14"
"11111  :  โรงพยาบาลนาหว้า","168","1","0.60","172","54","31.40"
"11112  :  โรงพยาบาลโพนสวรรค์","94","22","23.40","94","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","14","0","0.00","30","1","3.33"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","38","9","23.68","37","20","54.05"
"10712  :  โรงพยาบาลมุกดาหาร","578","154","26.64","707","35","4.95"
"11113  :  โรงพยาบาลนิคมคำสร้อย","112","48","42.86","112","45","40.18"
"11114  :  โรงพยาบาลดอนตาล","113","60","53.10","112","27","24.11"
"11115  :  โรงพยาบาลดงหลวง","113","9","7.96","116","61","52.59"
