"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","89","9","10.11","87","9","10.34"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","92","28","30.43","95","30","31.58"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","44","5","11.36","42","6","14.29"
"27839  :  โรงพยาบาลบัวลาย","21","0","0.00","24","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","56","38","67.86","54","38","70.37"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","152","2","1.32","145","2","1.38"
"10896  :  โรงพยาบาลกระสัง","159","14","8.81","157","14","8.92"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","307","9","2.93","172","3","1.74"
"10899  :  โรงพยาบาลละหานทราย","287","11","3.83","219","8","3.65"
"10900  :  โรงพยาบาลประโคนชัย","465","169","36.34","387","168","43.41"
"10901  :  โรงพยาบาลบ้านกรวด","307","195","63.52","281","184","65.48"
"10902  :  โรงพยาบาลพุทไธสง","269","82","30.48","219","83","37.90"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","451","4","0.89","392","3","0.77"
"10906  :  โรงพยาบาลปะคำ","54","26","48.15","57","26","45.61"
"10907  :  โรงพยาบาลนาโพธิ์","50","1","2.00","44","1","2.27"
"10908  :  โรงพยาบาลหนองหงส์","137","15","10.95","127","12","9.45"
"10909  :  โรงพยาบาลพลับพลาชัย","97","2","2.06","96","2","2.08"
"10910  :  โรงพยาบาลห้วยราช","17","0","0.00","17","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","102","61","59.80","102","61","59.80"
"10912  :  โรงพยาบาลชำนิ","35","1","2.86","35","1","2.86"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","50","0","0.00","50","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","60","1","1.67","50","1","2.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","90","10","11.11","77","10","12.99"
"23578  :  โรงพยาบาลแคนดง","88","27","30.68","89","27","30.34"
"28020  :  โรงพยาบาลบ้านด่าน","146","11","7.53","144","11","7.64"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","99","17","17.17","99","17","17.17"
"10916  :  โรงพยาบาลท่าตูม","235","75","31.91","188","73","38.83"
"10917  :  โรงพยาบาลจอมพระ","203","137","67.49","201","137","68.16"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","128","19","14.84","132","19","14.39"
"10920  :  โรงพยาบาลรัตนบุรี","158","41","25.95","158","42","26.58"
"10921  :  โรงพยาบาลสนม","78","1","1.28","77","1","1.30"
"10922  :  โรงพยาบาลศีขรภูมิ","321","8","2.49","224","8","3.57"
"10923  :  โรงพยาบาลสังขะ","168","86","51.19","165","85","51.52"
"10924  :  โรงพยาบาลลำดวน","103","0","0.00","104","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","100","64","64.00","99","64","64.65"
"10926  :  โรงพยาบาลบัวเชด","132","1","0.76","133","1","0.75"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","54","2","3.70","57","2","3.51"
"27842  :  โรงพยาบาลเขวาสินรินทร์","25","0","0.00","25","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","24","1","4.17","24","1","4.17"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","183","5","2.73","22","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","131","11","8.40","86","11","12.79"
"10928  :  โรงพยาบาลกันทรารมย์","149","7","4.70","151","7","4.64"
"10929  :  โรงพยาบาลกันทรลักษ์","587","5","0.85","389","4","1.03"
"10930  :  โรงพยาบาลขุขันธ์","323","8","2.48","268","7","2.61"
"10931  :  โรงพยาบาลไพรบึง","156","1","0.64","140","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","49","0","0.00","48","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","156","9","5.77","156","9","5.77"
"10934  :  โรงพยาบาลราษีไศล","151","2","1.32","119","2","1.68"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","427","30","7.03","239","7","2.93"
"10936  :  โรงพยาบาลบึงบูรพ์","48","2","4.17","49","2","4.08"
"10937  :  โรงพยาบาลห้วยทับทัน","55","1","1.82","51","1","1.96"
"10938  :  โรงพยาบาลโนนคูณ","29","20","68.97","30","20","66.67"
"10939  :  โรงพยาบาลศรีรัตนะ","60","0","0.00","59","0","0.00"
"10940  :  โรงพยาบาลวังหิน","49","7","14.29","49","7","14.29"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","99","8","8.08","41","8","19.51"
"10942  :  โรงพยาบาลภูสิงห์","111","2","1.80","111","2","1.80"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","99","6","6.06","45","6","13.33"
"28014  :  โรงพยาบาลพยุห์","11","0","0.00","12","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","10","1","10.00","10","1","10.00"
"28016  :  โรงพยาบาลศิลาลาด","42","0","0.00","42","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","87","14","16.09","92","15","16.30"
"10946  :  โรงพยาบาลเขื่องใน","235","7","2.98","237","7","2.95"
"10947  :  โรงพยาบาลเขมราฐ","247","63","25.51","246","63","25.61"
"10948  :  โรงพยาบาลนาจะหลวย","235","64","27.23","179","62","34.64"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","315","104","33.02","143","57","39.86"
"10951  :  โรงพยาบาลตระการพืชผล","235","21","8.94","140","12","8.57"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","84","10","11.90","85","10","11.76"
"10953  :  โรงพยาบาลม่วงสามสิบ","270","55","20.37","145","36","24.83"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","36","0","0.00","37","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","150","115","76.67","120","112","93.33"
"10959  :  โรงพยาบาลสำโรง","109","6","5.50","60","1","1.67"
"10960  :  โรงพยาบาลดอนมดแดง","34","7","20.59","35","7","20.00"
"10961  :  โรงพยาบาลสิรินธร","122","14","11.48","122","13","10.66"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","78","20","25.64","78","19","24.36"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","105","7","6.67","9","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","676","9","1.33","383","2","0.52"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","20","1","5.00","20","1","5.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","51","7","13.73","8","1","12.50"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","230","114","49.57","219","114","52.05"
"10966  :  โรงพยาบาลป่าติ้ว","86","0","0.00","88","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","144","8","5.56","117","6","5.13"
"10968  :  โรงพยาบาลค้อวัง","63","40","63.49","50","34","68.00"
"10969  :  โรงพยาบาลไทยเจริญ","61","11","18.03","35","11","31.43"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","72","1","1.39","71","1","1.41"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","68","1","1.47","69","1","1.45"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","134","2","1.49","133","2","1.50"
"10971  :  โรงพยาบาลคอนสวรรค์","149","1","0.67","87","1","1.15"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","155","45","29.03","84","43","51.19"
"10973  :  โรงพยาบาลหนองบัวแดง","285","156","54.74","236","121","51.27"
"10974  :  โรงพยาบาลจัตุรัส","249","130","52.21","164","74","45.12"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","107","30","28.04","105","29","27.62"
"10976  :  โรงพยาบาลหนองบัวระเหว","51","23","45.10","53","23","43.40"
"10977  :  โรงพยาบาลเทพสถิต","226","57","25.22","214","58","27.10"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","327","134","40.98","283","132","46.64"
"10979  :  โรงพยาบาลบ้านแท่น","132","39","29.55","119","37","31.09"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","26","17","65.38","27","16","59.26"
"10982  :  โรงพยาบาลภักดีชุมพล","57","42","73.68","59","42","71.19"
"10983  :  โรงพยาบาลเนินสง่า","53","1","1.89","53","1","1.89"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","71","4","5.63","72","4","5.56"
"10986  :  โรงพยาบาลปทุมราชวงศา","186","55","29.57","132","54","40.91"
"10987  :  โรงพยาบาลพนา","28","1","3.57","29","1","3.45"
"10988  :  โรงพยาบาลเสนางคนิคม","78","0","0.00","80","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","69","0","0.00","67","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","44","0","0.00","23","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","205","23","11.22","80","4","5.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","159","15","9.43","96","12","12.50"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","287","23","8.01","250","18","7.20"
"11050  :  โรงพยาบาลบุ่งคล้า","22","9","40.91","22","9","40.91"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","129","1","0.78","115","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","47","18","38.30","48","18","37.50"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","70","1","1.43","64","1","1.56"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","46","1","2.17","49","1","2.04"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","159","20","12.58","106","16","15.09"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","411","132","32.12","134","44","32.84"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","104","2","1.92","85","1","1.18"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0.00","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0.00","0","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","0","0","0.00","0","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0.00","0","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","55","11","20.00","56","11","19.64"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","434","55","12.67","329","47","14.29"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","739","23","3.11","591","21","3.55"
"11030  :  โรงพยาบาลนาด้วง","35","26","74.29","35","26","74.29"
"11031  :  โรงพยาบาลเชียงคาน","177","12","6.78","171","11","6.43"
"11032  :  โรงพยาบาลปากชม","73","54","73.97","77","55","71.43"
"11033  :  โรงพยาบาลนาแห้ว","27","6","22.22","27","6","22.22"
"11034  :  โรงพยาบาลภูเรือ","84","27","32.14","48","25","52.08"
"11035  :  โรงพยาบาลท่าลี่","104","2","1.92","105","3","2.86"
"11036  :  โรงพยาบาลวังสะพุง","227","66","29.07","144","10","6.94"
"11037  :  โรงพยาบาลภูกระดึง","157","53","33.76","130","43","33.08"
"11038  :  โรงพยาบาลภูหลวง","104","35","33.65","102","35","34.31"
"11039  :  โรงพยาบาลผาขาว","140","75","53.57","135","75","55.56"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","165","87","52.73","166","87","52.41"
"14133  :  โรงพยาบาลเอราวัณ","188","70","37.23","187","70","37.43"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","198","9","4.55","10","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","255","3","1.18","156","2","1.28"
"11042  :  โรงพยาบาลโพนพิสัย","87","2","2.30","55","2","3.64"
"11044  :  โรงพยาบาลศรีเชียงใหม่","113","0","0.00","89","0","0.00"
"11045  :  โรงพยาบาลสังคม","62","30","48.39","58","28","48.28"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","202","103","50.99","190","101","53.16"
"14558  :  โรงพยาบาลพิสัยเวช","206","68","33.01","182","56","30.77"
"21356  :  โรงพยาบาลสระใคร","10","0","0.00","11","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","54","0","0.00","38","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","4","0","0.00","6","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","37","1","2.70","37","1","2.70"
"11052  :  โรงพยาบาลโกสุมพิสัย","385","96","24.94","314","93","29.62"
"11053  :  โรงพยาบาลกันทรวิชัย","166","84","50.60","157","83","52.87"
"11054  :  โรงพยาบาลเชียงยืน","233","11","4.72","181","9","4.97"
"11055  :  โรงพยาบาลบรบือ","248","5","2.02","245","6","2.45"
"11056  :  โรงพยาบาลนาเชือก","140","34","24.29","38","15","39.47"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","341","163","47.80","166","47","28.31"
"11058  :  โรงพยาบาลวาปีปทุม","341","123","36.07","337","122","36.20"
"11059  :  โรงพยาบาลนาดูน","83","0","0.00","84","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","76","40","52.63","49","37","75.51"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","272","16","5.88","8","1","12.50"
"24704  :  โรงพยาบาลกุดรัง","35","19","54.29","34","18","52.94"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","228","43","18.86","191","44","23.04"
"11062  :  โรงพยาบาลปทุมรัตต์","172","16","9.30","107","9","8.41"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","170","9","5.29","145","8","5.52"
"11064  :  โรงพยาบาลธวัชบุรี","46","4","8.70","32","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","184","72","39.13","140","70","50.00"
"11066  :  โรงพยาบาลโพนทอง","342","9","2.63","170","4","2.35"
"11067  :  โรงพยาบาลโพธิ์ชัย","94","1","1.06","70","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","262","3","1.15","176","1","0.57"
"11069  :  โรงพยาบาลเสลภูมิ","403","99","24.57","196","96","48.98"
"11070  :  โรงพยาบาลสุวรรณภูมิ","356","90","25.28","311","90","28.94"
"11071  :  โรงพยาบาลเมืองสรวง","103","73","70.87","46","31","67.39"
"11072  :  โรงพยาบาลโพนทราย","57","44","77.19","57","44","77.19"
"11073  :  โรงพยาบาลอาจสามารถ","179","6","3.35","154","6","3.90"
"11074  :  โรงพยาบาลเมยวดี","69","30","43.48","60","24","40.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","118","89","75.42","57","47","82.46"
"11076  :  โรงพยาบาลจังหาร","16","7","43.75","16","7","43.75"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","7","2","28.57","7","2","28.57"
"27989  :  โรงพยาบาลเชียงขวัญ","9","4","44.44","9","4","44.44"
"27990  :  โรงพยาบาลหนองฮี","19","10","52.63","19","10","52.63"
"10709  :  โรงพยาบาลกาฬสินธุ์","371","17","4.58","281","14","4.98"
"11077  :  โรงพยาบาลนามน","135","3","2.22","101","1","0.99"
"11078  :  โรงพยาบาลกมลาไสย","151","11","7.28","84","5","5.95"
"11079  :  โรงพยาบาลร่องคำ","38","0","0.00","19","0","0.00"
"11080  :  โรงพยาบาลเขาวง","132","32","24.24","86","31","36.05"
"11081  :  โรงพยาบาลยางตลาด","194","4","2.06","166","3","1.81"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","47","31","65.96","44","29","65.91"
"11084  :  โรงพยาบาลคำม่วง","191","61","31.94","91","49","53.85"
"11085  :  โรงพยาบาลท่าคันโท","98","12","12.24","55","4","7.27"
"11086  :  โรงพยาบาลหนองกุงศรี","184","3","1.63","64","1","1.56"
"11087  :  โรงพยาบาลสมเด็จ","392","12","3.06","254","8","3.15"
"11088  :  โรงพยาบาลห้วยผึ้ง","171","43","25.15","117","38","32.48"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","315","6","1.90","273","6","2.20"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","41","5","12.20","36","5","13.89"
"28789  :  โรงพยาบาลฆ้องชัย","36","14","38.89","36","14","38.89"
"28790  :  โรงพยาบาลดอนจาน","41","27","65.85","40","26","65.00"
"28791  :  โรงพยาบาลสามชัย","52","40","76.92","52","40","76.92"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","158","55","34.81","158","54","34.18"
"11090  :  โรงพยาบาลกุดบาก","74","0","0.00","74","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","137","7","5.11","137","8","5.84"
"11092  :  โรงพยาบาลพังโคน","122","1","0.82","122","1","0.82"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","304","106","34.87","288","97","33.68"
"11096  :  โรงพยาบาลคำตากล้า","0","0","0.00","0","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","178","29","16.29","144","21","14.58"
"11098  :  โรงพยาบาลอากาศอำนวย","0","0","0.00","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","134","50","37.31","80","37","46.25"
"11100  :  โรงพยาบาลเต่างอย","0","0","0.00","0","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","150","27","18.00","150","27","18.00"
"11102  :  โรงพยาบาลเจริญศิลป์","132","63","47.73","132","63","47.73"
"11103  :  โรงพยาบาลโพนนาแก้ว","0","0","0.00","0","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","641","180","28.08","367","24","6.54"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","147","3","2.04","12","1","8.33"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","42","5","11.90","41","5","12.20"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","116","3","2.59","14","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","134","78","58.21","135","78","57.78"
"11105  :  โรงพยาบาลท่าอุเทน","62","1","1.61","62","1","1.61"
"11106  :  โรงพยาบาลบ้านแพง","179","8","4.47","176","8","4.55"
"11107  :  โรงพยาบาลนาทม","27","21","77.78","27","21","77.78"
"11108  :  โรงพยาบาลเรณูนคร","187","87","46.52","188","88","46.81"
"11109  :  โรงพยาบาลนาแก","322","19","5.90","208","12","5.77"
"11110  :  โรงพยาบาลศรีสงคราม","285","8","2.81","223","7","3.14"
"11111  :  โรงพยาบาลนาหว้า","166","2","1.20","164","2","1.22"
"11112  :  โรงพยาบาลโพนสวรรค์","88","44","50.00","90","44","48.89"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","7","4","57.14","8","4","50.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","26","1","3.85","26","1","3.85"
"10712  :  โรงพยาบาลมุกดาหาร","521","11","2.11","315","6","1.90"
"11113  :  โรงพยาบาลนิคมคำสร้อย","92","2","2.17","69","2","2.90"
"11114  :  โรงพยาบาลดอนตาล","112","49","43.75","85","49","57.65"
"11115  :  โรงพยาบาลดงหลวง","121","8","6.61","104","7","6.73"
"11116  :  โรงพยาบาลคำชะอี","119","83","69.75","63","43","68.25"
