"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"10845  :  โรงพยาบาลคลองใหญ่","1,195","0","0.00","0","0.00","1,394","0","0.00","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","524","0","0.00","0","0.00","455","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","895","0","0.00","0","0.00","934","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","316","0","0.00","0","0.00","347","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","173","0","0.00","0","0.00","232","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","90","0","0.00","0","0.00","106","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","821","0","0.00","0","0.00","827","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","1,771","0","0.00","0","0.00","444","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","167","0","0.00","0","0.00","178","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","3,087","0","0.00","0","0.00","2,539","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","340","0","0.00","0","0.00","380","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","922","0","0.00","0","0.00","490","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","456","0","0.00","0","0.00","470","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","245","1","0.41","0","0.00","34","1","2.94","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,404","75","5.34","4","0.28","622","71","11.41","36","5.79"
"10858  :  โรงพยาบาลนาดี","936","82","8.76","1","0.11","334","1","0.30","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","422","41","9.72","1","0.24","436","143","32.80","150","34.40"
"10860  :  โรงพยาบาลประจันตคาม","1,725","346","20.06","5","0.29","1,033","182","17.62","226","21.88"
"10861  :  โรงพยาบาลศรีมหาโพธิ","3,176","661","20.81","4","0.13","666","32","4.80","22","3.30"
"10862  :  โรงพยาบาลศรีมโหสถ","2,186","143","6.54","20","0.91","529","169","31.95","29","5.48"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","526","0","0.00","0","0.00","47","1","2.13","0","0.00"
"10698  :  โรงพยาบาลนครนายก","2,415","2","0.08","0","0.00","1,650","287","17.39","16","0.97"
"10863  :  โรงพยาบาลปากพลี","139","1","0.72","0","0.00","139","1","0.72","1","0.72"
"10864  :  โรงพยาบาลบ้านนา","1,995","109","5.46","0","0.00","1,596","140","8.77","95","5.95"
"10865  :  โรงพยาบาลองครักษ์","1,662","120","7.22","126","7.58","1,304","82","6.29","75","5.75"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","245","0","0.00","0","0.00","186","7","3.76","3","1.61"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","996","188","18.88","10","1.00","1,029","195","18.95","198","19.24"
"10867  :  โรงพยาบาลตาพระยา","823","108","13.12","8","0.97","672","95","14.14","46","6.85"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,785","203","11.37","0","0.00","1,348","449","33.31","445","33.01"
"10869  :  โรงพยาบาลวัฒนานคร","1,508","400","26.53","4","0.27","1,546","109","7.05","542","35.06"
"10870  :  โรงพยาบาลอรัญประเทศ","4,346","145","3.34","3","0.07","1,002","47","4.69","15","1.50"
"13817  :  โรงพยาบาลเขาฉกรรจ์","759","159","20.95","0","0.00","763","167","21.89","159","20.84"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,548","81","5.23","3","0.19","582","46","7.90","45","7.73"
"10872  :  โรงพยาบาลเสิงสาง","2,312","43","1.86","1","0.04","1,347","67","4.97","66","4.90"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","384","61","15.89","1","0.26","380","65","17.11","36","9.47"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,537","168","6.62","4","0.16","2,066","295","14.28","53","2.57"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,335","33","2.47","1","0.07","953","30","3.15","87","9.13"
"10879  :  โรงพยาบาลโนนสูง","1,938","4","0.21","0","0.00","184","2","1.09","5","2.72"
"10880  :  โรงพยาบาลขามสะแกแสง","1,323","88","6.65","1","0.08","1,023","157","15.35","155","15.15"
"10881  :  โรงพยาบาลบัวใหญ่","511","45","8.81","0","0.00","306","157","51.31","153","50.00"
"10882  :  โรงพยาบาลประทาย","1,953","538","27.55","4","0.20","1,263","378","29.93","367","29.06"
"10883  :  โรงพยาบาลปักธงชัย","443","0","0.00","0","0.00","433","0","0.00","2","0.46"
"10884  :  โรงพยาบาลพิมาย","2,323","4","0.17","1","0.04","2,123","193","9.09","191","9.00"
"10885  :  โรงพยาบาลห้วยแถลง","1,071","74","6.91","9","0.84","1,072","22","2.05","21","1.96"
"10886  :  โรงพยาบาลชุมพวง","1,981","187","9.44","7","0.35","1,190","582","48.91","583","48.99"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","860","93","10.81","5","0.58","778","79","10.15","63","8.10"
"10889  :  โรงพยาบาลสีคิ้ว","481","22","4.57","0","0.00","486","10","2.06","232","47.74"
"10890  :  โรงพยาบาลปากช่องนานา","3,934","124","3.15","22","0.56","1,446","136","9.41","29","2.01"
"10891  :  โรงพยาบาลหนองบุญมาก","99","26","26.26","0","0.00","97","27","27.84","26","26.80"
"10892  :  โรงพยาบาลแก้งสนามนาง","515","20","3.88","0","0.00","475","113","23.79","151","31.79"
"10893  :  โรงพยาบาลโนนแดง","731","115","15.73","2","0.27","734","143","19.48","161","21.93"
"10894  :  โรงพยาบาลวังน้ำเขียว","352","6","1.70","0","0.00","229","28","12.23","1","0.44"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","177","3","1.69","0","0.00","180","1","0.56","103","57.22"
"11608  :  โรงพยาบาลลำทะเมนชัย","406","168","41.38","2","0.49","410","273","66.59","299","72.93"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","650","59","9.08","0","0.00","597","40","6.70","50","8.38"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","690","60","8.70","1","0.14","696","22","3.16","65","9.34"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","394","32","8.12","0","0.00","393","114","29.01","127","32.32"
"27839  :  โรงพยาบาลบัวลาย","189","12","6.35","0","0.00","197","111","56.35","112","56.85"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","482","51","10.58","0","0.00","480","211","43.96","214","44.58"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,325","53","4.00","1","0.08","1,194","508","42.55","517","43.30"
"10896  :  โรงพยาบาลกระสัง","1,079","302","27.99","2","0.19","1,081","303","28.03","93","8.60"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","2,580","26","1.01","2","0.08","1,462","98","6.70","91","6.22"
"10899  :  โรงพยาบาลละหานทราย","2,417","109","4.51","5","0.21","1,849","109","5.90","122","6.60"
"10900  :  โรงพยาบาลประโคนชัย","3,792","199","5.25","6","0.16","3,031","1,007","33.22","1,008","33.26"
"10901  :  โรงพยาบาลบ้านกรวด","2,380","587","24.66","2","0.08","2,133","233","10.92","475","22.27"
"10902  :  โรงพยาบาลพุทไธสง","2,035","324","15.92","30","1.47","1,613","455","28.21","462","28.64"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","3,026","40","1.32","3","0.10","2,360","432","18.31","417","17.67"
"10906  :  โรงพยาบาลปะคำ","413","72","17.43","0","0.00","418","242","57.89","240","57.42"
"10907  :  โรงพยาบาลนาโพธิ์","351","61","17.38","2","0.57","300","152","50.67","148","49.33"
"10908  :  โรงพยาบาลหนองหงส์","1,005","99","9.85","13","1.29","815","550","67.48","526","64.54"
"10909  :  โรงพยาบาลพลับพลาชัย","762","396","51.97","0","0.00","759","448","59.03","433","57.05"
"10910  :  โรงพยาบาลห้วยราช","136","26","19.12","1","0.74","132","84","63.64","85","64.39"
"10911  :  โรงพยาบาลโนนสุวรรณ","823","174","21.14","0","0.00","830","386","46.51","519","62.53"
"10912  :  โรงพยาบาลชำนิ","311","20","6.43","0","0.00","312","89","28.53","136","43.59"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","328","72","21.95","0","0.00","331","217","65.56","218","65.86"
"10914  :  โรงพยาบาลโนนดินแดง","624","168","26.92","0","0.00","531","173","32.58","175","32.96"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","691","1","0.14","1","0.14","589","400","67.91","425","72.16"
"23578  :  โรงพยาบาลแคนดง","804","32","3.98","0","0.00","801","84","10.49","10","1.25"
"28020  :  โรงพยาบาลบ้านด่าน","898","14","1.56","1","0.11","893","40","4.48","6","0.67"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","757","17","2.25","0","0.00","760","55","7.24","70","9.21"
"10916  :  โรงพยาบาลท่าตูม","1,791","73","4.08","9","0.50","1,378","219","15.89","211","15.31"
"10917  :  โรงพยาบาลจอมพระ","1,489","377","25.32","7","0.47","1,479","371","25.08","385","26.03"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","968","31","3.20","0","0.00","972","225","23.15","263","27.06"
"10920  :  โรงพยาบาลรัตนบุรี","1,290","139","10.78","5","0.39","1,290","31","2.40","171","13.26"
"10921  :  โรงพยาบาลสนม","726","146","20.11","6","0.83","723","430","59.47","471","65.15"
"10922  :  โรงพยาบาลศีขรภูมิ","2,375","18","0.76","36","1.52","1,644","993","60.40","1,018","61.92"
"10923  :  โรงพยาบาลสังขะ","1,274","336","26.37","1","0.08","1,266","847","66.90","854","67.46"
"10924  :  โรงพยาบาลลำดวน","804","487","60.57","23","2.86","805","476","59.13","507","62.98"
"10925  :  โรงพยาบาลสำโรงทาบ","774","307","39.66","0","0.00","773","3","0.39","397","51.36"
"10926  :  โรงพยาบาลบัวเชด","999","4","0.40","0","0.00","988","176","17.81","102","10.32"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","456","5","1.10","0","0.00","456","34","7.46","78","17.11"
"27842  :  โรงพยาบาลเขวาสินรินทร์","195","58","29.74","0","0.00","199","58","29.15","61","30.65"
"27843  :  โรงพยาบาลศรีณรงค์","148","0","0.00","0","0.00","149","29","19.46","26","17.45"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,838","63","3.43","1","0.05","288","21","7.29","15","5.21"
"10927  :  โรงพยาบาลยางชุมน้อย","916","25","2.73","0","0.00","660","156","23.64","169","25.61"
"10928  :  โรงพยาบาลกันทรารมย์","1,163","23","1.98","0","0.00","1,178","671","56.96","710","60.27"
"10929  :  โรงพยาบาลกันทรลักษ์","4,622","49","1.06","4","0.09","2,812","907","32.25","891","31.69"
"10930  :  โรงพยาบาลขุขันธ์","2,751","233","8.47","6","0.22","2,278","734","32.22","638","28.01"
"10931  :  โรงพยาบาลไพรบึง","1,277","322","25.22","0","0.00","1,107","609","55.01","606","54.74"
"10932  :  โรงพยาบาลปรางค์กู่","457","142","31.07","10","2.19","459","4","0.87","155","33.77"
"10933  :  โรงพยาบาลขุนหาญ","1,196","64","5.35","6","0.50","1,192","443","37.16","481","40.35"
"10934  :  โรงพยาบาลราษีไศล","1,356","76","5.60","0","0.00","1,008","294","29.17","22","2.18"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","3,373","100","2.96","11","0.33","1,824","484","26.54","586","32.13"
"10936  :  โรงพยาบาลบึงบูรพ์","291","4","1.37","0","0.00","291","136","46.74","202","69.42"
"10937  :  โรงพยาบาลห้วยทับทัน","426","2","0.47","0","0.00","373","229","61.39","221","59.25"
"10938  :  โรงพยาบาลโนนคูณ","215","0","0.00","2","0.93","219","113","51.60","116","52.97"
"10939  :  โรงพยาบาลศรีรัตนะ","482","0","0.00","0","0.00","485","59","12.16","57","11.75"
"10940  :  โรงพยาบาลวังหิน","325","54","16.62","44","13.54","319","229","71.79","214","67.08"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","727","4","0.55","1","0.14","260","136","52.31","127","48.85"
"10942  :  โรงพยาบาลภูสิงห์","815","0","0.00","0","0.00","816","4","0.49","57","6.99"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","747","2","0.27","0","0.00","323","30","9.29","134","41.49"
"28014  :  โรงพยาบาลพยุห์","138","1","0.72","2","1.45","141","69","48.94","83","58.87"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","81","0","0.00","0","0.00","81","52","64.20","46","56.79"
"28016  :  โรงพยาบาลศิลาลาด","308","0","0.00","0","0.00","305","1","0.33","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","641","0","0.00","0","0.00","659","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,481","0","0.00","0","0.00","1,492","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,855","0","0.00","0","0.00","1,808","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,794","0","0.00","0","0.00","1,414","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,440","0","0.00","0","0.00","1,113","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,791","0","0.00","0","0.00","927","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","638","0","0.00","0","0.00","643","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,111","0","0.00","0","0.00","1,120","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","450","0","0.00","0","0.00","454","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","919","0","0.00","0","0.00","754","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","925","0","0.00","0","0.00","457","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","297","0","0.00","0","0.00","298","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","910","0","0.00","0","0.00","921","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","539","0","0.00","0","0.00","530","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,140","0","0.00","0","0.00","74","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4,805","0","0.00","0","0.00","2,442","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","181","0","0.00","0","0.00","181","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","407","0","0.00","0","0.00","42","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,866","360","19.29","13","0.70","1,525","902","59.15","690","45.25"
"10966  :  โรงพยาบาลป่าติ้ว","507","3","0.59","0","0.00","508","3","0.59","3","0.59"
"10967  :  โรงพยาบาลมหาชนะชัย","1,042","177","16.99","8","0.77","720","501","69.58","501","69.58"
"10968  :  โรงพยาบาลค้อวัง","543","344","63.35","1","0.18","472","339","71.82","336","71.19"
"10969  :  โรงพยาบาลไทยเจริญ","493","159","32.25","2","0.41","317","185","58.36","197","62.15"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","614","423","68.89","423","68.89","616","442","71.75","412","66.88"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","482","68","14.11","0","0.00","478","72","15.06","74","15.48"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,007","50","4.97","1","0.10","920","442","48.04","465","50.54"
"10971  :  โรงพยาบาลคอนสวรรค์","1,217","33","2.71","0","0.00","671","341","50.82","344","51.27"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,240","47","3.79","4","0.32","649","58","8.94","2","0.31"
"10973  :  โรงพยาบาลหนองบัวแดง","2,247","161","7.17","7","0.31","1,825","514","28.16","393","21.53"
"10974  :  โรงพยาบาลจัตุรัส","1,871","160","8.55","0","0.00","1,173","20","1.71","8","0.68"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","888","77","8.67","4","0.45","889","379","42.63","388","43.64"
"10976  :  โรงพยาบาลหนองบัวระเหว","402","86","21.39","1","0.25","403","102","25.31","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,522","64","4.20","0","0.00","1,383","149","10.77","145","10.48"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,430","116","4.77","4","0.16","1,991","38","1.91","19","0.95"
"10979  :  โรงพยาบาลบ้านแท่น","1,152","260","22.57","15","1.30","1,070","689","64.39","781","72.99"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","245","20","8.16","0","0.00","244","124","50.82","112","45.90"
"10982  :  โรงพยาบาลภักดีชุมพล","464","329","70.91","16","3.45","463","340","73.43","211","45.57"
"10983  :  โรงพยาบาลเนินสง่า","310","4","1.29","0","0.00","307","59","19.22","1","0.33"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","523","21","4.02","0","0.00","530","357","67.36","357","67.36"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,505","44","2.92","0","0.00","978","559","57.16","569","58.18"
"10987  :  โรงพยาบาลพนา","223","3","1.35","0","0.00","224","153","68.30","156","69.64"
"10988  :  โรงพยาบาลเสนางคนิคม","663","11","1.66","0","0.00","670","201","30.00","203","30.30"
"10989  :  โรงพยาบาลหัวตะพาน","641","1","0.16","0","0.00","642","134","20.87","134","20.87"
"10990  :  โรงพยาบาลลืออำนาจ","354","3","0.85","0","0.00","151","65","43.05","65","43.05"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,821","39","2.14","2","0.11","730","55","7.53","4","0.55"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,295","50","3.86","8","0.62","799","291","36.42","297","37.17"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,497","151","10.09","0","0.00","1,176","432","36.73","228","19.39"
"11050  :  โรงพยาบาลบุ่งคล้า","214","0","0.00","0","0.00","216","97","44.91","100","46.30"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","921","0","0.00","0","0.00","777","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","393","0","0.00","0","0.00","398","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","467","0","0.00","0","0.00","392","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","482","0","0.00","0","0.00","489","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,268","0","0.00","0","0.00","871","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,323","0","0.00","0","0.00","1,035","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
