"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","161","105","65.22","80","76.19","167","2","1.20","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","57","6","10.53","3","50.00","61","43","70.49","22","51.16"
"10849  :  โรงพยาบาลเกาะกูด","24","0","0.00","0","0.00","33","6","18.18","2","33.33"
"13816  :  โรงพยาบาลเกาะช้าง","16","0","0.00","0","0.00","15","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","117","15","12.82","10","66.67","120","94","78.33","39","41.49"
"10850  :  โรงพยาบาลบางคล้า","313","9","2.88","8","88.89","378","92","24.34","91","98.91"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","43","18","41.86","11","61.11","46","1","2.17","1","100.00"
"10854  :  โรงพยาบาลพนมสารคาม","468","5","1.07","3","60.00","460","18","3.91","18","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","44","26","59.09","12","46.15","92","37","40.22","24","64.86"
"10856  :  โรงพยาบาลแปลงยาว","140","6","4.29","4","66.67","144","3","2.08","2","66.67"
"13747  :  โรงพยาบาลราชสาส์น","59","18","30.51","9","50.00","62","14","22.58","14","100.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","45","35","77.78","17","48.57","47","3","6.38","3","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","191","6","3.14","2","33.33","194","1","0.52","0","0.00"
"10858  :  โรงพยาบาลนาดี","132","131","99.24","63","48.09","134","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","63","19","30.16","16","84.21","71","34","47.89","21","61.76"
"10860  :  โรงพยาบาลประจันตคาม","222","52","23.42","30","57.69","226","51","22.57","43","84.31"
"10861  :  โรงพยาบาลศรีมหาโพธิ","464","59","12.72","52","88.14","478","27","5.65","27","100.00"
"10862  :  โรงพยาบาลศรีมโหสถ","311","107","34.41","56","52.34","315","45","14.29","39","86.67"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","86","2","2.33","2","100.00","86","3","3.49","3","100.00"
"10698  :  โรงพยาบาลนครนายก","415","202","48.67","140","69.31","490","264","53.88","148","56.06"
"10863  :  โรงพยาบาลปากพลี","16","0","0.00","0","0.00","19","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","319","163","51.10","135","82.82","320","131","40.94","66","50.38"
"10865  :  โรงพยาบาลองครักษ์","315","5","1.59","1","20.00","316","143","45.25","45","31.47"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","25","0","0.00","0","0.00","24","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","485","137","28.25","104","75.91","504","29","5.75","24","82.76"
"10866  :  โรงพยาบาลคลองหาด","116","103","88.79","91","88.35","121","82","67.77","65","79.27"
"10867  :  โรงพยาบาลตาพระยา","101","91","90.10","74","81.32","120","3","2.50","3","100.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","271","11","4.06","8","72.73","486","212","43.62","203","95.75"
"10869  :  โรงพยาบาลวัฒนานคร","200","69","34.50","46","66.67","227","38","16.74","30","78.95"
"10870  :  โรงพยาบาลอรัญประเทศ","568","197","34.68","193","97.97","724","261","36.05","260","99.62"
"13817  :  โรงพยาบาลเขาฉกรรจ์","113","101","89.38","72","71.29","150","28","18.67","23","82.14"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","173","97","56.07","41","42.27","176","82","46.59","32","39.02"
"10872  :  โรงพยาบาลเสิงสาง","288","43","14.93","19","44.19","284","176","61.97","124","70.45"
"10873  :  โรงพยาบาลคง","170","0","0.00","0","0.00","184","1","0.54","1","100.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","61","50","81.97","15","30.00","57","51","89.47","16","31.37"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","378","16","4.23","14","87.50","377","16","4.24","14","87.50"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","226","4","1.77","3","75.00","196","9","4.59","7","77.78"
"10879  :  โรงพยาบาลโนนสูง","275","2","0.73","2","100.00","323","29","8.98","25","86.21"
"10880  :  โรงพยาบาลขามสะแกแสง","170","22","12.94","16","72.73","171","38","22.22","33","86.84"
"10881  :  โรงพยาบาลบัวใหญ่","50","0","0.00","0","0.00","47","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","314","41","13.06","26","63.41","312","12","3.85","12","100.00"
"10883  :  โรงพยาบาลปักธงชัย","58","53","91.38","32","60.38","59","55","93.22","28","50.91"
"10884  :  โรงพยาบาลพิมาย","295","134","45.42","59","44.03","297","105","35.35","59","56.19"
"10885  :  โรงพยาบาลห้วยแถลง","131","89","67.94","48","53.93","134","17","12.69","6","35.29"
"10886  :  โรงพยาบาลชุมพวง","262","239","91.22","186","77.82","263","5","1.90","5","100.00"
"10887  :  โรงพยาบาลสูงเนิน","387","130","33.59","74","56.92","384","58","15.10","39","67.24"
"10888  :  โรงพยาบาลขามทะเลสอ","94","23","24.47","17","73.91","98","11","11.22","9","81.82"
"10889  :  โรงพยาบาลสีคิ้ว","523","4","0.76","0","0.00","525","21","4.00","15","71.43"
"10890  :  โรงพยาบาลปากช่องนานา","533","47","8.82","44","93.62","537","236","43.95","144","61.02"
"10891  :  โรงพยาบาลหนองบุญมาก","7","6","85.71","5","83.33","7","6","85.71","6","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","63","56","88.89","17","30.36","65","39","60.00","12","30.77"
"10893  :  โรงพยาบาลโนนแดง","131","5","3.82","2","40.00","131","85","64.89","27","31.76"
"10894  :  โรงพยาบาลวังน้ำเขียว","45","20","44.44","16","80.00","45","30","66.67","16","53.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","19","0","0.00","0","0.00","19","2","10.53","2","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","54","0","0.00","0","0.00","58","31","53.45","24","77.42"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","77","0","0.00","0","0.00","77","2","2.60","2","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","105","2","1.90","1","50.00","106","22","20.75","10","45.45"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","58","0","0.00","0","0.00","59","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","17","15","88.24","10","66.67","17","16","94.12","9","56.25"
"27840  :  โรงพยาบาลสีดา","60","0","0.00","0","0.00","60","5","8.33","5","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","74","1","1.35","1","100.00","77","63","81.82","59","93.65"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","169","0","0.00","0","0.00","208","164","78.85","86","52.44"
"10896  :  โรงพยาบาลกระสัง","192","6","3.13","5","83.33","174","4","2.30","3","75.00"
"10897  :  โรงพยาบาลนางรอง","965","14","1.45","12","85.71","920","153","16.63","141","92.16"
"10898  :  โรงพยาบาลหนองกี่","611","349","57.12","127","36.39","579","166","28.67","140","84.34"
"10899  :  โรงพยาบาลละหานทราย","683","533","78.04","419","78.61","671","210","31.30","196","93.33"
"10900  :  โรงพยาบาลประโคนชัย","539","2","0.37","2","100.00","537","395","73.56","245","62.03"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","100","25","25.00","25","100.00","101","65","64.36","64","98.46"
"23578  :  โรงพยาบาลแคนดง","147","28","19.05","13","46.43","147","48","32.65","32","66.67"
"28020  :  โรงพยาบาลบ้านด่าน","93","15","16.13","0","0.00","103","88","85.44","26","29.55"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","119","16","13.45","10","62.50","119","99","83.19","79","79.80"
"10916  :  โรงพยาบาลท่าตูม","257","9","3.50","8","88.89","259","6","2.32","2","33.33"
"10917  :  โรงพยาบาลจอมพระ","190","6","3.16","3","50.00","222","180","81.08","110","61.11"
"10918  :  โรงพยาบาลปราสาท","392","2","0.51","1","50.00","400","66","16.50","58","87.88"
"10919  :  โรงพยาบาลกาบเชิง","117","44","37.61","30","68.18","123","23","18.70","17","73.91"
"10920  :  โรงพยาบาลรัตนบุรี","190","30","15.79","12","40.00","192","135","70.31","43","31.85"
"10921  :  โรงพยาบาลสนม","103","6","5.83","2","33.33","107","13","12.15","7","53.85"
"10922  :  โรงพยาบาลศีขรภูมิ","341","0","0.00","0","0.00","335","81","24.18","50","61.73"
"10923  :  โรงพยาบาลสังขะ","163","21","12.88","5","23.81","161","8","4.97","1","12.50"
"10924  :  โรงพยาบาลลำดวน","104","0","0.00","0","0.00","98","86","87.76","69","80.23"
"10925  :  โรงพยาบาลสำโรงทาบ","120","66","55.00","26","39.39","121","20","16.53","20","100.00"
"10926  :  โรงพยาบาลบัวเชด","135","83","61.48","61","73.49","136","41","30.15","28","68.29"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","28","17","60.71","9","52.94","26","17","65.38","10","58.82"
"27842  :  โรงพยาบาลเขวาสินรินทร์","19","17","89.47","10","58.82","19","8","42.11","8","100.00"
"27843  :  โรงพยาบาลศรีณรงค์","38","0","0.00","0","0.00","38","22","57.89","9","40.91"
"27844  :  โรงพยาบาลโนนนารายณ์","13","13","100.00","13","100.00","13","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","381","199","52.23","73","36.68","408","32","7.84","30","93.75"
"10927  :  โรงพยาบาลยางชุมน้อย","244","101","41.39","42","41.58","215","55","25.58","22","40.00"
"10928  :  โรงพยาบาลกันทรารมย์","217","5","2.30","5","100.00","207","9","4.35","7","77.78"
"10929  :  โรงพยาบาลกันทรลักษ์","719","27","3.76","19","70.37","642","550","85.67","321","58.36"
"10930  :  โรงพยาบาลขุขันธ์","380","169","44.47","115","68.05","381","180","47.24","118","65.56"
"10931  :  โรงพยาบาลไพรบึง","194","2","1.03","2","100.00","178","47","26.40","21","44.68"
"10932  :  โรงพยาบาลปรางค์กู่","44","2","4.55","1","50.00","108","3","2.78","3","100.00"
"10933  :  โรงพยาบาลขุนหาญ","170","32","18.82","16","50.00","169","40","23.67","27","67.50"
"10934  :  โรงพยาบาลราษีไศล","186","37","19.89","37","100.00","230","35","15.22","34","97.14"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","533","170","31.89","111","65.29","505","180","35.64","133","73.89"
"10936  :  โรงพยาบาลบึงบูรพ์","65","1","1.54","1","100.00","39","23","58.97","14","60.87"
"10937  :  โรงพยาบาลห้วยทับทัน","67","7","10.45","2","28.57","84","62","73.81","39","62.90"
"10938  :  โรงพยาบาลโนนคูณ","28","0","0.00","0","0.00","27","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","62","8","12.90","7","87.50","63","57","90.48","27","47.37"
"10940  :  โรงพยาบาลวังหิน","38","2","5.26","2","100.00","92","14","15.22","14","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","62","12","19.35","5","41.67","70","29","41.43","19","65.52"
"10942  :  โรงพยาบาลภูสิงห์","96","0","0.00","0","0.00","98","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","14","0","0.00","0","0.00","15","14","93.33","11","78.57"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","99","6","6.06","4","66.67","128","24","18.75","20","83.33"
"28014  :  โรงพยาบาลพยุห์","14","0","0.00","0","0.00","24","14","58.33","5","35.71"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","4","1","25.00","1","100.00","4","4","100.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","51","0","0.00","0","0.00","50","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","20","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","82","0","0.00","0","0.00","87","55","63.22","20","36.36"
"10946  :  โรงพยาบาลเขื่องใน","221","3","1.36","1","33.33","220","22","10.00","21","95.45"
"10947  :  โรงพยาบาลเขมราฐ","239","6","2.51","3","50.00","240","204","85.00","90","44.12"
"10948  :  โรงพยาบาลนาจะหลวย","239","175","73.22","106","60.57","250","74","29.60","28","37.84"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","329","63","19.15","19","30.16","331","222","67.07","71","31.98"
"10951  :  โรงพยาบาลตระการพืชผล","242","95","39.26","29","30.53","269","44","16.36","28","63.64"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","143","3","2.10","3","100.00","124","72","58.06","41","56.94"
"10953  :  โรงพยาบาลม่วงสามสิบ","425","298","70.12","64","21.48","321","288","89.72","59","20.49"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","81","4","4.94","4","100.00","120","1","0.83","1","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","341","0","0.00","0","0.00","124","101","81.45","52","51.49"
"10959  :  โรงพยาบาลสำโรง","97","11","11.34","10","90.91","101","88","87.13","56","63.64"
"10960  :  โรงพยาบาลดอนมดแดง","53","17","32.08","3","17.65","49","44","89.80","10","22.73"
"10961  :  โรงพยาบาลสิรินธร","252","1","0.40","1","100.00","162","37","22.84","24","64.86"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","201","1","0.50","1","100.00","73","64","87.67","22","34.38"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","116","2","1.72","1","50.00","116","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","603","25","4.15","22","88.00","613","119","19.41","115","96.64"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","15","0","0.00","0","0.00","15","11","73.33","4","36.36"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","92","40","43.48","9","22.50","53","42","79.25","8","19.05"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","272","7","2.57","1","14.29","329","51","15.50","30","58.82"
"10966  :  โรงพยาบาลป่าติ้ว","66","30","45.45","13","43.33","74","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","121","0","0.00","0","0.00","136","90","66.18","29","32.22"
"10968  :  โรงพยาบาลค้อวัง","63","9","14.29","4","44.44","76","43","56.58","26","60.47"
"10969  :  โรงพยาบาลไทยเจริญ","46","0","0.00","0","0.00","57","27","47.37","22","81.48"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","76","62","81.58","25","40.32","161","94","58.39","44","46.81"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","76","3","3.95","2","66.67","77","31","40.26","14","45.16"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","110","63","57.27","44","69.84","108","2","1.85","2","100.00"
"10971  :  โรงพยาบาลคอนสวรรค์","163","4","2.45","3","75.00","163","114","69.94","111","97.37"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","160","106","66.25","72","67.92","162","24","14.81","12","50.00"
"10973  :  โรงพยาบาลหนองบัวแดง","251","14","5.58","11","78.57","250","151","60.40","138","91.39"
"10974  :  โรงพยาบาลจัตุรัส","234","39","16.67","34","87.18","236","103","43.64","80","77.67"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","146","37","25.34","24","64.86","148","141","95.27","80","56.74"
"10976  :  โรงพยาบาลหนองบัวระเหว","43","13","30.23","11","84.62","43","41","95.35","38","92.68"
"10977  :  โรงพยาบาลเทพสถิต","237","10","4.22","7","70.00","241","143","59.34","94","65.73"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","375","342","91.20","301","88.01","375","33","8.80","33","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","176","7","3.98","7","100.00","175","58","33.14","58","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","478","138","28.87","137","99.28","481","169","35.14","165","97.63"
"10981  :  โรงพยาบาลคอนสาร","37","0","0.00","0","0.00","38","24","63.16","11","45.83"
"10982  :  โรงพยาบาลภักดีชุมพล","63","26","41.27","21","80.77","64","36","56.25","24","66.67"
"10983  :  โรงพยาบาลเนินสง่า","31","0","0.00","0","0.00","31","29","93.55","13","44.83"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","69","2","2.90","1","50.00","73","40","54.79","22","55.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","216","0","0.00","0","0.00","224","146","65.18","117","80.14"
"10987  :  โรงพยาบาลพนา","93","0","0.00","0","0.00","93","74","79.57","58","78.38"
"10988  :  โรงพยาบาลเสนางคนิคม","86","26","30.23","19","73.08","86","81","94.19","53","65.43"
"10989  :  โรงพยาบาลหัวตะพาน","92","3","3.26","2","66.67","99","39","39.39","21","53.85"
"10990  :  โรงพยาบาลลืออำนาจ","108","1","0.93","0","0.00","108","98","90.74","57","58.16"
"11040  :  โรงพยาบาลบึงกาฬ","139","1","0.72","1","100.00","141","93","65.96","62","66.67"
"11041  :  โรงพยาบาลพรเจริญ","275","99","36.00","63","63.64","284","58","20.42","40","68.97"
"11043  :  โรงพยาบาลโซ่พิสัย","63","2","3.17","0","0.00","65","56","86.15","12","21.43"
"11046  :  โรงพยาบาลเซกา","47","2","4.26","2","100.00","48","1","2.08","1","100.00"
"11047  :  โรงพยาบาลปากคาด","203","6","2.96","4","66.67","234","172","73.50","85","49.42"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","225","1","0.44","1","100.00","226","162","71.68","67","41.36"
"11050  :  โรงพยาบาลบุ่งคล้า","34","0","0.00","0","0.00","34","31","91.18","7","22.58"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","218","24","11.01","24","100.00","159","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","104","57","54.81","18","31.58","168","30","17.86","23","76.67"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","58","6","10.34","6","100.00","64","5","7.81","5","100.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","97","18","18.56","15","83.33","97","80","82.47","70","87.50"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","155","43","27.74","27","62.79","256","46","17.97","30","65.22"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","511","213","41.68","112","52.58","510","222","43.53","109","49.10"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","112","13","11.61","12","92.31","136","60","44.12","31","51.67"
