"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","141","97","68.79","88","90.72","149","2","1.34","2","100.00"
"10848  :  โรงพยาบาลแหลมงอบ","53","10","18.87","8","80.00","53","37","69.81","27","72.97"
"10849  :  โรงพยาบาลเกาะกูด","17","1","5.88","1","100.00","26","2","7.69","2","100.00"
"13816  :  โรงพยาบาลเกาะช้าง","10","0","0.00","0","0.00","9","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","127","54","42.52","43","79.63","126","3","2.38","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","332","116","34.94","114","98.28","403","33","8.19","33","100.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","23","2","8.70","1","50.00","21","1","4.76","1","100.00"
"10854  :  โรงพยาบาลพนมสารคาม","481","3","0.62","2","66.67","480","21","4.38","21","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","44","16","36.36","16","100.00","89","39","43.82","39","100.00"
"10856  :  โรงพยาบาลแปลงยาว","132","1","0.76","1","100.00","133","3","2.26","2","66.67"
"13747  :  โรงพยาบาลราชสาส์น","83","0","0.00","0","0.00","81","55","67.90","48","87.27"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","34","29","85.29","25","86.21","34","1","2.94","1","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","216","102","47.22","93","91.18","218","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","164","133","81.10","122","91.73","165","1","0.61","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","76","11","14.47","11","100.00","80","66","82.50","55","83.33"
"10860  :  โรงพยาบาลประจันตคาม","269","11","4.09","10","90.91","269","178","66.17","161","90.45"
"10861  :  โรงพยาบาลศรีมหาโพธิ","493","38","7.71","36","94.74","498","19","3.82","19","100.00"
"10862  :  โรงพยาบาลศรีมโหสถ","410","163","39.76","132","80.98","416","91","21.88","91","100.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","74","0","0.00","0","0.00","75","3","4.00","3","100.00"
"10698  :  โรงพยาบาลนครนายก","450","1","0.22","1","100.00","555","390","70.27","259","66.41"
"10863  :  โรงพยาบาลปากพลี","25","1","4.00","1","100.00","26","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","359","202","56.27","169","83.66","362","16","4.42","14","87.50"
"10865  :  โรงพยาบาลองครักษ์","298","6","2.01","6","100.00","296","151","51.01","85","56.29"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","18","0","0.00","0","0.00","18","1","5.56","1","100.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","521","159","30.52","149","93.71","545","44","8.07","41","93.18"
"10866  :  โรงพยาบาลคลองหาด","155","135","87.10","132","97.78","164","97","59.15","94","96.91"
"10867  :  โรงพยาบาลตาพระยา","109","1","0.92","1","100.00","117","88","75.21","84","95.45"
"10868  :  โรงพยาบาลวังน้ำเย็น","237","9","3.80","8","88.89","441","324","73.47","314","96.91"
"10869  :  โรงพยาบาลวัฒนานคร","232","199","85.78","183","91.96","241","49","20.33","45","91.84"
"10870  :  โรงพยาบาลอรัญประเทศ","583","198","33.96","198","100.00","743","221","29.74","220","99.55"
"13817  :  โรงพยาบาลเขาฉกรรจ์","91","73","80.22","65","89.04","91","19","20.88","16","84.21"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","206","127","61.65","99","77.95","209","109","52.15","89","81.65"
"10872  :  โรงพยาบาลเสิงสาง","350","43","12.29","29","67.44","355","266","74.93","191","71.80"
"10873  :  โรงพยาบาลคง","145","0","0.00","0","0.00","176","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","46","40","86.96","16","40.00","47","40","85.11","15","37.50"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","405","0","0.00","0","0.00","401","3","0.75","3","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","162","5","3.09","4","80.00","161","6","3.73","5","83.33"
"10879  :  โรงพยาบาลโนนสูง","262","2","0.76","1","50.00","312","44","14.10","30","68.18"
"10880  :  โรงพยาบาลขามสะแกแสง","170","28","16.47","26","92.86","171","50","29.24","46","92.00"
"10881  :  โรงพยาบาลบัวใหญ่","87","0","0.00","0","0.00","88","1","1.14","1","100.00"
"10882  :  โรงพยาบาลประทาย","290","47","16.21","44","93.62","289","11","3.81","10","90.91"
"10883  :  โรงพยาบาลปักธงชัย","47","41","87.23","34","82.93","46","42","91.30","28","66.67"
"10884  :  โรงพยาบาลพิมาย","296","11","3.72","8","72.73","295","75","25.42","53","70.67"
"10885  :  โรงพยาบาลห้วยแถลง","144","75","52.08","61","81.33","141","5","3.55","3","60.00"
"10886  :  โรงพยาบาลชุมพวง","279","244","87.46","219","89.75","281","9","3.20","8","88.89"
"10887  :  โรงพยาบาลสูงเนิน","434","156","35.94","100","64.10","434","63","14.52","41","65.08"
"10888  :  โรงพยาบาลขามทะเลสอ","123","6","4.88","6","100.00","120","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","528","3","0.57","1","33.33","533","3","0.56","3","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","551","20","3.63","20","100.00","561","218","38.86","180","82.57"
"10891  :  โรงพยาบาลหนองบุญมาก","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","83","71","85.54","48","67.61","84","56","66.67","22","39.29"
"10893  :  โรงพยาบาลโนนแดง","146","4","2.74","3","75.00","147","82","55.78","40","48.78"
"10894  :  โรงพยาบาลวังน้ำเขียว","44","24","54.55","24","100.00","45","31","68.89","23","74.19"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","23","0","0.00","0","0.00","23","2","8.70","2","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","57","0","0.00","0","0.00","61","31","50.82","25","80.65"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","83","0","0.00","0","0.00","82","1","1.22","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","90","14","15.56","8","57.14","90","30","33.33","21","70.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","60","0","0.00","0","0.00","61","1","1.64","1","100.00"
"27839  :  โรงพยาบาลบัวลาย","30","27","90.00","24","88.89","32","26","81.25","23","88.46"
"27840  :  โรงพยาบาลสีดา","45","0","0.00","0","0.00","44","3","6.82","3","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","65","0","0.00","0","0.00","67","55","82.09","50","90.91"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","197","7","3.55","5","71.43","202","181","89.60","142","78.45"
"10896  :  โรงพยาบาลกระสัง","170","11","6.47","8","72.73","171","137","80.12","96","70.07"
"10897  :  โรงพยาบาลนางรอง","904","70","7.74","56","80.00","919","241","26.22","206","85.48"
"10898  :  โรงพยาบาลหนองกี่","530","40","7.55","23","57.50","547","256","46.80","201","78.52"
"10899  :  โรงพยาบาลละหานทราย","581","251","43.20","236","94.02","589","220","37.35","207","94.09"
"10900  :  โรงพยาบาลประโคนชัย","561","16","2.85","14","87.50","584","389","66.61","313","80.46"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","85","14","16.47","14","100.00","85","58","68.24","58","100.00"
"23578  :  โรงพยาบาลแคนดง","173","38","21.97","27","71.05","172","50","29.07","35","70.00"
"28020  :  โรงพยาบาลบ้านด่าน","103","0","0.00","0","0.00","104","85","81.73","49","57.65"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","110","10","9.09","9","90.00","111","81","72.97","60","74.07"
"10916  :  โรงพยาบาลท่าตูม","227","202","88.99","118","58.42","228","187","82.02","100","53.48"
"10917  :  โรงพยาบาลจอมพระ","234","6","2.56","3","50.00","238","200","84.03","138","69.00"
"10918  :  โรงพยาบาลปราสาท","410","6","1.46","6","100.00","410","90","21.95","84","93.33"
"10919  :  โรงพยาบาลกาบเชิง","137","42","30.66","31","73.81","141","73","51.77","67","91.78"
"10920  :  โรงพยาบาลรัตนบุรี","208","8","3.85","6","75.00","204","22","10.78","16","72.73"
"10921  :  โรงพยาบาลสนม","88","8","9.09","5","62.50","89","9","10.11","6","66.67"
"10922  :  โรงพยาบาลศีขรภูมิ","318","2","0.63","2","100.00","319","124","38.87","82","66.13"
"10923  :  โรงพยาบาลสังขะ","184","9","4.89","6","66.67","181","19","10.50","15","78.95"
"10924  :  โรงพยาบาลลำดวน","117","0","0.00","0","0.00","118","98","83.05","93","94.90"
"10925  :  โรงพยาบาลสำโรงทาบ","101","61","60.40","53","86.89","103","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","139","55","39.57","52","94.55","142","69","48.59","60","86.96"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","26","24","92.31","20","83.33","25","22","88.00","22","100.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","18","18","100.00","18","100.00","18","18","100.00","18","100.00"
"27843  :  โรงพยาบาลศรีณรงค์","10","10","100.00","7","70.00","10","10","100.00","9","90.00"
"27844  :  โรงพยาบาลโนนนารายณ์","14","14","100.00","14","100.00","15","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","245","21","8.57","21","100.00","248","101","40.73","46","45.54"
"10927  :  โรงพยาบาลยางชุมน้อย","150","25","16.67","24","96.00","151","77","50.99","66","85.71"
"10928  :  โรงพยาบาลกันทรารมย์","166","3","1.81","3","100.00","166","7","4.22","7","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","659","34","5.16","32","94.12","668","573","85.78","405","70.68"
"10930  :  โรงพยาบาลขุขันธ์","409","63","15.40","54","85.71","408","120","29.41","96","80.00"
"10931  :  โรงพยาบาลไพรบึง","182","3","1.65","3","100.00","184","61","33.15","37","60.66"
"10932  :  โรงพยาบาลปรางค์กู่","70","0","0.00","0","0.00","73","3","4.11","3","100.00"
"10933  :  โรงพยาบาลขุนหาญ","156","134","85.90","102","76.12","156","23","14.74","20","86.96"
"10934  :  โรงพยาบาลราษีไศล","196","29","14.80","29","100.00","197","55","27.92","46","83.64"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","447","76","17.00","75","98.68","452","152","33.63","150","98.68"
"10936  :  โรงพยาบาลบึงบูรพ์","48","0","0.00","0","0.00","48","36","75.00","36","100.00"
"10937  :  โรงพยาบาลห้วยทับทัน","92","29","31.52","29","100.00","93","90","96.77","89","98.89"
"10938  :  โรงพยาบาลโนนคูณ","25","1","4.00","1","100.00","26","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","83","8","9.64","8","100.00","84","69","82.14","63","91.30"
"10940  :  โรงพยาบาลวังหิน","38","3","7.89","3","100.00","38","2","5.26","2","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","125","7","5.60","6","85.71","127","33","25.98","31","93.94"
"10942  :  โรงพยาบาลภูสิงห์","106","0","0.00","0","0.00","108","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","16","0","0.00","0","0.00","17","15","88.24","12","80.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","93","5","5.38","4","80.00","93","5","5.38","3","60.00"
"28014  :  โรงพยาบาลพยุห์","17","0","0.00","0","0.00","16","14","87.50","14","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","14","0","0.00","0","0.00","14","13","92.86","11","84.62"
"28016  :  โรงพยาบาลศิลาลาด","48","0","0.00","0","0.00","48","1","2.08","1","100.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","79","0","0.00","0","0.00","79","55","69.62","42","76.36"
"10946  :  โรงพยาบาลเขื่องใน","261","7","2.68","6","85.71","260","6","2.31","6","100.00"
"10947  :  โรงพยาบาลเขมราฐ","253","7","2.77","5","71.43","254","127","50.00","104","81.89"
"10948  :  โรงพยาบาลนาจะหลวย","263","102","38.78","69","67.65","263","113","42.97","77","68.14"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","350","88","25.14","53","60.23","362","244","67.40","186","76.23"
"10951  :  โรงพยาบาลตระการพืชผล","203","95","46.80","57","60.00","235","73","31.06","42","57.53"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","84","1","1.19","1","100.00","83","13","15.66","8","61.54"
"10953  :  โรงพยาบาลม่วงสามสิบ","344","218","63.37","104","47.71","347","298","85.88","144","48.32"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","60","0","0.00","0","0.00","60","14","23.33","14","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","149","3","2.01","3","100.00","152","42","27.63","20","47.62"
"10959  :  โรงพยาบาลสำโรง","143","14","9.79","13","92.86","143","127","88.81","119","93.70"
"10960  :  โรงพยาบาลดอนมดแดง","37","9","24.32","9","100.00","38","36","94.74","36","100.00"
"10961  :  โรงพยาบาลสิรินธร","130","0","0.00","0","0.00","130","28","21.54","17","60.71"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","70","1","1.43","1","100.00","70","54","77.14","54","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","126","2","1.59","2","100.00","128","5","3.91","5","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","724","24","3.31","21","87.50","750","154","20.53","147","95.45"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","25","7","28.00","4","57.14","25","11","44.00","6","54.55"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","48","18","37.50","18","100.00","51","41","80.39","18","43.90"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","271","18","6.64","15","83.33","272","159","58.46","115","72.33"
"10966  :  โรงพยาบาลป่าติ้ว","86","35","40.70","25","71.43","89","5","5.62","4","80.00"
"10967  :  โรงพยาบาลมหาชนะชัย","146","11","7.53","9","81.82","146","111","76.03","74","66.67"
"10968  :  โรงพยาบาลค้อวัง","94","40","42.55","13","32.50","94","44","46.81","29","65.91"
"10969  :  โรงพยาบาลไทยเจริญ","63","11","17.46","11","100.00","63","37","58.73","29","78.38"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","93","67","72.04","47","70.15","182","104","57.14","76","73.08"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","60","4","6.67","4","100.00","62","19","30.65","18","94.74"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","120","45","37.50","45","100.00","121","17","14.05","17","100.00"
"10971  :  โรงพยาบาลคอนสวรรค์","154","4","2.60","4","100.00","157","85","54.14","84","98.82"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","157","108","68.79","63","58.33","159","25","15.72","21","84.00"
"10973  :  โรงพยาบาลหนองบัวแดง","360","36","10.00","32","88.89","359","192","53.48","126","65.63"
"10974  :  โรงพยาบาลจัตุรัส","309","109","35.28","101","92.66","306","99","32.35","99","100.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","106","30","28.30","26","86.67","109","99","90.83","66","66.67"
"10976  :  โรงพยาบาลหนองบัวระเหว","65","60","92.31","60","100.00","66","53","80.30","53","100.00"
"10977  :  โรงพยาบาลเทพสถิต","247","26","10.53","16","61.54","252","5","1.98","4","80.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","324","290","89.51","290","100.00","322","32","9.94","32","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","165","0","0.00","0","0.00","165","77","46.67","76","98.70"
"10980  :  โรงพยาบาลแก้งคร้อ","436","57","13.07","52","91.23","443","111","25.06","108","97.30"
"10981  :  โรงพยาบาลคอนสาร","46","2","4.35","2","100.00","42","18","42.86","14","77.78"
"10982  :  โรงพยาบาลภักดีชุมพล","68","21","30.88","19","90.48","70","40","57.14","34","85.00"
"10983  :  โรงพยาบาลเนินสง่า","41","0","0.00","0","0.00","42","16","38.10","13","81.25"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","72","0","0.00","0","0.00","73","56","76.71","45","80.36"
"10986  :  โรงพยาบาลปทุมราชวงศา","229","1","0.44","0","0.00","234","108","46.15","102","94.44"
"10987  :  โรงพยาบาลพนา","99","0","0.00","0","0.00","99","43","43.43","37","86.05"
"10988  :  โรงพยาบาลเสนางคนิคม","96","63","65.63","43","68.25","95","83","87.37","73","87.95"
"10989  :  โรงพยาบาลหัวตะพาน","98","17","17.35","9","52.94","98","16","16.33","10","62.50"
"10990  :  โรงพยาบาลลืออำนาจ","111","0","0.00","0","0.00","111","92","82.88","73","79.35"
"11040  :  โรงพยาบาลบึงกาฬ","153","2","1.31","1","50.00","157","105","66.88","79","75.24"
"11041  :  โรงพยาบาลพรเจริญ","338","121","35.80","90","74.38","341","20","5.87","17","85.00"
"11043  :  โรงพยาบาลโซ่พิสัย","96","9","9.38","7","77.78","99","67","67.68","34","50.75"
"11046  :  โรงพยาบาลเซกา","103","7","6.80","6","85.71","106","6","5.66","5","83.33"
"11047  :  โรงพยาบาลปากคาด","170","1","0.59","1","100.00","197","166","84.26","109","65.66"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","249","1","0.40","1","100.00","245","125","51.02","96","76.80"
"11050  :  โรงพยาบาลบุ่งคล้า","36","0","0.00","0","0.00","36","26","72.22","18","69.23"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","150","18","12.00","17","94.44","154","6","3.90","6","100.00"
"11000  :  โรงพยาบาลน้ำพอง","61","33","54.10","19","57.58","85","11","12.94","8","72.73"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","85","9","10.59","8","88.89","86","27","31.40","27","100.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","132","13","9.85","12","92.31","130","109","83.85","91","83.49"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","184","42","22.83","37","88.10","245","85","34.69","70","82.35"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","518","407","78.57","313","76.90","521","220","42.23","165","75.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","104","33","31.73","33","100.00","124","38","30.65","30","78.95"
