"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10848  :  โรงพยาบาลแหลมงอบ","39","0","0.00","0","0.00","44","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","16","0","0.00","0","0.00","21","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","5","0","0.00","0","0.00","7","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","95","0","0.00","0","0.00","96","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","234","14","5.98","13","92.86","49","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","16","0","0.00","0","0.00","16","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","423","58","13.71","52","89.66","332","5","1.51","5","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","29","25","86.21","25","100.00","30","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","90","4","4.44","3","75.00","55","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","56","2","3.57","1","50.00","56","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","32","5","15.63","5","100.00","6","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","169","6","3.55","3","50.00","70","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","106","1","0.94","1","100.00","57","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","62","3","4.84","0","0.00","62","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","200","34","17.00","30","88.24","128","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","402","52","12.94","45","86.54","91","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","223","41","18.39","40","97.56","56","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","66","2","3.03","2","100.00","11","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","324","2","0.62","2","100.00","236","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","16","0","0.00","0","0.00","17","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","254","0","0.00","0","0.00","242","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","208","3","1.44","1","33.33","175","1","0.57","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","27","0","0.00","0","0.00","27","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","398","13","3.27","11","84.62","340","1","0.29","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","115","88","76.52","56","63.64","119","1","0.84","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","78","3","3.85","3","100.00","73","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","245","26","10.61","21","80.77","184","1","0.54","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","202","75","37.13","61","81.33","212","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","467","33","7.07","33","100.00","99","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","66","1","1.52","1","100.00","65","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","171","1","0.58","1","100.00","74","68","91.89","33","48.53"
"10872  :  โรงพยาบาลเสิงสาง","264","0","0.00","0","0.00","173","10","5.78","6","60.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","41","35","85.37","10","28.57","41","40","97.56","7","17.50"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","322","1","0.31","0","0.00","264","97","36.74","97","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","154","0","0.00","0","0.00","109","1","0.92","1","100.00"
"10879  :  โรงพยาบาลโนนสูง","247","1","0.40","1","100.00","25","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","146","8","5.48","8","100.00","110","4","3.64","3","75.00"
"10881  :  โรงพยาบาลบัวใหญ่","50","0","0.00","0","0.00","43","39","90.70","17","43.59"
"10882  :  โรงพยาบาลประทาย","261","222","85.06","136","61.26","180","156","86.67","112","71.79"
"10883  :  โรงพยาบาลปักธงชัย","61","0","0.00","0","0.00","59","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","319","1","0.31","1","100.00","325","232","71.38","143","61.64"
"10885  :  โรงพยาบาลห้วยแถลง","142","7","4.93","7","100.00","142","21","14.79","9","42.86"
"10886  :  โรงพยาบาลชุมพวง","245","2","0.82","2","100.00","176","166","94.32","139","83.73"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","92","77","83.70","53","68.83","91","19","20.88","15","78.95"
"10889  :  โรงพยาบาลสีคิ้ว","58","0","0.00","0","0.00","56","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","497","3","0.60","3","100.00","192","24","12.50","23","95.83"
"10891  :  โรงพยาบาลหนองบุญมาก","9","8","88.89","8","100.00","9","8","88.89","7","87.50"
"10892  :  โรงพยาบาลแก้งสนามนาง","73","1","1.37","0","0.00","73","19","26.03","12","63.16"
"10893  :  โรงพยาบาลโนนแดง","97","43","44.33","41","95.35","96","39","40.63","17","43.59"
"10894  :  โรงพยาบาลวังน้ำเขียว","46","1","2.17","1","100.00","32","15","46.88","5","33.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","16","0","0.00","0","0.00","16","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","45","33","73.33","27","81.82","48","44","91.67","38","86.36"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","66","0","0.00","0","0.00","65","1","1.54","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","96","55","57.29","23","41.82","96","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","39","0","0.00","0","0.00","38","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","29","0","0.00","0","0.00","29","28","96.55","17","60.71"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","57","30","52.63","25","83.33","57","53","92.98","48","90.57"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","112","6","5.36","5","83.33","111","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","229","3","1.31","1","33.33","179","3","1.68","3","100.00"
"10917  :  โรงพยาบาลจอมพระ","194","2","1.03","1","50.00","194","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","120","0","0.00","0","0.00","115","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","165","2","1.21","1","50.00","165","1","0.61","0","0.00"
"10921  :  โรงพยาบาลสนม","88","2","2.27","2","100.00","88","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","264","0","0.00","0","0.00","209","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","159","7","4.40","7","100.00","156","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","86","0","0.00","0","0.00","85","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","98","0","0.00","0","0.00","98","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","124","0","0.00","0","0.00","123","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","63","0","0.00","0","0.00","63","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","23","0","0.00","0","0.00","24","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","18","0","0.00","0","0.00","19","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","282","21","7.45","20","95.24","64","3","4.69","3","100.00"
"10927  :  โรงพยาบาลยางชุมน้อย","112","0","0.00","0","0.00","90","73","81.11","62","84.93"
"10928  :  โรงพยาบาลกันทรารมย์","153","3","1.96","3","100.00","153","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","599","16","2.67","14","87.50","415","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","372","166","44.62","140","84.34","294","1","0.34","1","100.00"
"10931  :  โรงพยาบาลไพรบึง","154","23","14.94","23","100.00","126","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","78","1","1.28","1","100.00","79","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","132","0","0.00","0","0.00","131","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","186","41","22.04","39","95.12","143","2","1.40","2","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","473","97","20.51","95","97.94","271","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","33","2","6.06","2","100.00","33","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","54","5","9.26","5","100.00","54","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","29","0","0.00","0","0.00","30","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","63","3","4.76","3","100.00","63","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","42","8","19.05","8","100.00","41","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","68","0","0.00","0","0.00","30","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","110","5","4.55","4","80.00","109","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","108","8","7.41","5","62.50","40","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","20","0","0.00","0","0.00","20","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","0","0.00","0","0.00","9","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","36","0","0.00","0","0.00","35","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","63","9","14.29","7","77.78","66","2","3.03","2","100.00"
"10946  :  โรงพยาบาลเขื่องใน","216","22","10.19","19","86.36","216","58","26.85","52","89.66"
"10947  :  โรงพยาบาลเขมราฐ","228","122","53.51","70","57.38","221","165","74.66","115","69.70"
"10948  :  โรงพยาบาลนาจะหลวย","214","180","84.11","96","53.33","166","142","85.54","88","61.97"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","289","155","53.63","109","70.32","142","121","85.21","35","28.93"
"10951  :  โรงพยาบาลตระการพืชผล","256","15","5.86","13","86.67","132","58","43.94","35","60.34"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","92","85","92.39","41","48.24","92","69","75.00","49","71.01"
"10953  :  โรงพยาบาลม่วงสามสิบ","276","124","44.93","59","47.58","161","128","79.50","57","44.53"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","56","37","66.07","27","72.97","56","3","5.36","3","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","123","93","75.61","47","50.54","108","98","90.74","48","48.98"
"10959  :  โรงพยาบาลสำโรง","114","54","47.37","44","81.48","67","62","92.54","58","93.55"
"10960  :  โรงพยาบาลดอนมดแดง","33","13","39.39","12","92.31","34","32","94.12","32","100.00"
"10961  :  โรงพยาบาลสิรินธร","113","7","6.19","4","57.14","111","58","52.25","55","94.83"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","63","32","50.79","32","100.00","61","44","72.13","44","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","122","18","14.75","18","100.00","8","1","12.50","1","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","568","122","21.48","110","90.16","315","108","34.29","100","92.59"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","31","1","3.23","1","100.00","31","29","93.55","21","72.41"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","47","10","21.28","8","80.00","7","6","85.71","6","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","201","3","1.49","3","100.00","201","2","1.00","1","50.00"
"10966  :  โรงพยาบาลป่าติ้ว","79","3","3.80","2","66.67","80","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","94","1","1.06","1","100.00","93","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","70","2","2.86","2","100.00","70","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","51","0","0.00","0","0.00","48","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","90","0","0.00","0","0.00","89","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","58","4","6.90","4","100.00","56","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","100","0","0.00","0","0.00","101","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","143","0","0.00","0","0.00","84","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","189","0","0.00","0","0.00","115","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","299","8","2.68","4","50.00","247","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","236","3","1.27","2","66.67","146","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","139","1","0.72","1","100.00","141","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","45","0","0.00","0","0.00","45","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","162","1","0.62","1","100.00","143","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","354","3","0.85","3","100.00","295","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","153","1","0.65","1","100.00","142","1","0.70","1","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","37","2","5.41","2","100.00","36","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","64","6","9.38","6","100.00","61","2","3.28","2","100.00"
"10983  :  โรงพยาบาลเนินสง่า","45","0","0.00","0","0.00","45","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","66","8","12.12","5","62.50","67","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","216","23","10.65","19","82.61","111","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","35","0","0.00","0","0.00","36","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","102","2","1.96","2","100.00","100","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","73","0","0.00","0","0.00","74","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","56","0","0.00","0","0.00","20","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","196","0","0.00","0","0.00","67","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","161","4","2.48","4","100.00","101","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","126","2","1.59","2","100.00","96","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","19","0","0.00","0","0.00","19","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","126","6","4.76","6","100.00","116","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","52","0","0.00","0","0.00","52","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","47","0","0.00","0","0.00","41","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","87","13","14.94","6","46.15","87","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","173","9","5.20","8","88.89","127","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","396","14","3.54","14","100.00","153","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","97","4","4.12","3","75.00","85","0","0.00","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
