"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","141","91","64.54","83","91.21","149","2","1.34","2","100.00"
"10848  :  โรงพยาบาลแหลมงอบ","53","10","18.87","8","80.00","53","34","64.15","25","73.53"
"10849  :  โรงพยาบาลเกาะกูด","17","1","5.88","1","100.00","26","1","3.85","1","100.00"
"13816  :  โรงพยาบาลเกาะช้าง","10","0","0.00","0","0.00","9","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","127","53","41.73","43","81.13","126","2","1.59","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","332","109","32.83","107","98.17","403","29","7.20","29","100.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","23","0","0.00","0","0.00","21","1","4.76","1","100.00"
"10854  :  โรงพยาบาลพนมสารคาม","481","3","0.62","2","66.67","480","17","3.54","17","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","44","13","29.55","4","30.77","89","35","39.33","22","62.86"
"10856  :  โรงพยาบาลแปลงยาว","132","1","0.76","1","100.00","133","3","2.26","2","66.67"
"13747  :  โรงพยาบาลราชสาส์น","83","0","0.00","0","0.00","81","45","55.56","39","86.67"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","34","28","82.35","24","85.71","34","1","2.94","1","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","216","98","45.37","80","81.63","218","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","164","126","76.83","98","77.78","165","1","0.61","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","76","11","14.47","10","90.91","80","63","78.75","53","84.13"
"10860  :  โรงพยาบาลประจันตคาม","269","6","2.23","5","83.33","269","169","62.83","150","88.76"
"10861  :  โรงพยาบาลศรีมหาโพธิ","493","37","7.51","35","94.59","498","18","3.61","18","100.00"
"10862  :  โรงพยาบาลศรีมโหสถ","410","157","38.29","122","77.71","416","90","21.63","84","93.33"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","74","0","0.00","0","0.00","75","3","4.00","3","100.00"
"10698  :  โรงพยาบาลนครนายก","450","1","0.22","1","100.00","555","324","58.38","218","67.28"
"10863  :  โรงพยาบาลปากพลี","25","0","0.00","0","0.00","26","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","359","194","54.04","154","79.38","362","14","3.87","12","85.71"
"10865  :  โรงพยาบาลองครักษ์","298","6","2.01","6","100.00","296","141","47.64","76","53.90"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","18","0","0.00","0","0.00","18","1","5.56","1","100.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","521","152","29.17","140","92.11","545","36","6.61","34","94.44"
"10866  :  โรงพยาบาลคลองหาด","155","128","82.58","124","96.88","164","92","56.10","87","94.57"
"10867  :  โรงพยาบาลตาพระยา","109","1","0.92","1","100.00","117","77","65.81","72","93.51"
"10868  :  โรงพยาบาลวังน้ำเย็น","237","9","3.80","8","88.89","441","308","69.84","298","96.75"
"10869  :  โรงพยาบาลวัฒนานคร","232","188","81.03","175","93.09","241","41","17.01","38","92.68"
"10870  :  โรงพยาบาลอรัญประเทศ","583","162","27.79","162","100.00","743","182","24.50","181","99.45"
"13817  :  โรงพยาบาลเขาฉกรรจ์","91","68","74.73","61","89.71","91","15","16.48","13","86.67"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","206","123","59.71","97","78.86","209","106","50.72","85","80.19"
"10872  :  โรงพยาบาลเสิงสาง","350","40","11.43","27","67.50","355","263","74.08","188","71.48"
"10873  :  โรงพยาบาลคง","145","0","0.00","0","0.00","176","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","46","38","82.61","13","34.21","47","31","65.96","13","41.94"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","405","0","0.00","0","0.00","401","2","0.50","2","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","162","5","3.09","4","80.00","161","5","3.11","4","80.00"
"10879  :  โรงพยาบาลโนนสูง","262","2","0.76","1","50.00","312","39","12.50","25","64.10"
"10880  :  โรงพยาบาลขามสะแกแสง","170","28","16.47","26","92.86","171","47","27.49","44","93.62"
"10881  :  โรงพยาบาลบัวใหญ่","87","0","0.00","0","0.00","88","1","1.14","1","100.00"
"10882  :  โรงพยาบาลประทาย","290","44","15.17","38","86.36","289","11","3.81","10","90.91"
"10883  :  โรงพยาบาลปักธงชัย","47","41","87.23","34","82.93","46","38","82.61","26","68.42"
"10884  :  โรงพยาบาลพิมาย","296","9","3.04","8","88.89","295","59","20.00","40","67.80"
"10885  :  โรงพยาบาลห้วยแถลง","144","68","47.22","23","33.82","141","3","2.13","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","279","234","83.87","209","89.32","281","7","2.49","7","100.00"
"10887  :  โรงพยาบาลสูงเนิน","434","148","34.10","89","60.14","434","56","12.90","36","64.29"
"10888  :  โรงพยาบาลขามทะเลสอ","123","6","4.88","6","100.00","120","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","528","2","0.38","1","50.00","533","3","0.56","3","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","551","19","3.45","19","100.00","561","188","33.51","153","81.38"
"10891  :  โรงพยาบาลหนองบุญมาก","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","83","63","75.90","46","73.02","84","49","58.33","18","36.73"
"10893  :  โรงพยาบาลโนนแดง","146","4","2.74","3","75.00","147","65","44.22","33","50.77"
"10894  :  โรงพยาบาลวังน้ำเขียว","44","24","54.55","24","100.00","45","30","66.67","22","73.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","23","0","0.00","0","0.00","23","2","8.70","2","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","57","0","0.00","0","0.00","61","21","34.43","18","85.71"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","83","0","0.00","0","0.00","82","1","1.22","1","100.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","90","14","15.56","8","57.14","90","26","28.89","18","69.23"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","60","0","0.00","0","0.00","61","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","30","27","90.00","24","88.89","32","21","65.63","18","85.71"
"27840  :  โรงพยาบาลสีดา","45","0","0.00","0","0.00","44","2","4.55","2","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","65","0","0.00","0","0.00","67","55","82.09","50","90.91"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","197","7","3.55","5","71.43","202","170","84.16","133","78.24"
"10896  :  โรงพยาบาลกระสัง","170","11","6.47","8","72.73","171","119","69.59","55","46.22"
"10897  :  โรงพยาบาลนางรอง","904","66","7.30","55","83.33","919","172","18.72","155","90.12"
"10898  :  โรงพยาบาลหนองกี่","530","39","7.36","22","56.41","547","233","42.60","182","78.11"
"10899  :  โรงพยาบาลละหานทราย","581","193","33.22","179","92.75","589","136","23.09","124","91.18"
"10900  :  โรงพยาบาลประโคนชัย","561","13","2.32","12","92.31","584","357","61.13","285","79.83"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","85","14","16.47","14","100.00","85","47","55.29","47","100.00"
"23578  :  โรงพยาบาลแคนดง","173","34","19.65","26","76.47","172","48","27.91","35","72.92"
"28020  :  โรงพยาบาลบ้านด่าน","103","0","0.00","0","0.00","104","75","72.12","46","61.33"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","110","9","8.18","8","88.89","111","68","61.26","52","76.47"
"10916  :  โรงพยาบาลท่าตูม","227","180","79.30","106","58.89","228","162","71.05","88","54.32"
"10917  :  โรงพยาบาลจอมพระ","234","6","2.56","3","50.00","238","191","80.25","125","65.45"
"10918  :  โรงพยาบาลปราสาท","410","5","1.22","5","100.00","410","83","20.24","78","93.98"
"10919  :  โรงพยาบาลกาบเชิง","137","38","27.74","29","76.32","141","64","45.39","59","92.19"
"10920  :  โรงพยาบาลรัตนบุรี","208","8","3.85","6","75.00","204","15","7.35","9","60.00"
"10921  :  โรงพยาบาลสนม","88","8","9.09","5","62.50","89","7","7.87","4","57.14"
"10922  :  โรงพยาบาลศีขรภูมิ","318","2","0.63","2","100.00","319","120","37.62","78","65.00"
"10923  :  โรงพยาบาลสังขะ","184","9","4.89","6","66.67","181","15","8.29","10","66.67"
"10924  :  โรงพยาบาลลำดวน","117","0","0.00","0","0.00","118","90","76.27","77","85.56"
"10925  :  โรงพยาบาลสำโรงทาบ","101","58","57.43","43","74.14","103","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","139","52","37.41","44","84.62","142","66","46.48","53","80.30"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","26","21","80.77","16","76.19","25","20","80.00","20","100.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","18","18","100.00","18","100.00","18","18","100.00","18","100.00"
"27843  :  โรงพยาบาลศรีณรงค์","10","10","100.00","7","70.00","10","10","100.00","7","70.00"
"27844  :  โรงพยาบาลโนนนารายณ์","14","14","100.00","14","100.00","15","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","245","19","7.76","19","100.00","248","86","34.68","36","41.86"
"10927  :  โรงพยาบาลยางชุมน้อย","150","25","16.67","18","72.00","151","72","47.68","39","54.17"
"10928  :  โรงพยาบาลกันทรารมย์","166","3","1.81","3","100.00","166","5","3.01","5","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","659","33","5.01","27","81.82","668","529","79.19","362","68.43"
"10930  :  โรงพยาบาลขุขันธ์","409","62","15.16","49","79.03","408","103","25.25","70","67.96"
"10931  :  โรงพยาบาลไพรบึง","182","3","1.65","2","66.67","184","51","27.72","30","58.82"
"10932  :  โรงพยาบาลปรางค์กู่","70","0","0.00","0","0.00","73","3","4.11","3","100.00"
"10933  :  โรงพยาบาลขุนหาญ","156","118","75.64","83","70.34","156","18","11.54","13","72.22"
"10934  :  โรงพยาบาลราษีไศล","196","29","14.80","29","100.00","197","52","26.40","40","76.92"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","447","69","15.44","54","78.26","452","130","28.76","112","86.15"
"10936  :  โรงพยาบาลบึงบูรพ์","48","0","0.00","0","0.00","48","31","64.58","30","96.77"
"10937  :  โรงพยาบาลห้วยทับทัน","92","29","31.52","27","93.10","93","84","90.32","70","83.33"
"10938  :  โรงพยาบาลโนนคูณ","25","0","0.00","0","0.00","26","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","83","8","9.64","8","100.00","84","64","76.19","52","81.25"
"10940  :  โรงพยาบาลวังหิน","38","3","7.89","3","100.00","38","1","2.63","1","100.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","125","6","4.80","5","83.33","127","29","22.83","28","96.55"
"10942  :  โรงพยาบาลภูสิงห์","106","0","0.00","0","0.00","108","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","16","0","0.00","0","0.00","17","15","88.24","12","80.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","93","5","5.38","4","80.00","93","5","5.38","3","60.00"
"28014  :  โรงพยาบาลพยุห์","17","0","0.00","0","0.00","16","12","75.00","2","16.67"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","14","0","0.00","0","0.00","14","13","92.86","10","76.92"
"28016  :  โรงพยาบาลศิลาลาด","48","0","0.00","0","0.00","48","1","2.08","1","100.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","79","0","0.00","0","0.00","79","39","49.37","30","76.92"
"10946  :  โรงพยาบาลเขื่องใน","261","5","1.92","4","80.00","260","6","2.31","6","100.00"
"10947  :  โรงพยาบาลเขมราฐ","253","7","2.77","5","71.43","254","118","46.46","97","82.20"
"10948  :  โรงพยาบาลนาจะหลวย","263","87","33.08","60","68.97","263","99","37.64","73","73.74"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","350","83","23.71","48","57.83","362","230","63.54","172","74.78"
"10951  :  โรงพยาบาลตระการพืชผล","203","92","45.32","53","57.61","235","67","28.51","38","56.72"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","84","1","1.19","1","100.00","83","11","13.25","6","54.55"
"10953  :  โรงพยาบาลม่วงสามสิบ","344","199","57.85","83","41.71","347","262","75.50","108","41.22"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","60","0","0.00","0","0.00","60","14","23.33","14","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","149","2","1.34","2","100.00","152","35","23.03","18","51.43"
"10959  :  โรงพยาบาลสำโรง","143","14","9.79","13","92.86","143","127","88.81","116","91.34"
"10960  :  โรงพยาบาลดอนมดแดง","37","9","24.32","6","66.67","38","35","92.11","25","71.43"
"10961  :  โรงพยาบาลสิรินธร","130","0","0.00","0","0.00","130","24","18.46","14","58.33"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","70","1","1.43","1","100.00","70","49","70.00","32","65.31"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","126","1","0.79","0","0.00","128","5","3.91","5","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","724","23","3.18","19","82.61","750","147","19.60","141","95.92"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","25","3","12.00","1","33.33","25","7","28.00","2","28.57"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","48","18","37.50","18","100.00","51","32","62.75","15","46.88"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","271","16","5.90","13","81.25","272","130","47.79","85","65.38"
"10966  :  โรงพยาบาลป่าติ้ว","86","33","38.37","24","72.73","89","4","4.49","3","75.00"
"10967  :  โรงพยาบาลมหาชนะชัย","146","10","6.85","7","70.00","146","93","63.70","58","62.37"
"10968  :  โรงพยาบาลค้อวัง","94","37","39.36","12","32.43","94","38","40.43","27","71.05"
"10969  :  โรงพยาบาลไทยเจริญ","63","11","17.46","11","100.00","63","30","47.62","24","80.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","93","64","68.82","28","43.75","182","99","54.40","68","68.69"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","60","3","5.00","3","100.00","62","17","27.42","16","94.12"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","120","43","35.83","43","100.00","121","17","14.05","17","100.00"
"10971  :  โรงพยาบาลคอนสวรรค์","154","4","2.60","4","100.00","157","77","49.04","77","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","157","101","64.33","58","57.43","159","23","14.47","19","82.61"
"10973  :  โรงพยาบาลหนองบัวแดง","360","31","8.61","26","83.87","359","168","46.80","107","63.69"
"10974  :  โรงพยาบาลจัตุรัส","309","103","33.33","95","92.23","306","96","31.37","96","100.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","106","29","27.36","23","79.31","109","87","79.82","53","60.92"
"10976  :  โรงพยาบาลหนองบัวระเหว","65","57","87.69","57","100.00","66","49","74.24","49","100.00"
"10977  :  โรงพยาบาลเทพสถิต","247","21","8.50","12","57.14","252","5","1.98","4","80.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","324","284","87.65","281","98.94","322","15","4.66","15","100.00"
"10979  :  โรงพยาบาลบ้านแท่น","165","0","0.00","0","0.00","165","65","39.39","65","100.00"
"10980  :  โรงพยาบาลแก้งคร้อ","436","52","11.93","49","94.23","443","107","24.15","104","97.20"
"10981  :  โรงพยาบาลคอนสาร","46","1","2.17","1","100.00","42","18","42.86","14","77.78"
"10982  :  โรงพยาบาลภักดีชุมพล","68","20","29.41","18","90.00","70","38","54.29","31","81.58"
"10983  :  โรงพยาบาลเนินสง่า","41","0","0.00","0","0.00","42","9","21.43","8","88.89"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","72","0","0.00","0","0.00","73","48","65.75","39","81.25"
"10986  :  โรงพยาบาลปทุมราชวงศา","229","1","0.44","0","0.00","234","93","39.74","85","91.40"
"10987  :  โรงพยาบาลพนา","99","0","0.00","0","0.00","99","41","41.41","34","82.93"
"10988  :  โรงพยาบาลเสนางคนิคม","96","61","63.54","42","68.85","95","72","75.79","65","90.28"
"10989  :  โรงพยาบาลหัวตะพาน","98","15","15.31","4","26.67","98","6","6.12","4","66.67"
"10990  :  โรงพยาบาลลืออำนาจ","111","0","0.00","0","0.00","111","78","70.27","62","79.49"
"11040  :  โรงพยาบาลบึงกาฬ","153","2","1.31","1","50.00","157","93","59.24","69","74.19"
"11041  :  โรงพยาบาลพรเจริญ","338","113","33.43","86","76.11","341","20","5.87","17","85.00"
"11043  :  โรงพยาบาลโซ่พิสัย","96","8","8.33","7","87.50","99","57","57.58","29","50.88"
"11046  :  โรงพยาบาลเซกา","103","7","6.80","5","71.43","106","6","5.66","3","50.00"
"11047  :  โรงพยาบาลปากคาด","170","1","0.59","1","100.00","197","128","64.97","84","65.63"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","249","1","0.40","1","100.00","245","107","43.67","78","72.90"
"11050  :  โรงพยาบาลบุ่งคล้า","36","0","0.00","0","0.00","36","23","63.89","13","56.52"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","150","17","11.33","16","94.12","154","6","3.90","6","100.00"
"11000  :  โรงพยาบาลน้ำพอง","61","28","45.90","15","53.57","85","7","8.24","5","71.43"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","85","9","10.59","8","88.89","86","18","20.93","18","100.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","132","9","6.82","8","88.89","130","101","77.69","85","84.16"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","184","36","19.57","32","88.89","245","75","30.61","62","82.67"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","518","393","75.87","288","73.28","521","210","40.31","153","72.86"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","104","30","28.85","30","100.00","124","33","26.61","27","81.82"
