"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"10846  :  โรงพยาบาลเขาสมิง","241","0","0.00","0","0.00","299","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","706","0","0.00","0","0.00","738","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","255","0","0.00","0","0.00","284","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","125","0","0.00","0","0.00","163","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","50","0","0.00","0","0.00","60","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","630","0","0.00","0","0.00","633","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","1,220","0","0.00","0","0.00","287","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","127","0","0.00","0","0.00","136","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","2,410","0","0.00","0","0.00","2,003","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","236","0","0.00","0","0.00","254","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","631","0","0.00","0","0.00","352","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","335","0","0.00","0","0.00","346","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","183","1","0.55","0","0.00","28","1","3.57","1","3.57"
"10857  :  โรงพยาบาลกบินทร์บุรี","992","75","7.56","68","6.85","439","70","15.95","68","15.49"
"10858  :  โรงพยาบาลนาดี","686","81","11.81","82","11.95","299","1","0.33","1","0.33"
"10859  :  โรงพยาบาลบ้านสร้าง","329","31","9.42","5","1.52","339","137","40.41","142","41.89"
"10860  :  โรงพยาบาลประจันตคาม","1,294","342","26.43","218","16.85","797","178","22.33","144","18.07"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,261","652","28.84","540","23.88","479","29","6.05","23","4.80"
"10862  :  โรงพยาบาลศรีมโหสถ","1,534","142","9.26","59","3.85","377","149","39.52","147","38.99"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","397","0","0.00","0","0.00","38","1","2.63","1","2.63"
"10698  :  โรงพยาบาลนครนายก","1,852","2","0.11","1","0.05","1,368","285","20.83","285","20.83"
"10863  :  โรงพยาบาลปากพลี","95","1","1.05","0","0.00","97","1","1.03","1","1.03"
"10864  :  โรงพยาบาลบ้านนา","1,466","107","7.30","87","5.93","1,230","136","11.06","144","11.71"
"10865  :  โรงพยาบาลองครักษ์","1,317","119","9.04","125","9.49","1,076","81","7.53","10","0.93"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","132","0","0.00","0","0.00","131","6","4.58","6","4.58"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","730","186","25.48","95","13.01","759","191","25.16","200","26.35"
"10867  :  โรงพยาบาลตาพระยา","591","104","17.60","82","13.87","508","90","17.72","34","6.69"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,382","196","14.18","2","0.14","1,040","442","42.50","447","42.98"
"10869  :  โรงพยาบาลวัฒนานคร","1,102","399","36.21","72","6.53","1,142","107","9.37","543","47.55"
"10870  :  โรงพยาบาลอรัญประเทศ","3,046","136","4.46","3","0.10","674","40","5.93","40","5.93"
"13817  :  โรงพยาบาลเขาฉกรรจ์","539","150","27.83","81","15.03","542","155","28.60","83","15.31"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,023","81","7.92","35","3.42","422","45","10.66","37","8.77"
"10872  :  โรงพยาบาลเสิงสาง","1,748","43","2.46","43","2.46","1,095","66","6.03","82","7.49"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","279","60","21.51","2","0.72","276","64","23.19","64","23.19"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,054","154","7.50","6","0.29","1,686","286","16.96","310","18.39"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","973","33","3.39","35","3.60","711","30","4.22","49","6.89"
"10879  :  โรงพยาบาลโนนสูง","1,434","3","0.21","0","0.00","138","2","1.45","57","41.30"
"10880  :  โรงพยาบาลขามสะแกแสง","968","88","9.09","88","9.09","740","157","21.22","166","22.43"
"10881  :  โรงพยาบาลบัวใหญ่","366","45","12.30","2","0.55","224","157","70.09","159","70.98"
"10882  :  โรงพยาบาลประทาย","1,583","538","33.99","32","2.02","1,065","378","35.49","390","36.62"
"10883  :  โรงพยาบาลปักธงชัย","309","0","0.00","11","3.56","303","0","0.00","115","37.95"
"10884  :  โรงพยาบาลพิมาย","1,716","4","0.23","3","0.17","1,774","192","10.82","197","11.10"
"10885  :  โรงพยาบาลห้วยแถลง","753","74","9.83","58","7.70","754","10","1.33","35","4.64"
"10886  :  โรงพยาบาลชุมพวง","1,499","187","12.47","188","12.54","970","579","59.69","579","59.69"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","588","93","15.82","79","13.44","584","79","13.53","183","31.34"
"10889  :  โรงพยาบาลสีคิ้ว","392","22","5.61","17","4.34","395","10","2.53","232","58.73"
"10890  :  โรงพยาบาลปากช่องนานา","2,786","124","4.45","140","5.03","1,050","135","12.86","142","13.52"
"10891  :  โรงพยาบาลหนองบุญมาก","68","26","38.24","0","0.00","67","27","40.30","27","40.30"
"10892  :  โรงพยาบาลแก้งสนามนาง","362","20","5.52","35","9.67","357","113","31.65","148","41.46"
"10893  :  โรงพยาบาลโนนแดง","541","113","20.89","6","1.11","544","143","26.29","161","29.60"
"10894  :  โรงพยาบาลวังน้ำเขียว","256","6","2.34","7","2.73","173","28","16.18","29","16.76"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","111","3","2.70","4","3.60","113","1","0.88","99","87.61"
"11608  :  โรงพยาบาลลำทะเมนชัย","292","167","57.19","0","0.00","294","273","92.86","276","93.88"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","460","59","12.83","11","2.39","459","40","8.71","124","27.02"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","501","60","11.98","28","5.59","501","22","4.39","66","13.17"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","274","30","10.95","5","1.82","273","114","41.76","125","45.79"
"27839  :  โรงพยาบาลบัวลาย","131","12","9.16","0","0.00","137","111","81.02","112","81.75"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","366","51","13.93","42","11.48","365","211","57.81","196","53.70"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","943","53","5.62","4","0.42","907","508","56.01","546","60.20"
"10896  :  โรงพยาบาลกระสัง","839","302","36.00","19","2.26","841","301","35.79","312","37.10"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,991","26","1.31","25","1.26","1,201","92","7.66","87","7.24"
"10899  :  โรงพยาบาลละหานทราย","1,835","108","5.89","40","2.18","1,446","103","7.12","102","7.05"
"10900  :  โรงพยาบาลประโคนชัย","2,973","199","6.69","186","6.26","2,448","1,003","40.97","910","37.17"
"10901  :  โรงพยาบาลบ้านกรวด","1,793","585","32.63","211","11.77","1,640","227","13.84","449","27.38"
"10902  :  โรงพยาบาลพุทไธสง","1,600","323","20.19","83","5.19","1,289","451","34.99","432","33.51"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,272","39","1.72","11","0.48","1,935","423","21.86","445","23.00"
"10906  :  โรงพยาบาลปะคำ","338","72","21.30","35","10.36","344","241","70.06","233","67.73"
"10907  :  โรงพยาบาลนาโพธิ์","265","59","22.26","3","1.13","237","147","62.03","150","63.29"
"10908  :  โรงพยาบาลหนองหงส์","738","99","13.41","38","5.15","596","524","87.92","523","87.75"
"10909  :  โรงพยาบาลพลับพลาชัย","585","396","67.69","2","0.34","584","448","76.71","478","81.85"
"10910  :  โรงพยาบาลห้วยราช","107","26","24.30","0","0.00","103","84","81.55","85","82.52"
"10911  :  โรงพยาบาลโนนสุวรรณ","647","174","26.89","68","10.51","650","386","59.38","457","70.31"
"10912  :  โรงพยาบาลชำนิ","219","20","9.13","0","0.00","221","89","40.27","149","67.42"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","246","72","29.27","7","2.85","248","217","87.50","223","89.92"
"10914  :  โรงพยาบาลโนนดินแดง","461","168","36.44","3","0.65","396","173","43.69","175","44.19"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","495","1","0.20","1","0.20","442","400","90.50","403","91.18"
"23578  :  โรงพยาบาลแคนดง","598","32","5.35","28","4.68","595","84","14.12","96","16.13"
"28020  :  โรงพยาบาลบ้านด่าน","692","14","2.02","11","1.59","687","40","5.82","39","5.68"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","591","15","2.54","21","3.55","591","53","8.97","36","6.09"
"10916  :  โรงพยาบาลท่าตูม","1,364","72","5.28","77","5.65","1,082","219","20.24","238","22.00"
"10917  :  โรงพยาบาลจอมพระ","1,176","377","32.06","138","11.73","1,164","371","31.87","318","27.32"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","732","31","4.23","26","3.55","733","224","30.56","255","34.79"
"10920  :  โรงพยาบาลรัตนบุรี","1,037","134","12.92","56","5.40","1,036","28","2.70","128","12.36"
"10921  :  โรงพยาบาลสนม","530","139","26.23","11","2.08","527","392","74.38","426","80.83"
"10922  :  โรงพยาบาลศีขรภูมิ","1,729","18","1.04","43","2.49","1,281","980","76.50","1,012","79.00"
"10923  :  โรงพยาบาลสังขะ","995","336","33.77","72","7.24","986","844","85.60","850","86.21"
"10924  :  โรงพยาบาลลำดวน","579","476","82.21","0","0.00","582","471","80.93","509","87.46"
"10925  :  โรงพยาบาลสำโรงทาบ","608","307","50.49","67","11.02","605","3","0.50","352","58.18"
"10926  :  โรงพยาบาลบัวเชด","765","4","0.52","2","0.26","752","174","23.14","184","24.47"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","347","5","1.44","3","0.86","350","34","9.71","50","14.29"
"27842  :  โรงพยาบาลเขวาสินรินทร์","134","58","43.28","0","0.00","135","58","42.96","61","45.19"
"27843  :  โรงพยาบาลศรีณรงค์","104","0","0.00","2","1.92","107","29","27.10","29","27.10"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,445","60","4.15","8","0.55","239","19","7.95","22","9.21"
"10927  :  โรงพยาบาลยางชุมน้อย","685","25","3.65","22","3.21","502","154","30.68","148","29.48"
"10928  :  โรงพยาบาลกันทรารมย์","929","20","2.15","7","0.75","941","664","70.56","711","75.56"
"10929  :  โรงพยาบาลกันทรลักษ์","3,486","44","1.26","10","0.29","2,323","893","38.44","921","39.65"
"10930  :  โรงพยาบาลขุขันธ์","2,061","227","11.01","12","0.58","1,686","717","42.53","729","43.24"
"10931  :  โรงพยาบาลไพรบึง","940","322","34.26","1","0.11","805","608","75.53","621","77.14"
"10932  :  โรงพยาบาลปรางค์กู่","346","142","41.04","0","0.00","350","4","1.14","158","45.14"
"10933  :  โรงพยาบาลขุนหาญ","898","64","7.13","23","2.56","894","423","47.32","465","52.01"
"10934  :  โรงพยาบาลราษีไศล","1,001","75","7.49","11","1.10","777","291","37.45","346","44.53"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","2,573","99","3.85","59","2.29","1,403","468","33.36","610","43.48"
"10936  :  โรงพยาบาลบึงบูรพ์","199","4","2.01","2","1.01","201","125","62.19","183","91.04"
"10937  :  โรงพยาบาลห้วยทับทัน","302","2","0.66","1","0.33","297","226","76.09","226","76.09"
"10938  :  โรงพยาบาลโนนคูณ","163","0","0.00","27","16.56","167","111","66.47","105","62.87"
"10939  :  โรงพยาบาลศรีรัตนะ","374","0","0.00","0","0.00","373","58","15.55","59","15.82"
"10940  :  โรงพยาบาลวังหิน","236","53","22.46","7","2.97","231","199","86.15","204","88.31"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","494","4","0.81","9","1.82","189","135","71.43","139","73.54"
"10942  :  โรงพยาบาลภูสิงห์","620","0","0.00","2","0.32","619","4","0.65","56","9.05"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","565","2","0.35","21","3.72","224","29","12.95","110","49.11"
"28014  :  โรงพยาบาลพยุห์","98","1","1.02","0","0.00","99","69","69.70","72","72.73"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","56","0","0.00","1","1.79","56","45","80.36","47","83.93"
"28016  :  โรงพยาบาลศิลาลาด","224","0","0.00","0","0.00","222","1","0.45","149","67.12"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","455","0","0.00","0","0.00","470","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,295","0","0.00","0","0.00","1,302","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,403","0","0.00","0","0.00","1,368","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,376","0","0.00","0","0.00","1,078","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,932","0","0.00","0","0.00","892","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,328","0","0.00","0","0.00","749","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","505","0","0.00","0","0.00","509","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,641","0","0.00","0","0.00","891","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","332","0","0.00","0","0.00","337","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","759","0","0.00","0","0.00","643","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","668","0","0.00","0","0.00","360","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","232","0","0.00","0","0.00","234","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","713","0","0.00","0","0.00","714","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","416","0","0.00","0","0.00","409","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","670","0","0.00","0","0.00","44","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3,581","0","0.00","0","0.00","2,029","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","130","0","0.00","0","0.00","131","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","281","0","0.00","0","0.00","31","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,315","339","25.78","137","10.42","1,280","873","68.20","853","66.64"
"10966  :  โรงพยาบาลป่าติ้ว","427","3","0.70","0","0.00","430","3","0.70","22","5.12"
"10967  :  โรงพยาบาลมหาชนะชัย","712","173","24.30","30","4.21","641","495","77.22","489","76.29"
"10968  :  โรงพยาบาลค้อวัง","408","344","84.31","78","19.12","368","334","90.76","331","89.95"
"10969  :  โรงพยาบาลไทยเจริญ","341","158","46.33","23","6.74","239","185","77.41","197","82.43"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","462","423","91.56","4","0.87","462","431","93.29","432","93.51"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","369","68","18.43","1","0.27","367","69","18.80","71","19.35"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","674","50","7.42","2","0.30","670","442","65.97","492","73.43"
"10971  :  โรงพยาบาลคอนสวรรค์","889","31","3.49","2","0.22","503","335","66.60","339","67.40"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","924","47","5.09","46","4.98","542","58","10.70","59","10.89"
"10973  :  โรงพยาบาลหนองบัวแดง","1,715","159","9.27","177","10.32","1,431","493","34.45","496","34.66"
"10974  :  โรงพยาบาลจัตุรัส","1,416","159","11.23","154","10.88","896","16","1.79","13","1.45"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","713","74","10.38","33","4.63","714","378","52.94","362","50.70"
"10976  :  โรงพยาบาลหนองบัวระเหว","325","85","26.15","37","11.38","323","95","29.41","69","21.36"
"10977  :  โรงพยาบาลเทพสถิต","1,173","64","5.46","67","5.71","1,067","149","13.96","166","15.56"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,022","116","5.74","165","8.16","1,718","38","2.21","197","11.47"
"10979  :  โรงพยาบาลบ้านแท่น","897","260","28.99","164","18.28","829","686","82.75","788","95.05"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","196","20","10.20","20","10.20","196","124","63.27","138","70.41"
"10982  :  โรงพยาบาลภักดีชุมพล","355","311","87.61","42","11.83","354","320","90.40","333","94.07"
"10983  :  โรงพยาบาลเนินสง่า","245","4","1.63","1","0.41","243","56","23.05","61","25.10"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","392","21","5.36","16","4.08","396","341","86.11","343","86.62"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,195","44","3.68","56","4.69","742","549","73.99","579","78.03"
"10987  :  โรงพยาบาลพนา","181","3","1.66","0","0.00","183","151","82.51","155","84.70"
"10988  :  โรงพยาบาลเสนางคนิคม","505","11","2.18","0","0.00","508","199","39.17","206","40.55"
"10989  :  โรงพยาบาลหัวตะพาน","488","1","0.20","0","0.00","489","134","27.40","135","27.61"
"10990  :  โรงพยาบาลลืออำนาจ","278","3","1.08","0","0.00","116","64","55.17","66","56.90"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,300","34","2.62","36","2.77","530","53","10.00","60","11.32"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","976","50","5.12","21","2.15","646","253","39.16","256","39.63"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,192","149","12.50","30","2.52","979","427","43.62","451","46.07"
"11050  :  โรงพยาบาลบุ่งคล้า","137","0","0.00","11","8.03","138","96","69.57","103","74.64"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","743","0","0.00","0","0.00","642","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","266","0","0.00","0","0.00","271","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","356","0","0.00","0","0.00","307","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","381","0","0.00","0","0.00","389","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","943","0","0.00","0","0.00","663","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","2,324","0","0.00","0","0.00","769","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
