"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10848  :  โรงพยาบาลแหลมงอบ","37","5","13.51","5","100.00","45","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","32","5","15.63","5","100.00","42","1","2.38","1","100.00"
"13816  :  โรงพยาบาลเกาะช้าง","17","2","11.76","2","100.00","19","1","5.26","1","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","97","6","6.19","6","100.00","98","56","57.14","50","89.29"
"10850  :  โรงพยาบาลบางคล้า","197","15","7.61","14","93.33","55","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","31","3","9.68","3","100.00","32","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","387","26","6.72","26","100.00","332","2","0.60","1","50.00"
"10855  :  โรงพยาบาลสนามชัยเขต","52","5","9.62","5","100.00","58","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","113","1","0.88","1","100.00","60","1","1.67","1","100.00"
"13747  :  โรงพยาบาลราชสาส์น","52","0","0.00","0","0.00","54","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","22","14","63.64","11","78.57","4","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","153","9","5.88","6","66.67","66","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","89","71","79.78","57","80.28","30","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","58","9","15.52","1","11.11","62","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","214","32","14.95","23","71.88","137","1","0.73","1","100.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","362","47","12.98","45","95.74","65","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","256","51","19.92","47","92.16","57","4","7.02","3","75.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","59","2","3.39","2","100.00","7","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","310","1","0.32","1","100.00","221","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","20","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","230","159","69.13","132","83.02","191","2","1.05","1","50.00"
"10865  :  โรงพยาบาลองครักษ์","231","9","3.90","4","44.44","183","1","0.55","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","23","0","0.00","0","0.00","23","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","421","43","10.21","41","95.35","326","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","132","108","81.82","102","94.44","134","15","11.19","15","100.00"
"10867  :  โรงพยาบาลตาพระยา","120","4","3.33","4","100.00","92","18","19.57","18","100.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","231","11","4.76","9","81.82","168","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","170","121","71.18","118","97.52","175","2","1.14","1","50.00"
"10870  :  โรงพยาบาลอรัญประเทศ","524","78","14.89","77","98.72","132","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","103","81","78.64","70","86.42","104","3","2.88","1","33.33"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","192","135","70.31","120","88.89","77","71","92.21","59","83.10"
"10872  :  โรงพยาบาลเสิงสาง","310","132","42.58","105","79.55","188","135","71.81","116","85.93"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","43","43","100.00","33","76.74","43","41","95.35","35","85.37"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","347","249","71.76","190","76.31","296","5","1.69","5","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","158","38","24.05","28","73.68","117","34","29.06","27","79.41"
"10879  :  โรงพยาบาลโนนสูง","216","5","2.31","5","100.00","21","1","4.76","1","100.00"
"10880  :  โรงพยาบาลขามสะแกแสง","163","17","10.43","16","94.12","138","12","8.70","10","83.33"
"10881  :  โรงพยาบาลบัวใหญ่","77","4","5.19","2","50.00","35","23","65.71","16","69.57"
"10882  :  โรงพยาบาลประทาย","237","225","94.94","165","73.33","171","153","89.47","128","83.66"
"10883  :  โรงพยาบาลปักธงชัย","56","26","46.43","21","80.77","55","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","273","58","21.25","36","62.07","282","194","68.79","83","42.78"
"10885  :  โรงพยาบาลห้วยแถลง","139","132","94.96","93","70.45","142","7","4.93","7","100.00"
"10886  :  โรงพยาบาลชุมพวง","235","177","75.32","151","85.31","132","120","90.91","111","92.50"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","108","98","90.74","88","89.80","106","93","87.74","85","91.40"
"10889  :  โรงพยาบาลสีคิ้ว","72","1","1.39","0","0.00","71","1","1.41","1","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","452","122","26.99","121","99.18","167","23","13.77","23","100.00"
"10891  :  โรงพยาบาลหนองบุญมาก","19","19","100.00","15","78.95","19","19","100.00","15","78.95"
"10892  :  โรงพยาบาลแก้งสนามนาง","47","23","48.94","16","69.57","46","31","67.39","25","80.65"
"10893  :  โรงพยาบาลโนนแดง","92","83","90.22","70","84.34","91","65","71.43","60","92.31"
"10894  :  โรงพยาบาลวังน้ำเขียว","45","6","13.33","5","83.33","32","24","75.00","23","95.83"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","17","3","17.65","2","66.67","18","1","5.56","1","100.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","60","37","61.67","29","78.38","59","57","96.61","55","96.49"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","89","28","31.46","15","53.57","87","26","29.89","17","65.38"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","92","54","58.70","43","79.63","95","28","29.47","23","82.14"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","44","0","0.00","0","0.00","42","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","21","14","66.67","13","92.86","24","20","83.33","19","95.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","56","36","64.29","34","94.44","54","51","94.44","51","100.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","99","4","4.04","4","100.00","99","1","1.01","1","100.00"
"10916  :  โรงพยาบาลท่าตูม","235","172","73.19","138","80.23","188","4","2.13","4","100.00"
"10917  :  โรงพยาบาลจอมพระ","203","2","0.99","2","100.00","201","10","4.98","10","100.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","128","5","3.91","5","100.00","132","1","0.76","1","100.00"
"10920  :  โรงพยาบาลรัตนบุรี","158","5","3.16","4","80.00","158","1","0.63","1","100.00"
"10921  :  โรงพยาบาลสนม","78","6","7.69","4","66.67","77","7","9.09","5","71.43"
"10922  :  โรงพยาบาลศีขรภูมิ","321","1","0.31","1","100.00","224","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","168","3","1.79","3","100.00","165","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","103","2","1.94","2","100.00","104","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","100","42","42.00","34","80.95","99","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","132","0","0.00","0","0.00","133","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","54","20","37.04","15","75.00","57","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","25","24","96.00","24","100.00","25","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","24","0","0.00","0","0.00","24","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","183","14","7.65","13","92.86","22","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","131","0","0.00","0","0.00","86","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","149","3","2.01","2","66.67","151","1","0.66","1","100.00"
"10929  :  โรงพยาบาลกันทรลักษ์","587","37","6.30","35","94.59","389","2","0.51","2","100.00"
"10930  :  โรงพยาบาลขุขันธ์","323","68","21.05","65","95.59","268","2","0.75","2","100.00"
"10931  :  โรงพยาบาลไพรบึง","156","25","16.03","21","84.00","140","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","49","2","4.08","1","50.00","48","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","156","2","1.28","2","100.00","156","118","75.64","94","79.66"
"10934  :  โรงพยาบาลราษีไศล","151","22","14.57","22","100.00","119","5","4.20","5","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","427","84","19.67","75","89.29","239","1","0.42","1","100.00"
"10936  :  โรงพยาบาลบึงบูรพ์","48","0","0.00","0","0.00","49","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","55","10","18.18","10","100.00","51","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","29","1","3.45","1","100.00","30","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","60","2","3.33","2","100.00","59","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","49","3","6.12","3","100.00","49","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","99","5","5.05","5","100.00","41","1","2.44","1","100.00"
"10942  :  โรงพยาบาลภูสิงห์","111","2","1.80","2","100.00","111","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","99","6","6.06","5","83.33","45","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","11","0","0.00","0","0.00","12","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","10","0","0.00","0","0.00","10","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","42","0","0.00","0","0.00","42","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","87","32","36.78","30","93.75","92","14","15.22","14","100.00"
"10946  :  โรงพยาบาลเขื่องใน","235","230","97.87","220","95.65","237","123","51.90","110","89.43"
"10947  :  โรงพยาบาลเขมราฐ","247","91","36.84","91","100.00","246","131","53.25","130","99.24"
"10948  :  โรงพยาบาลนาจะหลวย","235","205","87.23","170","82.93","179","164","91.62","146","89.02"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","315","138","43.81","129","93.48","143","101","70.63","100","99.01"
"10951  :  โรงพยาบาลตระการพืชผล","235","22","9.36","22","100.00","140","35","25.00","33","94.29"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","84","72","85.71","54","75.00","85","80","94.12","69","86.25"
"10953  :  โรงพยาบาลม่วงสามสิบ","270","136","50.37","102","75.00","145","136","93.79","102","75.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","36","10","27.78","10","100.00","37","12","32.43","12","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","150","77","51.33","62","80.52","120","101","84.17","81","80.20"
"10959  :  โรงพยาบาลสำโรง","109","65","59.63","47","72.31","60","51","85.00","50","98.04"
"10960  :  โรงพยาบาลดอนมดแดง","34","20","58.82","20","100.00","35","29","82.86","29","100.00"
"10961  :  โรงพยาบาลสิรินธร","122","9","7.38","9","100.00","122","52","42.62","50","96.15"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","78","17","21.79","17","100.00","78","49","62.82","49","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","105","36","34.29","35","97.22","9","5","55.56","5","100.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","676","68","10.06","58","85.29","383","351","91.64","338","96.30"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","20","1","5.00","1","100.00","20","19","95.00","19","100.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","51","11","21.57","11","100.00","8","5","62.50","5","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","230","24","10.43","21","87.50","219","6","2.74","5","83.33"
"10966  :  โรงพยาบาลป่าติ้ว","86","38","44.19","24","63.16","88","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","144","10","6.94","9","90.00","117","2","1.71","1","50.00"
"10968  :  โรงพยาบาลค้อวัง","63","10","15.87","8","80.00","50","1","2.00","1","100.00"
"10969  :  โรงพยาบาลไทยเจริญ","61","8","13.11","8","100.00","35","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","72","3","4.17","3","100.00","71","34","47.89","24","70.59"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","68","3","4.41","3","100.00","69","3","4.35","3","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","134","44","32.84","44","100.00","133","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","149","6","4.03","6","100.00","87","1","1.15","1","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","155","48","30.97","42","87.50","84","8","9.52","8","100.00"
"10973  :  โรงพยาบาลหนองบัวแดง","285","27","9.47","26","96.30","236","5","2.12","4","80.00"
"10974  :  โรงพยาบาลจัตุรัส","249","92","36.95","89","96.74","164","4","2.44","4","100.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","107","23","21.50","20","86.96","105","9","8.57","9","100.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","51","0","0.00","0","0.00","53","17","32.08","17","100.00"
"10977  :  โรงพยาบาลเทพสถิต","226","37","16.37","30","81.08","214","4","1.87","4","100.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","327","259","79.20","254","98.07","283","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","132","5","3.79","5","100.00","119","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","26","0","0.00","0","0.00","27","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","57","5","8.77","5","100.00","59","15","25.42","15","100.00"
"10983  :  โรงพยาบาลเนินสง่า","53","1","1.89","1","100.00","53","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","71","1","1.41","1","100.00","72","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","186","3","1.61","3","100.00","132","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","28","0","0.00","0","0.00","29","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","78","23","29.49","20","86.96","80","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","69","1","1.45","1","100.00","67","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","44","2","4.55","2","100.00","23","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","205","40","19.51","34","85.00","80","9","11.25","5","55.56"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","159","4","2.52","3","75.00","96","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","287","1","0.35","1","100.00","250","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","22","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","129","13","10.08","12","92.31","115","24","20.87","24","100.00"
"11000  :  โรงพยาบาลน้ำพอง","47","38","80.85","26","68.42","48","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","70","0","0.00","0","0.00","64","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","46","3","6.52","3","100.00","49","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","159","1","0.63","1","100.00","106","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","411","314","76.40","269","85.67","134","27","20.15","25","92.59"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","104","5","4.81","5","100.00","85","2","2.35","2","100.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
