"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"10846  :  โรงพยาบาลเขาสมิง","639","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","1,120","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","361","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","268","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","180","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","877","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","3,226","1","0.03","0","0.00","0","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","196","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","3,368","0","0.00","1","0.03","0","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","847","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","1,228","1","0.08","0","0.00","0","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","466","0","0.00","0","0.00","0","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,665","3","0.18","0","0.00","0","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","1,417","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","528","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,846","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","4,132","1","0.02","0","0.00","0","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","3,053","1","0.03","0","0.00","0","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","570","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","4,167","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","163","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","2,623","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2,260","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","272","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","4,401","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","1,118","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","943","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,237","1","0.03","0","0.00","0","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","1,792","4","0.22","0","0.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","6,269","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","960","1","0.10","0","0.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,635","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","2,488","32","1.29","1","0.04","0","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","1,527","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","419","1","0.24","0","0.00","0","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,668","11","0.41","0","0.00","0","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,456","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","2,356","2","0.08","2","0.08","0","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","1,329","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","606","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","2,055","1","0.05","1","0.05","0","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","448","1","0.22","0","0.00","0","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","2,388","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","1,122","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","2,050","9","0.44","4","0.20","0","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","3,451","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","869","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","3,736","1","0.03","0","0.00","0","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","4,285","0","0.00","7","0.16","0","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","105","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","571","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","1,173","1","0.09","4","0.34","0","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","431","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","175","83","47.43","89","50.86","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","621","18","2.90","23","3.70","0","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","776","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","721","1","0.14","0","0.00","0","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","376","1","0.27","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","244","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","343","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","517","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,698","10","0.59","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","1,387","4","0.29","4","0.29","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","6,677","3","0.04","7","0.10","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","4,784","3","0.06","2","0.04","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","4,609","7","0.15","3","0.07","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","4,651","2","0.04","1","0.02","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","4,453","1","0.02","1","0.02","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","2,434","9","0.37","1","0.04","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","4,336","12","0.28","1","0.02","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","4,933","21","0.43","4","0.08","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","408","3","0.74","2","0.49","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","1,733","27","1.56","15","0.87","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","1,866","18","0.96","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","648","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,135","6","0.53","5","0.44","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","1,285","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,812","74","4.08","76","4.19","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","1,026","4","0.39","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,297","22","0.96","5","0.22","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","1,438","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","841","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","758","2","0.26","0","0.00","0","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","1,844","0","0.00","1","0.05","0","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,641","1","0.06","0","0.00","0","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","2,835","17","0.60","0","0.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","1,067","2","0.19","0","0.00","0","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,345","3","0.22","1","0.07","0","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","759","2","0.26","2","0.26","0","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","2,644","1","0.04","10","0.38","0","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","1,380","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","887","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","770","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1,016","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","213","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","200","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","170","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","101","1","0.99","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,861","2","0.11","1","0.05","0","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","1,339","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","1,255","1","0.08","0","0.00","0","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","5,039","1","0.02","3","0.06","0","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","2,779","2","0.07","3","0.11","0","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","1,354","0","0.00","1","0.07","0","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","595","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,278","22","1.72","19","1.49","0","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,521","5","0.33","2","0.13","0","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","3,518","63","1.79","23","0.65","0","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","376","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","727","47","6.46","23","3.16","0","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","208","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","512","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","418","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","843","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","850","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","104","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","736","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","175","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","87","24","27.59","0","0.00","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","317","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","188","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","748","5","0.67","0","0.00","0","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,675","3","0.18","2","0.12","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","2,014","2","0.10","2","0.10","0","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,856","1","0.05","0","0.00","0","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,484","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","2,049","5","0.24","4","0.20","0","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","751","4","0.53","0","0.00","0","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,384","12","0.50","11","0.46","0","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","505","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,208","3","0.25","1","0.08","0","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","909","3","0.33","0","0.00","0","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","354","1","0.28","0","0.00","0","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","1,086","7","0.64","0","0.00","0","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","588","2","0.34","0","0.00","0","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,057","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","5,575","4","0.07","1","0.02","0","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","185","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","446","2","0.45","1","0.22","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,229","5","0.22","1","0.04","0","0","0.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","677","3","0.44","0","0.00","0","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1,222","0","0.00","1","0.08","0","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","680","176","25.88","196","28.82","0","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","562","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,231","1","0.08","1","0.08","0","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","521","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,170","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","1,198","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,146","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","2,390","1","0.04","0","0.00","0","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","1,752","2","0.11","0","0.00","0","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","868","13","1.50","13","1.50","0","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","458","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,774","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,274","7","0.31","7","0.31","0","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","1,206","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","3,460","59","1.71","4","0.12","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","287","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","512","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","322","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","600","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,743","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","771","21","2.72","19","2.46","0","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","718","88","12.26","0","0.00","0","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","665","73","10.98","5","0.75","0","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","778","2","0.26","0","0.00","0","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","1,080","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","2,409","2","0.08","0","0.00","0","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","643","3","0.47","1","0.16","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","710","3","0.42","1","0.14","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,691","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,004","5","0.25","0","0.00","0","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","219","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,178","1","0.08","0","0.00","0","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","829","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","639","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","795","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,947","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","4,193","3","0.07","2","0.05","0","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
