"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"10846  :  โรงพยาบาลเขาสมิง","47","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","560","1","0.18","1","100.00","0","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","279","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","89","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","859","1","0.12","1","100.00","0","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","129","1","0.78","0","0.00","0","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","1,763","3","0.17","3","100.00","0","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","650","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","418","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","53","0","0.00","0","0.00","0","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,192","2","0.17","0","0.00","0","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","491","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","437","12","2.75","11","91.67","0","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","867","15","1.73","10","66.67","0","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,201","14","0.64","14","100.00","0","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","939","5","0.53","5","100.00","0","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","191","1","0.52","0","0.00","0","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","2,380","3","0.13","2","66.67","0","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","271","2","0.74","2","100.00","0","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","1,645","1","0.06","1","100.00","0","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","1,134","1","0.09","0","0.00","0","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,969","30","1.52","24","80.00","0","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","632","2","0.32","2","100.00","0","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","523","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,057","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","2,667","19","0.71","16","84.21","0","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","372","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","1,003","50","4.99","35","70.00","0","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","1,191","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","383","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","1,935","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","101","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","1,781","1","0.06","0","0.00","0","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","670","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","20","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","327","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","94","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","2,028","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","1,042","1","0.10","1","100.00","0","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","1,129","1","0.09","0","0.00","0","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","101","2","1.98","1","50.00","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","569","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","485","2","0.41","0","0.00","0","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","1,306","1","0.08","1","100.00","0","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","305","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","30","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","504","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","34","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","356","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","159","1","0.63","0","0.00","0","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","86","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","42","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","567","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","52","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","107","1","0.93","1","100.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","761","2","0.26","0","0.00","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","1,640","26","1.59","16","61.54","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","2,862","17","0.59","15","88.24","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,898","55","2.90","55","100.00","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","2,175","28","1.29","27","96.43","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","2,740","7","0.26","7","100.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","1,505","48","3.19","46","95.83","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","1,469","3","0.20","1","33.33","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","2,465","76","3.08","75","98.68","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,174","24","1.10","24","100.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","97","1","1.03","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","349","11","3.15","7","63.64","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","846","1","0.12","1","100.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","267","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","588","13","2.21","13","100.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","509","2","0.39","1","50.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","389","1","0.26","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","586","3","0.51","3","100.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","440","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","638","4","0.63","4","100.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","565","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","524","1","0.19","1","100.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","722","3","0.42","3","100.00","0","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","1,255","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,184","1","0.08","1","100.00","0","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","2,202","12","0.54","5","41.67","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","660","7","1.06","1","14.29","0","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,320","38","2.88","36","94.74","0","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","483","10","2.07","6","60.00","0","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,430","3","0.21","3","100.00","0","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","1,140","4","0.35","3","75.00","0","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","1,019","3","0.29","2","66.67","0","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","77","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1,171","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","546","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","393","1","0.25","1","100.00","0","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","55","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","2,798","28","1.00","24","85.71","0","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","545","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","1,505","39","2.59","39","100.00","0","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","2,201","3","0.14","2","66.67","0","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","2,637","11","0.42","9","81.82","0","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","196","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","997","1","0.10","1","100.00","0","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","236","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,129","39","3.45","37","94.87","0","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,171","69","5.89","64","92.75","0","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","218","3","1.38","2","66.67","0","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","687","18","2.62","17","94.44","0","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","315","1","0.32","1","100.00","0","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","850","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","343","1","0.29","1","100.00","0","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","160","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","393","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","691","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","300","1","0.33","1","100.00","0","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","426","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","940","8","0.85","6","75.00","0","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,008","4","0.40","4","100.00","0","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,143","21","1.84","19","90.48","0","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,931","24","1.24","22","91.67","0","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","543","2","0.37","2","100.00","0","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,282","30","2.34","23","76.67","0","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1,855","20","1.08","20","100.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","313","4","1.28","4","100.00","0","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","700","2","0.29","0","0.00","0","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","426","6","1.41","6","100.00","0","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","326","2","0.61","2","100.00","0","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","614","10","1.63","10","100.00","0","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","263","1","0.38","1","100.00","0","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","508","7","1.38","7","100.00","0","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,357","3","0.22","2","66.67","0","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,196","39","3.26","27","69.23","0","0","0.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","501","3","0.60","2","66.67","0","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","664","4","0.60","3","75.00","0","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","387","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","9","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","123","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","254","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","355","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","579","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","56","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,490","6","0.40","5","83.33","0","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","192","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","291","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","453","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","723","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,497","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","849","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","500","12","2.40","9","75.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","58","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","376","30","7.98","30","100.00","0","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","620","10","1.61","9","90.00","0","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,326","2","0.15","2","100.00","0","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","39","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","517","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","840","45","5.36","38","84.44","0","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","591","1","0.17","1","100.00","0","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","51","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,352","1","0.07","1","100.00","0","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","76","1","1.32","1","100.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","114","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","1,192","5","0.42","4","80.00","0","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,115","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,198","57","4.76","57","100.00","0","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","279","1","0.36","1","100.00","0","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","42","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","372","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,198","55","4.59","52","94.55","0","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","2,255","4","0.18","4","100.00","0","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
