"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"10696  :  โรงพยาบาลตราด","5,235","16","0.31","5","0.10","6,235","769","12.33","766","12.29"
"10845  :  โรงพยาบาลคลองใหญ่","1,352","2","0.15","31","2.29","1,650","173","10.48","165","10.00"
"10846  :  โรงพยาบาลเขาสมิง","584","3","0.51","1","0.17","666","13","1.95","13","1.95"
"10847  :  โรงพยาบาลบ่อไร่","1,137","462","40.63","406","35.71","1,171","11","0.94","2","0.17"
"10848  :  โรงพยาบาลแหลมงอบ","342","70","20.47","41","11.99","360","39","10.83","88","24.44"
"10849  :  โรงพยาบาลเกาะกูด","220","22","10.00","23","10.45","274","39","14.23","73","26.64"
"13816  :  โรงพยาบาลเกาะช้าง","134","4","2.99","1","0.75","142","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","914","253","27.68","236","25.82","907","97","10.69","109","12.02"
"10850  :  โรงพยาบาลบางคล้า","2,657","10","0.38","11","0.41","3,285","2","0.06","2","0.06"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","215","25","11.63","49","22.79","219","2","0.91","1","0.46"
"10854  :  โรงพยาบาลพนมสารคาม","3,426","11","0.32","8","0.23","3,428","25","0.73","20","0.58"
"10855  :  โรงพยาบาลสนามชัยเขต","422","70","16.59","62","14.69","833","86","10.32","41","4.92"
"10856  :  โรงพยาบาลแปลงยาว","1,238","4","0.32","3","0.24","1,269","33","2.60","7","0.55"
"13747  :  โรงพยาบาลราชสาส์น","488","18","3.69","20","4.10","496","12","2.42","22","4.44"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","307","1","0.33","0","0.00","317","1","0.32","1","0.32"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,690","244","14.44","242","14.32","1,723","9","0.52","2","0.12"
"10858  :  โรงพยาบาลนาดี","1,380","287","20.80","293","21.23","1,403","43","3.06","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","491","32","6.52","1","0.20","513","86","16.76","101","19.69"
"10860  :  โรงพยาบาลประจันตคาม","1,850","123","6.65","393","21.24","1,863","60","3.22","35","1.88"
"10861  :  โรงพยาบาลศรีมหาโพธิ","4,059","114","2.81","4","0.10","4,126","23","0.56","13","0.32"
"10862  :  โรงพยาบาลศรีมโหสถ","3,068","71","2.31","77","2.51","3,110","169","5.43","165","5.31"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","631","1","0.16","0","0.00","636","2","0.31","1","0.16"
"10698  :  โรงพยาบาลนครนายก","3,653","226","6.19","193","5.28","4,545","628","13.82","607","13.36"
"10863  :  โรงพยาบาลปากพลี","162","2","1.23","99","61.11","166","6","3.61","1","0.60"
"10864  :  โรงพยาบาลบ้านนา","2,645","242","9.15","50","1.89","2,683","217","8.09","208","7.75"
"10865  :  โรงพยาบาลองครักษ์","2,318","6","0.26","4","0.17","2,338","153","6.54","164","7.01"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","286","0","0.00","0","0.00","296","13","4.39","13","4.39"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","4,115","822","19.98","828","20.12","4,365","158","3.62","143","3.28"
"10866  :  โรงพยาบาลคลองหาด","1,088","248","22.79","100","9.19","1,127","245","21.74","243","21.56"
"10867  :  โรงพยาบาลตาพระยา","920","145","15.76","147","15.98","983","11","1.12","3","0.31"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,211","10","0.45","3","0.14","3,428","638","18.61","599","17.47"
"10869  :  โรงพยาบาลวัฒนานคร","1,728","547","31.66","372","21.53","1,766","195","11.04","362","20.50"
"10870  :  โรงพยาบาลอรัญประเทศ","4,929","125","2.54","72","1.46","6,392","281","4.40","65","1.02"
"13817  :  โรงพยาบาลเขาฉกรรจ์","838","209","24.94","203","24.22","881","52","5.90","44","4.99"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,658","324","19.54","326","19.66","1,684","303","17.99","342","20.31"
"10872  :  โรงพยาบาลเสิงสาง","2,496","48","1.92","44","1.76","2,545","296","11.63","271","10.65"
"10873  :  โรงพยาบาลคง","1,169","5","0.43","9","0.77","1,529","1","0.07","1","0.07"
"10874  :  โรงพยาบาลบ้านเหลื่อม","434","139","32.03","147","33.87","432","146","33.80","150","34.72"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,704","215","7.95","145","5.36","2,702","90","3.33","6","0.22"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,464","14","0.96","315","21.52","1,442","12","0.83","58","4.02"
"10879  :  โรงพยาบาลโนนสูง","1,981","14","0.71","197","9.94","2,461","324","13.17","333","13.53"
"10880  :  โรงพยาบาลขามสะแกแสง","1,354","147","10.86","142","10.49","1,358","116","8.54","111","8.17"
"10881  :  โรงพยาบาลบัวใหญ่","586","4","0.68","24","4.10","587","39","6.64","121","20.61"
"10882  :  โรงพยาบาลประทาย","2,126","31","1.46","284","13.36","2,129","36","1.69","158","7.42"
"10883  :  โรงพยาบาลปักธงชัย","452","155","34.29","156","34.51","457","148","32.39","155","33.92"
"10884  :  โรงพยาบาลพิมาย","2,529","298","11.78","304","12.02","2,544","258","10.14","138","5.42"
"10885  :  โรงพยาบาลห้วยแถลง","1,192","230","19.30","234","19.63","1,187","107","9.01","79","6.66"
"10886  :  โรงพยาบาลชุมพวง","2,079","679","32.66","681","32.76","2,110","63","2.99","13","0.62"
"10887  :  โรงพยาบาลสูงเนิน","3,474","437","12.58","432","12.44","3,494","295","8.44","268","7.67"
"10888  :  โรงพยาบาลขามทะเลสอ","901","63","6.99","54","5.99","900","38","4.22","106","11.78"
"10889  :  โรงพยาบาลสีคิ้ว","3,824","186","4.86","301","7.87","3,854","72","1.87","200","5.19"
"10890  :  โรงพยาบาลปากช่องนานา","4,490","123","2.74","150","3.34","4,547","1,335","29.36","1,315","28.92"
"10891  :  โรงพยาบาลหนองบุญมาก","100","0","0.00","24","24.00","100","26","26.00","26","26.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","577","176","30.50","7","1.21","584","201","34.42","203","34.76"
"10893  :  โรงพยาบาลโนนแดง","1,181","6","0.51","28","2.37","1,175","519","44.17","522","44.43"
"10894  :  โรงพยาบาลวังน้ำเขียว","420","73","17.38","57","13.57","433","108","24.94","102","23.56"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","189","2","1.06","9","4.76","188","15","7.98","99","52.66"
"11608  :  โรงพยาบาลลำทะเมนชัย","448","1","0.22","0","0.00","459","253","55.12","265","57.73"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","713","2","0.28","0","0.00","723","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","765","15","1.96","15","1.96","763","17","2.23","18","2.36"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","405","3","0.74","1","0.25","401","47","11.72","53","13.22"
"27839  :  โรงพยาบาลบัวลาย","233","113","48.50","113","48.50","238","117","49.16","117","49.16"
"27840  :  โรงพยาบาลสีดา","340","0","0.00","95","27.94","338","22","6.51","98","28.99"
"27841  :  โรงพยาบาลเทพารักษ์","513","1","0.19","2","0.39","515","168","32.62","185","35.92"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,549","1","0.06","0","0.00","1,593","5","0.31","3","0.19"
"10896  :  โรงพยาบาลกระสัง","1,183","26","2.20","1","0.08","1,159","405","34.94","402","34.69"
"10897  :  โรงพยาบาลนางรอง","6,799","170","2.50","161","2.37","6,829","128","1.87","87","1.27"
"10898  :  โรงพยาบาลหนองกี่","4,027","654","16.24","384","9.54","4,047","547","13.52","452","11.17"
"10899  :  โรงพยาบาลละหานทราย","4,740","1,058","22.32","953","20.11","4,759","923","19.39","737","15.49"
"10900  :  โรงพยาบาลประโคนชัย","4,264","144","3.38","149","3.49","4,556","566","12.42","533","11.70"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","632","117","18.51","1","0.16","639","90","14.08","87","13.62"
"23578  :  โรงพยาบาลแคนดง","1,266","22","1.74","27","2.13","1,257","95","7.56","32","2.55"
"28020  :  โรงพยาบาลบ้านด่าน","793","87","10.97","1","0.13","804","91","11.32","88","10.95"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","795","48","6.04","53","6.67","792","173","21.84","181","22.85"
"10916  :  โรงพยาบาลท่าตูม","1,872","197","10.52","189","10.10","1,880","329","17.50","367","19.52"
"10917  :  โรงพยาบาลจอมพระ","1,543","99","6.42","5","0.32","1,581","598","37.82","599","37.89"
"10918  :  โรงพยาบาลปราสาท","2,859","38","1.33","34","1.19","2,888","124","4.29","42","1.45"
"10919  :  โรงพยาบาลกาบเชิง","1,028","60","5.84","44","4.28","1,045","95","9.09","80","7.66"
"10920  :  โรงพยาบาลรัตนบุรี","1,358","40","2.95","4","0.29","1,372","242","17.64","306","22.30"
"10921  :  โรงพยาบาลสนม","742","13","1.75","5","0.67","743","27","3.63","23","3.10"
"10922  :  โรงพยาบาลศีขรภูมิ","2,612","3","0.11","26","1.00","2,620","127","4.85","149","5.69"
"10923  :  โรงพยาบาลสังขะ","1,344","42","3.13","42","3.13","1,340","95","7.09","110","8.21"
"10924  :  โรงพยาบาลลำดวน","871","2","0.23","0","0.00","870","98","11.26","103","11.84"
"10925  :  โรงพยาบาลสำโรงทาบ","793","12","1.51","26","3.28","803","0","0.00","14","1.74"
"10926  :  โรงพยาบาลบัวเชด","1,019","141","13.84","0","0.00","1,021","93","9.11","198","19.39"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","189","100","52.91","0","0.00","185","95","51.35","1","0.54"
"27842  :  โรงพยาบาลเขวาสินรินทร์","210","97","46.19","2","0.95","209","74","35.41","104","49.76"
"27843  :  โรงพยาบาลศรีณรงค์","173","10","5.78","0","0.00","177","41","23.16","41","23.16"
"27844  :  โรงพยาบาลโนนนารายณ์","97","69","71.13","0","0.00","98","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,945","222","11.41","200","10.28","1,996","273","13.68","263","13.18"
"10927  :  โรงพยาบาลยางชุมน้อย","1,344","162","12.05","170","12.65","1,319","264","20.02","237","17.97"
"10928  :  โรงพยาบาลกันทรารมย์","1,271","5","0.39","0","0.00","1,276","3","0.24","1","0.08"
"10929  :  โรงพยาบาลกันทรลักษ์","5,110","129","2.52","30","0.59","5,079","649","12.78","337","6.64"
"10930  :  โรงพยาบาลขุขันธ์","2,880","358","12.43","162","5.63","2,891","330","11.41","320","11.07"
"10931  :  โรงพยาบาลไพรบึง","1,372","75","5.47","86","6.27","1,362","327","24.01","325","23.86"
"10932  :  โรงพยาบาลปรางค์กู่","455","6","1.32","159","34.95","523","5","0.96","1","0.19"
"10933  :  โรงพยาบาลขุนหาญ","1,293","405","31.32","319","24.67","1,291","81","6.27","143","11.08"
"10934  :  โรงพยาบาลราษีไศล","1,484","107","7.21","40","2.70","1,528","117","7.66","233","15.25"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","3,599","566","15.73","452","12.56","3,616","823","22.76","997","27.57"
"10936  :  โรงพยาบาลบึงบูรพ์","386","1","0.26","0","0.00","356","40","11.24","42","11.80"
"10937  :  โรงพยาบาลห้วยทับทัน","660","101","15.30","89","13.48","684","273","39.91","256","37.43"
"10938  :  โรงพยาบาลโนนคูณ","213","4","1.88","1","0.47","212","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","521","45","8.64","1","0.19","521","239","45.87","249","47.79"
"10940  :  โรงพยาบาลวังหิน","334","5","1.50","2","0.60","387","27","6.98","26","6.72"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","811","35","4.32","6","0.74","845","64","7.57","63","7.46"
"10942  :  โรงพยาบาลภูสิงห์","837","20","2.39","4","0.48","849","0","0.00","1","0.12"
"10943  :  โรงพยาบาลเมืองจันทร์","103","0","0.00","0","0.00","104","68","65.38","68","65.38"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","717","17","2.37","11","1.53","761","38","4.99","260","34.17"
"28014  :  โรงพยาบาลพยุห์","151","0","0.00","0","0.00","160","1","0.63","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","80","0","0.00","0","0.00","77","7","9.09","8","10.39"
"28016  :  โรงพยาบาลศิลาลาด","334","1","0.30","0","0.00","338","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","20","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","706","24","3.40","2","0.28","721","157","21.78","155","21.50"
"10946  :  โรงพยาบาลเขื่องใน","1,639","187","11.41","13","0.79","1,645","207","12.58","198","12.04"
"10947  :  โรงพยาบาลเขมราฐ","1,997","22","1.10","1","0.05","2,018","320","15.86","275","13.63"
"10948  :  โรงพยาบาลนาจะหลวย","1,869","462","24.72","437","23.38","1,897","473","24.93","447","23.56"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,405","296","12.31","181","7.53","2,607","886","33.99","834","31.99"
"10951  :  โรงพยาบาลตระการพืชผล","1,854","513","27.67","490","26.43","2,064","323","15.65","150","7.27"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","728","62","8.52","1","0.14","705","218","30.92","218","30.92"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,514","825","32.82","206","8.19","2,437","1,048","43.00","1,044","42.84"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","467","28","6.00","0","0.00","506","90","17.79","93","18.38"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,263","27","2.14","0","0.00","1,056","80","7.58","75","7.10"
"10959  :  โรงพยาบาลสำโรง","922","45","4.88","6","0.65","940","226","24.04","217","23.09"
"10960  :  โรงพยาบาลดอนมดแดง","334","59","17.66","8","2.40","333","88","26.43","90","27.03"
"10961  :  โรงพยาบาลสิรินธร","1,118","26","2.33","3","0.27","1,037","272","26.23","61","5.88"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","689","22","3.19","3","0.44","565","295","52.21","298","52.74"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","1,177","3","0.25","0","0.00","1,227","3","0.24","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","5,505","50","0.91","14","0.25","5,663","267","4.71","45","0.79"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","170","27","15.88","23","13.53","181","63","34.81","57","31.49"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","474","55","11.60","27","5.70","449","73","16.26","70","15.59"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,138","21","0.98","8","0.37","2,221","110","4.95","45","2.03"
"10966  :  โรงพยาบาลป่าติ้ว","638","159","24.92","141","22.10","652","8","1.23","1","0.15"
"10967  :  โรงพยาบาลมหาชนะชัย","1,171","5","0.43","4","0.34","1,199","122","10.18","122","10.18"
"10968  :  โรงพยาบาลค้อวัง","618","15","2.43","7","1.13","640","104","16.25","102","15.94"
"10969  :  โรงพยาบาลไทยเจริญ","512","35","6.84","33","6.45","532","97","18.23","76","14.29"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","682","62","9.09","60","8.80","1,255","42","3.35","40","3.19"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","516","12","2.33","7","1.36","521","64","12.28","57","10.94"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,160","42","3.62","2","0.17","1,169","28","2.40","46","3.93"
"10971  :  โรงพยาบาลคอนสวรรค์","1,260","11","0.87","28","2.22","1,265","247","19.53","248","19.60"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,246","185","14.85","187","15.01","1,278","96","7.51","92","7.20"
"10973  :  โรงพยาบาลหนองบัวแดง","2,359","77","3.26","7","0.30","2,382","989","41.52","24","1.01"
"10974  :  โรงพยาบาลจัตุรัส","1,989","422","21.22","403","20.26","2,009","457","22.75","430","21.40"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","906","196","21.63","60","6.62","917","210","22.90","156","17.01"
"10976  :  โรงพยาบาลหนองบัวระเหว","424","33","7.78","0","0.00","425","32","7.53","32","7.53"
"10977  :  โรงพยาบาลเทพสถิต","1,824","120","6.58","121","6.63","1,833","198","10.80","173","9.44"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,384","1,337","56.08","1,345","56.42","2,400","132","5.50","138","5.75"
"10979  :  โรงพยาบาลบ้านแท่น","1,230","2","0.16","4","0.33","1,251","276","22.06","138","11.03"
"10980  :  โรงพยาบาลแก้งคร้อ","3,528","325","9.21","217","6.15","3,569","325","9.11","53","1.49"
"10981  :  โรงพยาบาลคอนสาร","281","0","0.00","3","1.07","281","2","0.71","2","0.71"
"10982  :  โรงพยาบาลภักดีชุมพล","499","102","20.44","103","20.64","500","14","2.80","12","2.40"
"10983  :  โรงพยาบาลเนินสง่า","319","4","1.25","7","2.19","319","100","31.35","94","29.47"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","586","33","5.63","0","0.00","594","396","66.67","391","65.82"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,716","13","0.76","1","0.06","1,759","206","11.71","413","23.48"
"10987  :  โรงพยาบาลพนา","746","22","2.95","4","0.54","747","221","29.59","224","29.99"
"10988  :  โรงพยาบาลเสนางคนิคม","699","201","28.76","2","0.29","702","349","49.72","332","47.29"
"10989  :  โรงพยาบาลหัวตะพาน","662","29","4.38","17","2.57","684","43","6.29","20","2.92"
"10990  :  โรงพยาบาลลืออำนาจ","790","42","5.32","0","0.00","806","238","29.53","244","30.27"
"11040  :  โรงพยาบาลบึงกาฬ","1,121","5","0.45","3","0.27","1,152","75","6.51","55","4.77"
"11041  :  โรงพยาบาลพรเจริญ","2,533","99","3.91","116","4.58","2,579","45","1.74","44","1.71"
"11043  :  โรงพยาบาลโซ่พิสัย","674","24","3.56","10","1.48","693","169","24.39","171","24.68"
"11046  :  โรงพยาบาลเซกา","708","2","0.28","1","0.14","740","6","0.81","5","0.68"
"11047  :  โรงพยาบาลปากคาด","1,408","31","2.20","34","2.41","1,718","619","36.03","622","36.20"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,775","2","0.11","3","0.17","2,017","311","15.42","288","14.28"
"11050  :  โรงพยาบาลบุ่งคล้า","233","1","0.43","1","0.43","232","87","37.50","96","41.38"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","1,207","141","11.68","136","11.27","1,165","73","6.27","54","4.64"
"11000  :  โรงพยาบาลน้ำพอง","541","79","14.60","79","14.60","874","84","9.61","8","0.92"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","585","12","2.05","2","0.34","605","53","8.76","50","8.26"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","808","11","1.36","2","0.25","803","18","2.24","18","2.24"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,331","139","10.44","183","13.75","1,938","207","10.68","153","7.89"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","4,232","1,266","29.91","1,221","28.85","4,279","632","14.77","589","13.76"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
