"โรงพยาบาล","รวมทั้งปีการศึกษา 2562","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","198","0","0.00","183","0","0.00","28","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,031","0","0.00","992","0","0.00","439","0","0.00"
"10858  :  โรงพยาบาลนาดี","702","0","0.00","686","0","0.00","299","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","340","1","0.29","329","0","0.00","339","1","0.29"
"10860  :  โรงพยาบาลประจันตคาม","1,304","0","0.00","1,294","0","0.00","797","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,306","1,333","57.81","2,261","1,312","58.03","479","130","27.14"
"10862  :  โรงพยาบาลศรีมโหสถ","1,600","361","22.56","1,534","351","22.88","377","221","58.62"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","408","0","0.00","397","0","0.00","38","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,866","0","0.00","1,852","0","0.00","1,368","0","0.00"
"10863  :  โรงพยาบาลปากพลี","99","0","0.00","95","0","0.00","97","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","1,588","0","0.00","1,466","0","0.00","1,230","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","1,346","0","0.00","1,317","0","0.00","1,076","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","132","0","0.00","132","0","0.00","131","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","774","0","0.00","730","0","0.00","759","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","636","0","0.00","591","0","0.00","508","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,433","0","0.00","1,382","0","0.00","1,040","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","1,156","0","0.00","1,102","0","0.00","1,142","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","3,184","0","0.00","3,046","0","0.00","674","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","549","0","0.00","539","0","0.00","542","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,040","0","0.00","1,023","0","0.00","422","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","1,775","0","0.00","1,748","0","0.00","1,095","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0","0.00","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","281","0","0.00","279","0","0.00","276","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,073","0","0.00","2,054","0","0.00","1,686","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","994","0","0.00","973","0","0.00","711","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","1,444","0","0.00","1,434","0","0.00","138","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","981","0","0.00","968","0","0.00","740","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","373","0","0.00","366","0","0.00","224","0","0.00"
"10882  :  โรงพยาบาลประทาย","1,605","0","0.00","1,583","0","0.00","1,065","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","312","0","0.00","309","0","0.00","303","0","0.00"
"10884  :  โรงพยาบาลพิมาย","1,793","0","0.00","1,716","0","0.00","1,774","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","762","0","0.00","753","0","0.00","754","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","1,520","0","0.00","1,499","0","0.00","970","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","597","0","0.00","588","0","0.00","584","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","407","0","0.00","392","0","0.00","395","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","2,872","0","0.00","2,786","0","0.00","1,050","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","68","0","0.00","68","0","0.00","67","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","365","0","0.00","362","0","0.00","357","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","554","0","0.00","541","0","0.00","544","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","265","0","0.00","256","0","0.00","173","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","113","0","0.00","111","0","0.00","113","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","298","0","0.00","292","0","0.00","294","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","469","0","0.00","460","0","0.00","459","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","513","0","0.00","501","0","0.00","501","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","279","0","0.00","274","0","0.00","273","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","138","0","0.00","131","0","0.00","137","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0","0.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","370","0","0.00","366","0","0.00","365","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","970","0","0.00","943","0","0.00","907","0","0.00"
"10896  :  โรงพยาบาลกระสัง","854","0","0.00","839","0","0.00","841","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","2,020","1","0.05","1,991","1","0.05","1,201","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","1,866","0","0.00","1,835","0","0.00","1,446","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","3,006","0","0.00","2,973","0","0.00","2,448","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","1,828","0","0.00","1,793","0","0.00","1,640","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","1,624","0","0.00","1,600","0","0.00","1,289","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,285","0","0.00","2,272","0","0.00","1,935","0","0.00"
"10906  :  โรงพยาบาลปะคำ","346","0","0.00","338","0","0.00","344","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","269","0","0.00","265","0","0.00","237","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","745","638","85.64","738","635","86.04","596","515","86.41"
"10909  :  โรงพยาบาลพลับพลาชัย","591","0","0.00","585","0","0.00","584","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","107","0","0.00","107","0","0.00","103","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","659","0","0.00","647","0","0.00","650","0","0.00"
"10912  :  โรงพยาบาลชำนิ","222","0","0.00","219","0","0.00","221","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","248","0","0.00","246","0","0.00","248","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","470","374","79.57","461","373","80.91","396","320","80.81"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","498","0","0.00","495","0","0.00","442","0","0.00"
"23578  :  โรงพยาบาลแคนดง","603","0","0.00","598","0","0.00","595","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","696","0","0.00","692","0","0.00","687","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","599","0","0.00","591","0","0.00","591","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","1,390","0","0.00","1,364","0","0.00","1,082","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","1,184","0","0.00","1,176","0","0.00","1,164","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0.00","0","0","0.00","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","750","0","0.00","732","0","0.00","733","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","1,048","0","0.00","1,037","0","0.00","1,036","0","0.00"
"10921  :  โรงพยาบาลสนม","534","0","0.00","530","0","0.00","527","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,744","702","40.25","1,729","699","40.43","1,281","418","32.63"
"10923  :  โรงพยาบาลสังขะ","999","0","0.00","995","0","0.00","986","0","0.00"
"10924  :  โรงพยาบาลลำดวน","588","0","0.00","579","0","0.00","582","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","612","0","0.00","608","0","0.00","605","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","770","0","0.00","765","0","0.00","752","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","352","0","0.00","347","0","0.00","350","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","136","0","0.00","134","0","0.00","135","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","107","0","0.00","104","0","0.00","107","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,461","0","0.00","1,445","0","0.00","239","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","703","0","0.00","685","0","0.00","502","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","950","0","0.00","929","0","0.00","941","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","3,517","0","0.00","3,486","0","0.00","2,323","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","2,082","0","0.00","2,061","0","0.00","1,686","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","948","0","0.00","940","0","0.00","805","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","352","0","0.00","346","0","0.00","350","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","909","0","0.00","898","0","0.00","894","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","1,015","0","0.00","1,001","0","0.00","777","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","2,596","0","0.00","2,573","0","0.00","1,403","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","203","0","0.00","199","0","0.00","201","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","304","0","0.00","302","0","0.00","297","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","167","0","0.00","163","0","0.00","167","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","378","0","0.00","374","0","0.00","373","0","0.00"
"10940  :  โรงพยาบาลวังหิน","236","0","0.00","236","0","0.00","231","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","503","0","0.00","494","0","0.00","189","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","629","0","0.00","620","0","0.00","619","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","571","0","0.00","565","0","0.00","224","0","0.00"
"28014  :  โรงพยาบาลพยุห์","100","0","0.00","98","0","0.00","99","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","56","0","0.00","56","0","0.00","56","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","226","0","0.00","224","0","0.00","222","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","476","0","0.00","455","0","0.00","470","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1,307","0","0.00","1,295","0","0.00","1,302","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,456","0","0.00","1,403","0","0.00","1,368","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,396","0","0.00","1,376","0","0.00","1,078","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,966","0","0.00","1,932","0","0.00","892","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","1,338","0","0.00","1,328","0","0.00","749","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","512","0","0.00","505","0","0.00","509","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,662","0","0.00","1,641","0","0.00","891","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","339","0","0.00","332","0","0.00","337","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","776","0","0.00","759","0","0.00","643","0","0.00"
"10959  :  โรงพยาบาลสำโรง","675","0","0.00","668","0","0.00","360","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","234","0","0.00","232","0","0.00","234","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","722","0","0.00","713","0","0.00","714","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","419","0","0.00","416","0","0.00","409","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","673","0","0.00","670","0","0.00","44","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3,633","0","0.00","3,581","0","0.00","2,029","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","133","0","0.00","130","0","0.00","131","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","282","0","0.00","281","0","0.00","31","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,326","0","0.00","1,315","0","0.00","1,280","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","435","0","0.00","427","0","0.00","430","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","724","0","0.00","712","0","0.00","641","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","417","398","95.44","408","392","96.08","368","353","95.92"
"10969  :  โรงพยาบาลไทยเจริญ","344","0","0.00","341","0","0.00","239","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","467","0","0.00","462","0","0.00","462","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","373","0","0.00","369","0","0.00","367","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","679","0","0.00","674","0","0.00","670","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","899","0","0.00","889","0","0.00","503","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","934","0","0.00","924","0","0.00","542","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,756","0","0.00","1,715","0","0.00","1,431","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","1,434","0","0.00","1,416","0","0.00","896","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","717","0","0.00","713","0","0.00","714","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","329","0","0.00","325","0","0.00","323","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,197","1","0.08","1,173","0","0.00","1,067","1","0.09"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,045","0","0.00","2,022","0","0.00","1,718","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","904","0","0.00","897","0","0.00","829","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0.00","0","0","0.00","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","200","0","0.00","196","0","0.00","196","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","363","0","0.00","355","0","0.00","354","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","247","0","0.00","245","0","0.00","243","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","405","0","0.00","392","0","0.00","396","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,215","0","0.00","1,195","0","0.00","742","0","0.00"
"10987  :  โรงพยาบาลพนา","183","0","0.00","181","0","0.00","183","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","513","0","0.00","505","0","0.00","508","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","494","0","0.00","488","0","0.00","489","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","281","0","0.00","278","0","0.00","116","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","1,318","0","0.00","1,300","0","0.00","530","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","995","0","0.00","976","0","0.00","646","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,210","0","0.00","1,192","0","0.00","979","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","139","102","73.38","137","102","74.45","138","101","73.19"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","766","2","0.26","743","1","0.13","642","1","0.16"
"11000  :  โรงพยาบาลน้ำพอง","274","0","0.00","266","0","0.00","271","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","362","2","0.55","356","2","0.56","307","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","397","0","0.00","381","0","0.00","389","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","951","1","0.11","943","1","0.11","663","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","2,356","3","0.13","2,324","3","0.13","769","2","0.26"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","598","0","0.00","591","0","0.00","459","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00","0","0","0.00","0","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","0","0","0.00","0","0","0.00","0","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0.00","0","0","0.00","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","0","0","0.00","0","0","0.00","0","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0.00","0","0","0.00","0","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","0","0","0.00","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","0","0","0.00","0","0","0.00","0","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","0","0","0.00","0","0","0.00","0","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","0","0","0.00","0","0","0.00","0","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0.00","0","0","0.00","0","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0.00","0","0","0.00","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00","0","0","0.00","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11028  :  โรงพยาบาลนายูง","327","0","0.00","315","0","0.00","319","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","2,627","0","0.00","2,603","0","0.00","2,040","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","4,141","0","0.00","4,097","0","0.00","3,223","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","240","0","0.00","232","0","0.00","233","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","1,039","0","0.00","1,012","0","0.00","985","0","0.00"
"11032  :  โรงพยาบาลปากชม","464","0","0.00","451","0","0.00","458","0","0.00"
