"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"10845  :  โรงพยาบาลคลองใหญ่","1,059","2","0.19","0","0.00","1,285","120","9.34","123","9.57"
"10846  :  โรงพยาบาลเขาสมิง","290","2","0.69","1","0.34","343","12","3.50","12","3.50"
"10847  :  โรงพยาบาลบ่อไร่","830","462","55.66","480","57.83","860","10","1.16","1","0.12"
"10848  :  โรงพยาบาลแหลมงอบ","271","70","25.83","31","11.44","288","37","12.85","66","22.92"
"10849  :  โรงพยาบาลเกาะกูด","154","22","14.29","19","12.34","191","39","20.42","64","33.51"
"13816  :  โรงพยาบาลเกาะช้าง","84","4","4.76","4","4.76","91","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","720","253","35.14","241","33.47","717","97","13.53","20","2.79"
"10850  :  โรงพยาบาลบางคล้า","1,839","10","0.54","5","0.27","2,274","2","0.09","36","1.58"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","170","24","14.12","53","31.18","172","2","1.16","1","0.58"
"10854  :  โรงพยาบาลพนมสารคาม","2,679","11","0.41","42","1.57","2,674","24","0.90","446","16.68"
"10855  :  โรงพยาบาลสนามชัยเขต","308","65","21.10","73","23.70","571","86","15.06","87","15.24"
"10856  :  โรงพยาบาลแปลงยาว","862","4","0.46","3","0.35","880","32","3.64","39","4.43"
"13747  :  โรงพยาบาลราชสาส์น","366","18","4.92","20","5.46","372","12","3.23","22","5.91"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","238","1","0.42","0","0.00","245","1","0.41","1","0.41"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,212","242","19.97","244","20.13","1,229","8","0.65","1","0.08"
"10858  :  โรงพยาบาลนาดี","906","287","31.68","253","27.92","914","43","4.70","41","4.49"
"10859  :  โรงพยาบาลบ้านสร้าง","378","28","7.41","23","6.08","395","83","21.01","75","18.99"
"10860  :  โรงพยาบาลประจันตคาม","1,396","122","8.74","185","13.25","1,405","58","4.13","256","18.22"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2,825","114","4.04","139","4.92","2,863","22","0.77","17","0.59"
"10862  :  โรงพยาบาลศรีมโหสถ","2,150","70","3.26","16","0.74","2,168","135","6.23","137","6.32"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","484","1","0.21","3","0.62","488","2","0.41","2","0.41"
"10698  :  โรงพยาบาลนครนายก","2,622","225","8.58","193","7.36","3,157","588","18.63","586","18.56"
"10863  :  โรงพยาบาลปากพลี","122","2","1.64","99","81.15","127","6","4.72","1","0.79"
"10864  :  โรงพยาบาลบ้านนา","1,981","241","12.17","49","2.47","1,997","213","10.67","221","11.07"
"10865  :  โรงพยาบาลองครักษ์","1,827","6","0.33","1","0.05","1,833","153","8.35","163","8.89"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","138","0","0.00","0","0.00","140","7","5.00","7","5.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3,035","822","27.08","833","27.45","3,192","157","4.92","100","3.13"
"10866  :  โรงพยาบาลคลองหาด","807","244","30.24","148","18.34","843","244","28.94","123","14.59"
"10867  :  โรงพยาบาลตาพระยา","655","145","22.14","148","22.60","703","11","1.56","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,473","9","0.61","5","0.34","2,672","638","23.88","603","22.57"
"10869  :  โรงพยาบาลวัฒนานคร","1,228","540","43.97","349","28.42","1,270","183","14.41","341","26.85"
"10870  :  โรงพยาบาลอรัญประเทศ","3,483","122","3.50","68","1.95","4,436","272","6.13","233","5.25"
"13817  :  โรงพยาบาลเขาฉกรรจ์","611","209","34.21","234","38.30","650","52","8.00","3","0.46"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,114","323","28.99","215","19.30","1,126","303","26.91","233","20.69"
"10872  :  โรงพยาบาลเสิงสาง","1,883","48","2.55","4","0.21","1,908","291","15.25","310","16.25"
"10873  :  โรงพยาบาลคง","937","5","0.53","8","0.85","1,108","1","0.09","44","3.97"
"10874  :  โรงพยาบาลบ้านเหลื่อม","327","139","42.51","51","15.60","324","144","44.44","144","44.44"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","2,183","209","9.57","194","8.89","2,177","88","4.04","84","3.86"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","1,094","13","1.19","344","31.44","1,063","12","1.13","51","4.80"
"10879  :  โรงพยาบาลโนนสูง","1,489","12","0.81","107","7.19","1,793","307","17.12","856","47.74"
"10880  :  โรงพยาบาลขามสะแกแสง","1,021","147","14.40","147","14.40","1,020","110","10.78","115","11.27"
"10881  :  โรงพยาบาลบัวใหญ่","409","4","0.98","0","0.00","416","39","9.38","152","36.54"
"10882  :  โรงพยาบาลประทาย","1,722","31","1.80","306","17.77","1,718","35","2.04","179","10.42"
"10883  :  โรงพยาบาลปักธงชัย","332","155","46.69","48","14.46","332","148","44.58","122","36.75"
"10884  :  โรงพยาบาลพิมาย","1,822","294","16.14","298","16.36","1,819","255","14.02","261","14.35"
"10885  :  โรงพยาบาลห้วยแถลง","866","230","26.56","186","21.48","863","96","11.12","65","7.53"
"10886  :  โรงพยาบาลชุมพวง","1,605","678","42.24","3","0.19","1,618","60","3.71","773","47.78"
"10887  :  โรงพยาบาลสูงเนิน","2,566","435","16.95","251","9.78","2,583","293","11.34","514","19.90"
"10888  :  โรงพยาบาลขามทะเลสอ","652","63","9.66","31","4.75","648","37","5.71","143","22.07"
"10889  :  โรงพยาบาลสีคิ้ว","3,051","183","6.00","195","6.39","3,070","56","1.82","540","17.59"
"10890  :  โรงพยาบาลปากช่องนานา","3,186","122","3.83","79","2.48","3,233","1,331","41.17","1,348","41.70"
"10891  :  โรงพยาบาลหนองบุญมาก","71","0","0.00","0","0.00","71","26","36.62","26","36.62"
"10892  :  โรงพยาบาลแก้งสนามนาง","395","176","44.56","0","0.00","399","201","50.38","207","51.88"
"10893  :  โรงพยาบาลโนนแดง","834","6","0.72","0","0.00","835","519","62.16","521","62.40"
"10894  :  โรงพยาบาลวังน้ำเขียว","303","72","23.76","87","28.71","311","108","34.73","61","19.61"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","118","1","0.85","13","11.02","117","10","8.55","86","73.50"
"11608  :  โรงพยาบาลลำทะเมนชัย","334","1","0.30","0","0.00","345","253","73.33","271","78.55"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","517","2","0.39","2","0.39","517","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","528","15","2.84","2","0.38","524","17","3.24","54","10.31"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","300","3","1.00","2","0.67","298","47","15.77","50","16.78"
"27839  :  โรงพยาบาลบัวลาย","153","113","73.86","21","13.73","156","117","75.00","120","76.92"
"27840  :  โรงพยาบาลสีดา","265","0","0.00","74","27.92","261","20","7.66","122","46.74"
"27841  :  โรงพยาบาลเทพารักษ์","386","1","0.26","48","12.44","387","168","43.41","139","35.92"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,118","1","0.09","1","0.09","1,163","5","0.43","4","0.34"
"10896  :  โรงพยาบาลกระสัง","969","26","2.68","4","0.41","950","405","42.63","423","44.53"
"10897  :  โรงพยาบาลนางรอง","5,143","170","3.31","196","3.81","5,158","90","1.74","67","1.30"
"10898  :  โรงพยาบาลหนองกี่","3,088","643","20.82","603","19.53","3,067","523","17.05","421","13.73"
"10899  :  โรงพยาบาลละหานทราย","3,594","1,057","29.41","853","23.73","3,609","850","23.55","450","12.47"
"10900  :  โรงพยาบาลประโคนชัย","3,226","144","4.46","35","1.08","3,356","562","16.75","662","19.73"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","486","115","23.66","134","27.57","489","87","17.79","28","5.73"
"23578  :  โรงพยาบาลแคนดง","975","21","2.15","0","0.00","969","77","7.95","79","8.15"
"28020  :  โรงพยาบาลบ้านด่าน","612","87","14.22","94","15.36","623","89","14.29","5","0.80"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","609","48","7.88","44","7.22","608","172","28.29","180","29.61"
"10916  :  โรงพยาบาลท่าตูม","1,424","196","13.76","87","6.11","1,426","328","23.00","293","20.55"
"10917  :  โรงพยาบาลจอมพระ","1,208","99","8.20","160","13.25","1,247","598","47.96","474","38.01"
"10918  :  โรงพยาบาลปราสาท","2,257","10","0.44","13","0.58","2,276","108","4.75","113","4.96"
"10919  :  โรงพยาบาลกาบเชิง","783","60","7.66","86","10.98","794","93","11.71","57","7.18"
"10920  :  โรงพยาบาลรัตนบุรี","1,099","39","3.55","9","0.82","1,108","240","21.66","319","28.79"
"10921  :  โรงพยาบาลสนม","558","12","2.15","7","1.25","560","24","4.29","23","4.11"
"10922  :  โรงพยาบาลศีขรภูมิ","1,944","1","0.05","43","2.21","1,944","126","6.48","129","6.64"
"10923  :  โรงพยาบาลสังขะ","1,048","38","3.63","37","3.53","1,045","88","8.42","79","7.56"
"10924  :  โรงพยาบาลลำดวน","658","2","0.30","2","0.30","655","98","14.96","100","15.27"
"10925  :  โรงพยาบาลสำโรงทาบ","618","6","0.97","5","0.81","626","0","0.00","1","0.16"
"10926  :  โรงพยาบาลบัวเชด","803","141","17.56","9","1.12","805","93","11.55","228","28.32"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","146","100","68.49","100","68.49","143","95","66.43","1","0.70"
"27842  :  โรงพยาบาลเขวาสินรินทร์","131","97","74.05","0","0.00","131","73","55.73","104","79.39"
"27843  :  โรงพยาบาลศรีณรงค์","129","10","7.75","14","10.85","131","41","31.30","30","22.90"
"27844  :  โรงพยาบาลโนนนารายณ์","80","69","86.25","69","86.25","81","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","1,575","220","13.97","242","15.37","1,618","271","16.75","245","15.14"
"10927  :  โรงพยาบาลยางชุมน้อย","1,050","161","15.33","138","13.14","1,022","263","25.73","276","27.01"
"10928  :  โรงพยาบาลกันทรารมย์","1,043","5","0.48","7","0.67","1,046","2","0.19","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","3,893","124","3.19","386","9.92","3,839","646","16.83","338","8.80"
"10930  :  โรงพยาบาลขุขันธ์","2,140","355","16.59","297","13.88","2,140","324","15.14","312","14.58"
"10931  :  โรงพยาบาลไพรบึง","1,026","75","7.31","80","7.80","1,014","327","32.25","329","32.45"
"10932  :  โรงพยาบาลปรางค์กู่","339","6","1.77","160","47.20","406","5","1.23","1","0.25"
"10933  :  โรงพยาบาลขุนหาญ","995","401","40.30","358","35.98","991","79","7.97","120","12.11"
"10934  :  โรงพยาบาลราษีไศล","1,118","103","9.21","261","23.35","1,160","114","9.83","140","12.07"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","2,811","563","20.03","551","19.60","2,807","814","29.00","792","28.22"
"10936  :  โรงพยาบาลบึงบูรพ์","292","1","0.34","2","0.68","262","21","8.02","21","8.02"
"10937  :  โรงพยาบาลห้วยทับทัน","456","97","21.27","137","30.04","478","270","56.49","197","41.21"
"10938  :  โรงพยาบาลโนนคูณ","168","1","0.60","2","1.19","168","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","388","43","11.08","169","43.56","389","232","59.64","130","33.42"
"10940  :  โรงพยาบาลวังหิน","252","5","1.98","3","1.19","305","12","3.93","16","5.25"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","588","35","5.95","74","12.59","610","64","10.49","1","0.16"
"10942  :  โรงพยาบาลภูสิงห์","639","20","3.13","168","26.29","648","0","0.00","1","0.15"
"10943  :  โรงพยาบาลเมืองจันทร์","78","0","0.00","0","0.00","79","68","86.08","68","86.08"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","550","17","3.09","55","10.00","583","37","6.35","215","36.88"
"28014  :  โรงพยาบาลพยุห์","104","0","0.00","0","0.00","113","1","0.88","1","0.88"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","64","0","0.00","1","1.56","62","7","11.29","6","9.68"
"28016  :  โรงพยาบาลศิลาลาด","244","0","0.00","0","0.00","246","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","20","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","513","19","3.70","12","2.34","529","109","20.60","99","18.71"
"10946  :  โรงพยาบาลเขื่องใน","1,420","187","13.17","3","0.21","1,421","205","14.43","205","14.43"
"10947  :  โรงพยาบาลเขมราฐ","1,532","22","1.44","10","0.65","1,542","317","20.56","327","21.21"
"10948  :  โรงพยาบาลนาจะหลวย","1,437","445","30.97","20","1.39","1,458","414","28.40","809","55.49"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","1,945","295","15.17","270","13.88","1,998","880","44.04","658","32.93"
"10951  :  โรงพยาบาลตระการพืชผล","1,355","509","37.56","496","36.61","1,517","316","20.83","218","14.37"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","582","49","8.42","21","3.61","560","164","29.29","152","27.14"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,968","794","40.35","879","44.66","1,880","981","52.18","209","11.12"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","366","26","7.10","4","1.09","405","70","17.28","68","16.79"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,056","25","2.37","16","1.52","844","77","9.12","71","8.41"
"10959  :  โรงพยาบาลสำโรง","676","44","6.51","32","4.73","689","222","32.22","190","27.58"
"10960  :  โรงพยาบาลดอนมดแดง","256","49","19.14","46","17.97","252","75","29.76","37","14.68"
"10961  :  โรงพยาบาลสิรินธร","873","22","2.52","10","1.15","785","258","32.87","265","33.76"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","562","21","3.74","10","1.78","434","261","60.14","258","59.45"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","691","3","0.43","3","0.43","704","3","0.43","2","0.28"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4,114","46","1.12","27","0.66","4,229","261","6.17","256","6.05"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","131","27","20.61","25","19.08","141","58","41.13","45","31.91"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","325","49","15.08","38","11.69","290","69","23.79","35","12.07"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,511","16","1.06","13","0.86","1,575","97","6.16","86","5.46"
"10966  :  โรงพยาบาลป่าติ้ว","445","159","35.73","161","36.18","456","8","1.75","1","0.22"
"10967  :  โรงพยาบาลมหาชนะชัย","793","4","0.50","5","0.63","809","120","14.83","121","14.96"
"10968  :  โรงพยาบาลค้อวัง","465","15","3.23","5","1.08","482","103","21.37","103","21.37"
"10969  :  โรงพยาบาลไทยเจริญ","367","34","9.26","31","8.45","384","94","24.48","75","19.53"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","517","61","11.80","7","1.35","986","41","4.16","94","9.53"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","412","12","2.91","12","2.91","418","62","14.83","60","14.35"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","749","42","5.61","2","0.27","754","26","3.45","71","9.42"
"10971  :  โรงพยาบาลคอนสวรรค์","948","6","0.63","2","0.21","953","207","21.72","207","21.72"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","908","185","20.37","169","18.61","929","93","10.01","95","10.23"
"10973  :  โรงพยาบาลหนองบัวแดง","1,795","77","4.29","4","0.22","1,807","985","54.51","986","54.57"
"10974  :  โรงพยาบาลจัตุรัส","1,516","420","27.70","373","24.60","1,523","451","29.61","191","12.54"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","744","196","26.34","200","26.88","755","205","27.15","10","1.32"
"10976  :  โรงพยาบาลหนองบัวระเหว","343","33","9.62","2","0.58","343","32","9.33","32","9.33"
"10977  :  โรงพยาบาลเทพสถิต","1,396","120","8.60","128","9.17","1,399","198","14.15","203","14.51"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,999","1,334","66.73","1,339","66.98","2,003","132","6.59","10","0.50"
"10979  :  โรงพยาบาลบ้านแท่น","954","2","0.21","2","0.21","961","275","28.62","283","29.45"
"10980  :  โรงพยาบาลแก้งคร้อ","2,734","316","11.56","318","11.63","2,757","311","11.28","222","8.05"
"10981  :  โรงพยาบาลคอนสาร","217","0","0.00","6","2.76","218","2","0.92","1","0.46"
"10982  :  โรงพยาบาลภักดีชุมพล","371","101","27.22","101","27.22","377","13","3.45","4","1.06"
"10983  :  โรงพยาบาลเนินสง่า","237","3","1.27","0","0.00","240","86","35.83","88","36.67"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","439","28","6.38","25","5.69","444","376","84.68","354","79.73"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,293","13","1.01","16","1.24","1,320","201","15.23","515","39.02"
"10987  :  โรงพยาบาลพนา","561","18","3.21","4","0.71","564","207","36.70","232","41.13"
"10988  :  โรงพยาบาลเสนางคนิคม","517","199","38.49","189","36.56","520","329","63.27","285","54.81"
"10989  :  โรงพยาบาลหัวตะพาน","512","22","4.30","1","0.20","524","31","5.92","32","6.11"
"10990  :  โรงพยาบาลลืออำนาจ","628","41","6.53","1","0.16","635","236","37.17","242","38.11"
"11040  :  โรงพยาบาลบึงกาฬ","860","5","0.58","6","0.70","877","46","5.25","44","5.02"
"11041  :  โรงพยาบาลพรเจริญ","1,880","98","5.21","128","6.81","1,912","43","2.25","46","2.41"
"11043  :  โรงพยาบาลโซ่พิสัย","487","19","3.90","13","2.67","494","157","31.78","154","31.17"
"11046  :  โรงพยาบาลเซกา","446","0","0.00","0","0.00","465","2","0.43","2","0.43"
"11047  :  โรงพยาบาลปากคาด","1,088","28","2.57","11","1.01","1,207","545","45.15","543","44.99"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,476","2","0.14","17","1.15","1,483","248","16.72","299","20.16"
"11050  :  โรงพยาบาลบุ่งคล้า","165","1","0.61","21","12.73","163","87","53.37","81","49.69"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","954","141","14.78","138","14.47","906","73","8.06","66","7.28"
"11000  :  โรงพยาบาลน้ำพอง","406","79","19.46","22","5.42","632","82","12.97","73","11.55"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","425","11","2.59","4","0.94","439","52","11.85","49","11.16"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","582","9","1.55","8","1.37","580","15","2.59","7","1.21"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","957","112","11.70","31","3.24","1,412","183","12.96","280","19.83"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","3,141","1,251","39.83","1,216","38.71","3,159","620","19.63","126","3.99"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
