"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"10847  :  โรงพยาบาลบ่อไร่","135","1","0.74","1","100.00","0","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","39","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","45","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","22","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","118","2","1.69","1","50.00","0","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","388","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","36","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","447","1","0.22","1","100.00","0","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","98","1","1.02","0","0.00","0","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","148","3","2.03","3","100.00","0","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","53","0","0.00","0","0.00","0","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","203","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10858  :  โรงพยาบาลนาดี","147","1","0.68","1","100.00","0","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","73","7","9.59","7","100.00","0","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","230","6","2.61","6","100.00","0","0","0.00","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","478","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","384","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","83","1","1.20","1","100.00","0","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","483","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10863  :  โรงพยาบาลปากพลี","21","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","337","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","307","1","0.33","1","100.00","0","0","0.00","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","21","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","561","7","1.25","5","71.43","0","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","152","1","0.66","0","0.00","0","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","119","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","455","1","0.22","1","100.00","0","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","201","4","1.99","4","100.00","0","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","772","5","0.65","5","100.00","0","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","110","4","3.64","3","75.00","0","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","197","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","331","4","1.21","4","100.00","0","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","202","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","44","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","372","1","0.27","1","100.00","0","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","164","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","287","2","0.70","2","100.00","0","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","170","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","86","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","277","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","62","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","284","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","156","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","265","4","1.51","2","50.00","0","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","469","3","0.64","1","33.33","0","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","116","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","504","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","527","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","18","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","57","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","137","1","0.73","1","100.00","0","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","56","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","16","12","75.00","11","91.67","0","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","62","7","11.29","6","85.71","0","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","98","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","98","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","46","1","2.17","0","0.00","0","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","25","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","33","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","59","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","180","9","5.00","5","55.56","0","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","163","2","1.23","2","100.00","0","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","841","16","1.90","14","87.50","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","592","51","8.61","42","82.35","0","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","574","20","3.48","20","100.00","0","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","576","1","0.17","0","0.00","0","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","643","56","8.71","56","100.00","0","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","326","6","1.84","6","100.00","0","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","520","46","8.85","46","100.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","667","11","1.65","11","100.00","0","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","63","2","3.17","2","100.00","0","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","245","11","4.49","8","72.73","0","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","243","10","4.12","10","100.00","0","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","85","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","142","4","2.82","4","100.00","0","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","151","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","248","47","18.95","44","93.62","0","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","116","1","0.86","1","100.00","0","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","291","1","0.34","1","100.00","0","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","163","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","129","4","3.10","4","100.00","0","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","106","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","250","1","0.40","1","100.00","0","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","220","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","366","4","1.09","3","75.00","0","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","135","2","1.48","1","50.00","0","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","184","5","2.72","5","100.00","0","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","81","1","1.23","1","100.00","0","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","363","1","0.28","0","0.00","0","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","178","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","113","9","7.96","9","100.00","0","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","104","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","136","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","28","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","23","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","27","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","21","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","229","2","0.87","1","50.00","0","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","179","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","172","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","643","2","0.31","2","100.00","0","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","340","2","0.59","1","50.00","0","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","162","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","56","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","174","10","5.75","6","60.00","0","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","166","4","2.41","4","100.00","0","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","473","26","5.50","22","84.62","0","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","52","1","1.92","1","100.00","0","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","94","36","38.30","29","80.56","0","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","28","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","67","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","55","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","106","1","0.94","1","100.00","0","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","123","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","14","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","109","1","0.92","1","100.00","0","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","12","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","9","100.00","3","33.33","0","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","47","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","102","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","259","5","1.93","5","100.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","273","4","1.47","4","100.00","0","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","252","1","0.40","1","100.00","0","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","341","6","1.76","6","100.00","0","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","281","75","26.69","38","50.67","0","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","97","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","307","80","26.06","41","51.25","0","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","39","1","2.56","1","100.00","0","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","172","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","116","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","44","1","2.27","0","0.00","0","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","130","1","0.77","1","100.00","0","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","79","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","113","2","1.77","2","100.00","0","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","805","17","2.11","17","100.00","0","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","24","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","45","3","6.67","3","100.00","0","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","268","19","7.09","15","78.95","0","0","0.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","96","1","1.04","1","100.00","0","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","156","5","3.21","5","100.00","0","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","72","59","81.94","45","76.27","0","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","69","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","161","2","1.24","1","50.00","0","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","78","4","5.13","3","75.00","0","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","141","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","165","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","164","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","318","16","5.03","13","81.25","0","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","265","5","1.89","4","80.00","0","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","114","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","53","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","248","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","320","130","40.63","124","95.38","0","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","148","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","475","16","3.37","12","75.00","0","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","31","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","72","4","5.56","4","100.00","0","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","57","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","80","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","233","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10987  :  โรงพยาบาลพนา","84","1","1.19","1","100.00","0","0","0.00","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","87","10","11.49","10","100.00","0","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","72","5","6.94","2","40.00","0","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","115","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","137","5","3.65","5","100.00","0","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","293","2","0.68","2","100.00","0","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","74","2","2.70","2","100.00","0","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","98","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","213","3","1.41","3","100.00","0","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","312","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","24","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","156","3","1.92","3","100.00","0","0","0.00","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","116","2","1.72","2","100.00","0","0","0.00","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","87","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","84","1","1.19","1","100.00","0","0","0.00","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","231","4","1.73","4","100.00","0","0","0.00","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","548","5","0.91","4","80.00","0","0","0.00","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","143","2","1.40","2","100.00","0","0","0.00","0","0.00"
