"โรงพยาบาล","กลุ่มอายุ (ปี)"
"น้อยกว่า 1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","มากกว่า 100","รวม"
"ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","รวม"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1","0","0","0","0","0","0","0","6","25","4","5","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","33","47"
"28005  :  โรงพยาบาลเมืองพัทยา","92","105","390","399","427","400","332","299","355","425","374","673","397","718","411","736","375","838","366","696","305","690","280","517","220","402","160","299","131","203","77","100","40","49","15","40","5","14","3","3","0","0","0","0","4,755","7,606","12,361"
"28006  :  โรงพยาบาลเกาะจันทร์","2","0","0","1","1","1","0","0","1","1","0","1","1","2","1","0","1","0","0","0","1","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","10","19"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","0","3","1","1","2","1","1","0","2","2","10","14","8","5","8","5","7","1","3","2","1","1","0","2","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","44","40","84"
"10828  :  โรงพยาบาลบ้านฉาง","0","0","2","2","4","2","2","2","3","4","13","13","13","17","10","19","10","10","5","2","1","5","2","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","68","78","146"
"10829  :  โรงพยาบาลแกลง","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","2","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","10"
"10830  :  โรงพยาบาลวังจันทร์","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"10831  :  โรงพยาบาลบ้านค่าย","0","0","0","2","1","0","1","2","1","3","10","19","12","30","13","17","4","4","5","1","3","3","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","84","135"
"10832  :  โรงพยาบาลปลวกแดง","1","1","3","4","11","11","3","7","18","20","477","267","616","306","498","237","236","143","120","96","76","54","25","27","9","6","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2,096","1,179","3,275"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","1","1","1","0","1","2","0","0","2","3","0","5","1","2","0","4","0","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","12","30"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","5","2","1","0","1","1","1","2","6","3","2","5","5","3","0","0","1","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","19","43"
"10836  :  โรงพยาบาลเขาสุกิม","0","1","2","3","5","3","1","3","2","0","5","6","4","1","2","2","0","4","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","24","48"
"10837  :  โรงพยาบาลสองพี่น้อง","2","2","9","5","5","5","1","0","54","28","49","44","60","36","49","33","45","18","15","14","7","10","2","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299","199","498"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","77","55","315","285","380","362","301","305","461","427","193","253","172","242","262","373","391","421","446","430","401","438","385","421","341","359","255","270","197","196","133","130","117","119","73","79","37","47","9","13","4","6","3","2","4,953","5,233","10,186"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","1","0","1","0","0","0","0","0","3","3","3","2","0","1","2","1","1","1","1","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","24"
"10842  :  โรงพยาบาลแก่งหางแมว","4","4","14","3","5","4","3","2","11","10","17","14","22","11","15","16","14","9","3","4","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","80","193"
"10843  :  โรงพยาบาลนายายอาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10696  :  โรงพยาบาลตราด","0","1","3","3","2","1","3","3","17","18","69","31","41","30","46","28","34","19","16","6","13","12","9","7","6","5","4","1","1","2","1","2","1","1","0","2","1","1","1","0","0","0","0","0","268","173","441"
"10845  :  โรงพยาบาลคลองใหญ่","3","4","17","10","21","23","24","35","40","35","49","39","49","51","50","50","44","50","54","71","32","56","59","43","32","35","19","14","8","11","3","4","5","6","1","2","3","1","0","0","0","0","0","0","513","540","1,053"
"10846  :  โรงพยาบาลเขาสมิง","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"10847  :  โรงพยาบาลบ่อไร่","1","1","2","7","4","4","6","9","6","9","8","4","9","7","6","9","2","4","4","5","4","8","7","9","10","8","8","5","5","2","3","2","0","3","0","1","0","0","0","0","0","0","0","0","85","97","182"
"10848  :  โรงพยาบาลแหลมงอบ","2","3","3","2","3","3","1","2","65","53","86","56","54","43","30","31","28","23","22","24","28","14","5","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","329","255","584"
"10849  :  โรงพยาบาลเกาะกูด","0","1","3","7","5","3","4","7","1","2","4","7","10","4","7","7","6","8","7","4","5","1","5","4","2","0","6","0","1","1","2","1","1","0","0","0","0","1","0","0","0","0","0","0","69","58","127"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","7"
"10850  :  โรงพยาบาลบางคล้า","2","3","10","14","30","27","15","10","50","63","197","163","252","200","247","177","179","109","110","62","79","37","25","18","18","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1,218","889","2,107"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","0","2","4","2","1","1","1","1","0","1","4","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","12","22"
"10854  :  โรงพยาบาลพนมสารคาม","2","1","4","1","3","3","0","0","4","6","26","32","11","18","12","21","9","3","4","1","2","5","0","0","0","1","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","82","92","174"
"10855  :  โรงพยาบาลสนามชัยเขต","0","1","0","0","3","1","1","1","3","2","2","1","1","1","0","3","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","24"
"10856  :  โรงพยาบาลแปลงยาว","2","4","6","8","8","2","2","5","11","7","78","54","73","41","63","38","40","19","20","11","14","5","7","3","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","327","198","525"
"13747  :  โรงพยาบาลราชสาส์น","0","0","2","0","1","0","0","0","0","0","1","1","0","0","0","1","1","1","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","12"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","3","0","0","0","1","0","6","5","8","15","17","5","8","8","6","1","3","1","2","2","3","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","57","43","100"
"10857  :  โรงพยาบาลกบินทร์บุรี","3","0","11","6","134","110","181","150","323","245","331","316","268","294","324","260","268","287","287","264","260","247","206","209","136","161","89","91","75","70","45","52","41","43","25","37","25","22","8","8","3","7","1","4","3,044","2,883","5,927"
"10858  :  โรงพยาบาลนาดี","0","0","0","0","1","0","0","0","0","0","3","2","0","1","1","1","0","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","14"
"10859  :  โรงพยาบาลบ้านสร้าง","0","3","18","17","18","9","2","7","11","7","56","30","69","39","42","25","29","25","21","6","9","2","9","1","3","2","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","291","174","465"
"10860  :  โรงพยาบาลประจันตคาม","0","3","1","0","1","0","1","2","3","3","11","11","10","11","7","7","6","5","5","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","47","94"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","6"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0","1","2","1","1","1","3","0","0","0","4","4","3","4","2","1","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","16","16","32"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","0","0","1","2","2","0","0","0","0","0","0","5","0","2","0","3","0","1","1","0","0","0","0","0","1","1","2","0","0","0","1","1","1","0","0","1","0","0","0","1","3","0","3","1","15","18","33"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6"
"10864  :  โรงพยาบาลบ้านนา","0","1","1","1","3","3","2","3","9","4","19","13","12","16","12","8","3","7","10","6","2","1","4","0","3","1","1","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","84","65","149"
"10865  :  โรงพยาบาลองครักษ์","0","2","5","2","2","0","0","0","0","1","1","1","3","2","1","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","10","25"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","5"
"10867  :  โรงพยาบาลตาพระยา","1","0","5","0","7","2","3","0","2","1","4","3","1","1","2","4","2","3","1","3","1","0","1","1","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","21","53"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","1","4","1","2","1","1","1","2","2","3","0","4","1","4","1","4","1","2","1","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","28","41"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","1","1","0","1","0","1","1","0","0","0","0","0","1","0","2","2","0","3","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","16"
"10870  :  โรงพยาบาลอรัญประเทศ","1","1","4","1","20","14","9","8","5","3","10","13","13","17","14","22","5","25","7","19","5","12","4","8","1","3","2","4","4","2","0","3","1","3","0","1","0","0","1","1","0","2","0","0","106","162","268"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","1","5","1","10","4","1","2","5","8","12","7","5","11","8","9","3","7","1","2","2","4","3","2","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","60","58","118"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","0","1","0","2","2","2","2","0","1","0","3","1","3","2","2","4","3","2","4","2","2","1","4","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","28","19","47"
"10872  :  โรงพยาบาลเสิงสาง","0","1","0","2","3","4","2","1","9","6","27","12","25","23","14","10","9","6","12","3","8","2","7","1","6","3","3","0","4","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","132","76","208"
"10873  :  โรงพยาบาลคง","0","0","1","1","9","6","5","5","1","0","1","0","0","2","0","0","1","0","1","1","0","1","0","0","1","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","23","17","40"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6"
"10875  :  โรงพยาบาลจักราช","0","0","3","0","0","1","1","2","0","1","2","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","16"
"10876  :  โรงพยาบาลโชคชัย","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","1","6","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","11","18"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","4","11"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0","0","0","0","1","1","1","4","4","6","0","5","2","1","0","3","0","1","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","26","8","34"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","10"
"10880  :  โรงพยาบาลขามสะแกแสง","2","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","8"
"10881  :  โรงพยาบาลบัวใหญ่","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10882  :  โรงพยาบาลประทาย","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"10883  :  โรงพยาบาลปักธงชัย","0","0","2","0","1","0","0","0","3","1","10","9","10","7","11","5","2","3","3","3","1","0","0","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","45","31","76"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","9"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","9"
"10886  :  โรงพยาบาลชุมพวง","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","2","6"
"10887  :  โรงพยาบาลสูงเนิน","0","0","1","0","3","6","2","3","0","0","1","0","0","0","0","3","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","13","22"
"10888  :  โรงพยาบาลขามทะเลสอ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","1","3","1","0","1","1","9","8","22","30","15","17","12","13","11","9","8","3","2","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","1","1","89","85","174"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","2","0","11","5","16"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","1","1","0","1","0","0","0","1","3","2","0","2","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","10","17"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","2","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","6","11"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","2","0","0","0","0","0","1","3","2","1","1","3","1","2","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","11","21"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","1","1","0","3","1","1","2","33","5","9","4","4","3","2","3","4","3","2","1","3","3","3","2","4","2","4","1","2","0","3","1","3","2","0","1","0","0","0","0","0","0","81","35","116"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","1","0","1","0","1","0","1","0","0","1","3","0","1","1","1","0","1","1","0","0","0","1","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","14","18"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","1","2","1","3","0","0","4","1","15","2","19","6","28","8","9","2","8","3","9","2","2","0","0","0","2","1","3","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","103","32","135"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1","0","2","2","5","4","3","3","11","4","8","7","16","11","10","15","12","10","8","3","8","6","11","3","8","7","5","4","7","1","2","1","1","1","0","0","1","0","0","0","0","0","0","0","119","82","201"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","3"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","8"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","2","0","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","3","12"
"27839  :  โรงพยาบาลบัวลาย","0","0","1","0","5","10","30","22","36","28","25","23","21","14","26","17","1","2","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","149","121","270"
"27840  :  โรงพยาบาลสีดา","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10896  :  โรงพยาบาลกระสัง","1","0","2","1","0","0","0","0","1","1","1","1","3","6","1","1","1","0","2","2","3","0","1","0","0","0","2","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","20","14","34"
"10897  :  โรงพยาบาลนางรอง","0","1","0","0","1","0","1","0","0","2","1","3","0","3","1","3","5","2","3","1","0","1","3","1","1","3","1","0","1","0","1","2","1","2","0","1","0","0","0","0","0","0","0","0","20","25","45"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","1","0","4","1","1","1","0","2","5","0","3","2","2","0","1","2","4","1","0","0","1","0","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","24","37"
"10900  :  โรงพยาบาลประโคนชัย","0","1","0","1","3","0","1","0","2","2","12","5","7","8","11","7","3","2","4","4","3","0","1","2","6","1","3","0","1","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","63","33","96"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","2","1","3","1","0","5","0","8","3","7","7","11","3","0","1","2","3","3","6","0","5","1","7","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","43","39","82"
