"โรงพยาบาล","กลุ่มอายุ (ปี)"
"น้อยกว่า 1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","มากกว่า 100","รวม"
"ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","ช","ญ","รวม"
"10870  :  โรงพยาบาลอรัญประเทศ","1","0","2","4","19","11","4","5","4","6","7","10","12","14","8","15","4","10","3","4","2","6","1","5","0","2","4","1","2","1","0","0","1","1","0","1","1","0","0","2","0","1","0","0","75","99","174"
"13817  :  โรงพยาบาลเขาฉกรรจ์","1","1","2","0","6","3","1","4","8","6","11","1","4","6","5","4","3","4","0","1","1","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","34","79"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","6","6","31","29","2","0","1","0","0","0","2","2","2","2","0","0","3","1","4","0","2","1","2","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","58","42","100"
"10872  :  โรงพยาบาลเสิงสาง","0","2","1","1","3","4","1","1","4","4","13","11","14","17","9","7","3","7","8","1","7","0","6","0","6","2","3","0","5","0","1","0","2","1","0","1","0","0","1","0","0","0","0","0","87","59","146"
"10873  :  โรงพยาบาลคง","0","1","4","2","10","11","11","7","5","3","0","0","1","4","1","2","0","1","0","2","1","1","3","1","2","0","3","0","4","0","0","1","0","0","1","1","0","0","0","2","1","1","0","0","47","40","87"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5"
"10875  :  โรงพยาบาลจักราช","1","0","1","0","0","0","1","2","0","1","3","2","1","2","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","17"
"10876  :  โรงพยาบาลโชคชัย","1","0","3","1","2","2","1","5","7","3","12","9","15","9","5","7","3","3","1","4","2","2","1","0","1","2","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","2","0","60","49","109"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","5"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0","1","0","0","0","1","2","3","0","4","0","3","2","1","0","3","0","1","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","22","4","26"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10880  :  โรงพยาบาลขามสะแกแสง","2","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","3","11"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","1","0","0","0","0","0","2","0","4","1","1","1","1","1","5","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","4","21"
"10882  :  โรงพยาบาลประทาย","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6"
"10883  :  โรงพยาบาลปักธงชัย","0","0","1","0","0","0","0","0","1","0","5","8","8","3","7","1","0","3","2","2","1","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","27","19","46"
"10884  :  โรงพยาบาลพิมาย","1","0","0","1","1","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","13"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6"
"10886  :  โรงพยาบาลชุมพวง","1","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","1","0","0","2","3","0","2","1","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","14","5","19"
"10887  :  โรงพยาบาลสูงเนิน","0","0","3","1","2","5","1","2","0","0","2","2","5","3","2","4","0","2","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","19","22","41"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","1","0","0","0","1","1","1","5","10","22","9","10","7","7","7","8","6","2","2","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","50","56","106"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","1","0","0","0","1","0","1","1","1","1","3","1","1","1","0","1","1","1","2","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","2","0","0","0","2","0","13","13","26"
"10891  :  โรงพยาบาลหนองบุญมาก","1","1","0","0","0","1","0","0","0","0","2","2","1","2","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","14"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","6","10"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","2","1","0","0","0","0","1","1","0","1","1","3","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","14"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","1","0","0","1","0","3","0","0","1","16","1","7","4","1","3","2","0","3","0","2","0","3","0","0","0","4","1","3","0","1","0","2","0","2","0","0","1","0","0","0","0","0","0","50","12","62"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","8"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","2","2","55","58","114","85","13","3","16","10","13","12","33","12","10","6","7","3","8","2","4","3","3","4","3","3","4","1","1","1","0","1","2","1","0","0","0","0","0","0","2","2","290","209","499"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1","0","13","4","8","6","10","7","10","6","10","11","15","15","14","16","11","10","14","7","8","12","13","10","8","10","8","7","8","1","4","3","3","1","0","2","2","0","0","0","0","0","0","0","160","128","288"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","4"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","10","6","3","1","2","4","10","18","90","57","64","52","51","49","45","32","23","13","15","4","5","4","4","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","325","241","566"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","10","1","11"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","1","30","29","77","60","78","68","36","42","32","33","34","28","2","2","3","2","5","1","3","3","1","4","2","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","303","276","579"
"27840  :  โรงพยาบาลสีดา","0","1","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","6"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10896  :  โรงพยาบาลกระสัง","1","1","1","0","0","0","0","0","1","1","1","3","4","4","0","1","1","1","2","1","3","0","1","0","2","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","19","14","33"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","2","0","0","0","0","4","1","3","0","1","2","3","4","2","3","1","0","1","4","1","0","3","1","0","2","1","0","2","1","1","0","1","0","0","0","0","0","0","0","0","20","24","44"
"10898  :  โรงพยาบาลหนองกี่","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","2","1","3","0","1","1","0","2","6","2","2","0","3","0","2","2","3","1","0","0","1","0","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","25","38"
"10900  :  โรงพยาบาลประโคนชัย","0","1","0","0","3","0","1","0","5","2","10","8","9","8","9","5","4","2","4","3","1","0","2","2","5","1","3","0","2","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","63","32","95"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","1","3","1","2","0","0","7","0","8","4","8","7","8","2","1","1","2","5","2","5","1","5","0","6","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","43","39","82"
"10902  :  โรงพยาบาลพุทไธสง","0","0","2","0","1","0","0","2","0","1","0","2","2","4","3","2","0","0","0","1","0","2","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11","15","26"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","0","0","1","0","0","0","3","0","0","0","0","3","1","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","9","15"
"10906  :  โรงพยาบาลปะคำ","0","1","2","0","3","0","5","1","7","5","5","4","11","6","11","9","6","5","11","12","6","6","11","5","6","5","3","2","3","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","93","63","156"
"10907  :  โรงพยาบาลนาโพธิ์","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","1","0","0","0","0","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","5","9"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"10912  :  โรงพยาบาลชำนิ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","5"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","1","2","0","1","0","0","0","0","0","3","2","2","0","0","0","2","0","0","1","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","12","18"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","0","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","12","3","15"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","0","1","4","1","0","2","1","1","2","3","0","3","1","3","3","1","4","0","0","0","2","0","1","1","1","1","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","23","18","41"
"10916  :  โรงพยาบาลท่าตูม","1","1","1","2","1","2","0","1","2","4","3","11","6","15","4","8","5","6","3","4","4","1","6","0","3","0","5","3","4","0","3","1","2","0","0","0","0","1","0","0","0","0","0","0","53","60","113"
"10917  :  โรงพยาบาลจอมพระ","0","0","1","0","0","0","0","1","1","2","1","3","2","2","2","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","20"
"10918  :  โรงพยาบาลปราสาท","1","0","1","1","2","2","3","1","0","2","1","0","7","2","10","3","3","3","5","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","39","15","54"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","2","0","0","1","2","1","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","10"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","6"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","2","1","0","2","4","3","7","16","3","16","3","10","0","5","2","3","1","2","0","2","2","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","28","63","91"
"10923  :  โรงพยาบาลสังขะ","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","11"
"10924  :  โรงพยาบาลลำดวน","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","12"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","1","0","0","1","0","1","2","1","3","3","4","3","1","0","0","0","1","2","1","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","15","29"
"10926  :  โรงพยาบาลบัวเชด","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0","0","0","1","1","0","2","10","9","8","10","2","2","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","23","28","51"
"10927  :  โรงพยาบาลยางชุมน้อย","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3"
"10928  :  โรงพยาบาลกันทรารมย์","1","1","0","0","0","0","0","0","0","3","0","1","1","4","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","12","17"
"10929  :  โรงพยาบาลกันทรลักษ์","0","0","0","0","0","1","0","0","0","1","3","7","2","2","2","1","1","1","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","14","26"
"10930  :  โรงพยาบาลขุขันธ์","0","1","1","1","6","3","0","2","2","0","0","7","3","10","2","7","4","4","3","2","10","0","5","1","2","0","2","1","3","0","4","1","0","1","1","0","0","0","0","0","0","0","0","0","48","41","89"
"10931  :  โรงพยาบาลไพรบึง","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6"
"10933  :  โรงพยาบาลขุนหาญ","0","0","0","0","1","0","0","0","1","1","0","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","9","6","15"
"10934  :  โรงพยาบาลราษีไศล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","5","11"
"10936  :  โรงพยาบาลบึงบูรพ์","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"10940  :  โรงพยาบาลวังหิน","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5"
"28014  :  โรงพยาบาลพยุห์","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","6"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"10945  :  โรงพยาบาลโขงเจียม","3","2","0","1","4","6","4","2","2","1","1","6","0","11","0","7","0","9","0","2","1","4","0","2","0","2","0","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","17","58","75"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1","0","3","1","3","0","8","5","5","5","0","8","0","8","1","7","1","12","1","6","0","4","0","4","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","23","66","89"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","2","3","2","2","4","1","3","3","27","2","17","3","10","2","4","3","3","2","1","4","5","6","0","4","0","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","38","80","118"
