"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","583","159","10","221","0","2","1","0","0","179","0","8","3","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","842","267","8","123","92","0","2","0","1","297","0","45","7","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","142","5","3","37","2","4","3","0","5","78","1","2","0","0","0","0","0"
"10663  :  โรงพยาบาลระยอง","472","338","36","34","2","13","3","0","20","4","0","2","3","0","1","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","785","140","9","242","7","16","6","0","3","340","0","18","3","0","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10829  :  โรงพยาบาลแกลง","532","84","8","238","2","20","5","0","0","120","0","34","4","0","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","232","80","4","59","2","6","3","0","0","53","0","6","2","0","0","0","10"
"10831  :  โรงพยาบาลบ้านค่าย","223","34","7","81","1","5","5","0","3","70","0","8","2","0","0","7","0"
"10832  :  โรงพยาบาลปลวกแดง","336","67","12","102","4","0","6","0","0","137","0","7","0","0","0","0","1"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","52","3","5","18","0","3","3","0","0","13","0","3","0","0","0","0","1"
"23962  :  โรงพยาบาลนิคมพัฒนา","118","4","2","36","0","8","2","0","4","60","0","2","0","0","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","15","14","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","188","24","7","59","4","6","3","0","11","69","0","3","0","0","1","0","0"
"10835  :  โรงพยาบาลท่าใหม่","34","5","6","2","0","1","6","0","4","10","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","117","11","5","38","1","3","6","0","2","48","0","2","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","115","6","5","56","1","3","3","0","3","38","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","221","24","8","58","1","5","6","0","0","112","0","1","3","0","0","3","0"
"10840  :  โรงพยาบาลแหลมสิงห์","145","15","9","47","4","8","4","0","1","55","0","2","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","319","122","18","82","1","6","6","0","9","70","1","3","1","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","109","10","9","38","0","5","3","0","2","38","0","1","3","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","132","43","9","38","1","5","7","0","0","17","0","9","2","0","0","0","1"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","37","3","7","20","0","1","2","0","0","3","0","0","1","0","0","0","0"
"10696  :  โรงพยาบาลตราด","571","145","24","66","0","15","2","170","5","141","0","1","0","0","0","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","109","33","6","46","7","3","3","0","0","5","1","3","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","221","76","12","62","1","7","4","0","12","43","0","3","0","0","0","0","0"
"10847  :  โรงพยาบาลบ่อไร่","158","46","9","55","2","4","3","0","0","35","2","0","0","0","0","0","2"
"10848  :  โรงพยาบาลแหลมงอบ","151","44","7","43","3","3","4","0","16","15","0","5","4","0","1","0","0"
"10849  :  โรงพยาบาลเกาะกูด","35","2","2","13","0","3","2","0","0","8","0","2","2","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","142","41","9","38","1","3","5","0","4","36","1","4","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","1,388","116","15","950","1","12","3","0","1","264","0","21","2","0","0","0","3"
"10833  :  โรงพยาบาลท่าตะเกียบ","146","20","6","49","3","5","5","0","0","39","0","9","3","0","0","2","0"
"10850  :  โรงพยาบาลบางคล้า","323","188","10","63","0","2","3","0","7","50","0","0","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","209","19","6","95","2","2","1","0","4","79","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","211","25","8","90","3","8","4","0","2","56","0","10","3","0","0","1","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","207","44","6","53","1","5","5","0","3","80","0","6","1","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","578","65","11","137","3","17","5","0","0","321","0","3","3","0","1","8","1"
"10855  :  โรงพยาบาลสนามชัยเขต","45","10","9","10","3","1","2","0","5","3","0","0","0","0","1","1","0"
"10856  :  โรงพยาบาลแปลงยาว","174","10","5","71","0","4","4","0","0","62","0","4","2","0","0","4","0"
"13747  :  โรงพยาบาลราชสาส์น","110","34","4","27","0","4","4","0","0","24","0","4","2","0","0","2","0"
"31327  :  โรงพยาบาลคลองเขื่อน","77","10","6","22","7","3","3","0","3","23","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,382","139","18","550","7","7","8","0","25","623","0","1","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","310","115","14","147","4","0","17","1","1","11","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","194","45","9","65","4","3","7","0","4","55","0","0","0","0","0","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","136","17","8","38","5","2","5","0","1","55","0","3","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","132","16","5","51","1","3","4","0","1","51","0","0","0","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","208","41","9","62","2","3","5","0","4","82","0","0","0","0","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","114","17","7","35","1","2","3","0","7","42","0","0","0","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","132","41","2","13","0","0","0","0","0","76","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","737","162","14","108","6","0","13","0","4","402","0","20","2","0","0","0","0"
"10863  :  โรงพยาบาลปากพลี","184","20","4","36","1","2","4","0","73","44","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","241","38","10","78","3","1","3","0","18","90","0","0","0","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","202","62","6","57","2","2","2","0","3","56","0","6","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","3,002","1,275","26","902","0","0","0","0","0","799","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,475","212","44","379","5","58","6","0","4","726","1","37","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","13","4","1","0","0","1","0","0","0","6","0","1","0","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","192","60","12","53","4","13","4","0","2","44","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","417","81","18","109","0","21","15","0","23","136","0","4","5","0","0","3","0"
"10869  :  โรงพยาบาลวัฒนานคร","361","67","18","74","1","6","9","0","8","169","0","6","2","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","676","191","14","214","2","20","8","0","5","222","0","0","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","117","27","7","36","0","3","2","0","1","38","0","0","0","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","194","31","0","50","0","0","0","0","0","112","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","635","578","32","0","0","0","0","0","0","19","0","0","5","0","1","0","0"
"10871  :  โรงพยาบาลครบุรี","508","225","16","104","35","7","11","0","13","84","0","4","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","227","18","1","55","2","2","6","0","0","142","0","1","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","181","32","6","55","5","6","5","0","4","68","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","95","11","5","24","7","2","3","0","3","29","0","7","0","0","1","0","0"
"10875  :  โรงพยาบาลจักราช","202","130","6","31","1","6","8","0","2","17","0","1","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","478","98","15","136","1","13","8","0","5","200","0","0","2","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","278","45","10","119","2","5","2","0","0","88","0","0","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","180","12","7","66","2","5","2","0","2","84","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","329","61","18","118","0","5","4","0","8","114","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","93","15","6","39","3","3","2","0","2","17","0","2","0","0","0","0","2"
"10881  :  โรงพยาบาลบัวใหญ่","551","144","16","156","7","12","4","0","8","189","0","14","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","113","2","7","44","5","3","8","0","1","43","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","141","39","6","30","1","6","4","0","0","46","3","3","2","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","242","63","4","86","8","3","0","0","0","72","0","2","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","196","15","11","80","3","0","11","0","3","73","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","155","29","18","65","0","7","2","0","0","28","0","2","4","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","336","46","9","116","4","5","11","0","9","136","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","75","6","2","6","1","0","5","0","5","50","0","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","156","64","13","49","5","1","4","0","1","17","0","2","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","52","0","4","11","0","1","0","0","0","21","0","0","10","0","1","4","0"
"10891  :  โรงพยาบาลหนองบุญมาก","323","56","5","78","2","5","6","0","0","169","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","130","14","7","43","4","3","5","0","4","49","0","1","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","132","11","6","42","2","2","4","0","2","63","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","110","16","5","41","3","0","9","0","1","29","0","1","0","0","0","0","2"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","984","458","12","13","0","0","0","0","7","494","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","151","60","4","33","2","5","4","0","2","31","0","4","2","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","141","4","2","22","10","8","4","0","1","90","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","54","6","0","6","3","22","1","0","2","14","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","6","1","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","401","20","2","112","0","0","2","0","1","264","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","37","5","1","8","0","1","0","0","0","22","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","190","7","4","46","2","3","5","0","1","109","0","1","1","0","0","3","1"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","665","90","11","229","5","19","1","0","1","259","0","13","2","0","0","1","1"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","460","244","3","38","0","0","0","0","0","175","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","20","1","0","9","0","3","0","0","1","6","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","73","15","4","20","1","6","1","0","3","23","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","51","1","0","25","5","1","2","0","1","16","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","77","5","3","21","2","0","0","0","4","42","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","458","360","27","11","0","7","0","0","25","28","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","267","37","16","80","1","6","2","0","8","106","0","8","1","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","254","48","12","71","3","22","4","0","3","77","0","10","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","849","144","32","73","1","5","7","1","1","583","2","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","309","48","12","91","2","8","11","0","11","110","0","1","0","0","0","0","1"
"10899  :  โรงพยาบาลละหานทราย","308","49","17","103","0","6","2","0","0","125","0","0","0","0","0","0","6"
"10900  :  โรงพยาบาลประโคนชัย","559","138","35","192","2","13","3","0","4","132","0","14","4","0","0","3","0"
"10901  :  โรงพยาบาลบ้านกรวด","132","29","6","42","1","4","4","0","3","39","0","1","1","0","0","2","0"
"10902  :  โรงพยาบาลพุทไธสง","278","50","17","87","6","14","2","0","6","94","0","1","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","533","97","25","158","10","11","3","0","14","197","0","18","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","440","79","19","120","1","9","4","0","4","177","0","15","0","0","1","1","0"
"10906  :  โรงพยาบาลปะคำ","204","35","10","52","1","7","6","0","2","91","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","95","8","3","44","0","0","7","0","1","30","0","1","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","282","55","20","73","0","8","15","0","3","93","0","8","3","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","137","10","3","56","0","7","3","0","4","53","0","1","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","42","2","2","26","1","1","2","0","0","5","0","3","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","149","31","5","39","1","3","3","0","2","64","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","157","18","6","22","3","6","4","0","2","94","0","1","1","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","207","20","7","53","1","5","6","0","5","67","0","5","1","0","0","1","0"
"10914  :  โรงพยาบาลโนนดินแดง","34","5","5","8","0","3","8","0","0","4","0","1","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","3","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","172","16","8","38","0","4","2","1","5","96","0","1","1","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","98","6","2","37","0","3","4","0","0","43","0","2","0","0","0","1","0"
"28020  :  โรงพยาบาลบ้านด่าน","209","56","6","49","0","8","8","0","8","61","0","5","2","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","210","9","7","51","2","7","5","0","3","123","0","1","2","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","345","65","17","110","0","7","8","0","3","135","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","154","20","9","52","2","4","6","0","4","57","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","757","152","30","231","7","13","7","0","3","304","0","7","1","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","252","79","11","56","1","3","10","0","12","80","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","355","84","36","110","0","7","9","0","7","98","0","1","1","0","0","1","0"
"10921  :  โรงพยาบาลสนม","152","17","15","45","10","8","1","3","7","46","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","757","89","19","222","6","6","8","213","6","157","0","17","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","196","40","22","75","0","0","7","0","4","48","0","0","0","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","269","34","12","81","0","2","4","0","1","131","0","4","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","83","4","0","26","0","4","4","0","2","43","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","84","15","4","22","1","3","3","0","2","30","0","2","0","0","0","0","1"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","33","10","7","6","3","0","0","1","0","2","1","2","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","194","31","11","56","5","4","9","0","0","59","0","5","2","0","2","2","1"
"27842  :  โรงพยาบาลเขวาสินรินทร์","133","22","4","23","0","4","2","0","0","63","0","5","5","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","81","5","4","19","0","6","3","0","3","41","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","82","17","8","21","0","1","2","0","5","28","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","1,130","491","28","597","0","1","6","0","7","0","0","0","0","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","319","88","4","62","7","0","9","0","0","119","0","13","4","0","0","2","1"
"10928  :  โรงพยาบาลกันทรารมย์","277","74","13","98","1","0","4","0","3","84","0","0","0","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,023","278","32","263","3","0","12","0","7","422","0","0","0","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","389","116","18","143","12","3","3","0","7","86","0","1","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","256","49","12","62","6","0","3","0","0","87","0","10","0","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","275","80","10","71","1","3","5","0","0","95","0","10","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","434","125","24","127","0","6","4","0","1","103","0","15","9","0","0","17","3"
"10934  :  โรงพยาบาลราษีไศล","315","37","15","120","4","0","6","0","3","115","15","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","753","234","23","187","6","5","10","0","4","269","0","15","0","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","114","10","2","32","1","2","2","0","4","56","0","5","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","166","24","8","40","7","4","9","0","0","46","0","9","3","0","0","3","0"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","391","137","3","108","7","0","11","0","2","116","0","7","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","377","151","9","93","3","4","6","0","0","107","0","0","4","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","191","41","3","60","3","5","3","0","0","57","0","6","2","0","0","2","0"
"10942  :  โรงพยาบาลภูสิงห์","101","15","6","32","0","0","2","0","2","43","0","0","1","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","197","43","4","43","0","4","4","0","1","91","0","7","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","316","147","7","60","2","8","4","0","5","74","0","9","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","211","67","5","36","3","7","6","0","0","85","0","0","2","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","109","26","4","30","2","0","1","0","5","41","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","88","13","3","27","1","3","2","0","2","28","6","3","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","288","220","3","0","0","0","0","0","16","26","0","0","7","0","1","14","1"
"10944  :  โรงพยาบาลศรีเมืองใหม่","415","243","32","92","1","15","15","0","6","9","0","0","1","0","0","0","1"
"10945  :  โรงพยาบาลโขงเจียม","151","55","15","46","2","4","5","0","2","13","0","7","1","0","0","0","1"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","322","143","17","133","0","6","4","0","4","5","3","4","1","0","0","2","0"
"10948  :  โรงพยาบาลนาจะหลวย","136","35","3","50","3","1","4","0","0","33","0","2","2","0","0","3","0"
"10949  :  โรงพยาบาลน้ำยืน","170","61","10","71","0","2","4","0","10","12","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","102","38","5","43","4","4","3","0","2","3","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","395","142","17","195","0","14","4","0","5","10","2","0","2","0","0","0","4"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","159","6","9","30","0","4","3","0","0","96","0","5","2","0","0","2","2"
"10953  :  โรงพยาบาลม่วงสามสิบ","24","5","1","7","0","5","1","0","2","3","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","1,161","191","101","307","7","2","18","0","0","475","0","26","3","0","0","7","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","612","163","34","366","5","10","1","0","2","8","0","1","0","0","0","0","22"
"10957  :  โรงพยาบาลตาลสุม","109","27","0","6","3","2","0","0","0","71","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","311","126","4","69","1","7","7","0","1","92","0","1","1","0","0","2","0"
"10959  :  โรงพยาบาลสำโรง","283","166","6","79","0","7","4","0","4","14","1","0","1","0","0","0","1"
"10960  :  โรงพยาบาลดอนมดแดง","265","120","2","49","0","3","4","0","4","73","1","4","0","0","0","0","1"
"10961  :  โรงพยาบาลสิรินธร","142","56","9","48","6","1","2","0","0","5","0","6","2","0","0","4","2"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","141","74","10","33","2","4","7","0","3","4","1","1","2","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","449","47","7","258","13","12","4","0","3","94","0","1","7","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","462","37","4","89","0","1","0","0","1","320","0","10","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","34","0","1","4","6","13","0","0","0","10","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","5","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1,024","219","32","307","4","13","1","0","0","410","0","20","5","0","1","9","3"
"24032  :  โรงพยาบาลนาตาล","167","66","13","39","3","13","17","0","1","10","0","2","0","0","0","1","2"
"24821  :  โรงพยาบาลนาเยีย","90","38","7","26","2","1","1","0","0","3","0","2","4","0","0","6","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","177","106","3","49","6","3","2","0","1","3","1","1","2","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","68","28","3","26","3","0","2","0","3","3","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","227","95","5","62","5","2","5","0","2","43","4","1","2","0","0","1","0"
"10701  :  โรงพยาบาลยโสธร","246","222","15","0","0","0","0","0","7","2","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","132","14","8","42","4","2","3","0","0","56","0","0","3","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","272","58","11","52","4","9","4","0","6","117","0","7","4","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","211","25","6","63","5","6","3","0","0","97","0","0","4","0","0","1","0"
"10966  :  โรงพยาบาลป่าติ้ว","125","15","8","40","2","5","2","0","0","48","1","0","3","0","0","1","0"
"10967  :  โรงพยาบาลมหาชนะชัย","118","39","11","38","1","2","3","0","3","17","0","1","2","0","0","1","0"
"10968  :  โรงพยาบาลค้อวัง","134","42","5","29","2","9","2","0","0","36","0","2","3","0","0","0","2"
"10969  :  โรงพยาบาลไทยเจริญ","107","6","3","30","1","5","2","0","0","49","0","6","3","0","0","2","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","177","48","10","76","2","2","3","0","9","21","2","3","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","9","1","1","1","0","3","0","0","2","1","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","80","5","9","25","0","6","2","0","0","11","0","16","1","0","0","0","1"
"10702  :  โรงพยาบาลชัยภูมิ","550","112","9","145","0","4","0","0","0","231","0","9","4","0","2","3","1"
"10970  :  โรงพยาบาลบ้านเขว้า","202","14","5","65","4","2","4","0","1","34","0","4","3","0","0","2","0"
"10971  :  โรงพยาบาลคอนสวรรค์","178","8","7","49","3","4","5","0","0","82","0","6","3","0","0","3","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","431","49","19","130","0","12","4","0","1","170","0","13","3","0","0","4","0"
"10973  :  โรงพยาบาลหนองบัวแดง","230","54","22","70","2","7","7","0","0","50","0","0","3","0","1","2","0"
"10974  :  โรงพยาบาลจัตุรัส","277","43","14","107","3","7","2","0","1","82","0","4","2","0","0","5","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","248","31","11","94","6","4","7","0","2","83","0","7","2","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","116","9","5","44","0","5","5","0","1","44","0","0","1","0","0","1","0"
"10977  :  โรงพยาบาลเทพสถิต","150","17","4","49","1","3","3","0","0","62","0","2","2","0","0","1","1"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","465","88","21","124","5","6","6","0","0","140","0","14","4","0","1","8","0"
"10979  :  โรงพยาบาลบ้านแท่น","182","12","5","51","5","1","3","0","0","100","0","0","2","0","0","1","1"
"10980  :  โรงพยาบาลแก้งคร้อ","300","38","14","50","5","5","7","0","1","164","0","3","2","0","0","2","0"
