"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","331","30","4","96","0","0","0","0","0","201","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","628","165","10","243","0","2","1","0","0","190","0","14","3","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","922","344","8","123","92","0","2","0","1","298","0","45","7","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","162","17","3","44","2","4","3","0","5","79","1","2","0","0","0","0","0"
"10663  :  โรงพยาบาลระยอง","584","388","37","37","2","13","6","0","20","3","0","15","3","0","1","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","743","76","10","256","7","18","6","0","3","343","0","20","3","0","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10829  :  โรงพยาบาลแกลง","569","100","9","248","2","20","5","0","0","129","0","35","4","0","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","256","95","4","59","2","10","3","0","0","57","0","6","2","0","0","0","10"
"10831  :  โรงพยาบาลบ้านค่าย","246","42","7","85","1","5","5","0","3","78","0","9","2","0","0","8","0"
"10832  :  โรงพยาบาลปลวกแดง","22","0","0","15","0","0","0","0","0","7","0","0","0","0","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","55","3","6","18","0","3","3","0","0","14","0","4","0","0","0","0","1"
"23962  :  โรงพยาบาลนิคมพัฒนา","130","4","2","39","2","11","2","0","4","64","0","2","0","0","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","15","14","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","204","31","10","62","4","6","3","0","12","69","0","4","0","0","1","0","0"
"10835  :  โรงพยาบาลท่าใหม่","40","5","6","4","0","1","6","0","5","13","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","126","13","6","39","1","3","7","0","2","51","0","2","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","118","8","5","57","1","3","3","0","3","38","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","240","27","10","61","1","6","6","0","0","120","0","2","3","0","0","3","0"
"10840  :  โรงพยาบาลแหลมสิงห์","157","18","9","48","4","8","4","0","1","62","0","2","1","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","370","162","22","85","2","5","6","0","9","72","1","3","1","0","0","1","0"
"10842  :  โรงพยาบาลแก่งหางแมว","117","13","9","41","0","7","3","0","2","38","0","1","3","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","223","52","9","43","1","5","7","45","0","49","0","9","2","0","0","0","1"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","40","3","7","22","0","1","2","0","0","4","0","0","1","0","0","0","0"
"10696  :  โรงพยาบาลตราด","709","162","27","77","0","18","2","171","6","237","0","4","0","0","0","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","117","36","7","49","7","4","3","0","0","5","1","3","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","231","82","12","65","1","7","4","0","12","44","0","3","0","0","0","0","0"
"10847  :  โรงพยาบาลบ่อไร่","164","49","10","56","2","4","4","0","0","35","2","0","0","0","0","0","2"
"10848  :  โรงพยาบาลแหลมงอบ","159","48","8","45","3","4","4","0","16","15","0","5","4","0","1","0","0"
"10849  :  โรงพยาบาลเกาะกูด","37","2","2","13","0","4","2","0","0","9","0","1","2","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","146","43","10","39","1","3","5","0","4","36","1","4","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","1,417","124","17","956","2","12","4","0","1","269","0","22","2","0","0","0","3"
"10833  :  โรงพยาบาลท่าตะเกียบ","156","11","6","62","4","6","9","0","1","43","0","4","2","0","0","2","0"
"10850  :  โรงพยาบาลบางคล้า","344","204","7","66","0","4","3","0","8","52","0","0","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","226","23","6","103","2","2","1","0","4","84","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","220","29","9","92","3","10","4","0","2","56","0","10","3","0","0","1","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","225","51","6","60","1","6","5","0","2","83","0","6","1","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","619","70","14","150","4","17","5","0","0","336","0","3","3","0","1","8","1"
"10855  :  โรงพยาบาลสนามชัยเขต","56","19","11","10","3","1","2","0","5","3","0","0","0","0","1","1","0"
"10856  :  โรงพยาบาลแปลงยาว","179","10","5","74","0","6","4","0","0","62","0","4","2","0","0","4","0"
"13747  :  โรงพยาบาลราชสาส์น","114","34","4","30","0","4","4","0","0","24","0","5","2","0","0","2","0"
"31327  :  โรงพยาบาลคลองเขื่อน","91","13","7","26","5","3","3","0","3","30","0","1","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,461","171","19","576","7","9","8","0","26","639","0","4","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","360","130","18","159","4","1","17","1","1","29","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","228","59","9","73","5","9","7","0","5","59","0","0","0","0","0","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","137","19","8","38","5","6","5","0","1","50","0","3","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","138","18","6","51","1","3","4","0","3","52","0","0","0","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","221","47","9","67","2","3","5","0","4","84","0","0","0","0","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","127","26","7","35","1","2","3","0","7","45","0","1","0","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","189","52","2","21","0","0","0","0","0","114","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","804","182","17","156","6","0","13","0","5","395","0","22","2","0","0","0","0"
"10863  :  โรงพยาบาลปากพลี","185","20","4","36","1","2","4","0","74","44","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","254","47","11","78","3","1","3","0","18","93","0","0","0","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","235","84","7","59","2","2","2","0","3","58","0","10","1","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","3,483","1,645","30","983","0","0","0","0","0","825","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,570","235","46","381","5","58","6","0","4","794","1","37","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","30","7","1","8","0","1","0","0","1","10","0","2","0","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","214","70","13","64","4","13","4","0","2","44","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","426","86","20","109","0","22","15","0","23","137","0","4","5","0","0","3","0"
"10869  :  โรงพยาบาลวัฒนานคร","392","74","19","98","1","7","8","0","8","167","0","7","2","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","714","208","16","223","2","22","8","0","5","230","0","0","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","125","27","8","36","0","3","2","0","1","43","0","1","1","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","213","32","0","57","0","0","0","0","1","121","0","1","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","635","578","32","0","0","0","0","0","0","19","0","0","5","0","1","0","0"
"10871  :  โรงพยาบาลครบุรี","553","252","19","116","35","7","12","0","13","85","0","4","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","237","22","4","57","1","2","7","0","0","141","0","3","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","203","35","9","64","5","7","6","0","4","72","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","101","12","5","25","8","2","4","0","4","30","0","8","0","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","254","172","6","35","3","7","9","0","2","18","0","1","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","522","119","17","145","2","14","8","0","6","209","0","0","2","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","284","45","11","124","2","4","2","0","0","88","0","0","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","195","16","8","72","2","5","3","0","2","86","0","1","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","345","69","18","122","0","5","4","0","9","117","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","109","17","7","42","3","3","2","0","7","17","0","3","3","0","0","0","2"
"10881  :  โรงพยาบาลบัวใหญ่","629","162","20","176","7","13","5","0","7","219","0","17","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","126","7","8","47","5","3","8","0","1","47","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","179","50","7","38","3","6","4","0","0","61","3","4","2","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","359","93","10","131","8","3","4","0","5","85","0","14","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","196","15","11","80","3","0","11","0","3","73","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","175","38","18","74","0","9","2","0","0","28","0","2","4","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","314","45","10","107","3","5","11","0","7","124","0","1","1","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","80","9","3","7","1","0","5","0","5","50","0","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","207","87","14","66","7","2","2","0","1","25","0","3","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","195","0","5","83","14","7","1","0","0","69","1","0","10","0","1","4","0"
"10891  :  โรงพยาบาลหนองบุญมาก","334","60","5","82","2","5","7","0","0","171","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","144","15","7","48","4","5","5","0","4","55","0","1","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","149","14","6","45","2","3","5","0","3","71","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","120","18","6","43","3","1","9","0","2","31","0","1","0","0","0","0","2"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","985","453","12","13","0","0","0","0","7","500","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","156","63","5","33","2","5","4","0","2","32","0","4","2","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","141","4","2","22","10","8","4","0","1","90","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","95","7","1","6","3","22","1","36","2","13","0","4","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","9","2","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","431","23","2","119","0","0","2","0","1","272","0","12","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","36","5","1","7","0","1","0","0","0","22","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","164","12","4","43","2","3","4","0","1","80","0","1","1","0","0","3","1"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","721","115","11","248","5","23","1","0","1","265","0","13","2","0","1","1","2"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","646","240","3","94","0","1","0","0","0","302","0","1","0","0","0","1","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","21","1","0","10","0","3","0","0","1","6","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","78","17","5","22","1","6","1","0","3","23","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","56","1","0","28","5","1","2","0","1","18","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","79","5","4","21","2","2","0","0","2","40","0","0","0","0","0","2","0"
"10667  :  โรงพยาบาลบุรีรัมย์","517","406","30","11","0","8","0","0","29","33","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","282","44","17","85","1","6","2","0","8","105","0","9","2","0","1","0","0"
"10896  :  โรงพยาบาลกระสัง","268","54","13","72","3","23","4","0","4","77","0","10","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","887","163","32","87","1","5","7","1","1","587","2","1","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","330","52","15","94","2","9","11","0","8","107","0","5","3","0","0","2","0"
"10899  :  โรงพยาบาลละหานทราย","313","51","14","104","0","6","9","0","0","123","0","0","0","0","0","0","6"
"10900  :  โรงพยาบาลประโคนชัย","583","146","37","202","2","13","3","0","4","135","0","15","4","0","0","3","0"
"10901  :  โรงพยาบาลบ้านกรวด","147","35","6","48","1","5","4","0","3","41","0","1","1","0","0","2","0"
"10902  :  โรงพยาบาลพุทไธสง","283","54","17","88","6","14","2","0","6","93","0","1","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","549","103","25","165","10","11","3","0","14","200","0","18","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","444","79","19","123","1","9","4","0","4","178","0","15","0","0","1","1","0"
"10906  :  โรงพยาบาลปะคำ","213","37","13","56","1","7","6","0","2","90","0","0","1","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","102","8","5","47","0","0","7","0","1","31","0","2","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","297","61","21","76","0","9","15","0","3","96","0","9","3","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","147","14","3","61","0","7","3","0","4","54","0","1","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","44","2","2","26","1","1","2","0","0","6","0","3","1","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","158","32","7","45","1","3","3","0","2","64","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","166","19","8","25","4","6","4","0","2","96","0","1","1","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","225","24","7","61","1","7","6","2","5","68","0","5","1","0","0","1","0"
"10914  :  โรงพยาบาลโนนดินแดง","92","9","7","32","0","5","9","0","3","25","0","2","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","3","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","178","16","9","41","0","5","2","1","5","97","0","1","1","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","115","7","3","39","0","10","4","0","0","48","0","3","0","0","0","1","0"
"28020  :  โรงพยาบาลบ้านด่าน","213","56","6","49","0","10","7","0","8","64","0","5","2","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","211","9","7","51","2","7","5","0","3","124","0","1","2","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","360","70","20","113","0","7","8","0","4","136","0","2","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","205","26","10","52","2","4","6","0","4","101","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","833","170","35","259","7","15","7","0","3","326","0","8","1","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","288","88","12","68","2","4","10","0","12","92","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","390","95","40","125","0","7","9","0","7","101","0","3","1","0","0","1","0"
"10921  :  โรงพยาบาลสนม","167","22","16","51","11","7","1","4","7","48","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","812","101","23","254","6","6","8","213","6","162","0","19","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","218","48","23","82","0","1","8","0","3","46","0","6","1","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","290","34","13","94","0","2","4","0","2","136","0","5","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","84","4","0","27","0","4","4","0","2","43","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","96","15","5","23","1","4","4","0","3","35","0","3","1","0","0","0","1"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","39","11","9","8","3","0","0","1","0","2","1","3","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","202","32","12","62","5","4","8","0","0","60","0","5","2","0","2","2","1"
"27842  :  โรงพยาบาลเขวาสินรินทร์","144","22","4","29","0","4","2","0","0","68","0","5","5","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","94","6","7","21","0","6","5","0","3","46","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","120","19","9","27","0","4","3","0","6","52","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","1,728","542","37","714","2","25","7","0","7","336","0","58","0","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","336","91","4","69","8","0","9","0","0","121","0","13","7","0","0","2","1"
"10928  :  โรงพยาบาลกันทรารมย์","317","82","16","125","1","0","4","0","3","86","0","0","0","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","1,131","305","34","306","3","0","12","0","9","456","0","0","0","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","517","141","21","176","17","19","4","0","9","129","0","1","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","378","139","20","87","8","1","5","0","0","103","0","11","0","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","384","118","14","93","3","4","6","0","1","131","0","14","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","479","135","28","150","1","7","4","0","1","108","0","16","9","0","0","17","3"
"10934  :  โรงพยาบาลราษีไศล","331","42","17","125","4","0","6","0","3","119","15","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","824","256","23","218","5","9","10","0","4","282","0","17","0","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","119","13","2","32","1","2","2","0","2","57","0","6","2","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","182","30","9","45","7","4","9","0","0","49","0","10","3","0","0","3","0"
"10938  :  โรงพยาบาลโนนคูณ","295","85","2","92","12","5","4","0","0","86","0","5","3","0","0","1","0"
"10939  :  โรงพยาบาลศรีรัตนะ","405","140","4","115","7","0","12","0","2","117","0","8","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","401","155","10","96","12","4","8","0","0","111","0","0","5","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","213","46","3","66","6","7","4","0","0","62","0","6","2","0","0","2","0"
"10942  :  โรงพยาบาลภูสิงห์","112","16","6","37","0","0","2","0","2","48","0","0","1","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","216","46","4","52","1","5","4","0","1","94","0","9","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","337","158","7","63","2","8","4","0","7","79","0","9","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","230","69","8","45","3","7","6","0","0","89","0","0","3","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","123","29","4","37","3","0","1","0","5","44","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","106","16","4","34","1","4","2","0","2","34","6","3","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","296","223","3","0","0","0","0","0","16","31","0","0","7","0","1","14","1"
"10944  :  โรงพยาบาลศรีเมืองใหม่","429","249","33","99","1","15","15","0","6","9","0","0","1","0","0","0","1"
"10945  :  โรงพยาบาลโขงเจียม","164","58","18","53","2","4","5","0","2","13","0","7","1","0","0","0","1"
"10946  :  โรงพยาบาลเขื่องใน","31","5","11","10","0","0","3","0","0","2","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","342","153","17","136","0","8","4","0","4","8","3","6","1","0","0","2","0"
"10948  :  โรงพยาบาลนาจะหลวย","158","38","4","58","3","2","9","0","0","36","0","3","2","0","0","3","0"
"10949  :  โรงพยาบาลน้ำยืน","194","73","11","77","0","2","4","0","11","16","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","207","60","9","93","9","10","11","0","4","4","1","1","1","0","0","2","2"
"10951  :  โรงพยาบาลตระการพืชผล","446","157","17","226","0","19","4","0","5","10","2","0","2","0","0","0","4"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","171","6","9","41","0","4","3","0","0","97","0","5","2","0","0","2","2"
"10953  :  โรงพยาบาลม่วงสามสิบ","418","98","10","97","0","5","13","0","2","171","0","15","3","0","1","3","0"
"10954  :  โรงพยาบาลวารินชำราบ","1,099","179","103","307","7","2","17","0","0","429","0","23","3","0","0","5","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","636","173","33","377","5","12","1","0","2","8","0","1","1","0","0","0","23"
"10957  :  โรงพยาบาลตาลสุม","354","173","17","66","3","2","7","0","0","79","0","0","2","0","0","0","5"
"10958  :  โรงพยาบาลโพธิ์ไทร","317","130","4","71","1","7","7","0","1","92","0","1","1","0","0","2","0"
"10959  :  โรงพยาบาลสำโรง","294","171","7","81","0","7","4","0","4","15","1","0","2","0","0","0","1"
"10960  :  โรงพยาบาลดอนมดแดง","276","131","2","49","0","3","4","0","4","72","1","5","0","0","0","0","1"
"10961  :  โรงพยาบาลสิรินธร","188","81","14","57","6","1","8","0","0","6","0","6","2","0","0","4","2"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","149","78","13","33","2","5","7","0","3","4","1","1","2","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","487","60","9","274","14","14","4","0","3","97","0","4","7","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","481","37","4","95","0","1","0","0","1","333","0","10","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","34","0","1","4","6","13","0","0","0","10","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","399","9","0","172","0","2","0","0","3","206","0","7","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","5","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1,121","243","35","358","4","15","2","0","0","425","0","21","5","0","1","9","3"
"24032  :  โรงพยาบาลนาตาล","214","76","19","62","3","14","20","0","1","13","0","3","0","0","0","1","2"
"24821  :  โรงพยาบาลนาเยีย","111","54","9","28","2","1","1","0","0","3","0","2","4","0","0","7","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","196","123","3","50","6","4","2","0","1","3","1","1","2","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","100","49","6","31","3","0","3","0","3","4","0","1","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","239","105","5","64","6","3","5","0","2","41","4","1","2","0","0","1","0"
"10701  :  โรงพยาบาลยโสธร","255","230","16","0","0","0","0","0","7","2","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","137","15","9","44","4","2","3","0","0","57","0","0","3","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","317","61","12","88","3","9","3","0","6","122","0","8","4","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","232","26","7","65","7","8","4","0","0","101","0","1","9","0","0","1","0"
"10966  :  โรงพยาบาลป่าติ้ว","129","16","8","40","2","5","2","0","0","50","1","1","3","0","0","1","0"
"10967  :  โรงพยาบาลมหาชนะชัย","130","47","11","40","1","2","3","0","3","19","0","1","2","0","0","1","0"
"10968  :  โรงพยาบาลค้อวัง","147","44","6","34","2","9","3","0","0","39","0","3","3","0","0","0","2"
"10969  :  โรงพยาบาลไทยเจริญ","119","9","3","32","2","9","2","0","0","50","0","6","3","0","0","2","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","196","54","11","84","2","2","3","0","9","25","2","3","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","9","1","1","1","0","3","0","0","2","1","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","84","5","9","28","0","6","2","0","0","11","0","17","1","0","0","0","1"
"10702  :  โรงพยาบาลชัยภูมิ","658","163","13","172","0","7","0","0","0","246","0","15","4","0","2","3","1"
"10970  :  โรงพยาบาลบ้านเขว้า","228","17","5","81","8","2","4","0","1","41","0","4","3","0","0","2","0"
"10971  :  โรงพยาบาลคอนสวรรค์","181","9","6","52","3","4","5","0","0","83","0","5","3","0","0","3","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","448","55","20","132","0","16","4","0","1","171","0","15","3","0","0","4","0"
"10973  :  โรงพยาบาลหนองบัวแดง","240","55","22","75","2","7","7","0","0","55","0","0","3","0","1","2","0"
"10974  :  โรงพยาบาลจัตุรัส","282","34","15","113","4","9","2","0","1","86","0","4","2","0","0","5","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","264","33","14","98","7","5","6","0","2","87","0","8","2","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","116","9","5","42","0","5","5","0","1","46","0","0","1","0","0","1","0"
"10977  :  โรงพยาบาลเทพสถิต","164","22","4","51","1","5","4","0","0","64","0","2","2","0","0","1","1"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","518","96","23","154","5","7","6","0","0","148","0","14","4","0","1","8","0"
"10979  :  โรงพยาบาลบ้านแท่น","197","14","5","58","5","3","3","0","0","98","0","5","2","0","0","2","1"
"10980  :  โรงพยาบาลแก้งคร้อ","322","42","16","59","5","6","7","0","1","169","0","3","3","0","0","2","0"
