"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","4","0","0.00","6","1","16.67"
"14161  :  โรงพยาบาลกองบิน กองบิน1","137","32","23.36","360","18","5.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","333","170","51.05","772","273","35.36"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","432","121","28.01","960","318","33.13"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","39","13","33.33","96","2","2.08"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","290","82","28.28","649","228","35.13"
"27839  :  โรงพยาบาลบัวลาย","219","37","16.89","335","133","39.70"
"27840  :  โรงพยาบาลสีดา","175","74","42.29","408","213","52.21"
"27841  :  โรงพยาบาลเทพารักษ์","321","60","18.69","630","152","24.13"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","519","167","32.18","987","600","60.79"
"10896  :  โรงพยาบาลกระสัง","391","139","35.55","791","357","45.13"
"10897  :  โรงพยาบาลนางรอง","1,476","413","27.98","3,416","845","24.74"
"10898  :  โรงพยาบาลหนองกี่","497","312","62.78","940","639","67.98"
"10899  :  โรงพยาบาลละหานทราย","420","163","38.81","896","529","59.04"
"10900  :  โรงพยาบาลประโคนชัย","1,070","397","37.10","1,925","1,074","55.79"
"10901  :  โรงพยาบาลบ้านกรวด","492","82","16.67","1,168","621","53.17"
"10902  :  โรงพยาบาลพุทไธสง","788","242","30.71","1,310","701","53.51"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","1","1","100.00"
"10905  :  โรงพยาบาลสตึก","552","141","25.54","942","646","68.58"
"10906  :  โรงพยาบาลปะคำ","238","108","45.38","645","322","49.92"
"10907  :  โรงพยาบาลนาโพธิ์","402","113","28.11","713","514","72.09"
"10908  :  โรงพยาบาลหนองหงส์","261","115","44.06","559","280","50.09"
"10909  :  โรงพยาบาลพลับพลาชัย","299","42","14.05","590","318","53.90"
"10910  :  โรงพยาบาลห้วยราช","161","29","18.01","389","209","53.73"
"10911  :  โรงพยาบาลโนนสุวรรณ","296","104","35.14","582","246","42.27"
"10912  :  โรงพยาบาลชำนิ","177","43","24.29","524","272","51.91"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","237","60","25.32","495","307","62.02"
"10914  :  โรงพยาบาลโนนดินแดง","451","90","19.96","979","518","52.91"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","127","8","6.30","227","30","13.22"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","241","49","20.33","698","271","38.83"
"23578  :  โรงพยาบาลแคนดง","337","164","48.66","755","437","57.88"
"28020  :  โรงพยาบาลบ้านด่าน","366","187","51.09","784","432","55.10"
"10668  :  โรงพยาบาลสุรินทร์","70","14","20.00","130","19","14.62"
"10915  :  โรงพยาบาลชุมพลบุรี","412","76","18.45","755","434","57.48"
"10916  :  โรงพยาบาลท่าตูม","730","292","40.00","1,604","790","49.25"
"10917  :  โรงพยาบาลจอมพระ","435","141","32.41","963","398","41.33"
"10918  :  โรงพยาบาลปราสาท","644","218","33.85","1,261","591","46.87"
"10919  :  โรงพยาบาลกาบเชิง","212","49","23.11","468","188","40.17"
"10920  :  โรงพยาบาลรัตนบุรี","630","303","48.10","1,281","590","46.06"
"10921  :  โรงพยาบาลสนม","324","107","33.02","643","349","54.28"
"10922  :  โรงพยาบาลศีขรภูมิ","536","139","25.93","1,045","486","46.51"
"10923  :  โรงพยาบาลสังขะ","405","97","23.95","791","346","43.74"
"10924  :  โรงพยาบาลลำดวน","446","103","23.09","1,070","594","55.51"
"10925  :  โรงพยาบาลสำโรงทาบ","255","19","7.45","641","280","43.68"
"10926  :  โรงพยาบาลบัวเชด","289","92","31.83","703","297","42.25"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","45","10","22.22","77","15","19.48"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","303","31","10.23","271","140","51.66"
"27842  :  โรงพยาบาลเขวาสินรินทร์","160","42","26.25","331","127","38.37"
"27843  :  โรงพยาบาลศรีณรงค์","136","39","28.68","302","93","30.79"
"27844  :  โรงพยาบาลโนนนารายณ์","106","29","27.36","234","116","49.57"
"10700  :  โรงพยาบาลศรีสะเกษ","636","122","19.18","1,119","423","37.80"
"10927  :  โรงพยาบาลยางชุมน้อย","313","70","22.36","677","432","63.81"
"10928  :  โรงพยาบาลกันทรารมย์","495","164","33.13","1,056","479","45.36"
"10929  :  โรงพยาบาลกันทรลักษ์","664","119","17.92","1,058","537","50.76"
"10930  :  โรงพยาบาลขุขันธ์","376","102","27.13","936","378","40.38"
"10931  :  โรงพยาบาลไพรบึง","313","111","35.46","1,097","686","62.53"
"10932  :  โรงพยาบาลปรางค์กู่","235","77","32.77","408","162","39.71"
"10933  :  โรงพยาบาลขุนหาญ","315","83","26.35","773","352","45.54"
"10934  :  โรงพยาบาลราษีไศล","378","143","37.83","752","404","53.72"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","394","142","36.04","919","345","37.54"
"10936  :  โรงพยาบาลบึงบูรพ์","232","118","50.86","643","418","65.01"
"10937  :  โรงพยาบาลห้วยทับทัน","198","31","15.66","448","195","43.53"
"10938  :  โรงพยาบาลโนนคูณ","140","31","22.14","170","76","44.71"
"10939  :  โรงพยาบาลศรีรัตนะ","160","44","27.50","353","163","46.18"
"10940  :  โรงพยาบาลวังหิน","91","26","28.57","266","136","51.13"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","91","27","29.67","141","62","43.97"
"10942  :  โรงพยาบาลภูสิงห์","267","97","36.33","485","221","45.57"
"10943  :  โรงพยาบาลเมืองจันทร์","60","32","53.33","193","128","66.32"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","254","33","12.99","434","183","42.17"
"28014  :  โรงพยาบาลพยุห์","101","20","19.80","218","117","53.67"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","76","33","43.42","166","84","50.60"
"28016  :  โรงพยาบาลศิลาลาด","243","82","33.74","481","149","30.98"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","207","69","33.33","346","223","64.45"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","814","146","17.94","1,316","722","54.86"
"10948  :  โรงพยาบาลนาจะหลวย","617","129","20.91","982","476","48.47"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","511","279","54.60","889","291","32.73"
"10951  :  โรงพยาบาลตระการพืชผล","661","109","16.49","1,248","360","28.85"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","634","135","21.29","925","569","61.51"
"10953  :  โรงพยาบาลม่วงสามสิบ","535","144","26.92","1,079","512","47.45"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","249","69","27.71","523","253","48.37"
"10958  :  โรงพยาบาลโพธิ์ไทร","378","82","21.69","679","196","28.87"
"10959  :  โรงพยาบาลสำโรง","414","81","19.57","559","294","52.59"
"10960  :  โรงพยาบาลดอนมดแดง","194","77","39.69","396","238","60.10"
"10961  :  โรงพยาบาลสิรินธร","378","98","25.93","782","337","43.09"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","361","91","25.21","508","310","61.02"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","591","119","20.14","1,016","210","20.67"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","75","33","44.00","100","52","52.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","75","24","32.00","188","98","52.13"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","686","259","37.76","1,109","515","46.44"
"10966  :  โรงพยาบาลป่าติ้ว","418","28","6.70","831","367","44.16"
"10967  :  โรงพยาบาลมหาชนะชัย","324","39","12.04","738","354","47.97"
"10968  :  โรงพยาบาลค้อวัง","261","5","1.92","459","330","71.90"
"10969  :  โรงพยาบาลไทยเจริญ","255","48","18.82","324","192","59.26"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","720","94","13.06","1,137","525","46.17"
"11921  :  โรงพยาบาลนายแพทย์หาญ","154","29","18.83","274","66","24.09"
"04007  :  โรงพยาบาลซับใหญ่","172","48","27.91","369","155","42.01"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","3","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,239","504","40.68","2,330","1,314","56.39"
"10971  :  โรงพยาบาลคอนสวรรค์","633","148","23.38","1,021","427","41.82"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","678","224","33.04","1,149","496","43.17"
"10973  :  โรงพยาบาลหนองบัวแดง","1,227","301","24.53","1,580","830","52.53"
"10974  :  โรงพยาบาลจัตุรัส","555","162","29.19","1,195","515","43.10"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","919","234","25.46","1,981","1,203","60.73"
"10976  :  โรงพยาบาลหนองบัวระเหว","322","40","12.42","692","272","39.31"
"10977  :  โรงพยาบาลเทพสถิต","486","84","17.28","1,144","455","39.77"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,354","483","35.67","2,037","761","37.36"
"10979  :  โรงพยาบาลบ้านแท่น","706","147","20.82","1,018","380","37.33"
"10980  :  โรงพยาบาลแก้งคร้อ","916","109","11.90","1,470","488","33.20"
"10981  :  โรงพยาบาลคอนสาร","492","82","16.67","735","447","60.82"
"10982  :  โรงพยาบาลภักดีชุมพล","289","59","20.42","493","352","71.40"
"10983  :  โรงพยาบาลเนินสง่า","162","43","26.54","409","218","53.30"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","304","46","15.13","575","165","28.70"
"10986  :  โรงพยาบาลปทุมราชวงศา","437","138","31.58","677","359","53.03"
"10987  :  โรงพยาบาลพนา","399","157","39.35","618","423","68.45"
"10988  :  โรงพยาบาลเสนางคนิคม","654","146","22.32","912","325","35.64"
"10989  :  โรงพยาบาลหัวตะพาน","231","113","48.92","387","205","52.97"
"10990  :  โรงพยาบาลลืออำนาจ","313","50","15.97","683","245","35.87"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","566","141","24.91","818","439","53.67"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","410","37","9.02","753","407","54.05"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","562","131","23.31","964","573","59.44"
"11050  :  โรงพยาบาลบุ่งคล้า","113","28","24.78","273","130","47.62"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","1","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","2","0","0.00","2","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","1","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","148","21","14.19","302","63","20.86"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","1","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","451","53","11.75","788","394","50.00"
"11000  :  โรงพยาบาลน้ำพอง","607","254","41.85","928","521","56.14"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","214","20","9.35","365","176","48.22"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","2","1","50.00","1","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","769","36","4.68","1,152","231","20.05"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","45","4","8.89","66","5","7.58"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","9","0","0.00","11","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","191","8","4.19","204","51","25.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","407","78","19.16","517","308","59.57"
"11014  :  โรงพยาบาลหนองวัวซอ","387","35","9.04","592","318","53.72"
"11015  :  โรงพยาบาลกุมภวาปี","935","254","27.17","1,492","587","39.34"
"11016  :  โรงพยาบาลห้วยเกิ้ง","72","6","8.33","128","35","27.34"
"11017  :  โรงพยาบาลโนนสะอาด","473","144","30.44","748","400","53.48"
"11018  :  โรงพยาบาลหนองหาน","819","303","37.00","1,338","818","61.14"
"11019  :  โรงพยาบาลทุ่งฝน","629","54","8.59","975","625","64.10"
"11020  :  โรงพยาบาลไชยวาน","585","182","31.11","952","505","53.05"
"11021  :  โรงพยาบาลศรีธาตุ","258","19","7.36","405","207","51.11"
"11022  :  โรงพยาบาลวังสามหมอ","471","217","46.07","609","336","55.17"
"11023  :  โรงพยาบาลบ้านผือ","741","95","12.82","1,363","754","55.32"
"11024  :  โรงพยาบาลน้ำโสม","843","90","10.68","1,251","769","61.47"
"11025  :  โรงพยาบาลเพ็ญ","624","28","4.49","852","510","59.86"
"11026  :  โรงพยาบาลสร้างคอม","457","100","21.88","919","452","49.18"
"11027  :  โรงพยาบาลหนองแสง","356","51","14.33","543","280","51.57"
"11028  :  โรงพยาบาลนายูง","212","16","7.55","364","146","40.11"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","220","32","14.55","385","235","61.04"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","888","135","15.20","1,409","570","40.45"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","997","104","10.43","1,989","116","5.83"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","128","15","11.72","294","32","10.88"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","1","0","0.00","2","1","50.00"
"10705  :  โรงพยาบาลเลย","1,177","169","14.36","2,858","945","33.07"
"11030  :  โรงพยาบาลนาด้วง","416","45","10.82","907","491","54.13"
"11031  :  โรงพยาบาลเชียงคาน","625","85","13.60","1,375","747","54.33"
"11032  :  โรงพยาบาลปากชม","264","18","6.82","619","197","31.83"
"11033  :  โรงพยาบาลนาแห้ว","93","31","33.33","213","68","31.92"
"11034  :  โรงพยาบาลภูเรือ","334","18","5.39","618","229","37.06"
"11035  :  โรงพยาบาลท่าลี่","325","39","12.00","575","258","44.87"
"11036  :  โรงพยาบาลวังสะพุง","935","55","5.88","1,702","647","38.01"
"11037  :  โรงพยาบาลภูกระดึง","625","7","1.12","1,312","536","40.85"
"11038  :  โรงพยาบาลภูหลวง","372","49","13.17","625","347","55.52"
"11039  :  โรงพยาบาลผาขาว","539","24","4.45","1,131","427","37.75"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","649","183","28.20","1,334","235","17.62"
"14133  :  โรงพยาบาลเอราวัณ","462","30","6.49","852","446","52.35"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","54","1","1.85","90","29","32.22"
"10706  :  โรงพยาบาลหนองคาย","1,314","233","17.73","2,226","727","32.66"
"11042  :  โรงพยาบาลโพนพิสัย","463","33","7.13","618","234","37.86"
"11044  :  โรงพยาบาลศรีเชียงใหม่","657","85","12.94","1,346","355","26.37"
"11045  :  โรงพยาบาลสังคม","201","23","11.44","497","266","53.52"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,022","166","16.24","2,015","870","43.18"
"14558  :  โรงพยาบาลพิสัยเวช","614","49","7.98","849","150","17.67"
"21356  :  โรงพยาบาลสระใคร","116","10","8.62","181","89","49.17"
"28778  :  โรงพยาบาลโพธิ์ตาก","72","28","38.89","142","52","36.62"
"28811  :  โรงพยาบาลเฝ้าไร่","216","23","10.65","312","156","50.00"
"28815  :  โรงพยาบาลรัตนวาปี","80","8","10.00","119","52","43.70"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","421","64","15.20","741","364","49.12"
"11052  :  โรงพยาบาลโกสุมพิสัย","1,292","264","20.43","2,066","866","41.92"
"11053  :  โรงพยาบาลกันทรวิชัย","506","119","23.52","818","599","73.23"
"11054  :  โรงพยาบาลเชียงยืน","727","56","7.70","1,076","508","47.21"
"11055  :  โรงพยาบาลบรบือ","817","117","14.32","1,084","427","39.39"
"11056  :  โรงพยาบาลนาเชือก","346","77","22.25","580","282","48.62"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","605","96","15.87","1,211","653","53.92"
"11058  :  โรงพยาบาลวาปีปทุม","865","129","14.91","1,263","702","55.58"
"11059  :  โรงพยาบาลนาดูน","259","43","16.60","469","249","53.09"
"11060  :  โรงพยาบาลยางสีสุราช","347","147","42.36","657","315","47.95"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","484","35","7.23","828","170","20.53"
"24704  :  โรงพยาบาลกุดรัง","142","18","12.68","135","78","57.78"
"28843  :  โรงพยาบาลชื่นชม","9","3","33.33","4","1","25.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","2","0","0.00","2","1","50.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","837","214","25.57","1,631","713","43.72"
"11062  :  โรงพยาบาลปทุมรัตต์","557","262","47.04","958","459","47.91"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","814","175","21.50","1,144","578","50.52"
"11064  :  โรงพยาบาลธวัชบุรี","441","232","52.61","679","358","52.72"
"11065  :  โรงพยาบาลพนมไพร","647","134","20.71","1,287","385","29.91"
"11066  :  โรงพยาบาลโพนทอง","718","104","14.48","1,228","462","37.62"
"11067  :  โรงพยาบาลโพธิ์ชัย","425","25","5.88","521","207","39.73"
"11068  :  โรงพยาบาลหนองพอก","529","48","9.07","703","280","39.83"
"11069  :  โรงพยาบาลเสลภูมิ","889","193","21.71","1,358","631","46.47"
"11070  :  โรงพยาบาลสุวรรณภูมิ","950","268","28.21","1,992","586","29.42"
"11071  :  โรงพยาบาลเมืองสรวง","184","47","25.54","332","171","51.51"
"11072  :  โรงพยาบาลโพนทราย","350","51","14.57","724","416","57.46"
"11073  :  โรงพยาบาลอาจสามารถ","485","43","8.87","903","420","46.51"
"11074  :  โรงพยาบาลเมยวดี","307","66","21.50","510","306","60.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","368","18","4.89","477","211","44.23"
"11076  :  โรงพยาบาลจังหาร","335","74","22.09","521","167","32.05"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","115","12","10.43","191","9","4.71"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","242","2","0.83","428","18","4.21"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","80","11","13.75","168","70","41.67"
"27989  :  โรงพยาบาลเชียงขวัญ","149","3","2.01","201","126","62.69"
"27990  :  โรงพยาบาลหนองฮี","166","66","39.76","383","69","18.02"
"10709  :  โรงพยาบาลกาฬสินธุ์","328","46","14.02","564","199","35.28"
"11077  :  โรงพยาบาลนามน","462","62","13.42","525","343","65.33"
"11078  :  โรงพยาบาลกมลาไสย","680","188","27.65","1,153","601","52.12"
"11079  :  โรงพยาบาลร่องคำ","420","52","12.38","589","353","59.93"
"11080  :  โรงพยาบาลเขาวง","829","170","20.51","1,282","537","41.89"
"11081  :  โรงพยาบาลยางตลาด","880","105","11.93","1,164","574","49.31"
"11082  :  โรงพยาบาลห้วยเม็ก","583","64","10.98","938","609","64.93"
"11083  :  โรงพยาบาลสหัสขันธ์","329","31","9.42","564","354","62.77"
"11084  :  โรงพยาบาลคำม่วง","483","123","25.47","777","552","71.04"
"11085  :  โรงพยาบาลท่าคันโท","579","79","13.64","876","429","48.97"
"11086  :  โรงพยาบาลหนองกุงศรี","377","57","15.12","453","202","44.59"
"11087  :  โรงพยาบาลสมเด็จ","568","109","19.19","993","550","55.39"
"11088  :  โรงพยาบาลห้วยผึ้ง","498","47","9.44","693","371","53.54"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","1,057","140","13.25","1,819","706","38.81"
"11965  :  โรงพยาบาลธีรวัฒน์","2","1","50.00","4","0","0.00"
"28017  :  โรงพยาบาลนาคู","302","91","30.13","409","236","57.70"
"28789  :  โรงพยาบาลฆ้องชัย","222","55","24.77","381","137","35.96"
"28790  :  โรงพยาบาลดอนจาน","286","45","15.73","324","116","35.80"
"28791  :  โรงพยาบาลสามชัย","124","6","4.84","133","45","33.83"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","514","25","4.86","552","246","44.57"
"11090  :  โรงพยาบาลกุดบาก","230","37","16.09","371","171","46.09"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","432","6","1.39","772","283","36.66"
"11092  :  โรงพยาบาลพังโคน","898","48","5.35","1,435","602","41.95"
"11093  :  โรงพยาบาลวาริชภูมิ","569","116","20.39","1,026","710","69.20"
"11094  :  โรงพยาบาลนิคมน้ำอูน","203","23","11.33","341","169","49.56"
"11095  :  โรงพยาบาลวานรนิวาส","615","143","23.25","984","464","47.15"
"11096  :  โรงพยาบาลคำตากล้า","681","105","15.42","1,108","512","46.21"
"11097  :  โรงพยาบาลบ้านม่วง","450","2","0.44","713","326","45.72"
"11098  :  โรงพยาบาลอากาศอำนวย","685","68","9.93","1,147","827","72.10"
"11099  :  โรงพยาบาลส่องดาว","431","58","13.46","616","328","53.25"
"11100  :  โรงพยาบาลเต่างอย","97","26","26.80","214","107","50.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","413","74","17.92","654","442","67.58"
"11102  :  โรงพยาบาลเจริญศิลป์","498","32","6.43","629","274","43.56"
"11103  :  โรงพยาบาลโพนนาแก้ว","146","13","8.90","229","92","40.17"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,357","336","24.76","2,231","462","20.71"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","414","26","6.28","796","285","35.80"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","123","3","2.44","190","62","32.63"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","13","2","15.38","19","1","5.26"
"11104  :  โรงพยาบาลปลาปาก","356","48","13.48","414","173","41.79"
"11105  :  โรงพยาบาลท่าอุเทน","225","24","10.67","521","274","52.59"
"11106  :  โรงพยาบาลบ้านแพง","429","92","21.45","1,018","550","54.03"
"11107  :  โรงพยาบาลนาทม","132","29","21.97","191","83","43.46"
"11108  :  โรงพยาบาลเรณูนคร","518","35","6.76","962","483","50.21"
"11109  :  โรงพยาบาลนาแก","504","92","18.25","681","240","35.24"
"11110  :  โรงพยาบาลศรีสงคราม","370","75","20.27","618","220","35.60"
"11111  :  โรงพยาบาลนาหว้า","586","139","23.72","1,069","559","52.29"
"11112  :  โรงพยาบาลโพนสวรรค์","562","103","18.33","805","469","58.26"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","147","19","12.93","248","166","66.94"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","206","56","27.18","276","146","52.90"
