"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"10871  :  โรงพยาบาลครบุรี","263","169","64.26","91","53.85","256","134","52.34","51","38.06","264","77","29.17","36","46.75","258","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","247","222","89.88","177","79.73","241","228","94.61","160","70.18","237","68","28.69","39","57.35","234","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","174","79","45.40","46","58.23","177","133","75.14","70","52.63","175","54","30.86","35","64.81","170","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","124","105","84.68","60","57.14","114","106","92.98","58","54.72","106","49","46.23","28","57.14","106","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","283","111","39.22","59","53.15","275","104","37.82","48","46.15","264","36","13.64","16","44.44","265","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","294","276","93.88","144","52.17","288","272","94.44","96","35.29","293","265","90.44","158","59.62","294","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","222","214","96.40","151","70.56","224","220","98.21","206","93.64","211","72","34.12","36","50.00","206","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","252","111","44.05","31","27.93","246","149","60.57","42","28.19","244","72","29.51","37","51.39","240","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","156","148","94.87","101","68.24","158","148","93.67","90","60.81","155","138","89.03","115","83.33","153","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","253","238","94.07","121","50.84","244","231","94.67","109","47.19","234","220","94.02","137","62.27","236","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","174","170","97.70","108","63.53","182","173","95.05","112","64.74","178","67","37.64","28","41.79","170","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","194","182","93.81","149","81.87","185","177","95.68","90","50.85","181","163","90.06","142","87.12","165","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","92","90","97.83","54","60.00","95","87","91.58","59","67.82","93","20","21.51","12","60.00","94","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","150","90","60.00","44","48.89","144","79","54.86","39","49.37","139","75","53.96","40","53.33","134","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","229","213","93.01","141","66.20","232","102","43.97","47","46.08","243","127","52.26","64","50.39","242","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","226","209","92.48","121","57.89","233","192","82.40","112","58.33","228","158","69.30","85","53.80","228","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","516","179","34.69","90","50.28","518","276","53.28","131","47.46","511","129","25.24","60","46.51","510","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","168","143","85.12","97","67.83","166","110","66.27","48","43.64","147","112","76.19","46","41.07","137","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","231","192","83.12","75","39.06","228","202","88.60","78","38.61","215","185","86.05","77","41.62","212","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","136","84","61.76","42","50.00","139","62","44.60","25","40.32","145","37","25.52","10","27.03","147","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","105","100","95.24","79","79.00","100","99","99.00","62","62.63","102","22","21.57","12","54.55","100","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","162","112","69.14","62","55.36","162","143","88.27","82","57.34","163","138","84.66","77","55.80","170","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","176","80","45.45","45","56.25","162","147","90.74","73","49.66","152","43","28.29","22","51.16","150","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","78","75","96.15","47","62.67","70","65","92.86","33","50.77","69","64","92.75","45","70.31","68","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","70","69","98.57","51","73.91","69","68","98.55","49","72.06","63","59","93.65","44","74.58","60","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","89","57","64.04","18","31.58","88","53","60.23","24","45.28","96","22","22.92","10","45.45","101","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","718","520","72.42","136","26.15","655","432","65.95","81","18.75","617","68","11.02","33","48.53","551","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","307","37","12.05","22","59.46","291","24","8.25","12","50.00","269","21","7.81","11","52.38","265","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","23","3","13.04","2","66.67","26","8","30.77","4","50.00","26","1","3.85","0","0.00","22","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","126","41","32.54","15","36.59","130","38","29.23","19","50.00","133","15","11.28","5","33.33","128","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","37","15","40.54","11","73.33","36","15","41.67","9","60.00","32","9","28.13","5","55.56","31","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","40","17","42.50","11","64.71","45","17","37.78","14","82.35","45","11","24.44","5","45.45","49","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","54","52","96.30","38","73.08","54","49","90.74","28","57.14","54","49","90.74","40","81.63","54","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","75","72","96.00","53","73.61","68","66","97.06","48","72.73","66","6","9.09","2","33.33","67","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","53","53","100.00","37","69.81","53","50","94.34","41","82.00","54","16","29.63","9","56.25","49","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","182","85","46.70","27","31.76","181","127","70.17","44","34.65","183","63","34.43","19","30.16","184","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","340","311","91.47","218","70.10","327","316","96.64","246","77.85","326","212","65.03","157","74.06","311","0","0.00","0","0.00"
"10896  :  โรงพยาบาลกระสัง","193","158","81.87","112","70.89","187","178","95.19","125","70.22","188","168","89.36","144","85.71","183","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","203","84","41.38","50","59.52","196","157","80.10","95","60.51","182","82","45.05","38","46.34","175","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","224","216","96.43","152","70.37","200","173","86.50","108","62.43","193","82","42.49","42","51.22","188","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","367","327","89.10","235","71.87","365","318","87.12","198","62.26","357","108","30.25","48","44.44","345","0","0.00","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","305","124","40.66","71","57.26","308","200","64.94","128","64.00","302","138","45.70","83","60.14","290","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","229","112","48.91","47","41.96","221","192","86.88","120","62.50","217","204","94.01","123","60.29","219","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","143","135","94.41","101","74.81","138","85","61.59","54","63.53","125","49","39.20","32","65.31","110","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","142","62","43.66","57","91.94","143","126","88.11","84","66.67","144","70","48.61","26","37.14","142","0","0.00","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","108","52","48.15","24","46.15","111","106","95.50","61","57.55","110","61","55.45","27","44.26","111","0","0.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","136","126","92.65","97","76.98","137","125","91.24","98","78.40","129","127","98.45","110","86.61","125","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","303","293","96.70","233","79.52","291","217","74.57","159","73.27","296","100","33.78","33","33.00","280","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","68","62","91.18","40","64.52","67","63","94.03","40","63.49","71","60","84.51","44","73.33","70","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","155","146","94.19","120","82.19","153","142","92.81","107","75.35","155","116","74.84","92","79.31","144","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","74","73","98.65","52","71.23","69","65","94.20","32","49.23","66","43","65.15","37","86.05","65","0","0.00","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","84","77","91.67","43","55.84","88","81","92.05","70","86.42","78","75","96.15","60","80.00","73","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","177","171","96.61","106","61.99","176","171","97.16","111","64.91","168","157","93.45","114","72.61","160","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","134","131","97.76","80","61.07","128","125","97.66","52","41.60","136","61","44.85","22","36.07","131","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","260","232","89.23","145","62.50","257","188","73.15","47","25.00","248","111","44.76","32","28.83","239","0","0.00","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","225","203","90.22","159","78.33","219","214","97.72","133","62.15","211","192","91.00","146","76.04","210","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","158","130","82.28","64","49.23","152","139","91.45","73","52.52","151","124","82.12","74","59.68","141","0","0.00","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","382","351","91.88","266","75.78","373","346","92.76","261","75.43","356","331","92.98","192","58.01","347","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","307","269","87.62","192","71.38","296","263","88.85","168","63.88","287","69","24.04","21","30.43","278","0","0.00","0","0.00"
"10918  :  โรงพยาบาลปราสาท","290","113","38.97","52","46.02","285","172","60.35","88","51.16","289","92","31.83","40","43.48","285","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","210","165","78.57","99","60.00","218","158","72.48","91","57.59","221","71","32.13","31","43.66","228","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","332","313","94.28","216","69.01","320","225","70.31","140","62.22","317","297","93.69","208","70.03","314","0","0.00","0","0.00"
"10921  :  โรงพยาบาลสนม","142","126","88.73","59","46.83","136","128","94.12","69","53.91","133","26","19.55","9","34.62","121","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","221","207","93.67","146","70.53","217","205","94.47","151","73.66","209","198","94.74","158","79.80","207","0","0.00","0","0.00"
"10923  :  โรงพยาบาลสังขะ","276","205","74.28","86","41.95","269","231","85.87","86","37.23","268","79","29.48","31","39.24","266","0","0.00","0","0.00"
"10924  :  โรงพยาบาลลำดวน","183","125","68.31","72","57.60","191","132","69.11","72","54.55","188","162","86.17","80","49.38","177","0","0.00","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","211","95","45.02","57","60.00","212","175","82.55","97","55.43","211","67","31.75","38","56.72","207","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","170","153","90.00","99","64.71","155","125","80.65","64","51.20","149","56","37.58","23","41.07","141","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","74","68","91.89","49","72.06","65","63","96.92","43","68.25","62","58","93.55","36","62.07","54","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","111","48","43.24","28","58.33","108","60","55.56","32","53.33","112","26","23.21","15","57.69","109","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","63","23","36.51","9","39.13","58","50","86.21","17","34.00","50","24","48.00","7","29.17","46","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","41","37","90.24","28","75.68","39","39","100.00","24","61.54","39","33","84.62","23","69.70","34","0","0.00","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","27","2","7.41","1","50.00","27","4","14.81","1","25.00","29","2","6.90","0","0.00","29","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","140","106","75.71","82","77.36","143","62","43.36","45","72.58","135","15","11.11","13","86.67","131","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","238","76","31.93","50","65.79","241","40","16.60","24","60.00","231","26","11.26","14","53.85","236","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","323","19","5.88","10","52.63","313","24","7.67","12","50.00","306","15","4.90","9","60.00","311","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","231","65","28.14","40","61.54","229","215","93.89","157","73.02","225","51","22.67","25","49.02","221","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","404","265","65.59","163","61.51","414","324","78.26","189","58.33","416","203","48.80","105","51.72","397","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","152","10","6.58","5","50.00","154","5","3.25","3","60.00","149","6","4.03","6","100.00","144","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","199","16","8.04","6","37.50","200","14","7.00","10","71.43","197","5","2.54","1","20.00","189","0","0.00","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","126","103","81.75","103","100.00","116","64","55.17","64","100.00","114","16","14.04","10","62.50","106","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","166","50","30.12","34","68.00","157","45","28.66","30","66.67","158","44","27.85","23","52.27","154","0","0.00","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","92","30","32.61","18","60.00","99","51","51.52","36","70.59","95","19","20.00","9","47.37","94","0","0.00","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","136","102","75.00","71","69.61","131","121","92.37","96","79.34","131","116","88.55","63","54.31","132","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","36","0","0.00","0","0.00","40","27","67.50","23","85.19","41","0","0.00","0","0.00","40","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","149","120","80.54","96","80.00","152","136","89.47","93","68.38","148","135","91.22","89","65.93","149","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","107","104","97.20","92","88.46","102","97","95.10","88","90.72","101","0","0.00","0","0.00","96","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","82","4","4.88","2","50.00","81","18","22.22","7","38.89","83","17","20.48","4","23.53","91","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","210","136","64.76","101","74.26","208","97","46.63","62","63.92","196","19","9.69","9","47.37","201","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","53","53","100.00","44","83.02","53","50","94.34","43","86.00","57","35","61.40","22","62.86","55","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","90","48","53.33","31","64.58","91","59","64.84","24","40.68","92","60","65.22","31","51.67","89","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","70","67","95.71","29","43.28","69","32","46.38","17","53.13","68","4","5.88","2","50.00","61","0","0.00","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","40","32","80.00","26","81.25","37","35","94.59","21","60.00","38","34","89.47","26","76.47","37","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","84","76","90.48","48","63.16","82","70","85.37","43","61.43","82","73","89.02","43","58.90","83","0","0.00","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","207","53","25.60","24","45.28","202","17","8.42","10","58.82","195","3","1.54","2","66.67","192","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","208","196","94.23","150","76.53","205","190","92.68","158","83.16","209","191","91.39","148","77.49","198","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","421","286","67.93","283","98.95","430","292","67.91","278","95.21","411","209","50.85","179","85.65","406","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","282","93","32.98","30","32.26","266","104","39.10","27","25.96","262","90","34.35","25","27.78","249","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","197","104","52.79","61","58.65","203","108","53.20","59","54.63","209","71","33.97","33","46.48","211","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","112","8","7.14","5","62.50","111","12","10.81","6","50.00","108","3","2.78","2","66.67","101","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","200","43","21.50","27","62.79","189","62","32.80","32","51.61","191","17","8.90","9","52.94","198","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","152","55","36.18","36","65.45","145","142","97.93","93","65.49","135","131","97.04","91","69.47","141","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","18","3","16.67","2","66.67","21","4","19.05","4","100.00","22","2","9.09","2","100.00","24","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","130","108","83.08","51","47.22","125","110","88.00","49","44.55","126","3","2.38","1","33.33","126","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","143","36","25.17","20","55.56","142","37","26.06","23","62.16","136","16","11.76","11","68.75","139","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","185","174","94.05","119","68.39","187","6","3.21","4","66.67","182","1","0.55","0","0.00","183","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","140","17","12.14","10","58.82","145","27","18.62","10","37.04","152","4","2.63","2","50.00","152","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","87","60","68.97","40","66.67","83","51","61.45","41","80.39","87","1","1.15","0","0.00","81","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","200","184","92.00","112","60.87","202","195","96.53","122","62.56","203","188","92.61","119","63.30","196","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","81","5","6.17","2","40.00","69","3","4.35","2","66.67","62","2","3.23","1","50.00","58","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","141","7","4.96","5","71.43","145","5","3.45","5","100.00","137","8","5.84","4","50.00","138","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","26","3","11.54","3","100.00","25","2","8.00","0","0.00","23","0","0.00","0","0.00","22","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","31","15","48.39","8","53.33","32","16","50.00","9","56.25","28","4","14.29","2","50.00","26","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","78","2","2.56","0","0.00","80","4","5.00","1","25.00","78","4","5.13","2","50.00","73","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","33","27","81.82","15","55.56","33","30","90.91","14","46.67","29","2","6.90","1","50.00","26","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","274","190","69.34","96","50.53","260","218","83.85","111","50.92","254","116","45.67","70","60.34","253","0","0.00","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","164","158","96.34","117","74.05","160","159","99.38","116","72.96","161","133","82.61","90","67.67","154","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","158","126","79.75","78","61.90","157","133","84.71","71","53.38","154","128","83.12","73","57.03","150","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","117","110","94.02","76","69.09","116","110","94.83","76","69.09","116","108","93.10","91","84.26","115","0","0.00","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","118","69","58.47","41","59.42","121","119","98.35","111","93.28","120","115","95.83","100","86.96","116","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","378","138","36.51","57","41.30","383","297","77.55","154","51.85","382","91","23.82","35","38.46","381","0","0.00","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","2","1","50.00","1","100.00","1","1","100.00","1","100.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","91","49","53.85","22","44.90","93","41","44.09","18","43.90","95","70","73.68","26","37.14","98","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","286","275","96.15","235","85.45","288","278","96.53","250","89.93","285","32","11.23","30","93.75","268","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","105","95","90.48","74","77.89","103","101","98.06","64","63.37","87","80","91.95","52","65.00","91","0","0.00","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","226","188","83.19","117","62.23","238","216","90.76","150","69.44","236","181","76.69","105","58.01","228","0","0.00","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","317","314","99.05","251","79.94","314","306","97.45","246","80.39","311","287","92.28","256","89.20","310","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","317","75","23.66","32","42.67","327","154","47.09","64","41.56","314","77","24.52","28","36.36","304","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","305","245","80.33","135","55.10","304","189","62.17","105","55.56","295","217","73.56","119","54.84","288","0","0.00","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","136","95","69.85","52","54.74","129","15","11.63","8","53.33","133","5","3.76","0","0.00","130","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","242","62","25.62","24","38.71","237","80","33.76","28","35.00","238","67","28.15","21","31.34","245","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","386","81","20.98","18","22.22","398","117","29.40","29","24.79","392","101","25.77","28","27.72","389","0","0.00","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","211","193","91.47","117","60.62","206","185","89.81","106","57.30","201","195","97.01","119","61.03","195","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","206","167","81.07","118","70.66","208","173","83.17","108","62.43","207","156","75.36","104","66.67","201","0","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","168","135","80.36","95","70.37","161","139","86.34","110","79.14","158","40","25.32","20","50.00","157","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","135","54","40.00","19","35.19","137","53","38.69","23","43.40","132","40","30.30","15","37.50","128","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","84","83","98.81","53","63.86","83","83","100.00","50","60.24","82","33","40.24","12","36.36","87","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","217","201","92.63","187","93.03","215","156","72.56","92","58.97","206","58","28.16","17","29.31","201","0","0.00","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","227","141","62.11","72","51.06","227","124","54.63","48","38.71","225","164","72.89","83","50.61","221","0","0.00","0","0.00"
