"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","393","3,420","8.70"
"10944  :  โรงพยาบาลศรีเมืองใหม่","69","629","9.12"
"10945  :  โรงพยาบาลโขงเจียม","27","256","9.48"
"10946  :  โรงพยาบาลเขื่องใน","3","32","10.67"
"10947  :  โรงพยาบาลเขมราฐ","70","634","9.06"
"10948  :  โรงพยาบาลนาจะหลวย","32","269","8.41"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","19","179","9.42"
"10951  :  โรงพยาบาลตระการพืชผล","75","710","9.47"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","7","70","10.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","18","160","8.89"
"10954  :  โรงพยาบาลวารินชำราบ","300","2,798","9.33"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","115","1,097","9.54"
"10957  :  โรงพยาบาลตาลสุม","1","9","9.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","19","190","10.00"
"10959  :  โรงพยาบาลสำโรง","44","393","8.93"
"10960  :  โรงพยาบาลดอนมดแดง","2","19","9.50"
"10961  :  โรงพยาบาลสิรินธร","20","193","9.65"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","6","73","12.17"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","4","43","10.75"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","184","1,584","8.61"
"10963  :  โรงพยาบาลทรายมูล","13","119","9.15"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","13","116","8.92"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","5","45","9.00"
"10968  :  โรงพยาบาลค้อวัง","2","20","10.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","287","2,534","8.83"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","409","3,462","8.46"
"10970  :  โรงพยาบาลบ้านเขว้า","39","377","9.67"
"10971  :  โรงพยาบาลคอนสวรรค์","46","412","8.96"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","50","438","8.76"
"10973  :  โรงพยาบาลหนองบัวแดง","319","2,625","8.23"
"10974  :  โรงพยาบาลจัตุรัส","234","2,019","8.63"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","192","1,588","8.27"
"10976  :  โรงพยาบาลหนองบัวระเหว","30","252","8.40"
"10977  :  โรงพยาบาลเทพสถิต","68","617","9.07"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","467","3,740","8.01"
"10979  :  โรงพยาบาลบ้านแท่น","7","54","7.71"
"10980  :  โรงพยาบาลแก้งคร้อ","252","2,129","8.45"
"10981  :  โรงพยาบาลคอนสาร","47","406","8.64"
"10982  :  โรงพยาบาลภักดีชุมพล","42","357","8.50"
"10983  :  โรงพยาบาลเนินสง่า","25","239","9.56"
"10703  :  โรงพยาบาลอำนาจเจริญ","288","2,404","8.35"
"10985  :  โรงพยาบาลชานุมาน","79","697","8.82"
"10986  :  โรงพยาบาลปทุมราชวงศา","5","44","8.80"
"10987  :  โรงพยาบาลพนา","2","13","6.50"
"10988  :  โรงพยาบาลเสนางคนิคม","3","30","10.00"
"10989  :  โรงพยาบาลหัวตะพาน","17","139","8.18"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","20","152","7.60"
"11041  :  โรงพยาบาลพรเจริญ","45","375","8.33"
"11043  :  โรงพยาบาลโซ่พิสัย","116","977","8.42"
"11046  :  โรงพยาบาลเซกา","320","2,679","8.37"
"11047  :  โรงพยาบาลปากคาด","53","479","9.04"
"11048  :  โรงพยาบาลบึงโขงหลง","123","1,095","8.90"
"11049  :  โรงพยาบาลศรีวิไล","22","224","10.18"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","282","2,376","8.43"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","5","55","11.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","61","537","8.80"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","915","7,435","8.13"
"10995  :  โรงพยาบาลบ้านฝาง","41","342","8.34"
"10996  :  โรงพยาบาลพระยืน","10","83","8.30"
"10997  :  โรงพยาบาลหนองเรือ","23","212","9.22"
"10998  :  โรงพยาบาลชุมแพ","231","2,044","8.85"
"10999  :  โรงพยาบาลสีชมพู","71","646","9.10"
"11000  :  โรงพยาบาลน้ำพอง","105","1,005","9.57"
"11001  :  โรงพยาบาลอุบลรัตน์","37","332","8.97"
"11002  :  โรงพยาบาลบ้านไผ่","143","1,233","8.62"
"11003  :  โรงพยาบาลเปือยน้อย","8","89","11.13"
"11004  :  โรงพยาบาลพล","464","4,256","9.17"
"11005  :  โรงพยาบาลแวงใหญ่","32","290","9.06"
"11006  :  โรงพยาบาลแวงน้อย","26","232","8.92"
"11007  :  โรงพยาบาลหนองสองห้อง","45","381","8.47"
"11008  :  โรงพยาบาลภูเวียง","12","122","10.17"
"11009  :  โรงพยาบาลมัญจาคีรี","58","484","8.34"
"11010  :  โรงพยาบาลชนบท","12","117","9.75"
"11011  :  โรงพยาบาลเขาสวนกวาง","73","568","7.78"
"11012  :  โรงพยาบาลภูผาม่าน","3","26","8.67"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","126","1,108","8.79"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","98","862","8.80"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","10","82","8.20"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","60","543","9.05"
"11013  :  โรงพยาบาลกุดจับ","12","109","9.08"
"11014  :  โรงพยาบาลหนองวัวซอ","64","575","8.98"
"11015  :  โรงพยาบาลกุมภวาปี","185","1,530","8.27"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","23","197","8.57"
"11018  :  โรงพยาบาลหนองหาน","155","1,453","9.37"
"11019  :  โรงพยาบาลทุ่งฝน","11","101","9.18"
"11020  :  โรงพยาบาลไชยวาน","20","172","8.60"
"11021  :  โรงพยาบาลศรีธาตุ","18","165","9.17"
"11022  :  โรงพยาบาลวังสามหมอ","21","200","9.52"
"11023  :  โรงพยาบาลบ้านผือ","276","2,412","8.74"
"11024  :  โรงพยาบาลน้ำโสม","65","584","8.98"
"11025  :  โรงพยาบาลเพ็ญ","137","1,292","9.43"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","3","27","9.00"
"11028  :  โรงพยาบาลนายูง","2","18","9.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","9","68","7.56"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","243","2,362","9.72"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","284","2,445","8.61"
"11030  :  โรงพยาบาลนาด้วง","34","288","8.47"
"11031  :  โรงพยาบาลเชียงคาน","18","145","8.06"
"11032  :  โรงพยาบาลปากชม","39","356","9.13"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","1","8","8.00"
"11035  :  โรงพยาบาลท่าลี่","3","30","10.00"
"11036  :  โรงพยาบาลวังสะพุง","24","224","9.33"
"11037  :  โรงพยาบาลภูกระดึง","92","820","8.91"
"11038  :  โรงพยาบาลภูหลวง","1","12","12.00"
"11039  :  โรงพยาบาลผาขาว","53","438","8.26"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","220","2,042","9.28"
"14133  :  โรงพยาบาลเอราวัณ","24","207","8.63"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","9","73","8.11"
"10706  :  โรงพยาบาลหนองคาย","404","3,512","8.69"
"11042  :  โรงพยาบาลโพนพิสัย","369","3,120","8.46"
"11044  :  โรงพยาบาลศรีเชียงใหม่","5","46","9.20"
"11045  :  โรงพยาบาลสังคม","12","102","8.50"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","214","1,804","8.43"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","2","23","11.50"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","212","1,846","8.71"
"11051  :  โรงพยาบาลแกดำ","9","80","8.89"
"11052  :  โรงพยาบาลโกสุมพิสัย","123","1,062","8.63"
"11053  :  โรงพยาบาลกันทรวิชัย","8","54","6.75"
"11054  :  โรงพยาบาลเชียงยืน","30","274","9.13"
"11055  :  โรงพยาบาลบรบือ","355","2,976","8.38"
"11056  :  โรงพยาบาลนาเชือก","52","479","9.21"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","530","4,441","8.38"
"11058  :  โรงพยาบาลวาปีปทุม","189","1,594","8.43"
"11059  :  โรงพยาบาลนาดูน","2","17","8.50"
"11060  :  โรงพยาบาลยางสีสุราช","1","9","9.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","492","4,234","8.61"
"11061  :  โรงพยาบาลเกษตรวิสัย","203","1,581","7.79"
"11062  :  โรงพยาบาลปทุมรัตต์","7","65","9.29"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","11","91","8.27"
"11064  :  โรงพยาบาลธวัชบุรี","12","105","8.75"
"11065  :  โรงพยาบาลพนมไพร","61","509","8.34"
"11066  :  โรงพยาบาลโพนทอง","380","3,216","8.46"
"11067  :  โรงพยาบาลโพธิ์ชัย","3","26","8.67"
"11068  :  โรงพยาบาลหนองพอก","20","174","8.70"
"11069  :  โรงพยาบาลเสลภูมิ","175","1,453","8.30"
"11070  :  โรงพยาบาลสุวรรณภูมิ","362","3,300","9.12"
"11071  :  โรงพยาบาลเมืองสรวง","2","20","10.00"
"11072  :  โรงพยาบาลโพนทราย","1","10","10.00"
"11073  :  โรงพยาบาลอาจสามารถ","13","134","10.31"
"11074  :  โรงพยาบาลเมยวดี","6","55","9.17"
"11075  :  โรงพยาบาลศรีสมเด็จ","5","50","10.00"
"11076  :  โรงพยาบาลจังหาร","8","62","7.75"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","1","9","9.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","303","2,574","8.50"
"11077  :  โรงพยาบาลนามน","41","421","10.27"
"11078  :  โรงพยาบาลกมลาไสย","73","646","8.85"
"11079  :  โรงพยาบาลร่องคำ","9","86","9.56"
"11080  :  โรงพยาบาลเขาวง","9","72","8.00"
"11081  :  โรงพยาบาลยางตลาด","167","1,503","9.00"
"11082  :  โรงพยาบาลห้วยเม็ก","2","15","7.50"
"11083  :  โรงพยาบาลสหัสขันธ์","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","40","315","7.88"
"11085  :  โรงพยาบาลท่าคันโท","23","190","8.26"
"11086  :  โรงพยาบาลหนองกุงศรี","64","562","8.78"
"11087  :  โรงพยาบาลสมเด็จ","153","1,357","8.87"
"11088  :  โรงพยาบาลห้วยผึ้ง","13","109","8.38"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","278","2,416","8.69"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","1","9","9.00"
"10710  :  โรงพยาบาลสกลนคร","18","151","8.39"
"11089  :  โรงพยาบาลกุสุมาลย์","59","531","9.00"
"11090  :  โรงพยาบาลกุดบาก","8","76","9.50"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","5","39","7.80"
"11092  :  โรงพยาบาลพังโคน","40","335","8.38"
"11093  :  โรงพยาบาลวาริชภูมิ","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","202","1,883","9.32"
"11096  :  โรงพยาบาลคำตากล้า","9","75","8.33"
"11097  :  โรงพยาบาลบ้านม่วง","96","923","9.61"
"11098  :  โรงพยาบาลอากาศอำนวย","5","53","10.60"
"11099  :  โรงพยาบาลส่องดาว","17","152","8.94"
"11100  :  โรงพยาบาลเต่างอย","33","282","8.55"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","7","57","8.14"
"11102  :  โรงพยาบาลเจริญศิลป์","34","284","8.35"
"11103  :  โรงพยาบาลโพนนาแก้ว","40","336","8.40"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","665","5,954","8.95"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","82","815","9.94"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","79","584","7.39"
"11104  :  โรงพยาบาลปลาปาก","25","240","9.60"
"11105  :  โรงพยาบาลท่าอุเทน","49","439","8.96"
"11106  :  โรงพยาบาลบ้านแพง","65","549","8.45"
"11107  :  โรงพยาบาลนาทม","10","88","8.80"
"11108  :  โรงพยาบาลเรณูนคร","6","47","7.83"
"11109  :  โรงพยาบาลนาแก","36","341","9.47"
"11110  :  โรงพยาบาลศรีสงคราม","188","1,597","8.49"
"11111  :  โรงพยาบาลนาหว้า","55","480","8.73"
"11112  :  โรงพยาบาลโพนสวรรค์","25","236","9.44"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","170","1,465","8.62"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","1","10","10.00"
"10712  :  โรงพยาบาลมุกดาหาร","337","3,065","9.09"
"11113  :  โรงพยาบาลนิคมคำสร้อย","23","178","7.74"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","12","112","9.33"
"11116  :  โรงพยาบาลคำชะอี","8","62","7.75"
"11117  :  โรงพยาบาลหว้านใหญ่","7","57","8.14"
"11118  :  โรงพยาบาลหนองสูง","7","55","7.86"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","228","2,202","9.66"
"11119  :  โรงพยาบาลจอมทอง","260","2,166","8.33"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","31","269","8.68"
"11121  :  โรงพยาบาลเชียงดาว","43","392","9.12"
"11122  :  โรงพยาบาลดอยสะเก็ด","42","342","8.14"
"11123  :  โรงพยาบาลแม่แตง","100","887","8.87"
"11124  :  โรงพยาบาลสะเมิง","3","21","7.00"
"11125  :  โรงพยาบาลฝาง","105","1,001","9.53"
"11126  :  โรงพยาบาลแม่อาย","68","628","9.24"
"11127  :  โรงพยาบาลพร้าว","24","209","8.71"
"11128  :  โรงพยาบาลสันป่าตอง","78","739","9.47"
"11129  :  โรงพยาบาลสันกำแพง","13","99","7.62"
"11130  :  โรงพยาบาลสันทราย","405","4,297","10.61"
"11131  :  โรงพยาบาลหางดง","33","294","8.91"
"11132  :  โรงพยาบาลฮอด","10","88","8.80"
"11133  :  โรงพยาบาลดอยเต่า","32","265","8.28"
"11134  :  โรงพยาบาลอมก๋อย","266","2,368","8.90"
"11135  :  โรงพยาบาลสารภี","73","699","9.58"
"11136  :  โรงพยาบาลเวียงแหง","47","416","8.85"
"11137  :  โรงพยาบาลไชยปราการ","46","439","9.54"
"11138  :  โรงพยาบาลแม่วาง","1","10","10.00"
"11139  :  โรงพยาบาลแม่ออน","16","164","10.25"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","8","81","10.13"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","31","248","8.00"
"10714  :  โรงพยาบาลลำพูน","165","1,448","8.78"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","39","313","8.03"
"11144  :  โรงพยาบาลป่าซาง","25","233","9.32"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","382","3,335","8.73"
"11146  :  โรงพยาบาลแม่เมาะ","3","25","8.33"
"11147  :  โรงพยาบาลเกาะคา","193","1,690","8.76"
"11148  :  โรงพยาบาลเสริมงาม","1","6","6.00"
"11149  :  โรงพยาบาลงาว","25","186","7.44"
"11150  :  โรงพยาบาลแจ้ห่ม","12","101","8.42"
"11151  :  โรงพยาบาลวังเหนือ","6","41","6.83"
"11152  :  โรงพยาบาลเถิน","206","1,645","7.99"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","0","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","2","16","8.00"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","10","81","8.10"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","311","2,776","8.93"
"11158  :  โรงพยาบาลตรอน","7","60","8.57"
"11159  :  โรงพยาบาลท่าปลา","31","257","8.29"
"11160  :  โรงพยาบาลน้ำปาด","19","152","8.00"
"11161  :  โรงพยาบาลฟากท่า","4","24","6.00"
"11162  :  โรงพยาบาลบ้านโคก","12","117","9.75"
"11163  :  โรงพยาบาลพิชัย","11","91","8.27"
"11164  :  โรงพยาบาลลับแล","7","66","9.43"
"11165  :  โรงพยาบาลทองแสนขัน","10","89","8.90"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","438","3,877","8.85"
"11166  :  โรงพยาบาลร้องกวาง","1","11","11.00"
"11167  :  โรงพยาบาลลอง","9","65","7.22"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","1","8","8.00"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","9","79","8.78"
"10716  :  โรงพยาบาลน่าน","204","1,761","8.63"
"11173  :  โรงพยาบาลแม่จริม","0","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","0","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","0","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","67","571","8.52"
"11178  :  โรงพยาบาลทุ่งช้าง","30","258","8.60"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","1","8","8.00"
"11181  :  โรงพยาบาลสันติสุข","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","12","116","9.67"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","161","1,442","8.96"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","1","6","6.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","354","3,160","8.93"
"10718  :  โรงพยาบาลเชียงคำ","266","2,258","8.49"
"11184  :  โรงพยาบาลจุน","4","31","7.75"
"11185  :  โรงพยาบาลเชียงม่วน","1","8","8.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00"
"11187  :  โรงพยาบาลปง","12","102","8.50"
"11188  :  โรงพยาบาลแม่ใจ","9","90","10.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","856","7,624","8.91"
"11189  :  โรงพยาบาลเทิง","16","143","8.94"
"11190  :  โรงพยาบาลพาน","126","1,035","8.21"
"11191  :  โรงพยาบาลป่าแดด","9","66","7.33"
"11192  :  โรงพยาบาลแม่จัน","252","2,059","8.17"
"11193  :  โรงพยาบาลเชียงแสน","76","697","9.17"
"11194  :  โรงพยาบาลแม่สาย","154","1,333","8.66"
"11195  :  โรงพยาบาลแม่สรวย","213","1,819","8.54"
"11196  :  โรงพยาบาลเวียงป่าเป้า","105","991","9.44"
"11197  :  โรงพยาบาลพญาเม็งราย","55","457","8.31"
"11198  :  โรงพยาบาลเวียงแก่น","144","1,218","8.46"
"11199  :  โรงพยาบาลขุนตาล","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","19","180","9.47"
"11201  :  โรงพยาบาลแม่ลาว","17","139","8.18"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","160","1,320","8.25"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","24","190","7.92"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","1","9","9.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","234","1,932","8.26"
"11203  :  โรงพยาบาลขุนยวม","34","293","8.62"
"11204  :  โรงพยาบาลปาย","172","1,506","8.76"
"11205  :  โรงพยาบาลแม่สะเรียง","423","3,618","8.55"
"11206  :  โรงพยาบาลแม่ลาน้อย","39","356","9.13"
"11207  :  โรงพยาบาลสบเมย","27","231","8.56"
"11208  :  โรงพยาบาลปางมะผ้า","60","524","8.73"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","479","3,939","8.22"
