"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"10867  :  โรงพยาบาลตาพระยา","0","94","0.00","50","53.19","0","136","0.00","68","50.00","0","129","0.00","73","56.59","0","135","0.00","79","58.52"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","359","0.00","182","50.70","0","508","0.00","325","63.98","0","378","0.00","230","60.85","0","383","0.00","280","73.11"
"10869  :  โรงพยาบาลวัฒนานคร","0","417","0.00","179","42.93","0","398","0.00","184","46.23","0","363","0.00","176","48.48","0","249","0.00","137","55.02"
"10870  :  โรงพยาบาลอรัญประเทศ","0","202","0.00","125","61.88","0","199","0.00","117","58.79","0","179","0.00","108","60.34","0","105","0.00","49","46.67"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","89","0.00","47","52.81","0","101","0.00","60","59.41","0","95","0.00","30","31.58","0","61","0.00","26","42.62"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","226","0.00","128","56.64","0","230","0.00","117","50.87","0","192","0.00","109","56.77","0","155","0.00","89","57.42"
"10872  :  โรงพยาบาลเสิงสาง","0","274","0.00","176","64.23","0","267","0.00","152","56.93","0","230","0.00","151","65.65","0","212","0.00","120","56.60"
"10873  :  โรงพยาบาลคง","0","209","0.00","100","47.85","0","179","0.00","98","54.75","0","203","0.00","117","57.64","0","183","0.00","101","55.19"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","124","0.00","76","61.29","0","123","0.00","59","47.97","0","114","0.00","71","62.28","0","113","0.00","69","61.06"
"10875  :  โรงพยาบาลจักราช","0","217","0.00","127","58.53","0","234","0.00","112","47.86","0","139","0.00","76","54.68","0","166","0.00","94","56.63"
"10876  :  โรงพยาบาลโชคชัย","0","279","0.00","153","54.84","0","281","0.00","172","61.21","0","254","0.00","150","59.06","0","222","0.00","142","63.96"
"10877  :  โรงพยาบาลด่านขุนทด","0","227","0.00","158","69.60","0","174","0.00","69","39.66","0","178","0.00","130","73.03","0","180","0.00","79","43.89"
"10878  :  โรงพยาบาลโนนไทย","0","196","0.00","108","55.10","0","151","0.00","86","56.95","0","110","0.00","63","57.27","0","139","0.00","72","51.80"
"10879  :  โรงพยาบาลโนนสูง","0","183","0.00","108","59.02","0","188","0.00","107","56.91","0","174","0.00","100","57.47","0","163","0.00","101","61.96"
"10880  :  โรงพยาบาลขามสะแกแสง","0","296","0.00","127","42.91","0","288","0.00","143","49.65","0","257","0.00","139","54.09","0","235","0.00","130","55.32"
"10881  :  โรงพยาบาลบัวใหญ่","0","154","0.00","76","49.35","0","169","0.00","89","52.66","0","153","0.00","79","51.63","0","142","0.00","90","63.38"
"10882  :  โรงพยาบาลประทาย","0","199","0.00","115","57.79","0","192","0.00","118","61.46","0","162","0.00","67","41.36","0","163","0.00","128","78.53"
"10883  :  โรงพยาบาลปักธงชัย","0","126","0.00","64","50.79","0","76","0.00","37","48.68","0","116","0.00","60","51.72","0","79","0.00","43","54.43"
"10884  :  โรงพยาบาลพิมาย","0","173","0.00","112","64.74","0","150","0.00","89","59.33","0","150","0.00","87","58.00","0","94","0.00","57","60.64"
"10885  :  โรงพยาบาลห้วยแถลง","0","231","0.00","134","58.01","0","203","0.00","104","51.23","0","190","0.00","111","58.42","0","148","0.00","89","60.14"
"10886  :  โรงพยาบาลชุมพวง","0","299","0.00","190","63.55","0","292","0.00","176","60.27","0","262","0.00","174","66.41","0","232","0.00","170","73.28"
"10887  :  โรงพยาบาลสูงเนิน","0","422","0.00","177","41.94","0","512","0.00","297","58.01","0","436","0.00","259","59.40","0","345","0.00","138","40.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","117","0.00","55","47.01","0","100","0.00","46","46.00","0","112","0.00","59","52.68","0","94","0.00","50","53.19"
"10889  :  โรงพยาบาลสีคิ้ว","0","396","0.00","208","52.53","0","402","0.00","148","36.82","0","323","0.00","146","45.20","0","287","0.00","144","50.17"
"10890  :  โรงพยาบาลปากช่องนานา","0","136","0.00","72","52.94","0","130","0.00","74","56.92","0","117","0.00","59","50.43","0","88","0.00","52","59.09"
"10891  :  โรงพยาบาลหนองบุญมาก","0","151","0.00","114","75.50","0","148","0.00","110","74.32","0","132","0.00","84","63.64","0","68","0.00","33","48.53"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","130","0.00","67","51.54","0","184","0.00","105","57.07","0","176","0.00","98","55.68","0","172","0.00","110","63.95"
"10893  :  โรงพยาบาลโนนแดง","0","123","0.00","81","65.85","0","191","0.00","83","43.46","0","133","0.00","81","60.90","0","125","0.00","59","47.20"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","89","0.00","51","57.30","0","65","0.00","29","44.62","0","84","0.00","58","69.05","0","46","0.00","16","34.78"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","52","0.00","30","57.69","0","60","0.00","28","46.67","0","35","0.00","22","62.86","0","39","0.00","31","79.49"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","149","0.00","85","57.05","0","153","0.00","145","94.77","0","134","0.00","125","93.28","0","55","0.00","25","45.45"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","183","0.00","75","40.98","0","76","0.00","31","40.79","0","173","0.00","77","44.51","0","62","0.00","34","54.84"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","68","0.00","34","50.00","0","51","0.00","22","43.14","0","45","0.00","22","48.89","0","81","0.00","40","49.38"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","12","0.00","7","58.33","0","30","0.00","13","43.33","0","5","0.00","3","60.00","0","3","0.00","1","33.33"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","76","0.00","44","57.89","0","55","0.00","27","49.09","0","49","0.00","23","46.94","0","51","0.00","27","52.94"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","192","0.00","108","56.25","0","134","0.00","66","49.25","0","113","0.00","61","53.98","0","159","0.00","79","49.69"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","114","0.00","70","61.40","0","114","0.00","56","49.12","0","105","0.00","59","56.19","0","99","0.00","73","73.74"
"27839  :  โรงพยาบาลบัวลาย","0","87","0.00","41","47.13","0","80","0.00","54","67.50","0","81","0.00","37","45.68","0","64","0.00","33","51.56"
"27840  :  โรงพยาบาลสีดา","0","68","0.00","38","55.88","0","68","0.00","59","86.76","0","64","0.00","34","53.13","0","48","0.00","26","54.17"
"27841  :  โรงพยาบาลเทพารักษ์","0","100","0.00","25","25.00","0","118","0.00","41","34.75","0","148","0.00","73","49.32","0","90","0.00","29","32.22"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","363","0.00","217","59.78","0","369","0.00","220","59.62","0","288","0.00","145","50.35","0","186","0.00","93","50.00"
"10896  :  โรงพยาบาลกระสัง","0","268","0.00","197","73.51","0","277","0.00","222","80.14","0","231","0.00","136","58.87","0","195","0.00","127","65.13"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","134","0.00","76","56.72","0","186","0.00","108","58.06","0","113","0.00","74","65.49","0","186","0.00","93","50.00"
"10899  :  โรงพยาบาลละหานทราย","0","204","0.00","115","56.37","0","188","0.00","123","65.43","0","135","0.00","78","57.78","0","112","0.00","60","53.57"
"10900  :  โรงพยาบาลประโคนชัย","0","328","0.00","191","58.23","0","334","0.00","223","66.77","0","300","0.00","203","67.67","0","265","0.00","199","75.09"
"10901  :  โรงพยาบาลบ้านกรวด","0","337","0.00","284","84.27","0","348","0.00","263","75.57","0","259","0.00","146","56.37","0","273","0.00","149","54.58"
"10902  :  โรงพยาบาลพุทไธสง","0","213","0.00","115","53.99","0","214","0.00","133","62.15","0","192","0.00","107","55.73","0","170","0.00","89","52.35"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","302","0.00","184","60.93","0","282","0.00","149","52.84","0","194","0.00","116","59.79","0","197","0.00","97","49.24"
"10906  :  โรงพยาบาลปะคำ","0","88","0.00","51","57.95","0","107","0.00","87","81.31","0","65","0.00","44","67.69","0","57","0.00","39","68.42"
"10907  :  โรงพยาบาลนาโพธิ์","0","125","0.00","89","71.20","0","125","0.00","76","60.80","0","107","0.00","67","62.62","0","89","0.00","51","57.30"
"10908  :  โรงพยาบาลหนองหงส์","0","148","0.00","99","66.89","0","146","0.00","100","68.49","0","124","0.00","93","75.00","0","102","0.00","78","76.47"
"10909  :  โรงพยาบาลพลับพลาชัย","0","292","0.00","209","71.58","0","265","0.00","175","66.04","0","246","0.00","136","55.28","0","212","0.00","148","69.81"
"10910  :  โรงพยาบาลห้วยราช","0","82","0.00","56","68.29","0","92","0.00","56","60.87","0","79","0.00","49","62.03","0","47","0.00","23","48.94"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","191","0.00","151","79.06","0","114","0.00","56","49.12","0","164","0.00","118","71.95","0","148","0.00","105","70.95"
"10912  :  โรงพยาบาลชำนิ","0","94","0.00","29","30.85","0","107","0.00","68","63.55","0","67","0.00","29","43.28","0","77","0.00","35","45.45"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","103","0.00","83","80.58","0","103","0.00","54","52.43","0","92","0.00","70","76.09","0","73","0.00","43","58.90"
"10914  :  โรงพยาบาลโนนดินแดง","0","146","0.00","84","57.53","0","230","0.00","165","71.74","0","177","0.00","108","61.02","0","165","0.00","100","60.61"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","124","0.00","74","59.68","0","35","0.00","22","62.86","0","88","0.00","55","62.50","0","42","0.00","21","50.00"
"23578  :  โรงพยาบาลแคนดง","0","187","0.00","142","75.94","0","200","0.00","83","41.50","0","165","0.00","101","61.21","0","158","0.00","80","50.63"
"28020  :  โรงพยาบาลบ้านด่าน","0","199","0.00","135","67.84","0","177","0.00","129","72.88","0","186","0.00","120","64.52","0","164","0.00","107","65.24"
"10668  :  โรงพยาบาลสุรินทร์","0","3","0.00","3","100.00","0","1","0.00","0","0.00","0","1","0.00","1","100.00","0","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","197","0.00","116","58.88","0","195","0.00","116","59.49","0","164","0.00","98","59.76","0","165","0.00","94","56.97"
"10916  :  โรงพยาบาลท่าตูม","0","414","0.00","299","72.22","0","431","0.00","239","55.45","0","386","0.00","277","71.76","0","347","0.00","251","72.33"
"10917  :  โรงพยาบาลจอมพระ","0","241","0.00","142","58.92","0","259","0.00","161","62.16","0","240","0.00","155","64.58","0","221","0.00","125","56.56"
"10918  :  โรงพยาบาลปราสาท","0","268","0.00","154","57.46","0","269","0.00","152","56.51","0","248","0.00","148","59.68","0","258","0.00","146","56.59"
"10919  :  โรงพยาบาลกาบเชิง","0","147","0.00","77","52.38","0","137","0.00","69","50.36","0","101","0.00","54","53.47","0","102","0.00","59","57.84"
"10920  :  โรงพยาบาลรัตนบุรี","0","269","0.00","190","70.63","0","255","0.00","168","65.88","0","241","0.00","137","56.85","0","196","0.00","128","65.31"
"10921  :  โรงพยาบาลสนม","0","169","0.00","91","53.85","0","163","0.00","93","57.06","0","138","0.00","69","50.00","0","101","0.00","58","57.43"
"10922  :  โรงพยาบาลศีขรภูมิ","0","283","0.00","188","66.43","0","296","0.00","209","70.61","0","279","0.00","169","60.57","0","235","0.00","133","56.60"
"10923  :  โรงพยาบาลสังขะ","0","34","0.00","10","29.41","0","202","0.00","83","41.09","0","45","0.00","26","57.78","0","78","0.00","35","44.87"
"10924  :  โรงพยาบาลลำดวน","0","206","0.00","114","55.34","0","215","0.00","117","54.42","0","186","0.00","113","60.75","0","176","0.00","100","56.82"
"10925  :  โรงพยาบาลสำโรงทาบ","0","128","0.00","71","55.47","0","185","0.00","118","63.78","0","141","0.00","91","64.54","0","129","0.00","87","67.44"
"10926  :  โรงพยาบาลบัวเชด","0","245","0.00","133","54.29","0","244","0.00","143","58.61","0","195","0.00","115","58.97","0","195","0.00","121","62.05"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","110","0.00","67","60.91","0","111","0.00","56","50.45","0","105","0.00","65","61.90","0","93","0.00","55","59.14"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","87","0.00","46","52.87","0","77","0.00","30","38.96","0","64","0.00","34","53.13","0","59","0.00","28","47.46"
"27843  :  โรงพยาบาลศรีณรงค์","0","58","0.00","42","72.41","0","44","0.00","17","38.64","0","42","0.00","27","64.29","0","18","0.00","10","55.56"
"27844  :  โรงพยาบาลโนนนารายณ์","0","59","0.00","55","93.22","0","59","0.00","50","84.75","0","48","0.00","25","52.08","0","48","0.00","32","66.67"
"10700  :  โรงพยาบาลศรีสะเกษ","0","33","0.00","20","60.61","0","15","0.00","8","53.33","0","12","0.00","8","66.67","0","17","0.00","10","58.82"
"10927  :  โรงพยาบาลยางชุมน้อย","0","173","0.00","162","93.64","0","28","0.00","20","71.43","0","46","0.00","32","69.57","0","22","0.00","18","81.82"
"10928  :  โรงพยาบาลกันทรารมย์","0","237","0.00","183","77.22","0","235","0.00","159","67.66","0","132","0.00","84","63.64","0","98","0.00","54","55.10"
"10929  :  โรงพยาบาลกันทรลักษ์","0","42","0.00","24","57.14","0","34","0.00","16","47.06","0","37","0.00","18","48.65","0","51","0.00","21","41.18"
"10930  :  โรงพยาบาลขุขันธ์","0","135","0.00","68","50.37","0","294","0.00","190","64.63","0","263","0.00","170","64.64","0","225","0.00","70","31.11"
"10931  :  โรงพยาบาลไพรบึง","0","348","0.00","199","57.18","0","265","0.00","151","56.98","0","273","0.00","157","57.51","0","248","0.00","139","56.05"
"10932  :  โรงพยาบาลปรางค์กู่","0","119","0.00","63","52.94","0","66","0.00","32","48.48","0","122","0.00","66","54.10","0","16","0.00","12","75.00"
"10933  :  โรงพยาบาลขุนหาญ","0","52","0.00","31","59.62","0","20","0.00","14","70.00","0","89","0.00","41","46.07","0","22","0.00","12","54.55"
"10934  :  โรงพยาบาลราษีไศล","0","128","0.00","73","57.03","0","23","0.00","12","52.17","0","23","0.00","15","65.22","0","17","0.00","13","76.47"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","117","0.00","58","49.57","0","163","0.00","80","49.08","0","139","0.00","77","55.40","0","98","0.00","60","61.22"
"10936  :  โรงพยาบาลบึงบูรพ์","0","70","0.00","47","67.14","0","40","0.00","28","70.00","0","33","0.00","23","69.70","0","42","0.00","30","71.43"
"10937  :  โรงพยาบาลห้วยทับทัน","0","143","0.00","91","63.64","0","146","0.00","87","59.59","0","133","0.00","99","74.44","0","121","0.00","75","61.98"
"10938  :  โรงพยาบาลโนนคูณ","0","56","0.00","36","64.29","0","0","0.00","0","0.00","0","1","0.00","1","100.00","0","8","0.00","4","50.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","97","0.00","70","72.16","0","111","0.00","84","75.68","0","102","0.00","72","70.59","0","84","0.00","50","59.52"
"10940  :  โรงพยาบาลวังหิน","0","102","0.00","77","75.49","0","88","0.00","73","82.95","0","84","0.00","63","75.00","0","69","0.00","50","72.46"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","22","0.00","12","54.55","0","65","0.00","42","64.62","0","19","0.00","13","68.42","0","19","0.00","12","63.16"
"10942  :  โรงพยาบาลภูสิงห์","0","204","0.00","128","62.75","0","176","0.00","100","56.82","0","181","0.00","109","60.22","0","142","0.00","87","61.27"
"10943  :  โรงพยาบาลเมืองจันทร์","0","49","0.00","31","63.27","0","13","0.00","7","53.85","0","22","0.00","15","68.18","0","18","0.00","9","50.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","128","0.00","110","85.94","0","117","0.00","104","88.89","0","11","0.00","6","54.55","0","41","0.00","8","19.51"
"28014  :  โรงพยาบาลพยุห์","0","32","0.00","22","68.75","0","52","0.00","20","38.46","0","41","0.00","17","41.46","0","55","0.00","20","36.36"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","40","0.00","33","82.50","0","36","0.00","29","80.56","0","38","0.00","30","78.95","0","35","0.00","32","91.43"
"28016  :  โรงพยาบาลศิลาลาด","0","85","0.00","56","65.88","0","94","0.00","68","72.34","0","85","0.00","62","72.94","0","8","0.00","7","87.50"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","1","0.00","0","0.00","0","14","0.00","7","50.00","0","2","0.00","1","50.00","0","7","0.00","4","57.14"
"10945  :  โรงพยาบาลโขงเจียม","0","22","0.00","14","63.64","0","21","0.00","11","52.38","0","16","0.00","13","81.25","0","57","0.00","34","59.65"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","301","0.00","246","81.73","0","290","0.00","199","68.62","0","266","0.00","176","66.17","0","310","0.00","242","78.06"
"10948  :  โรงพยาบาลนาจะหลวย","0","279","0.00","177","63.44","0","197","0.00","81","41.12","0","205","0.00","95","46.34","0","161","0.00","79","49.07"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","137","0.00","74","54.01","0","211","0.00","136","64.45","0","116","0.00","61","52.59","0","171","0.00","103","60.23"
"10951  :  โรงพยาบาลตระการพืชผล","0","6","0.00","2","33.33","0","13","0.00","8","61.54","0","2","0.00","2","100.00","0","3","0.00","3","100.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","56","0.00","40","71.43","0","67","0.00","49","73.13","0","52","0.00","39","75.00","0","42","0.00","31","73.81"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","154","0.00","104","67.53","0","150","0.00","97","64.67","0","143","0.00","100","69.93","0","99","0.00","59","59.60"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","8","0.00","5","62.50","0","3","0.00","3","100.00","0","2","0.00","1","50.00","0","2","0.00","1","50.00"
"10957  :  โรงพยาบาลตาลสุม","0","31","0.00","13","41.94","0","41","0.00","17","41.46","0","16","0.00","8","50.00","0","33","0.00","16","48.48"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","161","0.00","119","73.91","0","165","0.00","130","78.79","0","144","0.00","106","73.61","0","133","0.00","111","83.46"
"10959  :  โรงพยาบาลสำโรง","0","117","0.00","94","80.34","0","120","0.00","111","92.50","0","66","0.00","62","93.94","0","104","0.00","76","73.08"
"10960  :  โรงพยาบาลดอนมดแดง","0","113","0.00","68","60.18","0","117","0.00","84","71.79","0","114","0.00","84","73.68","0","108","0.00","95","87.96"
"10961  :  โรงพยาบาลสิรินธร","0","111","0.00","66","59.46","0","118","0.00","72","61.02","0","102","0.00","73","71.57","0","100","0.00","71","71.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","106","0.00","75","70.75","0","95","0.00","65","68.42","0","89","0.00","56","62.92","0","74","0.00","51","68.92"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","73","0.00","44","60.27","0","73","0.00","33","45.21","0","73","0.00","34","46.58","0","80","0.00","50","62.50"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","24","0.00","11","45.83","0","18","0.00","15","83.33","0","20","0.00","16","80.00","0","6","0.00","5","83.33"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","36","0.00","12","33.33","0","32","0.00","15","46.88","0","35","0.00","21","60.00","0","17","0.00","9","52.94"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","269","0.00","155","57.62","0","276","0.00","159","57.61","0","251","0.00","141","56.18","0","207","0.00","109","52.66"
"10966  :  โรงพยาบาลป่าติ้ว","0","108","0.00","56","51.85","0","91","0.00","49","53.85","0","88","0.00","52","59.09","0","101","0.00","58","57.43"
"10967  :  โรงพยาบาลมหาชนะชัย","0","174","0.00","84","48.28","0","176","0.00","97","55.11","0","162","0.00","102","62.96","0","155","0.00","94","60.65"
"10968  :  โรงพยาบาลค้อวัง","0","109","0.00","85","77.98","0","112","0.00","77","68.75","0","94","0.00","66","70.21","0","89","0.00","56","62.92"
"10969  :  โรงพยาบาลไทยเจริญ","0","104","0.00","63","60.58","0","94","0.00","46","48.94","0","92","0.00","56","60.87","0","78","0.00","41","52.56"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","256","0.00","140","54.69","0","222","0.00","122","54.95","0","231","0.00","113","48.92","0","202","0.00","108","53.47"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00"
"04007  :  โรงพยาบาลซับใหญ่","0","69","0.00","31","44.93","0","114","0.00","54","47.37","0","79","0.00","35","44.30","0","55","0.00","25","45.45"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","0","270","0.00","157","58.15","0","268","0.00","138","51.49","0","234","0.00","143","61.11","0","224","0.00","139","62.05"
"10971  :  โรงพยาบาลคอนสวรรค์","0","148","0.00","92","62.16","0","146","0.00","93","63.70","0","136","0.00","92","67.65","0","130","0.00","83","63.85"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","163","0.00","103","63.19","0","202","0.00","160","79.21","0","106","0.00","54","50.94","0","115","0.00","55","47.83"
"10973  :  โรงพยาบาลหนองบัวแดง","0","286","0.00","129","45.10","0","395","0.00","200","50.63","0","243","0.00","109","44.86","0","363","0.00","195","53.72"
"10974  :  โรงพยาบาลจัตุรัส","0","243","0.00","147","60.49","0","192","0.00","97","50.52","0","201","0.00","98","48.76","0","158","0.00","92","58.23"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","312","0.00","208","66.67","0","294","0.00","174","59.18","0","275","0.00","174","63.27","0","231","0.00","142","61.47"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","19","0.00","15","78.95","0","31","0.00","18","58.06","0","25","0.00","13","52.00","0","27","0.00","14","51.85"
"10977  :  โรงพยาบาลเทพสถิต","0","184","0.00","100","54.35","0","180","0.00","106","58.89","0","114","0.00","70","61.40","0","166","0.00","94","56.63"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","271","0.00","107","39.48","0","269","0.00","146","54.28","0","145","0.00","66","45.52","0","196","0.00","80","40.82"
"10979  :  โรงพยาบาลบ้านแท่น","0","239","0.00","159","66.53","0","241","0.00","147","61.00","0","202","0.00","125","61.88","0","178","0.00","109","61.24"
