"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,517","0","0.00","1,032","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","808","2","0.25","216","1","0.46"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,964","0","0.00","163","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","167","0","0.00","52","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","231","0","0.00","75","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,084","1","0.05","979","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","3,079","1","0.03","901","1","0.11"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","2,943","8","0.27","562","4","0.71"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,692","1","0.06","357","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","1,328","0","0.00","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","1,346","2","0.15","979","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1,156","0","0.00","519","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","8,214","1,187","14.45","3,785","2","0.05"
"10896  :  โรงพยาบาลกระสัง","3,803","7","0.18","1,103","2","0.18"
"10897  :  โรงพยาบาลนางรอง","5,691","16","0.28","2,199","1","0.05"
"10898  :  โรงพยาบาลหนองกี่","4,931","656","13.30","3,428","2","0.06"
"10899  :  โรงพยาบาลละหานทราย","5,019","1","0.02","2,869","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","6,056","135","2.23","2,455","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","5,412","1","0.02","3,201","2","0.06"
"10902  :  โรงพยาบาลพุทไธสง","2,848","1,542","54.14","1,590","5","0.31"
"10904  :  โรงพยาบาลลำปลายมาศ","8,886","1","0.01","5,247","1","0.02"
"10905  :  โรงพยาบาลสตึก","7,747","5","0.06","4,381","3","0.07"
"10906  :  โรงพยาบาลปะคำ","2,677","346","12.92","2,047","7","0.34"
"10907  :  โรงพยาบาลนาโพธิ์","1,506","1","0.07","780","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","3,319","663","19.98","2,726","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","2,278","60","2.63","1,989","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","1,239","0","0.00","1,071","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,051","1","0.05","871","0","0.00"
"10912  :  โรงพยาบาลชำนิ","1,425","1","0.07","742","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,272","1","0.08","1,374","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","1,823","4","0.22","1,026","1","0.10"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,189","2","0.09","1,715","1","0.06"
"23578  :  โรงพยาบาลแคนดง","1,901","622","32.72","712","5","0.70"
"28020  :  โรงพยาบาลบ้านด่าน","2,080","2","0.10","1,772","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","15,160","19","0.13","6,697","7","0.10"
"10915  :  โรงพยาบาลชุมพลบุรี","4,026","89","2.21","2,886","1","0.03"
"10916  :  โรงพยาบาลท่าตูม","5,976","366","6.12","4,364","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","4,169","1,129","27.08","739","0","0.00"
"10918  :  โรงพยาบาลปราสาท","7,578","4","0.05","3,056","2","0.07"
"10919  :  โรงพยาบาลกาบเชิง","2,908","0","0.00","1,160","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","5,372","7","0.13","3,174","2","0.06"
"10921  :  โรงพยาบาลสนม","2,878","84","2.92","801","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","8,251","1,730","20.97","3,058","0","0.00"
"10923  :  โรงพยาบาลสังขะ","8,780","574","6.54","2,855","134","4.69"
"10924  :  โรงพยาบาลลำดวน","655","523","79.85","17","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","2,269","391","17.23","677","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","3,533","3","0.08","1,983","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","136","0","0.00","52","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,823","3","0.11","1,585","2","0.13"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,285","165","7.22","1,594","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","2,968","269","9.06","1,812","1","0.06"
"27844  :  โรงพยาบาลโนนนารายณ์","1,463","193","13.19","623","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","138","0","0.00","39","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","451","416","92.24","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","45","1","2.22","46","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","13","1","7.69","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","8,699","74","0.85","2,780","23","0.83"
"10931  :  โรงพยาบาลไพรบึง","615","431","70.08","7","1","14.29"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0.00","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","994","976","98.19","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","3,593","0","0.00","32","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","273","0","0.00","2","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","319","293","91.85","53","32","60.38"
"10937  :  โรงพยาบาลห้วยทับทัน","689","1","0.15","13","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","182","177","97.25","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","543","171","31.49","1,183","1","0.08"
"10940  :  โรงพยาบาลวังหิน","368","322","87.50","20","11","55.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","165","163","98.79","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","700","637","91.00","35","1","2.86"
"10943  :  โรงพยาบาลเมืองจันทร์","20","18","90.00","3","1","33.33"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1,341","216","16.11","673","1","0.15"
"28014  :  โรงพยาบาลพยุห์","162","149","91.98","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","92","72","78.26","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","251","229","91.24","8","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","574","0","0.00","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","2,690","2","0.07","1,104","1","0.09"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","5","0","0.00","4","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","96","95","98.96","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","324","0","0.00","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,680","0","0.00","3","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","1","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","915","0","0.00","1","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","3","0","0.00","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","1","0","0.00","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","663","0","0.00","3","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0.00","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","6","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","252","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","620","4","0.65","264","2","0.76"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","2,369","0","0.00","1,756","0","0.00"
"24032  :  โรงพยาบาลนาตาล","98","91","92.86","1","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","289","244","84.43","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","6,348","5","0.08","372","1","0.27"
"10963  :  โรงพยาบาลทรายมูล","1,157","0","0.00","773","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","2,732","3","0.11","636","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,983","2","0.07","1,048","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","1,574","134","8.51","1,060","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1,895","1","0.05","1,064","1","0.09"
"10968  :  โรงพยาบาลค้อวัง","1,756","484","27.56","996","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","1,152","393","34.11","531","1","0.19"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","4,306","3","0.07","2,018","2","0.10"
"11921  :  โรงพยาบาลนายแพทย์หาญ","16","0","0.00","4","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","924","0","0.00","979","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","4,647","8","0.17","1,572","3","0.19"
"10970  :  โรงพยาบาลบ้านเขว้า","584","0","0.00","0","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","3,001","0","0.00","2,365","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","5,229","8","0.15","3,035","1","0.03"
"10973  :  โรงพยาบาลหนองบัวแดง","4,081","333","8.16","1,544","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","3,777","0","0.00","2,977","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,871","1","0.05","812","1","0.12"
"10976  :  โรงพยาบาลหนองบัวระเหว","3","0","0.00","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","2,521","1,197","47.48","1,362","2","0.15"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","2,646","8","0.30","1,281","2","0.16"
"10979  :  โรงพยาบาลบ้านแท่น","2,527","883","34.94","1,889","2","0.11"
"10980  :  โรงพยาบาลแก้งคร้อ","5,473","5","0.09","1,417","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","3,359","2","0.06","2,022","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","1,794","3","0.17","871","2","0.23"
"10983  :  โรงพยาบาลเนินสง่า","2,599","262","10.08","1,207","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","6,052","7","0.12","2,489","2","0.08"
"10985  :  โรงพยาบาลชานุมาน","2,215","145","6.55","918","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,832","0","0.00","1,222","1","0.08"
"10987  :  โรงพยาบาลพนา","1,176","487","41.41","774","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","1,949","1","0.05","979","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","2,369","576","24.31","1,150","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","2,190","5","0.23","1,661","1","0.06"
"11040  :  โรงพยาบาลบึงกาฬ","5,230","7","0.13","1,349","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","2,280","2","0.09","983","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","3,509","0","0.00","1,101","0","0.00"
"11046  :  โรงพยาบาลเซกา","3,843","4","0.10","1,035","0","0.00"
"11047  :  โรงพยาบาลปากคาด","2,832","0","0.00","1,099","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","1,316","0","0.00","520","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,616","3","0.11","1,263","1","0.08"
"11050  :  โรงพยาบาลบุ่งคล้า","1,077","1","0.09","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","2,597","0","0.00","1,967","0","0.00"
"10991  :  โรงพยาบาลนากลาง","3,653","1","0.03","1,739","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","2,844","2","0.07","1,860","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","3,883","2","0.05","1,250","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","1,569","2","0.13","348","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","1,838","0","0.00","665","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","2","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","173","0","0.00","414","1","0.24"
"10997  :  โรงพยาบาลหนองเรือ","5,560","0","0.00","529","1","0.19"
"10998  :  โรงพยาบาลชุมแพ","1,935","2","0.10","404","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","4,521","1","0.02","3,012","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","579","535","92.40","0","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","1,443","761","52.74","1,167","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","1","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","1,197","1","0.08","566","2","0.35"
"11004  :  โรงพยาบาลพล","3,692","2","0.05","560","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1,841","0","0.00","701","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","1,840","777","42.23","1,018","46","4.52"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","4,066","1","0.02","1,521","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","2,759","4","0.14","499","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","1,241","1","0.08","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","6,132","0","0.00","2,967","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","593","0","0.00","673","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","219","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","45","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","1,374","2","0.15","510","1","0.20"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","1,148","66","5.75","351","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","1,048","2","0.19","520","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,383","0","0.00","820","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","62","0","0.00","4","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","3,019","1,340","44.39","6","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","2,395","0","0.00","990","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","5,981","3","0.05","3,482","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","745","0","0.00","350","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","2,461","2","0.08","1,300","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","4,377","3","0.07","1,782","2","0.11"
"11019  :  โรงพยาบาลทุ่งฝน","1,706","0","0.00","902","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","2,256","0","0.00","911","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","3,007","366","12.17","2,083","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","4,301","1","0.02","1,302","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","3,392","2","0.06","1,755","1","0.06"
"11024  :  โรงพยาบาลน้ำโสม","1,949","770","39.51","566","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","4,267","2","0.05","1,217","1","0.08"
"11026  :  โรงพยาบาลสร้างคอม","1,664","0","0.00","1,116","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","1,591","145","9.11","906","0","0.00"
"11028  :  โรงพยาบาลนายูง","1,091","0","0.00","99","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","1,561","1","0.06","0","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","12,179","745","6.12","8,663","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","238","1","0.42","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","1,294","0","0.00","822","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","9,260","4,065","43.90","5,922","91","1.54"
"11030  :  โรงพยาบาลนาด้วง","1,930","354","18.34","1,037","82","7.91"
"11031  :  โรงพยาบาลเชียงคาน","3,890","2","0.05","2,948","1","0.03"
"11032  :  โรงพยาบาลปากชม","3,071","696","22.66","1,859","32","1.72"
"11033  :  โรงพยาบาลนาแห้ว","865","136","15.72","598","48","8.03"
"11034  :  โรงพยาบาลภูเรือ","1,528","704","46.07","741","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","1,920","1","0.05","1,484","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","1,715","2","0.12","363","1","0.28"
"11037  :  โรงพยาบาลภูกระดึง","1,916","1","0.05","891","1","0.11"
"11038  :  โรงพยาบาลภูหลวง","1,242","0","0.00","761","0","0.00"
"11039  :  โรงพยาบาลผาขาว","1,915","265","13.84","1,125","306","27.20"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","3,229","4","0.12","958","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","2,066","95","4.60","1,201","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","214","0","0.00","102","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","1,953","0","0.00","1,255","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","10,038","8","0.08","4,563","2","0.04"
"11042  :  โรงพยาบาลโพนพิสัย","4,564","0","0.00","1,998","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,656","0","0.00","965","0","0.00"
"11045  :  โรงพยาบาลสังคม","1,838","0","0.00","1,180","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","4,291","1","0.02","2,717","1","0.04"
"14558  :  โรงพยาบาลพิสัยเวช","795","0","0.00","176","0","0.00"
"21356  :  โรงพยาบาลสระใคร","1,820","1","0.05","1,162","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","841","0","0.00","403","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","256","0","0.00","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","1,890","0","0.00","199","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","8,981","4","0.04","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","1,347","1","0.07","394","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","4,489","932","20.76","1,628","3","0.18"
"11053  :  โรงพยาบาลกันทรวิชัย","2,653","809","30.49","793","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","3,323","2","0.06","2,183","0","0.00"
"11055  :  โรงพยาบาลบรบือ","5,717","835","14.61","2,076","1","0.05"
"11056  :  โรงพยาบาลนาเชือก","3,193","0","0.00","659","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","5,508","1","0.02","1,305","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","6,495","344","5.30","4,553","0","0.00"
"11059  :  โรงพยาบาลนาดูน","1,401","5","0.36","776","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","2,068","381","18.42","1,218","3","0.25"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","2,852","2","0.07","266","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","1,989","6","0.30","1,254","1","0.08"
"28843  :  โรงพยาบาลชื่นชม","832","379","45.55","344","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","10,102","10","0.10","6,804","5","0.07"
"11061  :  โรงพยาบาลเกษตรวิสัย","5,120","215","4.20","3,225","1","0.03"
"11062  :  โรงพยาบาลปทุมรัตต์","3,321","2","0.06","2,046","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","4,032","1,368","33.93","2,912","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","2,654","392","14.77","1,824","1","0.05"
"11065  :  โรงพยาบาลพนมไพร","3,060","1,258","41.11","959","3","0.31"
"11066  :  โรงพยาบาลโพนทอง","6,112","4","0.07","3,594","5","0.14"
"11067  :  โรงพยาบาลโพธิ์ชัย","2,393","639","26.70","880","59","6.70"
"11068  :  โรงพยาบาลหนองพอก","2,708","3","0.11","1,350","3","0.22"
"11069  :  โรงพยาบาลเสลภูมิ","7,042","4","0.06","4,964","3","0.06"
"11070  :  โรงพยาบาลสุวรรณภูมิ","5,358","1,174","21.91","3,051","67","2.20"
"11071  :  โรงพยาบาลเมืองสรวง","1,250","100","8.00","993","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","1,641","433","26.39","1,150","3","0.26"
"11073  :  โรงพยาบาลอาจสามารถ","3,993","1,101","27.57","2,402","2","0.08"
"11074  :  โรงพยาบาลเมยวดี","1,438","63","4.38","906","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","1,441","506","35.11","1,206","1","0.08"
"11076  :  โรงพยาบาลจังหาร","1,962","693","35.32","1,320","2","0.15"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","97","0","0.00","16","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","908","0","0.00","93","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","924","33","3.57","307","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","1,416","0","0.00","1,072","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","1,097","3","0.27","705","23","3.26"
"10709  :  โรงพยาบาลกาฬสินธุ์","8,965","164","1.83","0","0","0.00"
"11077  :  โรงพยาบาลนามน","2,383","2","0.08","1,072","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","3,246","5","0.15","946","1","0.11"
"11079  :  โรงพยาบาลร่องคำ","1,501","0","0.00","601","0","0.00"
"11080  :  โรงพยาบาลเขาวง","2,565","1","0.04","61","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","6,170","0","0.00","2,750","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","2,842","1","0.04","1,046","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","2,389","0","0.00","897","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","2,957","1","0.03","1,944","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","2,144","880","41.04","866","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","3,423","1,021","29.83","1,348","2","0.15"
"11087  :  โรงพยาบาลสมเด็จ","4,573","2,566","56.11","2,092","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","2,157","2","0.09","777","1","0.13"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","4,873","21","0.43","1,925","4","0.21"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","1,841","0","0.00","666","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","149","147","98.66","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","969","3","0.31","314","0","0.00"
"28791  :  โรงพยาบาลสามชัย","1,295","2","0.15","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,631","0","0.00","756","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","1,051","0","0.00","309","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","2,979","426","14.30","1,089","7","0.64"
"11093  :  โรงพยาบาลวาริชภูมิ","3,182","3","0.09","1,919","2","0.10"
"11094  :  โรงพยาบาลนิคมน้ำอูน","523","0","0.00","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","4,016","2","0.05","1,435","1","0.07"
"11096  :  โรงพยาบาลคำตากล้า","2,319","0","0.00","943","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","3,750","1","0.03","2,084","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","1,551","4","0.26","636","1","0.16"
"11099  :  โรงพยาบาลส่องดาว","1,359","0","0.00","1,374","2","0.15"
"11100  :  โรงพยาบาลเต่างอย","1,634","0","0.00","772","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","2,002","10","0.50","1,371","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","1,853","4","0.22","811","1","0.12"
"11103  :  โรงพยาบาลโพนนาแก้ว","1,507","0","0.00","1,169","0","0.00"
