"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"10870  :  โรงพยาบาลอรัญประเทศ","0","248","0.00","101","40.73","0","215","0.00","99","46.05","0","241","0.00","104","43.15","0","246","0.00","89","36.18"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","25","0.00","13","52.00","0","105","0.00","25","23.81","0","109","0.00","34","31.19","0","69","0.00","21","30.43"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","264","0.00","113","42.80","0","257","0.00","87","33.85","0","230","0.00","87","37.83","0","191","0.00","57","29.84"
"10872  :  โรงพยาบาลเสิงสาง","0","280","0.00","110","39.29","0","272","0.00","67","24.63","0","249","0.00","97","38.96","0","223","0.00","67","30.04"
"10873  :  โรงพยาบาลคง","0","138","0.00","43","31.16","0","88","0.00","15","17.05","0","147","0.00","44","29.93","0","122","0.00","38","31.15"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","106","0.00","47","44.34","0","108","0.00","54","50.00","0","104","0.00","49","47.12","0","102","0.00","35","34.31"
"10875  :  โรงพยาบาลจักราช","0","51","0.00","20","39.22","0","63","0.00","30","47.62","0","109","0.00","45","41.28","0","184","0.00","62","33.70"
"10876  :  โรงพยาบาลโชคชัย","0","292","0.00","115","39.38","0","280","0.00","96","34.29","0","248","0.00","94","37.90","0","219","0.00","76","34.70"
"10877  :  โรงพยาบาลด่านขุนทด","0","207","0.00","84","40.58","0","223","0.00","95","42.60","0","216","0.00","80","37.04","0","188","0.00","83","44.15"
"10878  :  โรงพยาบาลโนนไทย","0","160","0.00","60","37.50","0","142","0.00","47","33.10","0","140","0.00","39","27.86","0","180","0.00","59","32.78"
"10879  :  โรงพยาบาลโนนสูง","0","192","0.00","62","32.29","0","185","0.00","61","32.97","0","166","0.00","61","36.75","0","152","0.00","49","32.24"
"10880  :  โรงพยาบาลขามสะแกแสง","0","323","0.00","143","44.27","0","327","0.00","144","44.04","0","304","0.00","133","43.75","0","275","0.00","85","30.91"
"10881  :  โรงพยาบาลบัวใหญ่","0","158","0.00","33","20.89","0","162","0.00","28","17.28","0","139","0.00","39","28.06","0","116","0.00","27","23.28"
"10882  :  โรงพยาบาลประทาย","0","170","0.00","69","40.59","0","200","0.00","93","46.50","0","182","0.00","93","51.10","0","140","0.00","69","49.29"
"10883  :  โรงพยาบาลปักธงชัย","0","78","0.00","30","38.46","0","140","0.00","56","40.00","0","32","0.00","20","62.50","0","104","0.00","32","30.77"
"10884  :  โรงพยาบาลพิมาย","0","103","0.00","30","29.13","0","119","0.00","37","31.09","0","99","0.00","29","29.29","0","39","0.00","15","38.46"
"10885  :  โรงพยาบาลห้วยแถลง","0","240","0.00","107","44.58","0","242","0.00","95","39.26","0","223","0.00","84","37.67","0","165","0.00","53","32.12"
"10886  :  โรงพยาบาลชุมพวง","0","315","0.00","143","45.40","0","309","0.00","143","46.28","0","293","0.00","117","39.93","0","250","0.00","104","41.60"
"10887  :  โรงพยาบาลสูงเนิน","0","384","0.00","180","46.88","0","502","0.00","221","44.02","0","413","0.00","189","45.76","0","330","0.00","131","39.70"
"10888  :  โรงพยาบาลขามทะเลสอ","0","163","0.00","51","31.29","0","163","0.00","56","34.36","0","132","0.00","39","29.55","0","115","0.00","32","27.83"
"10889  :  โรงพยาบาลสีคิ้ว","0","442","0.00","159","35.97","0","442","0.00","143","32.35","0","396","0.00","125","31.57","0","359","0.00","100","27.86"
"10890  :  โรงพยาบาลปากช่องนานา","0","184","0.00","77","41.85","0","180","0.00","109","60.56","0","173","0.00","101","58.38","0","173","0.00","71","41.04"
"10891  :  โรงพยาบาลหนองบุญมาก","0","145","0.00","79","54.48","0","145","0.00","71","48.97","0","130","0.00","56","43.08","0","79","0.00","29","36.71"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","2","0.00","1","50.00","0","5","0.00","3","60.00","0","6","0.00","2","33.33","0","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","195","0.00","91","46.67","0","195","0.00","86","44.10","0","190","0.00","71","37.37","0","119","0.00","47","39.50"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","99","0.00","33","33.33","0","95","0.00","30","31.58","0","64","0.00","22","34.38","0","55","0.00","10","18.18"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","29","0.00","7","24.14","0","37","0.00","8","21.62","0","31","0.00","9","29.03","0","17","0.00","4","23.53"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","15","0.00","3","20.00","0","6","0.00","5","83.33","0","1","0.00","1","100.00","0","46","0.00","11","23.91"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","169","0.00","64","37.87","0","182","0.00","54","29.67","0","165","0.00","74","44.85","0","142","0.00","71","50.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","119","0.00","41","34.45","0","79","0.00","36","45.57","0","57","0.00","23","40.35","0","83","0.00","29","34.94"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","56","0.00","19","33.93","0","65","0.00","26","40.00","0","61","0.00","35","57.38","0","36","0.00","16","44.44"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","9","0.00","5","55.56","0","4","0.00","3","75.00","0","10","0.00","7","70.00","0","7","0.00","3","42.86"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","12","0.00","6","50.00","0","13","0.00","6","46.15","0","14","0.00","3","21.43","0","6","0.00","2","33.33"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","123","0.00","66","53.66","0","115","0.00","45","39.13","0","50","0.00","7","14.00","0","52","0.00","10","19.23"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","241","0.00","120","49.79","0","62","0.00","32","51.61","0","111","0.00","43","38.74","0","159","0.00","50","31.45"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","2","0.00","1","50.00","0","1","0.00","1","100.00","0","1","0.00","0","0.00","0","1","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","112","0.00","37","33.04","0","111","0.00","42","37.84","0","117","0.00","42","35.90","0","108","0.00","43","39.81"
"27839  :  โรงพยาบาลบัวลาย","0","78","0.00","41","52.56","0","96","0.00","49","51.04","0","93","0.00","32","34.41","0","73","0.00","31","42.47"
"27840  :  โรงพยาบาลสีดา","0","77","0.00","29","37.66","0","74","0.00","25","33.78","0","66","0.00","26","39.39","0","54","0.00","20","37.04"
"27841  :  โรงพยาบาลเทพารักษ์","0","27","0.00","13","48.15","0","203","0.00","61","30.05","0","69","0.00","12","17.39","0","111","0.00","21","18.92"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","395","0.00","157","39.75","0","399","0.00","157","39.35","0","362","0.00","134","37.02","0","269","0.00","113","42.01"
"10896  :  โรงพยาบาลกระสัง","0","232","0.00","128","55.17","0","202","0.00","144","71.29","0","143","0.00","75","52.45","0","37","0.00","20","54.05"
"10897  :  โรงพยาบาลนางรอง","0","372","0.00","137","36.83","0","334","0.00","122","36.53","0","361","0.00","106","29.36","0","197","0.00","65","32.99"
"10898  :  โรงพยาบาลหนองกี่","0","237","0.00","96","40.51","0","241","0.00","98","40.66","0","194","0.00","70","36.08","0","186","0.00","78","41.94"
"10899  :  โรงพยาบาลละหานทราย","0","187","0.00","64","34.22","0","222","0.00","39","17.57","0","171","0.00","78","45.61","0","180","0.00","39","21.67"
"10900  :  โรงพยาบาลประโคนชัย","0","321","0.00","131","40.81","0","302","0.00","111","36.75","0","325","0.00","115","35.38","0","297","0.00","92","30.98"
"10901  :  โรงพยาบาลบ้านกรวด","0","493","0.00","229","46.45","0","482","0.00","208","43.15","0","448","0.00","211","47.10","0","410","0.00","144","35.12"
"10902  :  โรงพยาบาลพุทไธสง","0","220","0.00","94","42.73","0","225","0.00","76","33.78","0","206","0.00","73","35.44","0","186","0.00","64","34.41"
"10904  :  โรงพยาบาลลำปลายมาศ","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00","0","1","0.00","1","100.00"
"10905  :  โรงพยาบาลสตึก","0","60","0.00","18","30.00","0","42","0.00","25","59.52","0","49","0.00","12","24.49","0","212","0.00","70","33.02"
"10906  :  โรงพยาบาลปะคำ","0","81","0.00","27","33.33","0","125","0.00","33","26.40","0","87","0.00","29","33.33","0","101","0.00","44","43.56"
"10907  :  โรงพยาบาลนาโพธิ์","0","121","0.00","44","36.36","0","119","0.00","44","36.97","0","106","0.00","37","34.91","0","94","0.00","31","32.98"
"10908  :  โรงพยาบาลหนองหงส์","0","155","0.00","67","43.23","0","157","0.00","80","50.96","0","132","0.00","42","31.82","0","124","0.00","56","45.16"
"10909  :  โรงพยาบาลพลับพลาชัย","0","285","0.00","132","46.32","0","318","0.00","148","46.54","0","280","0.00","130","46.43","0","273","0.00","115","42.12"
"10910  :  โรงพยาบาลห้วยราช","0","89","0.00","53","59.55","0","83","0.00","38","45.78","0","68","0.00","34","50.00","0","66","0.00","30","45.45"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","13","0.00","6","46.15","0","9","0.00","3","33.33","0","30","0.00","7","23.33","0","10","0.00","3","30.00"
"10912  :  โรงพยาบาลชำนิ","0","103","0.00","28","27.18","0","142","0.00","43","30.28","0","115","0.00","34","29.57","0","113","0.00","40","35.40"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","84","0.00","28","33.33","0","115","0.00","36","31.30","0","108","0.00","45","41.67","0","106","0.00","48","45.28"
"10914  :  โรงพยาบาลโนนดินแดง","0","127","0.00","35","27.56","0","246","0.00","79","32.11","0","149","0.00","51","34.23","0","148","0.00","54","36.49"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","3","0.00","1","33.33","0","3","0.00","3","100.00","0","3","0.00","2","66.67","0","3","0.00","2","66.67"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","42","0.00","17","40.48","0","40","0.00","22","55.00","0","83","0.00","27","32.53","0","9","0.00","5","55.56"
"23578  :  โรงพยาบาลแคนดง","0","168","0.00","93","55.36","0","145","0.00","100","68.97","0","148","0.00","70","47.30","0","156","0.00","78","50.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","180","0.00","79","43.89","0","169","0.00","87","51.48","0","196","0.00","71","36.22","0","176","0.00","55","31.25"
"10668  :  โรงพยาบาลสุรินทร์","0","13","0.00","6","46.15","0","6","0.00","2","33.33","0","11","0.00","4","36.36","0","10","0.00","5","50.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","160","0.00","55","34.38","0","163","0.00","69","42.33","0","171","0.00","61","35.67","0","137","0.00","46","33.58"
"10916  :  โรงพยาบาลท่าตูม","0","472","0.00","226","47.88","0","479","0.00","261","54.49","0","420","0.00","211","50.24","0","369","0.00","157","42.55"
"10917  :  โรงพยาบาลจอมพระ","0","256","0.00","92","35.94","0","234","0.00","72","30.77","0","239","0.00","92","38.49","0","216","0.00","65","30.09"
"10918  :  โรงพยาบาลปราสาท","0","333","0.00","140","42.04","0","208","0.00","90","43.27","0","272","0.00","99","36.40","0","241","0.00","86","35.68"
"10919  :  โรงพยาบาลกาบเชิง","0","152","0.00","36","23.68","0","24","0.00","17","70.83","0","44","0.00","21","47.73","0","177","0.00","40","22.60"
"10920  :  โรงพยาบาลรัตนบุรี","0","321","0.00","141","43.93","0","315","0.00","117","37.14","0","283","0.00","107","37.81","0","253","0.00","102","40.32"
"10921  :  โรงพยาบาลสนม","0","185","0.00","67","36.22","0","150","0.00","55","36.67","0","174","0.00","57","32.76","0","168","0.00","49","29.17"
"10922  :  โรงพยาบาลศีขรภูมิ","0","297","0.00","112","37.71","0","315","0.00","116","36.83","0","301","0.00","103","34.22","0","259","0.00","82","31.66"
"10923  :  โรงพยาบาลสังขะ","0","127","0.00","51","40.16","0","7","0.00","0","0.00","0","8","0.00","1","12.50","0","126","0.00","36","28.57"
"10924  :  โรงพยาบาลลำดวน","0","208","0.00","82","39.42","0","136","0.00","62","45.59","0","190","0.00","75","39.47","0","166","0.00","63","37.95"
"10925  :  โรงพยาบาลสำโรงทาบ","0","135","0.00","106","78.52","0","134","0.00","99","73.88","0","127","0.00","86","67.72","0","101","0.00","72","71.29"
"10926  :  โรงพยาบาลบัวเชด","0","304","0.00","86","28.29","0","304","0.00","96","31.58","0","277","0.00","93","33.57","0","239","0.00","66","27.62"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","1","0.00","0","0.00","0","1","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","120","0.00","43","35.83","0","124","0.00","53","42.74","0","112","0.00","42","37.50","0","106","0.00","29","27.36"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","77","0.00","25","32.47","0","28","0.00","9","32.14","0","77","0.00","20","25.97","0","67","0.00","17","25.37"
"27843  :  โรงพยาบาลศรีณรงค์","0","48","0.00","13","27.08","0","72","0.00","25","34.72","0","97","0.00","37","38.14","0","8","0.00","2","25.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","13","0.00","8","61.54","0","53","0.00","39","73.58","0","17","0.00","7","41.18","0","24","0.00","4","16.67"
"10700  :  โรงพยาบาลศรีสะเกษ","0","53","0.00","26","49.06","0","53","0.00","39","73.58","0","34","0.00","13","38.24","0","30","0.00","13","43.33"
"10927  :  โรงพยาบาลยางชุมน้อย","0","145","0.00","51","35.17","0","185","0.00","68","36.76","0","181","0.00","75","41.44","0","53","0.00","27","50.94"
"10928  :  โรงพยาบาลกันทรารมย์","0","65","0.00","33","50.77","0","69","0.00","39","56.52","0","73","0.00","33","45.21","0","174","0.00","80","45.98"
"10929  :  โรงพยาบาลกันทรลักษ์","0","24","0.00","17","70.83","0","24","0.00","11","45.83","0","37","0.00","19","51.35","0","59","0.00","24","40.68"
"10930  :  โรงพยาบาลขุขันธ์","0","263","0.00","145","55.13","0","247","0.00","96","38.87","0","138","0.00","43","31.16","0","209","0.00","76","36.36"
"10931  :  โรงพยาบาลไพรบึง","0","368","0.00","133","36.14","0","247","0.00","106","42.91","0","288","0.00","107","37.15","0","221","0.00","79","35.75"
"10932  :  โรงพยาบาลปรางค์กู่","0","128","0.00","49","38.28","0","118","0.00","53","44.92","0","121","0.00","46","38.02","0","98","0.00","46","46.94"
"10933  :  โรงพยาบาลขุนหาญ","0","22","0.00","10","45.45","0","21","0.00","12","57.14","0","27","0.00","15","55.56","0","44","0.00","16","36.36"
"10934  :  โรงพยาบาลราษีไศล","0","162","0.00","62","38.27","0","154","0.00","58","37.66","0","117","0.00","50","42.74","0","21","0.00","8","38.10"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","165","0.00","83","50.30","0","168","0.00","54","32.14","0","83","0.00","27","32.53","0","163","0.00","49","30.06"
"10936  :  โรงพยาบาลบึงบูรพ์","0","93","0.00","28","30.11","0","32","0.00","21","65.63","0","112","0.00","43","38.39","0","103","0.00","44","42.72"
"10937  :  โรงพยาบาลห้วยทับทัน","0","141","0.00","48","34.04","0","137","0.00","47","34.31","0","127","0.00","48","37.80","0","123","0.00","46","37.40"
"10938  :  โรงพยาบาลโนนคูณ","0","9","0.00","4","44.44","0","59","0.00","26","44.07","0","6","0.00","2","33.33","0","44","0.00","14","31.82"
"10939  :  โรงพยาบาลศรีรัตนะ","0","97","0.00","39","40.21","0","100","0.00","46","46.00","0","99","0.00","54","54.55","0","96","0.00","38","39.58"
"10940  :  โรงพยาบาลวังหิน","0","108","0.00","57","52.78","0","96","0.00","53","55.21","0","98","0.00","44","44.90","0","85","0.00","33","38.82"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","34","0.00","14","41.18","0","25","0.00","17","68.00","0","12","0.00","6","50.00","0","13","0.00","7","53.85"
"10942  :  โรงพยาบาลภูสิงห์","0","240","0.00","114","47.50","0","189","0.00","95","50.26","0","214","0.00","101","47.20","0","171","0.00","83","48.54"
"10943  :  โรงพยาบาลเมืองจันทร์","0","56","0.00","33","58.93","0","18","0.00","9","50.00","0","53","0.00","25","47.17","0","21","0.00","6","28.57"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","137","0.00","66","48.18","0","55","0.00","31","56.36","0","133","0.00","69","51.88","0","72","0.00","36","50.00"
"28014  :  โรงพยาบาลพยุห์","0","21","0.00","6","28.57","0","75","0.00","40","53.33","0","54","0.00","24","44.44","0","42","0.00","21","50.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","43","0.00","24","55.81","0","45","0.00","27","60.00","0","41","0.00","19","46.34","0","41","0.00","24","58.54"
"28016  :  โรงพยาบาลศิลาลาด","0","92","0.00","41","44.57","0","86","0.00","34","39.53","0","75","0.00","33","44.00","0","6","0.00","5","83.33"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","47","0.00","14","29.79","0","9","0.00","9","100.00","0","9","0.00","4","44.44","0","28","0.00","19","67.86"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","361","0.00","274","75.90","0","330","0.00","100","30.30","0","293","0.00","133","45.39","0","336","0.00","249","74.11"
"10948  :  โรงพยาบาลนาจะหลวย","0","240","0.00","92","38.33","0","258","0.00","35","13.57","0","248","0.00","67","27.02","0","207","0.00","41","19.81"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","1","0.00","0","0.00","0","0","0.00","0","0.00","0","1","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","138","0.00","67","48.55","0","188","0.00","76","40.43","0","105","0.00","62","59.05","0","167","0.00","64","38.32"
"10951  :  โรงพยาบาลตระการพืชผล","0","37","0.00","16","43.24","0","19","0.00","9","47.37","0","85","0.00","28","32.94","0","10","0.00","4","40.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","56","0.00","38","67.86","0","37","0.00","27","72.97","0","87","0.00","41","47.13","0","104","0.00","29","27.88"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","205","0.00","79","38.54","0","153","0.00","60","39.22","0","119","0.00","63","52.94","0","161","0.00","50","31.06"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","115","0.00","62","53.91","0","19","0.00","15","78.95","0","92","0.00","51","55.43","0","76","0.00","22","28.95"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","211","0.00","66","31.28","0","210","0.00","78","37.14","0","192","0.00","36","18.75","0","173","0.00","68","39.31"
"10959  :  โรงพยาบาลสำโรง","0","37","0.00","10","27.03","0","2","0.00","1","50.00","0","136","0.00","31","22.79","0","7","0.00","4","57.14"
"10960  :  โรงพยาบาลดอนมดแดง","0","113","0.00","45","39.82","0","14","0.00","8","57.14","0","28","0.00","10","35.71","0","88","0.00","37","42.05"
"10961  :  โรงพยาบาลสิรินธร","0","226","0.00","91","40.27","0","242","0.00","91","37.60","0","236","0.00","72","30.51","0","225","0.00","75","33.33"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","19","0.00","11","57.89","0","256","0.00","123","48.05","0","87","0.00","23","26.44","0","195","0.00","60","30.77"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","95","0.00","26","27.37","0","102","0.00","23","22.55","0","105","0.00","20","19.05","0","106","0.00","25","23.58"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","1","0.00","1","100.00","0","1","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","37","0.00","12","32.43","0","23","0.00","12","52.17","0","31","0.00","11","35.48","0","21","0.00","13","61.90"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","40","0.00","15","37.50","0","5","0.00","1","20.00","0","32","0.00","11","34.38","0","24","0.00","9","37.50"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","264","0.00","138","52.27","0","274","0.00","99","36.13","0","260","0.00","108","41.54","0","249","0.00","85","34.14"
"10966  :  โรงพยาบาลป่าติ้ว","0","54","0.00","11","20.37","0","96","0.00","39","40.63","0","138","0.00","45","32.61","0","75","0.00","26","34.67"
"10967  :  โรงพยาบาลมหาชนะชัย","0","177","0.00","63","35.59","0","229","0.00","67","29.26","0","197","0.00","74","37.56","0","169","0.00","63","37.28"
"10968  :  โรงพยาบาลค้อวัง","0","139","0.00","67","48.20","0","151","0.00","74","49.01","0","134","0.00","47","35.07","0","123","0.00","54","43.90"
"10969  :  โรงพยาบาลไทยเจริญ","0","112","0.00","37","33.04","0","71","0.00","28","39.44","0","98","0.00","37","37.76","0","75","0.00","23","30.67"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","26","0.00","16","61.54","0","59","0.00","32","54.24","0","34","0.00","16","47.06","0","91","0.00","41","45.05"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","4","0.00","0","0.00","0","3","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","50","0.00","11","22.00","0","6","0.00","3","50.00","0","13","0.00","3","23.08","0","7","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","0","277","0.00","121","43.68","0","220","0.00","94","42.73","0","257","0.00","84","32.68","0","232","0.00","85","36.64"
"10971  :  โรงพยาบาลคอนสวรรค์","0","174","0.00","86","49.43","0","180","0.00","84","46.67","0","165","0.00","67","40.61","0","157","0.00","59","37.58"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","193","0.00","95","49.22","0","187","0.00","65","34.76","0","168","0.00","69","41.07","0","133","0.00","48","36.09"
"10973  :  โรงพยาบาลหนองบัวแดง","0","116","0.00","49","42.24","0","48","0.00","18","37.50","0","43","0.00","25","58.14","0","297","0.00","94","31.65"
"10974  :  โรงพยาบาลจัตุรัส","0","149","0.00","57","38.26","0","223","0.00","56","25.11","0","172","0.00","43","25.00","0","138","0.00","44","31.88"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","356","0.00","153","42.98","0","328","0.00","132","40.24","0","300","0.00","129","43.00","0","269","0.00","97","36.06"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","51","0.00","18","35.29","0","59","0.00","34","57.63","0","25","0.00","8","32.00","0","25","0.00","13","52.00"
"10977  :  โรงพยาบาลเทพสถิต","0","223","0.00","74","33.18","0","120","0.00","46","38.33","0","153","0.00","54","35.29","0","178","0.00","55","30.90"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","218","0.00","69","31.65","0","391","0.00","161","41.18","0","194","0.00","68","35.05","0","263","0.00","94","35.74"
"10979  :  โรงพยาบาลบ้านแท่น","0","213","0.00","99","46.48","0","205","0.00","87","42.44","0","220","0.00","92","41.82","0","180","0.00","68","37.78"
"10980  :  โรงพยาบาลแก้งคร้อ","0","48","0.00","21","43.75","0","19","0.00","9","47.37","0","45","0.00","26","57.78","0","2","0.00","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","0","116","0.00","60","51.72","0","89","0.00","51","57.30","0","68","0.00","31","45.59","0","75","0.00","23","30.67"
"10982  :  โรงพยาบาลภักดีชุมพล","0","137","0.00","56","40.88","0","82","0.00","30","36.59","0","110","0.00","33","30.00","0","103","0.00","40","38.83"
