"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","300","2,676","8.92"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","16","170","10.63"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","81","808","9.98"
"10948  :  โรงพยาบาลนาจะหลวย","42","392","9.33"
"10949  :  โรงพยาบาลน้ำยืน","5","41","8.20"
"10950  :  โรงพยาบาลบุณฑริก","30","302","10.07"
"10951  :  โรงพยาบาลตระการพืชผล","55","528","9.60"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","10","115","11.50"
"10953  :  โรงพยาบาลม่วงสามสิบ","25","232","9.28"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","50","476","9.52"
"10957  :  โรงพยาบาลตาลสุม","8","67","8.38"
"10958  :  โรงพยาบาลโพธิ์ไทร","13","130","10.00"
"10959  :  โรงพยาบาลสำโรง","18","163","9.06"
"10960  :  โรงพยาบาลดอนมดแดง","11","105","9.55"
"10961  :  โรงพยาบาลสิรินธร","36","342","9.50"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","8","69","8.63"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","1","11","11.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1","9","9.00"
"10701  :  โรงพยาบาลยโสธร","3","31","10.33"
"10963  :  โรงพยาบาลทรายมูล","5","41","8.20"
"10964  :  โรงพยาบาลกุดชุม","17","154","9.06"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1","8","8.00"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","4","41","10.25"
"10968  :  โรงพยาบาลค้อวัง","1","11","11.00"
"10969  :  โรงพยาบาลไทยเจริญ","1","12","12.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","201","1,745","8.68"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","431","3,802","8.82"
"10970  :  โรงพยาบาลบ้านเขว้า","4","32","8.00"
"10971  :  โรงพยาบาลคอนสวรรค์","35","301","8.60"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","66","604","9.15"
"10973  :  โรงพยาบาลหนองบัวแดง","220","1,881","8.55"
"10974  :  โรงพยาบาลจัตุรัส","205","1,737","8.47"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","181","1,527","8.44"
"10976  :  โรงพยาบาลหนองบัวระเหว","30","267","8.90"
"10977  :  โรงพยาบาลเทพสถิต","23","213","9.26"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","526","4,409","8.38"
"10979  :  โรงพยาบาลบ้านแท่น","17","161","9.47"
"10980  :  โรงพยาบาลแก้งคร้อ","63","586","9.30"
"10981  :  โรงพยาบาลคอนสาร","18","168","9.33"
"10982  :  โรงพยาบาลภักดีชุมพล","59","504","8.54"
"10983  :  โรงพยาบาลเนินสง่า","10","81","8.10"
"10703  :  โรงพยาบาลอำนาจเจริญ","79","647","8.19"
"10985  :  โรงพยาบาลชานุมาน","32","283","8.84"
"10986  :  โรงพยาบาลปทุมราชวงศา","8","67","8.38"
"10987  :  โรงพยาบาลพนา","5","53","10.60"
"10988  :  โรงพยาบาลเสนางคนิคม","12","122","10.17"
"10989  :  โรงพยาบาลหัวตะพาน","15","138","9.20"
"10990  :  โรงพยาบาลลืออำนาจ","2","14","7.00"
"11040  :  โรงพยาบาลบึงกาฬ","733","6,265","8.55"
"11041  :  โรงพยาบาลพรเจริญ","40","333","8.33"
"11043  :  โรงพยาบาลโซ่พิสัย","88","762","8.66"
"11046  :  โรงพยาบาลเซกา","185","1,645","8.89"
"11047  :  โรงพยาบาลปากคาด","82","719","8.77"
"11048  :  โรงพยาบาลบึงโขงหลง","24","196","8.17"
"11049  :  โรงพยาบาลศรีวิไล","24","240","10.00"
"11050  :  โรงพยาบาลบุ่งคล้า","2","16","8.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","44","426","9.68"
"10991  :  โรงพยาบาลนากลาง","18","175","9.72"
"10992  :  โรงพยาบาลโนนสัง","18","168","9.33"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","71","649","9.14"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","14","120","8.57"
"10670  :  โรงพยาบาลขอนแก่น","975","8,142","8.35"
"10995  :  โรงพยาบาลบ้านฝาง","49","417","8.51"
"10996  :  โรงพยาบาลพระยืน","9","72","8.00"
"10997  :  โรงพยาบาลหนองเรือ","8","69","8.63"
"10998  :  โรงพยาบาลชุมแพ","166","1,495","9.01"
"10999  :  โรงพยาบาลสีชมพู","93","856","9.20"
"11000  :  โรงพยาบาลน้ำพอง","38","388","10.21"
"11001  :  โรงพยาบาลอุบลรัตน์","56","499","8.91"
"11002  :  โรงพยาบาลบ้านไผ่","3","31","10.33"
"11003  :  โรงพยาบาลเปือยน้อย","13","127","9.77"
"11004  :  โรงพยาบาลพล","317","2,647","8.35"
"11005  :  โรงพยาบาลแวงใหญ่","9","78","8.67"
"11006  :  โรงพยาบาลแวงน้อย","14","125","8.93"
"11007  :  โรงพยาบาลหนองสองห้อง","47","409","8.70"
"11008  :  โรงพยาบาลภูเวียง","21","220","10.48"
"11009  :  โรงพยาบาลมัญจาคีรี","14","137","9.79"
"11010  :  โรงพยาบาลชนบท","19","168","8.84"
"11011  :  โรงพยาบาลเขาสวนกวาง","37","325","8.78"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","38","373","9.82"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","35","284","8.11"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","16","120","7.50"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","58","477","8.22"
"11013  :  โรงพยาบาลกุดจับ","21","172","8.19"
"11014  :  โรงพยาบาลหนองวัวซอ","17","134","7.88"
"11015  :  โรงพยาบาลกุมภวาปี","119","1,113","9.35"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","82","676","8.24"
"11018  :  โรงพยาบาลหนองหาน","92","857","9.32"
"11019  :  โรงพยาบาลทุ่งฝน","10","94","9.40"
"11020  :  โรงพยาบาลไชยวาน","39","378","9.69"
"11021  :  โรงพยาบาลศรีธาตุ","11","85","7.73"
"11022  :  โรงพยาบาลวังสามหมอ","23","218","9.48"
"11023  :  โรงพยาบาลบ้านผือ","322","2,927","9.09"
"11024  :  โรงพยาบาลน้ำโสม","68","638","9.38"
"11025  :  โรงพยาบาลเพ็ญ","58","542","9.34"
"11026  :  โรงพยาบาลสร้างคอม","14","135","9.64"
"11027  :  โรงพยาบาลหนองแสง","16","150","9.38"
"11028  :  โรงพยาบาลนายูง","14","132","9.43"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","6","58","9.67"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","80","786","9.83"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","505","4,856","9.62"
"11030  :  โรงพยาบาลนาด้วง","43","387","9.00"
"11031  :  โรงพยาบาลเชียงคาน","12","100","8.33"
"11032  :  โรงพยาบาลปากชม","2","18","9.00"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","2","21","10.50"
"11035  :  โรงพยาบาลท่าลี่","15","154","10.27"
"11036  :  โรงพยาบาลวังสะพุง","19","183","9.63"
"11037  :  โรงพยาบาลภูกระดึง","48","473","9.85"
"11038  :  โรงพยาบาลภูหลวง","13","122","9.38"
"11039  :  โรงพยาบาลผาขาว","41","369","9.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","115","1,074","9.34"
"14133  :  โรงพยาบาลเอราวัณ","24","206","8.58"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","2","17","8.50"
"10706  :  โรงพยาบาลหนองคาย","451","4,248","9.42"
"11042  :  โรงพยาบาลโพนพิสัย","185","1,635","8.84"
"11044  :  โรงพยาบาลศรีเชียงใหม่","5","35","7.00"
"11045  :  โรงพยาบาลสังคม","23","211","9.17"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","316","2,663","8.43"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","319","2,893","9.07"
"11051  :  โรงพยาบาลแกดำ","24","213","8.88"
"11052  :  โรงพยาบาลโกสุมพิสัย","214","1,865","8.71"
"11053  :  โรงพยาบาลกันทรวิชัย","25","232","9.28"
"11054  :  โรงพยาบาลเชียงยืน","31","297","9.58"
"11055  :  โรงพยาบาลบรบือ","403","3,544","8.79"
"11056  :  โรงพยาบาลนาเชือก","53","492","9.28"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","413","3,601","8.72"
"11058  :  โรงพยาบาลวาปีปทุม","194","1,702","8.77"
"11059  :  โรงพยาบาลนาดูน","17","143","8.41"
"11060  :  โรงพยาบาลยางสีสุราช","25","272","10.88"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","1","11","11.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","108","924","8.56"
"11062  :  โรงพยาบาลปทุมรัตต์","5","52","10.40"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","9","84","9.33"
"11064  :  โรงพยาบาลธวัชบุรี","27","243","9.00"
"11065  :  โรงพยาบาลพนมไพร","55","470","8.55"
"11066  :  โรงพยาบาลโพนทอง","528","4,597","8.71"
"11067  :  โรงพยาบาลโพธิ์ชัย","5","43","8.60"
"11068  :  โรงพยาบาลหนองพอก","38","336","8.84"
"11069  :  โรงพยาบาลเสลภูมิ","55","489","8.89"
"11070  :  โรงพยาบาลสุวรรณภูมิ","233","2,215","9.51"
"11071  :  โรงพยาบาลเมืองสรวง","8","84","10.50"
"11072  :  โรงพยาบาลโพนทราย","1","8","8.00"
"11073  :  โรงพยาบาลอาจสามารถ","24","232","9.67"
"11074  :  โรงพยาบาลเมยวดี","3","34","11.33"
"11075  :  โรงพยาบาลศรีสมเด็จ","1","12","12.00"
"11076  :  โรงพยาบาลจังหาร","9","92","10.22"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","336","2,966","8.83"
"11077  :  โรงพยาบาลนามน","18","183","10.17"
"11078  :  โรงพยาบาลกมลาไสย","194","1,675","8.63"
"11079  :  โรงพยาบาลร่องคำ","24","228","9.50"
"11080  :  โรงพยาบาลเขาวง","51","458","8.98"
"11081  :  โรงพยาบาลยางตลาด","201","1,946","9.68"
"11082  :  โรงพยาบาลห้วยเม็ก","11","94","8.55"
"11083  :  โรงพยาบาลสหัสขันธ์","2","19","9.50"
"11084  :  โรงพยาบาลคำม่วง","37","302","8.16"
"11085  :  โรงพยาบาลท่าคันโท","43","419","9.74"
"11086  :  โรงพยาบาลหนองกุงศรี","81","738","9.11"
"11087  :  โรงพยาบาลสมเด็จ","162","1,483","9.15"
"11088  :  โรงพยาบาลห้วยผึ้ง","24","239","9.96"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","289","2,626","9.09"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","1","9","9.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","1,337","7,101","5.31"
"11089  :  โรงพยาบาลกุสุมาลย์","34","342","10.06"
"11090  :  โรงพยาบาลกุดบาก","43","369","8.58"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","19","193","10.16"
"11092  :  โรงพยาบาลพังโคน","461","3,941","8.55"
"11093  :  โรงพยาบาลวาริชภูมิ","19","172","9.05"
"11094  :  โรงพยาบาลนิคมน้ำอูน","8","59","7.38"
"11095  :  โรงพยาบาลวานรนิวาส","27","235","8.70"
"11096  :  โรงพยาบาลคำตากล้า","28","256","9.14"
"11097  :  โรงพยาบาลบ้านม่วง","160","1,518","9.49"
"11098  :  โรงพยาบาลอากาศอำนวย","61","524","8.59"
"11099  :  โรงพยาบาลส่องดาว","34","277","8.15"
"11100  :  โรงพยาบาลเต่างอย","9","85","9.44"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","6","65","10.83"
"11102  :  โรงพยาบาลเจริญศิลป์","19","169","8.89"
"11103  :  โรงพยาบาลโพนนาแก้ว","8","79","9.88"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","313","2,888","9.23"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","16","157","9.81"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","489","3,720","7.61"
"11104  :  โรงพยาบาลปลาปาก","27","236","8.74"
"11105  :  โรงพยาบาลท่าอุเทน","39","326","8.36"
"11106  :  โรงพยาบาลบ้านแพง","48","428","8.92"
"11107  :  โรงพยาบาลนาทม","7","54","7.71"
"11108  :  โรงพยาบาลเรณูนคร","11","108","9.82"
"11109  :  โรงพยาบาลนาแก","21","192","9.14"
"11110  :  โรงพยาบาลศรีสงคราม","45","406","9.02"
"11111  :  โรงพยาบาลนาหว้า","71","659","9.28"
"11112  :  โรงพยาบาลโพนสวรรค์","30","255","8.50"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","6","61","10.17"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","4","41","10.25"
"10712  :  โรงพยาบาลมุกดาหาร","134","1,096","8.18"
"11113  :  โรงพยาบาลนิคมคำสร้อย","4","40","10.00"
"11114  :  โรงพยาบาลดอนตาล","2","21","10.50"
"11115  :  โรงพยาบาลดงหลวง","14","144","10.29"
"11116  :  โรงพยาบาลคำชะอี","9","74","8.22"
"11117  :  โรงพยาบาลหว้านใหญ่","1","7","7.00"
"11118  :  โรงพยาบาลหนองสูง","0","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","466","4,210","9.03"
"11119  :  โรงพยาบาลจอมทอง","157","1,359","8.66"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","11","101","9.18"
"11121  :  โรงพยาบาลเชียงดาว","52","453","8.71"
"11122  :  โรงพยาบาลดอยสะเก็ด","37","338","9.14"
"11123  :  โรงพยาบาลแม่แตง","26","229","8.81"
"11124  :  โรงพยาบาลสะเมิง","63","570","9.05"
"11125  :  โรงพยาบาลฝาง","237","2,115","8.92"
"11126  :  โรงพยาบาลแม่อาย","12","122","10.17"
"11127  :  โรงพยาบาลพร้าว","7","66","9.43"
"11128  :  โรงพยาบาลสันป่าตอง","32","275","8.59"
"11129  :  โรงพยาบาลสันกำแพง","18","166","9.22"
"11130  :  โรงพยาบาลสันทราย","170","1,822","10.72"
"11131  :  โรงพยาบาลหางดง","72","710","9.86"
"11132  :  โรงพยาบาลฮอด","64","579","9.05"
"11133  :  โรงพยาบาลดอยเต่า","33","280","8.48"
"11134  :  โรงพยาบาลอมก๋อย","173","1,425","8.24"
"11135  :  โรงพยาบาลสารภี","16","143","8.94"
"11136  :  โรงพยาบาลเวียงแหง","41","387","9.44"
"11137  :  โรงพยาบาลไชยปราการ","48","436","9.08"
"11138  :  โรงพยาบาลแม่วาง","1","9","9.00"
"11139  :  โรงพยาบาลแม่ออน","12","116","9.67"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","10","75","7.50"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","11","85","7.73"
"10714  :  โรงพยาบาลลำพูน","140","1,206","8.61"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","10","79","7.90"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","26","222","8.54"
"11144  :  โรงพยาบาลป่าซาง","14","130","9.29"
"11145  :  โรงพยาบาลบ้านธิ","7","54","7.71"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","554","5,083","9.18"
"11146  :  โรงพยาบาลแม่เมาะ","1","11","11.00"
"11147  :  โรงพยาบาลเกาะคา","147","1,270","8.64"
"11148  :  โรงพยาบาลเสริมงาม","11","94","8.55"
"11149  :  โรงพยาบาลงาว","68","639","9.40"
"11150  :  โรงพยาบาลแจ้ห่ม","19","167","8.79"
"11151  :  โรงพยาบาลวังเหนือ","33","258","7.82"
"11152  :  โรงพยาบาลเถิน","188","1,690","8.99"
"11153  :  โรงพยาบาลแม่พริก","1","7","7.00"
"11154  :  โรงพยาบาลแม่ทะ","3","29","9.67"
"11155  :  โรงพยาบาลสบปราบ","15","133","8.87"
"11156  :  โรงพยาบาลห้างฉัตร","6","60","10.00"
"11157  :  โรงพยาบาลเมืองปาน","15","131","8.73"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","292","2,684","9.19"
"11158  :  โรงพยาบาลตรอน","3","25","8.33"
"11159  :  โรงพยาบาลท่าปลา","41","334","8.15"
"11160  :  โรงพยาบาลน้ำปาด","23","205","8.91"
"11161  :  โรงพยาบาลฟากท่า","2","16","8.00"
"11162  :  โรงพยาบาลบ้านโคก","14","124","8.86"
"11163  :  โรงพยาบาลพิชัย","0","0","0.00"
"11164  :  โรงพยาบาลลับแล","6","48","8.00"
"11165  :  โรงพยาบาลทองแสนขัน","5","37","7.40"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","535","4,743","8.87"
"11166  :  โรงพยาบาลร้องกวาง","1","7","7.00"
"11167  :  โรงพยาบาลลอง","17","149","8.76"
"11169  :  โรงพยาบาลสูงเม่น","16","146","9.13"
"11170  :  โรงพยาบาลสอง","19","167","8.79"
"11171  :  โรงพยาบาลวังชิ้น","3","26","8.67"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","14","128","9.14"
"10716  :  โรงพยาบาลน่าน","237","2,010","8.48"
"11173  :  โรงพยาบาลแม่จริม","1","9","9.00"
"11174  :  โรงพยาบาลบ้านหลวง","1","11","11.00"
"11175  :  โรงพยาบาลนาน้อย","14","121","8.64"
"11176  :  โรงพยาบาลท่าวังผา","12","106","8.83"
"11177  :  โรงพยาบาลเวียงสา","36","301","8.36"
"11178  :  โรงพยาบาลทุ่งช้าง","49","397","8.10"
"11179  :  โรงพยาบาลเชียงกลาง","13","109","8.38"
"11180  :  โรงพยาบาลนาหมื่น","1","12","12.00"
"11181  :  โรงพยาบาลสันติสุข","3","38","12.67"
"11182  :  โรงพยาบาลบ่อเกลือ","18","159","8.83"
"11183  :  โรงพยาบาลสองแคว","18","155","8.61"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","166","1,470","8.86"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","3","29","9.67"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","418","3,435","8.22"
"10718  :  โรงพยาบาลเชียงคำ","290","2,581","8.90"
"11184  :  โรงพยาบาลจุน","2","19","9.50"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00"
"11187  :  โรงพยาบาลปง","37","324","8.76"
"11188  :  โรงพยาบาลแม่ใจ","2","18","9.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,199","10,389","8.66"
"11189  :  โรงพยาบาลเทิง","4","38","9.50"
"11190  :  โรงพยาบาลพาน","93","779","8.38"
"11191  :  โรงพยาบาลป่าแดด","5","38","7.60"
"11192  :  โรงพยาบาลแม่จัน","164","1,576","9.61"
"11193  :  โรงพยาบาลเชียงแสน","112","1,059","9.46"
"11194  :  โรงพยาบาลแม่สาย","243","2,121","8.73"
"11195  :  โรงพยาบาลแม่สรวย","229","2,077","9.07"
"11196  :  โรงพยาบาลเวียงป่าเป้า","153","1,337","8.74"
"11197  :  โรงพยาบาลพญาเม็งราย","56","471","8.41"
"11198  :  โรงพยาบาลเวียงแก่น","193","1,809","9.37"
"11199  :  โรงพยาบาลขุนตาล","5","39","7.80"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","87","783","9.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","2","18","9.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","132","1,061","8.04"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","26","217","8.35"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","168","1,370","8.15"
"11203  :  โรงพยาบาลขุนยวม","31","279","9.00"
"11204  :  โรงพยาบาลปาย","124","1,052","8.48"
"11205  :  โรงพยาบาลแม่สะเรียง","409","3,618","8.85"
"11206  :  โรงพยาบาลแม่ลาน้อย","42","356","8.48"
"11207  :  โรงพยาบาลสบเมย","48","434","9.04"
"11208  :  โรงพยาบาลปางมะผ้า","74","588","7.95"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","514","4,419","8.60"
"11209  :  โรงพยาบาลโกรกพระ","38","331","8.71"
"11210  :  โรงพยาบาลชุมแสง","85","696","8.19"
