"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","352","3,095","8.79"
"10944  :  โรงพยาบาลศรีเมืองใหม่","15","137","9.13"
"10945  :  โรงพยาบาลโขงเจียม","20","170","8.50"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","81","767","9.47"
"10948  :  โรงพยาบาลนาจะหลวย","38","326","8.58"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","32","300","9.38"
"10951  :  โรงพยาบาลตระการพืชผล","91","854","9.38"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","10","116","11.60"
"10953  :  โรงพยาบาลม่วงสามสิบ","19","185","9.74"
"10954  :  โรงพยาบาลวารินชำราบ","149","1,449","9.72"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","102","970","9.51"
"10957  :  โรงพยาบาลตาลสุม","4","38","9.50"
"10958  :  โรงพยาบาลโพธิ์ไทร","23","219","9.52"
"10959  :  โรงพยาบาลสำโรง","39","382","9.79"
"10960  :  โรงพยาบาลดอนมดแดง","5","43","8.60"
"10961  :  โรงพยาบาลสิรินธร","22","206","9.36"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3","28","9.33"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","2","16","8.00"
"24032  :  โรงพยาบาลนาตาล","2","16","8.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","172","1,532","8.91"
"10963  :  โรงพยาบาลทรายมูล","5","48","9.60"
"10964  :  โรงพยาบาลกุดชุม","4","36","9.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","11","87","7.91"
"10966  :  โรงพยาบาลป่าติ้ว","3","30","10.00"
"10967  :  โรงพยาบาลมหาชนะชัย","6","62","10.33"
"10968  :  โรงพยาบาลค้อวัง","6","63","10.50"
"10969  :  โรงพยาบาลไทยเจริญ","1","11","11.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","364","3,105","8.53"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","476","4,077","8.57"
"10970  :  โรงพยาบาลบ้านเขว้า","6","58","9.67"
"10971  :  โรงพยาบาลคอนสวรรค์","45","433","9.62"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","55","503","9.15"
"10973  :  โรงพยาบาลหนองบัวแดง","425","3,511","8.26"
"10974  :  โรงพยาบาลจัตุรัส","162","1,210","7.47"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","201","1,673","8.32"
"10976  :  โรงพยาบาลหนองบัวระเหว","33","261","7.91"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","505","4,105","8.13"
"10979  :  โรงพยาบาลบ้านแท่น","18","174","9.67"
"10980  :  โรงพยาบาลแก้งคร้อ","127","1,070","8.43"
"10981  :  โรงพยาบาลคอนสาร","40","352","8.80"
"10982  :  โรงพยาบาลภักดีชุมพล","49","414","8.45"
"10983  :  โรงพยาบาลเนินสง่า","24","215","8.96"
"10703  :  โรงพยาบาลอำนาจเจริญ","303","2,483","8.19"
"10985  :  โรงพยาบาลชานุมาน","124","1,035","8.35"
"10986  :  โรงพยาบาลปทุมราชวงศา","11","90","8.18"
"10987  :  โรงพยาบาลพนา","5","42","8.40"
"10988  :  โรงพยาบาลเสนางคนิคม","14","133","9.50"
"10989  :  โรงพยาบาลหัวตะพาน","32","268","8.38"
"10990  :  โรงพยาบาลลืออำนาจ","4","35","8.75"
"11040  :  โรงพยาบาลบึงกาฬ","11","114","10.36"
"11041  :  โรงพยาบาลพรเจริญ","60","502","8.37"
"11043  :  โรงพยาบาลโซ่พิสัย","148","1,300","8.78"
"11046  :  โรงพยาบาลเซกา","397","3,466","8.73"
"11047  :  โรงพยาบาลปากคาด","104","887","8.53"
"11048  :  โรงพยาบาลบึงโขงหลง","151","1,272","8.42"
"11049  :  โรงพยาบาลศรีวิไล","29","290","10.00"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","366","3,056","8.35"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","5","51","10.20"
"10994  :  โรงพยาบาลสุวรรณคูหา","57","498","8.74"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","773","6,374","8.25"
"10995  :  โรงพยาบาลบ้านฝาง","43","346","8.05"
"10996  :  โรงพยาบาลพระยืน","13","121","9.31"
"10997  :  โรงพยาบาลหนองเรือ","5","56","11.20"
"10998  :  โรงพยาบาลชุมแพ","214","1,911","8.93"
"10999  :  โรงพยาบาลสีชมพู","75","619","8.25"
"11000  :  โรงพยาบาลน้ำพอง","149","1,436","9.64"
"11001  :  โรงพยาบาลอุบลรัตน์","31","281","9.06"
"11002  :  โรงพยาบาลบ้านไผ่","50","449","8.98"
"11003  :  โรงพยาบาลเปือยน้อย","15","154","10.27"
"11004  :  โรงพยาบาลพล","165","1,419","8.60"
"11005  :  โรงพยาบาลแวงใหญ่","37","320","8.65"
"11006  :  โรงพยาบาลแวงน้อย","43","370","8.60"
"11007  :  โรงพยาบาลหนองสองห้อง","25","227","9.08"
"11008  :  โรงพยาบาลภูเวียง","11","97","8.82"
"11009  :  โรงพยาบาลมัญจาคีรี","35","323","9.23"
"11010  :  โรงพยาบาลชนบท","47","420","8.94"
"11011  :  โรงพยาบาลเขาสวนกวาง","98","789","8.05"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","141","1,267","8.99"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","100","885","8.85"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","7","52","7.43"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","43","405","9.42"
"11013  :  โรงพยาบาลกุดจับ","0","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","91","825","9.07"
"11015  :  โรงพยาบาลกุมภวาปี","308","2,656","8.62"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","43","333","7.74"
"11018  :  โรงพยาบาลหนองหาน","118","1,128","9.56"
"11019  :  โรงพยาบาลทุ่งฝน","21","167","7.95"
"11020  :  โรงพยาบาลไชยวาน","13","129","9.92"
"11021  :  โรงพยาบาลศรีธาตุ","10","89","8.90"
"11022  :  โรงพยาบาลวังสามหมอ","54","541","10.02"
"11023  :  โรงพยาบาลบ้านผือ","295","2,577","8.74"
"11024  :  โรงพยาบาลน้ำโสม","68","561","8.25"
"11025  :  โรงพยาบาลเพ็ญ","146","1,437","9.84"
"11026  :  โรงพยาบาลสร้างคอม","0","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","19","186","9.79"
"11028  :  โรงพยาบาลนายูง","40","352","8.80"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","15","147","9.80"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","310","2,895","9.34"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","417","3,796","9.10"
"11030  :  โรงพยาบาลนาด้วง","2","14","7.00"
"11031  :  โรงพยาบาลเชียงคาน","22","197","8.95"
"11032  :  โรงพยาบาลปากชม","61","520","8.52"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","1","5","5.00"
"11035  :  โรงพยาบาลท่าลี่","12","106","8.83"
"11036  :  โรงพยาบาลวังสะพุง","44","388","8.82"
"11037  :  โรงพยาบาลภูกระดึง","86","776","9.02"
"11038  :  โรงพยาบาลภูหลวง","2","22","11.00"
"11039  :  โรงพยาบาลผาขาว","35","245","7.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","280","2,496","8.91"
"14133  :  โรงพยาบาลเอราวัณ","48","441","9.19"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","21","186","8.86"
"10706  :  โรงพยาบาลหนองคาย","498","4,419","8.87"
"11042  :  โรงพยาบาลโพนพิสัย","349","2,975","8.52"
"11044  :  โรงพยาบาลศรีเชียงใหม่","10","90","9.00"
"11045  :  โรงพยาบาลสังคม","24","216","9.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","313","2,652","8.47"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","1","8","8.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","295","2,648","8.98"
"11051  :  โรงพยาบาลแกดำ","7","66","9.43"
"11052  :  โรงพยาบาลโกสุมพิสัย","150","1,232","8.21"
"11053  :  โรงพยาบาลกันทรวิชัย","26","232","8.92"
"11054  :  โรงพยาบาลเชียงยืน","35","310","8.86"
"11055  :  โรงพยาบาลบรบือ","366","3,121","8.53"
"11056  :  โรงพยาบาลนาเชือก","46","421","9.15"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","669","5,652","8.45"
"11058  :  โรงพยาบาลวาปีปทุม","148","1,304","8.81"
"11059  :  โรงพยาบาลนาดูน","3","24","8.00"
"11060  :  โรงพยาบาลยางสีสุราช","15","146","9.73"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","442","3,764","8.52"
"11061  :  โรงพยาบาลเกษตรวิสัย","144","1,202","8.35"
"11062  :  โรงพยาบาลปทุมรัตต์","15","144","9.60"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","22","214","9.73"
"11064  :  โรงพยาบาลธวัชบุรี","0","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","105","868","8.27"
"11066  :  โรงพยาบาลโพนทอง","484","3,835","7.92"
"11067  :  โรงพยาบาลโพธิ์ชัย","3","24","8.00"
"11068  :  โรงพยาบาลหนองพอก","34","274","8.06"
"11069  :  โรงพยาบาลเสลภูมิ","59","562","9.53"
"11070  :  โรงพยาบาลสุวรรณภูมิ","375","3,529","9.41"
"11071  :  โรงพยาบาลเมืองสรวง","1","7","7.00"
"11072  :  โรงพยาบาลโพนทราย","1","8","8.00"
"11073  :  โรงพยาบาลอาจสามารถ","17","153","9.00"
"11074  :  โรงพยาบาลเมยวดี","4","33","8.25"
"11075  :  โรงพยาบาลศรีสมเด็จ","1","10","10.00"
"11076  :  โรงพยาบาลจังหาร","6","43","7.17"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","343","3,003","8.76"
"11077  :  โรงพยาบาลนามน","33","307","9.30"
"11078  :  โรงพยาบาลกมลาไสย","64","565","8.83"
"11079  :  โรงพยาบาลร่องคำ","7","61","8.71"
"11080  :  โรงพยาบาลเขาวง","21","181","8.62"
"11081  :  โรงพยาบาลยางตลาด","221","1,845","8.35"
"11082  :  โรงพยาบาลห้วยเม็ก","10","80","8.00"
"11083  :  โรงพยาบาลสหัสขันธ์","6","47","7.83"
"11084  :  โรงพยาบาลคำม่วง","40","328","8.20"
"11085  :  โรงพยาบาลท่าคันโท","59","507","8.59"
"11086  :  โรงพยาบาลหนองกุงศรี","82","726","8.85"
"11087  :  โรงพยาบาลสมเด็จ","138","1,245","9.02"
"11088  :  โรงพยาบาลห้วยผึ้ง","21","183","8.71"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","297","2,509","8.45"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","1","8","8.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","183","1,562","8.54"
"11089  :  โรงพยาบาลกุสุมาลย์","35","341","9.74"
"11090  :  โรงพยาบาลกุดบาก","20","182","9.10"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","15","126","8.40"
"11092  :  โรงพยาบาลพังโคน","3","28","9.33"
"11093  :  โรงพยาบาลวาริชภูมิ","6","56","9.33"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","197","1,764","8.95"
"11096  :  โรงพยาบาลคำตากล้า","8","69","8.63"
"11097  :  โรงพยาบาลบ้านม่วง","107","1,009","9.43"
"11098  :  โรงพยาบาลอากาศอำนวย","69","644","9.33"
"11099  :  โรงพยาบาลส่องดาว","21","173","8.24"
"11100  :  โรงพยาบาลเต่างอย","22","215","9.77"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","4","34","8.50"
"11102  :  โรงพยาบาลเจริญศิลป์","26","246","9.46"
"11103  :  โรงพยาบาลโพนนาแก้ว","29","249","8.59"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","663","6,117","9.23"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","48","458","9.54"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","438","3,217","7.34"
"11104  :  โรงพยาบาลปลาปาก","28","249","8.89"
"11105  :  โรงพยาบาลท่าอุเทน","66","574","8.70"
"11106  :  โรงพยาบาลบ้านแพง","51","476","9.33"
"11107  :  โรงพยาบาลนาทม","10","87","8.70"
"11108  :  โรงพยาบาลเรณูนคร","12","122","10.17"
"11109  :  โรงพยาบาลนาแก","19","180","9.47"
"11110  :  โรงพยาบาลศรีสงคราม","117","1,054","9.01"
"11111  :  โรงพยาบาลนาหว้า","73","690","9.45"
"11112  :  โรงพยาบาลโพนสวรรค์","16","144","9.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","204","1,769","8.67"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","304","2,717","8.94"
"11113  :  โรงพยาบาลนิคมคำสร้อย","25","235","9.40"
"11114  :  โรงพยาบาลดอนตาล","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","17","183","10.76"
"11116  :  โรงพยาบาลคำชะอี","7","46","6.57"
"11117  :  โรงพยาบาลหว้านใหญ่","3","28","9.33"
"11118  :  โรงพยาบาลหนองสูง","6","49","8.17"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","235","2,229","9.49"
"11119  :  โรงพยาบาลจอมทอง","32","233","7.28"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","48","428","8.92"
"11121  :  โรงพยาบาลเชียงดาว","78","659","8.45"
"11122  :  โรงพยาบาลดอยสะเก็ด","39","341","8.74"
"11123  :  โรงพยาบาลแม่แตง","110","959","8.72"
"11124  :  โรงพยาบาลสะเมิง","38","364","9.58"
"11125  :  โรงพยาบาลฝาง","225","1,992","8.85"
"11126  :  โรงพยาบาลแม่อาย","58","534","9.21"
"11127  :  โรงพยาบาลพร้าว","32","300","9.38"
"11128  :  โรงพยาบาลสันป่าตอง","75","661","8.81"
"11129  :  โรงพยาบาลสันกำแพง","17","153","9.00"
"11130  :  โรงพยาบาลสันทราย","330","3,495","10.59"
"11131  :  โรงพยาบาลหางดง","92","869","9.45"
"11132  :  โรงพยาบาลฮอด","42","367","8.74"
"11133  :  โรงพยาบาลดอยเต่า","26","209","8.04"
"11134  :  โรงพยาบาลอมก๋อย","280","2,295","8.20"
"11135  :  โรงพยาบาลสารภี","73","680","9.32"
"11136  :  โรงพยาบาลเวียงแหง","42","401","9.55"
"11137  :  โรงพยาบาลไชยปราการ","36","324","9.00"
"11138  :  โรงพยาบาลแม่วาง","1","7","7.00"
"11139  :  โรงพยาบาลแม่ออน","14","141","10.07"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","5","49","9.80"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","42","397","9.45"
"10714  :  โรงพยาบาลลำพูน","177","1,501","8.48"
"11140  :  โรงพยาบาลแม่ทา","0","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","60","490","8.17"
"11144  :  โรงพยาบาลป่าซาง","28","240","8.57"
"11145  :  โรงพยาบาลบ้านธิ","0","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","322","2,788","8.66"
"11146  :  โรงพยาบาลแม่เมาะ","2","20","10.00"
"11147  :  โรงพยาบาลเกาะคา","157","1,367","8.71"
"11148  :  โรงพยาบาลเสริมงาม","1","10","10.00"
"11149  :  โรงพยาบาลงาว","52","411","7.90"
"11150  :  โรงพยาบาลแจ้ห่ม","15","115","7.67"
"11151  :  โรงพยาบาลวังเหนือ","40","337","8.43"
"11152  :  โรงพยาบาลเถิน","170","1,386","8.15"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","1","6","6.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","0","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","14","117","8.36"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","205","1,871","9.13"
"11158  :  โรงพยาบาลตรอน","2","21","10.50"
"11159  :  โรงพยาบาลท่าปลา","31","254","8.19"
"11160  :  โรงพยาบาลน้ำปาด","30","260","8.67"
"11161  :  โรงพยาบาลฟากท่า","2","21","10.50"
"11162  :  โรงพยาบาลบ้านโคก","16","158","9.88"
"11163  :  โรงพยาบาลพิชัย","9","68","7.56"
"11164  :  โรงพยาบาลลับแล","2","20","10.00"
"11165  :  โรงพยาบาลทองแสนขัน","16","131","8.19"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","502","4,432","8.83"
"11166  :  โรงพยาบาลร้องกวาง","18","168","9.33"
"11167  :  โรงพยาบาลลอง","11","94","8.55"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","6","46","7.67"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","8","77","9.63"
"10716  :  โรงพยาบาลน่าน","282","2,394","8.49"
"11173  :  โรงพยาบาลแม่จริม","0","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","1","7","7.00"
"11176  :  โรงพยาบาลท่าวังผา","0","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","53","451","8.51"
"11178  :  โรงพยาบาลทุ่งช้าง","43","342","7.95"
"11179  :  โรงพยาบาลเชียงกลาง","0","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","2","16","8.00"
"11181  :  โรงพยาบาลสันติสุข","0","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","0","0","0.00"
"11183  :  โรงพยาบาลสองแคว","18","160","8.89"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","217","1,920","8.85"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","1","11","11.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","402","3,497","8.70"
"10718  :  โรงพยาบาลเชียงคำ","330","2,797","8.48"
"11184  :  โรงพยาบาลจุน","3","23","7.67"
"11185  :  โรงพยาบาลเชียงม่วน","4","40","10.00"
"11186  :  โรงพยาบาลดอกคำใต้","1","12","12.00"
"11187  :  โรงพยาบาลปง","21","179","8.52"
"11188  :  โรงพยาบาลแม่ใจ","4","37","9.25"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,038","9,236","8.90"
"11189  :  โรงพยาบาลเทิง","14","99","7.07"
"11190  :  โรงพยาบาลพาน","92","772","8.39"
"11191  :  โรงพยาบาลป่าแดด","3","24","8.00"
"11192  :  โรงพยาบาลแม่จัน","308","2,608","8.47"
"11193  :  โรงพยาบาลเชียงแสน","81","731","9.02"
"11194  :  โรงพยาบาลแม่สาย","309","2,720","8.80"
"11195  :  โรงพยาบาลแม่สรวย","164","1,437","8.76"
"11196  :  โรงพยาบาลเวียงป่าเป้า","130","1,191","9.16"
"11197  :  โรงพยาบาลพญาเม็งราย","62","519","8.37"
"11198  :  โรงพยาบาลเวียงแก่น","69","616","8.93"
"11199  :  โรงพยาบาลขุนตาล","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","28","252","9.00"
"11201  :  โรงพยาบาลแม่ลาว","19","157","8.26"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","1","12","12.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","61","527","8.64"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","41","347","8.46"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","2","12","6.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","305","2,529","8.29"
"11203  :  โรงพยาบาลขุนยวม","19","160","8.42"
"11204  :  โรงพยาบาลปาย","104","957","9.20"
"11205  :  โรงพยาบาลแม่สะเรียง","446","3,813","8.55"
"11206  :  โรงพยาบาลแม่ลาน้อย","57","541","9.49"
"11207  :  โรงพยาบาลสบเมย","49","444","9.06"
"11208  :  โรงพยาบาลปางมะผ้า","93","753","8.10"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","443","3,682","8.31"
