"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","25","0","0.00","6","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","151","0","0.00","845","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","77","1","1.30"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","18","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","703","0","0.00","835","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","626","0","0.00","3,004","6","0.20"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","336","0","0.00","302","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","670","1","0.15","849","1","0.12"
"27840  :  โรงพยาบาลสีดา","1,173","2","0.17","1,338","3","0.22"
"27841  :  โรงพยาบาลเทพารักษ์","79","0","0.00","495","4","0.81"
"10667  :  โรงพยาบาลบุรีรัมย์","2","0","0.00","8","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","6,163","1,663","26.98","5,779","2,546","44.06"
"10896  :  โรงพยาบาลกระสัง","2,037","0","0.00","2,314","118","5.10"
"10897  :  โรงพยาบาลนางรอง","6,471","22","0.34","7,925","42","0.53"
"10898  :  โรงพยาบาลหนองกี่","6,288","9","0.14","5,589","1,500","26.84"
"10899  :  โรงพยาบาลละหานทราย","4,895","9","0.18","5,297","1,800","33.98"
"10900  :  โรงพยาบาลประโคนชัย","7,564","1","0.01","8,106","4,557","56.22"
"10901  :  โรงพยาบาลบ้านกรวด","4,896","1","0.02","5,099","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","3,675","5","0.14","3,961","2,767","69.86"
"10904  :  โรงพยาบาลลำปลายมาศ","2,597","6","0.23","3,134","10","0.32"
"10905  :  โรงพยาบาลสตึก","4,058","0","0.00","5,204","3,185","61.20"
"10906  :  โรงพยาบาลปะคำ","1,941","7","0.36","2,162","370","17.11"
"10907  :  โรงพยาบาลนาโพธิ์","1,752","2","0.11","2,120","488","23.02"
"10908  :  โรงพยาบาลหนองหงส์","2,825","3","0.11","3,249","1,092","33.61"
"10909  :  โรงพยาบาลพลับพลาชัย","2,598","42","1.62","2,782","990","35.59"
"10910  :  โรงพยาบาลห้วยราช","511","0","0.00","501","111","22.16"
"10911  :  โรงพยาบาลโนนสุวรรณ","724","0","0.00","681","532","78.12"
"10912  :  โรงพยาบาลชำนิ","2,049","0","0.00","2,283","311","13.62"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,569","3","0.19","1,383","238","17.21"
"10914  :  โรงพยาบาลโนนดินแดง","2,328","3","0.13","2,647","1,253","47.34"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","801","0","0.00","808","594","73.51"
"23578  :  โรงพยาบาลแคนดง","1,066","0","0.00","2,013","776","38.55"
"28020  :  โรงพยาบาลบ้านด่าน","904","0","0.00","1,939","838","43.22"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","3,467","14","0.40"
"10915  :  โรงพยาบาลชุมพลบุรี","2,354","1","0.04","3,133","714","22.79"
"10916  :  โรงพยาบาลท่าตูม","3,407","0","0.00","3,240","1,256","38.77"
"10917  :  โรงพยาบาลจอมพระ","3,473","1","0.03","3,739","1,240","33.16"
"10918  :  โรงพยาบาลปราสาท","7,404","1,767","23.87","8,411","21","0.25"
"10919  :  โรงพยาบาลกาบเชิง","1,234","0","0.00","2,562","2","0.08"
"10920  :  โรงพยาบาลรัตนบุรี","4,381","15","0.34","4,247","925","21.78"
"10921  :  โรงพยาบาลสนม","1,687","568","33.67","1,778","463","26.04"
"10922  :  โรงพยาบาลศีขรภูมิ","4,916","965","19.63","5,770","827","14.33"
"10923  :  โรงพยาบาลสังขะ","1,849","0","0.00","1,596","0","0.00"
"10924  :  โรงพยาบาลลำดวน","1,277","1,128","88.33","2,201","1,280","58.16"
"10925  :  โรงพยาบาลสำโรงทาบ","738","220","29.81","713","688","96.49"
"10926  :  โรงพยาบาลบัวเชด","2,776","2","0.07","2,943","1,912","64.97"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","834","4","0.48","1,839","14","0.76"
"27842  :  โรงพยาบาลเขวาสินรินทร์","423","0","0.00","1,183","442","37.36"
"27843  :  โรงพยาบาลศรีณรงค์","307","0","0.00","332","58","17.47"
"27844  :  โรงพยาบาลโนนนารายณ์","270","0","0.00","267","180","67.42"
"10700  :  โรงพยาบาลศรีสะเกษ","69","0","0.00","101","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","1,075","0","0.00","71","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","411","298","72.51","452","12","2.65"
"10929  :  โรงพยาบาลกันทรลักษ์","1,019","0","0.00","964","899","93.26"
"10930  :  โรงพยาบาลขุขันธ์","2,287","0","0.00","3,978","345","8.67"
"10931  :  โรงพยาบาลไพรบึง","1,842","0","0.00","1,553","1,434","92.34"
"10932  :  โรงพยาบาลปรางค์กู่","309","12","3.88","419","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","1,529","0","0.00","1,760","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","971","0","0.00","877","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","734","0","0.00","752","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","451","0","0.00","618","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","466","0","0.00","427","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","168","0","0.00","208","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","284","0","0.00","802","377","47.01"
"10940  :  โรงพยาบาลวังหิน","508","0","0.00","301","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","554","356","64.26","294","282","95.92"
"10942  :  โรงพยาบาลภูสิงห์","1,006","0","0.00","994","619","62.27"
"10943  :  โรงพยาบาลเมืองจันทร์","98","0","0.00","104","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","804","714","88.81","667","605","90.70"
"28014  :  โรงพยาบาลพยุห์","311","0","0.00","354","337","95.20"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","208","0","0.00","240","233","97.08"
"28016  :  โรงพยาบาลศิลาลาด","279","0","0.00","211","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","126","0","0.00","109","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","2,269","0","0.00","2,615","1,024","39.16"
"10948  :  โรงพยาบาลนาจะหลวย","2,359","5","0.21","3,411","4","0.12"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","879","0","0.00","745","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","755","0","0.00","1,429","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","2","0","0.00","537","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,313","1","0.04","2,050","67","3.27"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","305","0","0.00","231","230","99.57"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,310","0","0.00","1,456","0","0.00"
"10959  :  โรงพยาบาลสำโรง","721","0","0.00","719","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","520","0","0.00","199","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","789","0","0.00","894","699","78.19"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","291","0","0.00","378","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","12","0","0.00","4,825","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","41","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","2,394","6","0.25","3,089","10","0.32"
"24032  :  โรงพยาบาลนาตาล","127","45","35.43","165","118","71.52"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","284","0","0.00","305","242","79.34"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","1,256","10","0.80"
"10963  :  โรงพยาบาลทรายมูล","744","0","0.00","1,070","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","1,524","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,419","1,503","62.13","2,799","181","6.47"
"10966  :  โรงพยาบาลป่าติ้ว","935","2","0.21","1,644","365","22.20"
"10967  :  โรงพยาบาลมหาชนะชัย","2,006","0","0.00","2,415","747","30.93"
"10968  :  โรงพยาบาลค้อวัง","1,272","19","1.49","1,322","47","3.56"
"10969  :  โรงพยาบาลไทยเจริญ","842","1","0.12","1,197","357","29.82"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","36","0","0.00","79","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","80","0","0.00","77","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","368","0","0.00","563","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","1","0","0.00","2","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","8","0","0.00","1,070","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","1,406","0","0.00","2,230","1","0.04"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","1,119","0","0.00","3,003","5","0.17"
"10973  :  โรงพยาบาลหนองบัวแดง","342","0","0.00","2,633","5","0.19"
"10974  :  โรงพยาบาลจัตุรัส","2,450","5","0.20","3,148","5","0.16"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","3,671","6","0.16","3,560","3","0.08"
"10976  :  โรงพยาบาลหนองบัวระเหว","42","0","0.00","1","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","2,376","5","0.21","2,490","105","4.22"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","3,809","6","0.16","4,131","5","0.12"
"10979  :  โรงพยาบาลบ้านแท่น","878","0","0.00","1,331","1","0.08"
"10980  :  โรงพยาบาลแก้งคร้อ","1,964","0","0.00","244","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","292","0","0.00","1,685","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","1,519","0","0.00","2,326","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","282","0","0.00","1,012","2","0.20"
"10703  :  โรงพยาบาลอำนาจเจริญ","38","0","0.00","1,977","2","0.10"
"10985  :  โรงพยาบาลชานุมาน","860","0","0.00","1,549","102","6.58"
"10986  :  โรงพยาบาลปทุมราชวงศา","2,886","1","0.03","3,055","2","0.07"
"10987  :  โรงพยาบาลพนา","1,356","0","0.00","1,329","1","0.08"
"10988  :  โรงพยาบาลเสนางคนิคม","1,649","59","3.58","1,775","27","1.52"
"10989  :  โรงพยาบาลหัวตะพาน","2,129","2","0.09","2,272","541","23.81"
"10990  :  โรงพยาบาลลืออำนาจ","1,907","5","0.26","1,289","4","0.31"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","1,939","5","0.26"
"11041  :  โรงพยาบาลพรเจริญ","2,214","2","0.09","3,405","1","0.03"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","934","4","0.43"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","2,570","172","6.69","2,922","95","3.25"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","1,097","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","2,775","1","0.04","3,034","2","0.07"
"11050  :  โรงพยาบาลบุ่งคล้า","715","1","0.14","687","29","4.22"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","2,384","0","0.00"
"10991  :  โรงพยาบาลนากลาง","1,244","2","0.16","2,138","5","0.23"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","1,781","1","0.06"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","1,156","3","0.26","1,503","1","0.07"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","3","0","0.00","2","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","880","1","0.11"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","16","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","2,669","5","0.19"
"10999  :  โรงพยาบาลสีชมพู","797","0","0.00","2,073","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","745","13","1.74","821","663","80.76"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","708","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","379","0","0.00","702","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0.00","1,549","3","0.19"
"11005  :  โรงพยาบาลแวงใหญ่","1,013","0","0.00","1,333","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0.00","1,106","1","0.09"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,890","0","0.00","1,825","1,691","92.66"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","361","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","1,081","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","603","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00","1,370","1","0.07"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","16","1","6.25","281","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","620","3","0.48"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","303","1","0.33"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","348","0","0.00","263","36","13.69"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","1,154","0","0.00","2,283","1","0.04"
"11014  :  โรงพยาบาลหนองวัวซอ","1,203","0","0.00","2,498","2","0.08"
"11015  :  โรงพยาบาลกุมภวาปี","3,244","0","0.00","1,005","88","8.76"
"11016  :  โรงพยาบาลห้วยเกิ้ง","405","0","0.00","602","57","9.47"
"11017  :  โรงพยาบาลโนนสะอาด","1,815","4","0.22","2,310","3","0.13"
"11018  :  โรงพยาบาลหนองหาน","10","0","0.00","3,266","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","970","0","0.00","1,632","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","0","0","0.00","793","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","8","0","0.00","1,321","2","0.15"
"11022  :  โรงพยาบาลวังสามหมอ","1,210","0","0.00","2,672","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","6,241","4","0.06","5,322","64","1.20"
"11024  :  โรงพยาบาลน้ำโสม","2,100","0","0.00","3,656","6","0.16"
"11025  :  โรงพยาบาลเพ็ญ","1,904","0","0.00","1,240","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","313","0","0.00","765","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","15","0","0.00","1,596","0","0.00"
"11028  :  โรงพยาบาลนายูง","21","0","0.00","705","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","122","0","0.00","877","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","4,729","0","0.00","5,200","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","24","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","369","0","0.00","636","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","4,480","11","0.25","8,023","16","0.20"
"11030  :  โรงพยาบาลนาด้วง","1,627","0","0.00","1,707","1","0.06"
"11031  :  โรงพยาบาลเชียงคาน","1,484","0","0.00","2,006","0","0.00"
"11032  :  โรงพยาบาลปากชม","466","0","0.00","34","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","390","0","0.00","731","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","1,082","0","0.00","1,360","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","861","2","0.23","1,444","2","0.14"
"11036  :  โรงพยาบาลวังสะพุง","3,780","0","0.00","4,038","6","0.15"
"11037  :  โรงพยาบาลภูกระดึง","46","0","0.00","1,017","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","589","0","0.00","1,040","1","0.10"
"11039  :  โรงพยาบาลผาขาว","858","0","0.00","2,330","3","0.13"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","1,424","0","0.00","2,546","2","0.08"
"14133  :  โรงพยาบาลเอราวัณ","643","0","0.00","300","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","276","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","4","0","0.00","312","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","3,835","0","0.00","7,186","24","0.33"
"11042  :  โรงพยาบาลโพนพิสัย","2,960","0","0.00","3,021","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","1,899","0","0.00","1,709","0","0.00"
"11045  :  โรงพยาบาลสังคม","535","0","0.00","681","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","2,511","2,174","86.58","4,099","2,200","53.67"
"14558  :  โรงพยาบาลพิสัยเวช","939","0","0.00","1,039","0","0.00"
"21356  :  โรงพยาบาลสระใคร","1,161","3","0.26","1,242","3","0.24"
"28778  :  โรงพยาบาลโพธิ์ตาก","479","0","0.00","522","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","358","0","0.00","320","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","944","0","0.00","1,143","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","3,846","6","0.16","4,265","9","0.21"
"11051  :  โรงพยาบาลแกดำ","1,764","55","3.12","2,039","360","17.66"
"11052  :  โรงพยาบาลโกสุมพิสัย","2,117","6","0.28","3,961","404","10.20"
"11053  :  โรงพยาบาลกันทรวิชัย","938","0","0.00","1,282","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","2,777","2","0.07","3,416","1,369","40.08"
"11055  :  โรงพยาบาลบรบือ","2,787","0","0.00","5,237","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","2,223","0","0.00","2,536","1,477","58.24"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","5,058","5","0.10","5,662","3,445","60.84"
"11058  :  โรงพยาบาลวาปีปทุม","4,311","2,177","50.50","4,369","1,369","31.33"
"11059  :  โรงพยาบาลนาดูน","985","0","0.00","1,485","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","2,040","1","0.05","1,837","776","42.24"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","7","0","0.00","2,248","2","0.09"
"24704  :  โรงพยาบาลกุดรัง","181","0","0.00","745","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","626","0","0.00","802","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","3,895","7","0.18","5,359","5","0.09"
"11062  :  โรงพยาบาลปทุมรัตต์","2,495","1","0.04","2,389","1,033","43.24"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","2,642","3","0.11","2,988","781","26.14"
"11064  :  โรงพยาบาลธวัชบุรี","1,025","0","0.00","1,363","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","3,149","7","0.22","3,345","121","3.62"
"11066  :  โรงพยาบาลโพนทอง","3,282","7","0.21","4,429","28","0.63"
"11067  :  โรงพยาบาลโพธิ์ชัย","0","0","0.00","2,203","413","18.75"
"11068  :  โรงพยาบาลหนองพอก","2,874","0","0.00","3,237","4","0.12"
"11069  :  โรงพยาบาลเสลภูมิ","4,559","9","0.20","5,307","1,327","25.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","4,660","3","0.06","4,853","936","19.29"
"11071  :  โรงพยาบาลเมืองสรวง","900","0","0.00","1,049","1","0.10"
"11072  :  โรงพยาบาลโพนทราย","1,060","0","0.00","1,803","655","36.33"
"11073  :  โรงพยาบาลอาจสามารถ","1,143","0","0.00","1,315","662","50.34"
"11074  :  โรงพยาบาลเมยวดี","0","0","0.00","1,575","6","0.38"
"11075  :  โรงพยาบาลศรีสมเด็จ","789","1","0.13","1,406","29","2.06"
"11076  :  โรงพยาบาลจังหาร","1,594","8","0.50","1,765","482","27.31"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","200","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","740","0","0.00","912","4","0.44"
"27989  :  โรงพยาบาลเชียงขวัญ","545","0","0.00","734","2","0.27"
"27990  :  โรงพยาบาลหนองฮี","651","0","0.00","943","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,421","0","0.00","2,075","2","0.10"
"11077  :  โรงพยาบาลนามน","1,384","0","0.00","1,830","3","0.16"
"11078  :  โรงพยาบาลกมลาไสย","3,507","3","0.09","3,681","9","0.24"
"11079  :  โรงพยาบาลร่องคำ","1,395","0","0.00","1,377","1","0.07"
"11080  :  โรงพยาบาลเขาวง","2,463","2","0.08","2,761","3","0.11"
"11081  :  โรงพยาบาลยางตลาด","1,264","0","0.00","2,741","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","2,271","0","0.00","2,323","155","6.67"
"11083  :  โรงพยาบาลสหัสขันธ์","549","0","0.00","4","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","2,315","9","0.39","2,578","4","0.16"
"11085  :  โรงพยาบาลท่าคันโท","1,274","0","0.00","1,255","1","0.08"
"11086  :  โรงพยาบาลหนองกุงศรี","3,329","3","0.09","3,634","2","0.06"
"11087  :  โรงพยาบาลสมเด็จ","2,382","0","0.00","3,885","9","0.23"
"11088  :  โรงพยาบาลห้วยผึ้ง","1,222","0","0.00","1,904","1","0.05"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","3,359","1","0.03","2,607","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","919","4","0.44","1,501","1","0.07"
"28789  :  โรงพยาบาลฆ้องชัย","399","0","0.00","303","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","442","0","0.00","431","0","0.00"
"28791  :  โรงพยาบาลสามชัย","1,018","2","0.20","1,374","2","0.15"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","1,404","0","0.00","1,879","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","1,453","1","0.07","1,911","3","0.16"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","0","0","0.00","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","3,378","1,150","34.04","3,298","959","29.08"
"11093  :  โรงพยาบาลวาริชภูมิ","59","0","0.00","1,801","10","0.56"
"11094  :  โรงพยาบาลนิคมน้ำอูน","470","0","0.00","234","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","1,784","5","0.28","3,231","12","0.37"
"11096  :  โรงพยาบาลคำตากล้า","2,494","0","0.00","2,248","1,000","44.48"
"11097  :  โรงพยาบาลบ้านม่วง","3,114","11","0.35","2,658","4","0.15"
"11098  :  โรงพยาบาลอากาศอำนวย","5","0","0.00","2,297","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","1,287","0","0.00","639","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","818","0","0.00","924","10","1.08"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","1,638","1","0.06","2,119","2","0.09"
"11102  :  โรงพยาบาลเจริญศิลป์","1,431","1","0.07","2,132","709","33.26"
"11103  :  โรงพยาบาลโพนนาแก้ว","22","0","0.00","36","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","3,739","11","0.29","7,858","281","3.58"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1,228","0","0.00","1,103","0","0.00"
