"โรงพยาบาล","ประชากร อายุ 18 - 59 ปี","ประชากร อายุ 18 - 59 ปีที่วัดรอบเอวและส่วนสูง(B)","ความครอบคลุมร้อยละ","ประชากร อายุ 18 - 59 ปีรอบเอวปกติ","ร้อยละ"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1,876","771","41.10","400","51.88"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,134","1,489","69.78","668","44.86"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","968","167","17.25","82","49.10"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,248","1,335","59.39","748","56.03"
"27839  :  โรงพยาบาลบัวลาย","1,326","1,229","92.68","581","47.27"
"27840  :  โรงพยาบาลสีดา","946","678","71.67","426","62.83"
"27841  :  โรงพยาบาลเทพารักษ์","3,560","2,102","59.04","2,008","95.53"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","4,818","2,660","55.21","1,352","50.83"
"10896  :  โรงพยาบาลกระสัง","3,690","2,216","60.05","1,422","64.17"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","3,960","2,444","61.72","1,163","47.59"
"10899  :  โรงพยาบาลละหานทราย","4,653","2,285","49.11","1,410","61.71"
"10900  :  โรงพยาบาลประโคนชัย","6,192","2,950","47.64","1,130","38.31"
"10901  :  โรงพยาบาลบ้านกรวด","6,310","3,094","49.03","1,083","35.00"
"10902  :  โรงพยาบาลพุทไธสง","3,692","2,165","58.64","1,367","63.14"
"10904  :  โรงพยาบาลลำปลายมาศ","1","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","6,939","4,028","58.05","2,771","68.79"
"10906  :  โรงพยาบาลปะคำ","2,516","1,425","56.64","762","53.47"
"10907  :  โรงพยาบาลนาโพธิ์","1,462","993","67.92","449","45.22"
"10908  :  โรงพยาบาลหนองหงส์","1,675","1,069","63.82","597","55.85"
"10909  :  โรงพยาบาลพลับพลาชัย","2,502","1,300","51.96","740","56.92"
"10910  :  โรงพยาบาลห้วยราช","1,327","754","56.82","384","50.93"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,280","1,420","62.28","686","48.31"
"10912  :  โรงพยาบาลชำนิ","1,108","829","74.82","338","40.77"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,285","825","64.20","366","44.36"
"10914  :  โรงพยาบาลโนนดินแดง","3,962","2,352","59.36","1,104","46.94"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","578","30","5.19","27","90.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,807","1,375","48.98","678","49.31"
"23578  :  โรงพยาบาลแคนดง","2,959","1,854","62.66","1,055","56.90"
"28020  :  โรงพยาบาลบ้านด่าน","3,038","1,962","64.58","883","45.01"
"10668  :  โรงพยาบาลสุรินทร์","115","47","40.87","31","65.96"
"10915  :  โรงพยาบาลชุมพลบุรี","3,494","1,853","53.03","746","40.26"
"10916  :  โรงพยาบาลท่าตูม","6,556","3,547","54.10","1,771","49.93"
"10917  :  โรงพยาบาลจอมพระ","4,044","2,460","60.83","1,404","57.07"
"10918  :  โรงพยาบาลปราสาท","4,945","504","10.19","238","47.22"
"10919  :  โรงพยาบาลกาบเชิง","2,362","1,846","78.15","1,106","59.91"
"10920  :  โรงพยาบาลรัตนบุรี","4,927","2,564","52.04","1,838","71.68"
"10921  :  โรงพยาบาลสนม","2,274","1,154","50.75","540","46.79"
"10922  :  โรงพยาบาลศีขรภูมิ","4,342","4,065","93.62","861","21.18"
"10923  :  โรงพยาบาลสังขะ","4,702","1,754","37.30","1,033","58.89"
"10924  :  โรงพยาบาลลำดวน","3,281","1,897","57.82","1,030","54.30"
"10925  :  โรงพยาบาลสำโรงทาบ","2,408","1,690","70.18","808","47.81"
"10926  :  โรงพยาบาลบัวเชด","3,303","1,586","48.02","1,023","64.50"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1,807","25","1.38","16","64.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,213","798","65.79","289","36.22"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,072","736","68.66","527","71.60"
"27843  :  โรงพยาบาลศรีณรงค์","1,931","873","45.21","633","72.51"
"27844  :  โรงพยาบาลโนนนารายณ์","933","751","80.49","496","66.05"
"10700  :  โรงพยาบาลศรีสะเกษ","3,405","335","9.84","157","46.87"
"10927  :  โรงพยาบาลยางชุมน้อย","2,945","1,816","61.66","769","42.35"
"10928  :  โรงพยาบาลกันทรารมย์","4,377","2,294","52.41","891","38.84"
"10929  :  โรงพยาบาลกันทรลักษ์","4,866","2,473","50.82","1,020","41.25"
"10930  :  โรงพยาบาลขุขันธ์","4,862","2,533","52.10","1,397","55.15"
"10931  :  โรงพยาบาลไพรบึง","4,939","2,734","55.36","1,271","46.49"
"10932  :  โรงพยาบาลปรางค์กู่","2,105","1,063","50.50","534","50.24"
"10933  :  โรงพยาบาลขุนหาญ","3,336","1,637","49.07","765","46.73"
"10934  :  โรงพยาบาลราษีไศล","3,273","1,804","55.12","807","44.73"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","3,096","1,581","51.07","621","39.28"
"10936  :  โรงพยาบาลบึงบูรพ์","1,900","1,284","67.58","630","49.07"
"10937  :  โรงพยาบาลห้วยทับทัน","2,031","1,150","56.62","540","46.96"
"10938  :  โรงพยาบาลโนนคูณ","1,010","457","45.25","213","46.61"
"10939  :  โรงพยาบาลศรีรัตนะ","1,438","777","54.03","368","47.36"
"10940  :  โรงพยาบาลวังหิน","1,346","776","57.65","355","45.75"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,000","487","48.70","178","36.55"
"10942  :  โรงพยาบาลภูสิงห์","1,618","916","56.61","383","41.81"
"10943  :  โรงพยาบาลเมืองจันทร์","481","338","70.27","218","64.50"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1,646","1,048","63.67","481","45.90"
"28014  :  โรงพยาบาลพยุห์","941","511","54.30","218","42.66"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","985","464","47.11","230","49.57"
"28016  :  โรงพยาบาลศิลาลาด","1,249","758","60.69","337","44.46"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","3,903","1,899","48.65","1,154","60.77"
"10945  :  โรงพยาบาลโขงเจียม","2,601","1,353","52.02","762","56.32"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","7,798","4,327","55.49","3,607","83.36"
"10948  :  โรงพยาบาลนาจะหลวย","7,222","3,277","45.38","1,259","38.42"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","2,670","1,046","39.18","392","37.48"
"10951  :  โรงพยาบาลตระการพืชผล","2,985","2,019","67.64","1,062","52.60"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","2,913","2,114","72.57","964","45.60"
"10953  :  โรงพยาบาลม่วงสามสิบ","3,275","2,649","80.89","1,130","42.66"
"10954  :  โรงพยาบาลวารินชำราบ","1,539","323","20.99","139","43.03"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","3,372","1,172","34.76","696","59.39"
"10957  :  โรงพยาบาลตาลสุม","1,373","466","33.94","254","54.51"
"10958  :  โรงพยาบาลโพธิ์ไทร","2,112","1,517","71.83","800","52.74"
"10959  :  โรงพยาบาลสำโรง","2,903","1,159","39.92","519","44.78"
"10960  :  โรงพยาบาลดอนมดแดง","1,748","898","51.37","582","64.81"
"10961  :  โรงพยาบาลสิรินธร","1,684","940","55.82","234","24.89"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","3,114","1,786","57.35","1,062","59.46"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","5,596","536","9.58","358","66.79"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","3,424","47","1.37","29","61.70"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","184","99","53.80","55","55.56"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","619","358","57.84","235","65.64"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4,339","2,606","60.06","1,447","55.53"
"10966  :  โรงพยาบาลป่าติ้ว","3,918","2,262","57.73","975","43.10"
"10967  :  โรงพยาบาลมหาชนะชัย","2,476","1,397","56.42","558","39.94"
"10968  :  โรงพยาบาลค้อวัง","2,288","1,349","58.96","1,044","77.39"
"10969  :  โรงพยาบาลไทยเจริญ","1,810","1,068","59.01","524","49.06"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","4,524","2,484","54.91","1,592","64.09"
"11921  :  โรงพยาบาลนายแพทย์หาญ","818","409","50.00","32","7.82"
"04007  :  โรงพยาบาลซับใหญ่","1,710","849","49.65","588","69.26"
"10702  :  โรงพยาบาลชัยภูมิ","2","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","5,739","2,713","47.27","1,176","43.35"
"10971  :  โรงพยาบาลคอนสวรรค์","2,186","2,137","97.76","1,041","48.71"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","3,974","2,506","63.06","1,234","49.24"
"10973  :  โรงพยาบาลหนองบัวแดง","5,549","2,964","53.42","1,577","53.21"
"10974  :  โรงพยาบาลจัตุรัส","4,076","1,951","47.87","342","17.53"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","5,077","2,917","57.46","1,221","41.86"
"10976  :  โรงพยาบาลหนองบัวระเหว","2,295","1,178","51.33","499","42.36"
"10977  :  โรงพยาบาลเทพสถิต","5,023","1,334","26.56","538","40.33"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","8,869","4,611","51.99","2,433","52.77"
"10979  :  โรงพยาบาลบ้านแท่น","4,414","2,304","52.20","909","39.45"
"10980  :  โรงพยาบาลแก้งคร้อ","5,809","3,083","53.07","1,415","45.90"
"10981  :  โรงพยาบาลคอนสาร","2,307","1,505","65.24","572","38.01"
"10982  :  โรงพยาบาลภักดีชุมพล","2,049","1,341","65.45","528","39.37"
"10983  :  โรงพยาบาลเนินสง่า","1,324","744","56.19","262","35.22"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","3,589","1,419","39.54","658","46.37"
"10986  :  โรงพยาบาลปทุมราชวงศา","3,561","1,965","55.18","712","36.23"
"10987  :  โรงพยาบาลพนา","2,312","1,344","58.13","941","70.01"
"10988  :  โรงพยาบาลเสนางคนิคม","5,479","3,213","58.64","2,452","76.31"
"10989  :  โรงพยาบาลหัวตะพาน","1,965","1,272","64.73","544","42.77"
"10990  :  โรงพยาบาลลืออำนาจ","2,394","1,395","58.27","1,043","74.77"
"11040  :  โรงพยาบาลบึงกาฬ","4,642","2,585","55.69","1,896","73.35"
"11041  :  โรงพยาบาลพรเจริญ","3,270","2,855","87.31","1,186","41.54"
"11043  :  โรงพยาบาลโซ่พิสัย","5,542","800","14.44","319","39.88"
"11046  :  โรงพยาบาลเซกา","8,198","951","11.60","303","31.86"
"11047  :  โรงพยาบาลปากคาด","3,188","2,177","68.29","1,017","46.72"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","4,804","3,091","64.34","1,290","41.73"
"11050  :  โรงพยาบาลบุ่งคล้า","977","739","75.64","456","61.71"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","3,210","120","3.74","85","70.83"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","5,041","2,607","51.72","1,046","40.12"
"11000  :  โรงพยาบาลน้ำพอง","4,122","3,200","77.63","1,411","44.09"
"11001  :  โรงพยาบาลอุบลรัตน์","1,795","1,412","78.66","1,057","74.86"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","1,852","1,114","60.15","603","54.13"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1,683","784","46.58","278","35.46"
"11006  :  โรงพยาบาลแวงน้อย","3,713","1,885","50.77","817","43.34"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","5,134","2,651","51.64","1,662","62.69"
"11010  :  โรงพยาบาลชนบท","3,446","1,063","30.85","464","43.65"
"11011  :  โรงพยาบาลเขาสวนกวาง","1,570","846","53.89","543","64.18"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","8,834","6,009","68.02","3,024","50.32"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","442","293","66.29","202","68.94"
"77650  :  โรงพยาบาลเวียงเก่า","317","230","72.56","133","57.83"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1,103","487","44.15","171","35.11"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","2,652","1,771","66.78","870","49.12"
"11014  :  โรงพยาบาลหนองวัวซอ","3,898","2,221","56.98","628","28.28"
"11015  :  โรงพยาบาลกุมภวาปี","6,588","3,873","58.79","2,541","65.61"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","3,765","2,611","69.35","1,926","73.76"
"11018  :  โรงพยาบาลหนองหาน","7,651","5,428","70.94","3,920","72.22"
"11019  :  โรงพยาบาลทุ่งฝน","2,914","2,590","88.88","1,258","48.57"
"11020  :  โรงพยาบาลไชยวาน","4,822","2,454","50.89","1,821","74.21"
"11021  :  โรงพยาบาลศรีธาตุ","1,888","1,187","62.87","585","49.28"
"11022  :  โรงพยาบาลวังสามหมอ","5,299","2,399","45.27","1,851","77.16"
"11023  :  โรงพยาบาลบ้านผือ","5,285","3,222","60.96","1,184","36.75"
"11024  :  โรงพยาบาลน้ำโสม","6,710","3,731","55.60","2,269","60.81"
"11025  :  โรงพยาบาลเพ็ญ","6,103","3,460","56.69","2,554","73.82"
"11026  :  โรงพยาบาลสร้างคอม","4,064","2,293","56.42","1,026","44.74"
"11027  :  โรงพยาบาลหนองแสง","3,356","2,250","67.04","1,571","69.82"
"11028  :  โรงพยาบาลนายูง","2,182","1,944","89.09","913","46.97"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","2,575","1,662","64.54","1,585","95.37"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","9,972","5,730","57.46","3,305","57.68"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","6,236","92","1.48","55","59.78"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","3","0","0.00","0","0.00"
"10705  :  โรงพยาบาลเลย","7,987","4,613","57.76","2,242","48.60"
"11030  :  โรงพยาบาลนาด้วง","4,367","2,663","60.98","1,134","42.58"
"11031  :  โรงพยาบาลเชียงคาน","4,986","2,765","55.46","2,098","75.88"
"11032  :  โรงพยาบาลปากชม","2,257","1,273","56.40","671","52.71"
"11033  :  โรงพยาบาลนาแห้ว","904","638","70.58","292","45.77"
"11034  :  โรงพยาบาลภูเรือ","2,615","1,623","62.07","1,105","68.08"
"11035  :  โรงพยาบาลท่าลี่","1,363","801","58.77","258","32.21"
"11036  :  โรงพยาบาลวังสะพุง","5,707","3,101","54.34","1,112","35.86"
"11037  :  โรงพยาบาลภูกระดึง","4,679","2,620","55.99","1,293","49.35"
"11038  :  โรงพยาบาลภูหลวง","2,401","1,504","62.64","546","36.30"
"11039  :  โรงพยาบาลผาขาว","4,288","2,628","61.29","1,324","50.38"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","4,301","2,490","57.89","999","40.12"
"14133  :  โรงพยาบาลเอราวัณ","3,101","1,767","56.98","723","40.92"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","506","222","43.87","144","64.86"
"10706  :  โรงพยาบาลหนองคาย","11,549","6,983","60.46","4,102","58.74"
"11042  :  โรงพยาบาลโพนพิสัย","2,649","1,886","71.20","931","49.36"
"11044  :  โรงพยาบาลศรีเชียงใหม่","3,969","3,382","85.21","1,821","53.84"
"11045  :  โรงพยาบาลสังคม","1,353","1,221","90.24","585","47.91"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","8,450","4,334","51.29","1,691","39.02"
"14558  :  โรงพยาบาลพิสัยเวช","5,185","3,046","58.75","1,546","50.76"
"21356  :  โรงพยาบาลสระใคร","892","602","67.49","307","51.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","480","315","65.63","233","73.97"
"28811  :  โรงพยาบาลเฝ้าไร่","1,892","1,149","60.73","621","54.05"
"28815  :  โรงพยาบาลรัตนวาปี","367","224","61.04","213","95.09"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0.00"
"11051  :  โรงพยาบาลแกดำ","2,006","1,118","55.73","502","44.90"
"11052  :  โรงพยาบาลโกสุมพิสัย","7,101","4,314","60.75","1,795","41.61"
"11053  :  โรงพยาบาลกันทรวิชัย","2,553","1,775","69.53","794","44.73"
"11054  :  โรงพยาบาลเชียงยืน","5,596","4,038","72.16","1,988","49.23"
"11055  :  โรงพยาบาลบรบือ","7,856","4,281","54.49","3,235","75.57"
"11056  :  โรงพยาบาลนาเชือก","2,208","1,480","67.03","801","54.12"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","5,950","3,882","65.24","1,937","49.90"
"11058  :  โรงพยาบาลวาปีปทุม","5,034","3,472","68.97","1,511","43.52"
"11059  :  โรงพยาบาลนาดูน","2,081","1,390","66.79","513","36.91"
"11060  :  โรงพยาบาลยางสีสุราช","2,023","1,345","66.49","986","73.31"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","15,289","1,647","10.77","1,313","79.72"
"24704  :  โรงพยาบาลกุดรัง","1,055","658","62.37","365","55.47"
"28843  :  โรงพยาบาลชื่นชม","78","46","58.97","43","93.48"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0.00","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","6,042","3,708","61.37","1,656","44.66"
"11062  :  โรงพยาบาลปทุมรัตต์","3,102","2,241","72.24","910","40.61"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","5,748","3,706","64.47","2,101","56.69"
"11064  :  โรงพยาบาลธวัชบุรี","2,608","1,738","66.64","932","53.62"
"11065  :  โรงพยาบาลพนมไพร","4,081","2,471","60.55","1,164","47.11"
"11066  :  โรงพยาบาลโพนทอง","6,170","4,084","66.19","2,540","62.19"
"11067  :  โรงพยาบาลโพธิ์ชัย","3,511","1,971","56.14","944","47.89"
"11068  :  โรงพยาบาลหนองพอก","3,524","2,399","68.08","1,223","50.98"
"11069  :  โรงพยาบาลเสลภูมิ","3,887","2,222","57.16","1,143","51.44"
"11070  :  โรงพยาบาลสุวรรณภูมิ","7,908","5,005","63.29","2,835","56.64"
"11071  :  โรงพยาบาลเมืองสรวง","1,893","1,084","57.26","625","57.66"
"11072  :  โรงพยาบาลโพนทราย","2,767","1,880","67.94","1,139","60.59"
"11073  :  โรงพยาบาลอาจสามารถ","4,416","2,715","61.48","1,419","52.27"
"11074  :  โรงพยาบาลเมยวดี","1,925","1,253","65.09","1,038","82.84"
"11075  :  โรงพยาบาลศรีสมเด็จ","2,027","1,279","63.10","647","50.59"
"11076  :  โรงพยาบาลจังหาร","2,725","1,867","68.51","830","44.46"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","10,279","1,331","12.95","849","63.79"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","1,969","1,205","61.20","570","47.30"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","611","443","72.50","324","73.14"
"27989  :  โรงพยาบาลเชียงขวัญ","820","535","65.24","228","42.62"
"27990  :  โรงพยาบาลหนองฮี","943","662","70.20","292","44.11"
"10709  :  โรงพยาบาลกาฬสินธุ์","4,441","2,468","55.57","1,749","70.87"
"11077  :  โรงพยาบาลนามน","3,961","2,810","70.94","1,237","44.02"
"11078  :  โรงพยาบาลกมลาไสย","5,835","3,245","55.61","1,394","42.96"
"11079  :  โรงพยาบาลร่องคำ","2,262","1,420","62.78","1,228","86.48"
"11080  :  โรงพยาบาลเขาวง","5,593","3,573","63.88","1,734","48.53"
"11081  :  โรงพยาบาลยางตลาด","7,684","4,442","57.81","2,333","52.52"
"11082  :  โรงพยาบาลห้วยเม็ก","3,383","2,109","62.34","942","44.67"
"11083  :  โรงพยาบาลสหัสขันธ์","1,877","1,248","66.49","535","42.87"
"11084  :  โรงพยาบาลคำม่วง","3,685","2,554","69.31","1,071","41.93"
"11085  :  โรงพยาบาลท่าคันโท","4,956","3,153","63.62","2,232","70.79"
"11086  :  โรงพยาบาลหนองกุงศรี","3,542","2,114","59.68","1,288","60.93"
"11087  :  โรงพยาบาลสมเด็จ","5,028","2,323","46.20","1,149","49.46"
"11088  :  โรงพยาบาลห้วยผึ้ง","4,763","2,677","56.20","881","32.91"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","5,609","3,565","63.56","1,335","37.45"
"11965  :  โรงพยาบาลธีรวัฒน์","1","1","100.00","1","100.00"
"28017  :  โรงพยาบาลนาคู","1,604","1,046","65.21","464","44.36"
"28789  :  โรงพยาบาลฆ้องชัย","1,498","1,031","68.83","464","45.00"
"28790  :  โรงพยาบาลดอนจาน","1,769","1,103","62.35","465","42.16"
"28791  :  โรงพยาบาลสามชัย","775","454","58.58","240","52.86"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","5,738","3,141","54.74","986","31.39"
"11090  :  โรงพยาบาลกุดบาก","2,431","1,568","64.50","576","36.73"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","3,196","1,395","43.65","126","9.03"
"11092  :  โรงพยาบาลพังโคน","6,694","4,057","60.61","1,257","30.98"
"11093  :  โรงพยาบาลวาริชภูมิ","3,631","2,141","58.96","1,248","58.29"
"11094  :  โรงพยาบาลนิคมน้ำอูน","1,429","657","45.98","245","37.29"
"11095  :  โรงพยาบาลวานรนิวาส","6,437","3,907","60.70","2,111","54.03"
"11096  :  โรงพยาบาลคำตากล้า","7,507","4,337","57.77","2,786","64.24"
"11097  :  โรงพยาบาลบ้านม่วง","3,310","563","17.01","344","61.10"
"11098  :  โรงพยาบาลอากาศอำนวย","6,314","3,791","60.04","1,867","49.25"
"11099  :  โรงพยาบาลส่องดาว","4,123","2,603","63.13","910","34.96"
"11100  :  โรงพยาบาลเต่างอย","1,192","734","61.58","369","50.27"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","3,951","2,401","60.77","1,028","42.82"
"11102  :  โรงพยาบาลเจริญศิลป์","5,217","3,004","57.58","1,582","52.66"
"11103  :  โรงพยาบาลโพนนาแก้ว","1,533","966","63.01","525","54.35"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","13,059","7,859","60.18","4,680","59.55"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","7,491","713","9.52","531","74.47"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1,645","1,026","62.37","661","64.42"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1,796","974","54.23","497","51.03"
"11104  :  โรงพยาบาลปลาปาก","4,012","2,124","52.94","1,161","54.66"
"11105  :  โรงพยาบาลท่าอุเทน","2,038","1,044","51.23","494","47.32"
"11106  :  โรงพยาบาลบ้านแพง","3,635","2,066","56.84","924","44.72"
"11107  :  โรงพยาบาลนาทม","1,364","850","62.32","688","80.94"
"11108  :  โรงพยาบาลเรณูนคร","3,283","2,240","68.23","680","30.36"
"11109  :  โรงพยาบาลนาแก","3,531","2,046","57.94","1,238","60.51"
